EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Travels,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,LostBallSteals,SecondChanceTurnovers,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PtsPutbacks,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,SelfOReb,SelfORebPct,PtsUnassisted3s,Technical Free Throw Trips,Corner3Assists,3SecondViolations,on,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Arc3PctBlocked,OffensiveGoaltends,DefensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,4541.0,76,-11.0,148,146,47.0,51.0,17.0,294,3.0,3,1.0,1.0,1.0,6.0,4.0,10.0,3.0,1.0,8.0,19,3.0,15.0,31,166,1.0,4.0,1.0,9.0,11.0,4.0,12.0,3.0,1.0,15.0,5.0,20.0,5.0,9.0,1.0,5.0,45.0,1.0,1.0,4,5,1.0,6,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,16.0,6.0,2.0,11.0,47.0,0.25,0.25,0.42105263157894735,0.25,0.36363636363636365,0.2,0.5166666666666667,0.55,0.13636363636363635,0.05263157894736842,0.1,20.238095238095237,0.5,0.0784313725490196,0.02564102564102564,0.037037037037037035,0.0641025641025641,0.016129032258064516,0.1,0.15384615384615385,0.07692307692307693,0.25,0.13636363636363635,1.0,1.0,0.3333333333333333,0.2727272727272727,0.16666666666666666,0.16666666666666666,0.45454545454545453,0.4,0.4444444444444444,0.25,0.13636363636363635,0.2,1.0,0.2,0.2727272727272727,0.42571818181818183,0.43254000000000004,0.21428571428571427,0.24,0.3548387096774194,12.884210526315789,25.433333333333334,0.31756756756756754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,2581.0,43,-9.0,84,86,25.0,32.0,8.0,170,5.0,8,,1.0,,,,,,,5.0,8,,10.0,20,102,,1.0,,5.0,5.0,10.0,,,3.0,,,,,,,,,,3.0,4,8,1.0,9,1.0,1.0,1.0,,,4.0,1.0,5.0,1.0,19.0,3.0,13.0,6.0,1.0,5.0,25.0,1.0,1.0,0.625,,0.625,,0.7142857142857143,0.625,,0.375,,20.652173913043477,0.2,0.13333333333333333,,0.23076923076923078,0.16279069767441862,0.03333333333333333,,0.1111111111111111,0.06666666666666667,,1.0,0.625,1.0,1.0,,,,,,,,,1.0,,,1.0,0.5804125,0.4973,0.46153846153846156,0.46153846153846156,0.25,0.6375,,0.2976190476190476,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,0.375,0.3333333333333333,0.09090909090909091,0.1,0.3333333333333333,0.2727272727272727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,5136.0,86,3.0,168,166,68.0,57.0,20.0,334,4.0,5,2.0,2.0,4.0,6.0,,6.0,3.0,1.0,8.0,17,5.0,11.0,33,198,2.0,3.0,1.0,9.0,13.0,6.0,10.0,3.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,4.0,5,10,4.0,14,1.0,1.0,4.0,1.0,2.0,5.0,2.0,9.0,4.0,6.0,2.0,12.0,4.0,2.0,13.0,68.0,0.375,0.375,0.47058823529411764,0.6666666666666666,0.5,0.5,0.5892857142857143,0.7222222222222222,0.22727272727272727,,,19.473684210526315,0.4444444444444444,0.09259259259259259,0.023809523809523808,0.17391304347826086,0.11688311688311688,0.058823529411764705,,,0.08695652173913043,,0.22727272727272727,0.8,0.8,0.75,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.2727272727272727,,,,0.13636363636363635,0.5,1.0,0.25,0.45454545454545453,0.46162954545454543,0.4613375,0.15384615384615385,0.19047619047619047,0.3939393939393939,10.317647058823532,24.54,0.40476190476190477,1.0,4.0,3.0,1.0,,2.0,1.0,,1.0,,0.25,0.11538461538461539,0.14285714285714285,0.21428571428571427,0.19047619047619047,0.25,1.0,1.0,2.0,1.0,2.0,3.0,1.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.4,0.4,0.75,0.75,0.7,0.05555555555555555,1.0,0.09090909090909091,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.45589999999999997,0.21212121212121213,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,7418.0,124,-9.0,239,238,83.0,77.0,29.0,477,2.0,3,1.0,1.0,1.0,1.0,5.0,10.0,19.0,8.0,8.0,14,21.0,1.0,32,281,1.0,1.0,9.0,1.0,12.0,12.0,4.0,19.0,,3.0,,3.0,,2.0,1.0,,6.0,1.0,3.0,12,17,1.0,18,4.0,2.0,5.0,,5.0,1.0,,6.0,2.0,9.0,1.0,2.0,,1.0,12.0,83.0,0.75,0.75,0.5714285714285714,1.0,0.44285714285714284,0.55,0.4444444444444444,0.5454545454545454,0.6,,,15.384615384615385,0.8333333333333334,0.15,0.015873015873015872,0.08108108108108109,0.1282051282051282,0.009900990099009901,,0.08,0.18421052631578946,,0.08571428571428572,0.6666666666666666,0.6666666666666666,1.0,0.02857142857142857,1.0,1.0,0.2857142857142857,0.5,0.5,0.8,0.5428571428571428,0.1,1.0,0.8,0.6857142857142857,0.4907528571428571,0.5302849999999999,,,0.375,14.128571428571428,24.909523809523815,0.3472803347280335,,,,2.0,,4.0,,,2.0,,0.3333333333333333,,,0.17647058823529413,0.09375,,,,2.0,5.0,5.0,,,3.0,15.0,5.0,,,3.0,2.0,3.0,2.0,1.0,0.23809523809523808,0.23809523809523808,,0.75,0.75,,0.6666666666666666,0.05714285714285714,,,,0.2631578947368421,0.2631578947368421,1.0,,,0.2631578947368421,0.5517,0.09375,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.058823529411764705,1.0,0.5,1.0,0.1,0.375,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,3978.0,66,-14.0,127,127,56.0,50.0,17.0,254,10.0,13,4.0,6.0,2.0,2.0,,2.0,,,12.0,17,,8.0,32,148,5.0,7.0,,5.0,15.0,18.0,6.0,,1.0,3.0,,3.0,,2.0,,1.0,6.0,5.0,6.0,8,14,7.0,21,,,1.0,,,1.0,1.0,2.0,,13.0,1.0,11.0,5.0,1.0,15.0,56.0,0.75,1.0,0.7058823529411765,0.7142857142857143,0.7058823529411765,0.7142857142857143,0.7272727272727273,0.6818181818181818,,0.058823529411764705,,16.666666666666668,0.5,0.18604651162790697,0.15625,0.24,0.20588235294117646,0.13725490196078433,0.25,0.08333333333333333,0.25,0.25,0.7647058823529411,0.7692307692307693,0.8333333333333334,0.7,0.11764705882352941,1.0,1.0,0.11764705882352941,,,,,0.8571428571428571,0.6666666666666666,,0.7647058823529411,0.5375529411764707,0.5430285714285714,0.23809523809523808,0.23809523809523808,0.46875,2.4705882352941178,,0.4409448818897638,3.0,4.0,2.0,,,6.0,,1.0,1.0,0.07692307692307693,,0.10526315789473684,0.11764705882352941,0.14285714285714285,0.23809523809523808,0.75,3.0,,,,,3.0,4.0,10.0,,,,,1.0,1.0,1.0,1.0,,,,0.75,0.75,0.7142857142857143,0.16666666666666666,1.0,,,,,,,,1.0,,,0.5035333333333333,0.3125,,,,,,,,,1.0,,,,,,,,,,6.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,4080.0,68,,129,131,38.0,30.0,16.0,260,1.0,1,,,1.0,5.0,4.0,7.0,2.0,1.0,6.0,13,5.0,6.0,18,155,,3.0,1.0,6.0,6.0,6.0,6.0,2.0,,10.0,2.0,12.0,2.0,7.0,,3.0,26.0,2.0,1.0,3,4,2.0,6,3.0,2.0,3.0,,3.0,1.0,,4.0,1.0,5.0,,6.0,,3.0,6.0,38.0,0.5,0.5,0.46153846153846156,,0.3333333333333333,,0.42857142857142855,0.42857142857142855,0.2777777777777778,,,16.89189189189189,0.75,0.06818181818181818,0.05128205128205128,0.058823529411764705,0.06557377049180328,0.034482758620689655,,0.05263157894736842,0.11764705882352941,,0.05555555555555555,1.0,1.0,,0.2777777777777778,0.2,0.2,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.75,0.1111111111111111,,,0.25,0.3333333333333333,0.4377027777777778,0.3756875,,,0.3333333333333333,13.26923076923077,23.8,0.29457364341085274,,1.0,,,,4.0,,,1.0,,,,,,0.0625,,,,3.0,,,,,,,,,1.0,2.0,1.0,2.0,1.0,,,,,,,,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.15384615384615385,,,,,,,,,1.0,0.08333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,5915.0,99,-11.0,191,187,69.0,66.0,23.0,378,14.0,17,7.0,7.0,2.0,4.0,6.0,14.0,17.0,3.0,22.0,35,17.0,12.0,74,229,9.0,13.0,3.0,6.0,27.0,16.0,28.0,17.0,1.0,9.0,,9.0,,7.0,1.0,1.0,18.0,1.0,4.0,3,8,2.0,10,4.0,3.0,3.0,1.0,,1.0,3.0,4.0,4.0,1.0,,13.0,6.0,1.0,27.0,69.0,0.36363636363636365,0.36363636363636365,0.6285714285714286,0.6923076923076923,0.5961538461538461,0.65625,0.6517857142857143,0.7222222222222222,0.3269230769230769,0.02857142857142857,0.07142857142857142,27.397260273972602,0.75,0.04918032786885246,0.021739130434782608,0.13793103448275862,0.07777777777777778,0.025,,,0.06666666666666667,,0.3269230769230769,0.8235294117647058,0.8235294117647058,0.35714285714285715,0.07692307692307693,0.5,0.5,0.2692307692307692,0.42857142857142855,0.46153846153846156,0.5,0.3269230769230769,0.4375,1.0,0.1875,0.6538461538461539,0.49522596153846155,0.49043125,0.10909090909090909,0.15789473684210525,0.36486486486486486,8.48857142857143,24.923529411764704,0.3612565445026178,1.0,4.0,1.0,1.0,,,,3.0,,,0.16666666666666666,0.029411764705882353,0.034482758620689655,0.07692307692307693,0.16666666666666666,0.14285714285714285,1.0,,,6.0,6.0,3.0,2.0,8.0,6.0,6.0,,,,,,,0.3333333333333333,0.35294117647058826,0.35294117647058826,0.75,0.42857142857142855,0.5,0.047619047619047616,,,,,,0.35294117647058826,0.35294117647058826,0.3333333333333333,1.0,1.0,0.35294117647058826,0.4406375,0.10810810810810811,,,3.0,1.0,,3.0,1.0,1.0,,,,0.3333333333333333,,0.42857142857142855,,,,0.3333333333333333,,,,,,12.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,2792.0,47,11.0,89,90,28.0,22.0,13.0,179,7.0,11,2.0,5.0,6.0,10.0,,1.0,,,13.0,22,,3.0,29,103,3.0,9.0,,,6.0,10.0,16.0,,1.0,1.0,,1.0,,1.0,,,2.0,5.0,1.0,3,4,9.0,13,,,,,,1.0,,1.0,,12.0,,3.0,2.0,,6.0,28.0,0.38461538461538464,0.5,0.5909090909090909,0.3333333333333333,0.5909090909090909,0.3333333333333333,0.6304347826086957,0.3333333333333333,,0.045454545454545456,,22.22222222222222,,0.09375,0.17857142857142858,0.1111111111111111,0.0975609756097561,0.1956521739130435,0.25,,0.125,,0.5,0.6363636363636364,0.7,0.5714285714285714,0.45454545454545453,0.6,0.6,0.045454545454545456,,,,,0.5555555555555556,0.4,,0.5,0.4753363636363636,0.4508222222222222,0.08695652173913043,0.08695652173913043,0.20689655172413793,4.081818181818182,,0.3146067415730337,4.0,6.0,4.0,,,5.0,2.0,1.0,3.0,0.09090909090909091,,0.2222222222222222,0.26666666666666666,0.14285714285714285,0.125,0.6666666666666666,2.0,,,,,3.0,,6.0,,,,,1.0,,1.0,,,,,0.5,0.5,0.5,0.09090909090909091,,,,,,,,,0.5,,,0.56948,0.20689655172413793,,,,,,,,,,1.0,,,0.2222222222222222,,,,,,6.0,1.0,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,
958,1610612760,Vitaly Potapenko,Vitaly Potapenko,958,SEA,214.0,4,,6,6,,,,12,1.0,1,,,,,,,,,1.0,1,,,2,4,,,,,,2.0,,,,,,,,,,,,,1.0,1,2,,2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,16.666666666666668,,1.0,,0.5,0.6666666666666666,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.3984,,,,,3.2,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,435.0,7,-5.0,14,13,1.0,,2.0,27,,2,,,,,,,,,,2,,1.0,1,19,,,,,,,,,2.0,,1.0,1.0,,,,,3.0,2.0,,1,1,2.0,3,,,,,,2.0,,2.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,0.16666666666666666,,,1.0,,29.41176470588235,,0.25,0.3333333333333333,,0.14285714285714285,0.25,0.5,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,1.0,0.51495,,0.3333333333333333,0.3333333333333333,,1.45,,0.07142857142857142,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,
