EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BadPassTurnovers,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,SelfOReb,LostBallSteals,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,HeaveAttempts,StepOutOfBoundsTurnovers,ShortMidRangePctAssisted,PtsPutbacks,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,3SecondViolations,OffFTReboundPct,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,2544.0,42,-22,74,76,38.0,36,8,150,4.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,81,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,9.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,0.2,0.5,0.2,0.5,0.2,0.5,0.4,0.5,10.344827586206897,0.25,0.3333333333333333,0.09090909090909091,0.06060606060606061,0.21428571428571427,0.07317073170731707,0.10638297872340426,0.1111111111111111,0.2,0.25,0.14285714285714285,0.14285714285714285,1.0,0.8,0.2,1.0,1.0,0.5,1.0,0.8,0.4377,0.4235,0.4736,1.0,3.2,0.5135135135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,1946.0,32,-14,53,55,14.0,12,6,108,2.0,1.0,,,3.0,4.0,10.0,8.0,49,,1.0,,1.0,,1.0,,1.0,4.0,,4.0,1.0,5.0,1.0,1.0,2.0,,,,,2.0,,,4.0,5.0,,,,,,,14.0,,0.4,,0.4,,0.4,,0.1,,19.672131147540984,1.0,,0.13333333333333333,0.038461538461538464,,0.12121212121212122,0.029411764705882353,0.1111111111111111,,,0.2222222222222222,0.07692307692307693,,0.2,0.3,,,1.0,,0.2,0.40634000000000003,0.5589,0.3983,,11.41,0.2641509433962264,1.0,3.0,5.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.125,0.5,0.5,1.0,0.5,0.6,0.6,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,18898.0,315,-40,548,559,165.0,189,68,1107,17.0,1.0,2.0,4.0,12.0,19.0,54.0,91.0,561,1.0,3.0,7.0,13.0,26.0,4.0,2.0,2.0,23.0,,34.0,4.0,38.0,13.0,7.0,13.0,4.0,12.0,6.0,2.0,25.0,1.0,10.0,12.0,28.0,1.0,6.0,5.0,4.0,5.0,2.0,165.0,3.0,0.35185185185185186,0.3333333333333333,0.4025974025974026,0.2,0.4787234042553192,0.4375,0.07407407407407407,0.23529411764705882,18.4375,0.52,,0.10849056603773585,0.009523809523809525,0.02631578947368421,0.1259259259259259,0.013986013986013986,,,0.1111111111111111,0.09090909090909091,0.13924050632911392,0.4,0.22077922077922077,0.15584415584415584,0.3333333333333333,0.3333333333333333,0.2,0.09523809523809523,0.5194805194805194,0.4744824675324675,0.5732666666666667,0.4212238095238095,0.07692307692307693,10.653703703703707,0.3010948905109489,8.0,7.0,25.0,4.0,31.0,12.0,49.0,66.0,20.0,149.0,7.0,31.0,0.3157894736842105,0.3157894736842105,0.3076923076923077,0.3333333333333333,0.484375,,0.08974358974358974,0.47058823529411764,0.6153846153846154,0.375,0.3246753246753247,0.28,0.28,0.42857142857142855,0.34065934065934067,1.0,3.0,5.0,1.0,5.0,18.0,1.0,2.0,8.0,8.0,23.0,29.0,2.0,5.0,2.0,8.0,17.0,15.0,9.0,18.0,5.0,17.0,13.0,4.0,23.0,6.0,11.0,1.0,6.0,36.0,1.0,5.0,1.0,11.0,1.0,1.0,0.625,0.34782608695652173,0.25,0.34782608695652173,0.2987012987012987,0.1896551724137931,0.017857142857142856,0.012987012987012988,0.1891891891891892,0.19047619047619047,0.022727272727272728,0.06493506493506493,0.6,0.6,1.0,0.23376623376623376,0.2777777777777778,0.2777777777777778,0.4,0.2,0.2,0.5,0.38095238095238093,0.25,0.2777777777777778,0.07228915662650602,0.0847457627118644,0.041666666666666664,24.97391304347826,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,13375.0,223,-47,396,402,111.0,135,44,798,38.0,2.0,6.0,2.0,8.0,27.0,62.0,99.0,425,1.0,4.0,8.0,14.0,18.0,11.0,,3.0,14.0,3.0,20.0,3.0,23.0,10.0,7.0,9.0,1.0,7.0,3.0,2.0,16.0,,5.0,8.0,18.0,,1.0,3.0,2.0,3.0,1.0,111.0,4.0,0.43548387096774194,0.25,0.4263157894736842,0.4166666666666667,0.47115384615384615,0.5,0.1774193548387097,0.18421052631578946,26.200873362445414,0.5625,0.3333333333333333,0.09210526315789473,0.019867549668874173,,0.08717948717948718,0.015151515151515152,0.03571428571428571,,,0.08333333333333333,0.09433962264150944,0.3333333333333333,0.4,0.08421052631578947,0.25,0.3333333333333333,0.3333333333333333,0.24,0.7473684210526316,0.4952194736842105,0.4817,0.466894,0.08080808080808081,6.951612903225806,0.2803030303030303,21.0,4.0,16.0,4.0,18.0,36.0,10.0,14.0,4.0,32.0,6.0,18.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.22,0.30357142857142855,0.25,0.09523809523809523,0.5526315789473685,0.6774193548387096,0.6666666666666666,0.16842105263157894,0.25,0.2857142857142857,1.0,0.18181818181818182,3.0,2.0,9.0,1.0,7.0,24.0,1.0,1.0,9.0,9.0,33.0,18.0,2.0,3.0,1.0,11.0,7.0,27.0,,24.0,7.0,4.0,2.0,2.0,5.0,1.0,3.0,,3.0,23.0,1.0,10.0,1.0,1.0,1.0,,1.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.3473684210526316,0.06976744186046512,,0.01818181818181818,0.034482758620689655,0.14285714285714285,,0.09473684210526316,0.2222222222222222,0.2222222222222222,1.0,0.25263157894736843,0.2916666666666667,0.2916666666666667,1.0,0.16666666666666666,0.16666666666666666,0.5,0.36,0.1111111111111111,0.2916666666666667,0.10679611650485436,0.14492753623188406,0.029411764705882353,25.02121212121212,1.0,2.0,1.0,1.0,3.0,3.0,0.5,0.125,0.5,1.0,1.0,1.0,0.08,,,,,,,,,,,,True,,,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,8589.0,143,-11,238,248,83.0,95,29,486,8.0,,,1.0,3.0,3.0,18.0,25.0,222,,3.0,2.0,6.0,4.0,3.0,,1.0,13.0,,16.0,1.0,17.0,5.0,3.0,5.0,,3.0,3.0,,8.0,,4.0,2.0,7.0,,2.0,1.0,1.0,1.0,1.0,83.0,2.0,0.16666666666666666,,0.2727272727272727,,0.33783783783783783,0.25,0.16666666666666666,0.375,16.423357664233574,0.625,,0.125,0.011235955056179775,,0.12213740458015267,0.008064516129032258,0.02631578947368421,,,0.07142857142857142,0.17777777777777778,1.0,0.24242424242424243,0.09090909090909091,0.3333333333333333,0.3333333333333333,,,0.696969696969697,0.48300000000000004,0.36566666666666664,0.4299222222222222,0.08,8.81111111111111,0.3487394957983193,1.0,1.0,7.0,2.0,9.0,2.0,4.0,6.0,3.0,14.0,2.0,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.32142857142857145,,0.0967741935483871,0.125,0.2,,0.21212121212121213,0.14285714285714285,0.14285714285714285,,0.36,,1.0,3.0,,3.0,12.0,,,4.0,4.0,15.0,7.0,,2.0,,5.0,5.0,12.0,,10.0,3.0,2.0,1.0,1.0,,1.0,3.0,,2.0,8.0,,2.0,,2.0,,,1.0,0.26666666666666666,,0.3076923076923077,0.45454545454545453,0.1111111111111111,,,,0.23076923076923078,,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.25,0.25,1.0,,,,0.36363636363636365,,0.3,0.05714285714285714,0.1,,27.846666666666668,,1.0,,,,,,,,,,,0.09090909090909091,2.0,1.0,1.0,,,,,,,,,True,,,,,,,
2592,1610612754,James Jones,James Jones,2592,IND,7320.0,122,19,209,215,78.0,88,29,424,3.0,2.0,1.0,,,7.0,13.0,37.0,185,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,6.0,2.0,11.0,4.0,15.0,5.0,5.0,1.0,1.0,3.0,,,4.0,1.0,2.0,1.0,5.0,,1.0,4.0,2.0,4.0,2.0,78.0,1.0,0.5384615384615384,0.5,0.603448275862069,0.4,0.5967741935483871,0.4,0.07692307692307693,0.3333333333333333,14.112903225806452,0.25,0.2,0.07142857142857142,0.02631578947368421,0.05405405405405406,0.08490566037735849,0.035398230088495575,,0.06896551724137931,,0.047619047619047616,0.09090909090909091,0.5,0.10344827586206896,,,,0.4,0.1,0.6551724137931034,0.4654913793103449,0.4184,0.474505,0.10810810810810811,14.246153846153847,0.37320574162679426,1.0,6.0,10.0,2.0,13.0,10.0,3.0,3.0,2.0,6.0,1.0,13.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.65,0.65,,0.06666666666666667,0.3333333333333333,0.5,1.0,0.3448275862068966,0.6,0.6,0.6666666666666666,0.35135135135135137,,1.0,5.0,,6.0,11.0,1.0,3.0,4.0,7.0,16.0,2.0,1.0,,3.0,7.0,,21.0,,11.0,6.0,,,,1.0,,3.0,,,5.0,,3.0,,,2.0,,1.0,0.4375,0.42857142857142855,0.4375,0.5517241379310345,0.13636363636363635,0.043478260869565216,0.038461538461538464,0.08333333333333333,0.2,,0.1724137931034483,0.2,0.2,1.0,0.3793103448275862,0.5454545454545454,0.5454545454545454,1.0,,0.2,,0.4,0.75,0.5454545454545454,0.0967741935483871,0.2,,24.71875,1.0,3.0,,,1.0,1.0,,,0.5,1.0,,,0.3,,,,,,,,,,,,True,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,8706.0,145,-17,246,256,90.0,108,32,502,24.0,12.0,10.0,,2.0,16.0,30.0,36.0,251,6.0,12.0,14.0,13.0,8.0,1.0,4.0,21.0,21.0,5.0,32.0,25.0,57.0,3.0,1.0,3.0,,,2.0,,3.0,1.0,1.0,10.0,18.0,2.0,,7.0,5.0,7.0,4.0,90.0,3.0,0.5333333333333333,0.5,0.5333333333333333,0.5,0.5625,0.5384615384615384,0.03333333333333333,0.041666666666666664,12.152777777777779,1.0,0.5555555555555556,0.22105263157894736,0.2079207920792079,0.13793103448275862,0.226890756302521,0.19230769230769232,0.2631578947368421,0.1,0.2222222222222222,0.18518518518518517,0.21621621621621623,0.5714285714285714,0.8,0.06666666666666667,,,1.0,0.7692307692307693,0.8,0.5221733333333334,0.5783818181818181,0.49481538461538466,0.3888888888888889,3.663333333333334,0.36585365853658536,15.0,1.0,4.0,6.0,13.0,24.0,1.0,1.0,1.0,2.0,1.0,13.0,0.75,1.0,0.46153846153846156,0.46153846153846156,0.4642857142857143,,0.25806451612903225,0.625,0.6521739130434783,0.7333333333333333,0.13333333333333333,0.25,0.25,1.0,0.3611111111111111,6.0,,,,,,,,,,,4.0,,2.0,,,1.0,,,,,,,,,,6.0,3.0,2.0,5.0,,3.0,,,,1.0,,,,,,0.25,0.125,0.20512820512820512,0.26666666666666666,0.2222222222222222,0.23076923076923078,,,,,,,,,,,0.6,,,,0.09375,0.09375,,,6.0,,,,,1.0,,,0.5,0.3333333333333333,,,,,,,8.0,2.0,,,,,,,True,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,11267.0,188,-32,339,336,94.0,101,42,675,4.0,1.0,1.0,1.0,4.0,20.0,38.0,94.0,367,4.0,6.0,13.0,7.0,12.0,2.0,1.0,2.0,16.0,2.0,23.0,3.0,26.0,5.0,5.0,7.0,1.0,3.0,4.0,1.0,10.0,,2.0,4.0,13.0,1.0,,1.0,1.0,1.0,1.0,94.0,1.0,0.5263157894736842,0.6666666666666666,0.5,0.4444444444444444,0.5769230769230769,0.5909090909090909,0.05263157894736842,,22.110552763819097,0.7,0.18181818181818182,0.13793103448275862,0.016,0.02040816326530612,0.14,0.017241379310344827,0.024390243902439025,0.02631578947368421,,0.06451612903225806,0.10526315789473684,1.0,0.05970149253731343,0.05970149253731343,0.25,0.25,0.1111111111111111,0.07142857142857142,0.4925373134328358,0.45027089552238797,0.42707142857142866,0.42499642857142855,0.13829787234042554,15.689473684210524,0.27728613569321536,2.0,17.0,30.0,6.0,36.0,28.0,7.0,11.0,,26.0,3.0,36.0,0.7,0.7,0.8571428571428571,0.6428571428571429,0.7954545454545454,,0.2127659574468085,0.5,0.5,1.0,0.44776119402985076,0.5666666666666667,0.6071428571428571,0.7058823529411765,0.3829787234042553,1.0,2.0,5.0,,7.0,24.0,3.0,2.0,6.0,9.0,29.0,27.0,3.0,5.0,2.0,7.0,18.0,27.0,,24.0,7.0,4.0,3.0,1.0,5.0,2.0,5.0,,,28.0,4.0,7.0,,6.0,,1.0,1.0,0.3103448275862069,0.2857142857142857,0.3103448275862069,0.43283582089552236,0.14705882352941177,,0.022222222222222223,0.15384615384615385,0.125,,0.07462686567164178,0.4,0.4,1.0,0.3582089552238806,0.2916666666666667,0.30434782608695654,1.0,,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,0.2916666666666667,0.09722222222222222,0.16279069767441862,,25.23793103448276,,1.0,,,1.0,2.0,,0.06666666666666667,,,,,0.07142857142857142,,,,,,1.0,0.034482758620689655,0.041666666666666664,,,,True,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,13344.0,222,-24,388,391,90.0,111,44,779,30.0,4.0,9.0,15.0,43.0,37.0,100.0,99.0,404,2.0,12.0,7.0,18.0,28.0,11.0,5.0,7.0,19.0,2.0,27.0,13.0,40.0,5.0,4.0,9.0,,14.0,2.0,1.0,23.0,1.0,6.0,11.0,28.0,1.0,11.0,14.0,11.0,14.0,12.0,90.0,2.0,0.37,0.16666666666666666,0.3592233009708738,0.16666666666666666,0.41596638655462187,0.25,0.11,0.16666666666666666,31.69642857142857,0.391304347826087,0.14285714285714285,0.1292517006802721,0.047619047619047616,0.10204081632653061,0.13157894736842105,0.061224489795918366,0.041666666666666664,0.10810810810810811,0.08333333333333333,0.1794871794871795,0.17307692307692307,0.8571428571428571,0.2912621359223301,0.4174757281553398,0.3488372093023256,0.39473684210526316,0.3333333333333333,0.47368421052631576,0.32038834951456313,0.4176813725490196,0.4189090909090909,0.42769444444444443,0.0707070707070707,9.124999999999998,0.23195876288659795,13.0,9.0,27.0,5.0,22.0,46.0,13.0,19.0,4.0,44.0,7.0,22.0,0.6216216216216216,0.6216216216216216,0.2777777777777778,0.2631578947368421,0.4230769230769231,0.11627906976744186,0.05357142857142857,0.43333333333333335,0.52,0.6153846153846154,0.2621359223300971,0.3333333333333333,0.34615384615384615,0.7777777777777778,0.2222222222222222,4.0,,,,,3.0,,,1.0,,3.0,25.0,,3.0,,1.0,12.0,,,3.0,,6.0,5.0,1.0,9.0,,6.0,2.0,1.0,34.0,,14.0,,4.0,1.0,1.0,,,,,0.02912621359223301,0.13953488372093023,0.06521739130434782,0.03773584905660377,0.1724137931034483,0.07142857142857142,0.037037037037037035,,,,,0.02912621359223301,,,,,,0.4444444444444444,0.05263157894736842,,,0.12173913043478261,0.125,,30.233333333333334,,,,,1.0,2.0,,0.037037037037037035,,,,,,,,0.5333333333333333,,2.0,,,,1.0,1.0,0.09090909090909091,True,,,,,,,
905,1610612754,Dale Davis,Dale Davis,905,IND,8050.0,134,-8,235,239,53.0,59,36,474,18.0,8.0,7.0,1.0,4.0,11.0,26.0,30.0,244,4.0,10.0,12.0,9.0,10.0,1.0,4.0,11.0,12.0,1.0,19.0,16.0,35.0,1.0,1.0,2.0,,2.0,2.0,1.0,4.0,1.0,1.0,5.0,16.0,3.0,,3.0,3.0,3.0,2.0,53.0,3.0,0.4230769230769231,0.4,0.4230769230769231,0.4,0.46875,0.46153846153846156,0.038461538461538464,0.05555555555555555,12.765957446808512,0.5,0.2,0.14634146341463414,0.125,0.12121212121212122,0.1651376146788991,0.12396694214876033,0.25806451612903225,0.07692307692307693,0.2857142857142857,0.14285714285714285,0.10344827586206896,0.6666666666666666,0.6923076923076923,0.15384615384615385,0.25,0.25,0.8,0.7777777777777778,0.6923076923076923,0.54985,0.5362142857142856,0.5848555555555556,0.4,5.053846153846154,0.225531914893617,9.0,1.0,4.0,5.0,12.0,12.0,1.0,2.0,,5.0,,12.0,0.5454545454545454,0.75,0.5555555555555556,0.5555555555555556,0.5,,0.1875,0.5,0.5294117647058824,0.4444444444444444,0.15384615384615385,0.25,0.25,1.0,0.4,4.0,,,,,,,,,,,8.0,,4.0,,,2.0,,,,,1.0,1.0,,1.0,,6.0,4.0,,12.0,,4.0,,2.0,,1.0,,,,,,0.2222222222222222,0.08333333333333333,0.030303030303030304,0.2222222222222222,0.2222222222222222,0.3076923076923077,,,,,,,,,,,0.5714285714285714,,,,0.13333333333333333,0.13333333333333333,,,4.0,,,,,,,,0.5,,,,,,,1.0,6.0,,,,,1.0,,0.1,True,,,,,,,
