EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockedAtRim,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BadPassSteals,LongMidRangePctAssisted,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShootingFouls,Loose Ball Fouls,ShortMidRangeFGM,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyFG2A,Technical Free Throw Trips,DefShortMidRangeReboundPct,on,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,SelfOReb,LostBallTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGA,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,FTOffRebounds,Offensive Fouls,NonShootingFoulsDrawn,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Travels,3SecondViolations,SecondChanceAtRimAccuracy,BlockedShortMidRange,Corner3FGM,FTDefRebounds,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceTurnovers,Clear Path Fouls,Defensive 3 Seconds Violations
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1323.0,22,3,40,41,4.0,12.0,3.0,81,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,7.0,2.0,8.0,10.0,39.0,1.0,2.0,2.0,2.0,6.0,7.0,2.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,0.5,1.0,0.25,0.25,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.14285714285714285,1.0,35.55555555555556,1.0,0.07142857142857142,0.16666666666666666,0.1,0.14285714285714285,0.3333333333333333,1.0,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,0.3333333333333333,0.2,0.2,0.06666666666666667,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,1.0,0.5,0.5,0.6,0.2857142857142857,0.4743066666666666,0.50685,0.507075,14.799999999999999,25.150000000000002,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612758,Brian Skinner,Brian Skinner,1730,SAC,970.0,16,7,31,31,1.0,9.0,3.0,62,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,29.0,,,2.0,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,3.0,5.0,,,1.0,2.0,2.0,,2.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,5.714285714285714,,0.2,0.16666666666666666,0.1875,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.5061,,,2.9,,0.03225806451612903,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.125,0.16666666666666666,0.14285714285714285,0.2,0.2,0.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,214.0,4,-7,4,6,,,,10,,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,20.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3649,,,19.8,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612758,Eddie House,Eddie House,2067,SAC,1323.0,22,3,40,41,4.0,12.0,3.0,81,,,2.0,2.0,5.0,,,1.0,1.0,,,2.0,7.0,1.0,1.0,9.0,39.0,,,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,4.0,,0.5,0.5,1.0,1.0,1.0,0.2857142857142857,0.4375,0.5,0.125,0.14285714285714285,0.5,22.22222222222222,1.0,0.07142857142857142,,0.05,,,,,,,,0.25,0.625,0.4,0.4,,0.125,1.0,1.0,1.0,,,,0.125,1.0,0.39442499999999997,0.4,,16.271428571428572,26.4,0.1,,1.0,1.0,,,,,,0.07692307692307693,,0.05,0.14285714285714285,,0.2,,,0.5,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.5,0.5,0.6666666666666666,0.1111111111111111,0.125,0.4444444444444444,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612758,Maurice Evans,Maurice Evans,2230,SAC,901.0,15,7,29,29,4.0,7.0,2.0,58,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,5.0,26.0,,,2.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,,1.0,1.0,,,,2.0,,,,,4.0,,1.0,1.0,,,,1.0,0.5,0.625,0.5,,,12.5,,,0.16666666666666666,0.07142857142857142,,0.3333333333333333,,0.5,1.0,1.0,1.0,,,,,,0.5,,,,,,,1.0,,0.636225,,,,25.0,0.13793103448275862,,,,1.0,,,,,,,,,,,,1.0,,3.0,,,,,4.0,2.0,,,,0.5,0.6666666666666666,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,1008.0,17,6,33,32,4.0,12.0,3.0,65,,,4.0,1.0,1.0,,,,,,,4.0,5.0,,,9.0,30.0,,,8.0,,,,,1.0,,,,,,,,,1.0,2.0,3.0,3.0,,,1.0,2.0,,,,,4.0,1.0,1.0,1.0,,,,0.8,0.8,0.9,,0.2,0.25,16.216216216216218,,0.2,0.16666666666666666,0.1875,0.5,0.3333333333333333,,,,,,0.8,0.2,1.0,1.0,,,,,,,,,,,0.38634,,,9.98,,0.12121212121212122,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,0.2,0.2,,1.0,1.0,3.0,1.0,0.75,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,148.0,2,-5,5,5,3.0,3.0,,10,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,0.5,,,40.0,,,,,,,,,,,,0.5,,,,,0.5,,,,,,0.5,0.5,,0.3732,,0.3732,9.6,26.0,0.6,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,422.0,7,-4,11,12,,5.0,1.0,23,1.0,1.0,1.0,,1.0,,,,,,,1.0,3.0,,,3.0,13.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,23.076923076923077,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,0.4221,,,9.700000000000001,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,66.0,1,4,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1610612758,Greg Ostertag,Greg Ostertag,731,SAC,240.0,4,1,5,6,,,,11,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,5.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,16.666666666666668,,0.5,,0.5,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
