EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,FTDefRebounds,Travels,PenaltyTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,NonShootingFoulsDrawn,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,LongMidRangeFGM,HeaveAttempts,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsPutbacks,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,RecoveredBlocks,LiveBallTurnoverPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SelfOReb,OffensiveGoaltends,SelfORebPct,Corner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,DefensiveGoaltends,SecondChanceArc3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceTurnovers,Defensive 3 Seconds Violations,LostBallTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,1208.0,20,6.0,33,32,1,4,3,65,3.0,3.0,1.0,2.0,1.0,4.0,6.0,4.0,12.0,30,1.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,24.324324324324326,0.07142857142857142,0.3333333333333333,0.15,0.16666666666666666,0.4,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,0.5107666666666667,0.3978,0.25,0.25,0.16666666666666666,5.733333333333333,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,3868.0,64,2.0,109,112,22,26,13,221,4.0,5.0,,1.0,3.0,4.0,9.0,5.0,28.0,129,1.0,1.0,4.0,4.0,4.0,3.0,,3.0,,1.0,1.0,6.0,4.0,,5.0,5.0,1.0,1.0,1.0,1.0,6.0,,7.0,4.0,1.0,,1.0,22,0.5,0.5,0.4444444444444444,1.0,0.575,1.0,0.6086956521739131,1.0,19.35483870967742,,0.26666666666666666,0.08163265306122448,,0.4,0.25,0.8,0.8,0.5,0.05,,,,0.15,0.8,0.48431250000000003,0.4454,0.17391304347826086,0.3333333333333333,0.14285714285714285,7.1000000000000005,0.2018348623853211,1.0,1.0,1.0,1.0,2.0,1.0,5.0,9.0,2.0,4.0,5.0,11.0,2.0,1.0,1.0,2.0,5.0,3.0,11.0,15.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,0.45454545454545453,0.4,0.45454545454545453,1.0,0.6666666666666666,0.6875,0.55,0.1111111111111111,1.0,0.5,0.1,0.45,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.5,0.5555555555555556,0.541875,0.39285714285714285,24.58181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,1916.0,32,10.0,56,57,20,10,7,113,4.0,8.0,2.0,2.0,1.0,6.0,11.0,2.0,14.0,60,1.0,3.0,3.0,6.0,6.0,1.0,,1.0,,,,2.0,3.0,4.0,7.0,11.0,1.0,,,,2.0,,3.0,1.0,,,,20,0.5,0.5,0.5454545454545454,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.5833333333333334,0.375,18.46153846153846,0.25,0.2727272727272727,0.25925925925925924,0.4,0.14285714285714285,0.7272727272727273,0.5,0.5714285714285714,0.5,0.18181818181818182,1.0,1.0,0.5,0.09090909090909091,0.7272727272727273,0.5467181818181818,0.71615,0.09090909090909091,0.09090909090909091,0.21428571428571427,2.2818181818181817,0.35714285714285715,1.0,3.0,2.0,4.0,,,,,,,,,1.0,4.0,6.0,,,2.0,10.0,,,,1.0,1.0,,,,1.0,1.0,,10.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.7142857142857143,,0.09090909090909091,,,,,,,,1.0,0.3333333333333333,0.6666666666666666,0.5,,,,,0.5560666666666667,0.7142857142857143,,2.0,2.0,4.0,1.0,1.0,0.125,0.11764705882352941,0.2222222222222222,0.15384615384615385,0.2857142857142857,0.2857142857142857,0.25,0.14285714285714285,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,2854.0,48,-8.0,79,80,24,22,9,159,2.0,2.0,1.0,3.0,6.0,5.0,11.0,4.0,14.0,102,,1.0,,6.0,4.0,1.0,1.0,2.0,1.0,,,5.0,,7.0,8.0,9.0,2.0,1.0,,,5.0,,6.0,2.0,,,,24,0.6,0.6,0.45454545454545453,,0.38461538461538464,,0.4666666666666667,,16.853932584269664,0.25,,0.2,0.21428571428571427,,0.15384615384615385,1.0,1.0,0.5,0.23076923076923078,0.3333333333333333,0.5,,0.46153846153846156,0.3076923076923077,0.4036208333333333,0.3404,0.14285714285714285,0.16666666666666666,,11.963636363636363,0.3037974683544304,,,,,,,,2.0,,,,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,3.0,1.0,,1.0,,,,,,,,0.25,0.15384615384615385,0.09090909090909091,0.3333333333333333,1.0,,0.15384615384615385,,,,,,,,,,,,0.3441,0.07142857142857142,46.699999999999996,,,1.0,1.0,1.0,,,,,,,,0.4444444444444444,,,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,4410.0,74,,126,126,32,33,15,252,5.0,7.0,,2.0,6.0,7.0,15.0,2.0,19.0,151,2.0,2.0,4.0,2.0,12.0,11.0,4.0,15.0,3.0,8.0,2.0,34.0,1.0,6.0,7.0,10.0,3.0,1.0,,2.0,11.0,,2.0,1.0,1.0,1.0,1.0,32,0.14285714285714285,0.16666666666666666,0.4666666666666667,1.0,0.3541666666666667,1.0,0.38,1.0,18.75,0.15384615384615385,0.05555555555555555,0.12280701754385964,0.23529411764705882,0.07692307692307693,0.2916666666666667,0.7142857142857143,0.8333333333333334,,0.08333333333333333,,,,0.25,0.6666666666666666,0.4644934782608695,0.47919999999999996,0.04,0.0625,0.21052631578947367,8.186666666666666,0.25396825396825395,2.0,2.0,2.0,2.0,,,1.0,9.0,,4.0,1.0,9.0,,2.0,2.0,,4.0,,4.0,3.0,8.0,1.0,1.0,1.0,,,1.0,,,,4.0,,1.0,0.1111111111111111,,0.125,1.0,0.3333333333333333,0.3333333333333333,0.375,0.06666666666666667,,,,0.375,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,1.0,,0.6666666666666666,,0.125,0.4868083333333333,0.21052631578947367,28.355555555555554,,3.0,3.0,2.0,,0.14285714285714285,0.06666666666666667,,0.04838709677419355,,,0.125,0.07142857142857142,,,2.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.13333333333333333,0.07142857142857142,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,2957.0,49,5.0,83,83,14,21,12,166,5.0,10.0,6.0,11.0,5.0,14.0,26.0,1.0,29.0,95,2.0,3.0,4.0,10.0,18.0,1.0,2.0,3.0,2.0,1.0,,8.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,4.0,1.0,4.0,14,0.35714285714285715,0.38461538461538464,0.5384615384615384,0.6666666666666666,0.5384615384615384,0.6666666666666666,0.5576923076923077,0.6666666666666666,27.835051546391753,0.03571428571428571,0.07692307692307693,0.04878048780487805,,,0.38461538461538464,0.5,0.7142857142857143,0.6,0.4230769230769231,0.5454545454545454,0.6,0.16666666666666666,0.19230769230769232,0.38461538461538464,0.4380153846153846,0.4975333333333333,0.038461538461538464,0.038461538461538464,0.13793103448275862,6.8769230769230765,0.1686746987951807,1.0,2.0,1.0,2.0,,,,,,,,,,1.0,4.0,,,,2.0,,,,4.0,,,,,1.0,1.0,3.0,2.0,,,,,,0.25,0.25,0.25,,0.15384615384615385,0.09090909090909091,,,,,,,0.6666666666666666,0.5,0.5,0.5,,,,,0.44735,0.06896551724137931,,,3.0,3.0,,,0.3,0.08108108108108109,,0.06382978723404255,0.07692307692307693,,,0.1111111111111111,0.25,,3.0,,,,,0.6,0.6,0.3333333333333333,2.0,,,,1.0,,,0.07142857142857142,0.1,,1.0,1.0,0.125,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,1004.0,17,,32,28,10,11,2,60,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,4.0,40,,1.0,,2.0,2.0,,1.0,1.0,1.0,,,3.0,,,,2.0,,,,1.0,1.0,,,,,,,10,0.5,0.5,0.5,,0.4,,0.4,,17.142857142857142,,,,,,0.4,0.5,1.0,,0.2,1.0,1.0,1.0,0.2,0.6,0.45621,0.5776,,,,5.5,0.3125,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,0.2,0.25,,,,0.2,,,,1.0,,1.0,,,,,,0.5776,,26.1,,1.0,2.0,,,0.5,0.1111111111111111,,0.08333333333333333,,,,,,,,,1.0,,0.3333333333333333,,,,,,1.0,1.0,,,1.0,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,865.0,14,-6.0,24,23,14,9,6,47,1.0,1.0,,,,1.0,1.0,,8.0,32,,,,,2.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,14,,,1.0,,0.8,,0.8,,16.129032258064516,,,,,,0.2,1.0,1.0,,,,,,,1.0,0.5453699999999999,,,,,,0.5833333333333334,,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,,,,2.0,3.0,,6.0,3.0,3.0,1.0,,,,,,,,,6.0,,0.5,0.5,0.6666666666666666,0.5,,1.0,1.0,0.8,,,,0.2,0.6,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.53185,0.75,24.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,631.0,11,-9.0,19,18,6,9,2,37,3.0,3.0,,1.0,1.0,3.0,5.0,1.0,7.0,27,1.0,2.0,3.0,4.0,2.0,,,,,,,,1.0,,1.0,2.0,,,,,,,2.0,1.0,,,,6,0.6666666666666666,1.0,0.6,0.5,0.6,0.5,0.5833333333333334,0.5,27.272727272727273,,0.3333333333333333,0.16666666666666666,,,0.6,1.0,1.0,0.6666666666666666,0.2,,,,0.2,0.6,0.49916,0.4655,0.16666666666666666,0.16666666666666666,0.42857142857142855,5.3,0.3157894736842105,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,0.5,1.0,,,,,,,0.3735,0.14285714285714285,,,1.0,1.0,,,,0.16666666666666666,,0.1111111111111111,,,,,1.0,,,,,,,,,,2.0,,,,,,,,0.2,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,2337.0,39,,69,71,17,20,6,140,2.0,4.0,2.0,4.0,1.0,5.0,9.0,,16.0,89,1.0,1.0,2.0,2.0,8.0,,,,,,,,,2.0,2.0,3.0,,,1.0,2.0,4.0,1.0,,,,,,17,0.2,0.2,0.5555555555555556,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,18.42105263157895,0.1111111111111111,,0.07692307692307693,0.125,,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666,,0.08333333333333333,0.5833333333333334,0.44745000000000007,0.4799,,,0.125,5.7,0.2463768115942029,1.0,1.0,,,,,2.0,3.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,5.0,6.0,3.0,2.0,1.0,,,,1.0,1.0,,,5.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.25,1.25,0.25,0.1111111111111111,0.25,,,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,0.5,1.0,0.6666666666666666,0.41264999999999996,0.3125,24.766666666666666,,1.0,1.0,,,,0.043478260869565216,,0.03333333333333333,,,,0.16666666666666666,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,0.5,0.1111111111111111,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
