EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,PenaltyOffPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,Travels,SelfORebPct,3SecondViolations,on,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1444,1610612741,Lawrence Funderburke,Lawrence Funderburke,1444,CHI,170.0,3,-6,5,5,4,2,10,8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,1580.0,26,-12,55,53,42,8,108,61,,2.0,22.0,1.0,1.0,2.0,2.0,5.0,3.0,8.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,6.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.375,0.375,0.125,1.0,14.516129032258064,1.0,0.6,0.07692307692307693,0.25,0.14285714285714285,0.2,0.16666666666666666,0.5,0.125,0.25,0.5,0.5,0.625,0.4,0.4,0.5,0.125,0.42108749999999995,0.3128,13.525,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
213,1610612741,Antonio Davis,Antonio Davis,213,CHI,10307.0,172,-11,341,336,132,55,677,365,12.0,25.0,114.0,21.0,2.0,9.0,5.0,16.0,20.0,46.0,57.0,12.0,14.0,32.0,8.0,,9.0,2.0,11.0,2.0,3.0,24.0,8.0,14.0,2.0,24.0,41.0,4.0,3.0,1.0,5.0,3.0,9.0,3.0,,114.0,1.0,0.8,0.9411764705882353,0.43478260869565216,0.43478260869565216,0.5,,,16.216216216216214,0.5555555555555556,0.18181818181818182,0.11382113821138211,0.1951219512195122,0.13414634146341464,0.06451612903225806,0.19444444444444445,0.2,0.45652173913043476,0.1956521739130435,0.2222222222222222,0.2222222222222222,0.34782608695652173,0.3125,0.3125,1.0,0.45652173913043476,0.5034000000000001,0.5308285714285714,7.7413043478260875,0.3343108504398827,13.0,5.0,8.0,5.0,6.0,17.0,6.0,1.0,13.0,7.0,11.0,25.0,6.0,3.0,3.0,8.0,9.0,17.0,4.0,2.0,1.0,1.0,4.0,23.0,1.0,7.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,25.0,0.5,0.5,0.5,0.5,0.5,0.5952380952380952,0.06976744186046512,0.16326530612244897,0.09550561797752809,0.07317073170731707,0.08333333333333333,0.057692307692307696,0.08823529411764706,0.3333333333333333,0.17857142857142858,0.109375,0.25,0.6190476190476191,0.6190476190476191,0.6923076923076923,1.0,0.6666666666666666,0.625,0.4,0.42857142857142855,0.8333333333333334,0.5520799999999999,0.1346153846153846,0.1346153846153846,0.22807017543859648,0.43859649122807015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,1406.0,23,13,48,47,26,9,95,43,1.0,4.0,33.0,,,,2.0,6.0,2.0,6.0,16.0,,5.0,4.0,,,3.0,1.0,4.0,1.0,1.0,9.0,1.0,2.0,,3.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,,33.0,2.0,1.0,1.0,0.3333333333333333,0.47058823529411764,0.47058823529411764,,,32.758620689655174,0.5,,0.09090909090909091,0.1111111111111111,0.0967741935483871,,0.125,,,,,,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.6470588235294118,0.44096874999999996,0.3953277777777778,18.666666666666668,0.6875,,,,,,,,,,1.0,,8.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,8.0,,0.2,,0.4,,0.4,,,,,,,,,,0.15384615384615385,,,,,,,,,,,0.51195,,,,0.5,2.0,4.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,3.0,4.0,11.0,2.0,2.0,5.0,9.0,3.0,1.0,6.0,2.0,0.75,0.36363636363636365,0.4,0.4,0.6470588235294118,0.23529411764705882,0.5,0.5,1.0,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,0.2,0.5,0.3,0.3333333333333333,0.3333333333333333,26.75454545454545,,,,,,,,,,,,,,,,,,,,,True,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,8673.0,145,-29,287,281,100,51,568,321,4.0,13.0,84.0,17.0,4.0,12.0,8.0,16.0,21.0,45.0,93.0,4.0,14.0,22.0,20.0,7.0,15.0,11.0,26.0,5.0,5.0,63.0,4.0,9.0,,13.0,16.0,8.0,5.0,3.0,9.0,7.0,12.0,5.0,,84.0,2.0,0.5238095238095238,0.5238095238095238,0.4666666666666667,0.5735294117647058,0.5974025974025974,0.15555555555555556,0.23529411764705882,25.501432664756447,0.75,,0.0891089108910891,0.11764705882352941,0.0962962962962963,0.038461538461538464,0.13793103448275862,,0.25,0.17647058823529413,0.3333333333333333,0.36363636363636365,0.23529411764705882,0.5,0.5714285714285714,0.75,0.5882352941176471,0.48019044117647053,0.5162630434782608,9.475555555555555,0.2926829268292683,9.0,,,5.0,8.0,15.0,3.0,1.0,13.0,8.0,5.0,39.0,,5.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,,2.0,21.0,2.0,8.0,3.0,2.0,1.0,1.0,,2.0,1.0,39.0,0.75,0.5714285714285714,0.75,0.7391304347826086,0.7222222222222222,0.7222222222222222,0.00909090909090909,0.022222222222222223,0.012903225806451613,0.02857142857142857,,,0.03225806451612903,,,0.14545454545454545,0.5,0.5294117647058824,0.6923076923076923,0.3333333333333333,0.5,,,,0.34782608695652173,0.625,0.46788124999999997,0.10810810810810811,0.1568627450980392,0.13978494623655913,0.41935483870967744,2.0,3.0,,1.0,1.0,10.0,20.0,4.0,5.0,8.0,12.0,23.0,4.0,6.0,9.0,21.0,15.0,,20.0,10.0,0.5833333333333334,0.5217391304347826,0.6666666666666666,0.5217391304347826,0.3382352941176471,0.04411764705882353,0.6666666666666666,1.0,1.0,0.29411764705882354,0.5,0.5263157894736842,0.5,,0.5,0.043478260869565216,1.0,0.34782608695652173,0.625,0.5,25.656521739130437,2.0,2.0,2.0,6.0,1.0,1.0,1.0,0.5,0.08695652173913043,0.08333333333333333,0.125,0.3333333333333333,0.05,0.07142857142857142,0.5,1.0,,,,,True,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,5259.0,88,20,175,172,84,31,347,179,3.0,9.0,69.0,7.0,4.0,9.0,4.0,13.0,10.0,29.0,41.0,1.0,14.0,16.0,4.0,1.0,9.0,4.0,13.0,2.0,2.0,30.0,,5.0,,5.0,9.0,4.0,2.0,2.0,4.0,3.0,7.0,4.0,,69.0,1.0,0.8,0.8,0.3448275862068966,0.38095238095238093,0.425531914893617,0.034482758620689655,0.14285714285714285,25.71428571428571,0.5714285714285714,,0.08333333333333333,,0.06172839506172839,,,,0.16666666666666666,0.21428571428571427,0.4444444444444444,0.4444444444444444,0.30952380952380953,0.3076923076923077,0.3076923076923077,1.0,0.47619047619047616,0.46788333333333343,0.46752647058823527,11.168965517241379,0.3942857142857143,2.0,,,2.0,6.0,9.0,,4.0,4.0,4.0,8.0,19.0,,6.0,1.0,,3.0,4.0,3.0,1.0,,,,13.0,1.0,3.0,3.0,,,,,,,19.0,,0.2857142857142857,,0.3235294117647059,0.4,0.4318181818181818,0.04225352112676056,,0.03125,0.1,,0.037037037037037035,,,0.125,0.10344827586206896,,0.2857142857142857,0.3333333333333333,1.0,0.5,,,,0.35294117647058826,0.3333333333333333,0.5302,0.06818181818181818,0.0967741935483871,0.0975609756097561,0.4634146341463415,,4.0,1.0,,2.0,4.0,9.0,1.0,1.0,1.0,4.0,13.0,2.0,1.0,3.0,9.0,3.0,,9.0,4.0,0.75,0.3076923076923077,0.3333333333333333,0.3076923076923077,0.30952380952380953,0.09523809523809523,,,,0.21428571428571427,0.4444444444444444,0.4444444444444444,0.75,0.3333333333333333,0.3333333333333333,0.11764705882352941,,0.058823529411764705,1.0,0.4444444444444444,25.00769230769231,,,,2.0,1.0,1.0,2.0,,,,,,,0.1,,,1.0,1.0,0.037037037037037035,,True,,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,7200.0,120,-8,234,231,71,35,465,249,6.0,11.0,72.0,8.0,4.0,8.0,5.0,15.0,14.0,31.0,55.0,6.0,4.0,16.0,12.0,6.0,5.0,,5.0,,2.0,10.0,5.0,15.0,2.0,22.0,26.0,1.0,1.0,,5.0,5.0,7.0,1.0,,72.0,4.0,0.5714285714285714,0.5714285714285714,0.45161290322580644,0.5,0.5288461538461539,0.1935483870967742,0.375,21.299638989169676,0.7142857142857143,0.4,0.16304347826086957,0.20833333333333334,0.1724137931034483,0.17391304347826086,0.14285714285714285,0.6666666666666666,0.17391304347826086,0.17391304347826086,0.5,0.8,0.32608695652173914,0.3333333333333333,0.3333333333333333,0.6,0.5,0.4805554347826087,0.446875,11.574193548387097,0.3076923076923077,5.0,,1.0,,,9.0,2.0,2.0,9.0,2.0,3.0,10.0,,1.0,2.0,2.0,2.0,4.0,2.0,,3.0,1.0,,13.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,10.0,0.3333333333333333,0.5,0.3888888888888889,0.4375,0.45,0.45454545454545453,0.022988505747126436,0.0625,0.03361344537815126,0.03571428571428571,,0.02702702702702703,0.08333333333333333,,0.13636363636363635,0.1702127659574468,0.6666666666666666,0.625,1.0,0.6,0.5,0.1111111111111111,,,,,0.44979285714285716,0.1,0.14285714285714285,0.16363636363636364,0.18181818181818182,5.0,9.0,,1.0,2.0,1.0,6.0,3.0,,2.0,6.0,15.0,3.0,1.0,4.0,18.0,,,6.0,1.0,1.0,0.4,0.25,0.4,0.32608695652173914,0.1956521739130435,0.5555555555555556,0.5555555555555556,1.0,0.13043478260869565,0.16666666666666666,0.16666666666666666,1.0,,0.3333333333333333,0.25,0.5,0.25,,0.16666666666666666,24.746666666666666,1.0,1.0,,,,,,0.3333333333333333,,0.375,,,,,0.3333333333333333,1.0,,,,,True,,,,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,1354.0,23,12,48,45,25,4,93,48,,,20.0,3.0,,,,,,3.0,3.0,,2.0,,,1.0,1.0,,1.0,,,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,20.0,,,,,0.15,0.15,0.3333333333333333,0.3333333333333333,20.37037037037037,1.0,,,0.5,0.047619047619047616,,0.5,,0.3,,,,,,,,1.0,0.583265,0.6198333333333333,,0.4166666666666667,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.0625,,0.041666666666666664,0.14285714285714285,,,,,,,,,,,,,,,0.6666666666666666,,0.6294,,,,,,3.0,1.0,,1.0,1.0,4.0,1.0,,,1.0,7.0,2.0,,1.0,3.0,,,4.0,1.0,1.0,0.14285714285714285,,0.14285714285714285,0.7,0.3,,,,0.4,0.25,0.25,1.0,0.5,0.5,0.3333333333333333,,,,0.25,25.385714285714283,,,,,,,,,,,,,,,,,,,,,True,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,4522.0,75,5,154,151,88,29,305,159,5.0,11.0,74.0,11.0,2.0,6.0,,2.0,8.0,19.0,28.0,7.0,8.0,8.0,8.0,2.0,3.0,1.0,4.0,1.0,1.0,9.0,4.0,8.0,2.0,14.0,27.0,,,,1.0,,3.0,1.0,,74.0,1.0,0.5,0.8,0.42105263157894735,0.42105263157894735,0.5,0.10526315789473684,0.09090909090909091,16.402116402116402,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.18181818181818182,0.15384615384615385,0.18181818181818182,0.2,,0.5789473684210527,0.3157894736842105,0.3333333333333333,0.4,0.10526315789473684,,,,0.5789473684210527,0.46531052631578945,0.43966250000000007,4.4,0.4805194805194805,6.0,4.0,6.0,2.0,5.0,12.0,4.0,4.0,12.0,3.0,6.0,12.0,6.0,2.0,,3.0,9.0,13.0,2.0,1.0,,2.0,2.0,20.0,2.0,9.0,2.0,4.0,3.0,,1.0,4.0,1.0,12.0,0.5714285714285714,0.375,0.5714285714285714,0.375,0.6,0.46153846153846156,0.16071428571428573,0.12,0.14814814814814814,0.15,0.2857142857142857,0.09090909090909091,0.1111111111111111,0.14285714285714285,,0.18181818181818182,0.25,0.5454545454545454,0.6,0.3333333333333333,1.0,0.8571428571428571,0.6666666666666666,,0.625,0.4,0.5400666666666667,0.34615384615384615,0.34615384615384615,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.16666666666666666,,,,0.09090909090909091,,,2.0,,0.2222222222222222,,True,,,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,6927.0,115,-20,230,229,77,32,459,248,3.0,4.0,72.0,6.0,,1.0,,,2.0,7.0,26.0,,3.0,2.0,2.0,2.0,12.0,3.0,15.0,2.0,3.0,33.0,2.0,13.0,,15.0,19.0,1.0,1.0,,7.0,5.0,10.0,2.0,,72.0,,0.5,0.5,0.2857142857142857,0.475,0.5416666666666666,0.2857142857142857,0.3333333333333333,12.592592592592592,0.7,,0.1566265060240964,0.07692307692307693,0.13761467889908258,0.17391304347826086,0.08333333333333333,,0.3,0.05,,,,,,,0.95,0.5203025,0.50755,2.3714285714285714,0.3130434782608696,2.0,,,1.0,3.0,7.0,,,3.0,1.0,5.0,7.0,,3.0,6.0,,4.0,4.0,3.0,2.0,1.0,,,9.0,1.0,3.0,2.0,,,,,,,7.0,,0.3333333333333333,0.5,0.2,0.5,0.4375,0.047619047619047616,,0.03508771929824561,0.1,0.045454545454545456,,,,0.1111111111111111,0.16666666666666666,,0.3333333333333333,0.5,0.5,,,,,0.6,0.3333333333333333,0.63855,0.13636363636363635,0.3333333333333333,0.11538461538461539,0.2692307692307692,,1.0,1.0,,,5.0,12.0,2.0,,2.0,5.0,13.0,3.0,,2.0,9.0,6.0,,12.0,5.0,0.6,0.38461538461538464,,0.38461538461538464,0.65,0.05,,,,0.6,0.4166666666666667,0.4166666666666667,0.6,0.3333333333333333,0.6666666666666666,,,0.4,,0.4166666666666667,25.93846153846154,1.0,1.0,,1.0,,2.0,,0.3333333333333333,,,,,,,0.5,1.0,1.0,,0.09090909090909091,,True,,,,,
