EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,Arc3Assists,OffThreePtRebounds,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,FTOffRebounds,LostBallTurnovers,BlockedAtRim,DefensiveGoaltends,OffFTReboundPct,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceTurnovers,Travels,BlockedShortMidRange,OffArc3ReboundPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,LongMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,HeaveMakes,HeaveAttempts,Defensive 3 Seconds Violations,PenaltyFg3Pct,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,6036.0,101,-33.0,193,199,66.0,85,19.0,392,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,2.0,9.0,2.0,9.0,10.0,202.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,1.0,4.0,11.0,15.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,66.0,4.0,0.5,0.5,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.25,0.2777777777777778,0.375,0.16666666666666666,0.2777777777777778,0.375,0.16666666666666666,0.5,0.1111111111111111,0.25,9.633027522935778,0.3333333333333333,0.1774193548387097,0.011904761904761904,0.16666666666666666,0.1744186046511628,0.009708737864077669,0.037037037037037035,0.07692307692307693,0.10344827586206896,0.35,0.16666666666666666,0.16666666666666666,0.07692307692307693,1.0,0.2222222222222222,0.25,0.3333333333333333,1.0,0.2222222222222222,0.25,0.25,0.05555555555555555,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.25,0.75,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.7222222222222222,0.3333333333333333,0.5213555555555556,0.5915250000000001,0.5024916666666667,0.3,0.2,6.277777777777778,24.01111111111111,0.34196891191709844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,2937.0,49,-30.0,95,94,33.0,45,13.0,189,1.0,5.0,,1.0,3.0,2.0,6.0,7.0,,,,,,,4.0,6.0,18.0,,4.0,15.0,105.0,,,,2.0,1.0,8.0,2.0,3.0,,12.0,,4.0,,,4.0,2.0,6.0,,1.0,,3.0,14.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,,3.0,1.0,,,,,,3.0,33.0,,,,,,,,0.3333333333333333,0.125,0.2727272727272727,,0.1,0.3125,1.0,0.13636363636363635,0.18181818181818182,,,24.324324324324323,0.6666666666666666,,,0.07692307692307693,0.02564102564102564,0.01694915254237288,,,,,0.1,,,,0.22727272727272727,0.2,0.2,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3181818181818182,,,,,0.18181818181818182,,,,,,,,0.3,0.3333333333333333,,0.4090909090909091,,0.4626363636363637,,0.464135,0.13333333333333333,0.2,9.81666666666667,24.425000000000004,0.3473684210526316,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,0.07692307692307693,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2,0.08333333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,3917.0,65,-5.0,126,133,39.0,52,13.0,259,5.0,8.0,,1.0,2.0,5.0,13.0,8.0,,,,,,1.0,2.0,11.0,29.0,1.0,2.0,34.0,131.0,4.0,1.0,1.0,5.0,3.0,5.0,1.0,11.0,2.0,20.0,,2.0,1.0,2.0,11.0,,11.0,,6.0,2.0,3.0,22.0,2.0,4.0,3.0,7.0,2.0,9.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,,5.0,2.0,8.0,1.0,1.0,,,,,11.0,39.0,4.0,0.09090909090909091,0.09090909090909091,,0.5,1.0,0.5,0.3793103448275862,0.6,0.4032258064516129,0.3,0.5,0.4473684210526316,0.4166666666666667,0.6111111111111112,0.06451612903225806,0.06896551724137931,,30.06993006993007,0.6,0.07692307692307693,0.038461538461538464,0.25,0.12727272727272726,0.03333333333333333,,,0.125,0.058823529411764705,0.36363636363636365,,0.058823529411764705,,0.25806451612903225,0.625,0.625,,0.41935483870967744,0.38461538461538464,0.45454545454545453,0.25806451612903225,,,,,0.06451612903225806,0.5,0.5,,,,,,0.3333333333333333,0.5,,0.3225806451612903,0.5,0.4730129032258064,0.44184999999999997,0.5307833333333333,0.14705882352941177,0.3235294117647059,8.851724137931035,24.75,0.30952380952380953,1.0,1.0,9.0,2.0,5.0,,,1.0,15.0,5.0,,,0.125,0.125,0.16666666666666666,0.14285714285714285,0.15151515151515152,1.0,1.0,3.0,1.0,1.0,3.0,0.15384615384615385,0.09523809523809523,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,3710.0,62,-32.0,119,124,32.0,36,11.0,243,4.0,6.0,,,1.0,3.0,9.0,8.0,,,,,,,,10.0,23.0,,,24.0,127.0,,,,1.0,2.0,5.0,,6.0,16.0,4.0,,,,2.0,2.0,,2.0,,,,2.0,4.0,1.0,3.0,7.0,10.0,3.0,13.0,,1.0,,1.0,1.0,,2.0,,3.0,4.0,9.0,2.0,,1.0,,1.0,,6.0,32.0,2.0,0.8,0.8,,,,,0.43478260869565216,0.4,0.43478260869565216,,0.4,0.46153846153846156,0.5,0.5,,0.08695652173913043,0.16666666666666666,21.804511278195488,0.3333333333333333,0.1590909090909091,0.019230769230769232,0.17647058823529413,0.16393442622950818,0.03225806451612903,,0.375,0.15789473684210525,0.058823529411764705,0.15384615384615385,0.25,,,0.2608695652173913,0.6666666666666666,0.8,0.75,0.391304347826087,0.3333333333333333,0.375,0.34782608695652173,,,,,,,,,,,,,0.2,,,0.2608695652173913,,0.4391130434782609,,0.43314,0.041666666666666664,0.25,9.152173913043478,,0.2689075630252101,3.0,,4.0,1.0,2.0,,1.0,1.0,7.0,3.0,0.1,0.25,0.375,0.375,,0.12,0.12,,,,2.0,1.0,1.0,0.1111111111111111,,1.0,,,1.0,1.0,1.0,1.0,0.14285714285714285,0.058823529411764705,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,346.0,6,-7.0,9,11,,2,1.0,20,,,,,,,,1.0,,,,,,,,,1.0,,,,13.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.181818181818183,1.0,,0.25,,,0.2,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3292,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,3688.0,61,-2.0,120,123,39.0,50,12.0,243,1.0,2.0,,1.0,1.0,1.0,3.0,10.0,,,,,,,,7.0,15.0,,,18.0,124.0,1.0,,,,2.0,5.0,,6.0,12.0,2.0,,,,,3.0,,3.0,,2.0,,1.0,6.0,,3.0,14.0,17.0,1.0,18.0,,3.0,,3.0,1.0,,3.0,,4.0,2.0,7.0,1.0,1.0,3.0,,3.0,2.0,6.0,39.0,1.0,0.8571428571428571,0.8571428571428571,,,,,0.4666666666666667,0.4,0.4666666666666667,,0.4,0.5,,0.5,,,,16.05839416058394,0.25,0.3333333333333333,,0.2,0.2982456140350877,0.017241379310344827,,0.2222222222222222,0.4117647058823529,0.3125,0.16666666666666666,0.3333333333333333,,0.6666666666666666,0.13333333333333333,0.5,0.5,,0.2,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,0.2,1.0,,0.13333333333333333,,0.4099333333333333,0.3756,0.47264,,0.3333333333333333,14.413333333333332,,0.325,5.0,,4.0,,2.0,,1.0,1.0,7.0,4.0,0.125,,0.5,0.5,,0.2222222222222222,0.2222222222222222,,,,,1.0,,,,1.0,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,791.0,13,-12.0,28,31,16.0,26,4.0,59,1.0,1.0,,1.0,1.0,,,,1.0,3.0,,,1.0,,,1.0,1.0,1.0,3.0,5.0,31.0,,,,,1.0,1.0,1.0,2.0,,2.0,3.0,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,2.0,,2.0,,,,,,,,,,1.0,3.0,,,,,,,2.0,16.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.625,,0.5,0.625,,0.5,0.75,,,12.5,,,,0.3333333333333333,0.09090909090909091,,,,,,,1.0,,,0.25,1.0,1.0,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.5,1.0,0.5,1.0,,0.6062625,,0.6468,,0.4,,23.400000000000002,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,3325.0,55,-11.0,101,102,38.0,49,11.0,203,6.0,11.0,3.0,3.0,6.0,1.0,4.0,1.0,,,,,,,,7.0,16.0,,,21.0,97.0,3.0,,,7.0,3.0,6.0,,11.0,8.0,6.0,,,,6.0,1.0,,1.0,,1.0,,,2.0,4.0,3.0,5.0,10.0,5.0,15.0,,2.0,1.0,1.0,3.0,1.0,1.0,,4.0,4.0,7.0,1.0,1.0,2.0,,2.0,2.0,11.0,38.0,,0.5714285714285714,0.6666666666666666,,,,,0.4375,0.5,0.4375,0.6666666666666666,0.5,0.5,0.875,0.6111111111111112,,0.375,0.36363636363636365,21.73913043478261,0.75,0.15151515151515152,0.08333333333333333,0.23076923076923078,0.17391304347826086,0.08620689655172414,,0.2222222222222222,0.16666666666666666,,0.2,0.3333333333333333,,1.0,0.6875,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.25,0.25,0.5,0.0625,,,,,,,,,1.0,,,,1.0,0.5,,0.6875,,0.5091,0.65395,0.5177166666666667,0.3333333333333333,0.5238095238095238,4.14375,,0.37623762376237624,,,7.0,3.0,5.0,,1.0,,11.0,4.0,0.1,,,,,0.21052631578947367,0.21052631578947367,,,,,1.0,2.0,0.5,0.05555555555555555,,,,,2.0,1.0,,,0.17647058823529413,,1.0,,1.0,0.2,2.0,0.5,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.5,,,,True,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,3495.0,58,-16.0,112,116,48.0,47,7.0,228,7.0,14.0,2.0,2.0,5.0,,1.0,8.0,,,,,,,1.0,10.0,23.0,,1.0,33.0,121.0,2.0,,,3.0,3.0,10.0,,17.0,18.0,2.0,,1.0,,2.0,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,3.0,,4.0,7.0,3.0,10.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,4.0,,,1.0,,1.0,,17.0,48.0,1.0,0.9,0.9,,,,,0.43478260869565216,0.3,0.4166666666666667,0.5,0.3,0.5,0.5,0.5,0.041666666666666664,0.08695652173913043,0.14285714285714285,27.419354838709676,0.5,0.10256410256410256,0.06382978723404255,,0.0851063829787234,0.05357142857142857,,,0.15384615384615385,0.1111111111111111,,,,,0.5833333333333334,0.5,0.5833333333333334,0.8571428571428571,0.041666666666666664,,,0.3333333333333333,,,,,0.041666666666666664,,,,1.0,,,,0.5,0.4,,0.625,,0.5370208333333334,0.7049,0.50522,0.09090909090909091,0.5151515151515151,7.091304347826088,24.7,0.42857142857142855,3.0,,13.0,1.0,11.0,,,,17.0,5.0,,,0.375,0.375,,0.1724137931034483,0.17857142857142858,,,,,,3.0,,0.15789473684210525,1.0,,,,1.0,1.0,,,,,,,,,3.0,0.6,1.0,1.0,,0.5,0.5,1.0,1.0,,,True,,,,,,,,,,,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,1538.0,26,-14.0,48,50,6.0,21,3.0,98,,,,,,,,2.0,1.0,2.0,,,,1.0,3.0,,2.0,2.0,5.0,6.0,44.0,,,,,,,,,,,6.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,6.0,,,,1.0,0.4,,0.4,,,0.42857142857142855,,,0.42857142857142855,,,0.7142857142857143,,,13.72549019607843,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.7142857142857143,0.3333333333333333,0.4676642857142857,,,,,19.6,24.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
