EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,LongMidRangePctBlocked,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,on,HeaveMakes
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,3541.0,59.0,-2,115,122,52,59,12.0,237,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,4.0,142,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,5.0,6.0,11.0,2.0,13.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,52,1.0,1.0,0.14285714285714285,0.25,0.125,0.2,0.2222222222222222,0.2,0.125,7.633587786259541,1.0,0.17142857142857143,0.058823529411764705,0.22727272727272727,0.19298245614035087,0.05,0.2222222222222222,0.36363636363636365,0.15384615384615385,0.2857142857142857,0.125,0.14285714285714285,0.125,1.0,1.0,1.0,0.25,0.5,0.125,0.2,1.0,0.2,0.25,0.43323124999999996,0.3605,0.46373,0.1111111111111111,0.125,0.5,12.714285714285714,23.5,0.45217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,3091.0,52.0,-12,99,102,45,63,13.0,201,1.0,3.0,1.0,1.0,2.0,8.0,,,5.0,13.0,,2.0,12.0,114,2.0,4.0,5.0,,8.0,10.0,,,,,,,,1.0,1.0,8.0,10.0,2.0,12.0,,1.0,,1.0,1.0,,3.0,10.0,12.0,2.0,1.0,8.0,45,1.0,1.0,0.38461538461538464,0.8,0.38461538461538464,0.8,0.42857142857142855,0.8,,14.912280701754387,0.3333333333333333,0.2857142857142857,0.02631578947368421,0.08333333333333333,0.225,0.044444444444444446,,0.14285714285714285,0.42857142857142855,0.1111111111111111,,,0.23076923076923078,0.3333333333333333,0.5,1.0,0.15384615384615385,0.6153846153846154,,0.2,1.0,,0.23076923076923078,0.4072000000000001,0.6001,0.42234,0.07142857142857142,0.07142857142857142,0.6666666666666666,11.946153846153846,,0.45454545454545453,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.23076923076923078,0.3333333333333333,1.0,0.25,0.14285714285714285,0.04,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,0.5,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1800,1610612748,Damon Jones,Damon Jones,1800,MIA,24332.0,406.0,88,781,775,256,243,81.0,1556,7.0,10.0,2.0,2.0,3.0,16.0,20.0,5.0,17.0,29.0,78.0,16.0,155.0,780,2.0,4.0,7.0,21.0,54.0,14.0,35.0,10.0,45.0,4.0,21.0,9.0,100.0,2.0,8.0,23.0,31.0,3.0,34.0,1.0,6.0,5.0,1.0,8.0,5.0,12.0,8.0,22.0,25.0,1.0,54.0,256,0.4117647058823529,0.4117647058823529,0.5862068965517241,0.5714285714285714,0.6495327102803738,0.7321428571428571,0.6483050847457628,0.6973684210526315,0.7289719626168224,14.959723820483315,0.6666666666666666,0.071875,0.008849557522123894,0.08080808080808081,0.07398568019093078,0.006666666666666667,,0.057692307692307696,0.1111111111111111,0.08,0.08333333333333333,0.0196078431372549,0.09345794392523364,0.7,0.7,0.5714285714285714,0.028037383177570093,0.14953271028037382,0.18691588785046728,0.07142857142857142,1.0,0.17857142857142858,0.822429906542056,0.5262878504672898,0.5145333333333334,0.5127357142857143,0.018518518518518517,0.03333333333333333,0.34838709677419355,11.320689655172412,24.734615384615385,0.32778489116517284,,,8.0,1.0,15.0,,,,1.0,4.0,3.0,3.0,,1.0,,,,2.0,0.5,1.1666666666666667,1.1666666666666667,,,,,,,,0.03333333333333333,0.5,0.5,0.375,,,,0.0967741935483871,2.0,11.0,1.0,1.0,2.0,24.0,58.0,3.0,3.0,9.0,16.0,35.0,4.0,4.0,1.0,11.0,13.0,20.0,75.0,30.0,58.0,24.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,10.0,0.7142857142857143,0.44871794871794873,1.0,0.5238095238095238,0.44871794871794873,0.02564102564102564,0.034482758620689655,0.027777777777777776,0.030303030303030304,0.6666666666666666,0.6666666666666666,0.55,0.55,0.9090909090909091,0.5420560747663551,0.41379310344827586,0.42857142857142855,0.625,0.16666666666666666,1.0,1.0,0.5,1.0,0.3333333333333333,0.4,0.5714285714285714,0.5625,0.41379310344827586,0.01282051282051282,,,,,,,,,,,,,,,,,,,,True,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,3978.0,66.0,-18,124,123,50,47,16.0,247,,,,,,12.0,6.0,1.0,3.0,12.0,13.0,,15.0,148,,1.0,5.0,1.0,2.0,4.0,2.0,,2.0,,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,6.0,,1.0,1.0,,1.0,1.0,2.0,5.0,10.0,,,2.0,50,0.6666666666666666,0.6666666666666666,0.25,0.2,0.3,0.16666666666666666,0.3,0.16666666666666666,0.52,19.28571428571429,0.5,0.05,0.02631578947368421,0.16666666666666666,0.07692307692307693,0.01818181818181818,,,0.05263157894736842,0.25,,,,,,,,0.48,0.24,,,0.16666666666666666,0.52,0.441464,0.4536,0.3775833333333334,,,0.13333333333333333,18.066666666666666,24.207692307692312,0.4032258064516129,,,3.0,,3.0,,,1.0,,1.0,,,,1.0,,,,3.0,,1.5,1.5,,,,0.1111111111111111,,0.047619047619047616,,0.1,0.25,0.25,0.6666666666666666,,,,0.2,,1.0,1.0,1.0,,2.0,7.0,,,,,3.0,1.0,1.0,,,,2.0,9.0,,7.0,2.0,,,,,,,,,1.0,0.23076923076923078,1.0,,0.23076923076923078,,,,,,,0.16666666666666666,0.16666666666666666,1.0,0.28,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,True,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,34471.0,575.0,84,1092,1090,372,364,115.0,2182,61.0,102.0,25.0,38.0,51.0,118.0,,,135.0,271.0,10.0,111.0,384.0,1115,22.0,45.0,93.0,7.0,147.0,66.0,67.0,26.0,93.0,14.0,48.0,14.0,212.0,16.0,18.0,39.0,57.0,23.0,80.0,4.0,22.0,9.0,13.0,35.0,18.0,62.0,19.0,43.0,139.0,56.0,147.0,372,0.24444444444444444,0.25384615384615383,0.4981549815498155,0.4838709677419355,0.48576512455516013,0.465,0.5565217391304348,0.5568181818181818,0.03558718861209965,33.442892358258014,0.5645161290322581,0.09154929577464789,0.049079754601226995,0.13138686131386862,0.10124333925399645,0.054245283018867926,0.043010752688172046,0.05384615384615385,0.1206896551724138,0.12871287128712872,0.1388888888888889,0.03076923076923077,0.36298932384341637,0.5980392156862745,0.6354166666666666,0.3442622950819672,0.18149466192170818,0.4199288256227758,,0.38,0.6578947368421053,,0.398576512455516,0.46443374999999987,0.4964235294117647,0.47244646464646456,0.17378048780487804,0.17665615141955837,0.3828125,9.73579335793358,27.659999999999997,0.34065934065934067,10.0,16.0,49.0,12.0,34.0,11.0,7.0,,9.0,27.0,17.0,21.0,,9.0,14.0,8.0,16.0,5.0,0.5454545454545454,0.5454545454545454,0.6071428571428571,0.04059040590405904,0.058823529411764705,0.058823529411764705,,0.07142857142857142,0.06993006993006994,0.11538461538461539,0.09016393442622951,0.4152542372881356,0.4224137931034483,0.1836734693877551,0.7272727272727273,0.625,0.2,0.08854166666666667,25.0,,,,,1.0,10.0,,,1.0,7.0,1.0,,,10.0,1.0,54.0,204.0,3.0,,9.0,1.0,,12.0,5.0,,,,1.0,17.0,1.0,0.1,,0.14285714285714285,0.1111111111111111,,,,0.022222222222222223,0.49019607843137253,0.5208333333333334,,,,0.03558718861209965,0.1,0.1,1.0,,,,,,,,0.07,0.14285714285714285,0.1111111111111111,0.09090909090909091,10.0,1.0,3.0,2.0,1.0,4.0,10.0,2.0,2.0,1.0,5.0,7.0,0.01694915254237288,0.05555555555555555,0.4375,0.12,,,,True,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,26171.0,436.0,67,816,815,255,214,87.0,1631,24.0,44.0,6.0,16.0,12.0,33.0,,,41.0,89.0,,32.0,114.0,830,18.0,8.0,24.0,,32.0,68.0,13.0,1.0,14.0,,5.0,6.0,29.0,27.0,10.0,67.0,86.0,34.0,120.0,1.0,7.0,3.0,4.0,5.0,4.0,11.0,20.0,42.0,41.0,14.0,32.0,255,0.8292682926829268,0.9444444444444444,0.4606741573033708,0.3333333333333333,0.4606741573033708,0.3333333333333333,0.5327102803738317,0.47058823529411764,,12.967032967032967,0.45454545454545453,0.20679012345679013,0.11020408163265306,0.09615384615384616,0.17990654205607476,0.10344827586206896,0.1095890410958904,0.23076923076923078,0.23255813953488372,0.0975609756097561,0.09090909090909091,0.02857142857142857,0.4943820224719101,0.5454545454545454,0.6666666666666666,0.7916666666666666,0.1348314606741573,0.3707865168539326,,0.6666666666666666,0.375,,0.4943820224719101,0.4885123595505618,0.5485388888888888,0.5058333333333334,0.14285714285714285,0.14285714285714285,0.2807017543859649,7.751685393258427,,0.3125,6.0,15.0,11.0,7.0,24.0,13.0,6.0,9.0,,6.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,0.3888888888888889,0.3888888888888889,0.5,0.14606741573033707,0.18181818181818182,0.16666666666666666,0.375,0.08108108108108109,0.07692307692307693,0.05263157894736842,0.14285714285714285,0.3333333333333333,0.36666666666666664,1.0,0.8333333333333334,0.4,0.16666666666666666,0.21052631578947367,6.0,,,,,,,,,,,,,,10.0,,16.0,14.0,,,,,,1.0,2.0,1.0,,,,9.0,,,,,,,,0.029411764705882353,0.16176470588235295,0.5,0.6,,,,,,,,,,,,,,,,,,,10.0,,,1.0,1.0,3.0,5.0,,,,,,0.09090909090909091,0.09090909090909091,,0.6666666666666666,1.0,,,True,
2039,1610612748,Keyon Dooling,Keyon Dooling,2039,MIA,10587.0,176.0,7,328,330,125,129,35.0,658,3.0,8.0,,2.0,9.0,23.0,5.0,2.0,23.0,40.0,14.0,10.0,71.0,349,,8.0,12.0,8.0,33.0,12.0,10.0,5.0,15.0,,6.0,2.0,35.0,,1.0,9.0,10.0,,10.0,,5.0,2.0,3.0,6.0,4.0,11.0,5.0,20.0,12.0,3.0,33.0,125,0.2608695652173913,0.2608695652173913,0.575,0.6666666666666666,0.5648148148148148,0.625,0.5916666666666667,0.66,0.25925925925925924,19.45205479452055,0.5454545454545454,0.08108108108108109,,0.025,0.06622516556291391,,,,0.11764705882352941,0.03571428571428571,,,0.14814814814814814,0.375,0.6,,0.16666666666666666,0.42592592592592593,0.09259259259259259,0.1,,0.1,0.4074074074074074,0.436661111111111,,0.3995375,0.05263157894736842,0.06976744186046512,0.4647887323943662,12.722500000000002,24.707142857142856,0.38109756097560976,,,13.0,,,4.0,,,1.0,5.0,2.0,2.0,,3.0,1.0,,1.0,2.0,,,,0.1,0.375,,,,,,0.09090909090909091,0.5652173913043478,0.5909090909090909,0.38461538461538464,,,,,7.0,3.0,,,1.0,2.0,9.0,,,2.0,6.0,5.0,,,,3.0,8.0,34.0,15.0,,9.0,2.0,,5.0,2.0,,,,,3.0,1.0,0.35714285714285715,,0.375,0.35714285714285715,,,,,0.7777777777777778,0.7777777777777778,0.6,0.6,1.0,0.16666666666666666,0.2222222222222222,0.2222222222222222,1.0,,,,,,,0.5,0.3,0.3333333333333333,0.2222222222222222,,,,,,1.0,,,,,1.0,,1.0,0.043478260869565216,,1.0,0.14285714285714285,,1.0,,True,
363,1610612748,Christian Laettner,Christian Laettner,363,MIA,5993.0,100.0,29,199,197,96,124,22.0,396,3.0,6.0,1.0,2.0,,8.0,,,6.0,14.0,1.0,5.0,17.0,184,2.0,3.0,7.0,1.0,11.0,10.0,2.0,2.0,4.0,,2.0,,10.0,2.0,2.0,11.0,16.0,3.0,19.0,,2.0,2.0,,4.0,4.0,6.0,6.0,12.0,6.0,1.0,11.0,96,0.8333333333333334,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.4,0.375,0.4722222222222222,0.5,0.06666666666666667,10.762331838565023,0.6666666666666666,0.13924050632911392,0.031746031746031744,0.09523809523809523,0.13,0.037037037037037035,,0.13043478260869565,0.12121212121212122,0.08333333333333333,0.1111111111111111,,0.4,0.5,0.6,1.0,,0.5333333333333333,,0.25,0.5,,0.4666666666666667,0.4750857142857143,0.3819,0.4530285714285714,0.0625,0.06666666666666667,0.6470588235294118,10.014285714285716,57.7,0.4824120603015075,,,3.0,,,2.0,1.0,3.0,2.0,2.0,,,2.0,,,,,2.0,,,,0.14285714285714285,0.16666666666666666,,0.25,0.05555555555555555,0.06451612903225806,,0.17391304347826086,0.375,0.42857142857142855,0.6666666666666666,,,,,,,,,,,1.0,,,,1.0,,,,,,5.0,2.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,0.125,,,,,1.0,,,,1.0,,,,,,,0.125,0.06666666666666667,,,,1.0,,True,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,12729.0,212.0,6,403,408,159,155,44.0,811,22.0,25.0,7.0,7.0,6.0,4.0,,,27.0,35.0,,27.0,81.0,429,11.0,9.0,12.0,,37.0,34.0,3.0,1.0,4.0,,1.0,2.0,9.0,10.0,7.0,27.0,44.0,19.0,63.0,1.0,4.0,2.0,2.0,4.0,2.0,18.0,18.0,39.0,48.0,15.0,37.0,159,0.6296296296296297,0.8947368421052632,0.7714285714285715,0.75,0.7714285714285715,0.75,0.7105263157894737,0.7115384615384616,,16.5929203539823,0.2222222222222222,0.18243243243243243,0.09259259259259259,0.12280701754385964,0.16585365853658537,0.11612903225806452,0.15384615384615385,0.3170731707317073,0.12962962962962962,0.1,0.17647058823529413,0.14285714285714285,0.7142857142857143,0.88,0.9166666666666666,0.6363636363636364,0.17142857142857143,0.11428571428571428,,0.5833333333333334,1.0,,0.7142857142857143,0.5128685714285713,0.5306833333333333,0.48993333333333333,0.32608695652173914,0.32608695652173914,0.4567901234567901,3.6514285714285712,,0.3945409429280397,9.0,9.0,2.0,10.0,26.0,1.0,8.0,10.0,,14.0,2.0,7.0,4.0,6.0,21.0,15.0,21.0,5.0,0.9090909090909091,0.9090909090909091,0.8125,0.02857142857142857,0.04,,0.625,0.1702127659574468,0.03773584905660377,0.3157894736842105,0.1320754716981132,0.5,0.5,1.0,0.8181818181818182,1.0,0.1111111111111111,0.32098765432098764,3.0,,,,,,,,,,,,,,6.0,,19.0,20.0,,,,,,1.0,,1.0,,,,11.0,,,,,,,,0.041666666666666664,0.13793103448275862,0.5,0.5,,,,,,,,,,,,,,,,,,,16.0,,,,4.0,2.0,4.0,,,,6.0,10.0,,0.07142857142857142,0.47619047619047616,0.3333333333333333,4.0,1.0,4.0,True,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,28280.0,471.0,103,900,894,296,287,94.0,1794,23.0,29.0,7.0,8.0,9.0,21.0,16.0,6.0,31.0,59.0,59.0,24.0,161.0,888,9.0,10.0,18.0,21.0,55.0,38.0,23.0,6.0,29.0,2.0,13.0,4.0,64.0,5.0,20.0,40.0,67.0,7.0,74.0,2.0,15.0,12.0,3.0,7.0,5.0,13.0,22.0,43.0,35.0,7.0,55.0,296,0.6129032258064516,0.7037037037037037,0.5254237288135594,0.5555555555555556,0.5805084745762712,0.5256410256410257,0.5961538461538461,0.5625,0.5,14.257228315054837,0.5384615384615384,0.11019283746556474,0.018726591760299626,0.17391304347826086,0.12552301255230125,0.020172910662824207,0.013333333333333334,0.10619469026548672,0.1506849315068493,0.17647058823529413,0.16666666666666666,0.034482758620689655,0.2457627118644068,0.7931034482758621,0.8846153846153846,0.6086956521739131,0.07627118644067797,0.17796610169491525,0.13559322033898305,0.20512820512820512,0.875,0.15384615384615385,0.7457627118644068,0.5195936440677966,0.4851076923076923,0.5170576923076923,0.056910569105691054,0.109375,0.3416149068322981,8.138983050847457,24.484745762711867,0.3288888888888889,4.0,4.0,6.0,7.0,24.0,3.0,2.0,7.0,2.0,6.0,2.0,3.0,,1.0,8.0,4.0,8.0,6.0,0.7777777777777778,0.7666666666666667,0.8,0.05084745762711865,0.10344827586206896,,0.22580645161290322,0.025,0.02631578947368421,0.05555555555555555,0.057692307692307696,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.26666666666666666,1.0,,0.14906832298136646,2.0,7.0,1.0,2.0,1.0,18.0,43.0,2.0,4.0,6.0,15.0,25.0,3.0,6.0,1.0,7.0,14.0,24.0,72.0,3.0,43.0,18.0,,4.0,6.0,,,9.0,,7.0,0.96,0.423728813559322,0.5,0.3333333333333333,0.423728813559322,,,,0.01282051282051282,0.2222222222222222,0.2222222222222222,0.4375,0.4375,1.0,0.3644067796610169,0.4186046511627907,0.4186046511627907,0.9444444444444444,0.13333333333333333,0.5,1.0,0.26666666666666666,0.5,1.0,0.16666666666666666,0.38461538461538464,0.4,0.4186046511627907,,8.0,,2.0,,,2.0,2.0,,,2.0,2.0,5.0,,0.016129032258064516,0.625,,,,,True,
