EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Loose Ball Fouls,3SecondViolations,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,StepOutOfBoundsTurnovers,on,PtsUnassisted3s,ShortMidRangePctBlocked,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Travels
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,7237.0,121,-24,231,233,73,86,34.0,464,7.0,23.0,3.0,6.0,2.0,6.0,9.0,13.0,5.0,18.0,1.0,3.0,11.0,1.0,1.0,21.0,54.0,3.0,12.0,23.0,74.0,248,3.0,7.0,1.0,6.0,7.0,14.0,1.0,16.0,30.0,10.0,32.0,9.0,6.0,11.0,3.0,2.0,13.0,3.0,16.0,3.0,3.0,4.0,6.0,35.0,5.0,4.0,13.0,2.0,19.0,5.0,24.0,1.0,6.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,2.0,5.0,10.0,3.0,24.0,3.0,1.0,9.0,4.0,30.0,73,1.0,0.23809523809523808,0.2777777777777778,1.0,0.25,0.25,0.3888888888888889,0.42857142857142855,0.5,0.38636363636363635,0.375,0.4666666666666667,0.48026315789473684,0.375,0.6590909090909091,0.18181818181818182,0.037037037037037035,0.08695652173913043,30.627306273062732,0.42857142857142855,0.15384615384615385,0.17105263157894737,0.05154639175257732,0.17391304347826086,0.1717171717171717,0.03937007874015748,0.06896551724137931,0.09090909090909091,0.021739130434782608,0.038461538461538464,0.11538461538461539,0.375,0.21052631578947367,0.025,0.3484848484848485,0.30434782608695654,0.3333333333333333,0.19696969696969696,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.2727272727272727,0.2777777777777778,0.2777777777777778,0.6,0.015151515151515152,0.16666666666666666,0.2727272727272727,0.2727272727272727,1.0,0.75,0.5,0.125,0.4,0.3333333333333333,0.06666666666666667,0.5303030303030303,0.2727272727272727,0.47777803030303023,0.56110625,0.47970999999999997,0.125,0.15,0.08108108108108109,0.40540540540540543,8.212962962962964,25.758333333333336,0.31601731601731603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,4743.0,79,-8,156,158,60,63,23.0,314,8.0,12.0,2.0,3.0,1.0,3.0,,6.0,4.0,8.0,4.0,,1.0,,1.0,12.0,26.0,,5.0,14.0,38.0,152,2.0,4.0,2.0,6.0,1.0,5.0,4.0,5.0,7.0,20.0,4.0,,,1.0,,1.0,4.0,1.0,5.0,,3.0,1.0,,11.0,1.0,2.0,7.0,3.0,12.0,4.0,16.0,1.0,2.0,2.0,,6.0,,4.0,1.0,2.0,7.0,3.0,2.0,7.0,1.0,20.0,,,10.0,,7.0,60,,0.8333333333333334,0.8333333333333334,,,,0.46153846153846156,0.5,0.2,0.3870967741935484,0.3333333333333333,0.1111111111111111,0.4634146341463415,0.42857142857142855,0.2916666666666667,0.16129032258064516,0.038461538461538464,0.08333333333333333,26.229508196721312,0.8571428571428571,0.375,0.12962962962962962,0.016666666666666666,0.13333333333333333,0.13043478260869565,0.04819277108433735,,0.07142857142857142,,0.1,0.2,0.07142857142857142,0.09090909090909091,0.05555555555555555,0.3870967741935484,0.6666666666666666,0.7272727272727273,0.1935483870967742,,,,0.25806451612903225,0.5,0.5,0.75,0.12903225806451613,0.03225806451612903,,,,0.5,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5483870967741935,,0.5070951612903226,0.5673166666666667,0.5216,0.24390243902439024,0.2777777777777778,0.15789473684210525,0.18421052631578946,7.523076923076924,23.64,0.38461538461538464,2.0,3.0,2.0,1.0,3.0,2.0,0.13043478260869565,0.11764705882352941,0.16666666666666666,0.25,0.875,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,7685.0,128,-28,246,247,76,89,34.0,493,2.0,5.0,2.0,5.0,,1.0,,,2.0,12.0,,,,,,4.0,17.0,,,3.0,11.0,263,2.0,6.0,,4.0,,5.0,,1.0,1.0,4.0,4.0,,4.0,,,2.0,,1.0,1.0,1.0,,,,3.0,8.0,4.0,12.0,1.0,17.0,9.0,26.0,,2.0,,2.0,,,,5.0,,5.0,,7.0,19.0,3.0,8.0,,,3.0,1.0,1.0,76,4.0,0.5,1.0,,,,0.23529411764705882,0.3333333333333333,,0.23529411764705882,0.3333333333333333,,0.2619047619047619,0.3333333333333333,0.07142857142857142,,0.11764705882352941,0.4,9.090909090909092,,0.07692307692307693,0.14814814814814814,0.08163265306122448,0.17391304347826086,0.15384615384615385,0.06818181818181818,0.10344827586206896,0.09090909090909091,0.06382978723404255,0.2692307692307692,0.1724137931034483,,0.15789473684210525,,0.29411764705882354,0.4,0.6666666666666666,,,,,0.7058823529411765,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.8333333333333334,0.4,,0.2,,,0.29411764705882354,,0.43511176470588236,0.513,0.42742,0.15,0.15,0.36363636363636365,0.09090909090909091,12.664705882352942,,0.3089430894308943,,,,,1.0,,0.029411764705882353,,0.1,0.25,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,6042.0,101,-31,190,192,58,67,25.0,382,7.0,11.0,5.0,6.0,6.0,7.0,7.0,11.0,6.0,12.0,,,,,,20.0,34.0,,,8.0,48.0,211,8.0,9.0,,17.0,6.0,11.0,,2.0,14.0,32.0,8.0,,6.0,,,1.0,3.0,2.0,5.0,2.0,,1.0,2.0,12.0,5.0,7.0,6.0,4.0,17.0,7.0,24.0,,,,,1.0,,,3.0,1.0,4.0,2.0,7.0,14.0,2.0,10.0,,,5.0,,14.0,58,1.0,0.8,0.9411764705882353,,,,0.5882352941176471,0.8888888888888888,0.5454545454545454,0.5882352941176471,0.8888888888888888,0.5454545454545454,0.6153846153846154,0.85,0.5833333333333334,,0.029411764705882353,0.09090909090909091,19.634703196347033,0.25,0.36363636363636365,0.1016949152542373,0.06944444444444445,0.3333333333333333,0.1625,0.06930693069306931,0.16666666666666666,0.0625,0.02631578947368421,0.14285714285714285,0.14285714285714285,,0.35294117647058826,,0.3235294117647059,0.6363636363636364,0.7,0.3235294117647059,0.6363636363636364,0.6363636363636364,0.8571428571428571,0.35294117647058826,0.5,0.5,1.0,,,,,,0.6666666666666666,0.8333333333333334,,0.6363636363636364,0.8571428571428571,,0.3235294117647059,,0.4497058823529412,0.494625,0.5094000000000001,0.1282051282051282,0.1282051282051282,0.3541666666666667,0.2916666666666667,9.529411764705882,,0.30526315789473685,,,1.0,,2.0,,0.06896551724137931,0.10526315789473684,,0.25,0.5714285714285714,0.4,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,7271.0,121,-33,234,234,69,81,32.0,468,6.0,8.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,12.0,3.0,6.0,16.0,2.0,7.0,10.0,27.0,7.0,19.0,3.0,44.0,253,1.0,3.0,2.0,5.0,3.0,7.0,8.0,3.0,15.0,4.0,16.0,21.0,,16.0,6.0,,13.0,4.0,17.0,4.0,5.0,2.0,6.0,38.0,5.0,2.0,15.0,,17.0,7.0,24.0,3.0,6.0,4.0,2.0,5.0,2.0,5.0,3.0,,8.0,3.0,4.0,8.0,,6.0,1.0,1.0,1.0,2.0,15.0,69,2.0,0.2,0.2,1.0,0.3684210526315789,0.3684210526315789,0.37037037037037035,0.3333333333333333,0.42857142857142855,0.44565217391304346,0.5,0.4,0.4583333333333333,0.5,0.4411764705882353,0.41304347826086957,,,20.588235294117645,0.625,,0.19480519480519481,0.05434782608695652,0.09523809523809523,0.17346938775510204,0.05555555555555555,0.07407407407407407,,0.06818181818181818,0.08695652173913043,0.20689655172413793,0.28,0.10526315789473684,0.10344827586206896,0.17391304347826086,0.75,0.75,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.5,0.2608695652173913,0.16666666666666666,0.16666666666666666,0.5,0.06521739130434782,0.34782608695652173,0.375,0.375,1.0,0.4,0.5,0.4,0.06666666666666667,1.0,0.4666666666666667,0.5869565217391305,0.375,0.4975641304347826,0.5188666666666667,0.4907266666666667,0.021739130434782608,0.037037037037037035,0.11363636363636363,0.3409090909090909,10.07037037037037,24.389473684210525,0.2948717948717949,,1.0,,,2.0,,0.058823529411764705,0.041666666666666664,0.1,,,,,0.06666666666666667,,,,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.2857142857142857,,,,,,,,True,,,,,,,,,
696,1610612751,Travis Best,Travis Best,696,NJN,1568.0,26,1,49,52,15,26,4.0,101,,,,,,,,,2.0,2.0,2.0,,2.0,,1.0,2.0,2.0,,4.0,4.0,8.0,47,,,,,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,4.0,,,1.0,1.0,2.0,,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,4.0,,2.0,1.0,,1.0,15,,0.5,0.5,,,,1.0,,,0.3333333333333333,,,0.42857142857142855,,,0.6666666666666666,,,15.094339622641508,,0.25,0.06666666666666667,,,0.05263157894736842,,,,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,0.6666666666666666,,0.5212600000000001,,,0.14285714285714285,0.3333333333333333,,0.125,16.8,36.925,0.30612244897959184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,1436.0,24,2,49,47,17,17,9.0,96,,,,,,,1.0,3.0,1.0,3.0,,1.0,3.0,,,2.0,6.0,1.0,3.0,,7.0,45,,,,,1.0,3.0,,,2.0,2.0,2.0,3.0,,3.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,,2.0,5.0,,,,,,,2.0,17,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3888888888888889,,0.3333333333333333,0.3888888888888889,,0.3333333333333333,0.3333333333333333,,,15.0,,0.5,,0.041666666666666664,,,0.03571428571428571,,,0.1111111111111111,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.4255611111111111,,0.4079,,,,0.2857142857142857,14.216666666666669,24.53333333333333,0.3469387755102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,2443.0,41,-19,75,72,12,16,9.0,147,,,,,,,1.0,2.0,,2.0,1.0,1.0,3.0,,,1.0,4.0,1.0,4.0,,5.0,96,,,,,1.0,1.0,,,2.0,,2.0,3.0,,3.0,1.0,,1.0,,1.0,,,,1.0,2.0,1.0,,3.0,,3.0,1.0,4.0,1.0,,,,,2.0,,4.0,,4.0,,3.0,6.0,1.0,,,,,,2.0,12,1.0,,,1.0,0.25,0.25,0.25,,1.0,0.3125,,1.0,0.3125,,1.0,0.5,,,13.953488372093023,,,0.12,0.029411764705882353,,0.0967741935483871,0.024390243902439025,,0.14285714285714285,,,0.125,0.16666666666666666,,0.16666666666666666,,,,0.25,0.5,0.5,,0.25,,,,0.125,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.5,0.3333333333333333,0.467025,,0.4098,,,,0.4,13.475,24.275,0.16,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,3624.0,60,-21,113,112,51,59,15.0,225,3.0,9.0,1.0,3.0,2.0,6.0,2.0,9.0,3.0,5.0,2.0,3.0,5.0,1.0,4.0,8.0,23.0,3.0,7.0,8.0,33.0,143,2.0,5.0,2.0,5.0,4.0,11.0,6.0,5.0,19.0,10.0,6.0,6.0,2.0,5.0,3.0,1.0,6.0,1.0,7.0,1.0,2.0,,4.0,15.0,1.0,2.0,3.0,1.0,6.0,4.0,10.0,,3.0,2.0,1.0,5.0,,3.0,3.0,2.0,8.0,3.0,4.0,7.0,3.0,12.0,,2.0,4.0,1.0,19.0,51,,0.625,0.7142857142857143,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.34782608695652173,0.4,0.36363636363636365,0.4166666666666667,0.2857142857142857,0.4117647058823529,0.4714285714285714,0.3125,0.475,0.23333333333333334,0.043478260869565216,0.1111111111111111,32.57575757575757,0.625,0.1,0.12,0.02631578947368421,0.3333333333333333,0.16129032258064516,0.06779661016949153,,0.08333333333333333,,0.2,,0.18181818181818182,0.6666666666666666,,0.3,0.3333333333333333,0.375,0.3,0.2222222222222222,0.2222222222222222,1.0,0.16666666666666666,0.6,0.6,0.6666666666666666,0.06666666666666667,0.16666666666666666,0.6,0.6,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.35294117647058826,0.3333333333333333,0.23529411764705882,0.5333333333333333,0.6,0.4462983333333333,0.43750833333333333,0.46334117647058826,0.11764705882352941,0.14814814814814814,0.15151515151515152,0.5757575757575758,7.695652173913044,24.828571428571426,0.45132743362831856,1.0,2.0,1.0,,3.0,,0.14285714285714285,0.21428571428571427,,,0.3333333333333333,,0.14285714285714285,0.11764705882352941,,,,,,2.0,,2.0,,,0.3333333333333333,,,,,,0.5,,,,,,,,False,3.0,,,,,,,,
2074,1610612751,Jabari Smith,Jabari Smith,2074,NJN,200.0,3,-7,8,7,6,7,,15,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
