EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceTurnovers,DefensiveGoaltends,SecondChanceAtRimPctAssisted,Arc3Assists,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,3688.0,61,-2,120,123,39.0,50,12.0,243,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,6.0,5.0,124,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,6.0,8.0,1.0,9.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,39.0,3.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.5,0.20833333333333334,0.5,0.5,0.16666666666666666,0.3333333333333333,8.75912408759124,0.14285714285714285,0.02,0.13333333333333333,0.14035087719298245,0.017241379310344827,0.058823529411764705,0.1111111111111111,0.3125,0.16666666666666666,0.1111111111111111,1.0,0.25,0.16666666666666666,0.5,0.5,0.08333333333333333,0.4166666666666667,0.2,0.2,1.0,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,0.25,0.5,0.75,0.5033583333333332,0.5571,0.48453749999999995,0.6,6.883333333333333,24.0,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,6389.0,106,-22,195,191,59.0,80,32.0,386,5.0,1.0,3.0,8.0,14.0,22.0,,1.0,,1.0,,2.0,18.0,41.0,,3.0,49.0,221,4.0,,1.0,6.0,10.0,2.0,32.0,,2.0,,13.0,,13.0,,5.0,3.0,5.0,26.0,1.0,2.0,1.0,3.0,2.0,5.0,,2.0,10.0,,1.0,1.0,1.0,1.0,59.0,1.0,,,,,0.43902439024390244,0.4090909090909091,0.4,0.4803921568627451,0.5,0.06818181818181818,,,24.782608695652176,0.014925373134328358,0.011627906976744186,0.06666666666666667,0.030927835051546393,0.020618556701030927,,,0.06666666666666667,0.10526315789473684,,1.0,0.11363636363636363,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.5,0.022727272727272728,,,,0.045454545454545456,0.2,0.2,,,0.25,,0.18181818181818182,0.4300715909090908,0.43642000000000003,0.46170416666666675,0.12244897959183673,12.336585365853658,23.899999999999995,0.30256410256410254,2.0,1.0,1.0,8.0,2.0,13.0,2.0,2.0,3.0,8.0,14.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,6.0,2.0,15.0,1.0,5.0,3.0,14.0,0.1111111111111111,0.11764705882352941,0.5,0.3,0.25,0.4117647058823529,0.6666666666666666,0.09090909090909091,0.02857142857142857,0.2,0.4,0.4,0.36363636363636365,0.36363636363636365,0.25,1.0,0.3333333333333333,0.16666666666666666,0.10416666666666667,0.1111111111111111,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,9773.0,163,-7,301,303,58.0,86,40.0,604,20.0,1.0,1.0,9.0,19.0,18.0,,,,,,4.0,24.0,57.0,2.0,4.0,75.0,315,6.0,1.0,1.0,5.0,6.0,3.0,42.0,3.0,2.0,5.0,20.0,1.0,21.0,1.0,10.0,2.0,8.0,43.0,5.0,5.0,9.0,16.0,7.0,23.0,2.0,8.0,13.0,,1.0,,1.0,,58.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.42105263157894735,0.4426229508196721,0.21428571428571427,0.5,0.3125,0.06557377049180328,0.08771929824561403,0.1,24.495677233429394,0.08035714285714286,0.0364963503649635,0.14705882352941177,0.0958904109589041,0.04081632653061224,0.02702702702702703,,0.10526315789473684,0.17391304347826086,0.06896551724137931,,0.32786885245901637,0.3114754098360656,0.47368421052631576,0.5294117647058824,0.29508196721311475,,,,,0.06557377049180328,0.14285714285714285,,,,0.1111111111111111,,0.39344262295081966,0.4715291666666667,0.42495,0.44579375,0.06666666666666667,8.938596491228068,28.6,0.19269102990033224,10.0,,,5.0,3.0,21.0,,2.0,2.0,5.0,12.0,6.0,,1.0,8.0,7.0,1.0,4.0,3.0,6.0,1.0,2.0,10.0,,30.0,2.0,13.0,3.0,12.0,0.125,0.125,,0.3333333333333333,0.3888888888888889,0.5,0.4,0.1,0.05660377358490566,,0.5,0.5555555555555556,0.2777777777777778,0.29411764705882354,0.2,,,0.3333333333333333,0.18055555555555555,0.19117647058823528,0.16,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.10526315789473684,0.05555555555555555,0.2222222222222222,0.058823529411764705,0.02127659574468085,0.16666666666666666,0.11363636363636363,0.09090909090909091,0.1,0.1111111111111111,0.5,0.5,0.5,0.14285714285714285,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,True,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,7700.0,128,-3,241,239,38.0,61,25.0,480,21.0,3.0,3.0,8.0,19.0,8.0,,,,,,1.0,25.0,48.0,,1.0,57.0,248,3.0,,,2.0,8.0,,12.0,,1.0,3.0,6.0,,6.0,,,2.0,4.0,12.0,3.0,5.0,9.0,15.0,5.0,20.0,1.0,8.0,18.0,2.0,4.0,,4.0,,38.0,2.0,,,,,0.5208333333333334,0.5102040816326531,0.3333333333333333,0.5377358490566038,0.3333333333333333,0.02040816326530612,0.0625,0.047619047619047616,21.189591078066915,0.0989010989010989,0.02912621359223301,0.2,0.1206896551724138,0.036036036036036036,,0.15384615384615385,0.06896551724137931,0.2222222222222222,0.047619047619047616,,0.42857142857142855,0.3877551020408163,0.42105263157894735,0.47058823529411764,0.16326530612244897,,,,,0.02040816326530612,1.0,,,,0.375,,0.4489795918367347,0.47746020408163264,0.5872999999999999,0.49789999999999995,0.03508771929824561,6.48125,27.7,0.15767634854771784,14.0,1.0,,3.0,,7.0,1.0,,2.0,2.0,6.0,38.0,,1.0,5.0,2.0,3.0,1.0,1.0,3.0,,,4.0,,11.0,3.0,6.0,1.0,6.0,0.76,0.76,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.125,,0.25,0.6666666666666666,0.7,0.375,0.375,1.0,0.3333333333333333,,,0.11538461538461539,0.11764705882352941,0.10526315789473684,,,,,,,,,,1.0,1.0,3.0,,4.0,,,0.10526315789473684,,0.125,0.08333333333333333,0.09090909090909091,,0.08333333333333333,0.14285714285714285,0.6428571428571429,0.875,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,11219.0,187,-19,348,347,84.0,115,44.0,695,10.0,1.0,4.0,3.0,8.0,23.0,,,,,,,17.0,41.0,,,51.0,373,6.0,,,9.0,12.0,,4.0,,,2.0,7.0,2.0,9.0,1.0,4.0,2.0,1.0,20.0,3.0,10.0,39.0,52.0,4.0,56.0,,12.0,18.0,1.0,16.0,,16.0,8.0,84.0,1.0,,,,,0.4146341463414634,0.4146341463414634,0.5,0.4811320754716981,0.5625,,0.04878048780487805,0.1,16.040100250626566,0.3023255813953488,0.02,0.23255813953488372,0.28488372093023256,0.024096385542168676,0.024390243902439025,0.1891891891891892,0.28205128205128205,0.25,,0.5,0.24390243902439024,0.1951219512195122,0.375,0.42857142857142855,0.5609756097560976,,,,,,0.16666666666666666,,,,0.3333333333333333,,0.24390243902439024,0.4242341463414634,0.44670000000000004,0.4536916666666666,0.17647058823529413,12.182926829268293,,0.2413793103448276,6.0,1.0,3.0,8.0,,17.0,3.0,3.0,5.0,5.0,15.0,30.0,2.0,1.0,3.0,,3.0,5.0,2.0,6.0,3.0,1.0,11.0,2.0,27.0,3.0,14.0,1.0,15.0,0.8823529411764706,0.9375,0.5,0.4166666666666667,0.4166666666666667,0.5,0.45454545454545453,0.0625,0.01694915254237288,,0.6,0.6666666666666666,0.34782608695652173,0.34782608695652173,1.0,1.0,0.75,,0.2692307692307692,0.2692307692307692,0.29411764705882354,,,,,,,,,,,3.0,2.0,1.0,10.0,,,0.125,,0.2727272727272727,,0.02,0.1111111111111111,0.39622641509433965,0.2,0.6666666666666666,1.0,,,,,,,,1.0,3.0,,1.0,1.0,6.0,,,,,,,True,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,3271.0,55,-13,105,107,14.0,31,14.0,212,6.0,2.0,1.0,,,,4.0,6.0,,,1.0,1.0,5.0,6.0,4.0,7.0,22.0,117,2.0,,,4.0,1.0,2.0,10.0,12.0,1.0,,1.0,,1.0,,,,1.0,2.0,3.0,,2.0,2.0,3.0,5.0,,3.0,6.0,,2.0,,2.0,,14.0,1.0,1.0,0.5714285714285714,,0.5714285714285714,0.8333333333333334,0.8461538461538461,1.0,0.8461538461538461,1.0,0.5384615384615384,,,10.743801652892563,0.05,0.06382978723404255,,0.037037037037037035,0.057692307692307696,,0.07142857142857142,0.09090909090909091,,,,0.46153846153846156,,,,,0.46153846153846156,0.6666666666666666,0.6666666666666666,1.0,0.07692307692307693,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.5695384615384615,0.58175,0.4568999999999999,0.18181818181818182,0.7166666666666667,23.457142857142856,0.13333333333333333,5.0,2.0,1.0,,1.0,,2.0,,1.0,,2.0,,4.0,,2.0,,2.0,,,,,,,,,,,,2.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,0.11764705882352941,,0.8333333333333334,0.8333333333333334,,,,1.0,1.0,0.3333333333333333,,,0.09090909090909091,,,,,,,,,,,,,,1.0,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,1.0,1.0,0.14285714285714285,1.0,,,,True,,
2403,1610612743,Nene,Nene,2403,DEN,3162.0,53,-5,93,95,38.0,43,16.0,188,5.0,3.0,3.0,1.0,3.0,1.0,,,,,,,5.0,9.0,,,17.0,107,3.0,,,9.0,3.0,,6.0,,,2.0,2.0,,2.0,,1.0,1.0,,4.0,6.0,4.0,5.0,9.0,6.0,15.0,,6.0,10.0,,,,,,38.0,,,,,,0.5555555555555556,0.5555555555555556,1.0,0.5666666666666667,0.9,,0.2222222222222222,0.2,16.96428571428571,0.14285714285714285,0.15,0.26666666666666666,0.18,0.13636363636363635,0.2222222222222222,0.25,0.2,0.375,,,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,,,,,,1.0,,,,1.0,,0.5555555555555556,0.4948222222222223,0.6844666666666667,0.5248,0.5294117647058824,5.055555555555555,,0.40860215053763443,4.0,3.0,2.0,,,7.0,3.0,3.0,2.0,4.0,8.0,4.0,4.0,,1.0,1.0,,3.0,1.0,1.0,2.0,,4.0,,13.0,1.0,5.0,2.0,8.0,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,,0.05555555555555555,,0.8,1.0,,,,1.0,0.6666666666666666,,0.38461538461538464,0.38461538461538464,0.47058823529411764,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,0.23076923076923078,,0.058823529411764705,0.14285714285714285,0.5,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,True,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,9343.0,156,-23,288,285,68.0,86,32.0,573,38.0,8.0,9.0,3.0,9.0,17.0,,,,,,1.0,27.0,64.0,,1.0,73.0,309,8.0,,,15.0,14.0,,22.0,,1.0,12.0,5.0,3.0,8.0,3.0,3.0,1.0,1.0,19.0,11.0,2.0,5.0,9.0,12.0,21.0,2.0,4.0,15.0,1.0,1.0,,1.0,,68.0,2.0,,,,,0.421875,0.4153846153846154,0.875,0.47368421052631576,0.8333333333333334,0.015384615384615385,0.1875,0.21052631578947367,26.46153846153846,0.044642857142857144,0.09166666666666666,0.06666666666666667,0.04929577464788732,0.08955223880597014,0.07142857142857142,,0.08333333333333333,0.11764705882352941,0.07692307692307693,,0.5846153846153846,0.13846153846153847,0.3333333333333333,0.6,0.26153846153846155,,,,,0.015384615384615385,1.0,,,,0.6428571428571429,,0.6,0.5167107692307693,0.6452125,0.5293357142857144,0.2054794520547945,6.26875,24.7,0.2361111111111111,17.0,7.0,4.0,7.0,,19.0,7.0,1.0,6.0,11.0,23.0,32.0,10.0,1.0,3.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,10.0,1.0,24.0,1.0,8.0,4.0,23.0,0.5925925925925926,0.7272727272727273,0.875,0.42857142857142855,0.42857142857142855,0.575,0.2,0.07142857142857142,0.09803921568627451,,0.4473684210526316,0.5666666666666667,0.4117647058823529,0.4117647058823529,1.0,0.875,0.4444444444444444,,0.1111111111111111,0.11267605633802817,0.3150684931506849,,,,,,,,,,,2.0,2.0,5.0,1.0,,,0.4444444444444444,,0.2,,0.0975609756097561,0.125,0.046511627906976744,,0.47058823529411764,0.3333333333333333,,,,,,,,2.0,,0.14285714285714285,,,,,,,1.0,,,True,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,1374.0,23,5,43,40,20.0,20,5.0,83,,,,,,2.0,1.0,1.0,,,1.0,2.0,1.0,2.0,1.0,3.0,5.0,44,,,,,1.0,3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,,0.5,,0.6,,,12.244897959183673,,,,,,,,,,,,,,,,0.4,0.2,1.0,1.0,1.0,0.4,,,,,,0.25,0.6,0.4951499999999999,,0.5067375000000001,,15.649999999999999,23.733333333333334,0.46511627906976744,,,,1.0,2.0,,,,1.0,,5.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,,,5.0,1.0,1.0,,1.0,0.625,0.625,,,,,,,0.5,0.5,1.0,,,0.5,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,True,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,176.0,3,-6,6,5,2.0,3,,11,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
