EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangePctBlocked,HeaveAttempts,LostBallOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,HeaveMakes,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,on
109,1610612759,Robert Horry,Robert Horry,109,SAS,27698.0,462,158,860,839,380,318,116,1699,16.0,29.0,6.0,9.0,7.0,13.0,4.0,17.0,5.0,10.0,8.0,17.0,2.0,4.0,3.0,5.0,19.0,42.0,3.0,9.0,23.0,25.0,56,27.0,59.0,24.0,155.0,867,7.0,11.0,2.0,7.0,3.0,23.0,12.0,22.0,12.0,28.0,20.0,80.0,28.0,22.0,75.0,6.0,8.0,42.0,19.0,3.0,23.0,9.0,32.0,7.0,2.0,14.0,4.0,5.0,73.0,10.0,18.0,1.0,8.0,50.0,6.0,64,29.0,93,1.0,13.0,4.0,9.0,6.0,2.0,5.0,8.0,1.0,14.0,1.0,8.0,17.0,43,1.0,4.0,31.0,3.0,8.0,9.0,13.0,1.0,1.0,10.0,1.0,2.0,14.0,8.0,3.0,2.0,80.0,380,8.0,0.56,0.6666666666666666,0.9259259259259259,0.4576271186440678,0.2857142857142857,0.42857142857142855,0.4576271186440678,0.44642857142857145,0.6363636363636364,0.5454545454545454,0.5695652173913044,0.5555555555555556,0.6,0.6007751937984496,0.575,0.6557377049180327,0.5130434782608696,0.05357142857142857,0.10344827586206896,14.357429718875501,0.42857142857142855,0.24,0.024390243902439025,0.16129032258064516,0.07171314741035857,0.10126582278481013,0.08264462809917356,0.14910025706940874,0.07526881720430108,0.08080808080808081,0.054945054945054944,0.08196721311475409,0.04,0.15217391304347827,0.14655172413793102,0.19801980198019803,0.13978494623655913,0.09259259259259259,0.12,0.01694915254237288,0.5714285714285714,0.25217391304347825,0.5517241379310345,0.6153846153846154,0.5,0.14782608695652175,0.23529411764705882,0.23529411764705882,0.5,0.08695652173913043,0.5,0.5,0.8,0.14782608695652175,0.47058823529411764,0.47058823529411764,0.875,0.3652173913043478,0.4523809523809524,0.4523809523809524,0.9473684210526315,0.5,0.6666666666666666,0.16666666666666666,0.2222222222222222,0.5,0.5,0.16666666666666666,0.26,0.5384615384615384,0.1,0.6,0.46,0.391304347826087,0.7652173913043478,0.4523809523809524,0.4958521739130434,0.5931166666666666,0.503339,0.06666666666666667,0.13114754098360656,0.14838709677419354,0.5161290322580645,5.983928571428572,24.774576271186437,0.4418604651162791,,,,,,,,,,,,,,,,,,,True
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,31792.0,530,60,966,961,276,232,134,1927,7.0,13.0,,,2.0,3.0,2.0,10.0,3.0,16.0,15.0,37.0,,2.0,4.0,8.0,4.0,6.0,1.0,1.0,1.0,12.0,39,19.0,43.0,8.0,89.0,1034,,4.0,,3.0,,,4.0,8.0,5.0,9.0,8.0,31.0,12.0,12.0,57.0,,,6.0,4.0,5.0,21.0,3.0,24.0,1.0,2.0,12.0,5.0,4.0,51.0,,4.0,,7.0,28.0,2.0,37,4.0,41,,5.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,9.0,,,11.0,53,3.0,4.0,11.0,,1.0,5.0,8.0,2.0,2.0,5.0,2.0,1.0,10.0,4.0,,,31.0,276,9.0,0.5,0.5,1.0,0.4418604651162791,,0.5555555555555556,0.4418604651162791,0.3076923076923077,,0.5,0.49390243902439024,,0.6764705882352942,0.5056818181818182,,0.6739130434782609,0.524390243902439,0.1282051282051282,0.23076923076923078,8.571428571428571,0.4444444444444444,0.08695652173913043,,0.07446808510638298,0.011976047904191617,0.07446808510638298,,0.07446808510638298,0.009237875288683603,0.00819672131147541,0.024390243902439025,,,,0.05384615384615385,0.046511627906976744,0.1282051282051282,0.043478260869565216,0.16,,0.4,0.15853658536585366,0.5384615384615384,0.7,0.2857142857142857,0.12195121951219512,0.2,0.25,0.5,0.1951219512195122,0.1875,0.1875,1.0,0.45121951219512196,0.40540540540540543,0.40540540540540543,1.0,0.07317073170731707,0.6666666666666666,0.6666666666666666,1.0,,,,0.2857142857142857,,,0.14285714285714285,0.17647058823529413,0.6666666666666666,0.47058823529411764,0.5,0.058823529411764705,1.0,0.6829268292682927,0.6666666666666666,0.49485060975609757,0.42264166666666664,0.4964676470588235,0.012048192771084338,0.025,,0.34831460674157305,10.033333333333331,23.574418604651164,0.2857142857142857,0.2,,,,,,,,,,,,,,,,,,True
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,35470.0,591,140,1095,1058,342,275,156,2153,60.0,100.0,19.0,32.0,13.0,22.0,44.0,117.0,15.0,48.0,,,,,,,,2.0,,,2.0,119.0,265,,2.0,92.0,330.0,1111,26.0,53.0,,,10.0,62.0,26.0,63.0,,2.0,38.0,90.0,128.0,110.0,,,34.0,1.0,,24.0,25.0,20.0,45.0,15.0,5.0,19.0,4.0,2.0,110.0,11.0,42.0,2.0,24.0,101.0,12.0,137,55.0,192,7.0,6.0,5.0,1.0,27.0,3.0,9.0,13.0,18.0,40.0,4.0,8.0,20.0,36,6.0,4.0,125.0,12.0,57.0,12.0,32.0,,,22.0,1.0,9.0,32.0,17.0,,1.0,90.0,342,2.0,0.5378151260504201,0.6274509803921569,,,,,,0.4490566037735849,0.49056603773584906,0.4126984126984127,0.44569288389513106,0.49056603773584906,0.4,0.5092592592592593,0.5081967213114754,0.5056179775280899,0.00749063670411985,0.09056603773584905,0.13,28.515318146111547,0.675,0.41379310344827586,0.044444444444444446,0.23433874709976799,0.1126005361930295,0.2376237623762376,0.09565217391304348,0.2349624060150376,0.10860655737704918,0.18705035971223022,0.08275862068965517,0.0449438202247191,0.09859154929577464,0.09090909090909091,0.24503311258278146,0.2876712328767123,0.16417910447761194,0.25675675675675674,0.18518518518518517,0.056910569105691054,0.53125,0.37453183520599254,0.6,0.6896551724137931,0.6,0.43820224719101125,0.37606837606837606,0.411214953271028,0.38636363636363635,0.1797752808988764,0.3125,0.3191489361702128,0.7333333333333333,,,,,0.00749063670411985,,,,0.6037735849056604,0.59375,0.21052631578947367,,,,,0.3384615384615385,0.5909090909090909,,,0.03076923076923077,,0.38202247191011235,,0.4463445488721804,0.48383111111111105,0.42915859375,0.18269230769230768,0.18387096774193548,0.18787878787878787,0.2727272727272727,6.840754716981132,34.25,0.31232876712328766,0.08547008547008547,1.0,3.0,2.0,0.020833333333333332,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,46577.0,776,166,1439,1411,477,412,200,2850,73.0,111.0,7.0,12.0,16.0,34.0,20.0,51.0,10.0,28.0,13.0,26.0,,2.0,5.0,9.0,29.0,70.0,5.0,9.0,23.0,103.0,190,42.0,96.0,147.0,479.0,1477,9.0,21.0,4.0,7.0,16.0,46.0,24.0,59.0,14.0,32.0,82.0,172.0,58.0,148.0,96.0,30.0,4.0,65.0,28.0,19.0,65.0,32.0,97.0,19.0,13.0,41.0,9.0,15.0,226.0,7.0,10.0,2.0,25.0,81.0,8.0,114,19.0,133,1.0,28.0,17.0,11.0,44.0,11.0,34.0,22.0,10.0,66.0,10.0,16.0,27.0,69,,4.0,185.0,12.0,60.0,31.0,6.0,,,4.0,1.0,1.0,6.0,5.0,,,172.0,477,13.0,0.2815533980582524,0.2871287128712871,0.7619047619047619,0.4375,0.5714285714285714,0.4375,0.44565217391304346,0.5421052631578948,0.42857142857142855,0.4067796610169492,0.5804195804195804,0.5357142857142857,0.4945054945054945,0.6379781420765027,0.6216216216216216,0.5880281690140845,0.3356643356643357,0.1,0.0990990990990991,25.82187686790197,0.6666666666666666,0.18181818181818182,0.03508771929824561,0.14647377938517178,0.021052631578947368,0.19230769230769232,0.041666666666666664,0.15519765739385066,0.026438569206842923,0.011428571428571429,0.01639344262295082,0.042735042735042736,0.04716981132075472,0.03225806451612903,0.10152284263959391,0.1443850267379679,0.20118343195266272,0.1956521739130435,0.18421052631578946,0.008620689655172414,0.8333333333333334,0.3881118881118881,0.6576576576576577,0.73,0.273972602739726,0.17832167832167833,0.39215686274509803,0.4444444444444444,0.3,0.0979020979020979,0.35714285714285715,0.38461538461538464,0.3,0.09090909090909091,0.5,0.5,0.9230769230769231,0.24475524475524477,0.4142857142857143,0.4142857142857143,0.6896551724137931,0.42857142857142855,0.5833333333333334,0.14285714285714285,0.07142857142857142,,,0.17857142857142858,0.37362637362637363,0.47058823529411764,0.0989010989010989,0.5555555555555556,0.25274725274725274,0.391304347826087,0.7237762237762237,0.4307692307692308,0.5025718085106384,0.4870761904761904,0.4983275280898877,0.18208955223880596,0.25210084033613445,0.09603340292275574,0.35908141962421714,5.310526315789474,25.798958333333335,0.3314801945795691,0.11764705882352941,4.0,2.0,,0.07142857142857142,4.0,1.0,2.0,13.0,1.0,0.8,0.75,0.010309278350515464,,,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,36488.0,608,114,1128,1109,373,338,154,2237,64.0,103.0,5.0,6.0,15.0,27.0,19.0,48.0,29.0,74.0,3.0,10.0,1.0,2.0,,5.0,5.0,24.0,3.0,2.0,9.0,112.0,225,8.0,34.0,39.0,287.0,1191,6.0,15.0,1.0,5.0,5.0,20.0,30.0,63.0,2.0,14.0,20.0,86.0,62.0,162.0,18.0,6.0,6.0,24.0,5.0,18.0,36.0,33.0,69.0,12.0,21.0,16.0,10.0,10.0,171.0,4.0,8.0,1.0,11.0,24.0,,35,13.0,48,5.0,12.0,7.0,5.0,18.0,4.0,15.0,31.0,3.0,49.0,6.0,21.0,16.0,54,2.0,8.0,65.0,5.0,24.0,11.0,,,,,,,,,,,86.0,373,15.0,0.2767857142857143,0.28440366972477066,0.75,0.23529411764705882,0.2,0.14285714285714285,0.23529411764705882,0.49777777777777776,0.4,0.47619047619047616,0.47876447876447875,0.375,0.42857142857142855,0.49653979238754326,0.43478260869565216,0.4574468085106383,0.13127413127413126,0.08,0.10679611650485436,25.74257425742574,0.3673469387755102,,0.02040816326530612,0.05687203791469194,0.0213903743315508,0.10784313725490197,0.03225806451612903,0.06679389312977099,0.024096385542168676,0.030303030303030304,0.021739130434782608,0.009615384615384616,0.012987012987012988,0.06382978723404255,0.05517241379310345,0.03225806451612903,0.09016393442622951,0.1232876712328767,0.06896551724137931,0.0423728813559322,,0.39768339768339767,0.6213592233009708,0.6956521739130435,0.3125,0.18532818532818532,0.3958333333333333,0.4523809523809524,0.05263157894736842,0.2857142857142857,0.3918918918918919,0.3972602739726027,0.3448275862068966,0.03861003861003861,0.3,0.3,1.0,0.09266409266409266,0.20833333333333334,0.21739130434782608,0.6,0.3,0.8333333333333334,0.2,0.1,0.5,1.0,0.15,0.35064935064935066,0.5555555555555556,0.06493506493506493,,0.11688311688311688,0.2222222222222222,0.528957528957529,0.20833333333333334,0.49470308880308866,0.4804083333333334,0.47820779220779236,0.08633093525179857,0.09836065573770492,0.06968641114982578,0.29965156794425085,8.133333333333335,24.761764705882356,0.33067375886524825,0.125,,4.0,1.0,0.013513513513513514,,,9.0,,,,,,1.0,1.0,0.029411764705882353,0.041666666666666664,,True
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,8507.0,142,40,266,259,100,74,42,525,7.0,14.0,,1.0,2.0,2.0,1.0,2.0,3.0,7.0,5.0,12.0,,2.0,3.0,7.0,3.0,14.0,3.0,,3.0,11.0,23,8.0,26.0,4.0,50.0,248,,1.0,,5.0,,,2.0,5.0,3.0,10.0,4.0,17.0,10.0,12.0,24.0,,,14.0,3.0,5.0,8.0,3.0,11.0,1.0,2.0,6.0,,2.0,25.0,,1.0,,1.0,5.0,,6,1.0,7,,6.0,4.0,2.0,7.0,1.0,1.0,3.0,6.0,10.0,,4.0,3.0,13,1.0,,4.0,,,2.0,,,,,,,,,,,17.0,100,1.0,0.45454545454545453,0.45454545454545453,1.0,0.3076923076923077,,0.3,0.3076923076923077,0.4782608695652174,,0.4,0.46938775510204084,,0.43333333333333335,0.49019607843137253,,0.5,0.5306122448979592,0.21739130434782608,0.2857142857142857,19.614147909967848,0.7,,,0.045871559633027525,0.011764705882352941,0.04,,0.04477611940298507,0.007874015748031496,0.027777777777777776,,,,,0.044444444444444446,0.11538461538461539,,0.058823529411764705,,,,0.2857142857142857,0.5,0.7,0.42857142857142855,0.04081632653061224,0.5,0.5,,0.14285714285714285,0.42857142857142855,0.5,0.6666666666666666,0.24489795918367346,0.4166666666666667,0.4166666666666667,1.0,0.2857142857142857,0.21428571428571427,0.21428571428571427,1.0,0.16666666666666666,,,0.3333333333333333,,,0.5,0.13333333333333333,1.0,0.4666666666666667,0.42857142857142855,0.2,,0.8163265306122449,0.21428571428571427,0.5104724489795919,0.52977,0.4864666666666667,,,,0.34,6.9217391304347835,24.492307692307694,0.37593984962406013,,,2.0,,0.14285714285714285,,,,,,,,,,,,,,True
699,1610612759,Brent Barry,Brent Barry,699,SAS,14240.0,237,83,467,444,211,175,60,911,6.0,8.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,6.0,9.0,1.0,1.0,4.0,5.0,12.0,23.0,3.0,1.0,5.0,9.0,14,18.0,32.0,10.0,82.0,462,2.0,4.0,3.0,4.0,4.0,17.0,3.0,5.0,5.0,10.0,6.0,27.0,12.0,6.0,54.0,,2.0,23.0,12.0,1.0,11.0,6.0,17.0,3.0,3.0,3.0,7.0,1.0,40.0,3.0,6.0,,2.0,15.0,1.0,18,9.0,27,2.0,4.0,2.0,2.0,9.0,2.0,7.0,4.0,2.0,13.0,1.0,5.0,7.0,13,,1.0,11.0,1.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,27.0,211,2.0,0.6666666666666666,0.75,1.0,0.5625,0.75,0.5,0.5625,0.6428571428571429,0.5,0.6,0.782608695652174,0.8125,0.7,0.8,0.8888888888888888,0.75,0.6956521739130435,0.07142857142857142,0.125,11.71003717472119,0.6923076923076923,0.058823529411764705,,0.08982035928143713,0.045454545454545456,0.05555555555555555,0.05,0.08374384236453201,0.046875,0.0625,0.018867924528301886,0.06451612903225806,0.07142857142857142,,0.08955223880597014,0.03636363636363636,0.15555555555555556,0.041666666666666664,0.08333333333333333,0.1111111111111111,,0.17391304347826086,0.75,0.8571428571428571,0.6666666666666666,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.06521739130434782,0.6666666666666666,0.6666666666666666,0.5,0.1956521739130435,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5217391304347826,0.5217391304347826,1.0,0.25,1.0,,0.125,1.0,1.0,0.375,0.2,0.6666666666666666,0.3333333333333333,0.8,0.3333333333333333,0.2,0.8695652173913043,0.5217391304347826,0.5357619565217391,0.5204333333333334,0.5356133333333334,0.0625,0.1875,0.2073170731707317,0.32926829268292684,6.071428571428571,24.656250000000004,0.4518201284796574,,,1.0,,,2.0,,,2.0,,0.6666666666666666,1.0,,,,,,,True
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,4193.0,70,5,130,128,51,58,17,258,3.0,6.0,2.0,4.0,1.0,3.0,,1.0,2.0,2.0,,,,,,,,,,,,5.0,9,,,,10.0,133,2.0,4.0,,,,4.0,2.0,4.0,,,,4.0,8.0,2.0,,,2.0,,,3.0,,2.0,2.0,2.0,,,,,6.0,1.0,6.0,1.0,2.0,4.0,1.0,7,8.0,15,1.0,,,,,,,2.0,,2.0,,,9.0,13,1.0,1.0,,,,,4.0,,,2.0,,2.0,4.0,2.0,,,4.0,51,2.0,0.8,1.0,,,,,,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5,,0.3333333333333333,0.3333333333333333,7.28476821192053,,0.1,0.25,0.07017543859649122,0.125,0.2,0.07692307692307693,0.08955223880597014,0.11475409836065574,0.2631578947368421,0.05555555555555555,,0.1111111111111111,,0.045454545454545456,0.1111111111111111,0.058823529411764705,,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5,0.75,0.6666666666666666,0.1111111111111111,,,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,1.0,0.5,0.5,,,,,0.75,0.3333333333333333,,,,,0.6666666666666666,,0.44721111111111106,0.49160000000000004,0.4505,,,0.4,0.4,5.855555555555556,,0.3923076923076923,1.0,,,1.0,,,,,,,,,,,,,,,True
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,23173.0,386,37,700,699,128,124,102,1399,37.0,61.0,16.0,25.0,4.0,7.0,15.0,35.0,1.0,1.0,,,,,,,,,,,,53.0,97,,,21.0,127.0,724,20.0,33.0,,,6.0,46.0,6.0,12.0,,,6.0,18.0,60.0,46.0,,,30.0,,,15.0,5.0,,5.0,,,5.0,,,10.0,14.0,41.0,1.0,10.0,44.0,3.0,57,56.0,113,4.0,10.0,3.0,7.0,5.0,,2.0,9.0,3.0,14.0,1.0,3.0,28.0,49,6.0,3.0,31.0,5.0,17.0,1.0,18.0,,,14.0,,4.0,18.0,11.0,,,18.0,128,1.0,0.5660377358490566,0.7894736842105263,,,,,,0.5463917525773195,0.6060606060606061,0.5,0.5463917525773195,0.6060606060606061,0.5,0.5772727272727273,0.6052631578947368,0.6,,0.15463917525773196,0.19672131147540983,15.08515815085158,0.35714285714285715,0.14285714285714285,0.05263157894736842,0.1588447653429603,0.16205533596837945,0.17543859649122806,0.175,0.16167664670658682,0.16516516516516516,0.18181818181818182,0.13861386138613863,0.171875,0.16,0.2,0.1595744680851064,0.15306122448979592,0.16470588235294117,0.18181818181818182,0.15384615384615385,0.13793103448275862,0.6111111111111112,0.6288659793814433,0.6065573770491803,0.7551020408163265,0.5135135135135135,0.36082474226804123,0.42857142857142855,0.46875,0.6666666666666666,0.010309278350515464,1.0,1.0,1.0,,,,,,,,,0.7575757575757576,0.64,0.0625,,,,,0.5833333333333334,0.5714285714285714,,,,,0.6288659793814433,,0.5068515463917524,0.5242592592592592,0.5084583333333333,0.1559633027522936,0.1559633027522936,0.36220472440944884,0.14173228346456693,3.439175257731959,,0.18285714285714286,0.08571428571428572,,2.0,,,,,4.0,,,,,,,,,,,True
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,1330.0,22,-2,40,39,9,6,5,79,1.0,3.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,4,,2.0,3.0,5.0,42,,,,,,,1.0,2.0,,,1.0,3.0,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,2.0,2.0,4,,4,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1,,,5.0,1.0,2.0,1.0,,,,,,,,,,,3.0,9,,,,,,,,,0.25,,0.5,0.16666666666666666,,0.5,0.3125,,0.5,0.3333333333333333,,,20.0,1.0,0.6666666666666666,,0.09523809523809523,,,,0.08695652173913043,,,,,,,,,0.2857142857142857,,,,,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,0.5,1.0,,,,,0.8333333333333334,,0.51135,,0.51485,0.2857142857142857,0.4,,0.6,2.175,26.450000000000003,0.225,,,,,,,,,,,,,,,,,,,True
