EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,LongMidRangePctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,on,Defensive 3 Seconds Violations
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,38083.0,635,56.0,1256,1263,402.0,317,165.0,2519,60.0,94.0,18.0,32.0,23.0,29.0,20.0,56.0,10.0,30.0,5.0,18.0,1.0,1.0,6.0,13.0,25.0,1.0,2.0,9.0,90.0,180.0,18.0,43.0,30.0,264.0,1440,21.0,42.0,2.0,5.0,47.0,34.0,53.0,3.0,15.0,13.0,90.0,114.0,66.0,54.0,30.0,1.0,24.0,13.0,13.0,11.0,12.0,23.0,7.0,5.0,8.0,2.0,1.0,58.0,7.0,37.0,2.0,26.0,84.0,21.0,131.0,46.0,177.0,7.0,21.0,16.0,5.0,12.0,4.0,8.0,9.0,2.0,4.0,1.0,1.0,21.0,2.0,3.0,29.0,47.0,1.0,39.0,5.0,15.0,7.0,26.0,14.0,3.0,9.0,26.0,15.0,90.0,402.0,3.0,0.6333333333333333,0.76,1.0,0.4186046511627907,0.2,0.42857142857142855,0.5,0.5,0.6415094339622641,0.5246636771300448,0.4772727272727273,0.5661764705882353,0.55,0.5108695652173914,0.6,0.19282511210762332,0.07222222222222222,0.10638297872340426,0.05357142857142857,18.037318590186594,0.5714285714285714,0.4375,0.05,0.18461538461538463,0.08685446009389672,0.18309859154929578,0.050724637681159424,0.18425460636515914,0.07801418439716312,0.12195121951219512,0.08955223880597014,0.0390625,0.0594059405940594,0.02702702702702703,0.14935064935064934,0.18791946308724833,0.21710526315789475,0.16346153846153846,0.23684210526315788,0.06930693069306931,0.5769230769230769,0.42152466367713004,0.6382978723404256,0.7142857142857143,0.65,0.25112107623318386,0.35714285714285715,0.37735849056603776,0.6,0.13452914798206278,0.3333333333333333,0.3333333333333333,0.6,0.08071748878923767,0.2777777777777778,0.2777777777777778,1.0,0.11210762331838565,0.52,0.52,1.0,0.7272727272727273,0.5625,0.1111111111111111,0.022727272727272728,0.022727272727272728,0.4264705882352941,0.7931034482758621,0.08823529411764706,0.16666666666666666,0.1323529411764706,0.2222222222222222,0.6143497757847534,0.5416666666666666,0.5245141891891891,0.5541918918918919,0.5341417910447761,0.06437768240343347,0.07894736842105263,0.17803030303030304,0.3409090909090909,5.687777777777779,24.786046511627905,0.3200636942675159,,,,,,,,,,,,,,,,,,True,
2047,1610612756,Quentin Richardson,Quentin Richardson,2047,PHX,30178.0,503,34.0,1009,1012,289.0,226,130.0,2021,22.0,43.0,4.0,8.0,3.0,7.0,3.0,7.0,1.0,12.0,3.0,6.0,,,,24.0,67.0,5.0,6.0,19.0,26.0,62.0,27.0,73.0,21.0,154.0,1148,4.0,8.0,5.0,5.0,22.0,5.0,13.0,6.0,19.0,10.0,38.0,20.0,32.0,69.0,4.0,,67.0,24.0,7.0,10.0,15.0,25.0,12.0,3.0,5.0,2.0,3.0,65.0,4.0,17.0,1.0,11.0,33.0,3.0,47.0,22.0,69.0,2.0,18.0,14.0,4.0,5.0,1.0,4.0,6.0,2.0,1.0,2.0,,11.0,1.0,5.0,28.0,48.0,1.0,34.0,2.0,12.0,6.0,3.0,3.0,,,3.0,2.0,38.0,289.0,6.0,0.38461538461538464,0.4166666666666667,0.8518518518518519,0.3698630136986301,0.3157894736842105,0.3698630136986301,0.41935483870967744,0.5,0.38461538461538464,0.4925925925925926,0.6538461538461539,0.4375,0.5099337748344371,0.6111111111111112,0.4634146341463415,0.5407407407407407,0.11290322580645161,0.13953488372093023,0.14285714285714285,13.989637305699482,0.45454545454545453,0.07894736842105263,0.03225806451612903,0.09348441926345609,0.0480225988700565,0.09734513274336283,0.03669724770642202,0.0944206008583691,0.04535637149028078,0.055944055944055944,0.027522935779816515,0.058823529411764705,0.0379746835443038,0.03333333333333333,0.05128205128205128,0.11818181818181818,0.1111111111111111,0.07142857142857142,0.1724137931034483,0.02702702702702703,0.6666666666666666,0.31851851851851853,0.5116279069767442,0.5945945945945946,0.36363636363636365,0.05185185185185185,0.42857142857142855,0.5,0.3333333333333333,0.08888888888888889,0.08333333333333333,0.08333333333333333,1.0,0.044444444444444446,0.5,0.5,1.0,0.4962962962962963,0.3582089552238806,0.3582089552238806,0.8333333333333334,0.6153846153846154,0.5,0.25,,0.38461538461538464,0.21875,0.42857142857142855,,,0.59375,0.3157894736842105,0.8592592592592593,0.3582089552238806,0.5390222222222222,0.5557090909090908,0.48478593749999993,0.08275862068965517,0.16666666666666666,0.14285714285714285,0.24675324675324675,4.580645161290323,25.143835616438356,0.28642220019821607,3.0,3.0,12.0,0.6,0.6,0.6666666666666666,,,,,,,,,,,,True,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,18274.0,305,67.0,588,598,214.0,137,76.0,1186,11.0,18.0,2.0,4.0,4.0,6.0,15.0,26.0,12.0,34.0,10.0,21.0,,4.0,7.0,9.0,13.0,1.0,2.0,4.0,38.0,78.0,19.0,34.0,23.0,156.0,661,3.0,8.0,1.0,2.0,11.0,15.0,27.0,6.0,11.0,8.0,56.0,16.0,60.0,54.0,2.0,1.0,12.0,9.0,3.0,16.0,11.0,27.0,9.0,2.0,12.0,1.0,3.0,65.0,3.0,3.0,,9.0,17.0,2.0,28.0,6.0,34.0,1.0,10.0,8.0,2.0,4.0,1.0,,4.0,2.0,4.0,,1.0,8.0,1.0,2.0,5.0,16.0,,32.0,4.0,13.0,5.0,3.0,2.0,,1.0,3.0,3.0,56.0,214.0,4.0,0.21052631578947367,0.21621621621621623,0.9473684210526315,0.5588235294117647,0.5454545454545454,0.5757575757575758,0.48717948717948717,0.375,0.5555555555555556,0.59375,0.5,0.631578947368421,0.6190476190476191,0.55,0.6363636363636364,0.30357142857142855,0.038461538461538464,0.1111111111111111,,19.910846953937593,0.5,0.08695652173913043,,0.07555555555555556,0.015625,0.13432835820895522,0.045454545454545456,0.08904109589041095,0.023255813953488372,,0.037037037037037035,0.013888888888888888,0.044444444444444446,0.047619047619047616,0.04819277108433735,0.0625,0.12903225806451613,0.16666666666666666,0.05263157894736842,0.02,1.0,0.16071428571428573,0.6111111111111112,0.6875,0.45454545454545453,0.23214285714285715,0.5769230769230769,0.5769230769230769,0.2,0.30357142857142855,0.35294117647058826,0.36363636363636365,,0.1875,0.47619047619047616,0.47619047619047616,0.9,0.11607142857142858,0.6923076923076923,0.6923076923076923,1.0,0.4444444444444444,0.5,0.5,,0.1111111111111111,0.15789473684210525,0.6666666666666666,0.18421052631578946,0.5714285714285714,0.10526315789473684,0.5,0.4642857142857143,0.75,0.4793572072072072,0.49597500000000005,0.45883918918918914,0.10743801652892562,0.14942528735632185,0.07051282051282051,0.358974358974359,10.637179487179488,24.764705882352942,0.36394557823129253,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.029411764705882353,,,,,,,,,,True,
2212,1610612756,Steven Hunter,Steven Hunter,2212,PHX,8537.0,142,34.0,261,274,85.0,96,40.0,535,16.0,24.0,5.0,10.0,7.0,9.0,2.0,8.0,,1.0,,,,,,,,,,,18.0,33.0,,,11.0,47.0,284,5.0,11.0,,5.0,15.0,7.0,10.0,,,1.0,15.0,24.0,12.0,,10.0,,,,6.0,1.0,,1.0,,,1.0,,,2.0,3.0,10.0,,3.0,8.0,3.0,14.0,13.0,27.0,2.0,1.0,1.0,,5.0,,1.0,2.0,1.0,4.0,,,7.0,1.0,1.0,9.0,16.0,1.0,18.0,,8.0,1.0,13.0,8.0,,5.0,13.0,5.0,15.0,85.0,2.0,0.6666666666666666,0.9230769230769231,,,,,0.5454545454545454,0.45454545454545453,0.7,0.5454545454545454,0.45454545454545453,0.7,0.5595238095238095,0.5357142857142857,0.625,,0.18181818181818182,0.125,0.375,15.909090909090908,0.7142857142857143,0.23076923076923078,,0.06956521739130435,0.09900990099009901,0.08823529411764706,0.1111111111111111,0.0738255033557047,0.1015625,0.10344827586206896,0.09090909090909091,0.10714285714285714,0.14285714285714285,,0.07317073170731707,,0.16129032258064516,0.13043478260869565,,0.2222222222222222,0.38461538461538464,0.7272727272727273,0.6666666666666666,0.7619047619047619,0.6875,0.24242424242424243,0.25,0.4,0.5,0.030303030303030304,,,,,,,,,,,,0.9090909090909091,0.5,,,,0.9,0.7777777777777778,,,,,0.7272727272727273,,0.5474939393939395,0.5628299999999999,0.62978,0.1951219512195122,0.1951219512195122,0.3191489361702128,0.3191489361702128,2.8696969696969696,,0.32567049808429116,,,,,,,3.0,,2.0,,,,,,,,,True,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,5557.0,93,-27.0,184,182,80.0,82,27.0,366,4.0,11.0,,,,2.0,1.0,2.0,1.0,6.0,,1.0,1.0,,1.0,1.0,5.0,1.0,,3.0,6.0,19.0,1.0,6.0,2.0,17.0,217,,,2.0,,,1.0,6.0,,4.0,2.0,4.0,4.0,8.0,3.0,,1.0,4.0,1.0,1.0,6.0,3.0,9.0,1.0,2.0,6.0,,,21.0,1.0,3.0,,4.0,6.0,,10.0,4.0,14.0,1.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,,,,3.0,1.0,3.0,1.0,7.0,,4.0,,2.0,,,,,,,,4.0,80.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,0.2,0.3157894736842105,,0.16666666666666666,0.3,,0.1,0.3148148148148148,,0.16666666666666666,0.24,0.05263157894736842,0.09090909090909091,,13.698630136986301,0.6666666666666666,,,0.08823529411764706,0.04285714285714286,0.23529411764705882,0.04,0.11764705882352941,0.042105263157894736,,0.05555555555555555,0.08333333333333333,0.05263157894736842,,0.14814814814814814,0.0625,0.04,0.25,0.2,0.0625,,0.44,0.36363636363636365,0.4,0.25,0.08,0.5,0.5,,0.24,0.16666666666666666,0.16666666666666666,1.0,0.04,,,,0.2,0.2,0.2,1.0,,,,0.5,0.5,0.2,,0.1,,0.3,,0.68,0.25,0.49444375000000007,0.51915,0.4522666666666667,0.07407407407407407,0.09523809523809523,,0.23529411764705882,7.315789473684211,29.416666666666668,0.43478260869565216,,,,,,,,,,,,,,,,,,True,
754,1610612756,Jim Jackson,Jim Jackson,754,PHX,23917.0,399,31.0,780,790,253.0,203,110.0,1570,10.0,23.0,3.0,8.0,3.0,4.0,8.0,13.0,11.0,24.0,12.0,22.0,2.0,4.0,9.0,16.0,30.0,2.0,5.0,11.0,29.0,60.0,28.0,52.0,7.0,149.0,909,6.0,12.0,4.0,,21.0,7.0,12.0,9.0,20.0,3.0,44.0,18.0,40.0,84.0,10.0,,30.0,16.0,7.0,12.0,6.0,18.0,2.0,4.0,7.0,4.0,1.0,42.0,1.0,11.0,,6.0,33.0,1.0,40.0,12.0,52.0,4.0,8.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,,1.0,,7.0,,3.0,18.0,36.0,1.0,8.0,1.0,2.0,2.0,8.0,7.0,,1.0,8.0,6.0,44.0,253.0,8.0,0.3103448275862069,0.375,1.0,0.5384615384615384,0.45,0.5384615384615384,0.48333333333333334,0.5,0.5833333333333334,0.6339285714285714,0.65625,0.640625,0.6434782608695652,0.65625,0.6470588235294118,0.4642857142857143,0.11666666666666667,0.17391304347826086,0.15384615384615385,13.377192982456142,0.42857142857142855,0.03125,,0.11619718309859155,0.04044117647058824,0.06741573033707865,0.012048192771084338,0.10455764075067024,0.03380281690140845,0.08823529411764706,,0.025974025974025976,0.015873015873015872,,0.0989010989010989,0.1590909090909091,0.09523809523809523,0.08955223880597014,,0.0851063829787234,0.75,0.20535714285714285,0.43478260869565216,0.5263157894736842,0.2,0.11607142857142858,0.6153846153846154,0.7272727272727273,0.125,0.21428571428571427,0.4583333333333333,0.4782608695652174,0.5454545454545454,0.19642857142857142,0.5454545454545454,0.5454545454545454,1.0,0.26785714285714285,0.5333333333333333,0.5333333333333333,1.0,0.5,0.375,,0.125,0.125,0.125,0.75,0.28125,0.4444444444444444,0.34375,0.45454545454545453,0.6696428571428571,0.5333333333333333,0.5036714285714285,0.5099400000000001,0.49640156250000006,0.017699115044247787,0.03278688524590164,0.14093959731543623,0.2953020134228188,9.666666666666666,24.321153846153848,0.3243589743589744,1.0,3.0,,0.75,0.5,1.0,2.0,0.041666666666666664,,2.0,1.0,1.0,1.0,,,,,True,
959,1610612756,Steve Nash,Steve Nash,959,PHX,32881.0,548,50.0,1102,1099,352.0,284,136.0,2201,31.0,51.0,1.0,4.0,12.0,15.0,33.0,67.0,43.0,78.0,2.0,2.0,,1.0,1.0,17.0,47.0,5.0,6.0,19.0,107.0,196.0,19.0,49.0,54.0,325.0,1266,3.0,11.0,5.0,5.0,20.0,34.0,57.0,7.0,20.0,35.0,124.0,6.0,208.0,30.0,2.0,3.0,44.0,17.0,6.0,106.0,46.0,152.0,33.0,13.0,65.0,23.0,18.0,350.0,4.0,4.0,,18.0,36.0,3.0,57.0,8.0,65.0,2.0,12.0,9.0,3.0,40.0,11.0,34.0,20.0,3.0,6.0,,1.0,60.0,2.0,19.0,10.0,32.0,4.0,59.0,4.0,15.0,13.0,2.0,2.0,,,2.0,2.0,124.0,352.0,6.0,0.028037383177570093,0.02830188679245283,0.5263157894736842,0.3877551020408163,0.35,0.41304347826086957,0.5459183673469388,0.2727272727272727,0.5964912280701754,0.5530612244897959,0.46875,0.577922077922078,0.5929368029739777,0.5263157894736842,0.6436170212765957,0.2,0.030612244897959183,0.0196078431372549,0.05970149253731343,26.215139442231074,0.6666666666666666,0.07142857142857142,,0.09350649350649351,0.011267605633802818,0.14285714285714285,0.03333333333333333,0.10567514677103718,0.016842105263157894,,0.008695652173913044,0.02912621359223301,0.03409090909090909,0.03125,0.06976744186046512,0.05384615384615385,0.15873015873015872,0.13186813186813187,0.17142857142857143,0.01834862385321101,1.0,0.20816326530612245,0.6078431372549019,0.62,0.03225806451612903,0.27346938775510204,0.4925373134328358,0.5238095238095238,0.06060606060606061,0.3183673469387755,0.5512820512820513,0.5584415584415584,,0.00816326530612245,1.0,1.0,0.5,0.19183673469387755,0.3617021276595745,0.3617021276595745,0.5294117647058824,0.25,0.25,,,0.3125,0.19480519480519481,0.8,0.012987012987012988,1.0,0.24675324675324675,0.3157894736842105,0.40816326530612246,0.38636363636363635,0.4657561983471074,0.4707923076923076,0.4597779999999999,0.05859375,0.07246376811594203,0.06153846153846154,0.38153846153846155,10.118367346938774,26.471428571428575,0.3194192377495463,3.0,3.0,27.0,0.6,0.6,0.6666666666666666,1.0,0.01282051282051282,,,7.0,,,,,,,True,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,31196.0,520,16.0,1034,1034,306.0,215,132.0,2068,84.0,138.0,21.0,33.0,26.0,39.0,26.0,62.0,15.0,37.0,,,,,,,3.0,,,3.0,125.0,237.0,,3.0,134.0,384.0,1206,23.0,41.0,,23.0,69.0,32.0,59.0,,3.0,46.0,110.0,146.0,104.0,,36.0,1.0,2.0,,22.0,12.0,5.0,17.0,4.0,1.0,8.0,4.0,,39.0,9.0,48.0,1.0,13.0,60.0,6.0,79.0,58.0,137.0,17.0,8.0,6.0,2.0,19.0,1.0,5.0,23.0,5.0,14.0,1.0,5.0,42.0,2.0,14.0,29.0,55.0,9.0,167.0,13.0,82.0,8.0,26.0,18.0,1.0,7.0,27.0,15.0,110.0,306.0,5.0,0.584,0.6822429906542056,,,,,0.5274261603375527,0.5609756097560976,0.5423728813559322,0.5208333333333334,0.5609756097560976,0.5161290322580645,0.6056782334384858,0.6388888888888888,0.6179775280898876,0.0125,0.09282700421940929,0.13043478260869565,0.06451612903225806,30.29535864978903,0.4523809523809524,0.17647058823529413,0.030303030303030304,0.16574585635359115,0.142433234421365,0.11206896551724138,0.0782608695652174,0.15271966527196654,0.1261061946902655,0.1897810218978102,0.14285714285714285,0.0784313725490196,0.08333333333333333,0.06451612903225806,0.15384615384615385,0.2,0.144,0.12643678160919541,0.06896551724137931,0.18478260869565216,0.5555555555555556,0.575,0.6086956521739131,0.7,0.5357142857142857,0.25833333333333336,0.41935483870967744,0.4482758620689655,0.6153846153846154,0.15416666666666667,0.40540540540540543,0.40540540540540543,0.8,,,,,0.0125,,,,0.8048780487804879,0.6363636363636364,0.14285714285714285,,,0.6290322580645161,0.6666666666666666,,,0.04838709677419355,,0.5875,,0.5037031380753137,0.5384972972972972,0.5165073770491804,0.26537216828478966,0.2679738562091503,0.1796875,0.2864583333333333,4.9493670886075956,33.06666666666667,0.29593810444874274,,,,,,,5.0,,7.0,,,,,1.0,1.0,1.0,1.0,True,
962,1610612756,Walter McCarty,Walter McCarty,962,PHX,1792.0,30,19.0,66,63,29.0,25,9.0,129,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,3.0,,1.0,,,69,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,,,5.0,6.0,,2.0,,,1.0,1.0,1.0,,,1.0,,,29.0,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,0.5,,6.41025641025641,,,,0.17857142857142858,,,,0.14705882352941177,,,,,,,0.36363636363636365,0.1111111111111111,,,,,,0.5,,,,0.25,,,,,,,,,,,,0.25,,,,,,,,,0.5,,,,0.5,,0.75,,0.5224625,,0.560075,,,,,2.2666666666666666,25.5,0.4393939393939394,,,,,,,,,,,,,,,,,,True,
2047,1610612756,Quentin Richardson,Quentin Richardson,2047,PHX,3618.0,60,8.0,113,109,7.0,13,7.0,222,4.0,6.0,1.0,2.0,,,,4.0,,,2.0,3.0,,,,3.0,6.0,,,,4.0,10.0,5.0,9.0,2.0,25.0,117,1.0,2.0,,,2.0,,,,,,,4.0,4.0,15.0,2.0,,6.0,3.0,,,,,,,,,,,,2.0,,2.0,4.0,,6.0,2.0,8.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,,4.0,,,2.0,5.0,1.0,2.0,,1.0,,,,,,,,,7.0,,0.5,0.6666666666666666,1.0,0.5555555555555556,,0.5555555555555556,0.4,0.5,,0.6052631578947368,0.5,,0.625,0.5,,0.47368421052631576,,,,19.834710743801654,0.25,,,0.08333333333333333,0.0625,0.1111111111111111,,0.09090909090909091,0.05,0.07692307692307693,0.1,,,,0.058823529411764705,0.16666666666666666,0.05263157894736842,,0.3333333333333333,0.2,,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.5,0.21052631578947367,,,,,,,,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.3157894736842105,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,0.7894736842105263,0.5,0.5343131578947369,0.57085,,0.05,0.09090909090909091,0.08,,2.7,24.822222222222223,0.061946902654867256,,,,,,,,,,,,,,,,,,False,
