EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Arc3Assists,FTDefRebounds,LostBallSteals,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,PenaltyArc3FGM,Corner3Assists,BadPassOutOfBoundsTurnovers,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,on,Blocked3s,BlockedArc3
1444,1610612741,Lawrence Funderburke,Lawrence Funderburke,1444,CHI,565.0,9,-6.0,20,20,8,7,40,1.0,2.0,1.0,2.0,2.0,25,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8,1.0,1.0,0.5,0.5,0.5,0.5,0.5,10.0,0.16666666666666666,0.125,0.2,1.0,0.5,1.0,1.0,1.0,0.56685,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,2123.0,35,20.0,73,72,21,34,145,,5.0,1.0,6.0,14.0,71,2.0,2.0,1.0,3.0,4.0,,,,21,1.0,1.0,0.16666666666666666,0.4230769230769231,0.4642857142857143,0.3333333333333333,0.4,18.51851851851852,0.041666666666666664,0.09375,0.06666666666666667,0.38461538461538464,,,,0.9230769230769231,0.5444153846153845,2.9333333333333336,0.2876712328767123,7.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,7.0,3.0,1.0,2.0,9.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.5384615384615384,1.0,0.04,0.25,0.03125,0.1,0.2857142857142857,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.5,0.5,1.0,1.0,1.0,0.5,0.5882,0.07142857142857142,0.14285714285714285,25.228571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,1820.0,30,8.0,61,62,17,28,123,1.0,3.0,5.0,13.0,12.0,64,4.0,1.0,4.0,6.0,8.0,2.0,5.0,,17,0.4,0.4,0.38461538461538464,0.38461538461538464,0.42857142857142855,0.07692307692307693,0.3333333333333333,20.547945205479454,0.19047619047619047,0.13793103448275862,0.1111111111111111,0.23076923076923078,0.3333333333333333,0.5,,0.23076923076923078,0.42207692307692307,9.707692307692307,0.2786885245901639,10.0,1.0,,,3.0,,,,,,,2.0,2.0,1.0,,,,2.0,3.0,1.0,1.0,7.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,0.06896551724137931,,0.06060606060606061,0.08333333333333333,,0.23076923076923078,,,,,,,,,,,,0.5,,,0.3533,,,,4.0,7.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,0.5,0.5,0.4,0.07692307692307693,0.16666666666666666,0.3333333333333333,0.5384615384615384,0.5714285714285714,0.5714285714285714,0.5,0.51695,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,2390.0,40,3.0,81,82,41,40,163,,,4.0,11.0,21.0,91,6.0,,2.0,3.0,4.0,4.0,7.0,,41,0.75,0.75,0.36363636363636365,0.4,0.40384615384615385,,,29.292929292929294,0.07692307692307693,0.08108108108108109,0.125,,,,,0.56,0.45136875000000004,17.527272727272727,0.5061728395061729,14.0,,,4.0,9.0,1.0,3.0,3.0,11.0,4.0,14.0,1.0,,4.0,9.0,10.0,3.0,6.0,7.0,1.0,3.0,15.0,,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,,,,0.75,0.2857142857142857,0.3076923076923077,0.56,0.6666666666666666,,0.09090909090909091,0.024390243902439025,,0.125,0.36,0.4444444444444444,0.4444444444444444,0.75,0.12,0.3333333333333333,0.5,1.0,0.44,0.2727272727272727,0.3,0.6666666666666666,,,0.3,0.44624375,,,27.0,,2.0,,,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,3.0,2.0,,,,0.15,,,,,0.08,,,,0.51195,,0.14285714285714285,1.0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.25,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.08333333333333333,0.25,0.5,0.5,0.1111111111111111,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,11921.0,199,-20.0,392,394,112,139,786,9.0,17.0,21.0,50.0,77.0,425,24.0,7.0,28.0,41.0,49.0,10.0,20.0,1.0,112,0.5714285714285714,0.6,0.42,0.44776119402985076,0.4935897435897436,0.14,0.17647058823529413,19.181034482758623,0.1891891891891892,0.18324607329842932,0.18309859154929578,0.2537313432835821,0.5294117647058824,0.6428571428571429,0.5555555555555556,0.5074626865671642,0.4854052238805971,10.011999999999999,0.2857142857142857,57.0,6.0,1.0,7.0,22.0,5.0,10.0,1.0,7.0,6.0,17.0,17.0,11.0,7.0,18.0,7.0,1.0,10.0,14.0,5.0,2.0,32.0,6.0,7.0,8.0,1.0,1.0,6.0,5.0,11.0,3.0,23.0,,9.0,6.0,2.0,6.0,1.0,0.35294117647058826,0.35294117647058826,0.2537313432835821,0.5454545454545454,0.040268456375838924,0.16279069767441862,0.039603960396039604,0.05357142857142857,0.13513513513513514,0.3283582089552239,0.3181818181818182,0.3333333333333333,0.7142857142857143,0.14925373134328357,0.5,0.5,1.0,0.1044776119402985,0.14285714285714285,0.14285714285714285,1.0,0.42857142857142855,0.07692307692307693,0.14285714285714285,0.45394615384615383,0.12,0.15517241379310345,24.676470588235293,5.0,11.0,4.0,13.0,5.0,14.0,18.0,4.0,4.0,6.0,,3.0,14.0,5.0,0.36363636363636365,0.39285714285714285,0.43333333333333335,0.4117647058823529,0.4,0.017241379310344827,0.18421052631578946,0.20512820512820512,0.16417910447761194,0.45454545454545453,0.625,0.4,0.5135458333333333,0.16883116883116883,0.18181818181818182,,3.0,3.0,3.0,3.0,3.0,6.0,,,,3.0,2.0,5.0,1.0,1.0,0.42857142857142855,0.34615384615384615,,,,0.03773584905660377,,,0.21428571428571427,0.23076923076923078,0.23076923076923078,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,0.3333333333333333,0.16666666666666666,0.2727272727272727,0.045454545454545456,0.05714285714285714,0.05128205128205128,0.3333333333333333,0.030303030303030304,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,True,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,5867.0,98,7.0,196,201,63,88,397,10.0,23.0,10.0,27.0,33.0,192,8.0,3.0,9.0,18.0,35.0,9.0,16.0,,63,0.4,0.6666666666666666,0.37037037037037035,0.37037037037037035,0.4583333333333333,0.1111111111111111,0.13043478260869565,17.872340425531913,0.1111111111111111,0.14953271028037382,0.15789473684210525,0.8518518518518519,0.43478260869565216,0.5,0.4,0.8518518518518519,0.512137037037037,2.5259259259259257,0.32142857142857145,31.0,12.0,13.0,,2.0,,,,,,,13.0,13.0,14.0,,,,3.0,4.0,1.0,1.0,9.0,15.0,7.0,17.0,1.0,,2.0,,6.0,2.0,20.0,,8.0,9.0,,9.0,,,,,0.3333333333333333,0.19230769230769232,0.2692307692307692,0.1509433962264151,0.2647058823529412,0.2727272727272727,0.07407407407407407,,,,,,,,,,,,0.9230769230769231,0.9285714285714286,,0.48765714285714284,0.24242424242424243,0.24242424242424243,,,2.0,6.0,12.0,4.0,12.0,12.0,1.0,1.0,2.0,1.0,3.0,12.0,2.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.2222222222222222,0.1724137931034483,0.1111111111111111,0.04,0.07407407407407407,,,,0.5719583333333335,0.36363636363636365,0.36363636363636365,,,,,,4.0,,,,,1.0,1.0,4.0,2.0,3.0,0.2857142857142857,0.2857142857142857,,,,0.03571428571428571,,,,,,6.0,4.0,,,,,,8.0,2.0,,1.0,,2.0,4.0,5.0,4.0,,,,,0.06666666666666667,0.047619047619047616,0.25,0.14285714285714285,0.4444444444444444,0.5,,,,0.3076923076923077,,1.0,1.0,0.1,,,,,,,,True,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,9510.0,158,-32.0,309,310,75,98,619,11.0,22.0,22.0,49.0,91.0,336,20.0,7.0,9.0,11.0,14.0,6.0,16.0,,75,0.45454545454545453,0.45454545454545453,0.4489795918367347,0.5422535211267606,0.569620253164557,0.14285714285714285,0.13636363636363635,24.390243902439025,0.0743801652892562,0.06493506493506493,0.13559322033898305,0.30985915492957744,0.5,0.5789473684210527,0.2727272727272727,0.6197183098591549,0.49857253521126743,8.708163265306123,0.24271844660194175,48.0,,6.0,7.0,17.0,1.0,3.0,10.0,19.0,11.0,22.0,14.0,4.0,13.0,18.0,19.0,10.0,19.0,27.0,8.0,7.0,62.0,1.0,1.0,3.0,9.0,5.0,7.0,6.0,11.0,3.0,20.0,1.0,9.0,2.0,1.0,2.0,0.5454545454545454,0.5,0.5,0.30985915492957744,0.6363636363636364,0.008333333333333333,0.030303030303030304,0.012121212121212121,0.021739130434782608,0.03571428571428571,0.23943661971830985,0.4117647058823529,0.4375,0.7142857142857143,0.04225352112676056,0.3333333333333333,0.5,1.0,0.2676056338028169,0.5263157894736842,0.5263157894736842,0.5,,0.35294117647058826,0.5263157894736842,0.5065823529411765,0.11688311688311688,0.16363636363636364,25.781818181818178,4.0,10.0,3.0,10.0,3.0,23.0,24.0,8.0,3.0,1.0,4.0,2.0,23.0,2.0,0.75,0.6428571428571429,0.625,0.575,0.09090909090909091,,0.03225806451612903,,0.14084507042253522,0.4,0.5714285714285714,0.5,0.43599999999999994,0.10989010989010989,0.25274725274725274,,,3.0,4.0,3.0,7.0,4.0,15.0,,1.0,4.0,1.0,4.0,1.0,3.0,0.5384615384615384,0.5882352941176471,0.045454545454545456,0.3333333333333333,,0.022222222222222223,,,0.42857142857142855,,0.23529411764705882,,5.0,,1.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,,,0.3333333333333333,0.5,0.3,0.058823529411764705,,0.030303030303030304,,,,,,0.3333333333333333,1.0,0.8333333333333334,,1.0,,0.07142857142857142,2.0,5.0,1.0,0.5,,,,True,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,5895.0,98,,196,197,71,77,393,5.0,8.0,17.0,33.0,57.0,208,22.0,2.0,8.0,9.0,11.0,5.0,10.0,,71,0.6470588235294118,0.6470588235294118,0.5151515151515151,0.5227272727272727,0.56,0.06060606060606061,,25.438596491228072,0.1038961038961039,0.09183673469387756,0.1,0.18181818181818182,0.625,0.625,0.6,0.4318181818181818,0.4708159090909092,11.884848484848485,0.3622448979591837,26.0,,4.0,9.0,18.0,,3.0,4.0,8.0,4.0,11.0,11.0,2.0,12.0,9.0,8.0,4.0,5.0,7.0,3.0,2.0,16.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,8.0,6.0,16.0,2.0,5.0,2.0,,2.0,0.75,0.36363636363636365,0.36363636363636365,0.25,0.25,0.012987012987012988,0.047619047619047616,0.019230769230769232,,0.05,0.4090909090909091,0.5,0.5,0.7777777777777778,0.06818181818181818,,,,0.18181818181818182,0.5,0.5,0.75,,0.2857142857142857,0.5,0.47687857142857143,0.12244897959183673,0.13513513513513514,25.19090909090909,3.0,7.0,1.0,3.0,3.0,17.0,12.0,2.0,1.0,,2.0,1.0,17.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,,0.03571428571428571,0.09090909090909091,0.12,0.1590909090909091,0.42857142857142855,0.6,0.3333333333333333,0.4879166666666667,0.05263157894736842,0.2982456140350877,,1.0,1.0,1.0,1.0,7.0,2.0,3.0,,,,1.0,6.0,,,0.5833333333333334,0.5,,,,0.037037037037037035,,,0.3333333333333333,0.07142857142857142,0.07142857142857142,,3.0,,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,0.2857142857142857,,,0.05,,0.047619047619047616,0.5,,,,,0.75,,,,,,1.0,2.0,,1.0,0.08333333333333333,,True,,
213,1610612741,Antonio Davis,Antonio Davis,213,CHI,7200.0,120,-8.0,234,231,72,71,465,9.0,14.0,16.0,33.0,46.0,249,26.0,,11.0,16.0,27.0,8.0,18.0,1.0,72,0.8125,1.0,0.48484848484848486,0.48484848484848486,0.5609756097560976,,,16.60649819494585,0.11956521739130435,0.12931034482758622,0.1276595744680851,0.42424242424242425,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.42424242424242425,0.483730303030303,8.493939393939394,0.3076923076923077,35.0,6.0,4.0,5.0,13.0,,,,,,,14.0,8.0,11.0,,,,8.0,9.0,3.0,3.0,19.0,6.0,4.0,11.0,2.0,2.0,2.0,,5.0,1.0,17.0,,6.0,3.0,1.0,3.0,,,,,0.4,0.06896551724137931,0.16666666666666666,0.09243697478991597,0.07142857142857142,0.14285714285714285,0.3939393939393939,0.38461538461538464,0.38461538461538464,1.0,,,,,,,,,0.75,0.36363636363636365,,0.4924272727272727,0.15789473684210525,0.15789473684210525,,2.0,6.0,6.0,13.0,9.0,21.0,6.0,1.0,1.0,1.0,,3.0,21.0,1.0,0.75,0.75,0.7222222222222222,0.65625,0.2,0.08108108108108109,0.08695652173913043,0.13636363636363635,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.5752857142857143,0.2826086956521739,0.45652173913043476,,,,,,6.0,,,,,2.0,5.0,3.0,2.0,3.0,0.5454545454545454,0.5454545454545454,,,,0.15625,0.375,,,,,5.0,4.0,,,,1.0,,6.0,,,,,1.0,1.0,1.0,1.0,,,,,0.045454545454545456,0.08333333333333333,0.3333333333333333,,0.3333333333333333,0.8333333333333334,0.4,,,1.0,,,,,,,,,,,,True,,
970,1610612741,Othella Harrington,Othella Harrington,970,CHI,5083.0,85,-45.0,159,162,22,34,321,5.0,11.0,15.0,31.0,36.0,204,22.0,3.0,6.0,7.0,11.0,7.0,17.0,3.0,22,0.7333333333333333,0.7333333333333333,0.4838709677419355,0.4838709677419355,0.5,0.0967741935483871,0.18181818181818182,22.05128205128205,0.10909090909090909,0.09859154929577464,0.04,0.3548387096774194,0.45454545454545453,0.5555555555555556,0.8,0.3548387096774194,0.4504903225806452,7.154838709677421,0.13836477987421383,27.0,4.0,2.0,,5.0,,,,,,,6.0,5.0,3.0,,,,3.0,3.0,1.0,1.0,6.0,4.0,1.0,4.0,1.0,,2.0,,7.0,,11.0,,5.0,,,,,,,,0.2857142857142857,0.06557377049180328,0.0625,0.04878048780487805,0.1111111111111111,0.07692307692307693,0.16129032258064516,,,,,,,,,,,,0.8,0.6666666666666666,,0.5539000000000001,0.14285714285714285,0.14285714285714285,,10.0,15.0,2.0,6.0,2.0,6.0,8.0,,,,1.0,1.0,6.0,1.0,0.4,0.4,0.42857142857142855,0.75,,0.08333333333333333,0.26666666666666666,0.06666666666666667,0.4838709677419355,0.6666666666666666,0.7142857142857143,0.7,0.5806,0.16666666666666666,0.16666666666666666,,,,,,2.0,,,,,1.0,,5.0,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,2.0,1.0,,,,2.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,0.06666666666666667,,,,,0.16666666666666666,,0.5,0.5,,,0.5,,,,,,,,,,,1.0,True,,
