EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,LongMidRangePctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,on
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,31196.0,520,16.0,1034,1034,306.0,215,132.0,2068,47.0,75.0,11.0,23.0,17.0,21.0,17.0,41.0,7.0,25.0,5.0,18.0,1.0,1.0,6.0,10.0,19.0,1.0,2.0,8.0,71.0,141,15.0,37.0,15.0,202.0,1206,14.0,32.0,2.0,3.0,31.0,25.0,37.0,3.0,14.0,7.0,66.0,94.0,48.0,45.0,20.0,19.0,10.0,12.0,10.0,9.0,19.0,6.0,3.0,7.0,2.0,1.0,47.0,5.0,28.0,2.0,22.0,61.0,15.0,98.0,35.0,133.0,6.0,16.0,12.0,4.0,11.0,4.0,8.0,8.0,1.0,3.0,1.0,1.0,19.0,2.0,3.0,27.0,44.0,1.0,20.0,4.0,8.0,4.0,23.0,13.0,3.0,7.0,23.0,15.0,66.0,306.0,2.0,0.6619718309859155,0.7704918032786885,1.0,0.40540540540540543,0.21428571428571427,0.40540540540540543,0.5035460992907801,0.4375,0.6756756756756757,0.5252808988764045,0.4117647058823529,0.5784313725490197,0.543010752688172,0.44285714285714284,0.6111111111111112,0.20786516853932585,0.0851063829787234,0.12,0.07317073170731707,17.29957805907173,0.5789473684210527,0.4411764705882353,0.06060606060606061,0.1685082872928177,0.0830860534124629,0.1896551724137931,0.043478260869565216,0.17364016736401675,0.07300884955752213,0.11678832116788321,0.08163265306122448,0.0392156862745098,0.047619047619047616,0.03225806451612903,0.15384615384615385,0.18333333333333332,0.168,0.1724137931034483,0.2413793103448276,0.075,0.6521739130434783,0.42134831460674155,0.6266666666666667,0.7121212121212122,0.6808510638297872,0.2303370786516854,0.4146341463414634,0.4473684210526316,0.6470588235294118,0.1404494382022472,0.28,0.28,0.5714285714285714,0.10112359550561797,0.2777777777777778,0.2777777777777778,1.0,0.10674157303370786,0.5263157894736842,0.5263157894736842,1.0,0.6764705882352942,0.4782608695652174,0.09090909090909091,0.029411764705882353,0.029411764705882353,0.4117647058823529,0.8095238095238095,0.11764705882352941,0.16666666666666666,0.1568627450980392,0.25,0.6292134831460674,0.5263157894736842,0.5307542134831461,0.5444714285714285,0.5475901960784314,0.04395604395604396,0.05517241379310345,0.15346534653465346,0.32673267326732675,5.642553191489362,24.283783783783782,0.29593810444874274,,,,,,,,,,,,,,,,,,,,True
2047,1610612756,Quentin Richardson,Quentin Richardson,2047,PHX,29321.0,489,14.0,974,964,235.0,179,114.0,1938,20.0,38.0,4.0,8.0,1.0,2.0,3.0,10.0,1.0,9.0,4.0,7.0,,,,25.0,67.0,4.0,4.0,15.0,24.0,57,29.0,74.0,16.0,151.0,1119,4.0,8.0,4.0,4.0,18.0,3.0,7.0,4.0,15.0,4.0,22.0,22.0,26.0,75.0,4.0,67.0,25.0,5.0,8.0,15.0,23.0,12.0,3.0,4.0,2.0,2.0,61.0,4.0,15.0,1.0,9.0,30.0,1.0,40.0,20.0,60.0,2.0,18.0,14.0,4.0,5.0,1.0,5.0,5.0,,,3.0,,10.0,,2.0,26.0,45.0,1.0,26.0,2.0,11.0,3.0,2.0,2.0,,,2.0,1.0,22.0,235.0,5.0,0.4583333333333333,0.5,0.8620689655172413,0.3918918918918919,0.26666666666666666,0.3918918918918919,0.42105263157894735,0.5,0.42857142857142855,0.5152671755725191,0.5833333333333334,0.4090909090909091,0.527972027972028,0.5625,0.4074074074074074,0.5648854961832062,0.08771929824561403,0.10526315789473684,0.1,13.883847549909257,0.5,0.037037037037037035,0.037037037037037035,0.08875739644970414,0.046583850931677016,0.08108108108108109,0.039603960396039604,0.08685968819599109,0.04491725768321513,0.03787878787878788,0.043478260869565216,0.061224489795918366,0.04054054054054054,0.037037037037037035,0.046296296296296294,0.11428571428571428,0.104,0.060240963855421686,0.14285714285714285,0.027777777777777776,0.5,0.2900763358778626,0.5263157894736842,0.5882352941176471,0.45,0.07633587786259542,0.3,0.3333333333333333,0.3333333333333333,0.06870229007633588,0.1111111111111111,0.1111111111111111,1.0,0.05343511450381679,0.5714285714285714,0.5714285714285714,1.0,0.5114503816793893,0.373134328358209,0.373134328358209,0.84,0.6666666666666666,0.5,0.25,,0.3333333333333333,0.09090909090909091,0.5,,,0.6818181818181818,0.26666666666666666,0.8549618320610687,0.373134328358209,0.5408564885496183,0.5626545454545454,0.4734772727272727,0.07857142857142857,0.16666666666666666,0.11920529801324503,0.1456953642384106,4.391228070175439,25.108108108108112,0.24127310061601642,2.0,2.0,12.0,0.5,0.5,0.5,,,,,,,,,,,,,,True
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,17370.0,290,37.0,557,562,168.0,93,71.0,1119,12.0,20.0,3.0,5.0,4.0,5.0,15.0,23.0,10.0,27.0,9.0,18.0,,3.0,6.0,7.0,11.0,1.0,,1.0,37.0,70,16.0,29.0,20.0,142.0,635,3.0,8.0,1.0,2.0,11.0,13.0,20.0,3.0,7.0,7.0,42.0,16.0,58.0,45.0,4.0,11.0,7.0,2.0,10.0,9.0,19.0,7.0,2.0,8.0,1.0,1.0,47.0,2.0,3.0,,7.0,15.0,2.0,24.0,5.0,29.0,1.0,9.0,7.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,,6.0,,2.0,6.0,15.0,,27.0,3.0,11.0,4.0,2.0,,,2.0,2.0,2.0,42.0,168.0,4.0,0.21621621621621623,0.22857142857142856,0.9375,0.5517241379310345,0.42857142857142855,0.5517241379310345,0.5285714285714286,0.375,0.65,0.6161616161616161,0.5,0.6481481481481481,0.6396396396396397,0.55,0.65625,0.29292929292929293,0.02857142857142857,0.05,,18.454258675078865,0.5,0.10526315789473684,,0.07614213197969544,0.016853932584269662,0.1044776119402985,0.03278688524590164,0.08333333333333333,0.02092050209205021,0.014925373134328358,0.020833333333333332,0.015873015873015872,0.024390243902439025,0.05,0.03076923076923077,0.07042253521126761,0.13114754098360656,0.14,,0.023255813953488372,1.0,0.20202020202020202,0.6,0.631578947368421,0.4166666666666667,0.23232323232323232,0.6521739130434783,0.6521739130434783,0.2,0.2727272727272727,0.37037037037037035,0.38461538461538464,,0.18181818181818182,0.5,0.5,0.8888888888888888,0.1111111111111111,0.6363636363636364,0.6363636363636364,1.0,0.5555555555555556,0.6,0.3333333333333333,,0.1111111111111111,0.18518518518518517,0.8,0.2222222222222222,0.5,0.037037037037037035,,0.494949494949495,0.6363636363636364,0.48927828282828284,0.48612142857142865,0.4638074074074074,0.102803738317757,0.14102564102564102,0.07746478873239436,0.29577464788732394,9.667142857142855,24.006896551724136,0.3016157989228007,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.037037037037037035,,,,,,,,,,,,True
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,36032.0,601,21.0,1181,1180,319.0,235,145.0,2361,98.0,157.0,23.0,36.0,27.0,43.0,35.0,75.0,20.0,49.0,,,,,,,3.0,,,3.0,153.0,281,,3.0,143.0,449.0,1360,27.0,47.0,,23.0,77.0,33.0,64.0,,3.0,46.0,112.0,172.0,134.0,,38.0,2.0,,27.0,12.0,6.0,18.0,4.0,2.0,8.0,4.0,,42.0,9.0,50.0,1.0,20.0,73.0,7.0,100.0,60.0,160.0,17.0,10.0,8.0,2.0,22.0,2.0,6.0,25.0,5.0,16.0,2.0,5.0,47.0,3.0,16.0,30.0,59.0,9.0,183.0,15.0,91.0,8.0,29.0,21.0,1.0,7.0,30.0,17.0,112.0,319.0,7.0,0.5620915032679739,0.6417910447761194,,,,,0.5444839857651246,0.574468085106383,0.515625,0.5387323943661971,0.574468085106383,0.4925373134328358,0.6100543478260869,0.6416666666666667,0.5957446808510638,0.01056338028169014,0.09608540925266904,0.14012738853503184,0.06666666666666667,30.80920564216778,0.46808510638297873,0.1891891891891892,0.027777777777777776,0.17339667458432304,0.13054830287206268,0.14285714285714285,0.06976744186046512,0.1657754010695187,0.115234375,0.1794871794871795,0.12727272727272726,0.06837606837606838,0.07446808510638298,0.05714285714285714,0.14492753623188406,0.22794117647058823,0.14965986394557823,0.1619047619047619,0.08571428571428572,0.1650485436893204,0.5666666666666667,0.5528169014084507,0.6242038216560509,0.725925925925926,0.5510204081632653,0.2640845070422535,0.4666666666666667,0.5,0.5428571428571428,0.17253521126760563,0.40816326530612246,0.40816326530612246,0.65,,,,,0.01056338028169014,,,,0.7659574468085106,0.6388888888888888,0.17391304347826086,,,0.6417910447761194,0.627906976744186,,,0.04477611940298507,,0.5633802816901409,,0.4988305653710247,0.536367441860465,0.5177719696969697,0.25277777777777777,0.2549019607843137,0.1714922048997773,0.24944320712694878,5.3060498220640575,33.06666666666667,0.2701100762066046,,,,,,,5.0,,1.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,True
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,4834.0,81,-28.0,155,160,46.0,47,23.0,315,4.0,12.0,,,1.0,2.0,,1.0,,5.0,1.0,2.0,,,,,3.0,,,2.0,4.0,18,1.0,5.0,2.0,13.0,183,,,,,,1.0,4.0,,2.0,2.0,4.0,4.0,4.0,3.0,,2.0,,2.0,6.0,3.0,9.0,3.0,,5.0,1.0,,21.0,2.0,2.0,,3.0,8.0,,11.0,4.0,15.0,1.0,3.0,1.0,2.0,4.0,,4.0,,,,,,4.0,1.0,3.0,1.0,6.0,,4.0,,2.0,,,,,,,,4.0,46.0,1.0,0.5,0.5,1.0,0.2,,0.25,0.2222222222222222,,0.25,0.2391304347826087,,0.16666666666666666,0.26,,0.25,0.21739130434782608,0.1111111111111111,0.16666666666666666,,15.76086956521739,1.0,,,0.125,0.03571428571428571,0.17647058823529413,0.09523809523809523,0.13580246913580246,0.05194805194805195,,,0.11764705882352941,0.13333333333333333,,0.20833333333333334,0.0625,0.08333333333333333,0.15384615384615385,0.25,0.06666666666666667,,0.5217391304347826,0.3333333333333333,0.4,0.5,0.043478260869565216,,,,0.21739130434782608,,,,0.08695652173913043,0.5,0.5,1.0,0.13043478260869565,,,,,,,,,0.3333333333333333,0.5,,,0.3333333333333333,,0.7391304347826086,,0.5440113636363636,,0.51688,0.08,0.1,,0.3076923076923077,5.894444444444444,29.340000000000003,0.2967741935483871,,,,,,,,,1.0,,,,,,,,,,,True
754,1610612756,Jim Jackson,Jim Jackson,754,PHX,22167.0,369,-22.0,721,725,197.0,140,90.0,1446,10.0,21.0,3.0,6.0,2.0,2.0,5.0,8.0,7.0,16.0,9.0,18.0,3.0,4.0,8.0,12.0,26.0,3.0,2.0,6.0,22.0,45,21.0,44.0,6.0,113.0,850,5.0,9.0,6.0,,22.0,6.0,7.0,6.0,14.0,3.0,33.0,12.0,32.0,63.0,8.0,26.0,12.0,4.0,12.0,6.0,18.0,2.0,4.0,6.0,4.0,2.0,42.0,1.0,8.0,1.0,8.0,26.0,1.0,35.0,10.0,45.0,3.0,9.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,,10.0,,3.0,16.0,31.0,2.0,7.0,1.0,2.0,2.0,7.0,6.0,,1.0,7.0,5.0,33.0,197.0,2.0,0.2727272727272727,0.3333333333333333,1.0,0.4772727272727273,0.42857142857142855,0.4772727272727273,0.4888888888888889,0.5555555555555556,0.8571428571428571,0.601123595505618,0.7333333333333333,0.7142857142857143,0.6141304347826086,0.7333333333333333,0.717391304347826,0.4943820224719101,0.08888888888888889,0.14285714285714285,0.125,12.318840579710146,0.5,0.04,0.05263157894736842,0.10077519379844961,0.03389830508474576,0.0898876404494382,0.012345679012345678,0.09798270893371758,0.028391167192429023,0.0707070707070707,,0.014925373134328358,0.01639344262295082,,0.08333333333333333,0.11688311688311688,0.10309278350515463,0.10144927536231885,0.05,0.07142857142857142,0.7142857142857143,0.23595505617977527,0.47619047619047616,0.5555555555555556,0.2,0.0898876404494382,0.625,0.7142857142857143,0.2,0.1797752808988764,0.4375,0.4375,0.42857142857142855,0.20224719101123595,0.5,0.5,1.0,0.29213483146067415,0.46153846153846156,0.46153846153846156,1.0,0.4,0.5,,0.2,0.2,0.09523809523809523,1.0,0.38095238095238093,0.5,0.2857142857142857,0.3333333333333333,0.7303370786516854,0.46153846153846156,0.5187606741573034,0.5301692307692307,0.5092809523809525,0.022222222222222223,0.043478260869565216,0.19469026548672566,0.2920353982300885,8.271111111111113,24.32045454545454,0.27323162274618584,2.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,3.0,,,,,,,,,2.0,0.6666666666666666,1.0,,True
959,1610612756,Steve Nash,Steve Nash,959,PHX,31283.0,521,36.0,1043,1030,296.0,228,121.0,2073,29.0,49.0,1.0,3.0,10.0,13.0,35.0,60.0,31.0,62.0,,,,,,16.0,40.0,5.0,4.0,12.0,95.0,171,16.0,40.0,48.0,286.0,1194,3.0,9.0,5.0,6.0,21.0,27.0,43.0,4.0,12.0,30.0,96.0,6.0,184.0,30.0,2.0,39.0,16.0,4.0,109.0,38.0,147.0,25.0,13.0,70.0,24.0,15.0,332.0,4.0,3.0,,13.0,35.0,2.0,50.0,7.0,57.0,2.0,11.0,9.0,2.0,43.0,11.0,37.0,21.0,3.0,6.0,,2.0,64.0,3.0,16.0,9.0,32.0,4.0,53.0,3.0,14.0,10.0,3.0,3.0,,,3.0,3.0,96.0,296.0,5.0,0.031578947368421054,0.031914893617021274,0.625,0.4,0.3333333333333333,0.41025641025641024,0.5555555555555556,0.3333333333333333,0.627906976744186,0.5639810426540285,0.5357142857142857,0.6,0.6012931034482759,0.5882352941176471,0.6642857142857143,0.1895734597156398,0.023391812865497075,0.02040816326530612,0.03333333333333333,25.06350550381033,0.671875,0.058823529411764705,,0.09695290858725762,0.009202453987730062,0.10743801652892562,0.035398230088495575,0.0995850622406639,0.015945330296127564,,0.010416666666666666,0.019801980198019802,0.03614457831325301,0.03333333333333333,0.07563025210084033,0.059322033898305086,0.1532258064516129,0.08888888888888889,0.16129032258064516,0.021505376344086023,1.0,0.23222748815165878,0.5918367346938775,0.6041666666666666,0.034482758620689655,0.2843601895734597,0.5833333333333334,0.603448275862069,0.05714285714285714,0.2938388625592417,0.5,0.5081967213114754,,,,,,0.1895734597156398,0.4,0.4,0.625,0.21428571428571427,0.3333333333333333,,,0.35714285714285715,0.23636363636363636,0.7692307692307693,,,0.21818181818181817,0.3333333333333333,0.4218009478672986,0.41025641025641024,0.4716438095238095,0.47278181818181814,0.4720109090909091,0.06306306306306306,0.07692307692307693,0.07342657342657342,0.3356643356643357,9.650292397660818,25.55,0.2837967401725791,3.0,3.0,18.0,0.6,0.6,0.6666666666666666,,0.016129032258064516,1.0,,,,,,,,,,8.0,True
2212,1610612756,Steven Hunter,Steven Hunter,2212,PHX,5908.0,98,22.0,174,176,16.0,27,19.0,350,7.0,12.0,2.0,3.0,1.0,2.0,2.0,4.0,,1.0,,,,,,,,,,,9.0,17,,,4.0,22.0,183,2.0,3.0,,1.0,5.0,1.0,2.0,,,,2.0,12.0,6.0,,4.0,,,4.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,,6.0,,4.0,5.0,1.0,10.0,6.0,16.0,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,4.0,,,7.0,13.0,1.0,8.0,,4.0,,7.0,3.0,,4.0,7.0,4.0,2.0,16.0,1.0,0.6666666666666666,0.8571428571428571,,,,,0.5294117647058824,0.6666666666666666,0.5,0.5294117647058824,0.6666666666666666,0.5,0.5238095238095238,0.625,0.5,,0.23529411764705882,0.3333333333333333,,12.820512820512821,0.5,1.0,,0.07246376811594203,0.10526315789473684,0.13333333333333333,,0.09090909090909091,0.08823529411764706,0.05,0.05263157894736842,0.2222222222222222,,,0.09523809523809523,,0.16666666666666666,0.14285714285714285,0.1111111111111111,,0.5714285714285714,0.7058823529411765,0.5833333333333334,0.875,0.7142857142857143,0.23529411764705882,0.5,0.5,0.5,0.058823529411764705,,,,,,,,,,,,1.0,0.6666666666666666,,,,1.0,0.5,,,,,0.7058823529411765,,0.5159058823529412,0.5556,0.5948500000000001,0.19047619047619047,0.19047619047619047,0.22727272727272727,0.09090909090909091,3.311764705882353,,0.09195402298850575,,,,,,,1.0,,,,,2.0,,,,,,,,True
962,1610612756,Walter McCarty,Walter McCarty,962,PHX,2049.0,34,9.0,66,69,12.0,11,10.0,135,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,2,1.0,2.0,,3.0,70,,,,,,,,,1.0,,,,,3.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,3.0,,,,,4.0,,4.0,,4.0,,,,,1.0,,1.0,,,,,,1.0,,,6.0,9.0,,,,,,2.0,2.0,,,2.0,1.0,,12.0,,,,1.0,0.5,,0.5,,,,0.375,,,0.375,,,0.5,0.5,1.0,,6.329113924050633,1.0,,,0.11428571428571428,,,,0.09090909090909091,,,,,,,0.14285714285714285,0.2857142857142857,,,,,0.5,0.25,,,,0.25,,,,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,1.0,,0.75,,0.5275375,,0.55245,,,,,3.4,24.4,0.18181818181818182,,,,,,,,,,,,,,,,,,,,True
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,6887.0,115,40.0,222,229,96.0,102,33.0,451,13.0,19.0,7.0,9.0,6.0,8.0,3.0,15.0,3.0,5.0,,,,,,3.0,6.0,,,1.0,19.0,39,3.0,6.0,15.0,62.0,234,7.0,10.0,,2.0,16.0,9.0,16.0,,1.0,6.0,24.0,20.0,18.0,9.0,10.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,,,11.0,2.0,9.0,,4.0,23.0,6.0,33.0,11.0,44.0,1.0,5.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,,,2.0,3.0,,19.0,1.0,7.0,3.0,3.0,1.0,,2.0,3.0,,24.0,96.0,1.0,0.5263157894736842,0.7142857142857143,1.0,0.5,,0.6,0.48717948717948717,0.7,0.5625,0.5222222222222223,0.7,0.5294117647058824,0.5740740740740741,0.7272727272727273,0.5714285714285714,0.13333333333333333,0.02564102564102564,0.05263157894736842,,21.374045801526716,0.5,0.42857142857142855,,0.24731182795698925,0.10112359550561797,0.15384615384615385,0.08695652173913043,0.226890756302521,0.09821428571428571,0.14814814814814814,0.1111111111111111,0.038461538461538464,0.11764705882352941,,0.13513513513513514,0.20689655172413793,0.4444444444444444,0.11764705882352941,0.2222222222222222,0.047619047619047616,,0.4222222222222222,0.6842105263157895,0.7222222222222222,0.5384615384615384,0.3333333333333333,0.2,0.2,0.3333333333333333,0.1111111111111111,0.6,0.6,0.6666666666666666,,,,,0.13333333333333333,0.5,0.5,1.0,0.9,0.7777777777777778,0.14285714285714285,,,0.47058823529411764,0.75,,,0.058823529411764705,,0.5555555555555556,0.6,0.4992704545454545,0.5844333333333334,0.491275,0.13725490196078433,0.15555555555555556,0.25806451612903225,0.3870967741935484,5.851282051282051,27.883333333333336,0.43243243243243246,,,,,,,,,1.0,,,,,,,,,,,False
