EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Fg2aBlocked,OffThreePtRebounds,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,Corner3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,Arc3Assists,ShortMidRangeAssists,Travels,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,FTOffRebounds,FTDefRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedShortMidRange,HeaveAttempts,Defensive 3 Seconds Violations,on,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,LongMidRangePctBlocked,OffArc3ReboundPct,HeaveMakes
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,5747.0,96,-10.0,185,191,82,88,16.0,376,3.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,11,1.0,2.0,8.0,213,2.0,1.0,4.0,1.0,2.0,4.0,2.0,6.0,2.0,8.0,2.0,1.0,5.0,18.0,3.0,8.0,8.0,16.0,3.0,19.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,6.0,2.0,6.0,10.0,2.0,1.0,2.0,82,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.25,0.25,0.2,0.3076923076923077,0.2,0.08333333333333333,9.26829268292683,0.8333333333333334,0.1509433962264151,0.05555555555555555,0.26666666666666666,0.1927710843373494,0.046153846153846156,0.15789473684210525,0.05555555555555555,0.3125,0.10526315789473684,0.3,0.2,0.1111111111111111,0.3333333333333333,0.75,0.75,0.6666666666666666,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.5,0.2,1.0,0.2,0.4166666666666667,0.47214583333333326,0.53915,0.46373,0.07692307692307693,0.08333333333333333,0.25,9.572727272727272,23.5,0.44324324324324327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
120,1610612748,Steven Smith,Steven Smith,120,MIA,115.0,2,,4,3,4,2,,7,,,,,,,1.0,,,,1,,,,2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3743,,0.3743,,,,18.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,784.0,13,-10.0,25,27,16,21,2.0,52,,1.0,1.0,,,1.0,2.0,,,1.0,4,,,2.0,33,1.0,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,2.0,3.0,,,,16,1.0,1.0,1.0,0.25,,0.25,,0.25,,,14.814814814814813,,,,0.3333333333333333,0.1,0.09090909090909091,,,,,0.3333333333333333,,,0.25,,,,0.25,0.5,,1.0,,,,0.25,0.41975,,0.3872,,,,10.625,,0.64,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.25,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2039,1610612748,Keyon Dooling,Keyon Dooling,2039,MIA,3932.0,66,-1.0,123,123,49,37,12.0,246,1.0,2.0,,1.0,1.0,6.0,15.0,1.0,,14.0,23,2.0,5.0,36.0,128,,8.0,9.0,1.0,21.0,10.0,18.0,3.0,2.0,5.0,,2.0,,12.0,,,4.0,4.0,,4.0,,,,,2.0,1.0,1.0,,1.0,3.0,,,6.0,6.0,2.0,21.0,49,,0.35714285714285715,0.35714285714285715,0.6086956521739131,0.8888888888888888,0.62,0.8,0.6428571428571429,0.8076923076923077,0.08,22.46376811594203,0.6666666666666666,0.12121212121212122,,,0.08,,,0.23076923076923078,,0.07692307692307693,,,,0.08,0.5,0.5,,0.24,0.6,0.04,,0.1,1.0,,0.16,0.41563,,0.417605,0.07407407407407407,0.08,0.5833333333333334,14.434782608695654,24.4,0.3983739837398374,9.0,,,,,,,,,0.6,0.6,0.4444444444444444,4.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,1.0,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,2598.0,43,-10.0,81,86,35,23,9.0,167,8.0,11.0,3.0,3.0,3.0,3.0,2.0,,,9.0,16,,6.0,24.0,99,3.0,3.0,5.0,,12.0,12.0,6.0,1.0,,1.0,,,1.0,2.0,3.0,3.0,5.0,10.0,5.0,15.0,,,,,,,5.0,,,5.0,1.0,2.0,9.0,9.0,1.0,12.0,35,1.0,0.6666666666666666,1.0,0.5625,0.6,0.5625,0.6,0.6,0.6666666666666666,,26.595744680851066,,0.21739130434782608,0.10344827586206896,0.2,0.21052631578947367,0.11764705882352941,0.14285714285714285,0.3333333333333333,0.25,,0.1111111111111111,0.3333333333333333,,0.6875,0.7272727272727273,0.8,0.625,0.1875,0.125,,1.0,0.6,1.0,,0.6875,0.49634375,0.53935,0.48218000000000016,0.0625,0.0625,0.5,3.7562499999999996,,0.43209876543209874,1.0,2.0,1.0,2.0,0.125,0.09090909090909091,0.3333333333333333,0.2,0.25,0.5,0.5,1.0,,,,,,6.0,,,,,1.0,4.0,,,,,,,,,,,,3.0,3.0,2.0,8.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1800,1610612748,Damon Jones,Damon Jones,1800,MIA,2340.0,39,-3.0,80,82,35,53,5.0,162,,,,,,,1.0,5.0,1.0,1.0,1,11.0,2.0,25.0,102,,,,3.0,8.0,,2.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,,1.0,3.0,4.0,,4.0,,,,,1.0,,,,1.0,1.0,,,1.0,4.0,,8.0,35,,,,1.0,,0.9583333333333334,1.0,0.8928571428571429,0.8,0.9166666666666666,17.647058823529413,1.0,0.13043478260869565,,0.08333333333333333,0.11428571428571428,,,0.2,,0.25,0.125,,,,,,,,0.08333333333333333,0.4166666666666667,,,,0.3333333333333333,0.9166666666666666,0.5099041666666667,0.56535,0.48905,,,0.32,20.1,24.745454545454546,0.4375,1.0,,,,,,,,,1.0,1.0,,,3.0,6.0,2.0,7.0,2.0,18.0,6.0,1.0,,,2.0,0.8571428571428571,0.6363636363636364,0.6363636363636364,,,,0.6,0.6,1.0,0.5,0.6666666666666666,,,,3.0,,,,,,,,,,,,,1.5,1.5,,,,,,0.12,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,1271.0,21,-8.0,39,42,20,16,4.0,81,,,,,,,1.0,3.0,1.0,,1,4.0,,3.0,54,,,,2.0,,,,2.0,,2.0,,1.0,1.0,4.0,,,1.0,1.0,,1.0,,,,,,,,,,,,4.0,4.0,,,,20,,,,,,0.3,,0.3,,0.8,11.627906976744185,,0.08333333333333333,,,0.058823529411764705,,,0.2,,,,,,,,,,,0.2,0.6,,,,0.5,0.8,0.48292999999999997,0.4536,0.559725,,,,17.4,23.700000000000003,0.5128205128205128,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,,,,,1.0,0.25,0.25,,,,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,,,,3.0,,,,,,,,,,,,,1.5,1.5,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,3541.0,59,-2.0,115,122,52,59,12.0,237,4.0,8.0,2.0,3.0,4.0,2.0,14.0,,,14.0,24,2.0,16.0,47.0,142,3.0,6.0,10.0,2.0,24.0,6.0,22.0,6.0,3.0,9.0,2.0,4.0,1.0,21.0,1.0,2.0,2.0,4.0,1.0,5.0,,3.0,3.0,,6.0,,3.0,,6.0,9.0,3.0,3.0,4.0,19.0,8.0,24.0,52,,0.21428571428571427,0.21428571428571427,0.5833333333333334,0.6,0.5961538461538461,0.625,0.6911764705882353,0.75,0.07692307692307693,32.82442748091603,0.6666666666666666,0.05714285714285714,0.029411764705882353,0.09090909090909091,0.07017543859649122,0.025,,,,0.15384615384615385,0.14285714285714285,,,0.3076923076923077,0.5,0.5714285714285714,0.25,0.07692307692307693,0.5384615384615384,,0.6666666666666666,0.3333333333333333,0.75,,0.38461538461538464,0.44148846153846144,0.5258333333333334,0.44733333333333336,0.2727272727272727,0.26666666666666666,0.5106382978723404,11.5,27.45,0.45217391304347826,9.0,1.0,,,0.041666666666666664,0.125,,,,0.6428571428571429,0.6428571428571429,0.1111111111111111,1.0,,2.0,2.0,1.0,9.0,3.0,2.0,1.0,1.0,,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,,,0.07692307692307693,0.16666666666666666,1.0,2.0,,4.0,,,,1.0,2.0,2.0,1.0,3.0,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,0.5,0.0851063829787234,,,,1.0,1.0,,,1.0,,1.0,,0.5,0.5,0.5,1.0,,,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,2647.0,44,-1.0,85,86,32,44,6.0,171,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,,2.0,7,,3.0,7.0,90,1.0,2.0,5.0,,4.0,4.0,,2.0,1.0,3.0,,1.0,1.0,7.0,2.0,1.0,7.0,9.0,2.0,11.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,4.0,6.0,3.0,4.0,32,1.0,1.0,1.0,0.2857142857142857,0.4,0.2857142857142857,0.4,0.35,0.4,,12.903225806451612,0.5,0.2916666666666667,0.08333333333333333,0.0625,0.2,0.07142857142857142,0.09090909090909091,0.1111111111111111,0.3333333333333333,0.5,0.07692307692307693,,,0.42857142857142855,0.3333333333333333,0.5,1.0,0.2857142857142857,0.2857142857142857,,1.0,0.4,0.5,,0.42857142857142855,0.4609,0.5566,0.45346000000000003,0.3,0.3,0.5714285714285714,8.314285714285715,,0.3764705882352941,1.0,1.0,,,0.14285714285714285,0.3333333333333333,,,,0.5,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,0.25,0.3333333333333333,,0.16666666666666666,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,2151.0,36,-1.0,68,72,31,37,8.0,140,3.0,3.0,2.0,1.0,1.0,,2.0,2.0,1.0,3.0,5,5.0,4.0,16.0,73,2.0,1.0,1.0,2.0,6.0,,6.0,3.0,,3.0,,1.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,3.0,6.0,7.0,3.0,6.0,31,,,,0.6,1.0,0.6,0.8333333333333334,0.6153846153846154,0.6,0.5,18.987341772151897,0.5,0.05,0.09090909090909091,0.14285714285714285,0.08823529411764706,0.07692307692307693,,,0.14285714285714285,,,0.2857142857142857,,0.3,1.0,1.0,,,0.2,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.8,0.54197,0.5445500000000001,0.6528666666666666,0.25,0.42857142857142855,0.375,6.6,24.28,0.45588235294117646,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,6.0,3.0,,1.0,1.0,1.0,1.0,0.4,0.4,,,,0.5,0.5,1.0,0.3,0.3333333333333333,2.0,2.0,1.0,5.0,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.25,,,,1.0,1.0,0.3125,,,1.0,1.0,,,,1.0,,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,0.3333333333333333,,,,,,0.2222222222222222,,,,1.0,,,True,,,,,,,,,,,,,,
