EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ThreePtAssists,Corner3Assists,LongMidRangeAssists,LostBallSteals,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,FTDefRebounds,Assisted3sPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,Arc3Assists,Offensive Fouls,ThreePtShootingFoulsDrawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,LostBallTurnovers,Loose Ball Fouls,SelfOReb,Blocked2s,BlockedAtRim,Blocks,SelfORebPct,AtRimPctAssisted,on,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,ShortMidRangeAssists,FTOffRebounds,Travels,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,2037.0,34.0,8,59.0,61,23.0,31,7.0,120,5.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,7.0,11.0,4.0,8.0,22.0,76,1.0,3.0,2.0,1.0,2.0,2.0,6.0,8.0,2.0,12.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,9.0,1.0,3.0,2.0,8.0,23.0,1.0,0.14285714285714285,0.14285714285714285,0.6363636363636364,0.3333333333333333,0.5,0.4666666666666667,0.3333333333333333,0.25,0.5789473684210527,0.3333333333333333,0.5714285714285714,0.26666666666666666,27.77777777777778,1.0,0.1875,0.16666666666666666,0.13636363636363635,0.13043478260869565,0.25,0.14285714285714285,0.2,0.3333333333333333,0.125,0.4,0.8333333333333334,0.8333333333333334,0.06666666666666667,0.26666666666666666,0.5,0.5,0.5,0.26666666666666666,0.3333333333333333,0.25,1.0,0.5,0.6666666666666666,0.5190800000000001,0.4353666666666666,0.5030375,0.17647058823529413,0.23076923076923078,0.09090909090909091,0.36363636363636365,7.136363636363637,25.5,0.3898305084745763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1132.0,19.0,-4,35.0,35,11.0,16,3.0,70,,1.0,,,1.0,2.0,1.0,1.0,,,2.0,4.0,,2.0,6.0,49,,,,2.0,3.0,,,4.0,,4.0,,1.0,2.0,,5.0,,,,,,1.0,,2.0,2.0,2.0,,3.0,3.0,2.0,,1.0,,4.0,11.0,,,,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.6,,0.6666666666666666,,17.94871794871795,1.0,,,,,,,,,,0.25,,,0.5,0.25,1.0,1.0,,,,0.3333333333333333,,,0.25,0.39015,,0.4006,0.2,0.2,,0.6666666666666666,8.75,,0.3142857142857143,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,1124.0,19.0,7,33.0,35,10.0,15,6.0,68,,1.0,,,1.0,1.0,2.0,3.0,2.0,,3.0,5.0,2.0,4.0,16.0,45,,,3.0,1.0,3.0,,,2.0,,6.0,2.0,,,,,,1.0,3.0,1.0,4.0,,,1.0,1.0,2.0,1.0,,1.0,4.0,,1.0,1.0,2.0,10.0,,,,0.6,,0.3333333333333333,0.8571428571428571,1.5,0.3333333333333333,0.8888888888888888,1.5,0.3333333333333333,0.2857142857142857,23.25581395348837,0.5,0.1111111111111111,,0.21428571428571427,0.07142857142857142,,,0.2,,,0.14285714285714285,,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.2857142857142857,,0.3333333333333333,,,0.42857142857142855,0.44308571428571425,,0.39399999999999996,0.125,0.16666666666666666,0.1875,0.125,11.76,24.6,0.30303030303030304,1.0,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.4,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,1442.0,24.0,4,41.0,43,13.0,18,7.0,84,1.0,2.0,2.0,,1.0,1.0,,,1.0,,1.0,3.0,1.0,4.0,9.0,54,1.0,2.0,4.0,,1.0,,2.0,2.0,,2.0,1.0,,,,,3.0,1.0,3.0,4.0,7.0,,,,,,,,3.0,4.0,,2.0,,2.0,13.0,,,,0.3333333333333333,0.5,,0.625,0.5,,0.75,0.6666666666666666,0.5,0.25,11.11111111111111,,0.09090909090909091,0.1875,0.11764705882352941,0.21052631578947367,0.2857142857142857,,0.2,,,0.5,0.5,0.5,0.25,,,,,0.25,1.0,1.0,,,0.75,0.486,0.3895,0.3895,0.3333333333333333,0.4,0.4444444444444444,0.2222222222222222,2.1,24.7,0.3170731707317073,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,0.16666666666666666,0.3333333333333333,,,1.0,1.0,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,1494.0,25.0,-1,41.0,43,16.0,19,6.0,84,,2.0,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,7.0,3.0,7.0,19.0,60,,,,2.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,,1.0,,3.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,3.0,9.0,,3.0,,5.0,16.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.6666666666666666,0.6,,0.5,0.6785714285714286,,0.5,0.3,28.846153846153847,,0.08333333333333333,,0.07142857142857142,,,,,,0.14285714285714285,0.2,,,0.1,0.4,0.5,0.5,1.0,0.1,,0.25,,0.25,0.5,0.39431999999999995,,0.30508749999999996,0.2857142857142857,0.3,,0.2631578947368421,11.542857142857143,25.73333333333333,0.3902439024390244,1.0,1.0,,,,1.0,1.0,,,,2.0,,,,,1.0,,,,1.0,0.6666666666666666,,0.6666666666666666,0.14285714285714285,0.5,,,,,,,,,,,,6.0,,,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,1190.0,20.0,14,38.0,38,19.0,26,1.0,76,,,,,,,1.0,4.0,,,1.0,4.0,1.0,,2.0,40,,,,1.0,2.0,,,2.0,2.0,,,1.0,2.0,,5.0,,2.0,3.0,,3.0,,,,,1.0,,,,,,,,2.0,19.0,,1.0,1.0,0.25,,0.5,0.2,,0.5,0.2,,0.5,0.2,15.0,,0.2222222222222222,,0.23076923076923078,,,,,,0.4,,,,,0.8,0.25,0.25,1.0,,,,,,0.2,0.39791,0.56475,0.3257,,,,1.0,17.8,22.5,0.5,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,0.5,,,,1.0,1.0,,,0.2,,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,913.0,15.0,1,26.0,26,13.0,16,1.0,52,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,5.0,31,,,,1.0,1.0,,,2.0,2.0,,1.0,1.0,2.0,,5.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,2.0,13.0,,1.0,1.0,1.0,,1.0,1.25,,1.0,1.25,,1.0,0.5,10.344827586206897,1.0,,,0.125,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,0.5,0.440875,,0.3395,,,,0.4,16.4,24.2,0.5,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,16.0,,-2,,1,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,587.0,10.0,10,16.0,15,4.0,6,4.0,31,2.0,4.0,3.0,,,,,,,,2.0,4.0,,1.0,5.0,18,1.0,3.0,2.0,,,,,,2.0,2.0,,,,,,5.0,,1.0,5.0,6.0,,,,,,,,,2.0,,1.0,,,4.0,,0.5,1.0,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,,20.833333333333336,,,0.5555555555555556,0.16666666666666666,0.5,0.2,1.0,,,,1.0,0.5,0.5,,,,,,,1.0,,,,1.0,0.541225,0.5495333333333333,,0.2,0.2,0.4,,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,0.5,,,,,,1.0,,,2.0,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,250.0,4.0,3,6.0,8,6.0,7,,14,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
