EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsAssisted3s,SelfOReb,BlockedLongMidRange,Assisted3sPct,PenaltyFg3Pct,SelfORebPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceTurnovers,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctAssisted,SecondChanceArc3Frequency,DefensiveGoaltends,PenaltyArc3FGM,Technical Free Throw Trips,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,on,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,HeaveMakes,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Arc3PctBlocked,OffensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,4451.0,74,-6.0,131,133,27,41.0,18.0,264,4.0,6.0,3.0,5.0,3.0,8.0,1.0,4.0,2.0,10.0,19.0,1.0,4.0,11.0,34.0,147,1.0,2.0,2.0,5.0,5.0,20.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,7.0,2.0,1.0,3.0,1.0,16.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,1.0,6.0,2.0,5.0,27,1.0,0.25,0.3333333333333333,0.5263157894736842,0.5,0.5666666666666667,0.35714285714285715,0.17391304347826086,0.05263157894736842,0.16666666666666666,20.38216560509554,0.5,0.045454545454545456,0.13333333333333333,0.06779661016949153,0.08333333333333333,0.045454545454545456,0.16666666666666666,0.2608695652173913,0.6666666666666666,0.8,0.21739130434782608,0.6,0.6,0.34782608695652173,0.375,0.375,0.17391304347826086,0.25,0.25,0.5,0.43478260869565216,0.3333333333333333,0.4703886363636363,0.3295,0.4232333333333333,0.21428571428571427,0.25,0.14705882352941177,10.042105263157895,30.825000000000003,0.20610687022900764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,99.0,2,1.0,3,3,3,3.0,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,12567.0,209,-17.0,372,376,52,68.0,55.0,748,12.0,30.0,3.0,6.0,,1.0,,,,15.0,37.0,,,11.0,41.0,432,14.0,10.0,,,4.0,12.0,,,,,9.0,4.0,1.0,5.0,,1.0,,3.0,11.0,11.0,38.0,54.0,81.0,5.0,2.0,3.0,2.0,,1.0,9.0,11.0,32.0,21.0,1.0,11.0,,4.0,52,4.0,,,0.40540540540540543,0.40540540540540543,0.43617021276595747,0.2,,0.24324324324324326,0.3,12.975391498881432,0.18181818181818182,0.2835820895522388,0.2619047619047619,0.2784090909090909,0.22857142857142856,0.2857142857142857,0.28125,0.8108108108108109,0.4,0.5714285714285714,0.16216216216216217,0.5,0.5,0.02702702702702703,,,,,,,0.8108108108108109,,0.5073297297297298,0.5432583333333333,0.5164899999999999,0.23404255319148937,0.23404255319148937,0.0975609756097561,2.383783783783784,,0.13978494623655913,10.0,2.0,13.0,2.0,8.0,2.0,3.0,7.0,2.0,18.0,4.0,1.0,5.0,22.0,5.0,27.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,0.6,0.6923076923076923,0.14285714285714285,0.2,0.14285714285714285,0.2,0.21875,0.5555555555555556,0.1437908496732026,0.16666666666666666,0.14754098360655737,0.18,0.16666666666666666,0.09090909090909091,0.18518518518518517,0.32,0.2,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.9285714285714286,0.15384615384615385,0.8,0.25,0.17073170731707318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,10976.0,183,-23.0,321,325,33,43.0,46.0,646,2.0,6.0,11.0,18.0,10.0,27.0,,2.0,,23.0,51.0,3.0,6.0,4.0,59.0,379,5.0,5.0,1.0,4.0,13.0,32.0,,,2.0,,2.0,18.0,4.0,22.0,4.0,8.0,5.0,5.0,48.0,3.0,7.0,12.0,19.0,6.0,4.0,2.0,5.0,,5.0,3.0,8.0,11.0,4.0,,,2.0,13.0,33,,0.5,0.5,0.45098039215686275,0.4824561403508772,0.5,0.8125,0.10526315789473684,0.0392156862745098,0.3333333333333333,17.357512953367877,0.625,0.056910569105691054,0.0967741935483871,0.06493506493506493,,0.044444444444444446,0.041666666666666664,0.10526315789473684,0.3333333333333333,0.5,0.3157894736842105,0.6111111111111112,0.6111111111111112,0.47368421052631576,0.37037037037037035,0.37037037037037035,0.03508771929824561,,,,0.21052631578947367,,0.4241736842105263,0.42938,0.41249166666666665,,,0.22033898305084745,12.692156862745097,23.816666666666666,0.102803738317757,5.0,,1.0,,1.0,1.0,,2.0,3.0,14.0,,,,7.0,2.0,7.0,,1.0,,2.0,,1.0,5.0,3.0,1.0,5.0,3.0,,,0.30434782608695654,0.30434782608695654,0.2,0.6,0.2,0.75,0.2,0.2857142857142857,0.05185185185185185,,0.043478260869565216,0.06666666666666667,0.044444444444444446,0.044444444444444446,,0.11363636363636363,0.2857142857142857,0.6,,0.2727272727272727,0.2,,0.16666666666666666,,0.03389830508474576,3.0,4.0,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,0.10714285714285714,0.4,0.07017543859649122,0.75,0.75,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,1221.0,20,-3.0,36,38,15,20.0,8.0,74,2.0,2.0,,,1.0,1.0,,1.0,,3.0,3.0,,1.0,,6.0,44,,,,,,2.0,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,15,,,,1.0,0.75,0.75,,0.25,,,11.11111111111111,,0.18181818181818182,,0.125,,,,0.5,1.0,1.0,,,,0.25,1.0,1.0,0.25,,,,0.75,,0.5233375,,,,,,6.366666666666667,26.7,0.4166666666666667,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,8629.0,144,-8.0,261,260,32,37.0,38.0,521,10.0,15.0,4.0,15.0,8.0,18.0,1.0,8.0,1.0,22.0,48.0,2.0,9.0,11.0,61.0,298,5.0,2.0,1.0,2.0,4.0,24.0,,,8.0,1.0,4.0,6.0,2.0,8.0,,3.0,2.0,1.0,18.0,2.0,5.0,8.0,13.0,1.0,1.0,,1.0,1.0,1.0,4.0,5.0,9.0,12.0,,5.0,1.0,4.0,32,1.0,0.2222222222222222,0.2222222222222222,0.4583333333333333,0.43859649122807015,0.48412698412698413,0.5,0.15789473684210525,0.08333333333333333,0.13333333333333333,21.93548387096774,0.2,0.053763440860215055,0.06451612903225806,0.056451612903225805,,0.06896551724137931,0.08,0.2631578947368421,0.6666666666666666,0.7692307692307693,0.2631578947368421,0.26666666666666666,0.2857142857142857,0.3157894736842105,0.4444444444444444,0.47058823529411764,0.14035087719298245,0.125,0.125,0.3333333333333333,0.42105263157894735,0.125,0.4476587719298246,0.5197666666666666,0.466,0.08064516129032258,0.09433962264150944,0.06557377049180328,10.15,24.822222222222223,0.12260536398467432,3.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,1.0,20.0,4.0,2.0,1.0,4.0,1.0,5.0,,,,,1.0,2.0,1.0,1.0,,1.0,,,,0.45454545454545453,0.5,0.4,0.5,0.2857142857142857,0.3333333333333333,0.375,0.2,0.038461538461538464,0.047619047619047616,0.04,0.06060606060606061,0.0625,,0.05555555555555555,0.075,,,0.2,0.75,0.42857142857142855,0.6666666666666666,0.3333333333333333,1.0,0.09836065573770492,1.0,1.0,,,,6.0,,,1.0,,,0.625,0.017543859649122806,1.0,1.0,1.0,,,2.0,2.0,1.0,0.06666666666666667,0.05555555555555555,1.0,0.2857142857142857,,,,,,,True,,,,,,,,,,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,10076.0,168,-21.0,292,295,30,33.0,45.0,587,15.0,26.0,12.0,31.0,1.0,2.0,,,,28.0,59.0,,,7.0,63.0,340,17.0,6.0,,1.0,7.0,22.0,,,,,4.0,4.0,,4.0,,2.0,1.0,1.0,8.0,7.0,16.0,23.0,40.0,6.0,4.0,2.0,3.0,1.0,3.0,5.0,8.0,18.0,10.0,,4.0,1.0,7.0,30,,,,0.4745762711864407,0.4745762711864407,0.4921875,0.5,,0.06779661016949153,0.15384615384615385,20.11173184357542,0.375,0.14035087719298245,0.22580645161290322,0.15862068965517243,0.1111111111111111,0.1951219512195122,0.25,0.4406779661016949,0.5769230769230769,0.6818181818181818,0.5254237288135594,0.3870967741935484,0.3870967741935484,0.03389830508474576,0.5,0.5,,,,,0.4406779661016949,,0.4492728813559322,0.4857125,0.39643333333333336,0.06349206349206349,0.06349206349206349,0.1111111111111111,5.191525423728813,,0.10273972602739725,12.0,5.0,11.0,1.0,2.0,8.0,6.0,22.0,3.0,34.0,12.0,,3.0,14.0,,17.0,,,,1.0,,3.0,15.0,8.0,7.0,15.0,6.0,,1.0,0.6071428571428571,0.7727272727272727,0.47058823529411764,0.5,0.47058823529411764,0.5,0.5238095238095238,,0.109375,0.10714285714285714,0.10897435897435898,0.0975609756097561,0.07142857142857142,0.15555555555555556,0.11538461538461539,0.10869565217391304,0.14285714285714285,0.4,0.4666666666666667,0.75,0.6470588235294118,0.45454545454545453,0.3333333333333333,0.5,0.3492063492063492,,,,,,,3.0,,,,0.11538461538461539,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,11752.0,196,-14.0,347,351,47,60.0,51.0,698,11.0,17.0,10.0,15.0,12.0,31.0,11.0,26.0,3.0,33.0,63.0,14.0,31.0,26.0,134.0,410,12.0,7.0,4.0,6.0,20.0,46.0,15.0,,26.0,11.0,1.0,20.0,4.0,24.0,1.0,6.0,10.0,4.0,52.0,4.0,8.0,12.0,17.0,5.0,4.0,1.0,11.0,4.0,7.0,9.0,20.0,10.0,26.0,,10.0,2.0,20.0,47,,0.45161290322580644,0.45161290322580644,0.5238095238095238,0.574468085106383,0.6226415094339622,0.7142857142857143,0.32978723404255317,0.015873015873015872,,30.14354066985646,0.55,0.064,0.1,0.07272727272727272,,0.0625,0.125,0.18085106382978725,0.6470588235294118,0.6470588235294118,0.1595744680851064,0.6666666666666666,0.7142857142857143,0.32978723404255317,0.3870967741935484,0.3870967741935484,0.2765957446808511,0.4230769230769231,0.4230769230769231,0.2727272727272727,0.5106382978723404,0.4230769230769231,0.4752122340425532,0.42617083333333333,0.5032681818181818,0.09615384615384616,0.136986301369863,0.14925373134328357,11.363492063492064,24.916129032258063,0.13544668587896252,3.0,1.0,4.0,2.0,2.0,4.0,3.0,11.0,4.0,20.0,,3.0,1.0,4.0,,5.0,4.0,,,3.0,,4.0,1.0,1.0,,1.0,,,,0.30303030303030304,0.30303030303030304,0.3333333333333333,0.5714285714285714,0.3076923076923077,0.6363636363636364,0.35714285714285715,,0.02857142857142857,0.034482758620689655,0.029585798816568046,0.020833333333333332,0.024390243902439025,0.0392156862745098,0.038461538461538464,0.10869565217391304,,,0.18181818181818182,0.4,0.3076923076923077,0.25,0.18181818181818182,1.0,0.08208955223880597,3.0,5.0,1.0,1.0,2.0,27.0,2.0,,0.6428571428571429,0.5,0.043478260869565216,0.3333333333333333,0.05319148936170213,0.6,0.6,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.06666666666666667,,0.5454545454545454,0.07692307692307693,,1.0,2.0,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,1093.0,18,5.0,34,35,6,10.0,4.0,69,1.0,4.0,,2.0,1.0,3.0,,,,2.0,9.0,,,1.0,5.0,34,,3.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,,,,3.0,,2.0,2.0,3.0,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,6,,,,0.2222222222222222,0.2222222222222222,0.25,0.125,,0.1111111111111111,,26.31578947368421,,0.18181818181818182,,0.15384615384615385,0.5,,,0.4444444444444444,0.25,0.25,0.2222222222222222,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.4444444444444444,,0.5447666666666666,,0.5286000000000001,0.1111111111111111,0.1111111111111111,0.2,8.266666666666666,,0.17647058823529413,,,,,1.0,,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,0.5,0.5,,,,,0.5,,0.09090909090909091,,0.08333333333333333,,0.2,,,,,1.0,,,,,0.3333333333333333,,0.2,,,,,,,1.0,,,,0.16666666666666666,1.0,,,,,,,,,,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,1185.0,20,6.0,38,38,10,14.0,5.0,76,2.0,3.0,,,,,,,,2.0,3.0,,,2.0,6.0,42,,,,2.0,2.0,,,,,,1.0,2.0,,2.0,,,,2.0,4.0,2.0,1.0,3.0,6.0,,,,2.0,,2.0,,2.0,3.0,2.0,,1.0,,2.0,10,,,,0.6666666666666666,0.6666666666666666,0.75,1.0,,0.3333333333333333,0.3333333333333333,14.285714285714286,1.0,0.1,0.2857142857142857,0.17647058823529413,,0.25,0.3333333333333333,1.0,0.6666666666666666,1.0,,,,,,,,,,,1.0,,0.6217666666666667,,,0.25,0.25,0.3333333333333333,0.03333333333333333,,0.2631578947368421,2.0,,,,,,,,,4.0,,,,2.0,,3.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,0.2222222222222222,,0.2,0.3333333333333333,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,
