EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,OffCorner3ReboundPct,on,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,12566.0,209,7.0,407,409,110,54,57.0,816,16.0,20.0,2.0,3.0,6.0,6.0,12.0,28.0,11.0,34.0,4.0,6.0,1.0,1.0,6.0,13.0,1.0,39.0,82,10.0,19.0,7.0,115.0,448,6.0,11.0,12.0,10.0,17.0,1.0,2.0,3.0,26.0,40.0,38.0,27.0,3.0,6.0,13.0,6.0,3.0,8.0,8.0,2.0,3.0,3.0,16.0,3.0,8.0,4.0,21.0,4.0,29.0,11.0,40.0,2.0,5.0,5.0,1.0,1.0,6.0,1.0,1.0,7.0,1.0,1.0,5.0,12.0,2.0,4.0,12.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,26.0,110,0.5128205128205128,0.5555555555555556,0.9,0.5263157894736842,0.5,0.5263157894736842,0.47560975609756095,0.5454545454545454,0.5882352941176471,0.5346534653465347,0.5454545454545454,0.6052631578947368,0.5373831775700935,0.5,0.5909090909090909,0.18811881188118812,0.036585365853658534,0.05,0.07142857142857142,24.0,0.14285714285714285,0.21052631578947367,0.16030534351145037,0.0547945205479452,0.07547169811320754,0.06818181818181818,0.1358695652173913,0.05789473684210526,0.058823529411764705,0.09803921568627451,0.01639344262295082,0.075,0.16666666666666666,0.19444444444444445,0.1320754716981132,0.08108108108108109,0.0625,0.04081632653061224,0.19801980198019803,0.8,0.8421052631578947,0.5,0.27722772277227725,0.42857142857142855,0.46153846153846156,0.4166666666666667,0.33663366336633666,0.3235294117647059,0.3235294117647059,0.6363636363636364,0.0594059405940594,0.6666666666666666,0.6666666666666666,1.0,0.12871287128712872,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.2727272727272727,0.6666666666666666,0.3157894736842105,1.0,0.05263157894736842,1.0,0.05263157894736842,0.38613861386138615,0.46153846153846156,0.4594262376237624,0.44064000000000003,0.4850078947368421,0.028846153846153848,0.03529411764705882,0.10434782608695652,0.22608695652173913,10.985365853658536,24.378947368421052,0.2702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,12862.0,214,7.0,422,428,128,69,59.0,850,13.0,23.0,,1.0,5.0,8.0,6.0,19.0,14.0,37.0,1.0,2.0,1.0,1.0,3.0,14.0,2.0,33.0,79,4.0,16.0,36.0,114.0,469,4.0,12.0,9.0,8.0,23.0,1.0,3.0,14.0,33.0,32.0,34.0,12.0,,4.0,14.0,3.0,7.0,14.0,21.0,6.0,3.0,5.0,49.0,3.0,5.0,8.0,12.0,4.0,24.0,8.0,32.0,3.0,15.0,9.0,5.0,4.0,8.0,2.0,2.0,13.0,,8.0,8.0,16.0,,2.0,42.0,19.0,3.0,2.0,,,4.0,,33.0,128,0.48484848484848486,0.5161290322580645,1.0,0.25,0.3333333333333333,0.25,0.4177215189873418,0.3333333333333333,0.34782608695652173,0.4105263157894737,0.2857142857142857,0.36538461538461536,0.4956521739130435,0.3,0.4714285714285714,0.16842105263157894,0.08860759493670886,0.17391304347826086,0.15789473684210525,26.016260162601625,0.38461538461538464,0.23529411764705882,0.08955223880597014,0.03355704697986577,0.1568627450980392,0.0625,0.10810810810810811,0.04060913705583756,0.030303030303030304,0.03773584905660377,0.031746031746031744,0.06976744186046512,0.04878048780487805,0.10810810810810811,0.10714285714285714,0.18421052631578946,0.07692307692307693,0.058823529411764705,0.24210526315789474,0.5652173913043478,0.6842105263157895,0.6153846153846154,0.2,0.3157894736842105,0.375,0.16666666666666666,0.3894736842105263,0.3783783783783784,0.3783783783783784,0.5,0.021052631578947368,0.5,0.5,1.0,0.14736842105263157,0.21428571428571427,0.21428571428571427,1.0,0.07142857142857142,,0.3076923076923077,0.625,0.038461538461538464,1.0,0.07692307692307693,0.4105263157894737,0.21428571428571427,0.5045031578947369,0.46611,0.5060788461538462,0.16964285714285715,0.19791666666666666,0.07894736842105263,0.2894736842105263,10.421518987341774,25.231249999999996,0.3033175355450237,2.0,2.0,1.0,7.0,6.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.25,0.14285714285714285,,,,,,,,,,,,,,,,,True,,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,1707.0,28,-10.0,51,54,26,19,8.0,105,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,2,,,1.0,3.0,65,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,1.0,,,,,,,2.0,1.0,,2.0,1.0,3.0,3.0,6.0,,,,1.0,1.0,1.0,,,2.0,,1.0,5.0,7.0,,1.0,2.0,,1.0,,,,,,3.0,26,1.0,1.0,,,,,0.5,,1.0,0.5,,1.0,0.5,,0.75,,0.5,0.5,,8.474576271186441,0.5,0.3333333333333333,0.09523809523809523,0.08333333333333333,,0.18181818181818182,0.07692307692307693,0.13043478260869565,,,0.25,0.18181818181818182,,,0.2222222222222222,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.5242,,0.5824,,,,1.0,,,0.5098039215686274,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,14185.0,236,3.0,467,468,155,93,62.0,935,10.0,17.0,,1.0,4.0,9.0,6.0,10.0,10.0,23.0,1.0,3.0,,1.0,7.0,29.0,7.0,26.0,50,8.0,32.0,37.0,113.0,520,,3.0,9.0,8.0,16.0,3.0,8.0,22.0,47.0,12.0,40.0,18.0,6.0,,28.0,7.0,4.0,32.0,38.0,20.0,1.0,11.0,82.0,,2.0,9.0,20.0,,29.0,2.0,31.0,2.0,12.0,8.0,6.0,4.0,10.0,,1.0,16.0,,5.0,4.0,14.0,,4.0,53.0,15.0,10.0,1.0,1.0,,2.0,,47.0,155,0.23076923076923078,0.23076923076923078,0.75,0.25,0.375,0.25806451612903225,0.52,,0.5,0.4634146341463415,0.3,0.5208333333333334,0.5285714285714286,0.5,0.6351351351351351,0.3902439024390244,0.08,0.058823529411764705,0.2,22.037037037037035,0.375,,0.13071895424836602,0.012422360248447204,0.15254237288135594,,0.13679245283018868,0.009569377990430622,0.05128205128205128,,,,0.12244897959183673,0.07142857142857142,0.1774193548387097,0.13953488372093023,0.1875,0.046511627906976744,0.2073170731707317,0.5882352941176471,0.625,0.2,0.12195121951219512,0.6,0.75,0.16666666666666666,0.2804878048780488,0.43478260869565216,0.45454545454545453,0.3,0.036585365853658534,0.3333333333333333,0.3333333333333333,1.0,0.35365853658536583,0.2413793103448276,0.2413793103448276,0.7142857142857143,0.2,,0.375,0.4444444444444444,0.041666666666666664,,0.2916666666666667,0.5975609756097561,0.25,0.48667222222222223,0.47386,0.5094956521739131,0.16842105263157894,0.24193548387096775,0.07964601769911504,0.415929203539823,10.558000000000002,25.9375,0.33190578158458245,2.0,2.0,6.0,6.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,,,2.0,1.0,1.0,0.4,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.5,0.043478260869565216,0.5,1.0,0.42857142857142855,0.030303030303030304,,,,True,,,,,,,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,14831.0,247,-10.0,485,491,167,102,66.0,976,19.0,28.0,10.0,13.0,6.0,8.0,,9.0,2.0,6.0,,,,,3.0,6.0,3.0,21.0,43,3.0,6.0,13.0,64.0,547,10.0,17.0,24.0,7.0,11.0,1.0,3.0,6.0,23.0,10.0,32.0,6.0,3.0,18.0,5.0,3.0,4.0,12.0,18.0,7.0,3.0,2.0,42.0,4.0,15.0,6.0,15.0,1.0,22.0,19.0,41.0,,9.0,6.0,6.0,3.0,7.0,1.0,,13.0,1.0,5.0,15.0,34.0,8.0,2.0,17.0,9.0,1.0,9.0,6.0,3.0,9.0,,23.0,167,0.23809523809523808,0.4166666666666667,0.6666666666666666,0.5,0.3333333333333333,0.6,0.4883720930232558,0.5882352941176471,0.6363636363636364,0.5204081632653061,0.5555555555555556,0.6071428571428571,0.5714285714285714,0.6,0.6764705882352942,0.12244897959183673,0.09302325581395349,0.07142857142857142,0.2222222222222222,12.255772646536412,0.46153846153846156,0.043478260869565216,0.0949367088607595,0.08928571428571429,0.09836065573770492,0.07692307692307693,0.0958904109589041,0.08636363636363636,0.05128205128205128,0.1,0.10144927536231885,0.06382978723404255,0.12,0.045454545454545456,0.109375,0.13636363636363635,,,0.5714285714285714,0.6785714285714286,0.7307692307692307,0.2631578947368421,0.1836734693877551,,,,0.12244897959183673,0.3333333333333333,0.3333333333333333,,,,,,0.12244897959183673,0.5,0.5,0.6666666666666666,0.7222222222222222,0.7692307692307693,0.5714285714285714,0.75,,,0.21428571428571427,0.6938775510204082,0.6,0.51884375,0.5226428571428571,0.5554961538461538,0.16363636363636364,0.1836734693877551,0.375,0.359375,4.853488372093023,27.63333333333333,0.3443298969072165,1.0,1.0,4.0,6.0,5.0,1.0,3.0,2.0,3.0,3.0,,,,,6.0,4.0,0.6666666666666666,0.05555555555555555,,1.0,,1.0,,,,,,,,0.3333333333333333,,1.0,1.0,0.2,True,,,,,,,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,3031.0,51,-36.0,103,106,64,49,11.0,209,3.0,4.0,,,3.0,4.0,1.0,4.0,10.0,12.0,,,,,1.0,7.0,4.0,14.0,20,1.0,7.0,7.0,38.0,136,1.0,2.0,2.0,7.0,12.0,,4.0,7.0,21.0,10.0,18.0,3.0,,,6.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,3.0,1.0,5.0,1.0,6.0,,1.0,,4.0,2.0,,,,4.0,,2.0,3.0,7.0,,,8.0,,4.0,,,,,,21.0,64,0.35714285714285715,0.35714285714285715,1.0,0.14285714285714285,,0.16666666666666666,0.7,0.5,0.5833333333333334,0.5740740740740741,0.3333333333333333,0.4375,0.6129032258064516,0.3333333333333333,0.525,0.25925925925925924,0.1,0.25,,30.172413793103452,1.0,0.125,0.08571428571428572,0.03571428571428571,0.0625,,0.0784313725490196,0.02564102564102564,,,0.14285714285714285,,0.14285714285714285,,0.07692307692307693,0.1,,,0.14814814814814814,0.75,1.0,,0.14814814814814814,0.25,0.25,,0.4444444444444444,0.8333333333333334,0.9090909090909091,0.5,,,,,0.25925925925925924,0.14285714285714285,0.14285714285714285,1.0,,,0.25,0.75,,,0.25,0.4074074074074074,0.16666666666666666,0.4387903846153846,0.467375,0.4583833333333333,,,0.05263157894736842,0.5526315789473685,12.904999999999998,28.45714285714286,0.6213592233009708,1.0,1.0,,,,,1.0,,2.0,,,,,,,1.0,,0.3333333333333333,,,,1.0,,,,,0.08333333333333333,,,,,,,,True,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,1877.0,31,-26.0,64,63,35,27,3.0,127,3.0,4.0,,,2.0,2.0,,1.0,,,,,,,,,,3.0,5,,,1.0,7.0,85,,,,2.0,3.0,,,,4.0,6.0,,,,,,,1.0,2.0,2.0,2.0,,,4.0,,1.0,1.0,,3.0,4.0,1.0,5.0,,,,2.0,1.0,3.0,,1.0,5.0,1.0,4.0,4.0,6.0,,1.0,2.0,1.0,,3.0,2.0,,3.0,,4.0,35,1.0,1.0,,,,,0.6,,0.6666666666666666,0.6,,0.6666666666666666,0.5833333333333334,,0.6666666666666666,,0.2,0.25,,16.176470588235293,0.4,0.42857142857142855,,0.06666666666666667,0.125,,0.045454545454545456,0.05555555555555555,,0.2,,,,,,0.16666666666666666,,,0.8,0.75,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,,,,0.8,,0.64728,,0.6069666666666667,0.16666666666666666,0.16666666666666666,,0.5714285714285714,1.9,,0.546875,,,,,,,,,1.0,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,554.0,9,-3.0,17,19,12,11,1.0,36,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,2.0,2,,,,4.0,24,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,,1.0,,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,12,1.0,1.0,,,,,1.0,,,1.0,,,0.6666666666666666,,,,,,,21.05263157894737,,,0.2857142857142857,0.2,,,0.2222222222222222,0.16666666666666666,,,0.3333333333333333,,,0.25,0.3333333333333333,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,0.49305,,,0.6666666666666666,0.6666666666666666,,,5.5,,0.7058823529411765,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,11045.0,184,22.0,354,359,94,37,57.0,713,20.0,26.0,6.0,6.0,5.0,6.0,6.0,18.0,2.0,4.0,,,,,,,,28.0,48,,,23.0,79.0,377,6.0,7.0,21.0,8.0,13.0,,,9.0,25.0,32.0,24.0,,,12.0,,,2.0,4.0,6.0,1.0,1.0,2.0,14.0,3.0,16.0,6.0,18.0,4.0,28.0,19.0,47.0,3.0,11.0,6.0,1.0,,4.0,,,5.0,,1.0,15.0,28.0,1.0,4.0,35.0,15.0,5.0,12.0,5.0,6.0,13.0,1.0,25.0,94,0.5714285714285714,0.7272727272727273,,,,,0.5833333333333334,0.8571428571428571,0.6153846153846154,0.5833333333333334,0.8571428571428571,0.6153846153846154,0.626984126984127,0.8076923076923077,0.6578947368421053,,0.041666666666666664,,0.1111111111111111,16.113744075829384,0.2,0.2857142857142857,0.14634146341463414,0.1111111111111111,0.13333333333333333,0.08108108108108109,0.14285714285714285,0.10497237569060773,0.11764705882352941,0.1509433962264151,0.07017543859649122,0.09375,0.15384615384615385,0.24242424242424243,0.0784313725490196,0.16129032258064516,0.07142857142857142,0.16666666666666666,0.5416666666666666,0.7692307692307693,0.7692307692307693,0.6,0.375,0.3333333333333333,0.375,0.5,0.08333333333333333,0.5,0.5,0.5,,,,,,,,,0.8571428571428571,1.0,0.46153846153846156,0.8333333333333334,,,,0.5416666666666666,,0.51111875,0.5342,0.49572307692307693,0.25862068965517243,0.25862068965517243,0.26582278481012656,0.31645569620253167,4.120833333333334,,0.2655367231638418,,,9.0,2.0,2.0,,5.0,,1.0,5.0,1.0,1.0,,1.0,10.0,,0.7692307692307693,,,,,,,,,,,,,,,,,,True,,,,,,,,
2581,1610612764,Steve Blake,Steve Blake,2581,WAS,505.0,8,-7.0,16,18,11,10,3.0,34,,,,,,,,1.0,,,,,,,,1.0,,,1,,1.0,,,21,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,11,,,,,,,,,,,,,,,,0.5,,,,15.789473684210526,,,0.2,,,,0.16666666666666666,,,,,,,0.3333333333333333,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.4419,,,,,,,5.2,25.9,0.6875,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,
