EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3Assists,SecondChanceTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3SecondViolations,Defensive 3 Seconds Violations,Travels,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,StepOutOfBoundsTurnovers,on
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,10861.0,181,-45,344,345,124.0,145,49.0,689,10.0,32.0,4.0,9.0,4.0,12.0,11.0,22.0,8.0,23.0,3.0,1.0,2.0,6.0,16.0,2.0,2.0,5.0,29.0,77.0,6.0,19.0,31.0,107.0,391,5.0,12.0,3.0,1.0,11.0,11.0,25.0,2.0,7.0,21.0,49.0,20.0,38.0,15.0,3.0,8.0,16.0,6.0,3.0,19.0,4.0,23.0,4.0,5.0,4.0,10.0,50.0,3.0,6.0,6.0,16.0,3.0,25.0,9.0,34.0,1.0,9.0,6.0,3.0,8.0,1.0,5.0,7.0,3.0,15.0,5.0,9.0,17.0,6.0,36.0,3.0,3.0,13.0,5.0,49.0,124.0,1.0,0.3448275862068966,0.4,0.8333333333333334,0.3157894736842105,0.2857142857142857,0.3157894736842105,0.37662337662337664,0.4166666666666667,0.44,0.3958333333333333,0.3333333333333333,0.4375,0.4774774774774775,0.34375,0.5714285714285714,0.19791666666666666,0.03896103896103896,0.09375,31.265508684863523,0.5333333333333333,0.13043478260869565,0.15841584158415842,0.044444444444444446,0.20689655172413793,0.058823529411764705,0.16923076923076924,0.04838709677419355,0.046511627906976744,0.08823529411764706,0.017241379310344827,0.08823529411764706,0.06451612903225806,0.08571428571428572,0.3142857142857143,0.2727272727272727,0.017241379310344827,0.3333333333333333,0.3125,0.3448275862068966,0.1,0.22916666666666666,0.5,0.5,0.36363636363636365,0.23958333333333334,0.34782608695652173,0.34782608695652173,0.625,0.03125,0.16666666666666666,0.375,0.375,0.8333333333333334,0.6,0.4444444444444444,0.06666666666666667,0.13333333333333333,0.375,0.3333333333333333,0.0625,0.15625,0.4,0.53125,0.375,0.46794062499999994,0.5081357142857142,0.47101406249999994,0.12264150943396226,0.14942528735632185,0.102803738317757,0.45794392523364486,8.058441558441558,25.415789473684207,0.36046511627906974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2074,1610612751,Jabari Smith,Jabari Smith,2074,NJN,41.0,1,-1,2,2,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,7497.0,125,-15,243,239,100.0,110,34.0,482,10.0,16.0,2.0,3.0,1.0,3.0,,9.0,5.0,10.0,5.0,2.0,3.0,1.0,4.0,1.0,,2.0,15.0,35.0,2.0,9.0,15.0,51.0,264,2.0,6.0,3.0,2.0,6.0,2.0,8.0,,5.0,7.0,11.0,24.0,6.0,6.0,,,4.0,1.0,3.0,6.0,2.0,8.0,1.0,4.0,1.0,1.0,18.0,6.0,1.0,2.0,6.0,4.0,12.0,7.0,19.0,2.0,3.0,2.0,1.0,6.0,,4.0,1.0,2.0,7.0,3.0,3.0,12.0,1.0,22.0,,,10.0,1.0,11.0,100.0,3.0,0.8,0.8,1.0,0.2222222222222222,,0.2222222222222222,0.42857142857142855,0.3333333333333333,0.25,0.4090909090909091,0.2222222222222222,0.15384615384615385,0.4636363636363636,0.3,0.3055555555555556,0.20454545454545456,0.08571428571428572,0.0625,21.83098591549296,0.8571428571428571,0.25,0.08333333333333333,0.011363636363636364,0.1,0.15789473684210525,0.08695652173913043,0.05555555555555555,,0.04,,0.16,0.08,0.11538461538461539,0.047619047619047616,0.07692307692307693,0.08695652173913043,0.36363636363636365,0.625,0.6666666666666666,0.9,0.20454545454545456,,,,0.22727272727272727,0.5,0.5,0.6,0.11363636363636363,0.09090909090909091,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.15384615384615385,,0.5681818181818182,0.25,0.501565909090909,0.5673166666666667,0.4669153846153847,0.18518518518518517,0.2222222222222222,0.11764705882352941,0.21568627450980393,7.64,23.833333333333332,0.411522633744856,1.0,1.0,2.0,2.0,0.2222222222222222,0.15384615384615385,0.14285714285714285,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,10151.0,169,-46,324,324,113.0,137,46.0,648,9.0,12.0,1.0,2.0,3.0,3.0,3.0,8.0,2.0,15.0,4.0,,2.0,10.0,26.0,3.0,3.0,12.0,14.0,35.0,11.0,30.0,6.0,67.0,368,2.0,5.0,3.0,,10.0,6.0,11.0,3.0,14.0,4.0,25.0,6.0,22.0,33.0,,,26.0,10.0,1.0,19.0,6.0,25.0,6.0,7.0,5.0,7.0,56.0,3.0,7.0,3.0,16.0,3.0,22.0,10.0,32.0,3.0,9.0,6.0,3.0,4.0,3.0,4.0,4.0,,8.0,2.0,6.0,14.0,,11.0,1.0,1.0,2.0,2.0,25.0,113.0,4.0,0.21428571428571427,0.21428571428571427,1.0,0.36666666666666664,0.21428571428571427,0.36666666666666664,0.4,0.4,0.5454545454545454,0.46923076923076923,0.625,0.42,0.4855072463768116,0.625,0.44642857142857145,0.46153846153846156,0.02857142857142857,,20.263157894736842,0.5,0.13636363636363635,0.16842105263157894,0.05555555555555555,0.1111111111111111,0.058823529411764705,0.1557377049180328,0.05649717514124294,0.07894736842105263,,0.07272727272727272,0.058823529411764705,0.07142857142857142,0.18181818181818182,0.23529411764705882,0.09090909090909091,0.07894736842105263,0.18461538461538463,0.75,0.75,0.1111111111111111,0.12307692307692308,0.375,0.375,0.3333333333333333,0.23076923076923078,0.13333333333333333,0.14285714285714285,0.5,0.06153846153846154,0.4,0.38461538461538464,0.4,1.0,0.25,0.5,,0.375,0.12,1.0,0.08,0.48,0.25,0.6461538461538462,0.38461538461538464,0.5035030769230769,0.486,0.504798,0.04477611940298507,0.05555555555555555,0.14925373134328357,0.373134328358209,9.82857142857143,24.44,0.3487654320987654,1.0,,,,,0.058823529411764705,0.2,0.25,0.25,1.0,,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.03333333333333333,0.06666666666666667,0.038461538461538464,0.6666666666666666,1.0,0.03225806451612903,,,,,,,,,,,True
696,1610612751,Travis Best,Travis Best,696,NJN,3659.0,61,-14,113,118,47.0,75,13.0,231,4.0,6.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,3.0,,,1.0,3.0,,,2.0,6.0,9.0,1.0,6.0,1.0,16.0,145,1.0,1.0,,,2.0,2.0,3.0,,2.0,,4.0,4.0,8.0,3.0,,2.0,2.0,1.0,1.0,6.0,2.0,8.0,1.0,2.0,2.0,2.0,18.0,,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,8.0,,1.0,,1.0,,,4.0,47.0,3.0,0.3333333333333333,0.4,1.0,0.16666666666666666,,0.2,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.4,0.5,1.0,0.4,0.4,0.1111111111111111,0.16666666666666666,13.385826771653543,0.5,0.09090909090909091,0.03571428571428571,0.03225806451612903,,,0.029411764705882353,0.02,0.125,,,,,,0.09090909090909091,,,0.4,0.6666666666666666,0.8,0.25,0.06666666666666667,,,,0.13333333333333333,1.0,1.0,0.5,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,0.4,1.0,,0.4,,0.8,0.5,0.5320107142857143,0.5055,0.5462125,,,0.125,0.25,5.377777777777777,32.38333333333333,0.415929203539823,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,7237.0,121,-24,231,233,73.0,86,34.0,464,2.0,5.0,2.0,5.0,,1.0,,,2.0,12.0,,,,,,,,,4.0,17.0,,,3.0,11.0,248,2.0,6.0,,,4.0,,5.0,,,1.0,1.0,4.0,4.0,,,4.0,,,2.0,,1.0,1.0,1.0,,,,3.0,1.0,8.0,4.0,12.0,1.0,17.0,9.0,26.0,,2.0,,2.0,,,,3.0,,3.0,,7.0,17.0,2.0,8.0,,,3.0,1.0,1.0,73.0,4.0,0.5,1.0,,,,,0.23529411764705882,0.3333333333333333,,0.23529411764705882,0.3333333333333333,,0.2619047619047619,0.3333333333333333,0.07142857142857142,,0.11764705882352941,0.4,8.85608856088561,,0.07692307692307693,0.15789473684210525,0.08247422680412371,0.17391304347826086,0.03333333333333333,0.16161616161616163,0.07086614173228346,0.10344827586206896,0.09090909090909091,0.06521739130434782,,0.2692307692307692,0.19230769230769232,,0.15789473684210525,,0.29411764705882354,0.4,0.6666666666666666,,,,,,0.7058823529411765,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.8333333333333334,0.4,,,0.2,,,,,0.29411764705882354,,0.43511176470588236,0.513,0.42742,0.15,0.15,0.36363636363636365,0.09090909090909091,12.664705882352942,,0.31601731601731603,,,,2.0,,0.1,0.25,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True
2420,1610612751,Nenad Krstic,Nenad Krstic,2420,NJN,8496.0,142,-35,265,268,90.0,96,35.0,533,9.0,14.0,6.0,8.0,6.0,8.0,8.0,14.0,9.0,18.0,,,,,,,,,26.0,46.0,,,13.0,65.0,299,9.0,12.0,,1.0,19.0,8.0,17.0,,,4.0,20.0,40.0,12.0,,,8.0,,,1.0,3.0,4.0,7.0,4.0,,1.0,2.0,18.0,4.0,6.0,8.0,7.0,4.0,19.0,10.0,29.0,,1.0,,1.0,2.0,,,4.0,2.0,6.0,4.0,10.0,19.0,2.0,18.0,,,7.0,2.0,20.0,90.0,2.0,0.7692307692307693,0.9090909090909091,,,,,0.5652173913043478,0.75,0.47058823529411764,0.5652173913043478,0.75,0.47058823529411764,0.5909090909090909,0.7307692307692307,0.5263157894736842,,0.021739130434782608,0.07142857142857142,19.86970684039088,0.3333333333333333,0.26666666666666666,0.08641975308641975,0.058823529411764705,0.32,0.1111111111111111,0.14150943396226415,0.07246376811594203,0.13333333333333333,0.038461538461538464,0.021739130434782608,0.125,0.11538461538461539,0.10344827586206896,0.038461538461538464,0.35,,0.30434782608695654,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.875,0.391304347826087,0.5,0.5,0.8888888888888888,,,,,,0.6666666666666666,0.75,,,0.47058823529411764,0.75,,,,0.30434782608695654,,0.44848695652173914,0.4995555555555556,0.4769176470588235,0.1320754716981132,0.1320754716981132,0.2923076923076923,0.3076923076923077,9.884782608695653,,0.33962264150943394,,,,,,0.08333333333333333,0.2,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,True
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,3356.0,56,-21,107,104,49.0,55,21.0,211,1.0,1.0,,,1.0,1.0,1.0,3.0,4.0,8.0,3.0,1.0,2.0,2.0,5.0,,,,6.0,12.0,2.0,8.0,2.0,20.0,120,,,1.0,,,2.0,5.0,,2.0,2.0,6.0,12.0,,6.0,,,5.0,2.0,,1.0,3.0,4.0,3.0,,,1.0,11.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,10.0,,1.0,1.0,,,,,,,,,7.0,16.0,,2.0,,,,1.0,6.0,49.0,4.0,1.0,1.0,1.0,0.25,,0.25,0.5,,0.4,0.45,,0.2857142857142857,0.47619047619047616,,0.375,0.4,,,15.789473684210526,,0.5,0.041666666666666664,0.020833333333333332,0.14285714285714285,0.043478260869565216,0.06451612903225806,0.028169014084507043,,,0.05555555555555555,,,0.14285714285714285,,,,0.05,1.0,1.0,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.5,1.0,0.15,0.25,0.4,0.4,1.0,,,1.0,,0.14285714285714285,1.0,0.2857142857142857,,,0.45,0.4,0.45258249999999994,,0.46692142857142865,,,,0.3,15.158333333333331,24.099999999999998,0.45794392523364486,,,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,True
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,3007.0,50,-24,91,92,24.0,19,13.0,183,,2.0,,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,2.0,,,,1.0,6.0,1.0,3.0,4.0,9.0,116,,,,,,1.0,2.0,,,2.0,4.0,,2.0,3.0,,,2.0,1.0,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,,4.0,,4.0,2.0,6.0,1.0,,,,,1.0,,3.0,,3.0,,3.0,5.0,1.0,4.0,,,1.0,1.0,4.0,24.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.16666666666666666,,0.5,0.2777777777777778,,0.5,0.4090909090909091,,0.6666666666666666,0.3333333333333333,,,12.962962962962962,,,0.14285714285714285,0.02127659574468085,,0.14285714285714285,0.1111111111111111,0.037037037037037035,,0.1,,0.2,,0.2222222222222222,0.15384615384615385,,0.14285714285714285,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,,0.2222222222222222,,,,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,,,,,0.5,,,,,0.5555555555555556,0.5,0.48044444444444445,,0.48260000000000003,0.1,0.14285714285714285,,0.4444444444444444,8.983333333333333,24.400000000000002,0.26373626373626374,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,True
1934,1610612751,Rodney Buford,Rodney Buford,1934,NJN,159.0,3,-6,6,5,6.0,5,,11,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
