EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,OffThreePtRebounds,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3FGM,PenaltyCorner3FGM,LostBallSteals,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangePctAssisted,Offensive Fouls,BlockedAtRim,DefAtRimReboundPct,SecondChanceFtPoints,Technical Free Throw Trips,on,LostBallTurnovers,OffCorner3ReboundPct,PtsUnassisted3s,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimFGM,Travels,3SecondViolations,SecondChanceAtRimAccuracy,BlockedShortMidRange,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceTurnovers,Clear Path Fouls,Defensive 3 Seconds Violations
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1537.0,26,9,49,49,5.0,9,6.0,98,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,9.0,1.0,1.0,4.0,7,2.0,10.0,1.0,15,43,1.0,2.0,2.0,6.0,6.0,9.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,13.0,1.0,2.0,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.25,0.25,1.0,0.2,0.2,0.5714285714285714,0.4117647058823529,0.4411764705882353,0.5882352941176471,0.14285714285714285,0.5,29.824561403508774,0.11764705882352941,0.14285714285714285,0.125,0.25,0.3333333333333333,1.0,0.11764705882352941,1.0,1.0,0.5,0.11764705882352941,0.5,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.058823529411764705,0.5294117647058824,0.2222222222222222,0.2222222222222222,1.0,1.0,0.5,0.5,0.7058823529411765,0.2222222222222222,0.49287941176470584,0.50685,0.507075,0.058823529411764705,0.14285714285714285,9.171428571428573,25.09,0.10204081632653061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,2324.0,39,19,75,73,19.0,20,9.0,148,3.0,5.0,3.0,5.0,5.0,8.0,,,2.0,7.0,3.0,3.0,11.0,18,2.0,7.0,8.0,36,89,3.0,3.0,4.0,18.0,6.0,7.0,2.0,,4.0,1.0,5.0,,2.0,,2.0,11.0,1.0,3.0,4.0,6,3.0,10.0,,2.0,,,,,19.0,1.0,0.18181818181818182,0.2,1.0,0.2857142857142857,0.2857142857142857,0.6111111111111112,0.56,0.6,0.28,,,38.82352941176471,0.13636363636363635,0.1111111111111111,0.12903225806451613,0.2222222222222222,,,0.2,0.6,0.6,,0.2,0.6,0.6,0.32,0.625,0.625,,0.28,0.2857142857142857,0.2857142857142857,1.0,0.42857142857142855,,0.5,0.48,0.2857142857142857,0.45452,0.4464071428571428,0.424575,0.07407407407407407,0.1,10.488888888888889,25.957142857142856,0.25333333333333335,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,12.0,2.0,3.0,1.0,5.0,12.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,12.0,0.6666666666666666,0.3333333333333333,0.75,0.6666666666666666,0.8571428571428571,0.5833333333333334,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.07142857142857142,0.3333333333333333,0.25,0.09090909090909091,0.14285714285714285,0.16666666666666666,0.4,0.14285714285714285,0.6666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,2382.0,40,19,77,75,17.0,18,10.0,152,1.0,1.0,1.0,1.0,6.0,9.0,,,,1.0,1.0,1.0,8.0,11,,1.0,2.0,18,87,1.0,1.0,10.0,6.0,,1.0,,,5.0,4.0,9.0,3.0,3.0,,2.0,22.0,1.0,2.0,3.0,5,6.0,2.0,,1.0,,,,,17.0,3.0,0.625,0.625,,,,0.7272727272727273,0.6666666666666666,0.6923076923076923,0.08333333333333333,,,18.181818181818183,0.08,0.1111111111111111,0.08823529411764706,0.09090909090909091,0.5,,0.08333333333333333,1.0,1.0,,0.08333333333333333,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,,0.08333333333333333,,,,0.5,,0.25,0.16666666666666666,,0.41386666666666666,0.36119999999999997,0.4183,0.07692307692307693,0.08333333333333333,15.7,25.1,0.22077922077922077,,1.0,1.0,,,1.0,1.0,,2.0,1.0,3.0,,,2.0,,1.0,1.0,2.0,1.0,,,2.0,1.0,2.0,1.0,3.0,,2.0,,,1.0,0.3333333333333333,0.5,0.25,0.5,0.25,0.6666666666666666,0.045454545454545456,0.06060606060606061,,,0.08333333333333333,,0.3333333333333333,0.8333333333333334,,,,0.25,1.0,,0.1111111111111111,0.1111111111111111,1.0,1.0,2.0,1.0,0.09090909090909091,0.07692307692307693,0.1,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612758,Maurice Evans,Maurice Evans,2230,SAC,3366.0,56,22,109,107,24.0,28,12.0,216,3.0,5.0,1.0,1.0,,,2.0,1.0,,2.0,,,4.0,6,2.0,4.0,4.0,18,119,,1.0,6.0,2.0,6.0,2.0,,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,2.0,3.0,5.0,7,6.0,5.0,1.0,3.0,,,,,24.0,1.0,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.7,0.75,0.4,0.16666666666666666,,9.75609756097561,0.09090909090909091,0.13333333333333333,0.10416666666666667,0.07142857142857142,0.2,,0.5,0.6,0.75,1.0,0.1,1.0,1.0,,,,0.2,0.2,,,,,1.0,,0.9,,0.600975,0.5449,0.50805,0.25,0.375,1.4166666666666667,24.674999999999997,0.22018348623853212,1.0,,,,,,1.0,,,,,1.0,,3.0,,,2.0,2.0,,2.0,1.0,,,,,,,3.0,,1.0,,,,1.5,,1.5,,0.07142857142857142,0.0425531914893617,,0.14285714285714285,0.15384615384615385,0.1,,,1.0,,,,,,,0.16666666666666666,,,2.0,1.0,,0.0625,,2.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,1707.0,28,16,55,54,9.0,17,7.0,109,,,3.0,4.0,1.0,2.0,,,,,,,4.0,6,,,2.0,10,46,,,8.0,,,,,,,,,,,,,,1.0,1.0,2.0,2,4.0,3.0,1.0,2.0,,,,,9.0,1.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.7142857142857143,,,,12.5,0.05263157894736842,0.125,0.07407407407407407,0.1111111111111111,0.25,,,,,,0.6666666666666666,0.75,0.75,0.3333333333333333,0.5,0.5,,,,,,,,,,,0.37809999999999994,,,0.2857142857142857,0.2857142857142857,12.200000000000001,,0.16363636363636364,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,0.1,,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,323.0,5,-8,12,11,6.0,6,,23,,1.0,,1.0,,,,,,1.0,,1.0,,2,,1.0,1.0,1,14,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1,4.0,2.0,,1.0,,,,,6.0,,,,,,,,,0.125,0.3333333333333333,0.5,,41.66666666666667,1.0,,0.5,1.0,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,0.5,0.6666666666666666,,0.4709666666666667,,0.3732,0.25,0.3333333333333333,5.8,26.0,0.5,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612758,Brian Skinner,Brian Skinner,1730,SAC,835.0,14,10,26,26,1.0,4,2.0,52,1.0,1.0,,,,,,,,,,,1.0,1,,,,2,23,,,2.0,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,3.0,5,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,3.4482758620689657,0.25,0.16666666666666666,0.21428571428571427,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.5061,,,,,2.9,,0.038461538461538464,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,0.2,0.18181818181818182,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,0.16666666666666666,0.3333333333333333,0.2,,,1.0,,,,,,,,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,1485.0,25,7,48,48,15.0,11,5.0,96,2.0,2.0,,,,1.0,,,,,,,2.0,3,,,1.0,5,68,,,4.0,,,,,,1.0,2.0,3.0,1.0,,,1.0,8.0,2.0,2.0,4.0,5,3.0,1.0,,,,,,,15.0,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.625,,,,7.547169811320754,0.15384615384615385,0.3333333333333333,0.21052631578947367,0.5,,,0.6666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,0.5042666666666666,,0.5939,,,5.133333333333334,,0.3125,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,0.1111111111111111,0.0625,,,,0.4,,,,,,1.0,1.0,,,0.4,,,2.0,,,0.125,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612758,Eddie House,Eddie House,2067,SAC,901.0,15,7,29,29,4.0,7,2.0,58,,,,1.0,1.0,4.0,,,1.0,1.0,,,1.0,5,1.0,1.0,2.0,7,26,,,2.0,,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,,1.0,1.0,1,1.0,2.0,,1.0,,,,,4.0,,1.0,1.0,1.0,1.0,1.0,0.2,0.4166666666666667,0.5,0.16666666666666666,0.2,1.0,25.0,0.125,,0.07142857142857142,,,,,,,,0.16666666666666666,,,0.6666666666666666,0.25,0.25,,0.16666666666666666,1.0,1.0,1.0,,,,0.16666666666666666,1.0,0.39641666666666664,,,0.14285714285714285,0.16666666666666666,16.44,26.4,0.13793103448275862,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.5,,1.0,,,,,,,,1.0,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,0.25,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612758,Cuttino Mobley,Cuttino Mobley,1749,SAC,309.0,5,-3,11,11,1.0,1,2.0,22,,,,,1.0,3.0,,,,1.0,,1.0,1.0,3,,1.0,,2,11,,1.0,2.0,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,1,,,,,,,,,1.0,,1.0,1.0,,,,0.3333333333333333,0.25,0.25,0.25,,,30.769230769230766,0.2,,0.16666666666666666,0.3333333333333333,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,0.25,,,,,,1.0,0.25,,0.402475,,0.504,,,19.566666666666666,26.9,0.09090909090909091,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
