EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,FG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,ShootingFouls,Fg2Pct,PenaltyFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,BadPassSteals,Travels,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,HeaveAttempts,OffLongMidRangeReboundPct,Corner3FGM,BlockedLongMidRange,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers
109,1610612759,Robert Horry,Robert Horry,109,SAS,2640.0,44,15,78,82,19,40,5,160,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5,2.0,4.0,6.0,12.0,64,1.0,1.0,2.0,5.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,6.0,2.0,8.0,1.0,1.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,5.0,19,1.0,0.5,1.0,0.5,0.3333333333333333,1.5,0.46153846153846156,1.25,0.4444444444444444,0.2,0.5,14.942528735632184,0.125,0.08695652173913043,0.07692307692307693,0.11320754716981132,0.0625,0.16666666666666666,0.35714285714285715,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4649388888888889,0.47355,0.25,0.375,0.4166666666666667,8.7,24.599999999999998,0.24358974358974358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,1850.0,31,6,52,55,22,13,6,107,,1.0,1.0,,,,,,2,,,,2.0,42,,,,2.0,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,4.0,,,,,,,2.0,22,,,,,0.5,1.0,0.5,1.0,,,,3.278688524590164,,,,,,,,,,0.5,0.5,,,,,,,,,,0.41795,0.3933,,,1.0,14.8,,0.4230769230769231,1.0,1.0,1.0,1.0,2.0,3.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,4635.0,77,20,133,136,35,38,20,269,11.0,27.0,7.0,,,1.0,,,45,,1.0,11.0,57.0,124,,,5.0,13.0,,1.0,,2.0,2.0,5.0,2.0,,,13.0,8.0,3.0,11.0,16.0,10.0,26.0,,,5.0,13.0,7.0,2.0,7.0,5.0,7.0,13.0,35,,,,,0.5,0.36363636363636365,0.57,0.5,0.021739130434782608,0.044444444444444446,0.18181818181818182,35.22012578616352,0.171875,0.16666666666666666,0.15789473684210525,0.1686746987951807,0.16393442622950818,0.16666666666666666,0.04,0.16666666666666666,0.2391304347826087,0.5869565217391305,0.15217391304347827,,0.021739130434782608,,,,,,0.2608695652173913,,0.42904673913043484,0.4128545454545454,0.14583333333333334,0.14893617021276595,0.22807017543859648,7.722222222222223,25.4,0.2631578947368421,11.0,23.0,4.0,11.0,28.0,2.0,0.5111111111111111,0.36363636363636365,0.4074074074074074,0.4074074074074074,7.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,7.0,1.0,6.0,18.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,0.391304347826087,0.4090909090909091,0.42857142857142855,0.375,0.375,0.5,1.0,0.15384615384615385,0.3333333333333333,0.09090909090909091,0.5,0.29411764705882354,0.22727272727272727,0.15384615384615385,0.19047619047619047,0.42857142857142855,0.6363636363636364,0.7777777777777778,0.5714285714285714,0.18181818181818182,0.7142857142857143,0.7142857142857143,0.6,0.25,0.5,0.125,0.18181818181818182,0.5,0.43718125,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,2710.0,45,34,80,88,24,36,9,168,10.0,3.0,2.0,,,,,,15,,,4.0,24.0,68,,,2.0,6.0,,,,,2.0,3.0,1.0,,1.0,7.0,,,4.0,4.0,,4.0,3.0,1.0,2.0,7.0,3.0,1.0,,,,6.0,24,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,,,,23.333333333333332,0.09302325581395349,,,0.07692307692307693,,,0.17647058823529413,,0.6666666666666666,0.2,0.13333333333333333,,,,,,,,0.6666666666666666,,0.5271733333333334,0.3773333333333333,0.17647058823529413,0.17647058823529413,0.25,5.226666666666666,,0.3,1.0,10.0,2.0,3.0,16.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.0,,,1.0,1.0,2.0,,1.0,1.0,,2.0,4.0,,1.0,,1.0,,,,1.0,,1.0,2.0,,3.0,,1.0,,1.0,1.0,,,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,,,,,,0.07142857142857142,,,,,0.7,0.7,0.14285714285714285,,1.0,1.0,0.5,,,,0.3333333333333333,1.0,0.4276,0.08333333333333333,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
299,1610612759,Glenn Robinson,Glenn Robinson,299,SAS,6875.0,115,34,201,209,71,92,23,410,9.0,8.0,18.0,2.0,3.0,8.0,,2.0,35,3.0,10.0,15.0,50.0,174,,3.0,10.0,22.0,9.0,8.0,3.0,1.0,,1.0,,,,3.0,1.0,4.0,15.0,19.0,2.0,21.0,3.0,1.0,20.0,17.0,6.0,2.0,6.0,4.0,7.0,22.0,71,1.0,0.3,,0.3,0.3888888888888889,0.35294117647058826,0.46153846153846156,0.5,0.2222222222222222,0.02857142857142857,,25.108225108225106,0.15306122448979592,0.0136986301369863,0.13333333333333333,0.1484375,0.02127659574468085,,0.13513513513513514,0.2,0.2,0.17777777777777778,0.4,0.044444444444444446,0.17777777777777778,0.375,0.375,1.0,0.11764705882352941,,0.4222222222222222,0.375,0.4566444444444445,0.4647588235294118,0.12,0.15,0.44,11.357142857142858,24.619999999999997,0.35323383084577115,2.0,13.0,6.0,14.0,12.0,9.0,0.37142857142857144,0.42857142857142855,0.25,0.25,5.0,1.0,3.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,9.0,14.0,2.0,1.0,,1.0,1.0,,,1.0,,1.0,5.0,,6.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,0.5384615384615384,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.16666666666666666,,0.047619047619047616,0.07142857142857142,0.0625,,0.25,0.09090909090909091,0.1,,0.5714285714285714,0.5555555555555556,0.5555555555555556,0.6,0.5,0.3333333333333333,0.35294117647058826,0.5,0.5,0.3333333333333333,0.5,0.23529411764705882,0.5,0.55613,0.18,2.0,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.05555555555555555,0.6666666666666666,1.0,0.058823529411764705,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,4090.0,68,4,119,118,43,52,15,237,1.0,3.0,1.0,1.0,,5.0,,1.0,5,,6.0,6.0,10.0,106,,2.0,5.0,5.0,,4.0,,,6.0,7.0,4.0,,2.0,15.0,2.0,2.0,3.0,5.0,2.0,7.0,2.0,,4.0,8.0,1.0,3.0,,,,5.0,43,,,,,0.18181818181818182,,0.3333333333333333,0.3125,0.5454545454545454,,,15.107913669064748,0.05660377358490566,0.044444444444444446,0.09523809523809523,0.06756756756756757,0.03278688524590164,,0.058823529411764705,0.1111111111111111,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.45454545454545453,,,,0.2,,0.6363636363636364,,0.49053499999999994,0.47225,0.08333333333333333,0.16666666666666666,0.5,8.36,28.5,0.36134453781512604,,2.0,,3.0,2.0,,0.4,,,,1.0,,,,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,,,,5.0,,5.0,1.0,,6.0,2.0,1.0,,1.0,,,,0.5,0.5,,,,0.8333333333333334,,,,,,,0.09523809523809523,0.08333333333333333,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,0.5781,,2.0,,,1.0,,,,,,,,,,,,0.2,1.0,0.13333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,1997.0,33,13,55,59,4,22,7,114,2.0,2.0,,,,,,,4,,,2.0,6.0,42,,,,,,,,,1.0,1.0,,,1.0,2.0,4.0,1.0,6.0,7.0,4.0,11.0,3.0,2.0,4.0,4.0,2.0,,,,,,4,,,,,0.5,,0.5,,,,,10.9375,0.1875,0.17391304347826086,0.1111111111111111,0.17073170731707318,0.13333333333333333,0.16666666666666666,0.08333333333333333,,0.5,0.5,,,,,,,,,0.5,,0.49982499999999996,,0.3333333333333333,0.3333333333333333,,3.025,,0.07272727272727272,1.0,2.0,,,2.0,3.0,0.5,,0.5,0.5,1.0,1.0,1.0,,,,,2.0,2.0,,4.0,2.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,0.5,1.0,1.0,1.0,1.0,,,,0.2,,,0.2857142857142857,0.23076923076923078,0.14285714285714285,,,0.5,0.5,,1.0,,,,0.5,1.0,,,,0.6103,0.6666666666666666,1.0,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,3479.0,58,9,101,107,32,37,11,208,,2.0,,2.0,,1.0,,,2,1.0,3.0,4.0,7.0,94,,,2.0,2.0,3.0,1.0,,1.0,3.0,4.0,,1.0,2.0,9.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,,1.0,2.0,32,1.0,0.3333333333333333,,0.3333333333333333,0.3,,0.5,0.5,0.6,0.5,,9.56521739130435,0.08163265306122448,0.02702702702702703,0.07142857142857142,0.07936507936507936,0.021739130434782608,0.0625,0.05263157894736842,,,0.4,,0.4,0.2,,,,,,0.6,,0.4539000000000001,0.3143,0.16666666666666666,0.3333333333333333,0.2857142857142857,7.45,24.400000000000002,0.31683168316831684,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,1.0,3.0,,4.0,,,,1.0,,,,,,,,1.0,0.25,,,,,,0.08333333333333333,0.1111111111111111,0.09090909090909091,0.3333333333333333,,,,,,,,,,,,,,,0.2857142857142857,,,2.0,,,,2.0,2.0,,,,,,,,,,,1.0,1.0,0.5,0.5,0.5,1.0,,,,True,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2942.0,49,36,90,91,31,42,11,181,5.0,3.0,3.0,1.0,1.0,5.0,,,11,2.0,6.0,8.0,30.0,69,,,8.0,12.0,3.0,5.0,1.0,1.0,7.0,8.0,4.0,2.0,1.0,17.0,1.0,4.0,8.0,12.0,1.0,13.0,,,3.0,8.0,1.0,3.0,1.0,,1.0,12.0,31,0.5,0.3333333333333333,,0.3333333333333333,0.6470588235294118,1.0,0.7142857142857143,1.0,0.35294117647058826,0.09090909090909091,,24.76190476190476,0.21621621621621623,0.034482758620689655,0.2857142857142857,0.23529411764705882,0.02564102564102564,,0.26666666666666666,0.16666666666666666,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.2,0.2,,,,0.6470588235294118,0.2,0.5107352941176471,0.47824999999999995,0.05555555555555555,0.08333333333333333,0.4,7.890909090909091,24.383333333333336,0.34444444444444444,1.0,8.0,2.0,2.0,8.0,,0.7272727272727273,1.0,0.3333333333333333,0.5,5.0,,,1.0,1.0,2.0,,1.0,2.0,,2.0,8.0,,1.0,1.0,,,,,3.0,1.0,3.0,2.0,,5.0,1.0,1.0,,,,,1.0,0.5,0.5,0.5,0.5,0.5,0.6,,,,,,,0.3076923076923077,0.375,,1.0,1.0,1.0,0.6,,0.6666666666666666,0.6666666666666666,0.5,,,,0.5,1.0,0.39825,0.06666666666666667,,1.0,1.0,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,3.0,,,True,,,,,,,,,,,,,,,,,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,1099.0,18,-1,34,35,24,35,3,69,1.0,,3.0,1.0,1.0,3.0,1.0,2.0,4,2.0,4.0,,10.0,32,1.0,2.0,,5.0,3.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,5.0,24,0.5,0.5,0.5,0.6666666666666666,0.625,0.5,0.625,0.5,0.5,,,21.62162162162162,0.05263157894736842,,,0.045454545454545456,,,,,0.125,,0.375,0.125,0.375,0.3333333333333333,0.3333333333333333,,0.4,0.5,0.625,0.5,0.45967857142857144,0.4774375,,,0.5,14.425,31.075,0.7058823529411765,,2.0,1.0,3.0,2.0,1.0,0.5,0.3333333333333333,,,1.0,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.14285714285714285,,,,,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.2,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,3.0,,,True,,,,,,,,,,,,,,,,,,,
