EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,OffThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceFtPoints,OffShortMidRangeReboundPct,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,AtRimAssists,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,OffCorner3ReboundPct,ShortMidRangeAssists,LongMidRangePctBlocked,Travels,on,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,573.0,10,-6.0,22,23,19,16,3.0,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,21,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,19,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.4,1.0,0.4,20.0,0.25,0.25,0.08333333333333333,0.3333333333333333,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,0.25,0.398125,0.5111,0.398125,1.0,1.0,11.275,0.8636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,1066.0,18,-25.0,39,44,21,30,7.0,83,,,,,,,,3.0,4.0,2.0,7.0,9.0,59,1.0,1.0,2.0,1.0,6.0,4.0,,4.0,,,,,,,3.0,6.0,,6.0,,2.0,,4.0,21,,,,0.2857142857142857,1.0,0.16666666666666666,0.3181818181818182,1.0,0.14285714285714285,0.375,1.0,0.25,27.659574468085108,0.6,,,,,,,0.2727272727272727,,,,0.36363636363636365,,,,,0.36363636363636365,0.4197363636363637,0.4003,0.3675428571428572,0.2222222222222222,0.4444444444444444,14.285714285714286,0.5384615384615384,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.36363636363636365,1.0,0.2857142857142857,0.25,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.36363636363636365,0.25,0.25,1.0,0.14285714285714285,0.25,0.08333333333333333,0.125,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,1003.0,17,-25.0,33,37,14,24,6.0,70,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,2.0,2.0,5.0,,,,14,,,,,,,,,,,,,5.128205128205128,,,0.1,,,,,,,,,,,,,,,,,,,,,0.42424242424242425,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,1259.0,21,-10.0,42,43,23,20,4.0,85,2.0,4.0,,,1.0,3.0,1.0,1.0,,3.0,5.0,8.0,45,,,,1.0,3.0,2.0,4.0,2.0,,,,,,1.0,1.0,5.0,1.0,6.0,5.0,4.0,,2.0,23,,0.6666666666666666,0.6666666666666666,0.6,,0.3333333333333333,0.6,,0.3333333333333333,0.5714285714285714,,0.3333333333333333,17.391304347826086,0.5,0.07142857142857142,0.05555555555555555,0.1,0.8,0.5,0.5,0.2,1.0,1.0,,,,,1.0,0.3333333333333333,0.8,0.51696,,0.5173666666666666,,0.25,1.9799999999999998,0.5476190476190477,,,,,,,2.0,,,,,,2.0,2.0,1.0,,1.0,2.0,,,,,1.0,0.15384615384615385,0.2857142857142857,0.2,0.2,,0.3333333333333333,,,,,,,,,0.2857142857142857,0.2857142857142857,,,,,,1.0,5.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1610612764,Anthony Peeler,Anthony Peeler,324,WAS,2379.0,40,-23.0,88,92,58,65,11.0,180,,1.0,,,,,,,5.0,1.0,6.0,4.0,103,,,,1.0,3.0,4.0,2.0,,,2.0,3.0,2.0,7.0,,2.0,7.0,,7.0,4.0,2.0,1.0,4.0,58,2.0,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.1111111111111111,,0.2,0.2,,0.3333333333333333,13.131313131313131,0.2857142857142857,,,,0.1111111111111111,,,,,,,0.5555555555555556,,,,,0.4444444444444444,0.47690625000000003,0.66915,0.421475,,1.0,15.616666666666665,0.6590909090909091,1.0,,2.0,2.0,,3.0,2.0,2.0,2.0,,1.0,,1.0,4.0,1.0,,3.0,,,,,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.09090909090909091,0.15151515151515152,0.14285714285714285,0.2857142857142857,0.1,0.2,0.2,0.2222222222222222,,,,0.4,,,,30.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,0.125,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,532.0,9,-2.0,20,19,15,15,4.0,39,,,,,,,,,1.0,,1.0,2.0,20,,,2.0,,,2.0,,,,,,,,2.0,,1.0,2.0,3.0,,4.0,,2.0,15,,,,,,,,,,0.3333333333333333,0.5,0.5,16.666666666666668,,0.3333333333333333,0.2,0.25,,,,,,,,1.0,,,,,,0.3862,,,1.0,1.0,17.5,0.75,,,,,,,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,0.2,,0.14285714285714285,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,1722.0,29,,68,67,49,54,8.0,135,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,28.0,72,1.0,1.0,3.0,2.0,3.0,20.0,2.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,,2.0,1.0,3.0,5.0,18.0,5.0,20.0,49,4.0,0.2,0.25,0.7142857142857143,1.0,0.6666666666666666,0.43333333333333335,0.5,0.3888888888888889,0.5869565217391305,0.5,0.625,32.89473684210526,,0.058823529411764705,0.034482758620689655,0.07692307692307693,0.13333333333333333,1.0,1.0,0.13333333333333333,0.5,0.5,,0.2,0.5,1.0,0.1111111111111111,1.0,0.6666666666666666,0.43971333333333334,0.5273,0.43957777777777785,0.10714285714285714,0.7142857142857143,10.599999999999998,0.7205882352941176,2.0,1.0,7.0,5.0,1.0,8.0,15.0,6.0,13.0,,7.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,,0.125,0.125,0.5333333333333333,1.0,0.05555555555555555,0.125,0.07692307692307693,,0.16666666666666666,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.14285714285714285,0.14285714285714285,,0.5555555555555556,0.14285714285714285,0.2222222222222222,0.4,25.1,,,,,2.0,1.0,,,,1.0,2.0,1.0,,2.0,1.0,,0.5,,1.0,,1.0,,,,,,,,0.5,0.06666666666666667,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.1111111111111111,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,751.0,13,3.0,31,32,25,32,3.0,63,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,5.0,36,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,2.0,,,,,,,2.0,1.0,3.0,,,,5.0,25,,,,1.0,1.0,1.0,1.25,1.0,1.25,1.25,1.0,1.25,5.88235294117647,,,0.125,,0.5,1.0,1.0,,,,,,1.0,1.0,0.5,1.0,1.0,0.5797749999999999,,0.5797749999999999,0.4,1.0,,0.8064516129032258,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.5,,0.14285714285714285,0.3333333333333333,0.2,,,0.3333333333333333,,,0.5,1.0,1.0,,0.5,1.0,,,24.7,1.0,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,1.0,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,1651.0,28,-24.0,64,68,45,45,7.0,132,1.0,1.0,,,1.0,1.0,,,9.0,5.0,10.0,18.0,78,,1.0,,4.0,5.0,14.0,4.0,6.0,,1.0,1.0,,2.0,,,5.0,,5.0,1.0,8.0,3.0,14.0,45,,0.4,0.4,0.5,,0.8,0.3333333333333333,,0.5,0.47368421052631576,,0.6363636363636364,26.760563380281692,,,,,0.06666666666666667,1.0,1.0,,,,,0.6,,,0.125,1.0,0.4,0.42579285714285714,0.3352,0.4452071428571429,,0.7777777777777778,17.259999999999998,0.703125,4.0,,5.0,3.0,,5.0,8.0,3.0,6.0,,4.0,,3.0,2.0,,,,1.0,,,,0.3333333333333333,,0.11764705882352941,0.3333333333333333,0.19230769230769232,0.16666666666666666,,0.375,0.4444444444444444,0.5,0.3333333333333333,,,,0.375,,0.0625,0.09090909090909091,29.76,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,1.0,1.0,,,,0.1,,0.5,,,,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,494.0,8,,17,19,6,8,1.0,36,,,,,,,,,1.0,,1.0,2.0,20,,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,2.0,6,,,,,,,,,,0.5,,1.0,22.22222222222222,,,,,,,,,,,,1.0,,,,,,0.3937,,,,1.0,16.2,0.35294117647058826,,,,,,,2.0,,2.0,,,,,1.0,,,2.0,1.0,,,,,,0.14285714285714285,,0.1111111111111111,0.25,,,,,,,,,,,0.5,0.5,,,,,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
