EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGA,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Corner3Frequency,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,DefThreePtRebounds,SecondChanceTurnovers,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,FTDefRebounds,2pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,DefFTReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Loose Ball Fouls,Corner3FGM,PtsAssisted3s,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,Travels,Blocked3s,BlockedCorner3,on,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,OffensiveGoaltends,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,1679.0,28,12,50,48,7,5,5.0,98,1.0,4.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,11,6.0,39,3.0,2.0,6.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,7,1.0,1.0,0.2727272727272727,0.2727272727272727,0.25,26.315789473684212,0.15789473684210525,0.1,0.12,0.08695652173913043,0.16666666666666666,0.14285714285714285,0.25,0.14285714285714285,0.25,0.36363636363636365,0.25,0.25,1.0,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,0.2,0.2,1.0,0.6666666666666666,1.0,0.36363636363636365,0.45347272727272725,0.3988333333333333,0.4065,0.08333333333333333,0.08333333333333333,10.181818181818182,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,3317.0,55,-29,97,105,21,43,8.0,202,3.0,3.0,,,2.0,4.0,4.0,7.0,9.0,14,31.0,113,1.0,3.0,6.0,,8.0,8.0,1.0,9.0,,,5.0,,1.0,3.0,,16.0,4.0,,21,0.3333333333333333,0.375,0.6428571428571429,0.5625,0.6521739130434783,26.168224299065418,0.20512820512820512,,0.17777777777777778,0.022222222222222223,,,,0.4,,0.1875,1.0,1.0,0.3333333333333333,0.25,0.5,0.6666666666666666,0.5,0.4375,0.5714285714285714,0.5714285714285714,0.25,,,0.3125,0.43389333333333335,,0.4097666666666666,0.23809523809523808,0.2222222222222222,11.457142857142859,0.21649484536082475,2.0,1.0,2.0,13.0,1.0,2.0,3.0,1.0,7.0,13.0,12.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,13.0,2.0,1.0,1.0,1.0,0.75,1.0,0.8571428571428571,0.125,0.07142857142857142,0.25,1.0,0.1111111111111111,0.2,0.3333333333333333,0.3333333333333333,0.125,0.25,0.3333333333333333,0.06451612903225806,0.41935483870967744,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,4971.0,83,1,148,151,28,49,14.0,299,1.0,1.0,,,2.0,7.0,7.0,17.0,10.0,25,29.0,133,,5.0,8.0,,5.0,5.0,,5.0,,4.0,8.0,1.0,4.0,9.0,2.0,14.0,6.0,,28,0.4,0.4,0.4,0.37037037037037035,0.4264705882352941,25.30120481927711,0.07692307692307693,,0.06666666666666667,,,,0.038461538461538464,0.05,,0.037037037037037035,1.0,1.0,,0.25925925925925924,0.2857142857142857,0.3333333333333333,,0.6296296296296297,0.4117647058823529,0.4117647058823529,0.5714285714285714,,,0.1111111111111111,0.38410576923076917,,0.36626,0.18181818181818182,0.1935483870967742,14.832,0.1891891891891892,1.0,1.0,2.0,9.0,,,2.0,1.0,4.0,8.0,12.0,,1.0,1.0,4.0,1.0,5.0,,1.0,2.0,11.0,,5.0,5.0,,4.0,4.0,,,,1.0,,,,,,8.0,1.0,,0.4,,0.3333333333333333,,0.4444444444444444,0.07407407407407407,0.04,0.14285714285714285,0.5,,,0.15789473684210525,,0.037037037037037035,0.16666666666666666,,,0.27586206896551724,31.4,1.0,1.0,1.0,1.0,1.0,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,6638.0,111,-23,197,201,58,81,14.0,398,4.0,10.0,,1.0,,,6.0,13.0,10.0,23,32.0,195,,4.0,6.0,,8.0,10.0,1.0,11.0,,1.0,6.0,1.0,5.0,16.0,,6.0,2.0,,58,0.3,0.3,0.43478260869565216,0.5,0.5,17.674418604651162,0.09876543209876543,,0.10204081632653061,0.011494252873563218,,,0.0967741935483871,0.13333333333333333,,0.3448275862068966,0.4,0.5,,,,,,0.4482758620689655,0.46153846153846156,0.46153846153846156,0.5,,0.14285714285714285,0.5517241379310345,0.49862586206896553,,0.44915,0.06451612903225806,0.08,11.530434782608696,0.29441624365482233,5.0,2.0,6.0,3.0,,,1.0,3.0,1.0,6.0,14.0,,5.0,2.0,7.0,,7.0,,3.0,3.0,14.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,,,1.0,,,,,,6.0,2.0,,0.25,,0.35714285714285715,,0.375,0.20689655172413793,0.08695652173913043,,0.8333333333333334,0.07692307692307693,,0.05,,0.1724137931034483,0.2857142857142857,,,0.1875,24.633333333333336,1.0,,1.0,1.0,,0.034482758620689655,1.0,3.0,1.0,3.0,1.0,9.0,3.0,2.0,1.0,0.5,0.3333333333333333,0.5,0.2,0.11764705882352941,0.14285714285714285,0.3333333333333333,0.6,0.6,0.14285714285714285,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2744,1610612738,Al Jefferson,Al Jefferson,2744,BOS,5043.0,84,-14,150,148,48,52,11.0,298,7.0,13.0,6.0,1.0,5.0,11.0,,1.0,12.0,25,30.0,143,6.0,7.0,6.0,7.0,11.0,16.0,8.0,24.0,1.0,2.0,2.0,1.0,9.0,11.0,,7.0,4.0,,48,0.25,0.3,0.48,0.48,0.5357142857142857,18.181818181818183,0.18032786885245902,0.11864406779661017,0.1891891891891892,0.12121212121212122,0.13636363636363635,0.1,0.14285714285714285,0.17857142857142858,0.125,0.52,0.5384615384615384,0.7,0.14285714285714285,0.44,0.45454545454545453,0.5555555555555556,0.4,0.04,,,,1.0,0.14285714285714285,0.52,0.44748400000000005,0.5217400000000001,0.3644,0.14285714285714285,0.14285714285714285,4.555999999999999,0.32,,,,6.0,2.0,6.0,3.0,,,6.0,18.0,4.0,,5.0,1.0,,1.0,,1.0,,2.0,1.0,2.0,2.0,,,,,,,,7.0,5.0,1.0,7.0,5.0,6.0,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,,0.2,0.18181818181818182,,0.14285714285714285,,0.25,0.7142857142857143,,,,0.2,0.2,,,,,1.0,1.0,,,,,,,,,3.0,,,,,0.23076923076923078,0.23076923076923078,0.25,0.2,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.11764705882352941,0.25,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,1740.0,29,-9,51,50,5,12,6.0,101,2.0,8.0,3.0,1.0,2.0,7.0,,,4.0,15,8.0,48,3.0,1.0,2.0,3.0,4.0,8.0,3.0,11.0,1.0,1.0,1.0,,1.0,7.0,1.0,,,,5,0.25,0.3333333333333333,0.26666666666666666,0.25,0.25,28.8135593220339,0.17391304347826086,0.10714285714285714,0.25,0.09375,0.16666666666666666,0.14285714285714285,0.18181818181818182,0.16666666666666666,0.1111111111111111,0.5,0.25,0.3333333333333333,0.5,0.4375,0.2857142857142857,0.3333333333333333,,,,,,1.0,1.0,0.5625,0.46229062499999996,0.5630999999999999,0.3728,,,4.526666666666667,0.09803921568627451,1.0,,1.0,,1.0,2.0,,,,,6.0,2.0,1.0,3.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,2.0,2.0,,2.0,1.0,,2.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.0625,0.2,0.14285714285714285,,,,0.16666666666666666,0.5,0.0625,,,0.25,,24.8,,,,,,,,,,,,,,3.0,,,,,0.25,0.6,,,,,,,,1.0,,,1.0,,,,0.5,,0.6,0.3333333333333333,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,3123.0,52,-11,94,95,30,38,3.0,189,,,,,1.0,1.0,1.0,2.0,2.0,3,8.0,97,,2.0,,1.0,1.0,3.0,1.0,4.0,,,,,1.0,4.0,,2.0,,,30,,,0.6666666666666666,0.5833333333333334,0.5714285714285714,7.142857142857143,0.03125,0.037037037037037035,0.07894736842105263,0.03225806451612903,,,,0.0625,,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,,,,0.5,0.47876666666666673,,0.36795,,,14.866666666666667,0.3191489361702128,,,3.0,1.0,,,1.0,,1.0,3.0,4.0,,,,2.0,,2.0,,,,4.0,,4.0,2.0,2.0,,,,,,1.0,1.0,,,1.0,,3.0,1.0,,0.5,,0.5,,0.5,0.5,,,,,,,,,,,,0.375,23.5,3.0,,2.0,,,0.5,,,,1.0,,,,2.0,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,1.0,,,0.07142857142857142,1.0,,,,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,1642.0,27,-15,49,51,31,35,1.0,100,2.0,3.0,1.0,2.0,,2.0,,1.0,2.0,6,5.0,55,1.0,3.0,,1.0,2.0,2.0,1.0,3.0,,1.0,2.0,2.0,2.0,6.0,,3.0,1.0,,31,,,0.3333333333333333,0.3333333333333333,0.35714285714285715,18.0,0.125,0.06666666666666667,0.09090909090909091,0.058823529411764705,0.25,,0.2,,,0.5,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,,0.16666666666666666,,,,1.0,0.6666666666666666,0.5,0.55675,0.7337,0.5871,0.16666666666666666,0.16666666666666666,5.383333333333333,0.6326530612244898,,,,1.0,1.0,2.0,2.0,,1.0,5.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,5.0,4.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.625,,,,0.5,,,0.5,1.0,,,,0.4,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1711,1610612738,Raef LaFrentz,Raef LaFrentz,1711,BOS,1886.0,31,1,55,57,9,23,5.0,112,,2.0,,1.0,,,1.0,2.0,1.0,4,7.0,49,,2.0,,,4.0,6.0,,6.0,,,,,,2.0,,2.0,1.0,,9,,,0.25,0.3125,0.3888888888888889,14.754098360655737,0.125,,0.10810810810810811,,,,0.14285714285714285,,,0.25,,,,,,,,0.25,0.5,0.5,,,0.5,0.75,0.5153,,0.35035,0.1111111111111111,0.2,10.2,0.16363636363636364,3.0,,4.0,2.0,,,1.0,,,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,3.0,,3.0,3.0,3.0,2.0,,,0.5,,0.5,,0.5,0.5,0.25,,,,,0.18181818181818182,1.0,0.375,,,,0.2857142857142857,24.85,1.0,,,,,0.125,,1.0,,1.0,,,1.0,,,0.25,,0.25,0.5,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,2.0,,,1.0,1.0,,,,,1.0,,3.0,1.0,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,
56,1610612738,Gary Payton,Gary Payton,56,BOS,1032.0,17,-3,30,34,3,16,2.0,64,,1.0,,,1.0,1.0,,,1.0,2,3.0,29,,,,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,3,,,0.5,0.25,0.375,12.5,,,0.05,,,,,,,0.25,,,,0.25,1.0,1.0,,,,,,,,0.75,0.4945875,,,0.25,0.5,3.95,0.1,1.0,,2.0,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,0.25,,,,,24.35,1.0,,,,,0.25,,,,,,,,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
