EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Steals,LostBallSteals,Technical Free Throw Trips,DefThreePtRebounds,ShootingFouls,Fouls,DefThreePtReboundPct,DefCorner3ReboundPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceFtPoints,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,HeaveMakes,Fg3aBlocked,Corner3Assists,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3SecondViolations
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,181.0,3,4.0,7,7,7,7.0,14,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222,0.7222,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,181.0,3,4.0,7,7,7,7.0,14,,,,,,,,6.0,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,266.0,4,4.0,9,10,9,7.0,19,,,,,2.0,3.0,9.0,8.0,2.0,3.0,9.0,,,,,9.0,9,,,0.6666666666666666,0.6666666666666666,0.875,0.875,0.9,0.9,66.66666666666667,,,,,,,0.25,0.36972499999999997,0.36972499999999997,1.0,1.0,,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.2,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.2,0.25,16.966666666666665,26.7,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,266.0,4,4.0,9,10,9,7.0,19,,,,,,,1.0,8.0,,,1.0,,,,,1.0,9,,,,,,,,,11.11111111111111,,,,,,,1.0,0.444,0.444,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,2.0,2.0,2.0,,,,,1.0,,,,,,1.0,,0.5,0.4,0.6666666666666666,,,,1.0,,,,1.0,,,,,,25.9,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1610612755,Josh Davis,Josh Davis,2668,PHI,266.0,4,4.0,9,10,9,7.0,19,,,,,,,,8.0,,,,,,,,,9,,,,,,,,,11.11111111111111,,,,,,,1.0,0.45825,0.45825,,1.0,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,0.2,,,,,1.0,,,,1.0,,,,,,26.4,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,85.0,1,,2,3,2,,5,,,,,,,,2.0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,85.0,1,,2,3,2,,5,,,,,,,,2.0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,3693.0,62,-19.0,115,112,21,28.0,227,3.0,10.0,2.0,2.0,4.0,19.0,15.0,123.0,2.0,3.0,8.0,4.0,1.0,,1.0,8.0,21,0.5,0.6666666666666666,0.21052631578947367,0.6666666666666666,0.21052631578947367,0.6666666666666666,0.32608695652173914,1.0,22.307692307692307,0.5263157894736842,0.3,0.75,0.3333333333333333,0.6666666666666666,1.0,0.5263157894736842,0.4808894736842106,0.52,0.5333333333333333,0.1826086956521739,,,,,,7.0,,,,,,,7.0,,,4.0,4.0,,,,,,4.0,5.0,8.0,2.0,1.0,6.0,1.0,11.0,6.0,,,,,,0.3333333333333333,0.12121212121212122,0.10638297872340426,0.11764705882352941,0.3684210526315789,,,,,,,,,,0.2608695652173913,0.2608695652173913,7.3999999999999995,,2.0,,1.0,1.0,2.0,9.0,0.07142857142857142,,False,13.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,7.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3684210526315789,0.6,0.14285714285714285,0.043478260869565216,0.06666666666666667,0.04918032786885246,0.047619047619047616,0.05,0.1111111111111111,0.2,0.09090909090909091,0.14285714285714285,1.0,0.10526315789473684,0.5,0.5,1.0,1.0,0.3333333333333333,0.53345,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1610612755,Chris Webber,Chris Webber,185,PHI,11117.0,185,-37.0,341,344,52,94.0,685,10.0,19.0,,,34.0,81.0,95.0,381.0,2.0,8.0,11.0,50.0,1.0,1.0,1.0,11.0,52,0.7352941176470589,0.8620689655172413,0.41975308641975306,0.25,0.4368421052631579,0.18181818181818182,0.46116504854368934,0.34375,29.533678756476686,0.2,0.5263157894736842,0.625,0.5,,,0.3473684210526316,0.43296052631578946,0.39,0.11578947368421053,0.15249266862170088,4.0,14.0,4.0,32.0,21.0,48.0,4.0,12.0,,3.0,5.0,14.0,12.0,,3.0,7.0,18.0,15.0,12.0,4.0,10.0,8.0,9.0,17.0,29.0,7.0,5.0,11.0,2.0,16.0,6.0,1.0,0.35714285714285715,,0.35714285714285715,0.14736842105263157,0.6363636363636364,0.08333333333333333,0.10204081632653061,0.11904761904761904,0.5052631578947369,0.4375,0.44680851063829785,0.12631578947368421,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,,0.3333333333333333,0.0594059405940594,0.06896551724137931,11.876543209876544,25.442857142857143,6.0,3.0,,6.0,11.0,20.0,0.15384615384615385,0.09090909090909091,False,38.0,5.0,7.0,3.0,14.0,7.0,12.0,17.0,10.0,5.0,1.0,10.0,12.0,3.0,4.0,,2.0,,1.0,3.0,,,,1.0,0.5833333333333334,0.5833333333333334,0.6071428571428571,0.06172839506172839,0.15789473684210525,0.020833333333333332,0.08064516129032258,0.023255813953488372,0.0658682634730539,0.13157894736842105,0.031746031746031744,0.03571428571428571,0.06451612903225806,0.05714285714285714,0.17857142857142858,,0.14736842105263157,0.21428571428571427,0.23076923076923078,,0.5833333333333334,0.7142857142857143,0.5070999999999999,0.17894736842105263,1.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,0.07142857142857142,0.4,0.1,0.13043478260869565,0.09803921568627451,0.9523809523809523,0.021052631578947368,0.5,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,38.0,1,2.0,1,2,1,2.0,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
