EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,FTOffRebounds,FTDefRebounds,OffRebounds,Travels,PenaltyTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PtsPutbacks,OffTwoPtRebounds,SelfOReb,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,HeaveAttempts,Technical Free Throw Trips,OffShortMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,LostBallTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,OffensiveGoaltends,Loose Ball Fouls,BlockedShortMidRange,on,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,OffThreePtRebounds,SecondChanceTurnovers,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,SecondChanceAtRimPctAssisted
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,1687.0,28,-17.0,61,60,25.0,37,6,121,2.0,1.0,6.0,8.0,1.0,3.0,1.0,6.0,10.0,1.0,3.0,15.0,75,1.0,1.0,2.0,1.0,1.0,4.0,8.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,25.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5769230769230769,1.0,0.5769230769230769,1.0,0.23076923076923078,0.1,0.5,23.188405797101453,0.3333333333333333,0.15384615384615385,0.08695652173913043,0.25,0.25,0.15384615384615385,0.6153846153846154,0.75,0.75,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,0.5,0.38461538461538464,0.3333333333333333,0.46708076923076924,0.4542,0.4533,0.13333333333333333,15.7,27.2,0.4098360655737705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,927.0,15,-3.0,26,25,7.0,4,2,51,2.0,,,1.0,,,,3.0,4.0,,,10.0,32,1.0,1.0,2.0,1.0,,4.0,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,7.0,0.6666666666666666,0.6666666666666666,,,0.75,1.0,0.75,1.0,0.8333333333333334,1.0,,,,24.13793103448276,,0.125,0.18181818181818182,,,0.5,0.25,,,,,,,,,0.5,,0.4739,0.3978,0.4271,0.2,7.5,,0.2692307692307692,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,3078.0,51,-14.0,92,95,39.0,34,11,187,4.0,1.0,,2.0,2.0,5.0,3.0,4.0,7.0,2.0,6.0,19.0,116,1.0,1.0,3.0,1.0,4.0,4.0,4.0,,5.0,2.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,7.0,8.0,,,,,,,3.0,,3.0,7.0,39.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.5384615384615384,1.0,0.59375,0.75,0.46153846153846156,0.14285714285714285,,18.446601941747574,,,0.13513513513513514,,,0.3076923076923077,0.15384615384615385,,,,0.38461538461538464,0.4,0.4,0.2,0.6,0.7692307692307693,0.4,0.4890346153846154,0.4454,0.53004,0.15789473684210525,6.628571428571429,24.916666666666668,0.42391304347826086,4.0,,1.0,5.0,3.0,8.0,5.0,2.0,7.0,3.0,1.0,8.0,0.5714285714285714,0.5555555555555556,,0.5,1.0,1.0,0.5,0.07692307692307693,,,,0.2,0.3333333333333333,0.42105263157894735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.25,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,894.0,15,-9.0,26,28,21.0,8,3,54,4.0,4.0,,1.0,,,,4.0,6.0,,,12.0,42,2.0,2.0,5.0,6.0,,,8.0,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,2.0,21.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,0.8333333333333334,,,,27.586206896551726,,0.14285714285714285,0.125,,0.5,0.6666666666666666,0.16666666666666666,,,,,,,0.6666666666666666,,0.6666666666666666,,0.53505,0.63715,0.53505,0.4166666666666667,3.3666666666666667,,0.8076923076923077,3.0,1.0,1.0,4.0,4.0,12.0,,,5.0,2.0,1.0,12.0,0.75,,,,0.75,0.75,,0.16666666666666666,1.0,1.0,,0.2857142857142857,0.2857142857142857,1.0,2.0,2.0,3.0,,,,1.0,4.0,,,,,3.0,,,1.0,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,,,,,,1.0,1.0,0.75,,,4.0,3.0,1.0,0.42857142857142855,0.2727272727272727,0.6666666666666666,0.25,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,4699.0,78,-28.0,145,145,54.0,64,17,290,4.0,1.0,3.0,7.0,,4.0,2.0,9.0,19.0,,4.0,26.0,188,1.0,3.0,2.0,4.0,2.0,10.0,8.0,,3.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,8.0,10.0,12.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,11.0,54.0,0.5555555555555556,0.5555555555555556,,,0.47368421052631576,0.3333333333333333,0.391304347826087,0.3333333333333333,0.48148148148148145,0.3333333333333333,0.17391304347826086,0.05263157894736842,,16.96969696969697,1.0,0.1951219512195122,0.15517241379310345,,0.3076923076923077,0.17391304347826086,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,0.17391304347826086,,,0.16666666666666666,0.3333333333333333,0.34782608695652173,,0.4000272727272727,0.43260000000000004,0.36752500000000005,0.07692307692307693,10.884210526315789,36.325,0.3724137931034483,2.0,4.0,8.0,8.0,4.0,8.0,1.0,,11.0,3.0,3.0,8.0,0.5,0.058823529411764705,0.21052631578947367,0.0625,0.5,0.5,0.5,0.34782608695652173,0.5,0.5714285714285714,0.25,0.125,0.15,0.3076923076923077,,1.0,,,,,,2.0,,,1.0,1.0,2.0,,1.0,9.0,2.0,,,,0.5,0.3333333333333333,0.125,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,,,,,,1.0,,0.017543859649122806,0.013888888888888888,,,,1.0,1.0,0.05555555555555555,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,1879.0,31,-9.0,63,60,25.0,34,6,123,3.0,1.0,,1.0,,,,4.0,7.0,1.0,1.0,11.0,79,,1.0,,1.0,1.0,4.0,4.0,,,,2.0,1.0,,1.0,,,,,1.0,2.0,4.0,6.0,9.0,,,,2.0,,1.0,,,2.0,2.0,25.0,0.5,0.5,1.0,1.0,0.5714285714285714,,0.6875,,0.6875,,0.125,0.2857142857142857,0.6666666666666666,13.88888888888889,1.0,0.26666666666666666,0.2,0.3333333333333333,0.25,0.375,0.125,,,,,,,0.5,,0.5,,0.46039374999999993,0.5776,0.515825,,5.771428571428571,23.4,0.3968253968253968,1.0,3.0,3.0,,,3.0,1.0,,1.0,1.0,,3.0,0.75,0.1,0.25,0.1,0.3333333333333333,1.0,1.0,0.375,1.0,1.0,0.3333333333333333,0.125,0.14285714285714285,0.2727272727272727,,1.0,,1.0,1.0,,,,1.0,3.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,0.75,,0.25,0.25,,0.125,,1.0,,,0.5,,,2.0,,0.08,0.06896551724137931,0.125,,,,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,1675.0,28,-21.0,56,56,27.0,28,7,112,4.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,8.0,4.0,6.0,20.0,78,,,,3.0,5.0,4.0,4.0,6.0,4.0,3.0,1.0,2.0,,2.0,,,2.0,,,4.0,1.0,2.0,2.0,,,,,,,,,,1.0,27.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,,0.7142857142857143,,0.7142857142857143,,0.42857142857142855,0.125,0.25,21.538461538461537,,0.07692307692307693,0.09523809523809523,,,0.2857142857142857,0.2857142857142857,0.25,0.25,1.0,0.2857142857142857,0.75,0.75,0.25,0.375,0.7142857142857143,0.75,0.4789357142857143,,0.4727875,,10.337499999999999,25.46666666666667,0.48214285714285715,3.0,,,,,14.0,1.0,,,,,14.0,0.875,0.125,0.2,0.14285714285714285,0.75,1.0,0.3333333333333333,,,,,,,0.7,,,1.0,2.0,2.0,3.0,,1.0,4.0,6.0,,,,,,,,1.0,0.5,0.8,0.3333333333333333,0.875,,,,,0.14285714285714285,0.3333333333333333,,,0.5,0.25,1.0,,,,,,,,,,,,1.0,1.0,,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,2496.0,42,-22.0,75,75,18.0,33,10,150,8.0,3.0,1.0,2.0,,,,9.0,21.0,,,19.0,101,1.0,3.0,3.0,4.0,,4.0,14.0,,,,2.0,2.0,,2.0,,,1.0,,1.0,4.0,,2.0,7.0,1.0,1.0,,,,,1.0,,1.0,4.0,18.0,0.2222222222222222,0.25,,,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.41304347826086957,0.375,,0.09523809523809523,0.25,27.586206896551726,,,0.03225806451612903,,,0.38095238095238093,0.09523809523809523,0.5,0.5,,,,,0.75,,0.38095238095238093,,0.4362619047619048,0.5612,0.466375,0.15789473684210525,5.885714285714285,,0.24,3.0,5.0,11.0,1.0,1.0,3.0,1.0,,4.0,2.0,,3.0,0.3,0.125,,0.125,0.375,0.5,0.6666666666666666,0.5238095238095238,0.45454545454545453,0.45454545454545453,,0.08695652173913043,0.08695652173913043,0.15789473684210525,1.0,3.0,1.0,,,,1.0,1.0,,,,1.0,5.0,,,2.0,,2.0,,,0.25,0.25,,0.3333333333333333,,,,,1.0,0.3333333333333333,0.3333333333333333,,,2.0,5.0,2.0,0.1388888888888889,0.11904761904761904,0.23076923076923078,,0.2,,,0.2,,,,,,,,2.0,2.0,2.0,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,1051.0,18,-2.0,34,32,5.0,19,4,66,4.0,,,1.0,,,,4.0,8.0,,,9.0,38,2.0,4.0,5.0,1.0,,2.0,6.0,,,,,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,1.0,5.0,0.25,0.3333333333333333,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,23.076923076923077,,0.1111111111111111,0.06666666666666667,,0.25,0.5,0.125,,,,,,,,,0.5,,0.4808,0.5286,0.3735,0.5555555555555556,6.025,,0.14705882352941177,3.0,1.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,0.25,,,,0.75,0.75,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,3.0,,,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,0.5,,,,,0.75,0.6666666666666666,,,,2.0,3.0,,0.21428571428571427,0.17647058823529413,,0.25,,,,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,2097.0,35,-4.0,63,64,20.0,32,8,127,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,10.0,1.0,2.0,11.0,78,,,,4.0,1.0,2.0,4.0,,2.0,1.0,1.0,,,,,,,,,,2.0,3.0,3.0,,,,,,,1.0,,1.0,3.0,20.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3,,0.375,,0.4230769230769231,,0.16666666666666666,0.1,,19.71830985915493,,0.1,0.11538461538461539,,,0.25,0.25,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.5,0.5,0.2,0.2,0.4166666666666667,0.5,0.42702500000000004,,0.42284000000000005,,9.43,24.7,0.31746031746031744,1.0,1.0,4.0,2.0,,5.0,1.0,1.0,2.0,1.0,,5.0,0.5,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.3333333333333333,,0.07692307692307693,0.09090909090909091,0.45454545454545453,,,,,,1.0,,1.0,1.0,3.0,,,,,1.0,2.0,,,1.0,1.0,0.25,0.5,0.25,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
