EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SelfOReb,LostBallTurnovers,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,OffThreePtRebounds,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Corner3FGM,Corner3FGA,HeaveAttempts,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallSteals,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Corner3Assists,Offensive Fouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,FTOffRebounds,Travels,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,3517.0,59,-21,111,113,26,64.0,21,224,2.0,7.0,1.0,1.0,1.0,5.0,13.0,6.0,14.0,2.0,1.0,1.0,13.0,34,2.0,2.0,28.0,142,2.0,6.0,1.0,4.0,2.0,5.0,1.0,4.0,8.0,18.0,2.0,2.0,6.0,5.0,1.0,6.0,1.0,1.0,4.0,13.0,2.0,1.0,6.0,4.0,11.0,2.0,13,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,26,1.0,0.3076923076923077,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.4,0.3611111111111111,0.2857142857142857,0.3333333333333333,0.3783783783783784,0.2857142857142857,0.3333333333333333,0.05555555555555555,0.17647058823529413,0.5714285714285714,0.15384615384615385,28.35820895522388,1.0,0.5,0.2222222222222222,0.041666666666666664,0.09090909090909091,0.18421052631578946,0.03571428571428571,0.05555555555555555,0.08333333333333333,0.2857142857142857,0.2,0.2,0.25,1.0,0.19444444444444445,0.2857142857142857,0.6666666666666666,0.3611111111111111,0.38461538461538464,0.45454545454545453,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05555555555555555,0.14285714285714285,0.14285714285714285,0.16666666666666666,1.0,0.16666666666666666,0.25,0.40547083333333334,0.3731285714285715,0.40709166666666663,0.05405405405405406,0.05714285714285714,0.14285714285714285,0.14285714285714285,10.132352941176471,25.35,0.23423423423423423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,3341.0,56,-15,103,106,34,65.0,18,209,1.0,2.0,,,1.0,5.0,6.0,4.0,9.0,3.0,,,10.0,17,3.0,7.0,30.0,134,,1.0,,,1.0,5.0,,9.0,6.0,14.0,,3.0,1.0,7.0,,7.0,,2.0,4.0,14.0,,1.0,5.0,,6.0,,6,2.0,2.0,5.0,,5.0,,8.0,,1.0,,,,,9.0,34,1.0,0.3,0.3,0.5882352941176471,,0.2,0.575,,0.2,0.6086956521739131,,0.4375,0.15,0.058823529411764705,,0.16666666666666666,22.950819672131146,0.4,,0.17857142857142858,,0.125,0.16666666666666666,,,,0.16666666666666666,0.125,0.21428571428571427,,,0.1,0.5,0.5,0.3,0.8333333333333334,1.0,0.45,0.4444444444444444,0.4444444444444444,0.75,0.15,,,0.2,,,0.25,0.42173999999999995,0.367,0.42593999999999993,0.047619047619047616,0.05555555555555555,,0.3,12.958823529411765,25.099999999999998,0.3300970873786408,1.0,1.0,7.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,3213.0,54,-10,99,102,23,59.0,20,201,2.0,6.0,3.0,1.0,4.0,6.0,9.0,2.0,4.0,1.0,,,10.0,19,1.0,8.0,28.0,121,3.0,4.0,,6.0,2.0,6.0,,7.0,6.0,14.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,6.0,2.0,8.0,,10.0,6.0,16,1.0,,1.0,4.0,7.0,,10.0,,4.0,,,,,7.0,23,,0.3,0.375,0.5263157894736842,0.75,0.3333333333333333,0.5,0.75,0.3333333333333333,0.56,0.75,0.4375,0.05,0.05263157894736842,,0.1111111111111111,21.666666666666668,1.0,,0.3076923076923077,0.13953488372093023,0.18181818181818182,0.2702702702702703,0.11538461538461539,0.1875,0.16666666666666666,0.25,0.375,0.2857142857142857,,,0.3,0.3333333333333333,0.3333333333333333,0.45,0.6666666666666666,0.75,0.2,0.5,0.5,1.0,0.05,0.75,,0.6666666666666666,0.25,,0.35,0.44291749999999996,0.5726,0.5151166666666667,0.16666666666666666,0.17391304347826086,0.21428571428571427,0.25,7.957894736842104,26.8,0.23232323232323232,,,3.0,,,,,,,,,,,,1.0,,,,0.25,,,,,2.0,4.0,1.0,0.06666666666666667,0.5714285714285714,0.16666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
673,1610612742,Alan Henderson,Alan Henderson,673,DAL,5304.0,88,-14,166,171,48,95.0,32,337,8.0,14.0,8.0,4.0,8.0,,,,,,,,8.0,14,,2.0,18.0,199,4.0,8.0,,8.0,4.0,8.0,,10.0,8.0,8.0,8.0,,4.0,,,,,,,,10.0,1.0,5.0,,6.0,11.0,17,2.0,2.0,2.0,11.0,15.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,10.0,48,1.0,0.5,1.0,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5,0.5,0.6,0.5,0.5555555555555556,,0.2857142857142857,0.2857142857142857,,8.333333333333334,1.0,,0.11363636363636363,0.14285714285714285,0.06666666666666667,0.1016949152542373,0.12941176470588237,0.24,0.125,0.09090909090909091,0.25,0.047619047619047616,,1.0,1.0,0.5714285714285714,0.8,,,,,,,,,1.0,,1.0,0.5,,1.0,0.5711071428571429,0.5784250000000001,0.5708624999999999,0.06666666666666667,0.06666666666666667,0.4444444444444444,0.5555555555555556,,,0.2891566265060241,,,2.0,,,,2.0,2.0,,,,1.0,1.0,,,,,,0.1,,,,,4.0,,,0.06896551724137931,,,0.5,1.0,1.0,0.06666666666666667,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,2791.0,47,-5,89,90,33,46.0,17,179,2.0,9.0,2.0,,4.0,1.0,3.0,3.0,11.0,2.0,,2.0,6.0,23,3.0,8.0,23.0,104,1.0,5.0,,2.0,1.0,7.0,2.0,8.0,2.0,10.0,,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,,3.0,2.0,5,4.0,4.0,4.0,,,,9.0,1.0,4.0,,,,,8.0,33,,0.16666666666666666,0.16666666666666666,0.2608695652173913,0.2,0.14285714285714285,0.28846153846153844,0.2,0.1111111111111111,0.38333333333333336,0.2,0.3333333333333333,0.11538461538461539,0.13043478260869565,0.3333333333333333,,30.909090909090907,1.0,,0.047619047619047616,0.023255813953488372,0.25,0.10344827586206896,0.041666666666666664,,0.1,,,0.14285714285714285,,,0.34615384615384615,0.2222222222222222,0.3333333333333333,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.07692307692307693,0.4,,0.4444444444444444,,0.2222222222222222,0.46153846153846156,0.44967600000000013,0.3593,0.45252499999999996,0.13793103448275862,0.15384615384615385,0.08695652173913043,0.34782608695652173,10.152173913043478,30.066666666666663,0.3707865168539326,,1.0,6.0,3.0,,,2.0,2.0,,,,,2.0,,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,,1.0,,,,,,0.5,1.0,,0.2,0.2,,1.0,1.0,1.0,0.038461538461538464,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,3419.0,57,-15,104,110,32,65.0,18,214,,,,,,1.0,2.0,5.0,8.0,7.0,,2.0,6.0,10,7.0,3.0,18.0,127,1.0,3.0,,2.0,1.0,3.0,2.0,4.0,6.0,6.0,,5.0,,1.0,,1.0,,,1.0,2.0,1.0,3.0,2.0,,5.0,2.0,7,2.0,1.0,2.0,3.0,4.0,,4.0,,1.0,,,,,4.0,32,1.0,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,0.4411764705882353,0.3333333333333333,0.2,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.4117647058823529,,,,16.935483870967744,1.0,,0.06666666666666667,0.02631578947368421,0.42857142857142855,0.13513513513513514,0.043478260869565216,,,0.1111111111111111,0.1111111111111111,,0.5,,,,,0.11764705882352941,0.5,0.5,0.47058823529411764,0.625,0.625,0.6,0.4117647058823529,,,,,0.4,0.4117647058823529,0.43330666666666673,0.33959999999999996,0.3097666666666667,0.05555555555555555,0.09090909090909091,0.1111111111111111,0.2222222222222222,15.059999999999999,34.285714285714285,0.3076923076923077,1.0,1.0,2.0,3.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,0.14285714285714285,0.2,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,0.2,,,1.0,0.0625,,,,1.0,,0.125,0.14285714285714285,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,1926.0,32,-8,60,63,19,34.0,11,123,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,5.0,10,4.0,6.0,19.0,72,1.0,1.0,3.0,7.0,2.0,5.0,,4.0,2.0,8.0,2.0,1.0,,,,,,,,,3.0,2.0,2.0,,4.0,4.0,8,1.0,1.0,3.0,1.0,2.0,,7.0,1.0,4.0,,,,,4.0,19,,0.2,0.25,0.5,1.0,0.4,0.4642857142857143,0.625,0.4,0.5588235294117647,0.7,0.4,0.2857142857142857,,,,26.666666666666668,0.3333333333333333,,0.125,0.11538461538461539,0.3333333333333333,0.18181818181818182,0.125,0.14285714285714285,0.14285714285714285,,,0.2222222222222222,0.5,,0.2857142857142857,0.75,0.75,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.07142857142857142,0.25,0.25,0.4,0.5,,0.5714285714285714,0.4771892857142857,0.6309,0.41125999999999996,0.23529411764705882,0.3076923076923077,0.3684210526315789,0.21052631578947367,8.370000000000001,23.9,0.31666666666666665,,1.0,,3.0,,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,0.25,0.25,0.25,,,,,1.0,,,0.08333333333333333,,,1.0,1.0,,0.16666666666666666,0.25,0.3333333333333333,1.0,3.0,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,898.0,15,5,29,33,11,19.0,7,62,,,,,,,,2.0,3.0,2.0,1.0,,2.0,3,2.0,,7.0,32,,,1.0,3.0,1.0,1.0,,2.0,,4.0,,2.0,,,1.0,1.0,,,,3.0,1.0,,,,,1.0,1,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,11,,,,0.6666666666666666,,1.0,0.7,1.5,1.0,0.7,1.5,1.0,0.4,,,,15.0,,,,0.08333333333333333,,,0.05555555555555555,,,,,,,1.0,,,,,,,0.6,0.6666666666666666,0.6666666666666666,,0.4,,1.0,,,,0.4,0.43554999999999994,0.5784,0.3518,,,0.42857142857142855,0.2857142857142857,18.266666666666666,24.75,0.3793103448275862,1.0,1.0,,3.0,1.0,,2.0,2.0,,1.0,,,,,,1.0,0.5,0.5,,0.5,0.5,1.0,0.5,,,,0.2,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,1522.0,25,9,50,48,8,19.0,11,98,,,,,,2.0,3.0,1.0,2.0,2.0,,,3.0,5,3.0,3.0,12.0,45,,,,,,,,,,6.0,,2.0,1.0,3.0,2.0,5.0,1.0,,3.0,12.0,,,3.0,,3.0,,3,2.0,1.0,2.0,,,,3.0,,,,,,,,8,,,,0.6,,,0.5625,,,0.6666666666666666,,,0.375,0.2,,0.3333333333333333,16.923076923076923,1.0,,0.21428571428571427,,,0.15789473684210525,,,,0.4,0.5,,,,,,,0.375,0.6666666666666666,1.0,0.25,0.5,0.5,,0.25,,,,,,0.375,0.41263124999999995,,,0.1111111111111111,,,,13.719999999999999,24.599999999999998,0.16,1.0,1.0,,3.0,1.0,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,0.5,,,1.0,,,,,,,,,,,1.0,,0.125,,,,,,,,,,,,,,,1.0,,,,1.0,0.25,True,,,,,,,,,,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,275.0,5,-2,10,10,5,,2,20,,1.0,1.0,,1.0,,,,,,,,,1,,,,12,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2,1.0,1.0,1.0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,14.285714285714285,1.0,,0.5,0.16666666666666666,,0.3333333333333333,0.14285714285714285,0.3333333333333333,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,0.6075,0.6075,0.6075,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
