EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LostBallTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,HeaveMakes,HeaveAttempts,FTOffRebounds,OffRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,NonHeaveArc3FGM,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,SecondChanceAtRimPctAssisted,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Assists,Travels,on,SecondChanceCorner3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,Defensive 3 Seconds Violations,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,1538.0,26,-14.0,48,50,6.0,21,3.0,98,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,44.0,1.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,0.5,0.25,0.25,0.5,13.72549019607843,0.3333333333333333,0.15384615384615385,0.3,0.21739130434782608,0.2,0.25,0.5,0.5,0.5,0.5,0.25,0.25,1.0,0.5,0.500475,0.62595,9.45,23.7,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,2694.0,45,-12.0,89,86,40.0,44,11.0,175,1.0,4.0,,,2.0,6.0,18.0,2.0,19.0,92.0,,12.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,3.0,,40.0,,0.3333333333333333,0.3,0.3958333333333333,0.1,26.0,1.0,,0.07142857142857142,0.024390243902439025,,0.09090909090909091,,0.2,0.25,0.25,,0.1,,0.25,0.40402250000000006,0.3748,11.883333333333333,24.25,0.449438202247191,1.0,3.0,1.0,1.0,4.0,11.0,1.0,7.0,1.0,4.0,7.0,1.0,5.0,13.0,1.0,6.0,1.0,7.0,1.0,3.0,1.0,2.0,15.0,1.0,1.0,8.0,2.0,2.0,13.0,0.5714285714285714,0.5,0.5909090909090909,0.05555555555555555,0.09090909090909091,0.15,0.3333333333333333,0.3333333333333333,0.55,0.36363636363636365,0.4,0.125,1.0,0.125,0.39028125,0.09090909090909091,0.1,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,1178.0,20,1.0,40,40,15.0,20,5.0,80,2.0,3.0,,,1.0,3.0,5.0,1.0,9.0,39.0,,6.0,-1.0,,1.0,1.0,2.0,1.0,,,,,,,1.0,6.0,,15.0,5.0,0.6,0.75,0.75,0.16666666666666666,13.333333333333332,,0.14285714285714285,,0.08333333333333333,0.2,,,0.5,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,0.5,0.46209999999999996,,6.720000000000001,41.1,0.375,1.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,5.0,,5.0,,5.0,,3.0,1.0,1.0,10.0,,,,,,5.0,1.0,1.25,1.25,,,0.3333333333333333,0.5,0.5,,,,0.5,1.0,0.5,0.7876,,,0.5555555555555556,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,1115.0,19,6.0,40,38,24.0,21,3.0,78,2.0,2.0,,,,9.0,10.0,,20.0,45.0,,10.0,,,1.0,2.0,4.0,1.0,,1.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,24.0,1.0,0.9,0.9,0.95,,33.333333333333336,0.25,0.1,,0.07142857142857142,0.14285714285714285,,,0.2,1.0,1.0,,,,0.8,0.59195,0.60095,1.8,,0.6,7.0,8.0,4.0,5.0,,,,2.0,2.0,6.0,7.0,,1.0,13.0,,1.0,,1.0,,1.0,,,2.0,,2.0,2.0,1.0,,13.0,0.8571428571428571,0.8571428571428571,0.9285714285714286,,,0.8,0.875,0.875,,,,0.7142857142857143,0.8,,0.5123714285714286,0.1,0.1,0.65,,,,,,,,,2.0,1.0,,,,,,,,,2.0,2.0,2.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.5,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.3333333333333333,1.0,0.42857142857142855,0.5,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,3186.0,53,-8.0,104,102,40.0,49,11.0,206,1.0,1.0,3.0,,5.0,3.0,6.0,8.0,15.0,103.0,,,5.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,40.0,,0.5,0.5357142857142857,0.5357142857142857,0.5714285714285714,13.043478260869566,,,,,,,,0.07142857142857142,1.0,1.0,0.21428571428571427,0.35714285714285715,,0.5714285714285714,0.46570714285714276,,17.233333333333334,23.9,0.38461538461538464,,,,,2.0,5.0,2.0,,,2.0,2.0,3.0,,7.0,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,7.0,1.0,0.7,0.7,,,,,,0.35714285714285715,0.4,0.4,,,0.4,0.48163,,,0.4666666666666667,1.0,,3.0,1.0,9.0,,,,1.0,,1.0,0.375,0.3333333333333333,,0.2,0.2,1.0,,,,,,6.0,,,1.0,,,,,,,,1.0,1.0,,,,,0.02702702702702703,,0.02040816326530612,0.07692307692307693,,,,1.0,,,,2.0,1.0,1.0,1.0,0.375,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,1380.0,23,,46,43,16.0,13,6.0,89,,2.0,,,1.0,4.0,12.0,1.0,9.0,42.0,,2.0,1.0,1.0,4.0,5.0,7.0,,,1.0,,1.0,,2.0,,3.0,1.0,16.0,,0.3333333333333333,0.3076923076923077,0.32142857142857145,0.07692307692307693,30.769230769230766,0.5,0.3076923076923077,0.16666666666666666,0.2631578947368421,0.3,0.2,,0.15384615384615385,,,,0.07692307692307693,,0.6153846153846154,0.5227115384615385,0.64545,6.05,27.7,0.34782608695652173,3.0,7.0,,2.0,1.0,3.0,,1.0,2.0,1.0,3.0,,,2.0,2.0,,,,,,,,,1.0,1.0,3.0,2.0,,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.5384615384615384,0.42857142857142855,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.5204666666666666,0.14285714285714285,0.15384615384615385,0.2222222222222222,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,1.0,3.0,6.0,,,2.0,,1.0,,,1.0,,,0.75,0.75,0.5,0.5,0.5,,0.10526315789473684,,0.08333333333333333,0.2,,0.14285714285714285,0.6666666666666666,,1.0,0.5,0.3333333333333333,,,,,,1.0,,,,,,,1.0,0.14285714285714285,0.5,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,2321.0,39,-15.0,74,74,21.0,32,6.0,148,1.0,4.0,,,,5.0,12.0,,13.0,76.0,,8.0,,2.0,3.0,7.0,9.0,,,1.0,,1.0,,2.0,4.0,7.0,1.0,21.0,,0.4166666666666667,0.4166666666666667,0.43333333333333335,,21.25,0.5,0.13636363636363635,0.15384615384615385,0.14285714285714285,0.06666666666666667,0.2222222222222222,,0.3333333333333333,0.25,0.25,,,,0.5833333333333334,0.4877833333333333,0.7455,5.3,,0.28378378378378377,4.0,7.0,,1.0,,1.0,,3.0,2.0,,1.0,,,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,,6.0,3.0,,,,,,0.16666666666666666,,0.5833333333333334,0.5714285714285714,0.8,0.08333333333333333,,,1.0,,,0.3276,0.2,0.2,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,0.2,0.25,0.5,0.5,0.5,0.5,0.037037037037037035,0.1111111111111111,0.05555555555555555,,0.16666666666666666,,0.25,,1.0,0.5,0.15384615384615385,,,,,,,,,,,,,,0.2857142857142857,,0.16666666666666666,,1.0,2.0,1.0,1.0,2.0,2.0,0.09090909090909091,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,214.0,4,-2.0,6,8,,2,,14,,,,,,,,,,7.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,1374.0,23,5.0,43,40,20.0,20,5.0,83,1.0,3.0,,,,2.0,6.0,,4.0,44.0,,,,3.0,5.0,9.0,10.0,1.0,,,,1.0,,1.0,3.0,3.0,,20.0,,0.3333333333333333,0.3333333333333333,0.2857142857142857,,16.3265306122449,,0.35714285714285715,0.42857142857142855,0.38095238095238093,0.4,0.4,0.5,0.5,0.3333333333333333,0.5,,,,0.3333333333333333,0.39683333333333337,,7.216666666666666,,0.46511627906976744,1.0,2.0,1.0,2.0,,1.0,,,,2.0,5.0,,,4.0,1.0,,2.0,2.0,1.0,,,,6.0,,,3.0,1.0,1.0,4.0,0.4,0.4,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.5,0.5,0.16666666666666666,,,0.4,0.5,,0.39625999999999995,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.06666666666666667,,0.05555555555555555,0.2,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,3.0,2.0,1.0,3.0,2.0,,,0.6666666666666666,1.0,1.0,True,,,,,,,,,,,,,,,,,,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,314.0,5,-2.0,11,10,9.0,9,2.0,21,,,1.0,,,,,1.0,,12.0,,,,,,,,,,,,,,,,,,9.0,,,,,1.0,7.692307692307692,,,,,,,,,,,1.0,,,1.0,0.4248,,,23.8,0.8181818181818182,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
