EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyArc3FGA,FtPoints,PenaltyFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FG2APctBlocked,LongMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,SecondChanceTurnovers,BlockedAtRim,BlockedShortMidRange,SecondChanceFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Travels,DefensiveGoaltends,LongMidRangePctAssisted,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3Assists,Technical Free Throw Trips,NonHeaveArc3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,214.0,4,-2,6,8,,2,,14,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,243.0,4,-6,10,8,8.0,7,1.0,18,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,2711.0,45,-22,92,97,28.0,36,8.0,189,,1.0,,,,1.0,,4.0,2.0,1.0,2.0,,2.0,6.0,6.0,105.0,2.0,,,1.0,,,,2.0,3.0,4.0,,9.0,1.0,3.0,4.0,5.0,1.0,,,,,,,2.0,6.0,,,,,,,,28.0,3.0,,,,,0.375,,0.375,,0.75,7.766990291262136,,0.10344827586206896,0.09090909090909091,0.1,,,0.21428571428571427,0.125,,,0.125,,,,0.125,,,,0.5,0.25,0.6666666666666666,,,1.0,0.875,0.551575,0.5571,0.47715,,6.25,24.016666666666666,0.30434782608695654,,,,,1.0,1.0,,1.0,2.0,,,,,,,0.5,,,,,,,,1.0,1.0,,,,2.0,1.0,1.0,3.0,,6.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.5,0.5,,0.027777777777777776,,0.022222222222222223,0.07142857142857142,,,0.2,0.5,0.5,1.0,0.3333333333333333,,,,0.5,,,,,,,,,,1.0,,,,,,,,,1.0,0.25,0.25,1.0,1.0,,0.5,False,1.0,0.5,1.0,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,4275.0,71,-12,134,131,38.0,55,20.0,265,4.0,6.0,1.0,3.0,5.0,8.0,13.0,1.0,1.0,,2.0,13.0,27.0,3.0,36.0,147.0,1.0,2.0,7.0,2.0,8.0,4.0,22.0,2.0,9.0,10.0,4.0,21.0,,,,2.0,3.0,1.0,3.0,2.0,2.0,,5.0,,5.0,,,1.0,1.0,1.0,1.0,8.0,38.0,1.0,0.15384615384615385,0.16666666666666666,0.48148148148148145,0.2857142857142857,0.43333333333333335,0.2222222222222222,0.5142857142857142,0.36363636363636365,0.1,25.806451612903224,0.6,,,,,,,,,1.0,0.2,0.6666666666666666,0.6666666666666666,,0.26666666666666666,0.625,0.625,0.43333333333333335,0.03333333333333333,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,,0.3,0.444665,0.43642000000000003,0.48099444444444445,0.2222222222222222,10.603703703703705,23.96666666666667,0.2835820895522388,4.0,2.0,10.0,4.0,,1.0,1.0,3.0,2.0,1.0,2.0,10.0,,3.0,2.0,,,,0.3076923076923077,0.3076923076923077,0.2222222222222222,0.09090909090909091,0.1,1.0,,,,,,4.0,,6.0,,,,,,,1.0,1.0,2.0,,2.0,,,,,,0.4,0.5,,0.017857142857142856,0.1111111111111111,0.03076923076923077,,0.047619047619047616,,,,,,0.2,,,,0.16666666666666666,1.0,2.0,2.0,2.0,,,,,0.5,,,,1.0,,,1.0,,0.5,,,,,,,,False,,,,0.2,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,8157.0,136,-17,258,256,44.0,69,29.0,514,10.0,19.0,1.0,2.0,5.0,15.0,13.0,,,,2.0,20.0,47.0,2.0,59.0,274.0,,1.0,4.0,2.0,7.0,6.0,34.0,2.0,17.0,18.0,9.0,37.0,5.0,6.0,13.0,18.0,6.0,5.0,4.0,3.0,6.0,,10.0,7.0,17.0,1.0,3.0,1.0,,1.0,,7.0,44.0,6.0,0.15,0.15,0.425531914893617,0.25,0.40816326530612246,0.16666666666666666,0.47580645161290325,0.3888888888888889,0.04081632653061224,24.74226804123711,0.4,0.06741573033707865,0.17857142857142858,0.09401709401709402,,0.08823529411764706,0.10344827586206896,0.2,0.125,,0.3877551020408163,0.5263157894736842,0.5882352941176471,0.1,0.30612244897959184,0.3333333333333333,0.38461538461538464,0.2653061224489796,,0.04081632653061224,,0.3333333333333333,0.5,,0.42857142857142855,0.4965806122448979,0.3704,0.5395416666666666,0.11864406779661017,7.987234042553192,24.450000000000003,0.17054263565891473,5.0,2.0,19.0,5.0,4.0,1.0,,2.0,6.0,1.0,,27.0,1.0,11.0,3.0,0.0851063829787234,,0.2,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.1864406779661017,0.19298245614035087,,,,,,,6.0,,2.0,,,,,,,1.0,3.0,5.0,1.0,1.0,,,,,,,0.14285714285714285,0.13333333333333333,0.02702702702702703,0.1,0.03305785123966942,,0.047619047619047616,0.16666666666666666,0.041666666666666664,,,,,,,,0.03389830508474576,,,2.0,,2.0,,1.0,,,0.10526315789473684,0.2,0.027777777777777776,,,1.0,2.0,,0.2,,,,,1.0,,,False,,,,,1.0,1.0,0.07692307692307693,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,8202.0,137,-6,258,255,46.0,67,27.0,513,14.0,21.0,,3.0,8.0,19.0,9.0,,,,1.0,25.0,49.0,1.0,57.0,272.0,,2.0,8.0,,6.0,38.0,12.0,1.0,6.0,6.0,,12.0,5.0,9.0,15.0,20.0,5.0,2.0,1.0,1.0,4.0,,5.0,9.0,20.0,2.0,1.0,4.0,,4.0,,6.0,46.0,2.0,0.76,0.76,0.5102040816326531,0.25,0.5,0.25,0.5277777777777778,0.3333333333333333,0.02,20.48611111111111,0.2,0.0989010989010989,0.18518518518518517,0.11864406779661017,0.15384615384615385,0.08333333333333333,0.06896551724137931,0.21052631578947367,0.125,,0.42,0.6666666666666666,0.7,0.6428571428571429,0.38,0.42105263157894735,0.47058823529411764,0.18,,0.02,,0.375,,,0.44,0.47576700000000005,0.5872999999999999,0.49789999999999995,0.10526315789473684,6.6938775510204085,27.7,0.17829457364341086,3.0,,7.0,2.0,3.0,,,2.0,4.0,,1.0,11.0,3.0,6.0,1.0,0.061224489795918366,,0.875,0.3333333333333333,0.3333333333333333,,0.11320754716981132,0.11538461538461539,3.0,,,,,,3.0,,2.0,,,,,,,1.0,3.0,5.0,1.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.10526315789473684,0.028037383177570093,0.125,0.034782608695652174,,,,0.045454545454545456,,,,1.0,,,,0.03508771929824561,1.0,1.0,,,1.0,1.0,4.0,,0.3333333333333333,0.047619047619047616,0.1111111111111111,0.08823529411764706,0.3333333333333333,1.0,3.0,,1.0,1.0,,,,,,,,False,,,,0.25,1.0,,0.08333333333333333,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,507.0,8,-12,15,15,2.0,3,1.0,30,,1.0,,,,,1.0,,,,,,2.0,,,22.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,17.64705882352941,1.0,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,0.5,0.44730000000000003,,,,9.05,,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.16666666666666666,,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,8057.0,134,-14,255,252,46.0,72,28.0,507,4.0,7.0,1.0,2.0,2.0,5.0,17.0,,,,,13.0,29.0,,40.0,266.0,,2.0,6.0,,8.0,24.0,2.0,,6.0,7.0,3.0,15.0,7.0,33.0,42.0,45.0,1.0,,4.0,2.0,3.0,1.0,7.0,9.0,15.0,1.0,1.0,11.0,,11.0,8.0,8.0,46.0,1.0,0.9230769230769231,1.0,0.4482758620689655,0.3333333333333333,0.4482758620689655,0.3333333333333333,0.5,0.4444444444444444,,16.376306620209057,0.5714285714285714,0.35106382978723405,0.25,0.32786885245901637,0.20689655172413793,0.5,0.3103448275862069,0.25,0.25,0.7272727272727273,0.2413793103448276,0.5714285714285714,0.6666666666666666,0.75,0.1724137931034483,0.4,0.4,0.5862068965517241,,,,0.3333333333333333,0.5,,0.2413793103448276,0.42314137931034485,0.46092000000000005,0.4434,0.2,12.341379310344827,,0.1803921568627451,7.0,,14.0,4.0,1.0,1.0,,2.0,1.0,2.0,1.0,23.0,1.0,11.0,1.0,0.034482758620689655,,1.0,0.4117647058823529,0.4117647058823529,,0.28205128205128205,0.28205128205128205,1.0,,,,,,5.0,,9.0,,,,,,,1.0,2.0,3.0,,1.0,,,,,,0.6,0.6428571428571429,,0.01818181818181818,0.08333333333333333,0.02459016393442623,0.03125,,0.16666666666666666,,,,,0.2,,,,0.225,1.0,3.0,3.0,2.0,2.0,,9.0,2.0,0.6,0.14285714285714285,0.2222222222222222,0.02702702702702703,1.0,,,,,1.0,,,,,1.0,,,False,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,3037.0,51,-10,100,98,17.0,27,12.0,198,5.0,7.0,2.0,3.0,,,,5.0,,1.0,1.0,5.0,7.0,6.0,19.0,106.0,,2.0,3.0,2.0,4.0,2.0,8.0,1.0,1.0,1.0,,2.0,,3.0,3.0,5.0,2.0,,,,,,,3.0,6.0,,,1.0,,1.0,,4.0,17.0,1.0,0.2,0.25,0.7142857142857143,0.6666666666666666,0.7307692307692307,0.4,0.7307692307692307,0.4,0.46153846153846156,11.403508771929825,,0.08571428571428572,,0.06521739130434782,0.08333333333333333,,0.16666666666666666,,,,0.5384615384615384,0.7142857142857143,0.7142857142857143,0.2,,,,,0.38461538461538464,0.07692307692307693,,0.6,0.6666666666666666,0.2,1.0,0.5867884615384615,0.6713,0.54418,0.21052631578947367,1.1285714285714286,23.583333333333332,0.17,,1.0,,,,,,,1.0,,,,,,,,,,,,0.2,,,2.0,,,,,3.0,2.0,,4.0,,9.0,,,,,,2.0,2.0,,2.0,1.0,0.5,,,0.5,1.0,1.0,,0.045454545454545456,,0.04081632653061224,,0.07142857142857142,,,,,,1.0,,,,0.21052631578947367,2.0,2.0,,2.0,,,,1.0,1.0,,,0.05,1.0,0.5,,,,,3.0,0.6,0.6,1.0,,,,False,,,,,,,,1.0,0.16666666666666666,1.0,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,7332.0,122,-5,235,230,47.0,66,23.0,465,13.0,27.0,4.0,5.0,3.0,8.0,12.0,,,,1.0,20.0,47.0,1.0,54.0,247.0,,5.0,8.0,,19.0,22.0,18.0,1.0,5.0,7.0,3.0,16.0,2.0,5.0,9.0,16.0,1.0,,1.0,,6.0,,7.0,3.0,11.0,1.0,3.0,1.0,,1.0,,19.0,47.0,1.0,0.55,0.6111111111111112,0.425531914893617,0.625,0.4166666666666667,0.625,0.4732142857142857,0.7307692307692307,0.020833333333333332,24.23076923076923,0.14285714285714285,0.05813953488372093,0.08695652173913043,0.06422018348623854,,0.0625,0.1111111111111111,0.125,,,0.5625,0.48148148148148145,0.6190476190476191,0.46153846153846156,0.16666666666666666,0.375,0.6,0.25,,0.020833333333333332,,0.625,0.8,,0.5833333333333334,0.5230958333333334,0.62105,0.5637875,0.35185185185185186,6.32127659574468,24.7,0.2,4.0,,14.0,9.0,9.0,2.0,,1.0,1.0,1.0,,18.0,1.0,6.0,3.0,0.19148936170212766,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.11320754716981132,0.11538461538461539,4.0,,,,,,4.0,,6.0,,,,,,,,7.0,7.0,1.0,1.0,,,,,,0.75,0.75,0.375,0.07526881720430108,,0.06666666666666667,0.08,0.08108108108108109,,0.05263157894736842,,,,1.0,,,,0.1111111111111111,3.0,3.0,,4.0,2.0,1.0,1.0,,0.75,0.2222222222222222,0.18181818181818182,0.06451612903225806,0.75,,2.0,1.0,,1.0,,,,,2.0,1.0,,False,,,,,,,,,,,,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,865.0,14,7,30,28,19.0,17,5.0,58,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,3.0,27.0,,,,1.0,3.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,3.0,19.0,,,,,,0.75,1.5,0.75,1.5,0.5,8.571428571428571,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,1.0,0.5,0.480975,,0.51315,1.0,15.6,22.5,0.6333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,0.1,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,1.0,1.0,1.0,1.0,,,,False,,,,,,,,,,,1.0,1.0,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,192.0,3,4,6,6,6.0,6,1.0,12,,,,,,,,1.0,,1.0,,,,1.0,3.0,4.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,,0.75,0.75,1.0,28.57142857142857,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.4248,,0.4248,1.0,,23.8,1.0,,,3.0,3.0,,,,,,,,3.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,1.0,0.5
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,80.0,1,2,2,2,2.0,2,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,
