EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PtsPutbacks,ThreePtAssists,Arc3Assists,SecondChanceFg2Pct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,PtsUnassisted3s,HeaveMakes,HeaveAttempts,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangePctBlocked,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,Travels,Loose Ball Fouls,DefCorner3ReboundPct,ShortMidRangePctAssisted,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Technical Free Throw Trips,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,DefensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,2734.0,46,-5,82,86,49,48,10,168,4.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,5,9,2.0,3.0,7.0,23,100,1.0,2.0,3.0,3.0,6.0,2.0,2.0,4.0,16.0,10.0,6.0,3.0,2.0,7.0,7.0,4.0,3.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1.0,7.0,1.0,3.0,1.0,16.0,49,1.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5555555555555556,0.5,0.6666666666666666,0.75,0.75,0.7666666666666667,0.75,0.8,0.25,18.085106382978726,0.5,0.037037037037037035,0.029411764705882353,0.07692307692307693,0.4166666666666667,0.8,0.8,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,0.375,0.6666666666666666,0.25,1.0,0.6666666666666666,0.6666666666666666,0.5207958333333332,0.56325,0.49996875,0.21428571428571427,0.2727272727272727,0.13043478260869565,0.6956521739130435,6.044444444444445,24.46666666666667,0.5975609756097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,930.0,16,-4,28,28,11,10,6,56,1.0,4.0,1.0,2.0,,,,,,,,,,1,4,,,,2,29,,,,1.0,2.0,,,,2.0,,,,,,,,,,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,5,1.0,,,,,2.0,11,1.0,,,,,,0.25,0.5,0.25,,0.5,0.25,,0.5,,14.285714285714286,,0.125,0.1,0.25,1.0,0.25,0.5,,,,,,,,,,,,1.0,0.5,,,1.0,,0.5183,0.57755,0.54445,,,,1.0,1.775,,0.39285714285714285,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.07692307692307693,0.0625,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,2014.0,34,3,61,62,27,24,7,123,5.0,6.0,1.0,1.0,1.0,3.0,5.0,,1.0,,,,,11,14,,1.0,5.0,27,71,,,4.0,2.0,3.0,,,3.0,7.0,14.0,,1.0,,1.0,2.0,1.0,,5.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,,1.0,,1.0,5,,6.0,,1.0,2.0,7.0,27,,,,,,,0.7857142857142857,0.6666666666666666,0.7333333333333333,1.0,0.6666666666666666,0.75,1.0,0.7,0.06666666666666667,27.536231884057973,1.0,0.0625,0.05263157894736842,0.2,0.4,0.8333333333333334,0.8333333333333334,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,,,,,,,0.3333333333333333,1.0,,,0.4666666666666667,,0.43792666666666663,0.5649,0.39326666666666665,0.0625,0.06666666666666667,0.14814814814814814,0.25925925925925924,9.392857142857142,24.8,0.4426229508196721,2.0,2.0,8.0,,3.0,1.0,3.0,,3.0,0.36363636363636365,0.4444444444444444,,,0.3333333333333333,0.14285714285714285,0.125,0.14285714285714285,,1.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,3844.0,64,-2,114,119,51,53,15,233,2.0,9.0,,4.0,1.0,5.0,3.0,,2.0,,,,1.0,4,17,,2.0,4.0,12,128,,,3.0,1.0,9.0,,1.0,3.0,5.0,6.0,,2.0,,3.0,5.0,2.0,,12.0,4.0,4.0,6.0,,,1.0,,1.0,2.0,1.0,1.0,8,,7.0,1.0,2.0,2.0,5.0,51,3.0,,,,,,0.23529411764705882,0.1111111111111111,0.21052631578947367,1.0,0.1,0.2727272727272727,0.75,0.20833333333333334,0.10526315789473684,18.3206106870229,0.5,0.10526315789473684,0.08163265306122448,,0.47368421052631576,0.2222222222222222,0.2857142857142857,0.2631578947368421,0.2,0.25,0.15789473684210525,0.10526315789473684,,,,,,,0.4,,0.1,,0.5789473684210527,,0.49883684210526313,0.5625,0.45526999999999995,0.1,0.1111111111111111,0.25,0.4166666666666667,6.647058823529412,24.8,0.4473684210526316,1.0,1.0,2.0,3.0,2.0,,2.0,,3.0,0.25,0.3333333333333333,0.17647058823529413,0.2222222222222222,,0.047619047619047616,0.038461538461538464,0.11764705882352941,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.2,0.18181818181818182,0.16666666666666666,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,1917.0,32,-3,53,59,28,30,7,112,7.0,9.0,3.0,3.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,7,12,1.0,1.0,1.0,18,61,,,4.0,3.0,4.0,1.0,1.0,,9.0,6.0,,-1.0,,,,,,,4.0,8.0,11.0,1.0,,,,1.0,1.0,,,6,1.0,1.0,1.0,1.0,,9.0,28,,,1.0,,1.0,,0.5833333333333334,0.75,0.6538461538461539,0.6666666666666666,0.9,0.6923076923076923,0.6666666666666666,0.9,0.07692307692307693,23.333333333333336,,0.19047619047619047,0.18518518518518517,0.3,0.6923076923076923,0.7777777777777778,1.0,0.15384615384615385,,,0.07692307692307693,0.07692307692307693,1.0,1.0,,,,,0.6,1.0,0.2,1.0,0.7692307692307693,,0.548375,0.6583333333333333,0.5405249999999999,0.07692307692307693,0.08333333333333333,0.2222222222222222,0.5,3.7750000000000004,68.2,0.5283018867924528,3.0,3.0,8.0,2.0,3.0,3.0,3.0,1.0,3.0,0.5714285714285714,0.8,0.16666666666666666,0.2222222222222222,0.6,0.15,0.12,0.14285714285714285,0.5714285714285714,1.0,2.0,,2.0,4.0,,,0.6666666666666666,0.2,,,,0.6666666666666666,,,,,,,,,,,,,0.2,,,3.0,1.0,1.0,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,1679.0,28,-6,48,53,24,32,4,101,2.0,2.0,,,1.0,2.0,1.0,,2.0,,,,2.0,3,5,,2.0,1.0,7,57,,,,,2.0,,2.0,,,6.0,,2.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,5,,1.0,1.0,1.0,,,24,1.0,,,,,,0.6,,0.42857142857142855,,,0.5,,,0.2857142857142857,16.9811320754717,0.5,,,,0.2857142857142857,1.0,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,0.2857142857142857,,,,,,,,,0.5,,0.5714285714285714,,0.4882928571428571,,0.41603749999999995,0.14285714285714285,0.2,,,7.359999999999999,25.15,0.5,,,,,1.0,,2.0,2.0,2.0,,,,,,0.058823529411764705,0.08695652173913043,0.125,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,,,,,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,1694.0,28,5,54,53,23,21,8,107,,,,,1.0,3.0,2.0,2.0,5.0,,,,1.0,2,5,3.0,6.0,6.0,19,59,,,,,1.0,1.0,2.0,4.0,7.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,,4.0,3.0,4.0,5.0,1.0,1.0,1.0,,1.0,2.0,,1.0,3,,6.0,,1.0,2.0,7.0,23,1.0,0.3333333333333333,0.5,,0.5,0.5,0.4,,0.5909090909090909,,0.5,0.6785714285714286,,0.7,0.5454545454545454,25.396825396825395,0.5,0.21428571428571427,0.2222222222222222,0.42857142857142855,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.45454545454545453,0.4,0.4,,,,,,,0.3333333333333333,,0.5454545454545454,0.4,0.4684227272727273,,0.4863166666666667,0.08333333333333333,0.16666666666666666,,0.3684210526315789,12.500000000000002,24.28333333333333,0.42592592592592593,,,,1.0,,,1.0,,2.0,,,0.2,,,,0.045454545454545456,,,,,1.0,,,,,,,0.5,1.0,,,,,,,1.0,1.0,,,,,,,,,,6.0,,,1.0,0.25,0.25,1.0,0.25,,1.0,1.0,1.0,1.0,0.5,0.25,0.09090909090909091,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,1648.0,27,1,45,47,11,11,8,92,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1,3,,1.0,3.0,5,42,,1.0,,1.0,1.0,,1.0,2.0,4.0,2.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,,4.0,,1.0,1,,4.0,,1.0,1.0,4.0,11,,,,,,,0.3333333333333333,1.0,0.25,,0.5,0.4166666666666667,,0.6666666666666666,0.25,18.51851851851852,1.0,0.05555555555555555,0.04,,0.25,1.0,1.0,0.25,,,0.25,,,,,,,,0.5,1.0,,,0.5,,0.48183750000000003,0.58665,0.5844750000000001,0.2,0.25,,0.8,10.6,22.8,0.24444444444444444,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,0.1111111111111111,,1.0,,,,,,,,,,,1.0,,1.0,,,0.25,,,,0.5,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,1126.0,19,-1,35,36,19,11,5,71,3.0,7.0,2.0,6.0,,2.0,,,,,,,,3,9,,,2.0,8,37,,,,2.0,6.0,,,,4.0,,,,,,,,,,3.0,4.0,6.0,,,,,,,,,4,,4.0,,2.0,,4.0,19,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.36363636363636365,,0.2857142857142857,,26.82926829268293,,0.25,0.26666666666666666,,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.2222222222222222,,,,,,,,,,,1.0,0.3333333333333333,,,0.7777777777777778,,0.47608888888888884,,0.5315666666666666,0.18181818181818182,0.18181818181818182,,0.5,3.488888888888889,,0.5428571428571428,1.0,1.0,6.0,,1.0,,2.0,,2.0,1.0,1.0,,,,0.0625,0.10526315789473684,,1.0,1.0,,,,,,,,0.2,,,,,,,,1.0,,,,,,,,0.5,0.14285714285714285,0.16666666666666666,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,1093.0,18,5,34,35,6,10,4,69,1.0,1.0,,,,,,,,,,,,1,1,,,1.0,3,34,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,2.0,4.0,6.0,7.0,2.0,2.0,1.0,,1.0,2.0,,,4,,2.0,,1.0,,,6,2.0,,,,,,1.0,,1.0,,,0.75,0.5,,,10.526315789473685,0.5,0.36363636363636365,0.38461538461538464,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.7154,,,0.5,0.5,0.3333333333333333,,2.4,,0.17647058823529413,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.09090909090909091,0.08333333333333333,0.2,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,0.25,0.5,,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.5,,True,,,,,,,,,,,,,,,,,,,
