EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,FTOffRebounds,SelfOReb,2pt And 1 Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,BlockedLongMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Travels,3SecondViolations,on,HeaveAttempts,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Arc3PctBlocked,OffensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,7947.0,132,-1,250,249,86,92,32,499,5.0,8.0,2.0,3.0,6.0,11.0,3.0,7.0,4.0,9.0,1.0,1.0,2.0,4.0,14.0,26,4.0,9.0,26.0,66,278,1.0,2.0,1.0,1.0,2.0,7.0,5.0,8.0,2.0,4.0,14.0,30,2.0,26.0,9.0,3.0,9.0,4.0,1.0,14.0,3.0,17.0,3.0,9.0,4.0,1.0,37.0,6.0,10,16,16,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1,5,33.0,1.0,9.0,1.0,7.0,30,86,3.0,0.07142857142857142,0.07142857142857142,0.75,0.4444444444444444,1.0,0.5,0.4444444444444444,0.5384615384615384,0.5,0.625,0.5714285714285714,0.8333333333333334,0.6666666666666666,0.6470588235294118,0.875,0.75,0.2571428571428571,0.038461538461538464,0.14285714285714285,17.78523489932886,0.12195121951219512,0.20689655172413793,0.14414414414414414,0.1111111111111111,0.037037037037037035,0.1891891891891892,0.19047619047619047,0.25,0.22857142857142856,0.625,0.625,0.3142857142857143,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.2,0.42857142857142855,0.5,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.75,0.3333333333333333,1.0,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.4857142857142857,0.4444444444444444,0.4513857142857143,0.4526666666666667,0.47000000000000003,0.22727272727272727,0.2571428571428571,0.1111111111111111,0.10606060606060606,0.45454545454545453,8.688461538461537,25.42222222222222,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,12574.0,210,25,391,388,94,95,57,779,9.0,15.0,1.0,1.0,10.0,23.0,6.0,20.0,3.0,15.0,,2.0,1.0,4.0,25.0,58,3.0,20.0,32.0,91,432,2.0,6.0,,2.0,6.0,10.0,3.0,6.0,1.0,7.0,19.0,28,18.0,32.0,9.0,,15.0,3.0,5.0,8.0,5.0,13.0,3.0,3.0,3.0,2.0,31.0,5.0,12,18,25,2.0,2.0,,1.0,5.0,8.0,2.0,4,13,38.0,,13.0,,6.0,28,94,2.0,0.36,0.375,1.0,0.15,,0.14285714285714285,0.15,0.43103448275862066,0.3333333333333333,0.5,0.3782051282051282,0.25,0.34615384615384615,0.4690721649484536,0.4166666666666667,0.56,0.2564102564102564,0.08620689655172414,0.05,22.58064516129032,0.08695652173913043,0.10204081632653061,0.09090909090909091,0.05555555555555555,0.1111111111111111,0.09090909090909091,0.13157894736842105,,0.19230769230769232,0.6,0.6923076923076923,0.2948717948717949,0.43478260869565216,0.47619047619047616,0.3,0.2564102564102564,0.3,0.3157894736842105,0.19230769230769232,0.2,0.2,1.0,0.25,,,0.07692307692307693,1.0,0.3076923076923077,0.25,0.44871794871794873,0.2,0.44212243589743594,0.45339999999999997,0.44512692307692314,0.14285714285714285,0.18309859154929578,,0.10989010989010989,0.3076923076923077,10.205172413793106,24.785,0.24040920716112532,1.0,2.0,5.0,3.0,2.0,2.0,1.0,6.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.13333333333333333,0.08695652173913043,0.375,0.125,0.0425531914893617,0.019230769230769232,0.03626943005181347,0.04878048780487805,0.06521739130434782,0.018518518518518517,0.024390243902439025,0.5,0.2222222222222222,0.6666666666666666,0.0641025641025641,0.25,0.5,0.23076923076923078,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,17721.0,295,5,541,543,127,125,75,1084,34.0,54.0,9.0,18.0,21.0,52.0,2.0,5.0,,,,,,,57.0,111,,,23.0,137,614,12.0,27.0,,,10.0,34.0,12.0,28.0,,,7.0,31,72.0,42.0,,,,,6.0,5.0,,5.0,,3.0,1.0,1.0,10.0,11.0,29,42,75,6.0,4.0,2.0,2.0,11.0,14.0,4.0,24,48,30.0,,14.0,,3.0,31,127,7.0,0.631578947368421,0.7659574468085106,,,,,,0.5135135135135135,0.4444444444444444,0.42857142857142855,0.5135135135135135,0.4444444444444444,0.42857142857142855,0.5524193548387096,0.5,0.4696969696969697,,0.05405405405405406,,21.362229102167184,0.15025906735751296,0.18032786885245902,0.15748031496062992,0.1276595744680851,0.1864406779661017,0.13793103448275862,0.16666666666666666,0.23076923076923078,0.4864864864864865,0.6296296296296297,0.6938775510204082,0.46846846846846846,0.40384615384615385,0.4117647058823529,0.5714285714285714,0.04504504504504504,0.4,0.4,,,,,,,,0.6428571428571429,0.5,,,0.4864864864864865,,0.46161801801801805,0.49944999999999995,0.4684464285714286,0.11570247933884298,0.11570247933884298,,0.24817518248175183,0.22627737226277372,4.735135135135136,,0.23475046210720887,8.0,18.0,,,20.0,,9.0,23.0,2.0,33.0,3.0,3.0,,,3.0,4.0,7.0,20.0,12.0,8.0,20.0,9.0,0.09259259259259259,0.019230769230769232,0.21428571428571427,0.15384615384615385,0.11386138613861387,0.1323529411764706,0.11851851851851852,0.12698412698412698,0.09859154929577464,0.11764705882352941,0.16071428571428573,0.45,0.6470588235294118,1.0,,0.6666666666666666,0.4444444444444444,,1.0,5.0,4.0,2.0,2.0,0.07692307692307693,0.10638297872340426,,,,,,,,,,,,,True,,,,,,,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,2792.0,47,11,89,90,28,22,13,179,1.0,2.0,,,1.0,1.0,,3.0,2.0,7.0,,,1.0,3.0,2.0,6,2.0,8.0,,10,103,,,,,,,,,1.0,3.0,,3,2.0,2.0,6.0,,7.0,2.0,,1.0,,1.0,,1.0,,,2.0,,4,4,4,2.0,2.0,,,1.0,1.0,1.0,1,3,,,,,,3,28,1.0,0.5,0.5,1.0,0.25,,0.3333333333333333,0.25,0.3333333333333333,,,0.35714285714285715,,0.5,0.35714285714285715,,0.5,0.5714285714285714,,,13.888888888888888,0.125,,0.0975609756097561,0.1111111111111111,0.14285714285714285,0.125,,,0.14285714285714285,0.5,0.5,0.07142857142857142,1.0,1.0,,0.21428571428571427,,,0.5,0.2857142857142857,0.2857142857142857,1.0,,,,,,1.0,0.3333333333333333,0.7142857142857143,0.2857142857142857,0.4968714285714286,,0.521,,,,,0.3,10.033333333333333,24.4875,0.3146067415730337,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,0.5,1.0,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,3064.0,51,21,92,96,26,40,12,188,6.0,12.0,2.0,4.0,,2.0,,,,,,,,,6.0,14,,,3.0,15,97,2.0,4.0,,,1.0,5.0,2.0,5.0,,,1.0,5,8.0,4.0,,,,,3.0,,,,,,,,,1.0,3,5,10,1.0,1.0,,,,1.0,,6,7,8.0,,3.0,,2.0,5,26,,0.6666666666666666,1.0,,,,,,0.42857142857142855,0.5,0.4,0.42857142857142855,0.5,0.4,0.4411764705882353,0.4166666666666667,0.3125,,0.21428571428571427,,16.822429906542055,0.08571428571428572,0.1,0.08888888888888889,,,0.14285714285714285,0.16666666666666666,,0.8571428571428571,0.5,0.6666666666666666,0.14285714285714285,,,,,,,,,,,,,,0.8,0.5,,,0.8571428571428571,,0.5200571428571428,0.49843333333333334,0.5293599999999999,0.2,0.2,,0.3333333333333333,0.3333333333333333,1.6285714285714286,,0.2826086956521739,2.0,3.0,,,4.0,,2.0,3.0,1.0,5.0,1.0,1.0,,,,,,,,,,,0.25,,1.0,0.2,0.10714285714285714,0.125,0.11363636363636363,0.2222222222222222,0.09090909090909091,,,,0.6666666666666666,,,0.75,0.6666666666666666,,,,2.0,,,,,0.6666666666666666,,,,,,,,,,,,True,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,14331.0,239,-9,436,436,83,67,56,872,1.0,4.0,,,8.0,15.0,16.0,33.0,,5.0,,,,1.0,25.0,52,3.0,9.0,7.0,66,504,1.0,5.0,,,,2.0,3.0,7.0,1.0,2.0,4.0,13,18.0,32.0,9.0,,5.0,,2.0,25.0,8.0,33.0,8.0,13.0,6.0,6.0,74.0,2.0,13,16,25,10.0,7.0,3.0,,3.0,10.0,4.0,10,17,7.0,,2.0,,2.0,13,83,1.0,0.36,0.36,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.4807692307692308,0.2,0.42857142857142855,0.48360655737704916,0.2,0.5,0.515625,0.2,0.5909090909090909,0.14754098360655737,0.038461538461538464,,14.341085271317828,0.08280254777070063,0.045454545454545456,0.07462686567164178,0.023255813953488372,0.07547169811320754,0.13114754098360656,,0.3333333333333333,0.06557377049180328,0.25,0.5,0.2459016393442623,0.5333333333333333,0.5333333333333333,0.375,0.5409836065573771,0.48484848484848486,0.48484848484848486,0.08196721311475409,,,,,,,,,0.1111111111111111,,0.21311475409836064,,0.4230073770491803,0.39772,0.3901222222222222,0.03225806451612903,0.03773584905660377,,0.030303030303030304,0.19696969696969696,13.625,24.6,0.19036697247706422,,1.0,4.0,1.0,,,,9.0,1.0,9.0,7.0,7.0,,1.0,1.0,,1.0,4.0,1.0,2.0,4.0,2.0,0.5,,0.7,0.125,0.05521472392638037,,0.04225352112676056,0.06382978723404255,0.06557377049180328,0.03636363636363636,,0.5,,0.375,0.06557377049180328,0.2,,0.1111111111111111,,4.0,1.0,,,,0.12903225806451613,,3.0,1.0,1.0,0.75,0.75,1.0,1.0,,,,,True,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,16463.0,274,1,503,505,118,119,70,1008,23.0,32.0,4.0,4.0,13.0,23.0,12.0,36.0,18.0,47.0,,2.0,3.0,9.0,48.0,91,20.0,53.0,37.0,193,579,4.0,14.0,,2.0,5.0,13.0,8.0,15.0,3.0,9.0,12.0,37,32.0,64.0,30.0,30.0,47.0,18.0,2.0,29.0,5.0,34.0,2.0,13.0,11.0,5.0,73.0,6.0,12,18,25,10.0,8.0,2.0,3.0,8.0,23.0,5.0,6,15,37.0,,15.0,,4.0,37,118,2.0,0.3333333333333333,0.3333333333333333,0.5,0.37735849056603776,,0.3333333333333333,0.37735849056603776,0.5274725274725275,0.2857142857142857,0.5333333333333333,0.5416666666666666,0.25,0.5208333333333334,0.60062893081761,0.3333333333333333,0.6379310344827587,0.3680555555555556,0.02197802197802198,0.027777777777777776,30.232558139534884,0.06741573033707865,0.1016949152542373,0.0759493670886076,,0.07017543859649122,0.1,0.13043478260869565,,0.2222222222222222,0.71875,0.71875,0.1597222222222222,0.5652173913043478,0.5909090909090909,0.3076923076923077,0.25,0.3333333333333333,0.34285714285714286,0.3263888888888889,0.3829787234042553,0.3829787234042553,0.4444444444444444,0.125,,,0.16666666666666666,1.0,0.375,0.3333333333333333,0.5902777777777778,0.3829787234042553,0.48266388888888884,0.4006833333333333,0.4760708333333334,0.0967741935483871,0.14705882352941177,,0.06735751295336788,0.19170984455958548,9.602197802197804,24.937735849056605,0.2345924453280318,1.0,4.0,6.0,,,3.0,2.0,5.0,,7.0,15.0,7.0,8.0,,1.0,,4.0,3.0,3.0,,3.0,1.0,,0.043478260869565216,0.6521739130434783,,0.026881720430107527,0.030303030303030304,0.027777777777777776,0.016666666666666666,0.031746031746031744,0.031746031746031744,0.037037037037037035,0.3333333333333333,0.34782608695652173,0.3333333333333333,0.041666666666666664,0.25,0.25,,,3.0,4.0,,,,0.0410958904109589,,2.0,,,0.3333333333333333,0.3333333333333333,1.0,,2.0,1.0,,,True,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,1126.0,19,-1,35,36,19,11,5,71,,,,,,2.0,,1.0,,,,,,,,3,,,2.0,2,37,,,,,,,,1.0,,,2.0,2,,,,,,,1.0,,1.0,1.0,1.0,,,,3.0,,3,3,3,,,,,,,,1,4,2.0,,,,1.0,2,19,2.0,,,,,,,,,,,,,,0.25,,0.5,,0.3333333333333333,,9.75609756097561,0.25,,0.2,0.5,,0.14285714285714285,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.3977333333333333,,0.4082,,,,,1.0,11.6,,0.5428571428571428,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,10076.0,168,-21,292,295,30,33,45,587,8.0,23.0,1.0,5.0,3.0,5.0,,1.0,,,,,,,11.0,29,,,8.0,30,340,2.0,13.0,,,3.0,7.0,1.0,6.0,,,,2,14.0,8.0,,,,,7.0,3.0,,3.0,,1.0,,2.0,6.0,8.0,31,42,66,4.0,1.0,3.0,,6.0,8.0,1.0,7,25,13.0,,7.0,,,2,30,2.0,0.6363636363636364,0.7777777777777778,,,,,,0.3793103448275862,0.15384615384615385,0.16666666666666666,0.3793103448275862,0.15384615384615385,0.16666666666666666,0.42857142857142855,0.23333333333333334,0.16666666666666666,,0.2413793103448276,,12.011173184357542,0.2719298245614035,0.25806451612903225,0.2689655172413793,0.2222222222222222,0.2682926829268293,0.30434782608695654,0.2916666666666667,0.14285714285714285,0.7931034482758621,0.34782608695652173,0.5,0.1724137931034483,0.6,0.6,0.6666666666666666,0.034482758620689655,,,,,,,,,,0.8333333333333334,0.2,,,0.7931034482758621,,0.5068862068965517,0.5425909090909091,0.5923833333333333,0.2,0.2,,0.23333333333333334,0.06666666666666667,2.5965517241379312,,0.10273972602739725,2.0,12.0,,,4.0,,5.0,19.0,3.0,24.0,2.0,1.0,1.0,1.0,,5.0,1.0,3.0,2.0,1.0,3.0,2.0,0.30434782608695654,,0.25,0.6,0.1484375,0.17857142857142858,0.15384615384615385,0.21951219512195122,0.14285714285714285,0.08888888888888889,0.19230769230769232,0.6666666666666666,0.625,,,0.9230769230769231,0.16666666666666666,,,,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,True,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,2511.0,42,-6,76,77,24,21,10,153,2.0,3.0,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,,,,,3.0,7,1.0,4.0,,9,86,,1.0,,,,,1.0,3.0,,1.0,,2,4.0,2.0,3.0,,3.0,1.0,1.0,,,,,,,,,1.0,3,5,9,2.0,2.0,,1.0,2.0,2.0,,3,5,2.0,,,,1.0,2,24,,0.6666666666666666,0.6666666666666666,1.0,0.25,,,0.25,0.42857142857142855,,0.3333333333333333,0.4090909090909091,,0.25,0.375,,0.2,0.36363636363636365,0.14285714285714285,0.3333333333333333,15.730337078651685,0.125,0.1,0.11764705882352941,,0.14285714285714285,0.14285714285714285,0.125,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,0.5,,,0.6363636363636364,0.3333333333333333,0.48967272727272726,0.6489,0.5672375000000001,,,,,0.2222222222222222,8.871428571428572,24.724999999999998,0.3157894736842105,,1.0,1.0,1.0,,,,2.0,1.0,4.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.08333333333333333,,0.06451612903225806,0.14285714285714285,0.09090909090909091,,,,0.5,1.0,0.09090909090909091,1.0,,0.25,2.0,1.0,,,,0.4,0.2,,,,,,,,,,,,,True,,,,,,,,,,
