EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyCorner3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Travels,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,SecondChanceTsPct,DefArc3ReboundPct,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,LostBallSteals,SecondChanceTurnovers,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,DefensiveGoaltends,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,LostBallTurnovers,Loose Ball Fouls,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceAtRimPctAssisted,HeaveAttempts,OffensiveGoaltends
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,5676.0,95,-34,193,190,42.0,73,25,383,6.0,9.0,1.0,1.0,2.0,3.0,4.0,11.0,2.0,3.0,1.0,5.0,15.0,2.0,12.0,23.0,7.0,18.0,2.0,47.0,243,1.0,1.0,2.0,4.0,2.0,4.0,4.0,20.0,15.0,6.0,15.0,5.0,3.0,15.0,6.0,21.0,5.0,1.0,5.0,4.0,6.0,48.0,1.0,1.0,6.0,1.0,8.0,1.0,9.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,42.0,3.0,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.3888888888888889,0.3888888888888889,0.5217391304347826,0.5,0.5487804878048781,0.3333333333333333,0.5609756097560976,0.3333333333333333,0.43902439024390244,0.13043478260869565,0.3333333333333333,21.524663677130047,0.42857142857142855,0.1,0.10714285714285714,0.014492753623188406,0.05,0.09210526315789473,0.010752688172043012,0.041666666666666664,0.09523809523809523,0.1875,0.05263157894736842,0.125,0.21951219512195122,0.6666666666666666,1.0,0.3333333333333333,0.07317073170731707,0.6666666666666666,0.6666666666666666,0.2682926829268293,0.36363636363636365,0.36363636363636365,0.07317073170731707,0.6666666666666666,0.6666666666666666,0.5,0.36585365853658536,0.3333333333333333,0.3333333333333333,0.8,0.5,0.5,0.16666666666666666,0.3333333333333333,0.6585365853658537,0.3333333333333333,0.51611375,0.5502,0.4064833333333333,0.024390243902439025,0.043478260869565216,0.0851063829787234,10.578260869565216,26.566666666666666,0.21761658031088082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,159.0,3,-3,5,6,,6,1,11,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333333333333336,,,1.0,,,0.5,,,,,1.0,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,0.4124,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1899,1610612763,James Posey,James Posey,1899,MEM,1933.0,32,-19,65,64,23.0,39,13,129,1.0,2.0,,1.0,,,,,,2.0,,2.0,3.0,,1.0,2.0,2.0,5.0,2.0,10.0,84,,,1.0,1.0,1.0,4.0,2.0,,6.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,3.0,,2.0,1.0,1.0,4.0,,4.0,,,,,,4.0,,,4.0,3.0,1.0,8.0,2.0,,,1.0,4.0,23.0,2.0,1.0,1.0,1.0,0.4,0.4,0.5,1.0,0.5714285714285714,0.5,0.625,0.6666666666666666,0.7142857142857143,0.5,0.5,15.189873417721518,,0.5,0.05263157894736842,,0.3333333333333333,0.12,,,,0.1,,0.5,0.2857142857142857,0.5,1.0,1.0,,,,,,,0.2857142857142857,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,0.5,,1.0,0.6666666666666666,0.5359857142857143,,0.559125,0.125,0.3333333333333333,0.4,,23.68,0.35384615384615387,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,6541.0,109,-40,217,213,56.0,82,31,430,4.0,7.0,,2.0,,2.0,6.0,11.0,1.0,3.0,,7.0,14.0,6.0,10.0,20.0,8.0,17.0,4.0,48.0,275,1.0,1.0,2.0,4.0,8.0,21.0,14.0,6.0,15.0,9.0,14.0,7.0,2.0,9.0,2.0,11.0,1.0,1.0,4.0,1.0,4.0,24.0,,3.0,7.0,,10.0,,10.0,,,2.0,,2.0,3.0,1.0,1.0,5.0,2.0,2.0,7.0,4.0,,,1.0,21.0,56.0,2.0,0.7,0.7,0.625,0.47058823529411764,0.47058823529411764,0.5,0.5,0.5945945945945946,0.7916666666666666,0.6153846153846154,0.8076923076923077,0.4594594594594595,0.1,0.2857142857142857,17.322834645669293,0.4,,0.1111111111111111,,0.125,0.11494252873563218,,,0.09090909090909091,,0.22727272727272727,0.125,0.1891891891891892,0.5714285714285714,0.8,0.25,0.05405405405405406,,,0.2972972972972973,0.5454545454545454,0.5454545454545454,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.3783783783783784,0.5,0.5384615384615384,0.5714285714285714,,,0.16666666666666666,0.5,0.6486486486486487,0.5,0.47746216216216214,0.385775,0.468525,0.02631578947368421,0.047619047619047616,0.4375,12.014999999999999,25.58823529411765,0.25806451612903225,1.0,2.0,,,2.0,,1.0,3.0,2.0,3.0,,0.125,0.5,0.16666666666666666,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0.625,0.058823529411764705,0.07142857142857142,0.3333333333333333,1.0,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,4268.0,71,-17,140,138,17.0,40,17,278,5.0,9.0,4.0,,3.0,8.0,5.0,7.0,,,,,,,13.0,24.0,,,1.0,27.0,168,5.0,,,1.0,,1.0,14.0,12.0,,,,,3.0,5.0,3.0,8.0,3.0,,4.0,1.0,,19.0,4.0,5.0,6.0,2.0,13.0,5.0,18.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,8.0,8.0,2.0,,,1.0,1.0,17.0,,0.5384615384615384,0.6363636363636364,,,,0.5416666666666666,,0.5416666666666666,,0.54,0.25,,0.125,0.3333333333333333,16.9811320754717,0.5,0.3333333333333333,0.13043478260869565,0.08333333333333333,0.2631578947368421,0.16923076923076924,0.078125,0.07142857142857142,0.05263157894736842,0.25,0.13333333333333333,0.25,0.375,0.5555555555555556,0.8333333333333334,0.4,0.3333333333333333,0.375,0.375,0.2916666666666667,0.7142857142857143,0.7142857142857143,,,,,,,,,0.8,,,,0.375,,0.4584708333333333,0.5423,0.3735,0.04,0.04,0.037037037037037035,8.079166666666667,,0.12142857142857143,,,1.0,7.0,1.0,,,1.0,1.0,1.0,0.5833333333333334,0.2727272727272727,,,0.25925925925925924,,,,,,,,1.0,,,,1.0,0.8,,,,3.0,3.0,4.0,1.0,1.0,1.0,1.0,0.6,0.6,0.0625,0.043478260869565216,0.18181818181818182,0.09090909090909091,0.3333333333333333,0.75,,,,,,,,,,,,,,,True,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,1078.0,18,-14,32,33,21.0,14,6,65,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,5.0,7.0,,,1.0,11.0,45,2.0,,3.0,4.0,,7.0,2.0,8.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,3.0,6.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,4.0,,,1.0,7.0,21.0,,0.2,0.25,,,,0.7142857142857143,0.75,0.7142857142857143,0.75,0.6111111111111112,0.7,,,,28.205128205128204,0.5,,0.2222222222222222,0.1,0.25,0.23076923076923078,0.1875,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.2857142857142857,0.5,0.5,0.2857142857142857,1.0,1.0,,,,,,,,,1.0,,0.5,,0.42857142857142855,,0.475,0.5711,0.48224999999999996,0.125,0.125,0.6363636363636364,7.1,,0.65625,1.0,,1.0,3.0,1.0,,,,,,0.375,0.5,0.5,,0.2727272727272727,,,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,0.5,0.5,0.3333333333333333,,,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,True,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,5443.0,91,-37,181,178,34.0,56,24,359,7.0,12.0,7.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,,,2.0,1.0,10.0,20.0,1.0,6.0,2.0,25.0,235,7.0,,2.0,5.0,2.0,7.0,12.0,8.0,3.0,,2.0,,4.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,8.0,2.0,9.0,2.0,13.0,10.0,23.0,2.0,1.0,2.0,,2.0,1.0,,1.0,3.0,,6.0,9.0,5.0,1.0,,2.0,7.0,34.0,2.0,0.6,0.8571428571428571,1.0,0.16666666666666666,0.16666666666666666,0.5,0.4,0.4423076923076923,0.5,0.44642857142857145,0.4375,0.23076923076923078,0.2,0.25,14.691943127962086,0.6666666666666666,0.25,0.17307692307692307,0.13114754098360656,0.1,0.1527777777777778,0.10588235294117647,0.043478260869565216,0.15789473684210525,0.13333333333333333,0.2222222222222222,0.14285714285714285,0.46153846153846156,0.5833333333333334,0.7777777777777778,0.5714285714285714,0.19230769230769232,0.4,0.5,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.25,0.25,1.0,0.07692307692307693,,,,1.0,,0.5714285714285714,0.14285714285714285,0.6923076923076923,,0.49959807692307684,0.5614,0.4941,0.07407407407407407,0.09523809523809523,0.28,4.22,23.55,0.1878453038674033,2.0,1.0,,6.0,,,,3.0,1.0,3.0,0.42857142857142855,0.07692307692307693,0.5,0.14285714285714285,0.24,1.0,,,1.0,,1.0,2.0,1.0,0.5,,,0.3333333333333333,1.0,,1.0,,3.0,3.0,6.0,1.0,1.0,,,0.42857142857142855,0.42857142857142855,0.041666666666666664,0.19230769230769232,0.16666666666666666,0.05263157894736842,0.5,0.42857142857142855,,1.0,0.2,0.125,,,,,,,,,,,True,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,1675.0,28,-21,56,56,27.0,28,7,112,,2.0,1.0,1.0,3.0,3.0,,,,,,,2.0,2.0,3.0,5.0,,2.0,1.0,7.0,78,2.0,,1.0,2.0,2.0,3.0,2.0,4.0,,,2.0,,,1.0,,1.0,,,,1.0,,2.0,1.0,,1.0,,1.0,2.0,3.0,,,1.0,,1.0,,,,1.0,1.0,6.0,7.0,2.0,1.0,1.0,1.0,3.0,27.0,,0.3333333333333333,0.3333333333333333,,,,0.6,0.5,0.42857142857142855,0.25,0.5,0.375,0.2857142857142857,,,12.307692307692307,1.0,,0.07692307692307693,0.047619047619047616,,0.047619047619047616,0.03571428571428571,,,0.2,,,0.2857142857142857,,,,0.42857142857142855,1.0,1.0,,,,,,,,0.2857142857142857,,,,0.5,,0.25,0.5,0.5714285714285714,,0.41122142857142857,0.4787,0.3796375,0.14285714285714285,0.2,0.42857142857142855,5.76,25.95,0.48214285714285715,,,,2.0,1.0,,,,,,0.5,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,0.5,,0.14285714285714285,,,0.3333333333333333,,,1.0,,0.25,,,,,,,,,,,True,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,4364.0,73,-7,149,142,32.0,49,21,291,13.0,19.0,6.0,5.0,9.0,27.0,1.0,1.0,,,,1.0,1.0,1.0,23.0,47.0,1.0,1.0,5.0,54.0,183,7.0,1.0,5.0,7.0,1.0,14.0,28.0,18.0,3.0,,1.0,1.0,5.0,4.0,1.0,5.0,1.0,,3.0,,1.0,11.0,8.0,4.0,5.0,2.0,11.0,11.0,22.0,1.0,,4.0,1.0,2.0,2.0,1.0,,6.0,,1.0,6.0,9.0,1.0,,5.0,14.0,32.0,3.0,0.6086956521739131,0.7,1.0,1.0,1.0,0.48936170212765956,0.7142857142857143,0.5104166666666666,0.8125,0.5192307692307693,0.7777777777777778,0.020833333333333332,0.10638297872340426,,33.142857142857146,0.6666666666666666,0.2857142857142857,0.1111111111111111,0.16,0.3076923076923077,0.15517241379310345,0.15942028985507245,0.15789473684210525,0.1111111111111111,,0.1875,0.25,0.3958333333333333,0.6842105263157895,0.6842105263157895,0.6923076923076923,0.5625,0.3333333333333333,0.4090909090909091,0.020833333333333332,1.0,1.0,,,,,0.020833333333333332,1.0,1.0,1.0,0.75,,0.625,0.125,0.4166666666666667,1.0,0.4508052083333333,0.5071071428571429,0.47839375,0.09615384615384616,0.09803921568627451,0.25925925925925924,5.417021276595745,26.2,0.21476510067114093,5.0,,1.0,12.0,1.0,,,3.0,3.0,3.0,0.6666666666666666,0.3333333333333333,1.0,,0.2222222222222222,,1.0,1.0,1.0,,,,1.0,1.0,,,0.3333333333333333,1.0,0.125,,1.0,3.0,4.0,6.0,3.0,1.0,,,0.5714285714285714,0.6875,0.15789473684210525,0.17391304347826086,0.125,0.13333333333333333,0.4444444444444444,0.5,,,0.18518518518518517,,1.0,1.0,1.0,2.0,2.0,1.0,0.25,0.05555555555555555,1.0,1.0,True,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,703.0,12,-2,23,22,14.0,14,4,45,,2.0,1.0,,,1.0,,,,,,1.0,2.0,2.0,,3.0,1.0,2.0,1.0,4.0,26,1.0,1.0,,1.0,2.0,4.0,,,3.0,,2.0,1.0,3.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,1.0,4.0,14.0,,,,1.0,0.5,0.5,,,0.3,0.5,0.3333333333333333,0.5,0.4,1.0,1.0,21.428571428571427,,,0.25,0.09090909090909091,,0.2,0.07692307692307693,0.2,0.5,,,,0.4,,,,0.2,,,,,,,,,,0.4,0.5,0.5,1.0,0.5,,,0.6666666666666666,0.8,0.5,0.46484000000000003,0.4991,0.4348666666666667,0.16666666666666666,0.25,1.0,2.2666666666666666,25.45,0.6086956521739131,,,,3.0,1.0,,,,,,0.75,,,,0.75,,1.0,1.0,1.0,,,,,0.5,,,,,0.5,,0.5,,,,,,,,,0.75,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,True,,,
