EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,1124.0,19,7.0,33,35,10,15,6,68,5.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,10,1.0,2.0,16,45,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5,3.0,1.0,1.0,1.0,4.0,10,1.0,0.14285714285714285,0.14285714285714285,0.7,0.3333333333333333,1.0,0.6363636363636364,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.09090909090909091,30.232558139534884,1.0,0.2222222222222222,0.08333333333333333,0.14285714285714285,0.07142857142857142,0.25,0.2,0.5,0.5454545454545454,0.8333333333333334,0.8333333333333334,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.3333333333333333,1.0,1.0,0.6363636363636364,0.5262545454545454,0.4353666666666666,0.5405,0.09090909090909091,0.1,0.125,0.25,6.0200000000000005,25.6,0.30303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,27524.0,459,,887,892,252,269,116,1779,21.0,59.0,13.0,6.0,13.0,48.0,37.0,89.0,26.0,82.0,196,26.0,76.0,264,1006,13.0,29.0,33.0,23.0,45.0,40.0,98.0,70.0,94.0,25.0,29.0,35.0,14.0,76.0,14.0,59.0,94.0,21.0,115,12.0,11.0,12.0,7.0,25.0,6.0,17.0,32,93.0,8.0,35.0,12.0,98.0,252,5.0,0.4268292682926829,0.44871794871794873,0.41836734693877553,0.4482758620689655,0.5111111111111111,0.42342342342342343,0.41935483870967744,0.5272727272727272,0.4961832061068702,0.4714285714285714,0.6381578947368421,0.11711711711711711,28.0,0.48,0.1861198738170347,0.043076923076923075,0.18439716312056736,0.04728132387706856,0.007936507936507936,0.17266187050359713,0.2459016393442623,0.26576576576576577,0.3559322033898305,0.4772727272727273,0.21621621621621623,0.4009009009009009,0.4157303370786517,0.42528735632183906,0.5945945945945946,0.11711711711711711,0.41935483870967744,0.23636363636363636,0.46153846153846156,0.38288288288288286,0.4423680995475114,0.45217826086956514,0.42290000000000005,0.144,0.15695067264573992,0.125,0.3712121212121212,10.017346938775509,26.842307692307692,0.28410372040586246,5.0,24.0,8.0,2.0,4.0,10.0,8.0,2.0,7.0,4.0,10.0,9.0,15.0,8.0,1.0,8.0,20.0,6.0,5.0,1.0,4.0,11.0,6.0,1.0,19.0,16.0,2.0,1.0,4.0,13.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,1.0,15.0,12.0,1.0,2.0,15.0,11.0,1.0,1.0,0.375,0.3076923076923077,0.4,0.32,0.10204081632653061,0.2542372881355932,0.0625,0.02247191011235955,0.5161290322580645,0.02857142857142857,0.1792452830188679,0.061224489795918366,0.09375,0.05185185185185185,0.06666666666666667,0.043478260869565216,0.17094017094017094,0.19230769230769232,0.14285714285714285,0.01834862385321101,0.7333333333333333,0.2857142857142857,0.5,0.5333333333333333,0.2916666666666667,0.3076923076923077,0.3076923076923077,0.375,0.38461538461538464,0.2,0.06451612903225806,0.18181818181818182,0.4,0.32,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,30017.0,500,1.0,962,966,281,294,134,1928,15.0,30.0,2.0,2.0,8.0,26.0,22.0,49.0,42.0,54.0,105,55.0,38.0,227,1100,2.0,4.0,20.0,7.0,23.0,11.0,55.0,14.0,94.0,42.0,48.0,60.0,16.0,132.0,6.0,29.0,45.0,9.0,54,17.0,12.0,19.0,13.0,30.0,10.0,9.0,28,43.0,4.0,18.0,4.0,55.0,281,3.0,0.12962962962962962,0.1320754716981132,0.5142857142857142,0.5,0.30434782608695654,0.590625,0.7272727272727273,0.5238095238095238,0.6292134831460674,0.7692307692307693,0.5638297872340425,0.34375,18.432769367764916,0.6333333333333333,0.08529411764705883,0.01675977653631285,0.0967032967032967,0.01948051948051948,0.021739130434782608,0.061224489795918366,0.04285714285714286,0.1875,0.5,0.6521739130434783,0.1625,0.30625,0.4489795918367347,0.4583333333333333,0.3181818181818182,0.2625,0.18181818181818182,0.19047619047619047,0.25,0.53125,0.46241625,0.51745625,0.4441619047619048,0.10344827586206896,0.15126050420168066,0.0881057268722467,0.2422907488986784,10.31238095238095,24.881818181818186,0.2920997920997921,2.0,17.0,23.0,6.0,9.0,13.0,27.0,7.0,4.0,10.0,19.0,48.0,33.0,2.0,,23.0,10.0,12.0,7.0,5.0,5.0,27.0,3.0,,15.0,1.0,5.0,5.0,8.0,11.0,1.0,6.0,,2.0,1.0,,3.0,,7.0,7.0,,,7.0,2.0,,,0.5925925925925926,0.4909090909090909,0.5263157894736842,0.4909090909090909,0.09523809523809523,0.23333333333333334,0.07692307692307693,0.02040816326530612,0.03125,,0.13043478260869565,0.028846153846153848,0.014084507042253521,0.013422818791946308,,0.125,0.13821138211382114,0.13095238095238096,0.12903225806451613,0.07246376811594203,0.2857142857142857,,0.6538461538461539,0.7083333333333334,,0.5476190476190477,0.5476190476190477,0.5652173913043478,1.0,,0.5454545454545454,0.30952380952380953,0.6923076923076923,0.5476190476190477,,4.0,13.0,1.0,1.0,6.0,4.0,4.0,1.0,0.5714285714285714,0.08125,0.3076923076923077,0.3076923076923077,0.75,0.09090909090909091,0.6666666666666666,0.25,0.14285714285714285,0.16666666666666666,,,,,,,True
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,21804.0,363,28.0,702,702,172,174,96,1404,35.0,56.0,10.0,12.0,20.0,27.0,12.0,28.0,13.0,64.0,111,16.0,35.0,175,796,7.0,14.0,20.0,18.0,32.0,14.0,53.0,48.0,80.0,13.0,15.0,20.0,2.0,45.0,19.0,33.0,52.0,23.0,75,10.0,9.0,10.0,6.0,21.0,3.0,21.0,48,45.0,7.0,22.0,4.0,53.0,172,3.0,0.375,0.4,0.5765765765765766,0.5,0.5625,0.5511811023622047,0.4666666666666667,0.527027027027027,0.5993150684931506,0.5263157894736842,0.5888888888888889,0.12598425196850394,20.56650246305419,0.47619047619047616,0.13147410358565736,0.07630522088353414,0.14836795252225518,0.06918238993710692,0.13043478260869565,0.09433962264150944,0.22033898305084745,0.4409448818897638,0.625,0.6730769230769231,0.2125984251968504,0.2204724409448819,0.42857142857142855,0.42857142857142855,0.4166666666666667,0.10236220472440945,0.6666666666666666,0.5405405405405406,0.6,0.5669291338582677,0.5037456692913386,0.5360807692307692,0.5088364864864864,0.15492957746478872,0.1746031746031746,0.11428571428571428,0.3028571428571429,6.687387387387388,24.84375,0.245014245014245,4.0,17.0,3.0,1.0,1.0,5.0,4.0,1.0,6.0,1.0,5.0,12.0,,8.0,,3.0,8.0,5.0,4.0,1.0,4.0,9.0,3.0,1.0,17.0,2.0,6.0,1.0,1.0,11.0,,4.0,3.0,2.0,2.0,5.0,,,6.0,2.0,1.0,3.0,7.0,4.0,,,1.0,0.25,0.2,0.25,0.07207207207207207,0.07142857142857142,0.14814814814814814,,0.1,0.045454545454545456,0.19767441860465115,0.043478260869565216,0.07407407407407407,0.02912621359223301,0.05454545454545454,,0.11627906976744186,0.15625,0.3181818181818182,0.12,0.5714285714285714,0.45714285714285713,0.6296296296296297,0.7391304347826086,0.17647058823529413,0.23076923076923078,0.23076923076923078,1.0,0.4,0.25,0.06666666666666667,0.13513513513513514,0.2,0.23076923076923078,,1.0,3.0,,,,,,,,0.023622047244094488,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,1.0,1.0,,,,True
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,17605.0,293,2.0,566,565,227,229,80,1131,14.0,36.0,6.0,6.0,20.0,19.0,14.0,36.0,15.0,36.0,91,26.0,42.0,141,668,1.0,11.0,9.0,11.0,31.0,25.0,56.0,24.0,48.0,14.0,9.0,20.0,5.0,51.0,8.0,15.0,26.0,15.0,41,7.0,5.0,7.0,7.0,13.0,7.0,5.0,18,49.0,2.0,15.0,9.0,56.0,227,4.0,0.3333333333333333,0.34285714285714286,0.3956043956043956,0.09090909090909091,0.3548387096774194,0.4230769230769231,0.25,0.3780487804878049,0.5035714285714286,0.2647058823529412,0.5,0.2222222222222222,22.938530734632685,0.5384615384615384,0.08064516129032258,0.037209302325581395,0.0984251968503937,0.045454545454545456,0.06976744186046512,0.08235294117647059,0.027777777777777776,0.3076923076923077,0.3888888888888889,0.5,0.1623931623931624,0.3076923076923077,0.3888888888888889,0.4,0.42857142857142855,0.1282051282051282,0.375,0.4878048780487805,0.3,0.5299145299145299,0.4739409482758621,0.4421863636363636,0.48831499999999994,0.12213740458015267,0.14423076923076922,0.06382978723404255,0.3971631205673759,9.252747252747254,25.21153846153846,0.4010600706713781,1.0,8.0,4.0,4.0,2.0,7.0,9.0,5.0,1.0,3.0,10.0,24.0,3.0,2.0,1.0,4.0,9.0,11.0,6.0,5.0,1.0,3.0,5.0,2.0,10.0,1.0,1.0,2.0,2.0,6.0,2.0,,,,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,,0.8888888888888888,0.34615384615384615,0.3,0.36,0.0989010989010989,0.2222222222222222,,0.027777777777777776,0.045454545454545456,0.09090909090909091,0.14705882352941177,0.07042253521126761,,0.023529411764705882,0.07692307692307693,0.05263157894736842,0.1076923076923077,0.17391304347826086,0.09090909090909091,0.016129032258064516,,0.2857142857142857,0.42105263157894735,0.42105263157894735,0.25,0.26666666666666666,0.26666666666666666,1.0,0.16666666666666666,,0.25,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.037037037037037035,5.0,11.0,1.0,1.0,3.0,2.0,2.0,,0.4,0.09401709401709402,0.45454545454545453,0.45454545454545453,0.8,0.0625,0.5,1.0,0.07317073170731707,0.3333333333333333,,,,,,,True
714,1610612742,Michael Finley,Michael Finley,714,DAL,24147.0,402,5.0,778,780,226,243,101,1558,3.0,10.0,3.0,1.0,1.0,12.0,27.0,55.0,33.0,34.0,77,47.0,14.0,133,861,3.0,8.0,19.0,7.0,11.0,9.0,35.0,40.0,28.0,32.0,15.0,21.0,7.0,48.0,6.0,25.0,35.0,11.0,46,12.0,9.0,6.0,4.0,11.0,1.0,18.0,27,16.0,,4.0,4.0,35.0,226,4.0,0.5882352941176471,0.5882352941176471,0.44155844155844154,0.375,0.6363636363636364,0.4798387096774194,0.4166666666666667,0.5909090909090909,0.5037878787878788,0.475,0.6481481481481481,0.3790322580645161,15.924276169265033,0.5454545454545454,0.09057971014492754,0.02142857142857143,0.08967391304347826,0.029891304347826088,0.0297029702970297,0.0603448275862069,0.12280701754385964,0.08064516129032258,0.3,0.3333333333333333,0.0967741935483871,0.4435483870967742,0.4909090909090909,0.4909090909090909,0.5555555555555556,0.2661290322580645,0.16666666666666666,0.045454545454545456,1.0,0.4596774193548387,0.4688760162601625,0.4871781249999999,0.46432142857142855,0.03125,0.04938271604938271,0.14285714285714285,0.2631578947368421,14.9987012987013,24.995744680851065,0.29048843187660667,,4.0,10.0,8.0,3.0,7.0,17.0,10.0,4.0,4.0,11.0,48.0,3.0,,1.0,10.0,2.0,6.0,4.0,2.0,1.0,7.0,5.0,,8.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,0.9411764705882353,0.3617021276595745,0.36363636363636365,0.3695652173913043,0.025974025974025976,0.1,0.08333333333333333,,0.08333333333333333,,0.08695652173913043,0.056818181818181816,,0.024390243902439025,0.058823529411764705,0.05,0.10679611650485436,0.029411764705882353,0.25,0.028985507246376812,,1.0,0.3333333333333333,0.36363636363636365,0.5,0.30303030303030304,0.30303030303030304,0.9,,,0.4444444444444444,0.3181818181818182,0.42857142857142855,0.3125,,7.0,14.0,2.0,1.0,4.0,2.0,3.0,,0.3,0.11290322580645161,0.5,0.5,1.0,0.1111111111111111,0.25,1.0,0.18181818181818182,0.25,,,,1.0,0.5,1.0,True
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,826.0,14,-13.0,26,28,1,11,4,54,,1.0,1.0,,,,1.0,1.0,,1.0,2,,,2,43,,1.0,,,,,,2.0,,,,,,,1.0,,1.0,1.0,2,,,,,,,2.0,3,,,,,,1,,1.0,1.0,0.5,,,0.5,,,0.5,,,,6.451612903225807,,,0.125,,0.09090909090909091,0.2,,,0.5,,,,0.5,1.0,1.0,1.0,,1.0,,,0.5,0.4396,0.5585,,,,,,8.3,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,16415.0,274,-1.0,517,516,89,74,76,1033,33.0,53.0,27.0,3.0,4.0,7.0,1.0,1.0,1.0,37.0,61,1.0,11.0,85,577,16.0,27.0,36.0,4.0,5.0,1.0,9.0,40.0,34.0,,3.0,7.0,2.0,18.0,40.0,29.0,40.0,47.0,87,6.0,5.0,3.0,3.0,10.0,2.0,28.0,48,28.0,,13.0,1.0,9.0,89,1.0,0.5405405405405406,0.9090909090909091,0.6065573770491803,0.5925925925925926,0.8,0.5967741935483871,0.5925925925925926,0.6666666666666666,0.5592105263157895,0.5806451612903226,0.5625,0.016129032258064516,14.029363784665579,0.3,0.145,0.19047619047619047,0.1423076923076923,0.18076923076923077,0.23076923076923078,0.16483516483516483,0.10526315789473684,0.8548387096774194,0.6226415094339622,0.673469387755102,0.11290322580645161,0.016129032258064516,1.0,1.0,1.0,0.016129032258064516,1.0,0.6666666666666666,0.75,0.8709677419354839,0.5414622950819673,0.565788,0.5377400000000001,0.17333333333333334,0.17567567567567569,0.4235294117647059,0.10588235294117647,1.0163934426229508,50.0,0.172147001934236,16.0,3.0,,,,1.0,,,4.0,,1.0,,,30.0,1.0,,4.0,4.0,4.0,,,1.0,7.0,,8.0,3.0,5.0,1.0,1.0,7.0,2.0,,,2.0,1.0,3.0,,,17.0,14.0,,3.0,17.0,10.0,1.0,,,,,,0.06557377049180328,0.07547169811320754,,,0.25,,0.13333333333333333,0.14,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.14084507042253522,0.125,0.16666666666666666,0.25,0.5882352941176471,0.5454545454545454,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,0.5925925925925926,0.0625,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,5801.0,97,-26.0,186,189,81,66,30,375,8.0,16.0,4.0,6.0,8.0,6.0,2.0,8.0,1.0,12.0,30,1.0,11.0,35,223,2.0,5.0,7.0,7.0,11.0,4.0,18.0,6.0,18.0,1.0,5.0,7.0,4.0,16.0,7.0,11.0,12.0,8.0,20,4.0,2.0,7.0,4.0,8.0,5.0,4.0,9,17.0,3.0,7.0,3.0,18.0,81,2.0,0.25,0.2727272727272727,0.4,0.4,0.6363636363636364,0.3870967741935484,0.4,0.6363636363636364,0.4605263157894737,0.5,0.6923076923076923,0.03225806451612903,20.909090909090907,0.875,0.15714285714285714,0.0945945945945946,0.12631578947368421,0.0851063829787234,0.03225806451612903,0.034482758620689655,0.26666666666666666,0.5161290322580645,0.5,0.5714285714285714,0.1935483870967742,0.25806451612903225,0.25,0.25,0.5,0.03225806451612903,0.8,0.7272727272727273,0.75,0.5483870967741935,0.5046806451612904,0.5479999999999999,0.5535090909090908,0.2,0.20588235294117646,0.2,0.5142857142857142,6.430000000000001,24.9,0.43548387096774194,2.0,2.0,,,,,,,3.0,,,,,2.0,,,4.0,2.0,2.0,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,3.0,1.0,,,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,0.13333333333333333,0.125,0.3333333333333333,,,,0.04,0.05,0.21428571428571427,0.10344827586206896,0.0625,,0.23076923076923078,0.05555555555555555,,0.06666666666666667,0.5,0.25,0.3333333333333333,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,834.0,14,20.0,28,28,19,15,5,56,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,3.0,3,1.0,,6,24,,,,2.0,2.0,,4.0,,6.0,1.0,1.0,2.0,1.0,5.0,,1.0,1.0,1.0,2,1.0,1.0,,,,,,3,,,,,4.0,19,1.0,,,1.0,,1.0,0.75,,0.6666666666666666,0.75,,0.6666666666666666,0.25,12.121212121212121,,0.1,,0.07692307692307693,0.08333333333333333,,,0.5,0.5,1.0,1.0,,0.25,1.0,1.0,,0.25,,0.3333333333333333,1.0,0.75,0.4749875,,0.4265833333333333,,,,0.6666666666666666,5.833333333333333,25.2,0.6785714285714286,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,0.25,,,0.25,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
