EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
1496,1610612742,Keith Van Horn,Keith Van Horn,1496,DAL,1132.0,19,-4.0,35,35,11,16,3,70,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4,5,3.0,4.0,12,49,1.0,1.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,11,1.0,0.25,0.25,0.8,0.5,0.6,0.5,0.375,28.205128205128204,1.0,0.3,0.14285714285714285,0.25,0.1,0.3333333333333333,0.3333333333333333,0.5,0.2,0.375,1.0,1.0,0.125,0.125,1.0,1.0,1.0,0.375,1.0,0.75,0.55705625,0.3833,0.5595,0.2,0.2857142857142857,0.16666666666666666,5.7,25.400000000000002,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,33196.0,553,-28.0,1072,1073,314,347,144,2145,24.0,65.0,56.0,42.0,105.0,30.0,12.0,93,226,30.0,92.0,308,1226,34.0,12.0,48.0,113.0,80.0,106.0,29.0,17.0,68.0,106.0,25.0,131.0,18.0,15.0,17.0,10.0,33.0,8.0,25.0,42.0,111.0,45.0,113.0,314,5.0,0.43010752688172044,0.449438202247191,0.41150442477876104,0.421875,0.5016501650165016,0.6086956521739131,0.1171875,27.053140096618357,0.5151515151515151,0.1863013698630137,0.043256997455470736,0.1816326530612245,0.046966731898238745,0.013513513513513514,0.17834394904458598,0.25,0.16176470588235295,0.25390625,0.36923076923076925,0.48,0.21875,0.41015625,0.4,0.4077669902912621,0.5714285714285714,0.1171875,0.17647058823529413,0.37109375,0.44173823529411765,0.450037037037037,0.43095447761194033,0.15862068965517243,0.17374517374517376,0.36688311688311687,10.189823008849556,26.60666666666667,0.292910447761194,5.0,14.0,7.0,16.0,27.0,10.0,2.0,5.0,10.0,14.0,2.0,11.0,39.0,25.0,56.0,5.0,15.0,15.0,8.0,1.0,10.0,20.0,33.0,10.0,43.0,8.0,2.0,17.0,5.0,11.0,96.0,7.0,1.0,21.0,17.0,2.0,3.0,6.0,16.0,3.0,7.0,1.0,2.0,3.0,4.0,12.0,4.0,1.0,13.0,20.0,1.0,1.0,17.0,1.0,2.0,21.0,15.0,1.0,1.0,0.5,0.3333333333333333,0.4166666666666667,0.3448275862068966,0.4117647058823529,0.44642857142857145,0.3888888888888889,0.47794117647058826,0.4642857142857143,0.08849557522123894,0.23076923076923078,0.05357142857142857,0.01904761904761905,0.4722222222222222,0.022222222222222223,0.168,0.059322033898305086,0.07407407407407407,0.054878048780487805,0.06741573033707865,0.034482758620689655,0.17204301075268819,0.15625,0.015384615384615385,0.7142857142857143,0.3333333333333333,0.48214285714285715,0.5094339622641509,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.5,0.3888888888888889,0.35714285714285715,0.2,0.05555555555555555,0.23529411764705882,0.4375,0.4166666666666667,0.3448275862068966,0.03225806451612903,0.1266233766233766,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,27524.0,459,,887,892,252,269,116,1779,15.0,29.0,23.0,19.0,42.0,39.0,13.0,49,94,51.0,29.0,202,1006,4.0,19.0,7.0,51.0,14.0,84.0,39.0,6.0,28.0,43.0,8.0,51.0,17.0,12.0,17.0,11.0,27.0,8.0,7.0,23.0,34.0,16.0,51.0,252,3.0,0.14285714285714285,0.14583333333333334,0.5212765957446809,0.596551724137931,0.63125,0.5795454545454546,0.35172413793103446,18.146341463414632,0.6296296296296297,0.08832807570977919,0.018461538461538463,0.09929078014184398,0.018912529550827423,0.023809523809523808,0.06474820143884892,0.03278688524590164,0.1452991452991453,0.2,0.5172413793103449,0.6521739130434783,0.15862068965517243,0.2896551724137931,0.4523809523809524,0.4523809523809524,0.3684210526315789,0.2689655172413793,0.325,0.5517241379310345,0.4673824137931034,0.51745625,0.44549500000000003,0.10191082802547771,0.1509433962264151,0.2524752475247525,9.95531914893617,24.874509803921573,0.28410372040586246,2.0,2.0,2.0,7.0,15.0,22.0,5.0,9.0,25.0,2.0,6.0,2.0,15.0,7.0,21.0,10.0,45.0,30.0,2.0,,22.0,7.0,45.0,12.0,57.0,7.0,5.0,14.0,5.0,26.0,126.0,2.0,,14.0,1.0,5.0,5.0,7.0,10.0,1.0,6.0,,1.0,1.0,,4.0,,,3.0,7.0,,,7.0,,,7.0,2.0,,,0.6,0.49019607843137253,0.5263157894736842,0.49019607843137253,0.5,0.3333333333333333,0.65,0.55,0.6818181818181818,0.07446808510638298,0.20689655172413793,0.043478260869565216,,0.03225806451612903,,0.1320754716981132,0.02040816326530612,0.015625,0.014814814814814815,,0.08695652173913043,0.1282051282051282,0.14285714285714285,0.078125,0.2857142857142857,,0.6521739130434783,0.6818181818181818,,0.5641025641025641,0.5641025641025641,0.5909090909090909,0.2,1.0,,0.5,0.175,0.2857142857142857,0.6923076923076923,0.5641025641025641,,0.07425742574257425,3.0,12.0,1.0,1.0,6.0,3.0,3.0,1.0,0.5,0.08275862068965517,0.25,0.25,0.6666666666666666,0.1,0.6,0.3333333333333333,0.15,0.16666666666666666,,,,,True
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,22922.0,382,17.0,743,738,175,191,101,1481,37.0,63.0,27.0,13.0,31.0,11.0,4.0,66,121,14.0,34.0,175,829,19.0,4.0,11.0,48.0,50.0,82.0,11.0,24.0,33.0,51.0,30.0,81.0,11.0,10.0,12.0,8.0,27.0,5.0,26.0,55.0,47.0,24.0,48.0,175,3.0,0.3787878787878788,0.4166666666666667,0.5454545454545454,0.5222222222222223,0.5681818181818182,0.5714285714285714,0.1037037037037037,21.14485981308411,0.4444444444444444,0.12643678160919541,0.0916030534351145,0.14040114613180515,0.08529411764705883,0.14893617021276595,0.07476635514018691,0.23333333333333334,0.11702127659574468,0.4666666666666667,0.5873015873015873,0.6607142857142857,0.2,0.22962962962962963,0.41935483870967744,0.41935483870967744,0.46153846153846156,0.08148148148148149,0.1111111111111111,0.5703703703703704,0.5015988888888888,0.5250911764705881,0.5072805555555555,0.15894039735099338,0.17518248175182483,0.2742857142857143,6.684297520661157,24.72857142857143,0.23553162853297444,7.0,14.0,12.0,21.0,16.0,2.0,1.0,1.0,3.0,10.0,1.0,5.0,25.0,17.0,32.0,1.0,9.0,,12.0,,2.0,10.0,18.0,6.0,24.0,5.0,1.0,4.0,4.0,10.0,54.0,5.0,1.0,16.0,2.0,9.0,1.0,2.0,15.0,1.0,4.0,3.0,2.0,2.0,7.0,8.0,,,3.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,,,1.0,0.21428571428571427,0.25,0.21428571428571427,0.5263157894736842,0.53125,0.5,0.5138888888888888,0.5208333333333334,0.08264462809917356,0.1111111111111111,0.1111111111111111,,0.09090909090909091,0.038461538461538464,0.18181818181818182,0.0641025641025641,0.08333333333333333,0.046296296296296294,0.06451612903225806,0.0625,0.17391304347826086,0.21052631578947367,0.16363636363636364,0.6666666666666666,0.40540540540540543,0.5925925925925926,0.6666666666666666,0.25,0.18181818181818182,0.18181818181818182,1.0,0.7,0.5,0.14285714285714285,0.05,0.5833333333333334,0.5714285714285714,0.25,0.18181818181818182,,0.14285714285714285,1.0,3.0,,,,,,,,0.022222222222222223,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,True
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,20861.0,348,-14.0,675,671,264,275,91,1346,17.0,41.0,26.0,17.0,42.0,21.0,9.0,44,109,39.0,47.0,183,786,12.0,13.0,24.0,65.0,30.0,58.0,20.0,11.0,18.0,31.0,19.0,50.0,6.0,5.0,8.0,7.0,15.0,9.0,7.0,19.0,55.0,19.0,65.0,264,3.0,0.3409090909090909,0.3488372093023256,0.4036697247706422,0.4594594594594595,0.5258620689655172,0.5158730158730159,0.2635135135135135,24.015247776365946,0.5333333333333333,0.08294930875576037,0.04435483870967742,0.10135135135135136,0.04790419161676647,0.07446808510638298,0.09574468085106383,0.023255813953488372,0.1,0.27702702702702703,0.4146341463414634,0.5,0.17567567567567569,0.28378378378378377,0.40476190476190477,0.40476190476190477,0.47058823529411764,0.14189189189189189,0.1836734693877551,0.5405405405405406,0.4713476190476191,0.4777607142857142,0.464540625,0.11585365853658537,0.152,0.3551912568306011,9.364220183486239,25.04358974358974,0.39111111111111113,2.0,8.0,6.0,20.0,10.0,7.0,5.0,3.0,16.0,2.0,7.0,3.0,19.0,13.0,36.0,5.0,45.0,3.0,2.0,1.0,7.0,8.0,12.0,12.0,24.0,8.0,4.0,6.0,3.0,3.0,60.0,5.0,3.0,12.0,1.0,1.0,1.0,,7.0,3.0,1.0,1.0,,3.0,3.0,3.0,,,10.0,1.0,,,1.0,,,1.0,,,,0.9375,0.41025641025641024,0.38461538461538464,0.42105263157894735,0.16666666666666666,0.3611111111111111,0.42105263157894735,0.41836734693877553,0.4523809523809524,0.07339449541284404,0.17073170731707318,0.038461538461538464,,0.038461538461538464,0.0967741935483871,0.1518987341772152,0.05813953488372093,0.018518518518518517,0.03,0.06451612903225806,0.041666666666666664,0.18181818181818182,0.08333333333333333,0.01282051282051282,,0.29411764705882354,0.38461538461538464,0.4,0.2,0.3333333333333333,0.3333333333333333,1.0,0.42105263157894735,0.25,,0.2631578947368421,0.40816326530612246,0.3,0.3333333333333333,0.35,,0.10382513661202186,9.0,18.0,2.0,2.0,4.0,3.0,4.0,,0.5714285714285714,0.12162162162162163,0.5,0.5,0.8888888888888888,0.10526315789473684,0.6,1.0,0.08163265306122448,0.5,,1.0,0.5,1.0,True
714,1610612742,Michael Finley,Michael Finley,714,DAL,26800.0,447,-16.0,867,874,260,295,107,1741,5.0,12.0,13.0,29.0,58.0,38.0,10.0,39,83,52.0,14.0,149,976,10.0,14.0,9.0,38.0,42.0,36.0,36.0,6.0,27.0,38.0,10.0,48.0,15.0,12.0,7.0,5.0,11.0,2.0,17.0,27.0,16.0,4.0,38.0,260,5.0,0.5384615384615384,0.5526315789473685,0.46987951807228917,0.5,0.5209790209790209,0.6333333333333333,0.3851851851851852,15.492957746478874,0.6363636363636364,0.09152542372881356,0.019543973941368076,0.09137055837563451,0.024691358024691357,0.02654867256637168,0.06299212598425197,0.08928571428571429,0.125,0.08888888888888889,0.4166666666666667,0.45454545454545453,0.0962962962962963,0.42962962962962964,0.5,0.5,0.5517241379310345,0.2814814814814815,0.4,0.4740740740740741,0.4691541353383458,0.47594999999999993,0.47808043478260875,0.02877697841726619,0.04597701149425287,0.2550335570469799,14.677108433734935,25.534615384615385,0.29988465974625145,1.0,4.0,2.0,2.0,5.0,12.0,7.0,4.0,19.0,5.0,8.0,4.0,23.0,7.0,11.0,5.0,54.0,3.0,2.0,2.0,12.0,2.0,19.0,8.0,27.0,5.0,3.0,8.0,1.0,10.0,62.0,4.0,,9.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,,1.0,,1.0,,,,4.0,,,,,,,,,,1.0,0.9473684210526315,0.36538461538461536,0.35714285714285715,0.38,0.5,0.6363636363636364,0.5277777777777778,0.58,0.575,0.024096385542168676,0.08333333333333333,0.07692307692307693,,0.08,,0.09090909090909091,0.04081632653061224,,0.022556390977443608,0.0410958904109589,0.04,0.04054054054054054,0.24,0.027777777777777776,,0.6,0.38461538461538464,0.4166666666666667,0.4,0.3157894736842105,0.3157894736842105,0.9166666666666666,0.2222222222222222,0.25,,0.3888888888888889,0.08,1.0,0.4,0.3333333333333333,,0.15436241610738255,7.0,14.0,1.0,1.0,4.0,2.0,3.0,,0.375,0.1037037037037037,0.5,0.5,1.0,0.05555555555555555,0.2857142857142857,1.0,0.16,0.25,,1.0,1.0,1.0,True
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,3361.0,56,-18.0,111,109,44,60,16,220,,3.0,2.0,,,4.0,1.0,1,5,5.0,3.0,11,130,,1.0,1.0,3.0,2.0,,4.0,,3.0,7.0,,7.0,3.0,3.0,7.0,3.0,10.0,3.0,3.0,5.0,6.0,2.0,3.0,44,,1.0,1.0,0.2,0.4,0.4230769230769231,0.3,0.5,17.692307692307693,0.7,0.08823529411764706,,0.15555555555555556,,,0.07142857142857142,,0.11764705882352941,0.3,,,0.2,,,,,0.4,0.25,0.8,0.5639649999999999,0.5493,0.5892499999999999,0.16666666666666666,0.2857142857142857,0.2727272727272727,3.84,24.740000000000002,0.3963963963963964,,,,2.0,1.0,2.0,1.0,,2.0,,1.0,,,1.0,3.0,,6.0,,,,2.0,3.0,5.0,4.0,9.0,2.0,2.0,1.0,,4.0,22.0,,,4.0,,,,,3.0,,4.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,0.4,,0.4,,0.3333333333333333,,0.25,,0.6,0.6666666666666666,0.5,,,,0.36363636363636365,,,,,,0.2857142857142857,0.5,,1.0,,0.5,1.0,1.0,0.5,0.5,1.0,,,,1.0,0.5,,,0.5,,,,1.0,,,,,,,,0.1,,,,,,,,,,,,,True
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,7183.0,120,-28.0,236,236,102,79,32,472,12.0,23.0,5.0,4.0,12.0,2.0,,17,40,2.0,16.0,50,273,5.0,,5.0,23.0,16.0,18.0,2.0,7.0,11.0,14.0,9.0,23.0,4.0,3.0,6.0,5.0,7.0,3.0,3.0,13.0,23.0,11.0,23.0,102,4.0,0.47058823529411764,0.47058823529411764,0.425,0.40476190476190477,0.49019607843137253,0.6052631578947368,0.047619047619047616,21.323529411764703,0.8571428571428571,0.1375,0.07777777777777778,0.12389380530973451,0.07758620689655173,0.05714285714285714,0.05128205128205128,0.25,0.20689655172413793,0.5476190476190477,0.5217391304347826,0.631578947368421,0.11904761904761904,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.047619047619047616,,0.5952380952380952,0.5179071428571429,0.507,0.5374,0.22916666666666666,0.2391304347826087,0.46,6.1125,24.9,0.4322033898305085,2.0,4.0,7.0,10.0,1.0,,,,,2.0,,6.0,10.0,9.0,16.0,,,,,,,5.0,4.0,2.0,6.0,2.0,,3.0,,1.0,14.0,2.0,,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,5.0,,,3.0,3.0,,,1.0,2.0,,3.0,1.0,,,,,,,0.4,0.5625,0.4,0.5625,0.625,0.125,0.17391304347826086,0.2,,,,0.09090909090909091,0.07692307692307693,0.11764705882352941,0.07894736842105263,0.10526315789473684,,0.125,,0.05,0.3333333333333333,0.5,0.2,0.25,,,,,0.8,0.5,0.5,,0.625,0.7,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,True
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,15814.0,264,-19.0,502,499,80,71,67,1001,30.0,47.0,7.0,1.0,1.0,,,34,55,,10.0,78,565,22.0,,1.0,7.0,38.0,30.0,,33.0,31.0,42.0,39.0,81.0,6.0,4.0,4.0,3.0,11.0,2.0,29.0,48.0,26.0,12.0,7.0,80,1.0,0.5588235294117647,0.9047619047619048,0.6181818181818182,0.6181818181818182,0.5735294117647058,0.5833333333333334,,13.527397260273974,0.36363636363636365,0.16145833333333334,0.165,0.15789473684210525,0.15789473684210525,0.24285714285714285,0.17045454545454544,0.1388888888888889,0.16176470588235295,0.8545454545454545,0.6382978723404256,0.6818181818181818,0.12727272727272726,0.01818181818181818,1.0,1.0,1.0,,,0.8545454545454545,0.5385090909090908,0.5655619047619047,0.512175,0.1791044776119403,0.1791044776119403,0.08974358974358974,1.1272727272727272,,0.1593625498007968,14.0,22.0,2.0,3.0,3.0,,,,,14.0,,4.0,32.0,3.0,4.0,,,,26.0,,,3.0,3.0,4.0,7.0,4.0,,2.0,,1.0,18.0,6.0,,8.0,3.0,4.0,2.0,1.0,7.0,2.0,1.0,,2.0,1.0,3.0,,,,1.0,17.0,,,14.0,,3.0,17.0,11.0,1.0,,,,,,0.6363636363636364,0.75,0.6363636363636364,0.75,0.6153846153846154,0.05454545454545454,0.06382978723404255,,,0.21428571428571427,,0.14545454545454545,0.1276595744680851,0.13513513513513514,0.11827956989247312,0.14705882352941177,0.07692307692307693,0.13333333333333333,0.2,0.2222222222222222,0.6470588235294118,0.5666666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,1.0,0.6363636363636364,0.07142857142857142,,0.75,0.6666666666666666,,,,0.41025641025641024,,,,,,,,,,,,,,,,,,,,,,,True
353,1610612742,Darrell Armstrong,Darrell Armstrong,353,DAL,2617.0,44,-2.0,85,89,35,45,15,174,2.0,3.0,,2.0,2.0,3.0,2.0,4,5,4.0,,11,98,,2.0,,9.0,2.0,6.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,,,2.0,1.0,3.0,9.0,,,9.0,35,1.0,0.25,0.25,0.8,0.6111111111111112,0.6111111111111112,0.9,0.4444444444444444,10.679611650485437,,0.05263157894736842,0.06666666666666667,0.03333333333333333,0.06818181818181818,,,0.125,,0.3333333333333333,0.6666666666666666,1.0,,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.4,0.7777777777777778,0.5036666666666667,,0.45892,,,0.8181818181818182,7.42,25.099999999999998,0.4117647058823529,,,1.0,1.0,,1.0,,1.0,1.0,,,,,3.0,3.0,1.0,3.0,,,,1.0,1.0,4.0,1.0,5.0,,1.0,3.0,1.0,,11.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,0.25,0.5,0.25,,1.0,,0.9,,0.2,0.3333333333333333,,,,,,0.07142857142857142,,0.14285714285714285,0.1,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,1.0,0.5,0.3333333333333333,,,,1.0,,,,,,1.0,,0.1111111111111111,,,,,,,,,,,,,True
