EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Arc3Assists,OffThreePtRebounds,FTOffRebounds,OffRebounds,LostBallSteals,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,Travels,Turnovers,Defensive 3 Seconds Violations,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LiveBallTurnoverPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,OffAtRimReboundPct,on,SecondChanceCorner3FGA,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Frequency,DefAtRimReboundPct,SecondChanceTurnovers,BlockedAtRim,SecondChanceAtRimPctAssisted,SelfOReb,Blocked3s,BlockedArc3,3SecondViolations,SelfORebPct,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1444,1610612741,Lawrence Funderburke,Lawrence Funderburke,1444,CHI,1685.0,28.0,11.0,57,59,26.0,33,9.0,116,1.0,2.0,1.0,2.0,1.0,3.0,61.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,26.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.545454545454545,0.11764705882352941,0.2,0.13636363636363635,0.2,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.56685,0.3333333333333333,0.3333333333333333,0.9,0.45614035087719296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,907.0,15.0,12.0,33,36,23.0,23,5.0,69,,,,,3.0,9.0,35.0,,,3.0,9.0,,,1.0,2.0,,5.0,,1.0,1.0,1.0,,1.0,,4.0,1.0,9.0,23.0,,,,,1.5,1.125,,1.125,,,10.526315789473685,0.1,,0.07692307692307693,0.14285714285714285,,,,,,1.0,0.48255000000000003,,1.0,,0.696969696969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.48255000000000003,0.3333333333333333,1.0,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,1020.0,17.0,15.0,30,30,11.0,17,7.0,60,1.0,1.0,4.0,6.0,2.0,10.0,23.0,,2.0,,4.0,6.0,,,3.0,,9.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,3.0,,4.0,11.0,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,1.0,,,18.91891891891892,0.2,0.3333333333333333,0.23076923076923078,0.2,,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.39758333333333334,0.2,0.4,11.25,0.36666666666666664,,,,,,,,,,,,,,,,3.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,0.4004,0.2857142857142857,0.2857142857142857,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.058823529411764705,0.3333333333333333,0.2,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,1201.0,20.0,20.0,41,43,20.0,24,6.0,84,3.0,4.0,3.0,5.0,6.0,12.0,40.0,,2.0,2.0,4.0,4.0,,1.0,2.0,,5.0,,4.0,6.0,9.0,1.0,4.0,,6.0,1.0,4.0,20.0,3.0,0.6666666666666666,1.0,0.6,0.6,0.75,0.5,0.5,,,19.148936170212767,0.26666666666666666,,0.2222222222222222,0.2222222222222222,,0.8,0.75,0.75,0.6666666666666666,0.8,0.52248,0.16666666666666666,0.3333333333333333,1.9200000000000004,0.4878048780487805,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,0.5190666666666667,0.2857142857142857,0.2857142857142857,,1.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,3.0,1.0,,0.5,0.3333333333333333,0.5,,0.2,0.1875,,0.3333333333333333,,0.2,,,,,,,,0.5,1.0,0.6666666666666666,0.5,0.5123,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.16666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,1291.0,22.0,18.0,45,45,22.0,23,6.0,90,,,3.0,8.0,3.0,27.0,43.0,,3.0,3.0,11.0,2.0,,1.0,1.0,,2.0,,,,,1.0,4.0,,5.0,1.0,11.0,22.0,3.0,0.3333333333333333,0.3333333333333333,0.375,0.631578947368421,0.6428571428571429,0.75,0.6111111111111112,,,45.09803921568627,,,,,,,,,,0.5789473684210527,0.4156921052631579,0.1111111111111111,0.4074074074074074,15.562500000000002,0.4888888888888889,1.0,2.0,,,5.0,9.0,2.0,4.0,6.0,11.0,2.0,4.0,15.0,9.0,5.0,,,,,,,0.8333333333333334,0.5454545454545454,0.5,0.5454545454545454,0.5714285714285714,0.5789473684210527,0.10526315789473684,0.5,0.5,1.0,0.47368421052631576,0.5555555555555556,0.5555555555555556,0.8,,,0.5714285714285714,0.5,0.5555555555555556,0.34924285714285713,0.05,,26.245454545454546,,,,,,2.0,3.0,6.0,,,1.0,3.0,4.0,,,,,,,,0.3333333333333333,0.75,,,,,,,0.10526315789473684,,,,0.3157894736842105,0.5,0.5,0.3333333333333333,,,,,,,1.0,,,,,2.0,,,,,,,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.08333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,1031.0,17.0,-6.0,37,37,13.0,18,4.0,74,,1.0,1.0,6.0,1.0,3.0,47.0,,,,2.0,,1.0,5.0,6.0,3.0,13.0,,,,,,1.0,,2.0,,2.0,13.0,,,,0.16666666666666666,0.16666666666666666,0.21428571428571427,,0.5,0.16666666666666666,,19.51219512195122,,,,,,0.16666666666666666,,,,0.16666666666666666,0.4152833333333333,,0.6666666666666666,13.283333333333333,0.35135135135135137,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,0.5,,,,,,,,,,,,,,,0.4603,0.14285714285714285,0.14285714285714285,,,,,1.0,1.0,2.0,,3.0,,,1.0,2.0,2.0,,,,,,,,0.5,,,,,,,,0.3333333333333333,0.5,1.0,,0.5,,,,,,0.5,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,565.0,9.0,-6.0,20,20,8.0,7,,40,,,,,,,25.0,,,,,,,,1.0,,3.0,1.0,1.0,2.0,2.0,,,,,,,8.0,,,,,,,,,,,,0.16666666666666666,0.5,0.25,0.2,1.0,,,,,,,,,,0.4,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2876,1610612741,Jared Reiner,Jared Reiner,2876,CHI,25.0,,,1,1,1.0,1,,2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,100.0,,,,,,,,,,,0.3219,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3219,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,322.0,5.0,-7.0,10,13,4.0,9,3.0,23,,1.0,3.0,5.0,,6.0,16.0,,,,6.0,4.0,,,,,,,,,1.0,2.0,2.0,,,,6.0,4.0,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,,0.75,,,46.15384615384615,,,,,,0.16666666666666666,,,,0.3333333333333333,0.45715,,1.0,15.7,0.4,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.75,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,0.43975000000000003,,,23.9,,,,1.0,,,3.0,4.0,,,3.0,4.0,2.0,,,,1.0,,,,0.75,,,,0.125,,,,,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,,,0.25,,,,,1.0,,,,,,,0.14285714285714285,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
970,1610612741,Othella Harrington,Othella Harrington,970,CHI,60.0,1.0,1.0,2,2,2.0,2,1.0,4,1.0,1.0,1.0,1.0,,2.0,3.0,,2.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,33.333333333333336,,,,,,1.0,1.0,1.0,,1.0,0.5096,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5096,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5096,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,
