EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,Travels,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,FTOffRebounds,FTDefRebounds,SelfOReb,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,AtRimPctAssisted,SecondChanceAtRimPctAssisted,Corner3Assists,SecondChanceTurnovers,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,2937.0,49,-30.0,95,94,33.0,45,13.0,189,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,105,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,10.0,1.0,1.0,33.0,4.0,1.0,0.2,0.2,0.25,0.2777777777777778,0.2777777777777778,0.5555555555555556,10.81081081081081,0.3333333333333333,0.15384615384615385,0.23076923076923078,0.1794871794871795,0.125,0.13333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5,0.5,0.4444444444444444,0.1111111111111111,1.0,1.0,1.0,1.0,0.25,0.5,0.7777777777777778,1.0,0.5087777777777778,0.62595,0.4890875,4.0,23.860000000000003,0.3473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,9133.0,152,-49.0,286,280,101.0,127,44.0,566,11.0,5.0,12.0,20.0,1.0,1.0,,,6.0,27.0,61.0,,7.0,71.0,325,1.0,22.0,3.0,48.0,,6.0,,2.0,1.0,3.0,5.0,4.0,2.0,2.0,6.0,3.0,3.0,1.0,9.0,3.0,13.0,1.0,,101.0,1.0,,,,0.4426229508196721,0.39705882352941174,0.461038961038961,0.10294117647058823,25.74850299401198,0.6666666666666666,0.010869565217391304,0.05128205128205128,0.022900763358778626,,,0.05,0.07692307692307693,,0.16176470588235295,0.29411764705882354,0.6,0.6,0.014705882352941176,0.08823529411764706,,,,0.2,0.2,,0.2647058823529412,,0.42985073529411766,0.43642000000000003,0.4200319999999999,11.342622950819672,24.200000000000006,0.3531468531468531,5.0,1.0,1.0,2.0,10.0,30.0,3.0,17.0,2.0,4.0,2.0,6.0,9.0,10.0,28.0,6.0,2.0,1.0,17.0,2.0,19.0,2.0,6.0,4.0,7.0,40.0,1.0,1.0,2.0,3.0,1.0,3.0,19.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,28.0,0.1111111111111111,0.11538461538461539,0.5,0.4090909090909091,0.4,0.36,0.5,0.45161290322580644,0.01639344262295082,0.03333333333333333,0.008130081300813009,0.043478260869565216,0.0136986301369863,0.020833333333333332,0.1111111111111111,1.0,0.45454545454545453,0.45454545454545453,0.08333333333333333,0.4411764705882353,0.3333333333333333,0.3448275862068966,0.2,0.2,1.0,0.4,0.12,0.0945945945945946,0.1044776119402985,0.08450704225352113,0.39436619718309857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,5586.0,93,-17.0,171,170,41.0,62,31.0,341,8.0,1.0,5.0,11.0,,,,2.0,3.0,13.0,28.0,2.0,3.0,39.0,196,1.0,4.0,2.0,22.0,3.0,1.0,1.0,2.0,5.0,9.0,17.0,4.0,4.0,,1.0,1.0,4.0,,5.0,6.0,14.0,,3.0,41.0,5.0,0.5,0.6666666666666666,0.5,0.4642857142857143,0.5161290322580645,0.5571428571428572,0.0967741935483871,19.512195121951223,0.2,0.09803921568627451,0.08695652173913043,0.0945945945945946,,0.09090909090909091,0.21428571428571427,0.06666666666666667,0.125,0.25806451612903225,0.3548387096774194,0.45454545454545453,0.5555555555555556,,0.0967741935483871,0.6666666666666666,0.6666666666666666,0.5,,0.16666666666666666,,0.3548387096774194,1.0,0.44858499999999996,0.44972500000000004,0.45526999999999995,9.235714285714284,29.76666666666667,0.23976608187134502,4.0,,1.0,1.0,4.0,9.0,2.0,7.0,,4.0,,3.0,2.0,,7.0,4.0,,4.0,8.0,,8.0,,4.0,1.0,3.0,16.0,2.0,5.0,8.0,,1.0,,10.0,2.0,6.0,,1.0,,1.0,,7.0,0.15384615384615385,0.15384615384615385,,0.5,0.3,0.5833333333333334,0.3,0.5833333333333334,0.14285714285714285,0.1111111111111111,0.06172839506172839,0.2857142857142857,0.07954545454545454,0.0967741935483871,,,0.5,0.5714285714285714,0.2,0.2903225806451613,0.4444444444444444,0.5,0.25,0.2,,1.0,0.3333333333333333,0.17142857142857143,0.1875,0.07692307692307693,0.1794871794871795,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.125,0.18181818181818182,0.2857142857142857,0.1,0.038461538461538464,0.041666666666666664,0.4,0.09090909090909091,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,5147.0,86,-13.0,159,155,42.0,58,23.0,314,12.0,2.0,3.0,11.0,,,,,1.0,12.0,31.0,,1.0,26.0,173,,5.0,,10.0,,1.0,,3.0,9.0,13.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,,3.0,5.0,10.0,2.0,1.0,42.0,2.0,,,,0.3870967741935484,0.375,0.38235294117647056,0.03125,20.218579234972676,0.6666666666666666,0.17647058823529413,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.25,0.1111111111111111,0.2,,0.375,0.34375,0.2727272727272727,0.3333333333333333,,0.03125,,,,,0.4,,0.40625,,0.4575765625,0.6344666666666666,0.46264000000000005,7.396774193548387,27.7,0.2641509433962264,7.0,2.0,3.0,,2.0,8.0,,2.0,2.0,3.0,1.0,5.0,1.0,,2.0,14.0,2.0,4.0,2.0,,2.0,,,1.0,1.0,4.0,,3.0,3.0,1.0,,1.0,5.0,1.0,3.0,,3.0,,3.0,,2.0,0.5833333333333334,0.6363636363636364,0.6666666666666666,0.2,0.6666666666666666,0.2,0.625,0.2,0.12903225806451613,,0.04411764705882353,,0.0379746835443038,,,,0.5833333333333334,0.7,0.6666666666666666,0.25,0.25,0.25,1.0,1.0,0.6666666666666666,,,0.08823529411764706,0.09090909090909091,0.19230769230769232,0.07692307692307693,,,,,,,,,,1.0,1.0,3.0,,,,0.16666666666666666,0.18181818181818182,0.2,,0.125,,,0.0625,,,,0.42857142857142855,0.5,,,,,,,,,,,,,,,,,,True,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,721.0,12,-14.0,21,23,2.0,5,1.0,44,1.0,,,,,,,,,,2.0,,,,29,,,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,13.043478260869565,1.0,0.16666666666666666,,0.1111111111111111,0.25,,,,,0.5,,,,,,,,,,,,0.5,,0.44730000000000003,,,9.05,,0.09523809523809523,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.125,,0.1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,6389.0,106,-22.0,195,191,59.0,80,32.0,386,8.0,4.0,2.0,5.0,,,,,,9.0,22.0,,,29.0,221,,9.0,,4.0,,,,7.0,15.0,23.0,27.0,2.0,,2.0,2.0,,6.0,1.0,8.0,9.0,12.0,,1.0,59.0,1.0,,,,0.4090909090909091,0.4090909090909091,0.5,,16.086956521739133,0.25,0.22388059701492538,0.23333333333333334,0.2268041237113402,0.18181818181818182,0.3,0.13333333333333333,0.2631578947368421,0.18181818181818182,0.36363636363636365,0.22727272727272727,0.4,0.5,,,,,,,0.4444444444444444,,0.36363636363636365,,0.45005,0.464225,0.4809222222222222,9.945454545454545,,0.30256410256410254,5.0,1.0,1.0,3.0,2.0,9.0,,11.0,3.0,4.0,3.0,9.0,4.0,2.0,10.0,14.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,,,10.0,1.0,3.0,4.0,2.0,1.0,1.0,17.0,3.0,9.0,1.0,11.0,,11.0,5.0,10.0,0.7777777777777778,0.875,0.75,0.4444444444444444,0.75,0.4444444444444444,0.75,0.5,0.045454545454545456,,0.03488372093023256,0.09090909090909091,0.041237113402061855,0.02857142857142857,,0.45454545454545453,0.625,0.625,1.0,0.4090909090909091,0.2222222222222222,0.2222222222222222,1.0,0.25,1.0,0.75,,0.32142857142857145,0.32142857142857145,0.3103448275862069,0.3448275862068966,,,,,,,,,,1.0,,6.0,,,,,0.2,0.125,,0.038461538461538464,0.04,0.16666666666666666,,,,,0.6,,1.0,1.0,2.0,5.0,2.0,,,,,,,,,,,,,True,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,1775.0,30,-16.0,59,57,29.0,34,9.0,116,5.0,4.0,,,2.0,,2.0,,3.0,4.0,5.0,,5.0,11.0,71,,4.0,5.0,4.0,,3.0,,,1.0,1.0,2.0,,,,,,,,,1.0,3.0,1.0,,29.0,1.0,,,,0.8,0.4,0.5,0.5,15.942028985507248,,0.05,,0.034482758620689655,,,0.2,,,0.5,,,,0.2,0.3,,,,,0.4444444444444444,0.2222222222222222,1.0,,0.572595,0.64895,0.5740611111111111,0.72,24.32,0.4915254237288136,4.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,1.0,7.0,3.0,3.0,9.0,4.0,2.0,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,,1.0,,9.0,0.5,0.6666666666666666,1.0,0.75,1.0,0.3333333333333333,1.1666666666666667,0.45,,,0.045454545454545456,,0.03333333333333333,0.1111111111111111,,,0.8,0.8,,,,,,1.0,1.0,0.75,0.3333333333333333,0.1,0.2,0.6363636363636364,0.8181818181818182,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,0.6666666666666666,,,,,,1.0,0.2,0.3333333333333333,,,,,,,,,,True,,,
2403,1610612743,Nene,Nene,2403,DEN,4858.0,81,-37.0,152,149,63.0,72,24.0,301,9.0,3.0,1.0,6.0,,,,,,6.0,16.0,,,26.0,178,,3.0,,10.0,,,,5.0,7.0,13.0,22.0,1.0,,1.0,2.0,1.0,1.0,,3.0,8.0,14.0,2.0,1.0,63.0,1.0,,,,0.375,0.375,0.5,,16.201117318435752,0.6666666666666666,0.13725490196078433,0.25,0.16901408450704225,0.09090909090909091,0.13793103448275862,0.18181818181818182,0.3076923076923077,0.14285714285714285,0.5625,0.375,0.16666666666666666,0.25,,,,,,,1.0,,0.5625,,0.48764375000000004,0.6844666666666667,0.5137333333333333,5.125,,0.4144736842105263,5.0,3.0,4.0,1.0,,1.0,,14.0,3.0,4.0,7.0,13.0,1.0,7.0,9.0,2.0,4.0,5.0,1.0,,1.0,,,1.0,,2.0,1.0,8.0,9.0,1.0,,,21.0,1.0,9.0,2.0,2.0,,2.0,2.0,9.0,0.16666666666666666,0.25,0.75,0.3333333333333333,0.75,0.3333333333333333,0.8125,0.6428571428571429,0.3125,,0.11940298507462686,0.07142857142857142,0.1111111111111111,0.07407407407407407,,1.0,0.5555555555555556,0.8333333333333334,,0.0625,,,,1.0,0.75,0.3333333333333333,,0.375,0.375,0.5,0.34615384615384615,,,,,,,,,,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.17391304347826086,0.11764705882352941,0.1,,,,,0.2,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,,,,True,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,5771.0,96,-34.0,181,176,75.0,90,28.0,357,29.0,12.0,2.0,5.0,,,,,,19.0,45.0,,,51.0,215,,19.0,,20.0,,,,2.0,3.0,8.0,17.0,1.0,,1.0,1.0,1.0,8.0,1.0,9.0,3.0,14.0,1.0,6.0,75.0,3.0,,,,0.4222222222222222,0.4222222222222222,0.49019607843137253,,28.57142857142857,0.1111111111111111,0.04918032786885246,0.09523809523809523,0.06097560975609756,,0.04,0.13333333333333333,0.16666666666666666,,0.6444444444444445,0.1111111111111111,0.4,0.6666666666666666,,,,,,,0.631578947368421,,0.6444444444444445,,0.5046977777777777,0.6145999999999999,0.5182578947368421,5.406666666666666,,0.4143646408839779,15.0,7.0,9.0,6.0,2.0,11.0,,13.0,7.0,9.0,,14.0,8.0,7.0,23.0,18.0,10.0,9.0,2.0,,2.0,,2.0,,,4.0,2.0,7.0,9.0,,1.0,3.0,15.0,2.0,6.0,2.0,,,,,23.0,0.47368421052631576,0.6428571428571429,0.7777777777777778,0.42105263157894735,0.7777777777777778,0.42105263157894735,0.7777777777777778,0.5227272727272727,0.2,,0.09722222222222222,0.14285714285714285,0.10465116279069768,0.03125,,,0.5172413793103449,0.6818181818181818,0.5,0.24444444444444444,0.18181818181818182,0.18181818181818182,1.0,1.0,0.7777777777777778,0.5,,0.12244897959183673,0.12244897959183673,0.27450980392156865,0.45098039215686275,,,,,,,,,,3.0,3.0,,,,,0.2413793103448276,0.4,0.375,,0.2,0.06666666666666667,0.2222222222222222,0.17647058823529413,,,,0.4,,,2.0,,,1.0,,,,1.0,,,,,,,,,True,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,2694.0,45,-12.0,89,86,40.0,44,11.0,175,,,1.0,1.0,3.0,,1.0,1.0,5.0,3.0,5.0,3.0,8.0,15.0,92,,2.0,3.0,,9.0,5.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,40.0,,1.0,0.375,0.375,0.6,0.5769230769230769,0.5769230769230769,0.6153846153846154,14.0,,,,,,,,,,,0.07692307692307693,1.0,1.0,0.23076923076923078,0.38461538461538464,0.2,0.2,1.0,,,0.2,0.6153846153846154,0.2,0.46963846153846145,,0.48163,16.94,23.9,0.449438202247191,,,,,2.0,4.0,2.0,,,,,,2.0,,7.0,6.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,7.0,1.0,1.0,,1.0,,0.7,,0.7,,,0.03125,,0.023809523809523808,,,,,,1.0,0.3076923076923077,0.5,0.5,1.0,,,,0.4,,,,0.4666666666666667,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,True,,,
