EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,PtsAssisted2s,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LongMidRangePctAssisted,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,AtRimAssists,DefThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Steals,LostBallSteals,SecondChanceTurnovers,BlockedAtRim,OffensiveGoaltends,BadPassSteals,DefCorner3ReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Corner3Assists,LostBallTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,RecoveredBlocks,FG3APctBlocked,Corner3PctBlocked,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,HeaveMakes,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Arc3PctBlocked,3SecondViolations,DefensiveGoaltends
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,1961.0,33,-7.0,60,61,23.0,37.0,6.0,121,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,6.0,11.0,2.0,14.0,66,2.0,2.0,3.0,5.0,2.0,8.0,12.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,23.0,1.0,0.5454545454545454,0.6,0.5454545454545454,0.6,0.5833333333333334,1.0,0.6666666666666666,19.696969696969695,0.125,0.09090909090909091,0.08823529411764706,0.07142857142857142,0.18181818181818182,0.14285714285714285,0.1,0.14285714285714285,0.4,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.4,0.4,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.4,1.0,0.2727272727272727,0.4134909090909091,0.43706000000000006,0.14285714285714285,0.5714285714285714,9.5,0.38333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,809.0,13,1.0,26,25,5.0,1.0,1.0,51,,,,,,,1.0,3.0,1.0,3.0,4.0,6.0,23,,,,,2.0,2.0,,,,,,,,,4.0,4.0,,4.0,,2.0,2.0,1.0,,4.0,1.0,2.0,5.0,,0.3333333333333333,,0.25,,0.5,,1.0,29.629629629629626,0.4,,0.3076923076923077,,,0.6666666666666666,,0.4,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,0.25,0.4204875,,,0.3333333333333333,18.566666666666666,0.19230769230769232,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.2,0.25,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,214.0,4,,6,6,,,,12,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,1764.0,29,-6.0,55,58,21.0,32.0,7.0,113,1.0,2.0,,,1.0,2.0,,,2.0,4.0,2.0,6.0,60,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,,5.0,,,3.0,,3.0,,2.0,3.0,1.0,,2.0,1.0,4.0,21.0,,0.5,1.0,0.5,1.0,0.6,,1.0,12.903225806451614,,,0.03333333333333333,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,0.5,0.394,0.3672,,0.6666666666666666,6.175,0.38181818181818183,,,,,1.0,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.09090909090909091,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1610612760,Vitaly Potapenko,Vitaly Potapenko,958,SEA,2146.0,36,-8.0,66,68,25.0,42.0,7.0,134,4.0,5.0,1.0,1.0,1.0,5.0,,,5.0,10.0,,10.0,74,,6.0,1.0,2.0,,2.0,6.0,,,,,,,2.0,3.0,4.0,3.0,7.0,,,,8.0,,,,2.0,25.0,3.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,13.698630136986301,0.125,0.08333333333333333,0.1111111111111111,0.1,,0.14285714285714285,0.1,0.14285714285714285,,0.5,0.8,1.0,0.5,0.2,0.25,,,,0.5,1.0,0.5,0.4769400000000001,0.46085000000000004,0.6,0.2,4.640000000000001,0.3787878787878788,,,4.0,,,,,0.4,1.0,,,,,,,,,,,1.0,,,,2.0,,0.08333333333333333,0.1111111111111111,3.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,0.2,0.2,0.2,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.25,1.0,1.0,1.0,0.5781499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,1239.0,21,-1.0,40,40,19.0,27.0,6.0,80,1.0,2.0,1.0,1.0,,3.0,1.0,2.0,2.0,7.0,5.0,15.0,42,,,1.0,4.0,1.0,9.0,4.0,,,,,,,,3.0,3.0,,3.0,,1.0,1.0,1.0,,7.0,1.0,9.0,19.0,,0.2857142857142857,0.25,0.45454545454545453,0.5,0.5357142857142857,,0.5,32.608695652173914,0.2,,0.14285714285714285,,,0.2,0.4,,,0.18181818181818182,0.5,0.5,0.2727272727272727,,,0.18181818181818182,0.5,0.5,0.125,1.0,0.5454545454545454,0.4445545454545455,0.4342,,0.6,7.414285714285713,0.475,3.0,4.0,,3.0,1.0,,2.0,,,0.36363636363636365,,0.2727272727272727,0.15384615384615385,0.2222222222222222,25.25,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,0.2857142857142857,,0.6666666666666666,,,,,,,,,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5,0.125,0.375,0.6666666666666666,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,541.0,9,-3.0,16,17,6.0,15.0,1.0,33,1.0,2.0,,,1.0,2.0,,,2.0,4.0,2.0,6.0,22,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,5.0,1.0,3.0,6.0,,0.5,0.5,0.4,0.3333333333333333,0.42857142857142855,0.5,0.375,41.17647058823529,,0.25,,0.16666666666666666,0.5,,,,0.3333333333333333,0.4,0.5,0.5,0.4,0.5,0.5,,,,,,0.6,0.52992,0.43513333333333337,0.16666666666666666,0.5,6.45,0.375,1.0,1.0,,1.0,,,2.0,,,0.2,,0.2,0.3333333333333333,0.4,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,1261.0,21,-13.0,39,41,15.0,34.0,4.0,80,1.0,1.0,,,1.0,1.0,,,2.0,2.0,2.0,9.0,55,,,,,,,4.0,,,,,,,,,,,,,2.0,2.0,3.0,,3.0,,,15.0,1.0,1.0,,0.5833333333333334,,0.6428571428571429,,,20.930232558139537,,,,,,,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,0.8333333333333334,0.52455,0.52605,,,5.3999999999999995,0.38461538461538464,4.0,4.0,,4.0,,,2.0,,,0.6666666666666666,,0.6666666666666666,0.2857142857142857,0.6666666666666666,24.924999999999997,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,1.0,1.0,0.25,,0.25,,0.25,0.25,1.0,,1.0,,0.25,,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,444.0,7,-3.0,11,11,7.0,11.0,,22,,,,,,,,1.0,,1.0,,,11,,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,,,,,7.0,,,,,,,,,9.090909090909092,0.42857142857142855,,0.2727272727272727,,,,0.5,,,,,,,,,1.0,,,,,,0.3454,,,,14.8,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,351.0,6,,11,13,4.0,11.0,3.0,24,,2.0,,1.0,,,,,,2.0,,,13,,,,1.0,,,,,,,,,,1.0,,3.0,1.0,4.0,,,,,,,,,4.0,,,,,,,,,14.285714285714285,,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,,,,,1.0,,,,,,,,,1.0,,1.0,0.4777,0.4048,,,1.45,0.36363636363636365,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,0.5,0.6666666666666666,1.0,,1.0,,1.0,,1.0,,,,0.5,0.5,,,,,,,1.0,,0.5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
