EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyTurnovers,LongMidRangePctAssisted,SelfOReb,BadPassSteals,NonShootingFoulsDrawn,OffShortMidRangeReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,OffLongMidRangeReboundPct,on,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg2aBlocked,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsUnassisted3s,Corner3Assists,FTOffRebounds,Offensive Fouls,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,Travels,Loose Ball Fouls,3SecondViolations,SecondChanceFtPoints,BlockedShortMidRange,Corner3FGM,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,Defensive 3 Seconds Violations
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,552.0,9,15,15,2.0,4.0,4.0,30,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,13,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,0.25,0.2,0.2,0.2,26.31578947368421,0.8,0.25,0.25,0.2,1.0,0.2,0.41825,0.4283,0.40605,18.5,23.9,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,1024.0,17,31,33,10.0,7.0,6.0,64,,2.0,1.0,,1.0,3.0,3.0,2.0,35,,2.0,2.0,3.0,5.0,1.0,1.0,12.0,10.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,18.42105263157895,0.3333333333333333,,,0.16666666666666666,,0.6666666666666666,0.4584,,0.38504999999999995,11.766666666666666,24.7,0.3225806451612903,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.13333333333333333,0.2,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612758,Cuttino Mobley,Cuttino Mobley,1749,SAC,1258.0,21,38,39,11.0,10.0,8.0,77,1.0,2.0,1.0,1.0,4.0,9.0,4.0,15.0,41,3.0,2.0,8.0,1.0,1.0,,1.0,2.0,11.0,0.4444444444444444,0.5384615384615384,0.5357142857142857,0.3076923076923077,29.166666666666668,0.15384615384615385,0.5,0.5,0.07692307692307693,0.2,0.46153846153846156,0.4324538461538461,0.4971,0.38898,9.566666666666666,24.975,0.2894736842105263,2.0,,2.0,3.0,,1.0,,3.0,3.0,,,,,1.0,2.0,2.0,,,,,1.0,,1.0,,,0.058823529411764705,,0.05263157894736842,0.16666666666666666,,0.15384615384615385,,,0.23076923076923078,,0.2,3.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,8.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.38461538461538464,0.6,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.14285714285714285,0.2,0.13333333333333333,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1610612758,Greg Ostertag,Greg Ostertag,731,SAC,1525.0,25,44,46,11.0,10.0,9.0,90,,,,,3.0,3.0,,6.0,46,1.0,,2.0,,,,,,11.0,1.0,1.0,1.0,,9.09090909090909,,,,,,0.6666666666666666,0.5393,0.5681,,1.4000000000000001,,0.25,3.0,2.0,2.0,,,,,,,,,,,4.0,5.0,9.0,2.0,,2.0,4.0,2.0,2.0,2.0,,1.0,0.19047619047619047,,0.17391304347826086,0.16666666666666666,,0.6666666666666666,1.0,1.0,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,1.0,,,,,2.0,,,,,,1.0,,1.0,,1.0,,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,,,,,,,0.3333333333333333,,1.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,0.6666666666666666,1.0,0.11764705882352941,0.2222222222222222,0.15384615384615385,0.4,0.16666666666666666,0.3333333333333333,0.2,0.2,0.5,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,1525.0,25,44,46,11.0,10.0,9.0,90,1.0,1.0,,,3.0,5.0,4.0,9.0,46,,,,,,,,,11.0,0.6,0.5,0.5,0.4444444444444444,18.18181818181818,0.1111111111111111,1.0,1.0,,,0.7777777777777778,0.48192777777777784,,,5.64,25.475,0.25,3.0,2.0,3.0,4.0,,,,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.047619047619047616,,0.043478260869565216,0.16666666666666666,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,,,,1.0,1.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,1.0,0.25,,0.25,,,,,,,,,0.1111111111111111,,,0.25,0.25,1.0,,0.25,,,,,,,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,1038.0,17,31,33,9.0,6.0,6.0,64,2.0,3.0,,,4.0,8.0,,10.0,37,3.0,,4.0,,,,,,9.0,0.5,0.5,0.5,,25.64102564102564,0.375,0.6666666666666666,0.6666666666666666,,,0.5,0.486875,0.48639999999999994,,7.7125,,0.2903225806451613,-6.0,2.0,4.0,,,,,,,,,,,2.0,3.0,8.0,,,,1.0,,,,,,0.16666666666666666,,0.14285714285714285,,,0.5,0.5,0.5,,,,,1.0,,,,2.0,1.0,2.0,,,2.0,2.0,,,1.0,4.0,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,,0.125,,,,,,,,,,0.2,0.2,1.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,,,,1.0,0.5,0.6666666666666666,0.3076923076923077,0.16666666666666666,0.2631578947368421,0.5,,0.5,0.6666666666666666,,,,0.6666666666666666,0.5,,1.0,1.0,2.0,2.0,0.4,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,295.0,5,8,8,1.0,3.0,2.0,16,1.0,1.0,,,2.0,2.0,,5.0,3,,,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.25,,30.0,0.5,1.0,1.0,,,0.5,0.4521,,,7.5,,0.125,8.0,1.0,1.0,,,,,,,,,,,3.0,3.0,3.0,,,1.0,,,,,,,0.6,,0.6,,,0.5,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,2.0,,,,,,,,,,0.5,0.5,,,,,,,,0.75,,,,,,1.0,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612758,Eddie House,Eddie House,2067,SAC,240.0,4,5,6,,,,11,,,,,,1.0,,,5,,,,,,,,,,,,,,16.666666666666668,,,,,,,0.3769,,,12.4,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,168.0,3,4,4,,,1.0,8,,,,,,,,,4,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,4175.0,70,134,133,36.0,32.0,21.0,267,1.0,7.0,3.0,1.0,6.0,15.0,17.0,24.0,159,,6.0,8.0,5.0,7.0,1.0,2.0,16.0,36.0,0.4,0.328125,0.36363636363636365,0.53125,22.641509433962263,0.21875,0.14285714285714285,0.14285714285714285,0.09375,0.125,0.71875,0.492625,0.50685,0.45808125,9.833333333333334,24.95294117647059,0.26865671641791045,-8.0,4.0,6.0,14.0,2.0,5.0,2.0,2.0,14.0,2.0,2.0,2.0,1.0,3.0,4.0,6.0,3.0,1.0,3.0,5.0,1.0,,1.0,3.0,1.0,0.09375,0.045454545454545456,0.07407407407407407,0.125,,0.1875,0.6666666666666666,0.6666666666666666,0.4375,1.0,0.625,1.0,2.0,3.0,1.0,3.0,3.0,,3.0,1.0,1.0,,5.0,9.0,3.0,,3.0,1.0,2.0,1.0,1.0,5.0,1.0,0.17647058823529413,0.16666666666666666,0.17647058823529413,,0.5,0.75,0.3125,0.75,0.3125,,1.0,0.0625,0.5,1.0,0.21428571428571427,0.21428571428571427,1.0,0.2,0.21428571428571427,0.06060606060606061,0.125,0.125,0.20833333333333334,,,4.0,,2.0,,2.0,1.0,,2.0,,1.0,0.3333333333333333,0.3333333333333333,,0.09090909090909091,0.02857142857142857,,0.05263157894736842,0.3333333333333333,,0.13333333333333333,0.5,,,,1.0,,1.0,1.0,,,0.05,,,,False,1.0,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,0.5,0.25,0.5,1.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
