EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,ShootingFouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,DeadBallTurnovers,Offensive Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceTurnovers,Travels,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,HeaveAttempts,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted
1444,1610612741,Lawrence Funderburke,Lawrence Funderburke,1444,CHI,1020.0,17,15,30,30,11,17,7,60,23,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,3.0,11,2.0,0.1,0.3333333333333333,0.15384615384615385,0.2,0.5,0.36666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,1922.0,32,9,65,64,23,29,6,129,62,,1.0,,3.0,4.0,3.0,7.0,7,3.0,23,,0.17647058823529413,0.4444444444444444,0.2692307692307692,0.25,0.2857142857142857,0.35384615384615387,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,6.0,14.0,1.0,1.0,1.0,3.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5,0.7222222222222222,1.0,0.5,0.3333333333333333,0.5,12.5,0.14285714285714285,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.49978333333333325,0.489,0.25,0.4,0.42857142857142855,5.866666666666667,24.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,5233.0,87,6,173,173,65,105,25,346,184,3.0,9.0,1.0,24.0,3.0,7.0,15.0,20,14.0,65,5.0,0.14,0.12,0.13333333333333333,0.09523809523809523,0.10526315789473684,0.37572254335260113,5.0,3.0,4.0,11.0,,,,,,15.0,29.0,,,4.0,34.0,5.0,,,2.0,10.0,14.0,,,,1.0,6.0,1.0,5.0,1.0,4.0,5.0,,2.0,1.0,10.0,0.4666666666666667,0.5,,,,,0.5172413793103449,0.5172413793103449,0.6666666666666666,0.5483870967741935,0.7142857142857143,,0.034482758620689655,0.2,17.0,0.23529411764705882,0.16666666666666666,0.1724137931034483,0.3793103448275862,0.36363636363636365,0.36363636363636365,0.75,,,,,,0.6,,,0.1724137931034483,,0.4186310344827586,0.4397333333333333,0.06666666666666667,0.06666666666666667,0.29411764705882354,11.472413793103447,,3.0,2.0,2.0,2.0,8.0,13.0,3.0,6.0,4.0,6.0,16.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.6,0.6,1.0,0.45454545454545453,0.16666666666666666,0.047619047619047616,0.045454545454545456,0.047058823529411764,0.0625,0.07142857142857142,0.030303030303030304,0.058823529411764705,0.08333333333333333,0.6,0.75,0.4482758620689655,0.6153846153846154,0.6153846153846154,0.5,0.6666666666666666,0.3333333333333333,1.0,0.558025,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,4238.0,71,17,138,141,52,78,19,279,149,1.0,4.0,,11.0,2.0,6.0,9.0,21,9.0,52,2.0,0.13953488372093023,0.09523809523809523,0.125,0.16666666666666666,0.0625,0.37681159420289856,11.0,6.0,,,,,,,,9.0,14.0,,,15.0,33.0,7.0,,,6.0,14.0,10.0,,,,2.0,3.0,,,,3.0,20.0,,10.0,1.0,14.0,0.5555555555555556,0.8333333333333334,,,,,0.6428571428571429,0.6428571428571429,0.5,0.717391304347826,0.6363636363636364,,0.14285714285714285,0.18181818181818182,15.822784810126581,0.1875,0.2,0.7857142857142857,,,,,,,,,,0.8571428571428571,,,0.7857142857142857,,0.4945214285714285,0.46940000000000004,0.45454545454545453,0.45454545454545453,0.42424242424242425,2.435714285714286,,7.0,4.0,3.0,6.0,2.0,3.0,4.0,10.0,4.0,8.0,8.0,6.0,3.0,,1.0,3.0,9.0,,1.0,12.0,,,,,2.0,1.0,1.0,2.0,1.0,0.5714285714285714,0.5,0.5714285714285714,0.625,,0.14285714285714285,,0.20454545454545456,0.16666666666666666,0.1935483870967742,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.14285714285714285,,0.6363636363636364,0.7777777777777778,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,0.5,0.516,0.30303030303030304,2.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,3.0,1.0,0.25,0.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,2342.0,39,23,79,77,41,42,13,156,68,4.0,5.0,2.0,11.0,,1.0,1.0,1,4.0,41,1.0,0.038461538461538464,,0.02631578947368421,0.07692307692307693,,0.5189873417721519,1.0,,1.0,8.0,3.0,4.0,11.0,1.0,5.0,1.0,10.0,6.0,14.0,,20.0,1.0,2.0,6.0,,6.0,2.0,15.0,11.0,4.0,,1.0,,2.0,,1.0,,,,,6.0,1.0,1.0,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.1,0.4166666666666667,0.2727272727272727,0.4166666666666667,0.2727272727272727,0.5833333333333334,,,32.25806451612903,,,0.041666666666666664,0.3333333333333333,0.125,0.125,1.0,0.125,0.4583333333333333,0.36363636363636365,0.4,0.75,,0.45454545454545453,0.2,0.625,0.36363636363636365,0.4584354166666667,0.4223545454545455,,,0.3,16.36,25.892857142857146,,,,,,1.0,,3.0,,5.0,,,1.0,,2.0,,,,,,2.0,3.0,1.0,2.0,6.0,4.0,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,0.041666666666666664,,,,,,,,0.15,,3.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.5,0.07142857142857142,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.09090909090909091,1.0,,,,,,True,,,,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,2589.0,43,-18,83,83,25,46,12,166,100,4.0,4.0,2.0,8.0,1.0,3.0,5.0,5,6.0,25,3.0,0.1111111111111111,0.08333333333333333,0.10256410256410256,0.2,0.1111111111111111,0.30120481927710846,6.0,,1.0,6.0,,4.0,6.0,1.0,1.0,5.0,12.0,4.0,6.0,5.0,27.0,,1.0,1.0,3.0,8.0,2.0,9.0,6.0,4.0,2.0,,,3.0,2.0,2.0,5.0,,2.0,1.0,8.0,0.2,0.2,0.75,0.6666666666666666,1.0,0.6666666666666666,0.4166666666666667,0.6111111111111112,0.5,0.675,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,23.958333333333336,,,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,,0.2,1.0,0.6666666666666666,0.6666666666666666,0.5149444444444445,0.47374,0.10526315789473684,0.15384615384615385,0.2962962962962963,9.358333333333333,25.633333333333336,4.0,,1.0,2.0,,,,6.0,1.0,4.0,8.0,,,1.0,1.0,,,,1.0,,1.0,2.0,2.0,,3.0,3.0,,1.0,,,0.25,1.5,1.5,0.6666666666666666,0.25,,,,,,,,,0.1111111111111111,0.6666666666666666,0.8,,,,,,0.4,0.5,0.521775,0.2222222222222222,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,0.25,,,,2.0,2.0,2.0,2.0,3.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,0.16666666666666666,,,,True,,,,,,,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,1820.0,30,8,61,62,17,28,10,123,64,3.0,4.0,,9.0,,4.0,6.0,8,5.0,17,,0.19047619047619047,,0.13793103448275862,0.1111111111111111,,0.2786885245901639,4.0,2.0,1.0,5.0,,,,,,5.0,11.0,,,2.0,12.0,3.0,,,,2.0,4.0,,,,,1.0,,,,2.0,2.0,,1.0,,2.0,0.4,0.5,,,,,0.45454545454545453,0.45454545454545453,1.0,0.5,1.0,,,,17.808219178082194,0.16666666666666666,,0.36363636363636365,0.45454545454545453,0.2,0.2,1.0,,,,,,0.6666666666666666,,,0.36363636363636365,,0.4787636363636363,0.4335,0.08333333333333333,0.08333333333333333,0.16666666666666666,8.863636363636363,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,,2.0,,2.0,2.0,,,,,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,0.4,,0.06896551724137931,,0.06060606060606061,0.08333333333333333,0.25,,,0.3333333333333333,0.75,0.75,0.18181818181818182,0.5,0.5,,0.5,1.0,1.0,0.5532333333333334,0.16666666666666666,,1.0,1.0,2.0,,,1.0,,2.0,2.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,
2876,1610612741,Jared Reiner,Jared Reiner,2876,CHI,281.0,5,-2,11,10,5,10,2,21,11,,,,,1.0,,1.0,2,1.0,5,1.0,,1.0,1.0,,1.0,0.45454545454545453,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.142857142857142,,,,1.0,,,,,,,,,,,,,,0.3219,0.3219,,,,14.0,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.16666666666666666,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
213,1610612741,Antonio Davis,Antonio Davis,213,CHI,1580.0,26,-12,55,53,22,42,8,108,61,1.0,1.0,,2.0,1.0,1.0,3.0,5,5.0,22,,0.07692307692307693,0.125,0.09523809523809523,,0.16666666666666666,0.4,1.0,,,2.0,,,,,,,5.0,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,5.0,2.0,,1.0,,2.0,,,,,,,,,,0.16666666666666666,1.0,,,,11.290322580645162,0.5,,0.2,0.4,,,,,,,,,,,,0.2,,0.43964,,0.16666666666666666,0.16666666666666666,1.0,10.16,,,,,,,2.0,,,,,,,,,1.0,2.0,,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,1.0,0.2,,,0.4,0.07142857142857142,,,,,,,,0.4,,,,,,,0.4257,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,2544.0,42,-10,85,84,28,58,15,169,103,4.0,4.0,1.0,8.0,,2.0,2.0,3,6.0,28,1.0,0.08695652173913043,,0.06060606060606061,0.2,,0.32941176470588235,3.0,,2.0,8.0,3.0,3.0,7.0,2.0,4.0,7.0,15.0,3.0,10.0,5.0,28.0,1.0,2.0,4.0,4.0,14.0,8.0,3.0,7.0,3.0,,,,,,3.0,5.0,1.0,1.0,1.0,14.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.3,0.5,0.3,0.4666666666666667,0.46,0.5555555555555556,0.5,0.6363636363636364,0.4,,,31.683168316831683,,,0.12,0.32,0.25,0.25,0.5,0.12,0.28,0.42857142857142855,0.42857142857142855,0.3333333333333333,,0.4444444444444444,0.5,0.52,0.42857142857142855,0.487248,0.4703111111111111,0.038461538461538464,0.0625,0.5,12.92,24.849999999999998,2.0,,,,3.0,4.0,,,2.0,5.0,6.0,,,1.0,2.0,,1.0,,,1.0,,5.0,3.0,2.0,5.0,2.0,,,,,0.4,,,1.0,,,0.029411764705882353,,0.022222222222222223,,,0.05555555555555555,,,0.6666666666666666,0.6666666666666666,0.16,0.75,0.75,0.6666666666666666,,,,0.378,,,,,,,,,,,,,,,0.5,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
