EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Travels,Loose Ball Fouls,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,Clear Path Fouls,Defensive 3 Seconds Violations,3SecondViolations,on
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1533.0,26,-12,50,49,20.0,16.0,9,99,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2,6,3.0,2.0,6,59,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,20.0,0.3333333333333333,0.5,0.2222222222222222,0.2,0.3,0.2,0.3333333333333333,18.333333333333336,1.0,0.07692307692307693,0.043478260869565216,0.5,0.2222222222222222,0.5,0.5,0.4444444444444444,0.25,0.25,0.1111111111111111,0.2222222222222222,0.2,1.0,0.2,0.4,0.5555555555555556,0.4663555555555555,0.4283,0.45389999999999997,0.1,0.14285714285714285,0.3333333333333333,12.166666666666666,25.433333333333334,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,8570.0,143,-36,269,271,93.0,79.0,41,540,10.0,15.0,1.0,3.0,8.0,29.0,4.0,,8.0,5.0,19,48,12.0,11.0,55,319,5.0,5.0,14.0,5.0,19.0,22.0,8.0,4.0,22.0,4.0,48.0,5,9,12,3.0,2.0,7.0,3.0,11.0,7.0,15.0,6.0,19.0,93.0,0.3958333333333333,0.35714285714285715,0.36666666666666664,0.34210526315789475,0.41044776119402987,0.3958333333333333,0.2,24.45141065830721,0.6363636363636364,0.05434782608695652,0.07086614173228346,0.03571428571428571,0.25,0.6666666666666666,0.8333333333333334,0.48333333333333334,0.27586206896551724,0.2857142857142857,0.06666666666666667,0.13333333333333333,0.15789473684210525,0.3333333333333333,,0.2631578947368421,0.45,0.472825,0.3882,0.4460157894736842,0.09230769230769231,0.11320754716981132,0.34545454545454546,11.577083333333334,24.724999999999998,0.34572490706319703,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,16.0,3.0,3.0,2.0,5.0,18.0,8.0,4.0,6.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.42105263157894735,0.42105263157894735,0.5,0.16666666666666666,0.2,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.10416666666666667,0.2,0.25,0.034482758620689655,0.125,0.019230769230769232,0.11428571428571428,0.014084507042253521,0.05,0.01818181818181818,0.10526315789473684,0.1,0.2,0.030303030303030304,0.5,0.3,0.06666666666666667,0.25,0.3333333333333333,0.625,0.25,0.25,0.5,0.2857142857142857,0.2,0.25,0.07272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1749,1610612758,Cuttino Mobley,Cuttino Mobley,1749,SAC,9545.0,159,-38,303,302,107.0,88.0,48,605,5.0,11.0,2.0,4.0,13.0,22.0,7.0,5.0,18.0,5.0,24,45,25.0,5.0,74,351,7.0,10.0,16.0,10.0,32.0,36.0,17.0,1.0,9.0,,19.0,6,10,14,6.0,2.0,4.0,,6.0,1.0,7.0,3.0,32.0,107.0,0.5333333333333333,0.625,0.4928571428571429,0.5576923076923077,0.5069444444444444,0.5714285714285714,0.35714285714285715,21.666666666666668,0.6666666666666666,0.058823529411764705,0.06293706293706294,0.03333333333333333,0.15714285714285714,0.45454545454545453,0.625,0.3142857142857143,0.5909090909090909,0.5909090909090909,0.1,0.2571428571428571,0.15384615384615385,0.5,0.19230769230769232,0.19230769230769232,0.5142857142857142,0.47726086956521735,0.5787277777777778,0.46452692307692306,0.04225352112676056,0.06521739130434782,0.43243243243243246,11.22888888888889,26.02,0.35313531353135313,6.0,12.0,5.0,1.0,1.0,7.0,4.0,4.0,15.0,3.0,3.0,12.0,15.0,6.0,5.0,4.0,8.0,4.0,1.0,3.0,2.0,,3.0,4.0,1.0,4.0,,4.0,2.0,4.0,13.0,1.0,2.0,1.0,2.0,,2.0,1.0,4.0,0.25,0.2727272727272727,0.7142857142857143,0.28,0.3,0.2916666666666667,0.5714285714285714,0.6363636363636364,0.6363636363636364,0.08888888888888889,0.2727272727272727,0.08333333333333333,,,0.01694915254237288,0.07317073170731707,0.024844720496894408,,,0.09090909090909091,0.08571428571428572,,0.029411764705882353,0.5,0.2,0.17142857142857143,0.5,0.5454545454545454,0.38461538461538464,0.2777777777777778,0.2777777777777778,0.6,0.09090909090909091,0.2,0.29411764705882354,0.20270270270270271,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.046511627906976744,0.05555555555555555,0.03125,0.09090909090909091,0.03571428571428571,0.2857142857142857,0.2857142857142857,1.0,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.3333333333333333,1.0,1.0,1.0,0.4,,,,,,,True
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,5373.0,90,-24,174,175,55.0,42.0,23,349,5.0,7.0,,,5.0,12.0,,,,,12,24,,8.0,32,201,,,6.0,,3.0,6.0,,1.0,6.0,1.0,13.0,6,7,13,1.0,1.0,,,4.0,1.0,12.0,5.0,3.0,55.0,0.5,,0.5,,0.5517241379310345,0.16666666666666666,,16.5,,0.12,0.0945945945945946,0.07692307692307693,0.2916666666666667,0.7142857142857143,0.8333333333333334,0.5,0.4166666666666667,0.4166666666666667,,,,,,,0.2916666666666667,0.4458291666666667,,0.39418333333333333,0.18518518518518517,0.18518518518518517,0.09375,11.920833333333334,,0.3160919540229885,2.0,5.0,,,,,,,4.0,,3.0,18.0,,,,2.0,5.0,2.0,,3.0,5.0,,1.0,6.0,2.0,,1.0,,4.0,10.0,13.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.75,0.75,,,,,,,1.0,0.08333333333333333,0.14285714285714285,0.2,,,0.07692307692307693,0.041666666666666664,0.06521739130434782,,0.07692307692307693,0.16,0.047619047619047616,,0.2,0.6666666666666666,0.6,0.20833333333333334,0.4,0.5,0.8,,,,,,,0.125,,,,,,,,,4.0,,,,1.0,,1.0,1.0,,,1.0,,,0.037037037037037035,0.14285714285714285,,0.14285714285714285,0.08333333333333333,,,,,,,,,,,,1.0,,,,,,True
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,1475.0,25,-12,43,44,21.0,8.0,8,87,,2.0,,,1.0,5.0,,,,,3,10,,9.0,15,59,3.0,2.0,4.0,,8.0,,,1.0,2.0,,5.0,1,1,4,,,1.0,1.0,3.0,,12.0,5.0,8.0,21.0,0.3,0.5,0.3,0.5,0.46875,0.5714285714285714,,36.53846153846154,0.3333333333333333,0.1,0.05,,0.2,,,0.5,0.2,0.2,,,,,,,0.2,0.41102999999999995,0.49889999999999995,0.37702500000000005,0.3333333333333333,0.3333333333333333,0.5333333333333333,10.459999999999999,,0.4883720930232558,2.0,3.0,,,,,,,1.0,,4.0,6.0,,,,1.0,1.0,1.0,,,3.0,,,3.0,1.0,,,,2.0,2.0,5.0,2.0,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,0.125,0.1,,0.3333333333333333,,,0.15789473684210525,,0.14285714285714285,,0.14285714285714285,,,,0.16666666666666666,1.0,,0.3,0.6666666666666666,1.0,1.0,,,,,,,0.06666666666666667,,2.0,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,0.25,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,1.0,,,,,,True
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,8680.0,145,-31,277,275,105.0,87.0,43,552,8.0,11.0,4.0,5.0,7.0,16.0,3.0,2.0,17.0,6.0,16,31,20.0,10.0,60,318,6.0,6.0,9.0,8.0,28.0,10.0,17.0,,5.0,,10.0,12,17,22,2.0,1.0,2.0,,2.0,1.0,11.0,3.0,28.0,105.0,0.5161290322580645,0.6666666666666666,0.49019607843137253,0.6176470588235294,0.5267857142857143,0.6666666666666666,0.39215686274509803,17.62917933130699,1.0,0.1276595744680851,0.12403100775193798,0.1724137931034483,0.21568627450980393,0.7272727272727273,0.8,0.3137254901960784,0.4375,0.4375,0.058823529411764705,0.3333333333333333,0.29411764705882354,0.8,0.11764705882352941,0.35294117647058826,0.6078431372549019,0.4992245098039215,0.4535833333333333,0.5341029411764705,0.05555555555555555,0.08823529411764706,0.4666666666666667,10.835483870967742,24.97,0.37906137184115524,1.0,4.0,5.0,2.0,3.0,6.0,5.0,2.0,15.0,3.0,7.0,22.0,18.0,,5.0,1.0,5.0,2.0,,3.0,4.0,,4.0,5.0,,1.0,,2.0,,5.0,11.0,,,2.0,1.0,1.0,1.0,,1.0,0.6875,0.7857142857142857,1.0,0.3,0.375,0.3,0.8333333333333334,0.8125,0.8333333333333334,0.03225806451612903,0.09090909090909091,,,,0.03773584905660377,0.11428571428571428,0.034013605442176874,,0.037037037037037035,0.1,0.1,0.2,,,0.75,0.0784313725490196,0.25,0.25,0.7142857142857143,0.29411764705882354,0.29411764705882354,1.0,0.25,0.5,0.29411764705882354,0.25,2.0,2.0,1.0,,,,1.0,1.0,2.0,4.0,,,1.0,1.0,,1.0,1.0,,,0.5,0.14285714285714285,0.024390243902439025,0.06451612903225806,0.03333333333333333,,0.12,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,,,0.5,1.0,,,0.5,,,,,True
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,7498.0,125,-35,243,242,81.0,56.0,37,485,14.0,23.0,5.0,7.0,4.0,10.0,,,,,21,41,,13.0,55,283,9.0,7.0,11.0,,20.0,28.0,,3.0,10.0,2.0,23.0,16,24,40,3.0,2.0,4.0,2.0,7.0,3.0,19.0,6.0,20.0,81.0,0.5121951219512195,0.6363636363636364,0.5121951219512195,0.6363636363636364,0.5392156862745098,0.6666666666666666,,19.860627177700348,0.5714285714285714,0.20512820512820512,0.19090909090909092,0.16,0.5609756097560976,0.6086956521739131,0.6086956521739131,0.24390243902439024,0.4,0.4,,,0.6363636363636364,0.7142857142857143,,,0.5609756097560976,0.47740975609756103,0.5250777777777778,0.48612727272727274,0.1276595744680851,0.1276595744680851,0.36363636363636365,6.470731707317073,,0.3333333333333333,3.0,8.0,,,,,6.0,,13.0,,6.0,14.0,,,,,7.0,2.0,,5.0,13.0,1.0,5.0,16.0,1.0,1.0,,2.0,3.0,5.0,19.0,1.0,,4.0,2.0,2.0,2.0,1.0,5.0,0.3333333333333333,0.3888888888888889,,,,,0.6666666666666666,0.6666666666666666,0.65,,,,,0.1,0.13829787234042554,0.15625,0.11904761904761904,0.21052631578947367,0.10204081632653061,0.16666666666666666,0.14814814814814814,0.2,0.05,0.5,0.35714285714285715,0.1951219512195122,0.375,0.375,0.5,,,,,,,0.23636363636363636,4.0,7.0,,,,,,,1.0,6.0,,1.0,2.0,3.0,1.0,4.0,,,,,0.5,0.0625,0.15384615384615385,0.043478260869565216,0.1111111111111111,0.30434782608695654,,,,0.7777777777777778,0.5714285714285714,,,,,,,,,2.0,1.0,1.0,,True
731,1610612758,Greg Ostertag,Greg Ostertag,731,SAC,1258.0,21,2,38,39,11.0,10.0,8,77,1.0,1.0,,,,,,,,,2,2,,,4,41,1.0,,,,,2.0,,,,,,2,3,7,1.0,,2.0,2.0,2.0,,,,,11.0,1.0,,1.0,,1.0,,,8.333333333333334,1.0,0.11764705882352941,0.10526315789473684,0.16666666666666666,0.5,1.0,1.0,,,,,,,,,,0.5,0.52265,0.5681,,,,,2.1,,0.2894736842105263,1.0,1.0,,,,,1.0,,2.0,,,2.0,,,,,,,,,2.0,,,4.0,,1.0,,,,4.0,4.0,,,,2.0,2.0,2.0,2.0,,0.5,1.0,,,,,1.0,1.0,1.0,,,,,,0.15384615384615385,,0.18181818181818182,,,0.14285714285714285,,,,1.0,,0.5,1.0,1.0,,,,,,,,0.5,1.0,1.0,,,,,,,,2.0,,,2.0,1.0,,,,,,,0.3333333333333333,0.2222222222222222,0.4,0.16666666666666666,0.3333333333333333,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,True
2230,1610612758,Maurice Evans,Maurice Evans,2230,SAC,309.0,5,-3,11,11,1.0,1.0,2,22,1.0,3.0,,,,,,,1.0,,1,3,1.0,,2,11,1.0,,,,,,1.0,,,,,1,1,2,,,,,,,,,,1.0,0.3333333333333333,,0.25,,0.25,,0.25,30.769230769230766,,0.2,0.16666666666666666,,0.75,0.3333333333333333,0.5,,,,,0.25,,,,,1.0,0.601225,0.5449,,,,,,25.9,0.09090909090909091,,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.16666666666666666,,0.125,,0.25,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,True
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,1739.0,29,15,57,54,31.0,32.0,11,111,1.0,3.0,,,,1.0,,,,,2,6,,,4,54,3.0,,1.0,,,4.0,,1.0,3.0,1.0,7.0,2,2,6,2.0,2.0,,,1.0,,,,,31.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,10.144927536231885,,0.09523809523809523,0.06896551724137931,,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,,,,,,0.5,0.4182666666666666,0.5088333333333334,0.3227,,,,5.816666666666666,,0.543859649122807,1.0,2.0,,,,,2.0,,4.0,,,,,,,,2.0,1.0,,1.0,4.0,,,4.0,,,,,1.0,4.0,8.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,0.25,,0.15384615384615385,0.3333333333333333,0.5,0.1,,,,1.0,,0.3333333333333333,0.5,0.5,,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,0.1111111111111111,,,0.2,,,,0.6666666666666666,0.5,,,,,,,,,1.0,,,1.0,True
