EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeAssists,Clear Path Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Corner3Assists,StepOutOfBoundsTurnovers,Travels,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,3SecondViolations,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,2086.0,35,-12,64,65,11,18,6.0,129,2.0,7.0,2.0,2.0,2.0,1.0,5.0,2.0,13.0,3.0,7.0,68,2.0,2.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,7.0,2.0,1.0,4.0,6.0,11,1.0,0.5,0.5,0.15384615384615385,1.0,0.15384615384615385,1.0,0.23333333333333334,1.5,0.3076923076923077,0.5714285714285714,22.22222222222222,0.16666666666666666,0.07407407407407407,0.12,0.05555555555555555,0.09090909090909091,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.5384615384615384,0.2857142857142857,0.6666666666666666,0.5,0.07692307692307693,0.38461538461538464,1.0,1.0,1.0,0.5384615384615384,0.4842076923076923,0.53345,0.5843,0.26666666666666666,0.26666666666666666,0.8571428571428571,7.3076923076923075,0.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
185,1610612755,Chris Webber,Chris Webber,185,PHI,10009.0,167,-23,303,306,39,75,35.0,609,10.0,18.0,7.0,,,11.0,41.0,31.0,70.0,12.0,89.0,342,11.0,2.0,6.0,7.0,11.0,44.0,18.0,5.0,9.0,8.0,14.0,11.0,25.0,5.0,2.0,4.0,,10.0,18.0,1.0,16.0,,,6.0,11.0,39,,0.7096774193548387,0.8461538461538461,0.44285714285714284,0.3333333333333333,0.4583333333333333,0.2222222222222222,0.483695652173913,0.39285714285714285,0.07142857142857142,0.16666666666666666,29.651162790697676,0.08247422680412371,0.08333333333333333,0.09848484848484848,0.0684931506849315,0.15151515151515152,0.03636363636363636,0.06060606060606061,0.10526315789473684,0.21428571428571427,0.5555555555555556,0.6666666666666666,0.5,0.13095238095238096,0.4880952380952381,0.6363636363636364,,,0.38095238095238093,0.43843154761904757,0.5058499999999999,0.39605555555555555,0.06666666666666667,0.07894736842105263,0.12359550561797752,11.63857142857143,0.12871287128712872,5.0,3.0,18.0,1.0,2.0,4.0,12.0,3.0,5.0,14.0,7.0,3.0,17.0,3.0,15.0,10.0,12.0,4.0,10.0,4.0,14.0,4.0,8.0,2.0,32.0,1.0,1.0,5.0,1.0,4.0,3.0,6.0,1.0,5.0,1.0,4.0,2.0,10.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.35714285714285715,0.35714285714285715,0.6363636363636364,0.6363636363636364,0.6538461538461539,0.16666666666666666,0.09090909090909091,0.024390243902439025,0.6,0.25,0.1,0.14285714285714285,0.02631578947368421,0.1,0.043478260869565216,0.07692307692307693,0.16,0.1,0.09302325581395349,0.2727272727272727,0.3,0.43902439024390244,0.45,0.9444444444444444,0.023809523809523808,0.5,0.5,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.2,0.3333333333333333,0.3333333333333333,0.19101123595505617,25.442857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,2829.0,47,-17,86,91,7,31,10.0,177,1.0,1.0,,,,,1.0,1.0,2.0,,5.0,90,,,,,3.0,2.0,,,,6.0,8.0,,8.0,3.0,3.0,,,,5.0,,,,,,3.0,7,,1.0,1.0,0.5,,0.5,1.5,0.5,1.5,,,5.208333333333334,0.2222222222222222,,0.2222222222222222,,,,0.3333333333333333,0.16666666666666666,0.2,1.0,1.0,1.0,,0.2,,,,0.8,0.58373,,0.52185,,,0.6,9.35,0.08139534883720931,,,,1.0,3.0,,,,1.0,3.0,,,,1.0,3.0,,,,1.0,,1.0,,1.0,,2.0,,,2.0,,,,,,,,,,3.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.6,,,,,,0.2222222222222222,,,,0.3333333333333333,,0.6666666666666666,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,23.433333333333337,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,11636.0,194,-25,351,358,47,93,40.0,709,12.0,19.0,6.0,1.0,1.0,5.0,10.0,17.0,34.0,6.0,49.0,393,7.0,2.0,2.0,3.0,7.0,20.0,14.0,3.0,6.0,8.0,15.0,8.0,23.0,14.0,10.0,3.0,1.0,5.0,12.0,1.0,12.0,,,5.0,7.0,47,2.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,0.5,0.7,0.08823529411764706,0.15789473684210525,13.533834586466165,0.07207207207207207,0.047619047619047616,0.09803921568627451,0.046242774566473986,0.047619047619047616,0.03333333333333333,0.08571428571428572,0.06521739130434782,0.4418604651162791,0.631578947368421,0.75,0.5833333333333334,0.11627906976744186,0.23255813953488372,0.8571428571428571,0.3333333333333333,1.0,0.6511627906976745,0.5128546511627907,0.49800000000000005,0.5531,0.10416666666666667,0.1282051282051282,0.14285714285714285,6.541176470588234,0.1339031339031339,3.0,1.0,4.0,3.0,7.0,,2.0,,3.0,9.0,3.0,,6.0,1.0,9.0,4.0,2.0,,10.0,5.0,15.0,5.0,4.0,5.0,35.0,2.0,,7.0,,1.0,4.0,2.0,2.0,2.0,,,2.0,6.0,,1.0,5.0,2.0,5.0,,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.20930232558139536,,,0.4,,,0.16666666666666666,0.0425531914893617,0.08333333333333333,0.06896551724137931,0.06666666666666667,0.19230769230769232,0.125,0.05,0.2,0.2,0.4,0.4,0.75,0.16279069767441862,0.42857142857142855,0.42857142857142855,1.0,0.046511627906976744,,,,0.5,0.3333333333333333,,,0.12244897959183673,23.988888888888887,,1.0,,,0.3333333333333333,,1.0,1.0,1.0,2.0,3.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,True,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,11439.0,191,-26,345,351,41,87,40.0,696,18.0,32.0,,2.0,3.0,15.0,28.0,37.0,75.0,25.0,132.0,384,3.0,5.0,8.0,4.0,17.0,12.0,62.0,7.0,,4.0,5.0,,5.0,7.0,7.0,8.0,2.0,18.0,11.0,,27.0,3.0,2.0,13.0,17.0,41,2.0,0.16216216216216217,0.16216216216216217,0.49333333333333335,0.625,0.5515463917525774,0.5416666666666666,0.6018518518518519,0.6071428571428571,0.09333333333333334,0.15625,32.06106870229007,0.03636363636363636,,0.033112582781456956,,,,0.02857142857142857,0.022222222222222223,0.32989690721649484,0.5625,0.6666666666666666,0.2222222222222222,0.15463917525773196,0.28865979381443296,,0.25,0.6666666666666666,0.5567010309278351,0.4941015625,0.3602666666666667,0.4783208333333333,0.12149532710280374,0.15294117647058825,0.12878787878787878,8.708,0.11884057971014493,,8.0,11.0,,2.0,11.0,20.0,3.0,11.0,22.0,,1.0,4.0,4.0,18.0,,18.0,10.0,31.0,11.0,42.0,6.0,13.0,17.0,95.0,,,1.0,,,,10.0,1.0,7.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,,2.0,,0.5454545454545454,0.5,0.47619047619047616,,0.375,0.375,0.2268041237113402,0.13333333333333333,,0.5555555555555556,,,0.024390243902439025,,,,0.06666666666666667,,0.06666666666666667,,0.5333333333333333,0.6153846153846154,0.39285714285714285,0.39285714285714285,0.09090909090909091,0.020618556701030927,,,,0.20618556701030927,0.55,0.55,0.5454545454545454,,,0.25,0.5555555555555556,0.030303030303030304,26.495454545454546,,1.0,1.0,0.25,0.08333333333333333,,1.0,,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,5.0,1.0,1.0,1.0,0.125,0.25,1.0,0.3333333333333333,,,,,True,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,1804.0,30,-15,50,52,19,24,7.0,102,1.0,2.0,,,,,,1.0,2.0,3.0,5.0,67,,,,3.0,3.0,2.0,,,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,1.0,2.0,,4.0,,,1.0,3.0,19,,1.0,1.0,0.5,,0.125,,0.25,0.3,,,18.965517241379313,0.06666666666666667,0.05555555555555555,0.10526315789473684,0.07692307692307693,0.2,,0.14285714285714285,,0.25,0.5,0.5,1.0,,,,,,1.0,0.5416571428571428,,0.455325,0.1111111111111111,0.3333333333333333,0.6,,0.38,,,,,4.0,,2.0,2.0,,6.0,,1.0,1.0,3.0,,,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,0.5,0.75,,,1.0,,,0.25,0.125,,,,1.0,,0.3333333333333333,,,,,,0.5,,,,0.25,,,,,,0.6666666666666666,,0.2,26.833333333333332,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,True,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,7018.0,117,7,216,217,27,45,21.0,433,,,,,,,3.0,1.0,3.0,1.0,21.0,237,,,,,,2.0,,,1.0,5.0,8.0,2.0,10.0,3.0,2.0,4.0,,6.0,12.0,1.0,1.0,,1.0,,,27,2.0,1.0,1.0,0.3333333333333333,,0.47619047619047616,,0.47619047619047616,,,,11.15702479338843,0.07142857142857142,0.014492753623188406,0.0707070707070707,0.02040816326530612,,,,0.08333333333333333,,,,,,0.14285714285714285,,,,0.8571428571428571,0.51775,0.57185,0.38055,,,,18.400000000000002,0.125,,,1.0,,5.0,6.0,13.0,,6.0,18.0,,1.0,4.0,1.0,15.0,,13.0,6.0,5.0,2.0,7.0,2.0,3.0,1.0,16.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,5.0,1.0,,1.0,,1.0,,0.8333333333333334,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.8571428571428571,,,0.3333333333333333,0.3333333333333333,,0.06896551724137931,0.034482758620689655,0.1111111111111111,0.05263157894736842,0.125,0.05263157894736842,0.1,0.07142857142857142,,,0.3333333333333333,0.3333333333333333,1.0,0.23809523809523808,,,,0.6190476190476191,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,0.46153846153846156,0.19047619047619047,25.238888888888887,,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,3.0,,,,2.0,,0.3333333333333333,,0.6666666666666666,0.5,,,1.0,0.3333333333333333,,True,,,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,9868.0,164,-10,296,301,32,70,35.0,597,16.0,23.0,6.0,1.0,2.0,6.0,10.0,22.0,39.0,6.0,50.0,334,10.0,1.0,2.0,,2.0,32.0,12.0,3.0,10.0,30.0,39.0,14.0,53.0,1.0,,4.0,,8.0,17.0,4.0,13.0,1.0,,6.0,2.0,32,3.0,0.7272727272727273,0.8888888888888888,0.5641025641025641,0.5,0.5641025641025641,0.5,0.5555555555555556,0.3333333333333333,0.07692307692307693,0.08695652173913043,15.634218289085545,0.3225806451612903,0.09433962264150944,0.27906976744186046,0.0958904109589041,0.14705882352941177,0.0784313725490196,0.4074074074074074,0.35,0.5897435897435898,0.6956521739130435,0.7619047619047619,0.6875,0.15384615384615385,0.2564102564102564,0.6,1.0,0.5,0.5897435897435898,0.48986410256410257,0.5103000000000001,0.5044,0.13636363636363635,0.13636363636363635,0.04,5.912820512820512,0.10810810810810811,4.0,2.0,4.0,,,,,,,,5.0,,10.0,,,8.0,,,1.0,,1.0,,1.0,,2.0,4.0,,6.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,,7.0,1.0,1.0,5.0,3.0,5.0,2.0,,,,0.5,0.5,0.5,,0.16666666666666666,,0.5,0.6,,0.16666666666666666,0.1,0.047619047619047616,0.12,0.19230769230769232,0.22727272727272727,0.07142857142857142,0.07142857142857142,0.3333333333333333,0.4,0.4,0.4,0.75,,,,,,,,,0.6666666666666666,,,,0.2,,,,,,,,,,2.0,,5.0,5.0,1.0,,,,,,,,,,,,,1.0,,,,0.06666666666666667,,,2.0,True,,,
915,1610612755,Rodney Rogers,Rodney Rogers,915,PHI,1491.0,25,-4,44,49,12,22,6.0,93,,,,,,,1.0,1.0,1.0,2.0,10.0,50,1.0,,,2.0,2.0,2.0,,,,2.0,4.0,,4.0,,,,,1.0,3.0,,2.0,,,,2.0,12,,1.0,1.0,1.0,,0.8,,0.8333333333333334,1.0,,,13.461538461538462,0.14285714285714285,,0.19047619047619047,,,,0.25,0.16666666666666666,,,,,,0.2,,,,0.8,0.4732,0.3617,,,,0.2,19.5,0.2727272727272727,,,1.0,,,2.0,4.0,,2.0,4.0,1.0,,2.0,,6.0,,4.0,2.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,1.0,1.0,0.8,,,1.0,,,0.2857142857142857,,,,,0.3333333333333333,0.25,,,,1.0,1.0,1.0,,,,,0.8,0.5,0.5,1.0,,,,0.5,0.2,25.525,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,1788.0,30,-3,58,54,17,17,7.0,112,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,4.0,10.0,61,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,,1.0,2.0,1.0,3.0,,,3.0,,5.0,6.0,2.0,4.0,,,2.0,4.0,17,,0.6666666666666666,1.0,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.5,21.538461538461537,0.05555555555555555,,0.08,0.037037037037037035,,,,,0.5714285714285714,0.5,1.0,0.5,0.14285714285714285,0.2857142857142857,1.0,0.5,1.0,0.5714285714285714,0.5092,,0.5568,0.2222222222222222,0.2222222222222222,0.4,6.514285714285713,0.29310344827586204,1.0,1.0,,,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,,0.5,0.4,,,0.14285714285714285,0.125,,0.2,0.3333333333333333,0.2,,,1.0,1.0,,,,,,,,,,,,1.0,,,,0.2,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,,False,,,
