EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,FTDefRebounds,LostBallSteals,Offensive Fouls,BlockedAtRim,DefFTReboundPct,DefArc3ReboundPct,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,OffTwoPtRebounds,FTOffRebounds,OffRebounds,PenaltyFg2Pct,PenaltyEfgPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsPutbacks,OffThreePtRebounds,LostBallTurnovers,RecoveredBlocks,PenaltyFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SelfOReb,Loose Ball Fouls,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceTurnovers,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Travels,SecondChanceAtRimPctAssisted,HeaveAttempts,Defensive 3 Seconds Violations,OffensiveGoaltends
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,6089.0,101,-38.0,202,203,31,72.0,24.0,405,7.0,8.0,1.0,1.0,3.0,8.0,12.0,2.0,2.0,8.0,17.0,1.0,16.0,23.0,10.0,19.0,2.0,64.0,259,1.0,2.0,2.0,1.0,8.0,24.0,18.0,12.0,17.0,8.0,1.0,13.0,3.0,16.0,2.0,1.0,5.0,3.0,5.0,35.0,1.0,5.0,6.0,6.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,8.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,31,3.0,0.25,0.25,0.6,0.5263157894736842,0.5263157894736842,0.6956521739130435,0.5,0.7380952380952381,0.5,0.75,0.5,0.4523809523809524,0.043478260869565216,0.125,21.645021645021643,0.5,0.08620689655172414,0.041666666666666664,0.07317073170731707,0.09523809523809523,0.125,0.047619047619047616,0.1,0.19047619047619047,0.875,1.0,0.2857142857142857,0.07142857142857142,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.25,0.047619047619047616,1.0,1.0,0.5,0.40476190476190477,0.47058823529411764,0.47058823529411764,0.625,0.5,1.0,0.6428571428571429,0.47058823529411764,0.5201365853658536,0.4542,0.5499,0.023809523809523808,0.043478260869565216,0.03125,12.07391304347826,26.38421052631579,0.15346534653465346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,265.0,4,1.0,8,6,2,,,14,,,,,,,,,,,,,,,,,2.0,2.0,8,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,2,,,,,,,,,,,1.0,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,1943.0,32,-10.0,66,64,16,33.0,7.0,130,,1.0,,,,,,,1.0,3.0,4.0,,,1.0,3.0,5.0,2.0,11.0,85,,,,,,,9.0,,4.0,3.0,1.0,,1.0,1.0,1.0,,,,,3.0,2.0,1.0,4.0,4.0,2.0,1.0,,,,4.0,,,4.0,3.0,1.0,6.0,2.0,,,1.0,16,,,,1.0,0.6,0.6,,,0.75,,0.7857142857142857,,0.8333333333333334,1.0,1.0,14.864864864864865,,0.058823529411764705,0.2222222222222222,0.11538461538461539,,0.1,,0.25,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,0.6666666666666666,0.75,0.75,1.0,,,1.0,0.75,0.48089166666666666,,,0.14285714285714285,0.5,,,24.160000000000004,0.24242424242424243,2.0,2.0,,1.0,,1.0,2.0,1.0,0.18181818181818182,1.0,1.0,4.0,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,1879.0,31,-9.0,63,60,25,34.0,6.0,123,,2.0,1.0,3.0,5.0,,1.0,,,,2.0,2.0,3.0,8.0,,2.0,3.0,9.0,79,1.0,2.0,2.0,2.0,2.0,4.0,,,2.0,,,1.0,,1.0,,,,1.0,,2.0,1.0,3.0,4.0,6.0,,,1.0,,1.0,,,,1.0,1.0,5.0,6.0,5.0,1.0,,2.0,25,,0.3333333333333333,0.3333333333333333,,,,0.375,0.5,0.3,0.5,0.375,0.5,0.2,,,18.055555555555557,1.0,0.2,0.1,0.16,,,0.375,,0.2,,,,0.5,0.6,0.6,0.1,,,,,,,,0.2,,,,0.5,0.5,0.4,,0.395625,0.4787,0.3796375,0.18181818181818182,0.2222222222222222,0.2222222222222222,9.075000000000001,25.95,0.3968253968253968,2.0,4.0,1.0,,,,4.0,0.4,0.4444444444444444,,,,,,0.1,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.25,0.25,0.04,0.034482758620689655,0.1111111111111111,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,7093.0,118,-38.0,234,231,41,83.0,26.0,465,8.0,13.0,7.0,3.0,7.0,1.0,4.0,1.0,4.0,,3.0,1.0,12.0,24.0,1.0,7.0,2.0,29.0,299,3.0,7.0,6.0,2.0,12.0,12.0,3.0,,3.0,,4.0,4.0,2.0,6.0,2.0,,1.0,1.0,2.0,14.0,2.0,12.0,17.0,27.0,2.0,1.0,3.0,,2.0,1.0,,1.0,4.0,,11.0,14.0,5.0,1.0,,2.0,41,2.0,0.5,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,0.5,0.42857142857142855,0.43548387096774194,0.42857142857142855,0.4393939393939394,0.42857142857142855,0.22580645161290322,0.16666666666666666,0.23076923076923078,13.909774436090224,0.75,0.18181818181818182,0.06896551724137931,0.14736842105263157,0.18181818181818182,0.2,0.16666666666666666,0.09090909090909091,0.41935483870967744,0.6153846153846154,0.8,0.5,0.22580645161290322,0.42857142857142855,0.5,0.12903225806451613,0.25,0.25,1.0,0.12903225806451613,0.25,0.25,1.0,0.0967741935483871,,,,1.0,0.14285714285714285,0.6451612903225806,,0.4853193548387097,0.5614,0.4941,0.0625,0.08,0.20689655172413793,5.208333333333333,23.914285714285715,0.1752136752136752,,7.0,1.0,4.0,2.0,4.0,7.0,0.4375,0.2413793103448276,3.0,1.0,,2.0,0.3,0.05555555555555555,4.0,2.0,5.0,8.0,1.0,10.0,0.4,0.5,0.1111111111111111,0.09876543209876543,0.08490566037735849,0.14705882352941177,0.3333333333333333,0.5714285714285714,3.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,0.5,0.14285714285714285,0.04,0.03571428571428571,0.10526315789473684,0.05,0.5,0.42857142857142855,0.5,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,5210.0,87,-26.0,171,170,26,62.0,20.0,341,13.0,22.0,6.0,10.0,30.0,1.0,4.0,,,1.0,1.0,1.0,24.0,56.0,1.0,1.0,5.0,56.0,223,4.0,7.0,12.0,1.0,28.0,20.0,3.0,,1.0,1.0,5.0,6.0,2.0,8.0,2.0,,3.0,1.0,2.0,18.0,5.0,6.0,12.0,24.0,,,4.0,1.0,2.0,2.0,1.0,,6.0,,2.0,6.0,9.0,1.0,,5.0,26,3.0,0.5833333333333334,0.6666666666666666,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.4473684210526316,0.6875,0.45901639344262296,0.6666666666666666,0.017543859649122806,0.08928571428571429,0.045454545454545456,34.35897435897436,0.6666666666666666,0.11764705882352941,0.3125,0.16417910447761194,0.15789473684210525,,0.15,0.2857142857142857,0.38596491228070173,0.5909090909090909,0.6190476190476191,0.6923076923076923,0.5263157894736842,0.3333333333333333,0.38461538461538464,0.07017543859649122,0.25,0.25,1.0,,,,,0.017543859649122806,1.0,1.0,1.0,0.75,0.125,0.40350877192982454,1.0,0.44419736842105256,0.5071071428571429,0.46635625,0.08196721311475409,0.08333333333333333,0.21428571428571427,6.062499999999999,26.2,0.15204678362573099,1.0,12.0,,3.0,,3.0,12.0,0.6666666666666666,0.21428571428571427,1.0,,,3.0,0.125,0.3333333333333333,5.0,4.0,7.0,9.0,,12.0,0.5714285714285714,0.6875,,0.14516129032258066,0.1518987341772152,0.18518518518518517,0.4,0.625,3.0,4.0,,,1.0,6.0,3.0,2.0,1.0,1.0,0.13333333333333333,0.17647058823529413,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.3333333333333333,0.5,0.8,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.07692307692307693,0.125,1.0,1.0,1.0,,,,,,True,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,659.0,11,-16.0,21,22,2,4.0,2.0,43,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,2.0,3.0,,,,4.0,32,1.0,1.0,2.0,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,2,,,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.5,,,,25.0,0.5,,0.25,0.125,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,,,,,,1.0,,0.3333333333333333,,0.4653333333333333,0.5711,,0.25,0.25,0.5,8.5,,0.09523809523809523,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.14285714285714285,0.1,,,,1.0,,,,,2.0,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,5443.0,91,-37.0,181,178,34,56.0,24.0,359,4.0,7.0,,,1.0,5.0,10.0,1.0,2.0,6.0,11.0,4.0,9.0,18.0,7.0,13.0,2.0,41.0,235,,1.0,,5.0,12.0,6.0,12.0,9.0,11.0,6.0,2.0,8.0,2.0,10.0,1.0,1.0,3.0,1.0,4.0,22.0,2.0,7.0,9.0,9.0,,,1.0,,1.0,3.0,1.0,1.0,4.0,1.0,2.0,7.0,2.0,,,1.0,34,2.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5384615384615384,0.5384615384615384,0.5,,0.6290322580645161,,0.640625,,0.41935483870967744,0.1111111111111111,0.2857142857142857,17.061611374407583,0.25,0.1346153846153846,0.1,0.125,0.10526315789473684,,0.2777777777777778,0.14285714285714285,0.22580645161290322,0.5714285714285714,0.8,0.25,0.03225806451612903,,,0.3225806451612903,0.5,0.5,1.0,0.06451612903225806,0.5,0.5,1.0,0.3548387096774194,0.5454545454545454,0.6,0.5,,0.5,0.6451612903225806,0.5454545454545454,0.49192580645161293,0.385775,0.522775,0.03125,0.05263157894736842,,12.055555555555554,25.569230769230767,0.1878453038674033,,14.0,,3.0,1.0,3.0,14.0,0.875,0.34146341463414637,,,1.0,2.0,,0.07692307692307693,2.0,1.0,3.0,,,,0.3333333333333333,0.875,,,,,,0.25,,1.0,1.0,1.0,4.0,,,,1.0,0.8,,,,,,0.3333333333333333,,0.5,0.125,1.0,,1.0,3.0,,1.0,,,,,,,0.5,,,0.75,,1.0,0.07692307692307693,0.09090909090909091,,True,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,4128.0,69,-5.0,136,134,11,29.0,14.0,270,3.0,8.0,3.0,5.0,8.0,5.0,7.0,,,,,,13.0,23.0,,,1.0,27.0,163,1.0,4.0,3.0,,16.0,10.0,,,,,3.0,5.0,4.0,9.0,4.0,,4.0,1.0,,22.0,4.0,5.0,11.0,14.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,8.0,9.0,2.0,,,1.0,11,,0.6153846153846154,0.6666666666666666,,,,0.5652173913043478,0.25,0.5652173913043478,0.25,0.5625,0.3,,0.13043478260869565,0.375,17.105263157894736,0.5,0.1111111111111111,0.21052631578947367,0.140625,0.05263157894736842,0.18181818181818182,0.13333333333333333,0.25,0.34782608695652173,0.375,0.6,0.6666666666666666,0.34782608695652173,0.625,0.625,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.8,,,,,,,,,0.75,,0.34782608695652173,,0.4553913043478261,0.5209,0.3735,0.041666666666666664,0.041666666666666664,0.1111111111111111,8.347826086956523,,0.08088235294117647,1.0,1.0,,1.0,,1.0,1.0,0.25,0.037037037037037035,2.0,1.0,,1.0,0.3333333333333333,0.18181818181818182,,,1.0,2.0,,3.0,,,,0.05128205128205128,0.05660377358490566,0.05263157894736842,0.4,,1.0,,,,,2.0,1.0,,1.0,,,0.07142857142857142,0.07692307692307693,,0.1,1.0,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,True,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,1752.0,29,-12.0,56,59,7,31.0,5.0,115,,3.0,1.0,2.0,3.0,,1.0,,,1.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,9.0,72,,1.0,,1.0,,4.0,3.0,,2.0,1.0,2.0,1.0,,1.0,,,1.0,,,2.0,2.0,3.0,5.0,6.0,1.0,1.0,,,,,,,,,3.0,4.0,2.0,,,1.0,7,1.0,,,1.0,0.5,0.5,0.2857142857142857,,0.3888888888888889,,0.45,,0.2222222222222222,0.2857142857142857,0.6666666666666666,16.129032258064516,,0.2727272727272727,0.25,0.2631578947368421,,0.3333333333333333,0.4,0.25,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,,,,,,,,0.2222222222222222,0.5,0.5,1.0,1.0,0.3333333333333333,0.5555555555555556,0.5,0.44760000000000005,0.4969,0.39043333333333335,0.1,0.125,,5.757142857142858,25.15,0.125,,2.0,,,,,2.0,0.3333333333333333,0.2222222222222222,,,,,,0.25,,1.0,2.0,1.0,,1.0,0.5,0.3333333333333333,,0.04,0.03571428571428571,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,
