EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,on,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefArc3ReboundPct,ShortMidRangePctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,FTOffRebounds,Travels,BlockedAtRim,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,OffThreePtRebounds,DefensiveGoaltends,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,HeaveAttempts,OffShortMidRangeReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGA,Fg3aBlocked,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceTurnovers,Defensive 3 Seconds Violations,LostBallTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,OffensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1899,1610612763,James Posey,James Posey,1899,MEM,158.0,3,-3.0,5,5,5,5,2,10,11,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,158.0,3,-3.0,5,5,5,5,2,10,11,5,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,0.75,57.14285714285714,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6278,0.63715,0.6278,0.25,0.25,0.6666666666666666,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,158.0,3,-3.0,5,5,5,5,2,10,11,5,1.0,,,,,,,1.0,1.0,,2.0,,,,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,14.285714285714285,,,,,,,,,,,,,0.3425,,0.3425,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,158.0,3,-3.0,5,5,5,5,2,10,11,5,1.0,,1.0,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,28.57142857142857,,,,,0.5,,,,,0.5,,0.5,0.45345,,0.45345,,,,,,1.0,,,,0.5,,,,8.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,158.0,3,-3.0,5,5,5,5,2,10,11,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,6952.0,116,-41.0,234,234,54,99,28,468,293,54,0.23076923076923078,7.0,11.0,,1.0,,2.0,18.0,32.0,2.0,68.0,1.0,2.0,2.0,2.0,5.0,,4.0,28.0,,1.0,1.0,9.0,,2.0,1.0,4.0,0.5625,0.5,0.4,0.6226415094339622,0.3333333333333333,0.2857142857142857,0.6320754716981132,0.3333333333333333,0.2857142857142857,22.846441947565545,0.011494252873563218,0.008928571428571428,0.03571428571428571,,0.20754716981132076,0.6363636363636364,0.875,0.3333333333333333,,0.2857142857142857,,0.6037735849056604,0.5068192307692307,0.5022,0.4470714285714286,0.018867924528301886,0.03125,0.029411764705882353,0.058823529411764705,9.0,17.0,8.0,0.2222222222222222,0.2222222222222222,0.32075471698113206,0.5294117647058824,0.5294117647058824,0.2222222222222222,11.796875000000002,15.0,21.0,6.0,48.0,False,2.0,4.0,2.0,3.0,1.0,8.0,18.0,2.0,10.0,21.0,1.0,2.0,18.0,12.0,18.0,8.0,3.0,6.0,5.0,1.0,5.0,4.0,1.0,6.0,1.0,8.0,6.0,5.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,8.0,1.0,2.0,7.0,1.0,1.0,3.0,0.6,0.47619047619047616,0.47619047619047616,0.39622641509433965,0.09375,0.2727272727272727,0.5,0.07692307692307693,0.09090909090909091,0.034482758620689655,0.07368421052631578,0.08333333333333333,0.15789473684210525,0.043478260869565216,0.09090909090909091,0.2857142857142857,0.07547169811320754,0.5,0.5,0.05660377358490566,0.6666666666666666,0.6666666666666666,0.5,0.33962264150943394,0.4444444444444444,0.4444444444444444,0.625,0.3333333333333333,0.2857142857142857,0.4444444444444444,26.447619047619046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,1566.0,26,-2.0,45,45,7,10,4,90,47,7,0.15555555555555556,3.0,3.0,,,,,4.0,9.0,6.0,14.0,1.0,1.0,2.0,,1.0,2.0,2.0,4.0,,,,4.0,,6.0,2.0,2.0,0.4444444444444444,1.0,,0.4444444444444444,1.0,,0.5833333333333334,1.0,0.5,26.0,,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.47961111111111115,0.3978,0.4271,0.18181818181818182,0.18181818181818182,0.14285714285714285,0.14285714285714285,,3.0,4.0,0.5,0.5,0.3333333333333333,,,,9.177777777777779,2.0,3.0,1.0,7.0,False,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,2.0,,4.0,2.0,2.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,0.11764705882352941,0.25,0.16,,,0.2857142857142857,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,5876.0,98,-21.0,180,183,49,72,23,363,220,49,0.2722222222222222,4.0,6.0,1.0,1.0,1.0,1.0,4.0,10.0,10.0,39.0,1.0,1.0,5.0,1.0,1.0,8.0,16.0,4.0,,,1.0,13.0,,13.0,5.0,16.0,0.4,1.0,1.0,0.58,1.0,0.5714285714285714,0.6290322580645161,0.8333333333333334,0.6666666666666666,17.475728155339805,,,,,0.24,0.6666666666666666,0.8,1.0,1.0,0.14285714285714285,1.0,0.84,0.49129,0.4454,0.5312357142857143,0.1724137931034483,0.35714285714285715,0.1282051282051282,0.41025641025641024,,3.0,4.0,0.5,0.5,0.12,,,,6.390000000000001,3.0,4.0,1.0,9.0,False,,1.0,,3.0,,7.0,12.0,5.0,7.0,15.0,,6.0,21.0,,12.0,7.0,2.0,1.0,1.0,,1.0,1.0,8.0,1.0,3.0,12.0,2.0,1.0,1.0,,,,5.0,,,5.0,4.0,3.0,14.0,1.0,,3.0,1.0,0.4666666666666667,0.4666666666666667,0.6,0.2,0.16666666666666666,,0.5,0.019230769230769232,0.3076923076923077,0.11538461538461539,,0.045454545454545456,,0.2222222222222222,0.5,0.04,,,0.12,,,,0.48,0.5833333333333334,0.5833333333333334,1.0,,0.7142857142857143,0.5833333333333334,24.599999999999998,4.0,2.0,1.0,,1.0,0.35294117647058826,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,2765.0,46,-6.0,84,86,39,25,10,170,102,39,0.4642857142857143,5.0,9.0,2.0,4.0,2.0,4.0,10.0,17.0,2.0,22.0,2.0,4.0,5.0,6.0,9.0,2.0,14.0,12.0,2.0,3.0,5.0,12.0,,5.0,2.0,14.0,0.5882352941176471,0.5,0.6666666666666666,0.5882352941176471,0.5,0.6666666666666666,0.5789473684210527,0.4166666666666667,0.7,21.649484536082475,0.10714285714285714,0.125,0.1,,0.5294117647058824,0.5555555555555556,0.625,1.0,0.5,0.4444444444444444,0.5,0.5294117647058824,0.5028764705882353,0.6678000000000001,0.49726666666666663,0.1111111111111111,0.1111111111111111,0.22727272727272727,0.6363636363636364,2.0,4.0,8.0,0.4,0.4444444444444444,0.23529411764705882,0.5,0.5,,5.341176470588235,1.0,1.0,,2.0,False,3.0,4.0,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,4.0,,7.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,1.0,,1.0,,,,,0.058823529411764705,0.1111111111111111,0.5,,0.18181818181818182,0.21428571428571427,0.19444444444444445,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4,0.23529411764705882,0.75,0.75,,,,,,,,,,,,,,1.0,,,,0.125,0.6666666666666666,,,1.0,,,,,,,,,,2.0,1.0,0.16666666666666666,0.18181818181818182,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,4541.0,76,-25.0,140,140,49,59,15,280,177,49,0.35,2.0,4.0,,1.0,,1.0,8.0,18.0,8.0,24.0,1.0,3.0,2.0,1.0,3.0,4.0,6.0,8.0,,1.0,2.0,12.0,,11.0,3.0,6.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.2,0.46153846153846156,0.3333333333333333,0.42857142857142855,17.088607594936708,0.018518518518518517,0.014492753623188406,,,0.18181818181818182,0.5,0.5,0.3333333333333333,,0.2,,0.36363636363636365,0.4027666666666666,0.43260000000000004,0.37253000000000003,0.13043478260869565,0.15789473684210525,0.08333333333333333,0.25,2.0,6.0,8.0,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,10.333333333333334,1.0,2.0,,5.0,False,4.0,8.0,,,,,4.0,2.0,,4.0,,2.0,,,3.0,,1.0,1.0,1.0,,,1.0,1.0,8.0,1.0,10.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,9.0,11.0,2.0,1.0,,,,,0.18181818181818182,0.05555555555555555,,1.0,0.16666666666666666,0.1951219512195122,0.058823529411764705,0.15517241379310345,,0.3076923076923077,0.21052631578947367,,0.5,0.36363636363636365,0.5,0.5714285714285714,,,,,0.18181818181818182,,,,,0.4,,36.325,,3.0,,,,0.0625,0.25,,,,,1.0,,,,0.125,0.16666666666666666,,,,,,,,,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,
