EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,OffensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,on,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,1534.0,26,14,46,43,7,4,5.0,89,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,10.0,6,35,3.0,2.0,6.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,3,2.0,2.0,1.0,1.0,7,1.0,1.0,0.3,0.3,0.2727272727272727,25.925925925925924,0.16666666666666666,0.10526315789473684,0.125,0.09523809523809523,0.16666666666666666,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.4,0.25,0.25,1.0,0.2,0.5,0.5,1.0,0.4,0.25,0.25,1.0,0.6666666666666666,1.0,0.4,0.45928,0.3988333333333333,0.4065,0.09090909090909091,0.09090909090909091,9.559999999999999,0.15217391304347827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,4685.0,78,12,135,136,41,61,19.0,271,3.0,3.0,,,1.0,2.0,10.0,11.0,14.0,16.0,56,135,4.0,5.0,8.0,1.0,8.0,11.0,2.0,13.0,,2.0,9.0,,4.0,7,,26.0,7.0,,41,0.2857142857142857,0.3076923076923077,0.875,0.8095238095238095,0.84375,25.30864197530864,0.17391304347826086,0.019230769230769232,0.18333333333333332,0.03125,0.034482758620689655,,0.07692307692307693,0.2857142857142857,,0.14285714285714285,1.0,1.0,0.3333333333333333,0.09523809523809523,0.5,0.5,1.0,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.2,,,0.38095238095238093,0.4683149999999999,0.4382166666666667,0.44499999999999995,0.3103448275862069,0.30434782608695654,13.800000000000002,0.3037037037037037,2.0,5.0,1.0,1.0,3.0,2.0,5.0,22.0,4.0,1.0,8.0,5.0,1.0,3.0,14.0,27.0,20.0,6.0,2.0,5.0,2.0,8.0,1.0,9.0,1.0,6.0,2.0,19.0,1.0,3.0,7.0,4.0,3.0,7.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,27.0,2.0,1.0,0.4,0.3333333333333333,0.4,1.0,1.0,0.8,0.8125,0.8,0.8928571428571429,0.23809523809523808,0.7777777777777778,0.21428571428571427,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.18181818181818182,0.3333333333333333,0.6666666666666666,0.23809523809523808,0.4,0.4,1.0,0.2,0.375,0.3333333333333333,0.4,0.3333333333333333,0.14285714285714285,0.48214285714285715,27.560000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,6444.0,107,45,186,184,45,66,28.0,370,,1.0,,,1.0,9.0,11.0,20.0,12.0,30.0,45,157,,7.0,12.0,1.0,6.0,7.0,2.0,9.0,,3.0,9.0,1.0,6.0,9,1.0,16.0,6.0,,45,0.5,0.5,0.4,0.4714285714285714,0.5232558139534884,23.21428571428571,0.0821917808219178,0.012658227848101266,0.07608695652173914,0.021739130434782608,0.025,,0.08333333333333333,0.03225806451612903,,0.02857142857142857,,,,0.2571428571428571,0.1111111111111111,0.125,,0.5714285714285714,0.55,0.55,0.5454545454545454,,,0.17142857142857143,0.407675,0.6339,0.3998777777777778,0.14634146341463414,0.16666666666666666,14.750000000000002,0.24193548387096775,1.0,3.0,1.0,,1.0,3.0,5.0,12.0,,1.0,,3.0,2.0,3.0,6.0,18.0,12.0,6.0,,3.0,1.0,6.0,1.0,7.0,,1.0,3.0,15.0,1.0,1.0,6.0,5.0,1.0,6.0,6.0,,,2.0,,,,2.0,,,,,,18.0,,0.6666666666666666,0.6,0.6666666666666666,0.6,,0.42857142857142855,,0.6,,0.6428571428571429,0.14285714285714285,0.6666666666666666,0.05263157894736842,0.07692307692307693,,0.16666666666666666,0.0625,,,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,1.0,0.1,,0.3333333333333333,,,0.4,27.439999999999998,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.06666666666666667,1.0,0.1111111111111111,0.1,0.05714285714285714,1.0,1.0,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2556,1610612738,Marcus Banks,Marcus Banks,2556,BOS,5043.0,84,-14,150,148,48,52,11.0,298,2.0,7.0,,1.0,,,4.0,8.0,6.0,15.0,23,143,,2.0,4.0,,5.0,7.0,,7.0,,1.0,5.0,1.0,2.0,11,,4.0,2.0,,48,0.3333333333333333,0.3333333333333333,0.4,0.525,0.5227272727272727,16.363636363636363,0.08196721311475409,,0.0945945945945946,,,,0.047619047619047616,0.14285714285714285,,0.35,0.2857142857142857,0.3333333333333333,,,,,,0.4,0.5,0.5,0.5,,0.25,0.6,0.5264074999999999,,0.4542375,0.09090909090909091,0.11764705882352941,10.680000000000001,0.32,3.0,4.0,,1.0,1.0,3.0,5.0,2.0,,,,,1.0,2.0,,3.0,8.0,,,4.0,3.0,6.0,,6.0,,3.0,2.0,12.0,,2.0,3.0,1.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,,0.6,0.5,0.6,,,,0.375,,0.375,0.25,0.8,0.15384615384615385,,,,,0.4,,0.2,0.75,0.75,,,0.25,1.0,0.75,,,0.13043478260869565,24.54,,1.0,,1.0,9.0,1.0,,1.0,,,0.06666666666666667,0.14285714285714285,,,0.05,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
2744,1610612738,Al Jefferson,Al Jefferson,2744,BOS,8147.0,136,24,238,234,77,98,29.0,472,12.0,27.0,13.0,3.0,5.0,13.0,,1.0,17.0,41.0,43,218,13.0,10.0,12.0,15.0,21.0,28.0,17.0,45.0,1.0,3.0,4.0,2.0,12.0,16,,12.0,7.0,,77,0.35294117647058826,0.46153846153846156,0.4146341463414634,0.4146341463414634,0.4673913043478261,18.050541516245488,0.23595505617977527,0.16129032258064516,0.22413793103448276,0.1559633027522936,0.22727272727272727,0.10714285714285714,0.1724137931034483,0.2682926829268293,0.07142857142857142,0.6585365853658537,0.4444444444444444,0.631578947368421,0.3333333333333333,0.3170731707317073,0.38461538461538464,0.45454545454545453,0.4,0.024390243902439025,,,,1.0,0.3,0.6585365853658537,0.4780756097560974,0.5850916666666667,0.3869,0.15217391304347827,0.15217391304347827,3.93170731707317,0.3235294117647059,,,,,,,,9.0,4.0,,10.0,4.0,,,1.0,9.0,22.0,,8.0,,,1.0,1.0,2.0,,1.0,,5.0,2.0,5.0,4.0,4.0,,1.0,1.0,,,1.0,,,,,8.0,5.0,2.0,8.0,5.0,9.0,2.0,,,,,0.3076923076923077,0.4,0.3076923076923077,0.4,0.35714285714285715,0.4090909090909091,,0.25,0.18518518518518517,0.125,,0.2631578947368421,0.15789473684210525,0.25,0.625,,,,,,,,,,0.23255813953488372,0.20930232558139536,,,,,,,10.0,1.0,,,,0.24390243902439024,0.2962962962962963,0.15384615384615385,0.18181818181818182,,,,,,,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,0.09523809523809523,0.3076923076923077,0.6666666666666666,,,,,,,,,,,True,,
56,1610612738,Gary Payton,Gary Payton,56,BOS,3000.0,50,44,85,83,24,40,16.0,168,6.0,10.0,,3.0,1.0,3.0,1.0,1.0,8.0,14.0,16,65,,3.0,8.0,2.0,3.0,6.0,3.0,9.0,1.0,1.0,2.0,,1.0,2,,,,,24,0.5,0.5,0.5714285714285714,0.4,0.4,20.5607476635514,0.10714285714285714,0.06060606060606061,0.09523809523809523,0.07317073170731707,0.09523809523809523,,,0.06666666666666667,0.1,0.5,0.6,0.6666666666666666,0.5,0.15,0.3333333333333333,0.3333333333333333,,0.05,1.0,1.0,1.0,,0.75,0.8,0.528428947368421,,0.5917666666666667,,,4.021428571428571,0.2823529411764706,,5.0,,,1.0,,6.0,,,,,2.0,,1.0,,4.0,8.0,,,4.0,,7.0,3.0,10.0,2.0,2.0,3.0,23.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,4.0,,,,,,,0.6666666666666666,,0.5,,0.5,0.3,0.5,0.07142857142857142,0.125,1.0,0.2857142857142857,0.08333333333333333,,,0.25,,,,,0.25,,,,,0.25,27.483333333333334,,1.0,,,,1.0,1.0,2.0,,,0.07142857142857142,0.1,,,0.05,,,,,,,,2.0,,2.0,,,,,1.0,0.3333333333333333,,,0.6666666666666666,1.0,,,,,,,,,,True,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,3238.0,54,2,95,91,32,32,8.0,186,,,,,1.0,1.0,1.0,1.0,2.0,2.0,10,91,,1.0,,1.0,,3.0,1.0,4.0,,,1.0,1.0,1.0,7,,,,,32,,,1.0,0.7142857142857143,0.7142857142857143,7.692307692307692,,0.03225806451612903,0.07317073170731707,0.02857142857142857,,,,,,,,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,1.0,1.0,,,,0.7142857142857143,0.5085785714285713,,0.464025,,,15.15,0.3368421052631579,1.0,2.0,,1.0,1.0,2.0,5.0,,,,,1.0,1.0,1.0,,5.0,4.0,6.0,,2.0,1.0,3.0,,3.0,,,,6.0,,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,5.0,4.0,1.0,0.4,1.0,0.4,,1.0,,1.25,,1.25,0.7142857142857143,1.0,0.3333333333333333,,,,0.75,,,0.2857142857142857,0.5,0.5,1.0,,0.5,1.0,0.5,,,0.5,24.160000000000004,1.0,3.0,,,,,,3.0,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,1.0,,0.09090909090909091,,,,,,,,,,,,,True,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,1858.0,31,-6,54,57,37,40,3.0,111,4.0,5.0,2.0,4.0,1.0,3.0,,2.0,5.0,10.0,11,59,2.0,7.0,4.0,2.0,3.0,3.0,2.0,5.0,,1.0,2.0,2.0,1.0,5,,1.0,1.0,,37,0.4,0.6666666666666666,0.5,0.5,0.55,21.05263157894737,0.15,0.125,0.10714285714285714,0.10526315789473684,0.25,0.125,0.2857142857142857,,,0.5,0.8,0.8,0.25,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,1.0,0.5714285714285714,0.5,0.52405,0.712,0.5230428571428571,0.1,0.1,6.159999999999999,0.6851851851851852,,,,,,,,1.0,2.0,,4.0,5.0,,,1.0,11.0,6.0,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,,2.0,1.0,11.0,3.0,,,,,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7857142857142857,,0.5,,,,0.3333333333333333,,,0.5,,,,,,,,,,0.36363636363636365,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,True,,
1711,1610612738,Raef LaFrentz,Raef LaFrentz,1711,BOS,1557.0,26,9,46,43,9,13,7.0,89,1.0,2.0,,,,,1.0,2.0,2.0,4.0,5,37,,1.0,2.0,,3.0,4.0,,4.0,,,,,1.0,2,,1.0,1.0,,9,0.5,0.5,0.5,0.3333333333333333,0.4166666666666667,11.320754716981131,0.1111111111111111,,0.125,,,,0.1111111111111111,,,0.3333333333333333,0.5,1.0,1.0,,,,,0.3333333333333333,0.5,0.5,,,,0.6666666666666666,0.5168166666666667,,0.2843,0.16666666666666666,0.25,10.1,0.1956521739130435,,2.0,,,,,2.0,1.0,,,,1.0,,,,2.0,2.0,,,2.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,0.3333333333333333,,0.2,,,0.25,0.25,,,0.3333333333333333,,,,,,,,,,0.4,24.75,,,,,,1.0,,,,,0.25,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,3213.0,54,8,93,91,18,37,17.0,184,1.0,14.0,6.0,3.0,5.0,11.0,,,6.0,25.0,15,83,6.0,3.0,6.0,5.0,4.0,8.0,7.0,15.0,1.0,1.0,4.0,1.0,,3,,,,,18,0.5,0.6,0.24,0.2777777777777778,0.2777777777777778,26.27118644067797,0.13333333333333333,0.10638297872340426,0.14285714285714285,0.12280701754385964,0.0967741935483871,0.16666666666666666,0.09090909090909091,0.15384615384615385,0.0625,0.5185185185185185,0.07142857142857142,0.08333333333333333,,0.4074074074074074,0.45454545454545453,0.5,0.6,,,,,0.8571428571428571,0.75,0.5925925925925926,0.460812962962963,0.5286,0.4812125,,,4.712,0.1935483870967742,,1.0,,,1.0,1.0,2.0,,1.0,1.0,5.0,,,1.0,,,6.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,0.5,,0.5,0.16666666666666666,,0.35714285714285715,,0.35714285714285715,,0.07407407407407407,0.75,0.16666666666666666,0.2,,0.16666666666666666,0.18181818181818182,,1.0,0.037037037037037035,,,,,0.25,,,,0.3333333333333333,,26.45,1.0,1.0,,,,3.0,,,,,0.12,0.14285714285714285,0.09090909090909091,0.2222222222222222,0.037037037037037035,1.0,1.0,1.0,,,,1.0,,,2.0,,2.0,,,,0.4,,0.16666666666666666,,,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,True,,
