EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,LongMidRangeFrequency,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTA,NonShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,ShootingFouls,Fouls,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,on,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,PenaltyArc3FGA,PtsPutbacks,Arc3Assists,OffThreePtRebounds,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceTurnovers,DefensiveGoaltends,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,259.0,4,-3.0,8,7,7,7,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,22.22222222222222,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5384,0.5384,1.0,2.8499999999999996,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,262.0,4,1.0,8,7,8,7,2.0,15,,,,,1.0,,2.0,,5.0,,2.0,,,,,,,8,,,,,,,,,20.0,,,,,,,,0.5,,,,0.36505,0.36505,,11.2,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,374.0,6,1.0,11,10,10,10,2.0,21,,1.0,,1.0,,,1.0,,9.0,,1.0,,,3.0,3.0,3.0,,10,,,,,,,,,7.692307692307692,0.5,0.42857142857142855,0.3333333333333333,1.0,,,,,1.0,,1.0,0.6557,0.6557,,1.8,0.9090909090909091,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,374.0,6,1.0,11,10,10,10,2.0,21,1.0,2.0,1.0,2.0,,1.0,2.0,4.0,9.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,10,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,30.769230769230766,0.16666666666666666,0.14285714285714285,,0.6666666666666666,0.5,0.5,1.0,,0.6666666666666666,0.5,1.0,0.6638666666666667,0.6638666666666667,1.0,1.8,0.9090909090909091,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.7385,0.5,23.6,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,294.0,5,-1.0,9,8,8,8,1.0,17,,,,,,,,2.0,9.0,,,2.0,,1.0,1.0,1.0,2.0,8,,,,,,,1.0,1.0,10.0,0.25,0.25,0.3333333333333333,,,,,,,,,,,1.0,,0.8888888888888888,,,,,,,,,2.0,,,2.0,,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,112.0,2,,3,3,2,3,,6,,,,,,,,2.0,4.0,,,,,,,,,2,,,,,,,1.0,,66.66666666666667,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1610612743,Wesley Person,Wesley Person,445,DEN,115.0,2,4.0,3,3,3,3,1.0,6,,,,,,,,,,,,,,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,80.0,1,2.0,2,2,2,2,1.0,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,5777.0,96,-30.0,185,192,59,78,18.0,377,,3.0,,1.0,3.0,1.0,7.0,8.0,193.0,,2.0,,,10.0,14.0,15.0,,59,,,0.14285714285714285,,0.25,,0.25,,9.090909090909092,0.1694915254237288,0.1686746987951807,0.07407407407407407,0.1875,,,,0.1875,0.25,,0.75,0.519225,0.48453749999999995,,7.257142857142858,0.31891891891891894,1.0,0.0625,0.3684210526315789,,1.0,6.0,2.0,9.0,,,1.0,3.0,2.0,,4.0,5.0,1.0,11.0,,,,0.375,0.375,0.5625,0.375,0.25,,,0.5,0.5915250000000001,0.375,24.01111111111111,,6.0,14.0,1.0,1.0,3.0,,,0.3333333333333333,,,1.0,1.0,0.0125,0.01020408163265306,,False,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.04,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.08333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,8871.0,148,-50.0,278,273,93,120,42.0,551,5.0,11.0,2.0,5.0,19.0,27.0,59.0,71.0,320.0,9.0,20.0,28.0,6.0,1.0,3.0,5.0,28.0,93,0.1111111111111111,0.11538461538461539,0.4576271186440678,0.45,0.4090909090909091,0.391304347826087,0.47333333333333333,0.4827586206896552,25.925925925925924,0.011494252873563218,0.024,,0.16666666666666666,0.45454545454545453,0.45454545454545453,,0.2878787878787879,0.21739130434782608,0.4,0.2727272727272727,0.43181439393939397,0.42481304347826077,0.39436619718309857,11.347457627118642,0.3345323741007194,29.0,0.4393939393939394,0.058823529411764705,1.0,1.0,1.0,,7.0,17.0,2.0,4.0,6.0,3.0,10.0,17.0,19.0,6.0,40.0,19.0,3.0,0.5,0.4,0.5,0.10606060606060606,0.015151515151515152,0.2,1.0,,,0.43642000000000003,0.08450704225352113,24.200000000000006,2.0,3.0,13.0,6.0,3.0,9.0,3.0,7.0,0.6666666666666666,0.09722222222222222,0.1076923076923077,1.0,2.0,0.00847457627118644,0.014285714285714285,,False,12.0,,,1.0,,6.0,,,1.0,48.0,,6.0,,1.0,2.0,,4.0,7.0,2.0,,4.0,2.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,0.01694915254237288,,0.05263157894736842,,,0.08,,,1.0,0.631578947368421,0.631578947368421,,,,0.09090909090909091,,,,0.2,,,,10.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.034482758620689655,0.045454545454545456,0.02127659574468085,0.125,0.08333333333333333,0.3448275862068966,0.35714285714285715,0.2,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
