EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,FTDefRebounds,BadPassSteals,Technical Free Throw Trips,DefFTReboundPct,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassTurnovers,SecondChanceTurnovers,OffShortMidRangeReboundPct,OffThreePtRebounds,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockedLongMidRange,SecondChanceFg3Pct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Travels,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,Clear Path Fouls,Defensive 3 Seconds Violations
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1646.0,27,-7,51,51,22.0,13.0,7.0,102,2.0,1.0,1.0,2.0,1.0,70,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,22.0,1.0,0.3333333333333333,6.666666666666667,1.0,0.1111111111111111,0.05263157894736842,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5966166666666667,0.48615,24.9,0.43137254901960786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,1844.0,31,-10,57,58,27.0,13.0,8.0,115,2.0,3.0,2.0,9.0,3.0,78,2.0,3.0,,6.0,,12.0,2.0,4.0,4.0,,,1.0,1.0,,,27.0,,0.25,22.388059701492537,,0.16666666666666666,0.19047619047619047,0.3333333333333333,0.16666666666666666,0.25,0.2857142857142857,0.4166666666666667,0.4613833333333333,0.4617714285714286,24.933333333333334,0.47368421052631576,1.0,1.0,1.0,3.0,6.0,2.0,1.0,4.0,2.0,5.0,19.0,3.0,5.0,1.0,4.0,13.0,2.0,6.0,3.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,13.0,0.25,0.25,0.5,0.6666666666666666,0.5,0.6666666666666666,0.4444444444444444,0.6,0.5833333333333334,0.6428571428571429,0.6785714285714286,0.7222222222222222,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.5,0.5,0.08333333333333333,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.5,0.6666666666666666,0.15384615384615385,0.2,0.6842105263157895,12.68888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612758,Brian Skinner,Brian Skinner,1730,SAC,98.0,2,4,4,3,3.0,2.0,,7,,,,,,2,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,2409.0,40,-15,76,75,37.0,18.0,11.0,151,5.0,1.0,1.0,15.0,1.0,100,1.0,1.0,1.0,3.0,,7.0,2.0,2.0,6.0,1.0,1.0,4.0,1.0,4.0,11.0,37.0,,0.0625,32.58426966292135,0.25,0.13333333333333333,0.07142857142857142,,0.3125,0.0625,0.16666666666666666,0.375,0.4446875,0.37575000000000003,26.0,0.4868421052631579,2.0,,5.0,1.0,5.0,,,6.0,,14.0,26.0,2.0,5.0,,7.0,11.0,10.0,2.0,,,,2.0,1.0,,1.0,,1.0,1.0,,3.0,18.0,,7.0,2.0,11.0,0.8333333333333334,1.0,,,,,0.4,0.4,0.375,0.3333333333333333,0.52,0.5,,0.14285714285714285,,0.4,0.5,0.3125,0.3125,0.2,0.2,1.0,,,,,,,0.30434782608695654,0.3181818181818182,0.4230769230769231,8.013333333333332,1.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.25,0.25,0.3,0.13333333333333333,0.2,0.2,0.125,0.1111111111111111,0.23076923076923078,0.07142857142857142,0.25,0.14285714285714285,1.0,0.5,0.6,0.75,1.0,0.75,0.3333333333333333,0.5120250000000001,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,1678.0,28,-3,56,52,32.0,13.0,8.0,108,6.0,1.0,1.0,15.0,1.0,69,1.0,1.0,,,,,,1.0,2.0,,,,,2.0,2.0,32.0,,0.0625,28.787878787878785,,,,,0.375,0.0625,0.1,0.4375,0.4409875,0.42636,25.5,0.5714285714285714,4.0,3.0,1.0,3.0,8.0,,,7.0,,7.0,21.0,6.0,9.0,,3.0,15.0,6.0,8.0,,,,,,,,,1.0,,,,7.0,,3.0,,15.0,0.42857142857142855,0.5,,,,,0.4666666666666667,0.6666666666666666,0.4375,0.6,0.5263157894736842,0.6363636363636364,,,,0.6666666666666666,0.6666666666666666,0.0625,0.5,0.375,0.375,0.3333333333333333,,,,0.3,,,0.15789473684210525,0.16666666666666666,0.7142857142857143,11.360000000000001,1.0,1.0,,2.0,3.0,,4.0,2.0,,,1.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.04,0.037037037037037035,0.1,,,,,0.5,,,,0.3333333333333333,1.0,0.44510000000000005,0.19047619047619047,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612758,Cuttino Mobley,Cuttino Mobley,1749,SAC,1475.0,25,-12,43,44,21.0,8.0,8.0,87,1.0,1.0,1.0,4.0,2.0,59,2.0,1.0,,2.0,,4.0,,2.0,2.0,,,,,,1.0,21.0,,0.3333333333333333,11.538461538461538,,,0.1,,0.16666666666666666,0.16666666666666666,0.25,0.5,0.44679166666666664,0.47111249999999993,24.799999999999997,0.4883720930232558,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,6.0,,2.0,1.0,,3.0,,2.0,3.0,,,2.0,,1.0,1.0,2.0,,,,,1.0,,,,3.0,,,1.0,0.5,0.5,0.5,0.25,,0.4166666666666667,0.375,0.4166666666666667,0.375,0.2,,0.2222222222222222,,,0.16666666666666666,0.3333333333333333,0.5,0.5,,,,,0.25,,,,,0.5,11.925,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,0.25,1.0,,,,,,,,,,,,,,,,0.16666666666666666,,,,1.0,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,656.0,11,-12,19,19,,,2.0,38,1.0,,,2.0,,28,,,,,,,,1.0,1.0,,,2.0,,1.0,2.0,,,,19.047619047619047,,,0.125,,0.5,,,0.5,0.46809999999999996,,,,1.0,,,,1.0,,,1.0,,,2.0,,,,,,2.0,,,,,,,,,1.0,,,1.0,2.0,,,,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,0.2,,0.2,1.0,1.0,,0.5,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,648.0,11,-6,19,20,11.0,,5.0,39,1.0,,,2.0,,26,,,,1.0,,2.0,2.0,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,11.0,,,16.666666666666668,1.0,0.4,0.375,0.5,0.5,,,0.5,0.43675,,,0.5789473684210527,,,1.0,,,,,1.0,,2.0,4.0,,,,,,,2.0,,,,1.0,,,1.0,1.0,,,,,3.0,,1.0,1.0,,,,,,,,0.5,,0.5,,0.5,,0.3333333333333333,1.0,0.5,,,0.5,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,6.4,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.1111111111111111,0.1111111111111111,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,1120.0,19,-1,38,37,23.0,14.0,6.0,75,3.0,,,5.0,,49,,,,,,,3.0,3.0,6.0,,,1.0,,3.0,5.0,23.0,1.0,,17.77777777777778,,0.42857142857142855,0.25,,0.6,,,0.6,0.51878,0.6044,,0.6052631578947368,,1.0,1.0,1.0,1.0,,,2.0,,3.0,7.0,,1.0,,3.0,3.0,2.0,2.0,,,,,,,,,,,,1.0,4.0,,1.0,1.0,3.0,0.5,0.5,,,,,0.4,,0.4,,0.5,0.5,,0.5,,,,0.2,0.2,1.0,1.0,1.0,,,,1.0,,,0.16666666666666666,0.16666666666666666,0.42857142857142855,5.619999999999999,,2.0,1.0,1.0,3.0,,2.0,,1.0,,2.0,3.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,,0.15384615384615385,0.17647058823529413,0.14285714285714285,,0.6666666666666666,,,,1.0,1.0,,0.6666666666666666,,0.48025,0.2857142857142857,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.25,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612758,Maurice Evans,Maurice Evans,2230,SAC,323.0,5,-8,12,11,6.0,6.0,,23,,,,,,14,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
