EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,Fg2aBlocked,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,ShootingFouls,NonShootingFoulsDrawn,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,AtRimAssists,BadPassOutOfBoundsTurnovers,SecondChanceArc3Frequency,ThreePtAssists,Arc3Assists,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,LostBallTurnovers,PtsAssisted3s,Assisted3sPct,Arc3PctAssisted,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,3SecondViolations,LongMidRangePctBlocked,HeaveMakes,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3
109,1610612759,Robert Horry,Robert Horry,109,SAS,435.0,7,1.0,16,14,6.0,6,2.0,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,14,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,27.77777777777778,0.5,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5232,0.44200000000000006,0.5,9.8,24.9,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,470.0,8,-4.0,16,15,2.0,9,3.0,31,1.0,1.0,,1.0,,,1.0,2.0,,2.0,15,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,,0.5,,0.5,,,10.0,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,,0.5,0.48465,,,10.25,,0.125,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,607.0,10,-7.0,20,21,6.0,12,2.0,41,,2.0,2.0,3.0,,,2.0,6.0,,5.0,25,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,3.0,6.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.35714285714285715,0.5,,30.434782608695652,,,,,,,,,,0.3333333333333333,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,,,0.3333333333333333,0.47705,0.38425,0.6,11.416666666666666,,0.3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,1063.0,18,-1.0,34,32,28.0,32,4.0,66,2.0,4.0,,2.0,1.0,1.0,2.0,7.0,1.0,7.0,28,2.0,6.0,1.0,7.0,4.0,1.0,,,1.0,,1.0,,,,,,,,,,,,7.0,28.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.4375,0.5,0.4375,0.5,0.125,21.05263157894737,,,,,,,,,,0.5,0.5,0.5,1.0,0.25,,,,0.125,0.14285714285714285,0.625,0.46264375,0.4736642857142857,1.0,7.771428571428571,24.2,0.8235294117647058,,1.0,,,,1.0,1.0,,,,,0.125,,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,1.0,1.0,0.5267,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1610612759,Tony Massenburg,Tony Massenburg,763,SAS,1670.0,28,-6.0,54,53,37.0,39,8.0,107,1.0,1.0,,3.0,,,1.0,6.0,,3.0,55,,5.0,,1.0,,,2.0,4.0,7.0,4.0,11.0,,,,,,,,,,,,1.0,37.0,,,0.16666666666666666,,0.16666666666666666,,0.21428571428571427,0.08333333333333333,,11.11111111111111,,0.19047619047619047,0.3333333333333333,0.2,0.12903225806451613,0.3333333333333333,,0.4,,0.16666666666666666,1.0,1.0,,0.5,,,,,,0.16666666666666666,0.41204999999999997,0.36094,0.3333333333333333,10.366666666666667,,0.6851851851851852,2.0,2.0,1.0,1.0,,,,2.0,,,,0.3333333333333333,,,1.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,,2.0,2.0,1.0,1.0,,,,0.5,0.5,0.5,0.5,,,0.5,1.0,,,,,,,0.6666666666666666,2.0,2.0,1.0,1.0,1.0,0.08,0.25,0.16666666666666666,0.1,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,731.0,12,-3.0,26,23,19.0,15,5.0,49,,,,,2.0,1.0,,,2.0,,20,,,1.0,,,2.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,19.0,,,,,,,,,1.0,9.67741935483871,,,,,0.06666666666666667,,,,,,,,,,,,,1.0,1.0,1.0,0.48577499999999996,0.4068,,,24.95,0.7307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,0.56475,,,1.0,,,,0.09090909090909091,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,942.0,16,1.0,30,28,27.0,23,6.0,58,2.0,2.0,,,1.0,1.0,2.0,4.0,1.0,8.0,30,1.0,3.0,1.0,6.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,6.0,27.0,,,0.5,0.3333333333333333,0.4,0.25,0.5714285714285714,0.5,0.2,19.444444444444446,,0.18181818181818182,,0.13333333333333333,0.058823529411764705,,,0.3333333333333333,,0.4,1.0,1.0,,,,,,0.2,0.25,0.6,0.3945,0.3509,0.75,5.15,24.8,0.9,4.0,2.0,4.0,4.0,,,,4.0,,,,0.4,,,,,1.0,1.0,,,,,,,,,,2.0,3.0,,7.0,,,,,,,,,,,,,,,,,0.25,1.0,,,,,,1.0,,,2.0,0.07692307692307693,,,0.14285714285714285,0.3333333333333333,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,475.0,8,-7.0,14,17,7.0,6,3.0,31,,,,,2.0,,,1.0,2.0,9.0,27,,,,4.0,,2.0,,2.0,3.0,,3.0,,,,,,,,,,,,4.0,7.0,,,,,0.5,,0.75,1.0,0.6666666666666666,33.333333333333336,,0.4,,0.4,,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,0.4155333333333333,,0.4444444444444444,5.6,26.6,0.5,,1.0,6.0,4.0,1.0,,,6.0,2.0,1.0,,0.3333333333333333,0.4,0.6666666666666666,,,,,1.0,,1.0,,,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,0.5,,0.5,,1.5,1.5,0.5,0.5,0.5,,,,,,,0.5,0.40755,0.3333333333333333,,,,1.0,1.0,,,,,0.6666666666666666,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,142.0,2,-3.0,4,5,,2,2.0,9,,2.0,,,,,,3.0,,,8,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,42.857142857142854,,,,,0.2,,,,,0.6666666666666666,,,,,,,,,,0.6666666666666666,0.5314,,,2.3333333333333335,,,,1.0,,,3.0,,,,,1.0,1.0,0.3333333333333333,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.6194,,,1.0,,,,0.25,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,1093.0,18,-4.0,34,34,31.0,31,4.0,68,,,,1.0,,,,2.0,,,33,,2.0,,,,,1.0,3.0,4.0,1.0,5.0,1.0,,,,1.0,,,,,,,,31.0,,,,,,,,,,10.526315789473685,1.0,0.23076923076923078,0.5,0.23529411764705882,0.05263157894736842,0.5,,0.25,,,,,,0.5,,,,,,,0.32595,0.32595,,11.0,,0.9117647058823529,,1.0,,,,,,2.0,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,0.25,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
