EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallTurnovers,ShortMidRangePctBlocked,3SecondViolations,LongMidRangePctBlocked,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,on,HeaveMakes
109,1610612759,Robert Horry,Robert Horry,109,SAS,26335.0,439,57,781,786,308,248,112,1567,19.0,30.0,7.0,11.0,7.0,10.0,4.0,17.0,3.0,7.0,11.0,20.0,3.0,6.0,5.0,8.0,22.0,48.0,1.0,4.0,11.0,22.0,26.0,54,33.0,68.0,12.0,163,864,8.0,13.0,4.0,10.0,1.0,29.0,10.0,16.0,16.0,30.0,10.0,78.0,28.0,24.0,90.0,9.0,10.0,48.0,22.0,2.0,1.0,24.0,9.0,33.0,4.0,5.0,14.0,5.0,5.0,75.0,8.0,22.0,1.0,5.0,36.0,12.0,53,31.0,84,2.0,15.0,9.0,6.0,5.0,1.0,5.0,10.0,1.0,2.0,15.0,2.0,9.0,16.0,41.0,1.0,4.0,18.0,2.0,6.0,4.0,13.0,1.0,1.0,10.0,1.0,2.0,14.0,6.0,2.0,2.0,78.0,308,6.0,0.5384615384615384,0.6666666666666666,0.9090909090909091,0.4852941176470588,0.4,0.5333333333333333,0.4852941176470588,0.48148148148148145,0.6153846153846154,0.625,0.6188524590163934,0.6086956521739131,0.7391304347826086,0.6269230769230769,0.6041666666666666,0.75,0.5573770491803278,0.014705882352941176,0.037037037037037035,0.06666666666666667,0.020833333333333332,15.88170865279299,0.3333333333333333,0.4444444444444444,0.02857142857142857,0.11960132890365449,0.0944206008583691,0.07692307692307693,0.06666666666666667,0.11202185792349727,0.08498583569405099,0.09302325581395349,0.08235294117647059,0.11290322580645161,0.05405405405405406,0.08695652173913043,0.1111111111111111,0.16494845360824742,0.08333333333333333,0.06521739130434782,0.10526315789473684,0.03389830508474576,0.42857142857142855,0.2459016393442623,0.6333333333333333,0.6785714285714286,0.5263157894736842,0.13934426229508196,0.23529411764705882,0.23529411764705882,0.25,0.05737704918032787,0.42857142857142855,0.42857142857142855,1.0,0.16393442622950818,0.55,0.55,0.9090909090909091,0.39344262295081966,0.4583333333333333,0.46808510638297873,0.9090909090909091,0.4782608695652174,0.6363636363636364,0.14285714285714285,0.2608695652173913,0.5,0.6666666666666666,0.17391304347826086,0.25,1.0,0.21739130434782608,0.7,0.17391304347826086,0.625,0.4782608695652174,0.5,0.8032786885245902,0.4583333333333333,0.5064754098360655,0.589,0.509575,0.047619047619047616,0.10344827586206896,0.17791411042944785,0.4785276073619632,5.4833333333333325,24.585294117647052,0.39436619718309857,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,48852.0,814,-3,1454,1467,387,331,205,2921,8.0,19.0,,1.0,2.0,4.0,3.0,16.0,6.0,26.0,24.0,55.0,,3.0,7.0,13.0,5.0,12.0,1.0,4.0,1.0,1.0,17.0,61,29.0,67.0,11.0,132,1594,,6.0,1.0,7.0,,3.0,6.0,12.0,8.0,14.0,8.0,44.0,18.0,16.0,87.0,,,12.0,5.0,8.0,,31.0,5.0,36.0,3.0,2.0,16.0,7.0,8.0,77.0,1.0,8.0,,9.0,42.0,6.0,57,9.0,66,,11.0,7.0,4.0,9.0,1.0,5.0,6.0,1.0,,15.0,,1.0,21.0,77.0,5.0,4.0,17.0,,4.0,5.0,11.0,2.0,2.0,5.0,3.0,3.0,13.0,6.0,,1.0,44.0,387,11.0,0.5294117647058824,0.5294117647058824,1.0,0.43283582089552236,0.14285714285714285,0.5714285714285714,0.43283582089552236,0.2786885245901639,,0.5,0.47265625,0.11538461538461539,0.6923076923076923,0.48175182481751827,0.11538461538461539,0.6875,0.5234375,,0.13114754098360656,0.15789473684210525,,8.871915393654524,0.6,0.13636363636363635,,0.07106598984771574,0.015503875968992248,0.072,0.006060606060606061,0.0712290502793296,0.013215859030837005,0.005780346820809248,0.030612244897959183,0.006802721088435374,0.00980392156862745,,0.04,0.06467661691542288,0.11052631578947368,0.05555555555555555,0.11428571428571428,,0.46153846153846156,0.1484375,0.42105263157894735,0.5,0.25,0.125,0.1875,0.2727272727272727,0.3333333333333333,0.203125,0.23076923076923078,0.23076923076923078,1.0,0.4296875,0.43636363636363634,0.43636363636363634,1.0,0.09375,0.4166666666666667,0.4166666666666667,1.0,0.07692307692307693,,,0.23076923076923078,,,0.3076923076923077,0.25,1.0,0.15384615384615385,0.5,0.5,0.5384615384615384,0.038461538461538464,1.0,0.671875,0.4166666666666667,0.49273632812499985,0.4712272727272728,0.49379038461538466,0.030303030303030304,0.06153846153846154,0.022727272727272728,0.3333333333333333,10.647540983606557,23.670149253731342,0.266162310866575,4.0,0.3125,,,,,,,,,True,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,40159.0,669,-11,1187,1190,288,242,171,2377,77.0,123.0,31.0,46.0,16.0,26.0,55.0,145.0,18.0,62.0,,,,,,,1.0,3.0,,1.0,1.0,1.0,150.0,330,1.0,3.0,115.0,418,1307,39.0,72.0,,1.0,16.0,94.0,32.0,75.0,1.0,1.0,43.0,110.0,154.0,146.0,3.0,,52.0,3.0,1.0,31.0,,26.0,20.0,46.0,12.0,8.0,19.0,4.0,3.0,112.0,19.0,45.0,3.0,19.0,115.0,13.0,147,67.0,214,10.0,5.0,3.0,2.0,28.0,3.0,8.0,19.0,3.0,2.0,47.0,4.0,6.0,29.0,50.0,6.0,7.0,165.0,14.0,77.0,13.0,35.0,,,21.0,2.0,12.0,35.0,20.0,,1.0,110.0,288,1.0,0.5133333333333333,0.6209677419354839,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.45454545454545453,0.5416666666666666,0.4266666666666667,0.45495495495495497,0.5342465753424658,0.4407894736842105,0.511002444987775,0.5595238095238095,0.5288461538461539,0.009009009009009009,,0.09393939393939393,0.14634146341463414,,32.59312320916905,0.5957446808510638,0.41935483870967744,0.06521739130434782,0.2366255144032922,0.10227272727272728,0.18269230769230768,0.15079365079365079,0.2271186440677966,0.11307420494699646,0.2080536912751678,0.058823529411764705,0.03305785123966942,0.12987012987012986,0.1836734693877551,0.2891566265060241,0.2261904761904762,0.19078947368421054,0.189873417721519,0.16,0.06666666666666667,0.5714285714285714,0.36936936936936937,0.6260162601626016,0.7333333333333333,0.5194805194805194,0.43543543543543545,0.3793103448275862,0.41353383458646614,0.38181818181818183,0.18618618618618618,0.2903225806451613,0.29508196721311475,0.8888888888888888,,,,,0.009009009009009009,0.3333333333333333,0.3333333333333333,1.0,0.6301369863013698,0.6739130434782609,0.22580645161290322,,,,0.0136986301369863,,,0.34210526315789475,0.6153846153846154,,,0.013157894736842105,1.0,0.3783783783783784,0.3333333333333333,0.44648768768768776,0.4971483606557377,0.43729473684210535,0.19444444444444445,0.19592875318066158,0.22488038277511962,0.2631578947368421,7.0627272727272725,25.46666666666667,0.2426284751474305,20.0,0.08275862068965517,2.0,0.016129032258064516,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,31792.0,530,60,966,961,276,232,134,1927,48.0,71.0,4.0,7.0,7.0,19.0,12.0,31.0,6.0,20.0,9.0,18.0,,2.0,3.0,6.0,23.0,50.0,3.0,4.0,6.0,16.0,66.0,122,32.0,68.0,94.0,322,1034,5.0,12.0,3.0,6.0,12.0,31.0,11.0,32.0,9.0,22.0,44.0,93.0,34.0,98.0,72.0,24.0,4.0,48.0,23.0,12.0,,44.0,22.0,66.0,12.0,10.0,25.0,7.0,12.0,154.0,4.0,10.0,2.0,19.0,51.0,5.0,75,16.0,91,1.0,17.0,11.0,6.0,28.0,8.0,24.0,16.0,1.0,,44.0,5.0,9.0,16.0,46.0,,4.0,117.0,9.0,38.0,18.0,3.0,,,3.0,,,3.0,2.0,,,93.0,276,6.0,0.25757575757575757,0.265625,0.75,0.47058823529411764,0.5,0.4090909090909091,0.48484848484848486,0.5409836065573771,0.4166666666666667,0.34375,0.6,0.5277777777777778,0.4537037037037037,0.6533613445378151,0.62,0.5432098765432098,0.35789473684210527,,0.09836065573770492,0.11267605633802817,,25.17857142857143,0.6363636363636364,0.21739130434782608,0.05128205128205128,0.1356382978723404,0.029940119760479042,0.20212765957446807,0.04040404040404041,0.14893617021276595,0.03233256351039261,0.01639344262295082,0.024390243902439025,0.056179775280898875,0.03571428571428571,0.046511627906976744,0.1076923076923077,0.13953488372093023,0.1623931623931624,0.21739130434782608,0.16,0.012987012987012988,0.6666666666666666,0.3736842105263158,0.676056338028169,0.7619047619047619,0.22916666666666666,0.1631578947368421,0.3870967741935484,0.42857142857142855,0.3333333333333333,0.10526315789473684,0.3,0.3157894736842105,0.3333333333333333,0.09473684210526316,0.5,0.5,0.8888888888888888,0.2631578947368421,0.46,0.46,0.6956521739130435,0.3888888888888889,0.5714285714285714,0.25,0.1111111111111111,,,0.2222222222222222,0.75,0.6666666666666666,0.35185185185185186,0.3684210526315789,0.1111111111111111,0.5,0.2962962962962963,0.375,0.7315789473684211,0.4791666666666667,0.49562127659574473,0.48784666666666665,0.4886679245283019,0.17727272727272728,0.25165562913907286,0.09627329192546584,0.2888198757763975,5.561475409836065,25.602941176470587,0.2857142857142857,4.0,0.0967741935483871,,0.05,2.0,12.0,1.0,0.014492753623188406,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,41916.0,699,-10,1251,1258,319,273,172,2509,70.0,110.0,5.0,5.0,19.0,27.0,17.0,54.0,40.0,96.0,3.0,5.0,1.0,1.0,,1.0,4.0,27.0,,2.0,1.0,9.0,127.0,260,7.0,32.0,38.0,313,1397,7.0,16.0,1.0,3.0,5.0,22.0,30.0,57.0,1.0,10.0,9.0,72.0,82.0,172.0,15.0,6.0,4.0,27.0,4.0,24.0,,46.0,37.0,83.0,17.0,20.0,25.0,9.0,12.0,203.0,4.0,5.0,1.0,12.0,37.0,,49,10.0,59,3.0,11.0,7.0,4.0,22.0,5.0,15.0,33.0,5.0,11.0,55.0,6.0,13.0,20.0,54.0,2.0,7.0,64.0,8.0,28.0,8.0,2.0,,,1.0,,1.0,2.0,1.0,,,72.0,319,11.0,0.3228346456692913,0.328,0.7142857142857143,0.21875,0.3333333333333333,0.1,0.21875,0.48846153846153845,0.4375,0.5263157894736842,0.4708904109589041,0.4473684210526316,0.4701492537313433,0.4890625,0.5,0.46153846153846156,0.1095890410958904,,0.09230769230769231,0.16363636363636364,,25.684931506849317,0.4,,0.02040816326530612,0.07269155206286837,0.011312217194570135,0.11214953271028037,0.029411764705882353,0.07954545454545454,0.015570934256055362,0.013422818791946308,0.01818181818181818,,0.011363636363636364,0.0625,0.05421686746987952,0.06077348066298342,0.10493827160493827,0.12658227848101267,0.07142857142857142,0.023255813953488372,0.5,0.3767123287671233,0.6363636363636364,0.7608695652173914,0.32857142857142857,0.18493150684931506,0.3148148148148148,0.3469387755102041,0.11764705882352941,0.3287671232876712,0.4166666666666667,0.42105263157894735,0.4,0.017123287671232876,0.6,0.6,1.0,0.09246575342465753,0.14814814814814814,0.14814814814814814,0.5,0.2631578947368421,1.0,0.2,0.05263157894736842,1.0,1.0,0.10526315789473684,,,0.40298507462686567,0.7037037037037037,0.014925373134328358,,0.13432835820895522,0.1111111111111111,0.4863013698630137,0.14814814814814814,0.48796934931506875,0.41739499999999996,0.47313134328358214,0.08974358974358974,0.1,0.07028753993610223,0.23003194888178913,8.753076923076923,25.099999999999998,0.25499600319744203,7.0,0.09259259259259259,,0.010416666666666666,,,,,1.0,,True,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,5589.0,93,2,165,172,65,60,29,337,6.0,10.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,6.0,1.0,6.0,,1.0,1.0,4.0,3.0,10.0,,1.0,1.0,6.0,9.0,21,4.0,16.0,5.0,35,162,1.0,2.0,,2.0,2.0,4.0,2.0,5.0,2.0,10.0,3.0,13.0,8.0,10.0,12.0,,,9.0,3.0,2.0,,7.0,3.0,10.0,2.0,1.0,5.0,,2.0,23.0,,2.0,,3.0,3.0,,6,2.0,8,,2.0,1.0,1.0,9.0,1.0,3.0,1.0,,,10.0,1.0,4.0,3.0,7.0,,,6.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,,13.0,65,,0.4444444444444444,0.4444444444444444,1.0,0.25,,0.2,0.26666666666666666,0.42857142857142855,0.5,0.4,0.40540540540540543,0.25,0.3333333333333333,0.4375,0.4,0.38235294117647056,0.43243243243243246,,0.09523809523809523,0.1,,25.0,0.9,,,0.046875,0.03333333333333333,0.1875,,0.075,0.02247191011235955,0.05555555555555555,,0.058823529411764705,,,0.06666666666666667,0.07142857142857142,,0.2,0.16666666666666666,,,0.2702702702702703,0.6,0.6666666666666666,0.5,0.13513513513513514,0.2,0.2,,0.16216216216216217,0.3333333333333333,0.4,0.5,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,0.2702702702702703,0.3,0.3,1.0,0.5,0.5,,0.25,,,0.25,,,0.2,0.6666666666666666,0.26666666666666666,0.25,0.4,0.16666666666666666,0.7027027027027027,0.3333333333333333,0.5016055555555556,0.5415833333333334,0.49818571428571434,0.02631578947368421,0.045454545454545456,0.11428571428571428,0.37142857142857144,8.242857142857142,25.656249999999993,0.3939393939393939,6.0,,,0.16666666666666666,1.0,,,,,,True,
699,1610612759,Brent Barry,Brent Barry,699,SAS,18771.0,313,-67,551,571,138,126,72,1122,6.0,13.0,1.0,1.0,1.0,4.0,4.0,8.0,2.0,5.0,3.0,9.0,,1.0,,3.0,8.0,23.0,,,2.0,5.0,12.0,26,11.0,32.0,7.0,64,627,3.0,4.0,,1.0,5.0,11.0,1.0,4.0,2.0,8.0,3.0,11.0,18.0,6.0,33.0,,,23.0,8.0,6.0,,18.0,7.0,25.0,3.0,4.0,7.0,6.0,5.0,57.0,1.0,1.0,1.0,5.0,19.0,1.0,25,3.0,28,1.0,9.0,8.0,1.0,5.0,3.0,4.0,8.0,1.0,,13.0,,4.0,19.0,31.0,,4.0,10.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,,,11.0,138,2.0,0.75,0.75,1.0,0.34375,,0.25,0.34375,0.46153846153846156,0.75,0.25,0.49137931034482757,0.6,0.3333333333333333,0.5166666666666667,0.75,0.38461538461538464,0.5517241379310345,,0.23076923076923078,0.3076923076923077,,11.145510835913313,0.38461538461538464,0.043478260869565216,0.045454545454545456,0.08260869565217391,0.005128205128205128,0.125,0.014925373134328358,0.08888888888888889,0.007633587786259542,0.018518518518518517,,,0.02127659574468085,,0.08,0.038461538461538464,0.12987012987012986,0.18518518518518517,,0.034482758620689655,1.0,0.22413793103448276,0.46153846153846156,0.6666666666666666,1.0,0.13793103448275862,0.5,0.6666666666666666,0.25,0.08620689655172414,0.4,0.4,1.0,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,0.39655172413793105,0.34782608695652173,0.34782608695652173,1.0,0.2,1.0,1.0,0.2,,,,,,0.3333333333333333,0.25,0.25,,0.4166666666666667,0.4,0.7758620689655172,0.34782608695652173,0.5245508620689655,0.33695,0.5606166666666667,0.03389830508474576,0.07407407407407407,0.171875,0.171875,6.915384615384615,24.587500000000006,0.25045372050816694,1.0,0.25,,,,5.0,,,,1.0,True,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,823.0,14,-7,24,27,7,14,4,51,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,2,1.0,1.0,,3,33,,,,,,,,1.0,,,,,,,3.0,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,,,,1.0,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1.0,1.0,,,1.0,,,,0.5,,,0.5,,,0.3333333333333333,,,,,10.714285714285714,,0.5,,,0.09090909090909091,,,,0.08333333333333333,,,0.16666666666666666,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.44523333333333337,,0.3892,,,,,19.6,24.0,0.2916666666666667,,,,,,,,,,,True,
299,1610612759,Glenn Robinson,Glenn Robinson,299,SAS,1850.0,31,6,52,55,22,13,6,107,1.0,2.0,,1.0,1.0,2.0,,,,6.0,,1.0,,,,,,2.0,,1.0,,1.0,1.0,8,,3.0,4.0,6,42,,1.0,,1.0,,,1.0,4.0,,1.0,3.0,5.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,4.0,9.0,,13,1.0,14,,2.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,3.0,,1.0,5.0,1.0,2.0,1.0,4.0,,,3.0,,1.0,4.0,2.0,,,5.0,22,,1.0,1.0,,,,,,0.125,,0.25,0.09090909090909091,,0.2,0.23076923076923078,,0.4166666666666667,0.2727272727272727,,0.125,,,24.59016393442623,0.5,,,0.375,0.045454545454545456,0.3333333333333333,,0.3611111111111111,0.038461538461538464,0.2,,,,,0.375,0.2857142857142857,0.4444444444444444,0.25,0.5,,0.5,0.18181818181818182,0.5,0.5,1.0,,,,,0.5454545454545454,,,,0.09090909090909091,,,,0.18181818181818182,,,,0.5,,,,,,0.5,,,0.4,0.5,,,0.2,,0.45454545454545453,,0.4607636363636363,0.532675,0.49350000000000005,0.16666666666666666,0.2222222222222222,,0.8333333333333334,12.1,24.5,0.4230769230769231,,,,0.16666666666666666,,,,,,,True,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,3373.0,56,11,103,99,44,49,13,202,2.0,5.0,1.0,3.0,1.0,3.0,,1.0,2.0,2.0,,,,,,,,,,,,,4.0,8,,,,8,87,1.0,3.0,,,,2.0,2.0,4.0,,,,4.0,6.0,2.0,,,2.0,,,3.0,,,2.0,2.0,2.0,,,,,6.0,2.0,6.0,,2.0,6.0,,8,8.0,16,1.0,1.0,,1.0,1.0,,,2.0,,1.0,3.0,,1.0,5.0,9.0,1.0,1.0,,,,,2.0,,,,,2.0,2.0,1.0,,,4.0,44,2.0,0.75,1.0,,,,,,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,,,0.375,0.4,,9.243697478991598,0.3333333333333333,,,0.11764705882352941,0.14634146341463414,0.25,0.25,0.13559322033898305,0.16326530612244897,0.3333333333333333,0.0625,0.07692307692307693,0.25,0.25,0.10526315789473684,0.11764705882352941,0.13333333333333333,,0.4,1.0,0.5,0.625,0.4,0.6666666666666666,0.5,0.125,,,,0.25,1.0,1.0,1.0,,,,,,,,,1.0,0.3333333333333333,,,,,,,,0.75,0.3333333333333333,,,,,0.625,,0.4556125,0.5288,0.4505,,,0.25,0.5,6.125,,0.42718446601941745,1.0,1.0,,,,,,,,,True,
