EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FTDefRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyFG2M,PtsPutbacks,Arc3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,Travels,Loose Ball Fouls,NonShootingFoulsDrawn,3SecondViolations,PenaltyFg2Pct,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,2pt And 1 Free Throw Trips,ShortMidRangeAssists,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyArc3FGM,BadPassOutOfBoundsTurnovers,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,BlockedLongMidRange,on,SecondChanceArc3FGM,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3
109,1610612759,Robert Horry,Robert Horry,109,SAS,2002.0,33,7.0,62,60,22,32,8,122,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4,2.0,3.0,1.0,11,64,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,1.0,2,3,1.0,4,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,22,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,0.7142857142857143,1.25,0.375,0.6875,1.25,0.375,0.42857142857142855,16.666666666666668,0.5,0.08333333333333333,0.058823529411764705,0.16666666666666666,0.1,0.043478260869565216,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.25,0.25,1.0,0.25,0.7142857142857143,0.5,0.47877142857142857,0.5988,0.5039750000000001,0.125,0.2,0.45454545454545453,0.2727272727272727,5.574999999999999,23.8,0.3548387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3373.0,56,11.0,103,99,44,49,13,202,1.0,2.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,3,2.0,2.0,,8,87,,,,,,,,,,,2.0,6.0,1.0,1.0,5.0,,5.0,,3.0,2.0,10.0,,1.0,4,6,,6,,,,,,,,,,,1.0,8.0,,,,,,2.0,1.0,,44,,,1.0,1.0,,,1.0,0.3333333333333333,,0.8,,,0.8,,,0.4,4.201680672268908,,0.0784313725490196,,0.125,0.0847457627118644,,,0.05263157894736842,0.058823529411764705,0.3333333333333333,0.4,0.5,0.5,0.2,,,,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,0.8,1.0,0.49021,,,,,,,4.966666666666667,24.0,0.42718446601941745,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,0.13333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,6844.0,114,16.0,213,209,102,122,27,422,3.0,6.0,2.0,4.0,3.0,,2.0,4.0,,,,,,,,,,5.0,12,,,,10,197,2.0,5.0,,,4.0,7.0,,,4.0,8.0,2.0,,,,,2.0,2.0,,,,6.0,7.0,3.0,11,15,11.0,26,1.0,,1.0,1.0,,3.0,1.0,4.0,,1.0,12.0,16.0,1.0,2.0,,,,5.0,,4.0,102,0.8,1.0,,,,,,0.4166666666666667,0.4,0.4166666666666667,0.4,0.2857142857142857,0.38461538461538464,0.4,0.25,,6.967213114754099,0.25,0.11458333333333333,0.0875,0.17647058823529413,0.12389380530973451,0.09900990099009901,0.04,0.058823529411764705,0.12121212121212122,0.125,0.5,0.5,0.75,0.16666666666666666,,,,0.3333333333333333,,,,,,,,,0.8,0.5,,,,0.42857142857142855,,,,0.5,,0.4176666666666667,0.49160000000000004,0.39844285714285715,,,0.4,0.4,7.691666666666667,,0.4788732394366197,3.0,1.0,5.0,2.0,3.0,2.0,2.0,0.25,0.5,0.07142857142857142,0.1724137931034483,0.4,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.2,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.25,0.6666666666666666,0.5,0.5,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,4193.0,70,5.0,130,128,51,58,17,258,9.0,13.0,1.0,1.0,6.0,2.0,9.0,2.0,2.0,3.0,,,1.0,2.0,1.0,6.0,3.0,12.0,24,3.0,9.0,15.0,48,133,1.0,3.0,,,2.0,9.0,1.0,5.0,21.0,12.0,12.0,6.0,4.0,1.0,5.0,1.0,6.0,1.0,5.0,,13.0,1.0,3.0,11,15,1.0,16,3.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,,2.0,10.0,,19.0,7.0,,,2.0,,21.0,51,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.2,0.42857142857142855,0.5,0.3333333333333333,0.5,0.3333333333333333,0.4642857142857143,0.5714285714285714,0.3333333333333333,0.5526315789473685,0.2727272727272727,30.4635761589404,0.75,0.19298245614035087,0.020833333333333332,0.3,0.208955223880597,0.01639344262295082,,0.09090909090909091,0.2222222222222222,,0.3939393939393939,0.6923076923076923,0.6923076923076923,0.2727272727272727,0.2222222222222222,0.25,,0.06060606060606061,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,,,,0.42857142857142855,0.14285714285714285,0.5,0.21428571428571427,0.6666666666666666,0.25,0.49708709677419355,0.43885,0.5100923076923076,0.1794871794871795,0.23333333333333334,0.041666666666666664,0.4375,4.304166666666666,32.111111111111114,0.3923076923076923,1.0,1.0,2.0,2.0,,2.0,2.0,0.041666666666666664,0.1111111111111111,0.1,0.29411764705882354,1.0,4.0,1.0,5.0,,,,,1.0,1.0,,3.0,,0.5555555555555556,,,,,0.05555555555555555,,,0.5,0.06666666666666667,0.6666666666666666,0.5,0.5,,1.0,0.6666666666666666,8.0,3.0,2.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,3689.0,61,13.0,115,113,40,62,12,228,6.0,10.0,,,1.0,,6.0,10.0,,,,,,,,1.0,,10.0,26,,1.0,6.0,26,113,,,,,,8.0,,,7.0,10.0,10.0,,1.0,,8.0,1.0,9.0,,4.0,3.0,19.0,1.0,,4,4,1.0,5,1.0,,1.0,,,4.0,,4.0,,3.0,,6.0,1.0,7.0,4.0,,,,,7.0,40,0.5,0.5,,,,,,0.38461538461538464,,0.37037037037037035,,0.375,0.43333333333333335,,0.3888888888888889,0.037037037037037035,26.5625,,0.08,0.024390243902439025,,0.06779661016949153,0.022222222222222223,,,,,0.37037037037037035,0.6,0.8571428571428571,0.2222222222222222,,,,0.37037037037037035,,,,,0.037037037037037035,,,,,,,,,0.125,,,,0.4074074074074074,,0.47421481481481487,,0.40138749999999995,0.13333333333333333,0.13793103448275862,,0.2692307692307692,9.01923076923077,25.4,0.34782608695652173,5.0,,,,,,3.0,0.19230769230769232,0.16666666666666666,,0.2857142857142857,,1.0,4.0,3.0,,1.0,,,,2.0,1.0,,,0.375,0.3,,,0.07692307692307693,,,,,,0.5,0.4,0.4444444444444444,0.5,,1.0,1.0,,,1.0,1.0,0.1,,,,,,,,,True,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,3134.0,52,1.0,97,96,60,58,15,193,2.0,4.0,,,1.0,,3.0,4.0,2.0,5.0,,2.0,2.0,5.0,,4.0,1.0,4.0,11,2.0,9.0,8.0,22,90,,,,3.0,,6.0,2.0,6.0,15.0,6.0,2.0,6.0,4.0,,6.0,3.0,9.0,2.0,5.0,1.0,21.0,1.0,1.0,3,4,1.0,5,1.0,1.0,,5.0,2.0,,3.0,5.0,1.0,1.0,3.0,4.0,,10.0,1.0,,,,,15.0,60,0.75,0.75,1.0,0.2222222222222222,,0.3333333333333333,0.2222222222222222,0.36363636363636365,,0.35,,0.3333333333333333,0.44,,0.46875,0.45,26.086956521739133,1.0,0.06818181818181818,0.027777777777777776,0.125,0.07692307692307693,0.018867924528301886,,0.058823529411764705,0.07142857142857142,,0.2,0.5,0.6666666666666666,0.15,,,,0.2,0.25,0.4,0.4,1.0,0.2,,,,,,0.6666666666666666,,,0.08333333333333333,0.4166666666666667,0.4,0.08333333333333333,0.65,,0.47372999999999993,0.53685,0.44368333333333326,0.047619047619047616,0.08333333333333333,,0.6818181818181818,9.618181818181819,24.566666666666666,0.6185567010309279,2.0,,,,,,,0.18181818181818182,,,0.07692307692307693,,1.0,2.0,1.0,,1.0,,,,,,4.0,,0.16666666666666666,0.25,,,,0.08333333333333333,,,0.25,,0.5,0.5,0.6666666666666666,1.0,,1.0,7.0,,,,,0.25,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,3468.0,58,12.0,111,107,55,71,14,218,3.0,4.0,,,2.0,2.0,2.0,3.0,,1.0,,,,1.0,2.0,6.0,3.0,7.0,9,2.0,7.0,1.0,21,95,1.0,1.0,,,2.0,2.0,1.0,4.0,5.0,8.0,6.0,6.0,6.0,2.0,4.0,,4.0,,,2.0,8.0,2.0,,7,8,3.0,11,3.0,1.0,2.0,2.0,2.0,2.0,,4.0,,2.0,3.0,6.0,1.0,2.0,1.0,,,,,5.0,55,0.5714285714285714,0.5714285714285714,1.0,0.2857142857142857,,0.25,0.2857142857142857,0.7777777777777778,1.0,0.625,1.0,0.4166666666666667,0.6176470588235294,1.0,0.4166666666666667,0.4375,16.666666666666668,0.5,0.15555555555555556,0.05128205128205128,,0.12962962962962962,0.057692307692307696,,0.25,0.1111111111111111,,0.25,0.75,1.0,0.125,1.0,1.0,,0.1875,0.0625,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,0.16666666666666666,,0.5,0.6875,0.3333333333333333,0.5211218750000001,0.3279,0.5805833333333333,0.058823529411764705,0.1,0.09523809523809523,0.23809523809523808,9.066666666666666,25.014285714285712,0.4954954954954955,1.0,1.0,,,,,1.0,0.1111111111111111,,0.2,0.09090909090909091,,1.0,2.0,1.0,,,1.0,,,,,,,0.5,0.25,,0.07692307692307693,0.16666666666666666,,0.1,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.5,,,,,2.0,,,,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,1990.0,33,,62,63,35,50,8,125,2.0,5.0,1.0,1.0,4.0,,1.0,4.0,1.0,2.0,,,,,1.0,2.0,1.0,3.0,10,2.0,4.0,2.0,14,56,1.0,1.0,,,2.0,7.0,1.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,,,,,,,,,,1,3,,3,1.0,1.0,,,,,,,,,1.0,2.0,,2.0,1.0,,,,,7.0,35,0.6666666666666666,0.6666666666666666,0.5,0.5,,1.0,0.5,0.3,1.0,0.42857142857142855,1.0,0.4375,0.4666666666666667,1.0,0.4375,0.2857142857142857,21.42857142857143,,0.03333333333333333,,,0.02857142857142857,,,0.125,,,0.35714285714285715,0.4,0.4,0.07142857142857142,,,,0.2857142857142857,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,0.5,0.5,,1.0,1.0,,,,0.5,,,0.125,0.6428571428571429,0.5,0.46513571428571426,0.5267,0.46310625,0.06666666666666667,0.09090909090909091,0.14285714285714285,0.5,9.2,24.55,0.5645161290322581,,2.0,,,,,1.0,,,0.3333333333333333,,,2.0,1.0,2.0,,,,,,,1.0,,,0.2857142857142857,,,,,,,,,,1.0,0.25,0.25,,1.0,0.5,,3.0,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,
299,1610612759,Glenn Robinson,Glenn Robinson,299,SAS,1377.0,23,-1.0,42,44,30,35,4,86,2.0,3.0,1.0,1.0,,1.0,2.0,6.0,,,,,,,,1.0,1.0,6.0,11,,1.0,4.0,16,37,1.0,1.0,,,2.0,7.0,,1.0,10.0,2.0,10.0,,1.0,,,1.0,1.0,1.0,,,3.0,,1.0,5,6,1.0,7,,,,,,1.0,,1.0,,1.0,3.0,5.0,,4.0,1.0,,,,,10.0,30,0.16666666666666666,0.2,,,,,,0.5454545454545454,1.0,0.5,1.0,0.375,0.5714285714285714,1.0,0.5,0.08333333333333333,32.608695652173914,,0.25,,0.25,0.25,0.045454545454545456,,0.4,0.2857142857142857,,0.25,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5,,0.5,,,,,0.08333333333333333,,,,1.0,1.0,,,,,,,0.125,0.3333333333333333,,0.4608999999999999,,0.3897,0.07692307692307693,0.08333333333333333,0.125,0.625,11.47272727272727,24.7,0.7142857142857143,1.0,,,,,,2.0,0.09090909090909091,,,0.125,,,3.0,3.0,2.0,,1.0,,,,1.0,1.0,,0.42857142857142855,,,0.16666666666666666,,,0.2,,0.3333333333333333,,0.5,0.5,0.6,,,,4.0,,,,,0.16666666666666666,,,,,,1.0,,,True,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2588.0,43,15.0,80,77,31,30,12,157,6.0,9.0,2.0,4.0,3.0,4.0,12.0,8.0,,,,,,,,,,13.0,29,,,3.0,29,65,3.0,7.0,,,7.0,12.0,,,10.0,16.0,10.0,,,,2.0,3.0,5.0,1.0,1.0,1.0,13.0,5.0,1.0,9,12,6.0,18,1.0,1.0,,3.0,,2.0,3.0,5.0,1.0,2.0,1.0,1.0,,5.0,3.0,,,5.0,,10.0,31,0.6153846153846154,0.7272727272727273,,,,,,0.4482758620689655,0.42857142857142855,0.4482758620689655,0.42857142857142855,0.4166666666666667,0.46774193548387094,0.4375,0.4166666666666667,,37.23404255319149,0.6,0.1956521739130435,0.15151515151515152,0.25,0.2,0.14285714285714285,,0.16666666666666666,0.25,0.5,0.3103448275862069,0.6666666666666666,0.75,0.41379310344827586,0.3333333333333333,0.36363636363636365,0.25,0.27586206896551724,,,,,,,,,0.5714285714285714,0.5,,,,0.25,,,,0.3103448275862069,,0.43097931034482767,0.4629857142857143,0.438375,0.1,0.1,0.2413793103448276,0.3448275862068966,8.289655172413793,,0.3875,2.0,2.0,5.0,3.0,1.0,2.0,,0.06896551724137931,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.4,3.0,3.0,5.0,4.0,2.0,1.0,,,1.0,,1.0,,0.4166666666666667,0.1111111111111111,,0.1111111111111111,0.36363636363636365,0.06666666666666667,0.14285714285714285,,,,0.6666666666666666,0.375,0.375,1.0,,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,
