EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,Technical Free Throw Trips,FG3APct,Arc3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,Arc3Assists,AtRimAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FTDefRebounds,Offensive Fouls,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,SecondChanceTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,OffShortMidRangeReboundPct,RecoveredBlocks,BlocksRecoveredPct,on,SelfOReb,OffAtRimReboundPct,SelfORebPct,HeaveAttempts,ShortMidRangeAssists,OffThreePtRebounds,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,680.0,11,-2.0,23,22,17.0,18,2.0,45,1.0,2.0,1.0,1.0,2.0,2.0,4.0,19,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,17.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,12.0,0.1111111111111111,0.1,0.14285714285714285,1.0,0.5,1.0,1.0,1.0,1.0,0.58405,0.5997,0.3333333333333333,0.3333333333333333,0.5,0.45,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,783.0,13,-6.0,21,22,7.0,8,2.0,43,,,,,,1.0,1.0,26,,,,,,,,,,,1.0,,,7.0,,,,,,,,,,8.695652173913043,,,,,,,,,1.0,0.552225,,,,,,0.3333333333333333,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1610612765,Carlos Arroyo,Carlos Arroyo,2306,DET,1566.0,26,-6.0,51,51,37.0,45,7.0,102,2.0,3.0,3.0,9.0,13.0,4.0,22.0,54,11.0,4.0,18.0,4.0,,,,3.0,2.0,2.0,6.0,,18.0,37.0,,0.2222222222222222,0.2222222222222222,0.6923076923076923,0.6923076923076923,0.6875,0.6428571428571429,,,28.333333333333336,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.2727272727272727,0.23076923076923078,0.38453076923076923,0.40154545454545454,,,0.8181818181818182,12.738461538461536,0.7254901960784313,,,,1.0,1.0,2.0,,,5.0,,,,,2.0,1.0,7.0,9.0,1.0,1.0,2.0,7.0,14.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.6363636363636364,1.0,0.6363636363636364,1.0,0.07142857142857142,0.18181818181818182,0.12,0.25,0.14285714285714285,0.25,0.07692307692307693,0.6923076923076923,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.6666666666666666,0.3521,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,1610612765,Ronald Dupree,Ronald Dupree,2648,DET,2311.0,39,-8.0,72,72,44.0,55,8.0,144,2.0,2.0,,2.0,7.0,,4.0,73,3.0,,,4.0,2.0,2.0,2.0,6.0,2.0,6.0,,,,44.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,,0.2857142857142857,,9.75609756097561,0.07692307692307693,0.06451612903225806,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,,0.2857142857142857,0.42069999999999996,0.3631333333333333,,,,10.799999999999999,0.6111111111111112,,,,,,,,,,,,,,,2.0,,3.0,1.0,2.0,2.0,,,,,,3.0,4.0,,,1.0,,1.0,,,0.5,,0.5,,0.5,0.11538461538461539,,0.07692307692307693,,,,0.2857142857142857,0.42857142857142855,,,,,0.46375,0.5,1.0,1.0,1.0,1.0,1.0,0.25,0.18181818181818182,0.1111111111111111,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,1550.0,26,-8.0,52,50,38.0,44,7.0,102,1.0,2.0,2.0,2.0,5.0,,13.0,52,4.0,,8.0,,1.0,,,4.0,,,,,8.0,38.0,,,,0.4,0.65,0.65,0.5714285714285714,0.2,0.5,21.311475409836067,,,,0.2,0.5,1.0,,0.2857142857142857,0.7,0.43898000000000004,0.46272142857142856,,,0.6153846153846154,9.64,0.7307692307692307,3.0,5.0,3.0,1.0,,1.0,,1.0,2.0,,0.5,0.3,25.5,1.0,1.0,1.0,2.0,,1.0,,1.0,4.0,,,2.0,2.0,4.0,1.0,,1.0,1.0,3.0,2.0,,,0.25,,0.5714285714285714,,0.15384615384615385,0.18181818181818182,0.16666666666666666,,0.2857142857142857,,0.1,0.2,0.5,0.5,,0.5,0.4221,,,1.0,,,,,0.5,0.14285714285714285,1.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.6,0.6666666666666666,0.2,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,556.0,9,-7.0,15,15,4.0,7,1.0,30,,,,2.0,3.0,,4.0,18,1.0,,2.0,2.0,,,,1.0,,1.0,,,2.0,4.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,31.25,,,,,,,,,,0.36813333333333337,0.4049,,,0.5,16.099999999999998,0.26666666666666666,,,,1.0,,1.0,,,2.0,,,,,,,2.0,3.0,,,,1.0,2.0,,1.0,,,1.0,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,278.0,5,8.0,10,12,7.0,9,,22,,1.0,1.0,,1.0,,,5,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,10.0,,,,1.0,,,,1.0,1.0,0.6629,0.6629,,,,1.3,0.7,,,,2.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,1610612765,Darko Milicic,Darko Milicic,2545,DET,1146.0,19,-7.0,39,37,32.0,37,5.0,76,,,,2.0,6.0,1.0,5.0,40,3.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,,2.0,32.0,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,15.909090909090908,0.06666666666666667,0.058823529411764705,0.1111111111111111,,,,,,,0.3640833333333333,0.3505,,,0.4,13.433333333333332,0.8205128205128205,,,,1.0,,1.0,,,2.0,1.0,,,,,3.0,,3.0,1.0,2.0,3.0,1.0,4.0,,1.0,,2.0,3.0,,,,,1.0,1.0,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.2222222222222222,,0.11764705882352941,,,,0.5,0.5,,,,,0.3832,0.6,,,1.0,,,0.3333333333333333,0.5,0.2,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,1028.0,17,,30,31,15.0,17,3.0,61,,,,2.0,6.0,1.0,5.0,25,2.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,3.0,2.0,1.0,1.0,15.0,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.16666666666666666,0.16666666666666666,,25.714285714285715,0.16666666666666666,0.14285714285714285,,,,,,,,0.3651,0.3539,0.14285714285714285,0.14285714285714285,0.2,13.516666666666667,0.5,,,,2.0,,2.0,,1.0,4.0,,,,,,2.0,2.0,4.0,,2.0,1.0,,2.0,,1.0,,5.0,5.0,,,2.0,,2.0,,,,,,,0.16666666666666666,0.29411764705882354,,0.23809523809523808,0.4,,,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,,0.35495,0.2,,,,1.0,0.5,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,2.0,2.0,0.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,451.0,8,-3.0,12,13,6.0,7,1.0,25,1.0,2.0,2.0,1.0,2.0,,2.0,17,2.0,,2.0,2.0,,1.0,1.0,1.0,,,,,2.0,6.0,,1.0,1.0,0.5,0.5,0.5,0.5,,,15.384615384615383,0.5,0.3333333333333333,,1.0,0.5,0.5,1.0,1.0,1.0,0.52425,0.52425,,,1.0,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,0.5,0.4731,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
