EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,on,BlockedCorner3
101139,1610612754,CJ Miles,CJ Miles,101139,IND,34436.0,574,24.0,1115,1121,231,258,138,2236,15.0,34.0,4.0,6.0,3.0,8.0,10,25,12.0,36.0,19.0,39.0,3.0,8.0,3.0,6.0,42.0,98.0,3.0,6.0,7.0,20.0,37,95,61.0,137.0,35.0,292,1194,5.0,9.0,6.0,14.0,4.0,32.0,6.0,17.0,10.0,26.0,3.0,45.0,40.0,34.0,177.0,6.0,6.0,1.0,97.0,42.0,9.0,13.0,4.0,17.0,3.0,1.0,7.0,2.0,4.0,38.0,2.0,7.0,34,42,3.0,79,9.0,88,2.0,20.0,13.0,7.0,14,2.0,11.0,6.0,1.0,3.0,20,1.0,5.0,23.0,4.0,46.0,3.0,32.0,3.0,1.0,4.0,1.0,41.0,1.0,4.0,16.0,2.0,10.0,1.0,1.0,1.0,2.0,7.0,11.0,8.0,45.0,231,5.0,0.5405405405405406,0.5882352941176471,0.9672131147540983,0.44525547445255476,0.42857142857142855,0.38461538461538464,0.4485294117647059,0.3894736842105263,0.5555555555555556,0.35294117647058826,0.5538793103448276,0.6086956521739131,0.4883720930232558,0.5783132530120482,0.62,0.5,0.5905172413793104,0.09473684210526316,0.17647058823529413,0.12,21.03205629397967,0.7,0.10344827586206896,0.13043478260869565,0.01832460732984293,0.1596244131455399,0.011904761904761904,0.14205607476635515,0.016363636363636365,0.016666666666666666,0.029850746268656716,0.0078125,0.008,0.023255813953488372,0.07526881720430108,0.10576923076923077,0.192,0.17647058823529413,0.09302325581395349,0.01652892561983471,0.7272727272727273,0.14655172413793102,0.4411764705882353,0.5357142857142857,0.4666666666666667,0.10775862068965517,0.4,0.45454545454545453,0.6,0.15517241379310345,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.16810344827586207,0.48717948717948717,0.48717948717948717,1.0,0.4224137931034483,0.42857142857142855,0.42857142857142855,0.9523809523809523,0.2608695652173913,0.6666666666666666,0.25,0.34782608695652173,0.375,1.0,0.2608695652173913,0.5,1.0,0.18604651162790697,0.375,0.13953488372093023,0.5,0.46511627906976744,0.35,0.7370689655172413,0.4329896907216495,0.5035195175438597,0.5258052631578948,0.4862475609756099,0.07228915662650602,0.14545454545454545,0.014388489208633094,0.1095890410958904,0.1541095890410959,10.22842105263158,25.499270072992704,0.20717488789237667,,,,,,,,,,,,,,,,,,,,True,
101145,1610612754,Monta Ellis,Monta Ellis,101145,IND,23277.0,388,-4.0,747,744,126,155,86,1491,22.0,36.0,2.0,2.0,1.0,4.0,6,11,17.0,45.0,1.0,11.0,,3.0,,2.0,7.0,17.0,,1.0,1.0,4.0,45,92,8.0,28.0,17.0,131,835,2.0,3.0,,4.0,,4.0,4.0,14.0,1.0,6.0,3.0,14.0,28.0,62.0,18.0,6.0,,2.0,15.0,7.0,7.0,35.0,13.0,48.0,9.0,4.0,16.0,17.0,2.0,109.0,1.0,1.0,20,20,,40,2.0,42,,19.0,10.0,9.0,13,2.0,10.0,8.0,2.0,3.0,21,1.0,4.0,10.0,1.0,28.0,,35.0,2.0,,1.0,5.0,23.0,4.0,1.0,11.0,,7.0,,,5.0,1.0,1.0,7.0,2.0,14.0,126,3.0,0.3111111111111111,0.3111111111111111,0.75,0.2857142857142857,,0.16666666666666666,0.3076923076923077,0.4891304347826087,0.6666666666666666,0.2857142857142857,0.475,0.2857142857142857,0.275,0.5038759689922481,0.2857142857142857,0.29545454545454547,0.23333333333333334,0.07608695652173914,0.08333333333333333,0.36363636363636365,17.6678445229682,0.6190476190476191,,0.09049773755656108,0.003676470588235294,0.145985401459854,0.010752688172043012,0.11173184357541899,0.005479452054794521,,,0.01,0.015151515151515152,,0.02666666666666667,0.05714285714285714,0.18421052631578946,0.11818181818181818,0.25925925925925924,,0.2857142857142857,0.3,0.6111111111111112,0.6666666666666666,0.45454545454545453,0.09166666666666666,0.5454545454545454,0.8571428571428571,,0.375,0.37777777777777777,0.37777777777777777,0.23529411764705882,0.09166666666666666,0.09090909090909091,0.09090909090909091,1.0,0.14166666666666666,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.2857142857142857,1.0,0.5,0.42857142857142855,,,0.14285714285714285,,,0.2,0.25,0.1,,0.2,0.25,0.5333333333333333,0.4666666666666667,0.48705512820512825,0.5083071428571427,0.45818421052631575,0.08661417322834646,0.1111111111111111,,0.030534351145038167,0.10687022900763359,10.425,26.357142857142854,0.1686746987951807,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,True,
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,11418.0,190,-8.0,367,363,62,57,44,730,12.0,18.0,2.0,2.0,2.0,2.0,5,12,12.0,29.0,,2.0,,,,,2.0,5.0,2.0,2.0,1.0,2.0,29,59,2.0,7.0,17.0,81,363,2.0,3.0,2.0,2.0,2.0,12.0,3.0,8.0,1.0,2.0,3.0,12.0,46.0,12.0,6.0,,2.0,,5.0,2.0,5.0,2.0,5.0,7.0,4.0,1.0,1.0,,1.0,19.0,1.0,3.0,13,32,3.0,48,4.0,52,,3.0,3.0,,4,,3.0,7.0,2.0,1.0,11,1.0,2.0,12.0,,22.0,1.0,11.0,,,,,18.0,2.0,,10.0,,16.0,,,13.0,,3.0,16.0,9.0,12.0,62,1.0,0.7931034482758621,0.8214285714285714,1.0,0.2857142857142857,1.0,0.5,0.2857142857142857,0.4915254237288136,0.6666666666666666,0.375,0.48484848484848486,1.0,0.45,0.5472972972972973,1.0,0.5454545454545454,0.10606060606060606,0.0847457627118644,0.16666666666666666,0.16666666666666666,20.68126520681265,0.36363636363636365,0.3333333333333333,0.2831858407079646,0.02654867256637168,0.15853658536585366,0.017543859649122806,0.23076923076923078,0.023529411764705882,0.047619047619047616,,0.022727272727272728,0.024390243902439025,,0.19148936170212766,0.34285714285714286,0.3548387096774194,0.15517241379310345,0.16666666666666666,,0.5625,0.2727272727272727,0.6666666666666666,0.8,0.9166666666666666,0.18181818181818182,0.4166666666666667,0.5,0.6,0.4393939393939394,0.41379310344827586,0.41379310344827586,0.75,0.030303030303030304,,,,0.07575757575757576,0.4,0.4,1.0,0.4,1.0,0.5,,,,0.4,1.0,1.0,0.2,1.0,,,0.2,0.5,0.3787878787878788,0.4,0.4751189393939394,0.5337833333333334,0.48972499999999997,0.13513513513513514,0.14925373134328357,,0.14814814814814814,0.14814814814814814,10.993220338983052,25.142857142857142,0.16893732970027248,,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,True,
201152,1610612754,Thaddeus Young,Thaddeus Young,201152,IND,11894.0,198,15.0,377,391,62,81,47,768,16.0,34.0,6.0,12.0,1.0,5.0,1,6,1.0,1.0,1.0,5.0,,,,1.0,3.0,7.0,,,,,18,41,4.0,12.0,3.0,51,380,7.0,13.0,,,,14.0,2.0,7.0,,1.0,,4.0,24.0,12.0,12.0,,10.0,,7.0,3.0,7.0,3.0,4.0,7.0,4.0,,,1.0,2.0,18.0,4.0,13.0,12,15,2.0,29,17.0,46,2.0,9.0,5.0,4.0,5,1.0,4.0,3.0,,1.0,8,1.0,3.0,2.0,1.0,11.0,2.0,10.0,1.0,2.0,,,5.0,1.0,,3.0,,2.0,,,2.0,,,2.0,1.0,4.0,62,2.0,0.6666666666666666,0.9230769230769231,1.0,0.3333333333333333,,,0.3333333333333333,0.43902439024390244,0.5384615384615384,0.2857142857142857,0.4528301886792453,0.5384615384615384,0.25,0.4636363636363636,0.5384615384615384,0.25,0.22641509433962265,0.17073170731707318,0.17647058823529413,0.16666666666666666,14.788732394366198,0.625,0.25,0.13043478260869565,0.0962962962962963,0.14634146341463414,0.07142857142857142,0.13705583756345177,0.08900523560209424,0.10526315789473684,0.04878048780487805,0.13513513513513514,0.075,0.0625,0.10638297872340426,0.27586206896551724,0.05128205128205128,0.140625,0.16666666666666666,0.08695652173913043,0.5,0.6415094339622641,0.47058823529411764,0.5714285714285714,0.6875,0.11320754716981132,0.16666666666666666,0.2,,0.018867924528301886,1.0,1.0,1.0,0.09433962264150944,0.2,0.2,1.0,0.1320754716981132,0.42857142857142855,0.42857142857142855,1.0,0.9230769230769231,0.5,0.3333333333333333,,,,,,,0.625,0.2,0.125,,,,0.8679245283018868,0.42857142857142855,0.5472518867924528,0.5075090909090909,0.4709875,0.05454545454545454,0.06976744186046512,,0.27450980392156865,0.0784313725490196,2.890243902439024,24.96666666666667,0.16445623342175067,,,,,,,1.0,1.0,,,,,,,,,,,,True,
201166,1610612754,Aaron Brooks,Aaron Brooks,201166,IND,53619.0,894,-32.0,1746,1751,386,476,213,3497,28.0,65.0,3.0,11.0,5.0,10.0,24,58,21.0,49.0,6.0,15.0,,,1.0,2.0,42.0,113.0,5.0,13.0,14.0,34.0,73,172,48.0,128.0,32.0,322,1868,6.0,18.0,5.0,13.0,3.0,30.0,15.0,39.0,15.0,36.0,13.0,88.0,14.0,132.0,84.0,60.0,2.0,6.0,107.0,42.0,12.0,93.0,32.0,125.0,23.0,9.0,32.0,28.0,33.0,282.0,8.0,10.0,20,29,2.0,51,18.0,69,3.0,25.0,15.0,10.0,44,11.0,31.0,22.0,5.0,13.0,66,8.0,11.0,54.0,3.0,93.0,1.0,55.0,10.0,2.0,6.0,6.0,40.0,1.0,1.0,12.0,4.0,9.0,,,8.0,,1.0,9.0,5.0,88.0,386,7.0,0.0958904109589041,0.09722222222222222,0.5833333333333334,0.375,0.38461538461538464,0.4166666666666667,0.39344262295081966,0.42441860465116277,0.3333333333333333,0.38461538461538464,0.48333333333333334,0.43548387096774194,0.5,0.5078864353312302,0.46875,0.5365853658536586,0.4266666666666667,0.06976744186046512,0.15384615384615385,0.017241379310344827,19.16916916916917,0.6666666666666666,0.041666666666666664,0.05918367346938776,0.01607717041800643,0.06006006006006006,0.0321285140562249,0.05953827460510328,0.02066590126291619,0.010752688172043012,0.009569377990430622,0.02643171806167401,0.026455026455026454,0.05,0.05555555555555555,0.027210884353741496,0.08839779005524862,0.046153846153846156,0.1095890410958904,0.0196078431372549,0.5555555555555556,0.21666666666666667,0.4307692307692308,0.509090909090909,0.03571428571428571,0.19333333333333333,0.41379310344827586,0.42105263157894735,0.08333333333333333,0.16333333333333333,0.42857142857142855,0.4375,0.19047619047619047,0.05,0.4,0.42857142857142855,1.0,0.37666666666666665,0.37168141592920356,0.375,0.5238095238095238,0.3548387096774194,0.2727272727272727,,,,,0.41935483870967744,0.38461538461538464,0.4,0.13333333333333333,0.5,0.02666666666666667,0.5,0.4533333333333333,0.4117647058823529,0.6433333333333333,0.3925233644859813,0.47349072164948464,0.49185384615384603,0.44549926470588236,0.051118210862619806,0.06557377049180328,0.03076923076923077,0.09316770186335403,0.2732919254658385,8.477325581395348,27.659375,0.22107674684994272,2.0,2.0,,1.0,4.0,3.0,2.0,,,2.0,2.0,0.015625,0.02040816326530612,0.06666666666666667,0.008849557522123894,,,,,True,
202331,1610612754,Paul George,Paul George,202331,IND,15808.0,263,49.0,513,518,143,144,55,1031,11.0,16.0,2.0,2.0,3.0,7.0,11,24,21.0,37.0,2.0,8.0,,1.0,,1.0,17.0,45.0,1.0,5.0,9.0,20.0,43,77,19.0,53.0,47.0,190,526,9.0,9.0,1.0,6.0,6.0,27.0,8.0,21.0,9.0,21.0,24.0,67.0,18.0,68.0,39.0,18.0,4.0,1.0,44.0,17.0,2.0,14.0,11.0,25.0,9.0,2.0,12.0,1.0,1.0,61.0,4.0,2.0,16,17,3.0,36,6.0,42,2.0,8.0,6.0,2.0,12,5.0,7.0,10.0,,5.0,22,1.0,5.0,10.0,1.0,24.0,2.0,45.0,,2.0,2.0,2.0,53.0,6.0,2.0,19.0,1.0,4.0,2.0,2.0,4.0,,,6.0,2.0,67.0,143,2.0,0.20930232558139536,0.21951219512195122,0.6842105263157895,0.3584905660377358,0.16666666666666666,0.42857142857142855,0.36538461538461536,0.5584415584415584,1.0,0.38095238095238093,0.55,0.7,0.5119047619047619,0.618421052631579,0.75,0.6111111111111112,0.4076923076923077,0.025974025974025976,0.0625,0.041666666666666664,30.472854640980735,0.5454545454545454,0.17647058823529413,0.11486486486486487,0.01282051282051282,0.15384615384615385,0.04597701149425287,0.13095238095238096,0.024691358024691357,,,0.034482758620689655,0.03278688524590164,0.07692307692307693,0.05660377358490566,0.13636363636363635,0.1568627450980392,0.14285714285714285,0.2,0.03125,0.3333333333333333,0.12307692307692308,0.6875,0.7333333333333333,0.09090909090909091,0.18461538461538463,0.4583333333333333,0.4782608695652174,0.18181818181818182,0.2846153846153846,0.5675675675675675,0.5675675675675675,0.2857142857142857,0.06153846153846154,0.25,0.25,0.5,0.34615384615384615,0.37777777777777777,0.37777777777777777,0.7058823529411765,0.13333333333333333,1.0,0.5,0.06666666666666667,,,0.3333333333333333,0.2,1.0,0.16666666666666666,0.42857142857142855,0.023809523809523808,,0.47619047619047616,0.45,0.5307692307692308,0.38636363636363635,0.46383372093023245,0.4453666666666667,0.4520268292682927,0.1388888888888889,0.2111111111111111,0.018518518518518517,0.14210526315789473,0.3526315789473684,12.002597402597404,25.805660377358492,0.2787524366471735,,1.0,,1.0,8.0,7.0,,,,,,,,,,,,,,True,
202338,1610612754,Kevin Seraphin,Kevin Seraphin,202338,IND,14537.0,242,-34.0,489,481,139,168,54,970,17.0,31.0,6.0,11.0,5.0,8.0,17,38,10.0,27.0,,,,,,,,1.0,,,,,44,96,,1.0,3.0,91,507,10.0,18.0,,,,20.0,11.0,27.0,,,,22.0,58.0,30.0,,,8.0,,1.0,,5.0,4.0,8.0,12.0,6.0,2.0,4.0,,,32.0,3.0,18.0,19,32,7.0,58,21.0,79,2.0,2.0,1.0,1.0,6,,3.0,7.0,1.0,3.0,13,,2.0,14.0,2.0,28.0,,7.0,,2.0,,,4.0,,,2.0,,7.0,,,5.0,,2.0,7.0,4.0,22.0,139,3.0,0.6590909090909091,0.725,,,,,,0.4583333333333333,0.5555555555555556,0.4074074074074074,0.4536082474226804,0.5555555555555556,0.4074074074074074,0.4595959595959596,0.5555555555555556,0.4074074074074074,0.010309278350515464,0.052083333333333336,0.06451612903225806,0.05263157894736842,20.03577817531306,0.46153846153846156,0.4117647058823529,0.2318840579710145,0.09278350515463918,0.20430107526881722,0.04225352112676056,0.22077922077922077,0.07924528301886792,0.16981132075471697,0.07462686567164178,0.05405405405405406,0.05172413793103448,,0.22916666666666666,0.2916666666666667,0.16666666666666666,0.2,0.2222222222222222,0.0425531914893617,0.5714285714285714,0.31958762886597936,0.5483870967741935,0.5862068965517241,0.7647058823529411,0.3917525773195876,0.4473684210526316,0.4722222222222222,0.35294117647058826,0.27835051546391754,0.37037037037037035,0.38461538461538464,1.0,,,,,0.010309278350515464,,,,0.6111111111111112,0.5454545454545454,0.3333333333333333,,,,,,,0.2962962962962963,0.625,,,,,0.32989690721649484,,0.4561675257731958,0.5748076923076924,0.43834444444444437,0.020202020202020204,0.02040816326530612,,0.21978021978021978,0.24175824175824176,8.722916666666665,25.4,0.2842535787321063,1.0,2.0,,,,,5.0,,3.0,,,,0.037037037037037035,,,1.0,,,,True,
202730,1610612754,Lavoy Allen,Lavoy Allen,202730,IND,24881.0,415,-66.0,811,814,181,222,114,1625,14.0,28.0,11.0,20.0,3.0,5.0,7,18,7.0,26.0,,,,,,,,,,,,,28,72,,,9.0,65,909,12.0,25.0,,,6.0,30.0,6.0,14.0,,,8.0,20.0,34.0,22.0,,,20.0,,,,4.0,19.0,12.0,31.0,9.0,3.0,10.0,3.0,6.0,74.0,9.0,39.0,18,20,2.0,40,50.0,90,5.0,7.0,4.0,3.0,11,,5.0,2.0,1.0,6.0,13,6.0,5.0,16.0,2.0,28.0,,9.0,,3.0,,,11.0,1.0,,2.0,,8.0,1.0,1.0,5.0,,3.0,9.0,6.0,20.0,181,2.0,0.6071428571428571,0.9444444444444444,,,,,,0.3888888888888889,0.48,0.42857142857142855,0.3888888888888889,0.48,0.42857142857142855,0.42207792207792205,0.5357142857142857,0.5263157894736842,,0.05555555555555555,0.10714285714285714,0.05555555555555555,9.483667017913593,0.8461538461538461,0.07407407407407407,0.08928571428571429,0.12956810631229235,0.13740458015267176,0.08035714285714286,0.10704225352112676,0.1162227602905569,0.21951219512195122,0.13043478260869565,0.07086614173228346,0.10588235294117647,,0.09722222222222222,0.07246376811594203,0.0963855421686747,0.1188118811881188,0.2,0.125,0.6666666666666666,0.3888888888888889,0.5,0.56,0.21428571428571427,0.25,0.3888888888888889,0.4117647058823529,1.0,0.3611111111111111,0.2692307692307692,0.2692307692307692,1.0,,,,,,,,,0.8,0.55,,,,,,,,0.35714285714285715,0.6,,,,,0.3888888888888889,,0.46345000000000003,0.5209636363636365,0.4472071428571428,0.0273972602739726,0.0273972602739726,,0.46153846153846156,0.3076923076923077,9.231944444444444,,0.22318125770653513,,,,1.0,4.0,4.0,2.0,,,,,,,,,,2.0,0.11764705882352941,,True,
203922,1610612754,Glenn Robinson III,Glenn Robinson III,203922,IND,21022.0,350,-61.0,690,689,160,204,83,1379,11.0,19.0,2.0,5.0,3.0,3.0,3,11,12.0,30.0,4.0,10.0,1.0,2.0,2.0,3.0,3.0,12.0,,,,3.0,26,60,7.0,22.0,18.0,91,750,3.0,7.0,1.0,2.0,3.0,12.0,6.0,12.0,2.0,6.0,2.0,20.0,34.0,18.0,21.0,,,,12.0,3.0,7.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,4.0,18.0,6.0,13.0,23,26,1.0,50,19.0,69,1.0,10.0,8.0,2.0,9,1.0,4.0,2.0,,5.0,11,,1.0,15.0,,18.0,,24.0,,,1.0,,26.0,,1.0,9.0,1.0,5.0,,,3.0,,2.0,5.0,2.0,20.0,160,2.0,0.6538461538461539,0.6538461538461539,1.0,0.3181818181818182,0.5,0.3333333333333333,0.3181818181818182,0.43333333333333335,0.42857142857142855,0.5,0.4451219512195122,0.5,0.5,0.4787234042553192,0.5,0.47619047619047616,0.2682926829268293,0.11666666666666667,0.2631578947368421,0.18181818181818182,13.274336283185841,0.8181818181818182,0.05263157894736842,0.14054054054054055,0.051181102362204724,0.18253968253968253,0.06382978723404255,0.15755627009646303,0.05459770114942529,0.04411764705882353,0.056818181818181816,0.05102040816326531,0.06578947368421052,0.05555555555555555,0.11475409836065574,0.1276595744680851,0.16883116883116883,0.1827956989247312,0.18181818181818182,0.025,0.4,0.23170731707317074,0.5789473684210527,0.7857142857142857,0.7272727272727273,0.13414634146341464,0.2727272727272727,0.3333333333333333,,0.36585365853658536,0.4,0.4,0.75,0.12195121951219512,0.4,0.4,1.0,0.14634146341463414,0.25,0.25,1.0,0.5555555555555556,0.4,0.5,0.2222222222222222,0.5,1.0,,,,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,,0.5,0.25,0.48114691358024686,0.5659357142857143,0.5060911764705883,0.10989010989010989,0.13043478260869565,0.045454545454545456,0.13186813186813187,0.21978021978021978,11.775,25.477272727272727,0.2318840579710145,1.0,,,,3.0,2.0,1.0,,,,1.0,,,,,,,,,True,
2744,1610612754,Al Jefferson,Al Jefferson,2744,IND,28174.0,470,-2.0,909,909,167,214,108,1818,59.0,87.0,14.0,27.0,7.0,12.0,69,138,13.0,44.0,,,,,,,,1.0,,,,1.0,141,269,,1.0,46.0,328,1009,18.0,40.0,,,5.0,41.0,16.0,34.0,,1.0,8.0,40.0,142.0,140.0,,,26.0,,1.0,,16.0,17.0,13.0,30.0,11.0,2.0,6.0,2.0,9.0,73.0,4.0,39.0,29,64,13.0,106,44.0,150,3.0,10.0,4.0,6.0,9,1.0,3.0,10.0,,6.0,19,,2.0,31.0,4.0,59.0,1.0,44.0,5.0,,1.0,1.0,59.0,7.0,,31.0,,6.0,,,4.0,,2.0,6.0,3.0,40.0,167,4.0,0.5035460992907801,0.5546875,,,,,,0.5241635687732342,0.45,0.47058823529411764,0.5222222222222223,0.45,0.45714285714285713,0.5540540540540541,0.47674418604651164,0.5128205128205128,0.003703703703703704,0.05947955390334572,0.08045977011494253,0.06521739130434782,30.259365994236312,0.47368421052631576,0.5909090909090909,0.24150943396226415,0.1196319018404908,0.17365269461077845,0.03508771929824561,0.2152777777777778,0.09772727272727273,0.21505376344086022,0.09836065573770492,0.06306306306306306,0.024096385542168676,0.06451612903225806,0.21052631578947367,0.28378378378378377,0.23478260869565218,0.1791044776119403,0.15151515151515152,0.027522935779816515,0.5,0.32222222222222224,0.6781609195402298,0.7375,0.4576271186440678,0.5111111111111111,0.5,0.5348837209302325,0.4927536231884058,0.16296296296296298,0.29545454545454547,0.29545454545454547,0.7692307692307693,,,,,0.003703703703703704,,,,0.675,0.5185185185185185,0.07142857142857142,,,,,,,0.34285714285714286,0.5833333333333334,,,0.02857142857142857,,0.32592592592592595,,0.4416133333333332,0.511954054054054,0.4273942857142857,0.1054421768707483,0.10580204778156997,,0.125,0.12195121951219512,7.661710037174721,26.0,0.18371837183718373,,1.0,,4.0,2.0,2.0,4.0,,,,,,,,,2.0,1.0,0.05555555555555555,2.0,True,
