EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted2s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedCorner3,on,Clear Path Fouls
1626184,1610612752,Chasson Randle,Chasson Randle,1626184,NYK,2504.0,42,-15,82,86,26,23,12,168,1,2,1.0,2.0,2.0,2.0,9.0,1.0,2.0,1.0,1,4,2.0,9.0,4.0,12,115,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,6.0,9.0,2.0,1.0,5,1.0,6,1.0,4.0,1.0,13,1,2,1.0,4,4,1.0,1.0,1.0,4,5,3.0,1.0,4.0,1.0,1.0,4.0,26,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.2222222222222222,0.25,0.5,0.3076923076923077,0.75,0.3333333333333333,0.4,0.75,0.5,0.6923076923076923,0.25,0.5,16.666666666666668,1.0,0.125,0.1111111111111111,0.07692307692307693,0.0967741935483871,0.125,0.16666666666666666,0.5,0.15384615384615385,0.5,1.0,1.0,0.15384615384615385,0.6923076923076923,0.2222222222222222,0.2222222222222222,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.8461538461538461,0.2222222222222222,0.5066961538461539,0.5549999999999999,0.5882833333333334,0.07142857142857142,0.2,0.25,0.3333333333333333,9.6,25.355555555555554,0.3170731707317073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626195,1610612752,Willy Hernangomez,Willy Hernangomez,1626195,NYK,79469.0,1324,-54,2657,2663,654,696,331,5320,183,307,38.0,66.0,43.0,3.0,9.0,,,7.0,242,450,4.0,15.0,91.0,587,2931,,,160.0,55.0,103.0,8.0,37.0,153.0,294.0,12.0,9.0,3.0,35.0,59,37.0,96,25.0,27.0,20.0,229,114,175,43.0,332,502,57.0,35.0,100.0,72,150,126.0,25.0,125.0,55.0,16.0,153.0,651,14.0,0.6074380165289256,0.75,1.0,0.26666666666666666,,0.26666666666666666,0.5377777777777778,0.5339805825242718,0.5333333333333333,0.5546218487394958,0.5225225225225225,0.5633397312859885,0.5882352941176471,0.5666666666666667,0.03225806451612903,0.07777777777777778,0.09446254071661238,20.248609748119073,0.57,0.4725274725274725,0.2229299363057325,0.23217922606924643,0.22648902821316613,0.20498614958448755,0.2577777777777778,0.19672131147540983,0.6602150537634408,0.5960912052117264,0.658273381294964,0.6010928961748634,0.09247311827956989,0.01935483870967742,0.3333333333333333,0.3333333333333333,1.0,,,,0.5945945945945946,0.5757575757575758,0.06306306306306306,0.6924731182795699,0.3333333333333333,0.5371773706896551,0.5534228571428573,0.5251168181818182,0.10891089108910891,0.11224489795918367,0.272572402044293,0.2606473594548552,4.326222222222222,25.293333333333337,0.24614226571321038,62.0,106.0,45.0,100.0,14.0,1.0,6.0,1.0,2.0,66.0,119.0,28.0,2.0,190.0,92.0,12.0,12.0,35.0,131.0,4.0,170.0,19.0,41.0,31.0,10.0,7.0,43.0,2.0,22.0,1.0,10.0,9.0,18.0,13.0,4.0,19.0,13.0,2.0,3.0,15.0,36.0,33.0,3.0,36.0,27.0,3.0,3.0,1.0,14.0,0.25,0.5546218487394958,0.06,0.06349206349206349,0.14819004524886878,0.0875,0.1292834890965732,0.17391304347826086,0.16,0.11217948717948718,0.07886435331230283,0.12048192771084337,0.21608040201005024,0.24390243902439024,0.10497237569060773,0.75,0.21505376344086022,0.45,0.4787234042553192,0.5555555555555556,0.32558139534883723,0.32558139534883723,0.8571428571428571,0.012903225806451613,0.16666666666666666,0.16666666666666666,1.0,0.8907563025210085,0.5849056603773585,0.14516129032258066,0.009009009009009009,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626254,1610612752,Maurice Ndour,Maurice Ndour,1626254,NYK,9327.0,155,27,309,308,69,64,46,617,10,16,3.0,6.0,9.0,,2.0,,1.0,,17,36,,2.0,13.0,47,324,,1.0,6.0,4.0,11.0,,2.0,10.0,26.0,,2.0,,3.0,5,,5,,4.0,1.0,10,6,13,1.0,20,32,5.0,3.0,6.0,8,11,11.0,,16.0,8.0,1.0,10.0,69,,0.7647058823529411,0.8666666666666667,,,,,0.4722222222222222,0.36363636363636365,0.4473684210526316,0.375,0.36363636363636365,0.5222222222222223,0.375,0.4166666666666667,0.05263157894736842,0.08333333333333333,0.125,13.812154696132596,0.8333333333333334,0.25,0.16666666666666666,0.12244897959183673,0.14960629921259844,0.2,0.09090909090909091,0.07692307692307693,0.42105263157894735,0.625,0.7142857142857143,0.8,0.23684210526315788,0.05263157894736842,,,,0.125,,,0.5454545454545454,0.5,,0.47368421052631576,,0.5168710526315788,0.61075,0.5608545454545454,0.18181818181818182,0.19047619047619047,0.1276595744680851,0.2127659574468085,7.680555555555555,25.55,0.22330097087378642,3.0,7.0,4.0,11.0,3.0,,,,,3.0,7.0,,,8.0,4.0,,,4.0,8.0,,12.0,1.0,6.0,4.0,2.0,,1.0,,2.0,1.0,,2.0,1.0,,,1.0,,,1.0,2.0,5.0,5.0,,5.0,4.0,1.0,,,1.0,,0.42857142857142855,,,0.07407407407407407,0.09302325581395349,0.07947019867549669,0.05,0.06666666666666667,0.10526315789473684,0.08823529411764706,0.1111111111111111,0.19230769230769232,0.1388888888888889,0.05555555555555555,0.8,0.2894736842105263,0.36363636363636365,0.36363636363636365,0.5,0.3333333333333333,0.375,1.0,,,,,0.875,0.42857142857142855,0.3333333333333333,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,True,
1627758,1610612752,Ron Baker,Ron Baker,1627758,NYK,22981.0,383,3,755,752,190,168,105,1507,24,34,7.0,11.0,18.0,7.0,24.0,1.0,1.0,9.0,35,61,9.0,33.0,9.0,106,821,2.0,3.0,12.0,7.0,13.0,13.0,5.0,31.0,22.0,24.0,23.0,7.0,6.0,34,16.0,50,10.0,20.0,8.0,116,18,20,1.0,39,42,20.0,14.0,27.0,20,35,28.0,,15.0,7.0,1.0,31.0,189,1.0,0.3142857142857143,0.3235294117647059,0.8888888888888888,0.2727272727272727,0.6666666666666666,0.28125,0.5737704918032787,0.5384615384615384,0.5159574468085106,0.8571428571428571,0.5,0.5353535353535354,0.8571428571428571,0.5344827586206896,0.35106382978723405,0.09836065573770492,0.14705882352941177,14.334470989761094,0.7407407407407407,0.043478260869565216,0.0975609756097561,0.12413793103448276,0.10857142857142857,0.09782608695652174,0.12727272727272726,0.06666666666666667,0.3617021276595745,0.7058823529411765,0.8275862068965517,0.3333333333333333,0.19148936170212766,0.2553191489361702,0.2916666666666667,0.30434782608695654,0.8571428571428571,0.14285714285714285,1.0,1.0,0.4230769230769231,0.6363636363636364,0.34615384615384615,0.7127659574468085,0.30434782608695654,0.5289668478260868,0.57025,0.5561140000000001,0.08163265306122448,0.109375,0.11320754716981132,0.29245283018867924,7.416393442622951,25.96969696969697,0.25165562913907286,3.0,3.0,3.0,9.0,8.0,2.0,9.0,4.0,3.0,3.0,4.0,,4.0,48.0,2.0,6.0,6.0,,3.0,,3.0,,14.0,7.0,7.0,3.0,7.0,1.0,6.0,,,2.0,7.0,,,1.0,2.0,1.0,3.0,4.0,4.0,4.0,,4.0,3.0,,,,1.0,0.3076923076923077,0.75,0.1111111111111111,,0.012048192771084338,,0.007978723404255319,0.010526315789473684,0.011494252873563218,0.014925373134328358,,,0.06896551724137931,0.15,,0.75,0.09574468085106383,0.3333333333333333,0.375,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.25,0.09574468085106383,0.2222222222222222,0.25,1.0,0.42857142857142855,1.0,,0.15384615384615385,0.3333333333333333,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.06060606060606061,0.1111111111111111,0.041666666666666664,0.2857142857142857,0.5,1.0,0.25,0.029411764705882353,,,,,,,,,True,
203200,1610612752,Justin Holiday,Justin Holiday,203200,NYK,34502.0,575,10,1148,1157,281,301,151,2305,26,45,7.0,9.0,39.0,21.0,68.0,,3.0,17.0,49,96,38.0,101.0,30.0,242,1217,1.0,5.0,13.0,10.0,15.0,25.0,12.0,68.0,64.0,111.0,68.0,21.0,11.0,26,3.0,29,2.0,19.0,4.0,61,28,37,5.0,70,79,18.0,15.0,24.0,24,40,24.0,1.0,35.0,11.0,2.0,68.0,279,2.0,0.6530612244897959,0.6808510638297872,0.9736842105263158,0.37623762376237624,0.2,0.37623762376237624,0.5104166666666666,0.6666666666666666,0.5380710659898477,0.4642857142857143,0.7,0.5683962264150944,0.4642857142857143,0.7282608695652174,0.5126903553299492,0.11458333333333333,0.2222222222222222,17.625093353248694,0.75,0.12195121951219512,0.11077844311377245,0.1222707423580786,0.11545293072824156,0.10191082802547771,0.07865168539325842,0.13559322033898305,0.22842639593908629,0.5777777777777777,0.7428571428571429,0.6153846153846154,0.19796954314720813,0.34517766497461927,0.3088235294117647,0.31343283582089554,0.9523809523809523,0.21428571428571427,,,0.225,0.7777777777777778,0.425,0.7411167512690355,0.3088235294117647,0.5274403553299493,0.5128458333333333,0.54299875,0.06666666666666667,0.10377358490566038,0.05371900826446281,0.2809917355371901,9.296874999999996,24.664356435643562,0.24477351916376305,3.0,6.0,7.0,12.0,16.0,17.0,33.0,8.0,7.0,5.0,9.0,,12.0,34.0,4.0,1.0,3.0,3.0,6.0,,9.0,5.0,29.0,23.0,6.0,3.0,6.0,1.0,3.0,1.0,,1.0,4.0,,1.0,6.0,,1.0,2.0,1.0,5.0,3.0,2.0,6.0,4.0,,,,2.0,0.48,0.5555555555555556,,,0.016,0.015228426395939087,0.015734265734265736,0.020134228187919462,0.009900990099009901,0.016,0.012738853503184714,0.025,0.1590909090909091,0.11764705882352941,0.05154639175257732,0.6666666666666666,0.06091370558375635,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.41025641025641024,0.42105263157894735,0.75,0.16751269035532995,0.5151515151515151,0.5151515151515151,1.0,0.42857142857142855,0.5,,0.2,0.4117647058823529,0.02564102564102564,1.0,2.0,5.0,3.0,,1.0,3.0,0.009900990099009901,,0.014705882352941176,0.14285714285714285,0.5,1.0,0.625,0.028846153846153848,2.0,1.0,1.0,1.0,,,,,True,
201584,1610612752,Courtney Lee,Courtney Lee,201584,NYK,49754.0,829,-55,1642,1637,413,439,198,3279,21,45,6.0,13.0,63.0,20.0,63.0,4.0,10.0,13.0,78,158,41.0,99.0,37.0,316,1857,6.0,16.0,42.0,17.0,33.0,19.0,16.0,80.0,80.0,114.0,63.0,20.0,9.0,48,21.0,69,16.0,22.0,13.0,159,32,33,2.0,67,84,17.0,12.0,26.0,21,43,30.0,1.0,45.0,18.0,4.0,76.0,411,2.0,0.5128205128205128,0.5194805194805194,0.926829268292683,0.41414141414141414,0.375,0.41414141414141414,0.4936708860759494,0.5151515151515151,0.5428015564202334,0.5263157894736842,0.6153846153846154,0.5654545454545454,0.5384615384615384,0.6475409836065574,0.3852140077821012,0.056962025316455694,0.2,16.053333333333335,0.6538461538461539,0.03571428571428571,0.07021276595744681,0.10996563573883161,0.08541392904073587,0.05263157894736842,0.04285714285714286,0.13432835820895522,0.17509727626459143,0.4666666666666667,0.5833333333333334,0.5714285714285714,0.245136186770428,0.245136186770428,0.31746031746031744,0.31746031746031744,0.9,0.2631578947368421,0.4,0.75,0.25,0.46153846153846156,0.25,0.5603112840466926,0.31746031746031744,0.498169260700389,0.508076,0.4949874999999999,0.06642066420664207,0.10465116279069768,0.13291139240506328,0.25316455696202533,10.564556962025316,24.620202020202026,0.2515225334957369,3.0,7.0,26.0,50.0,31.0,21.0,36.0,6.0,6.0,11.0,22.0,2.0,10.0,76.0,2.0,5.0,13.0,10.0,7.0,,17.0,4.0,31.0,23.0,8.0,7.0,9.0,,5.0,1.0,1.0,3.0,5.0,2.0,,1.0,,,1.0,4.0,7.0,4.0,2.0,8.0,2.0,,,,6.0,0.5263157894736842,0.5,,,0.012367491166077738,0.045662100456621,0.02165605095541401,0.015463917525773196,0.011695906432748537,0.009950248756218905,0.05325443786982249,0.02,0.1322314049586777,0.10267857142857142,0.032,0.25,0.19455252918287938,0.52,0.52,0.5384615384615384,0.49206349206349204,0.49206349206349204,0.45161290322580644,0.14007782101167315,0.5833333333333334,0.5833333333333334,0.9523809523809523,0.18421052631578946,0.42857142857142855,0.3333333333333333,0.11538461538461539,0.46153846153846156,,2.0,6.0,4.0,9.0,,,,,,,0.15789473684210525,0.3333333333333333,1.0,0.6666666666666666,,1.0,5.0,1.0,1.0,1.0,1.0,,,True,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,42985.0,716,-86,1435,1445,380,415,166,2880,26,49,10.0,16.0,151.0,36.0,103.0,11.0,14.0,38.0,122,277,41.0,115.0,98.0,465,1618,11.0,16.0,58.0,37.0,83.0,38.0,45.0,155.0,68.0,99.0,101.0,36.0,8.0,46,16.0,62,9.0,23.0,16.0,140,33,49,4.0,86,103,24.0,16.0,49.0,24,56,80.0,,117.0,45.0,7.0,154.0,377,6.0,0.2786885245901639,0.2905982905982906,0.8048780487804879,0.3565217391304348,0.6875,0.36283185840707965,0.4404332129963899,0.4457831325301205,0.46811224489795916,0.75,0.45454545454545453,0.5193181818181818,0.725,0.5275862068965518,0.29336734693877553,0.02888086642599278,0.08163265306122448,29.853479853479854,0.4897959183673469,0.07272727272727272,0.1136890951276102,0.12890625,0.11935953420669577,0.115,0.12295081967213115,0.14285714285714285,0.125,0.5306122448979592,0.5777777777777777,0.3076923076923077,0.3852040816326531,0.2627551020408163,0.34951456310679613,0.34951456310679613,0.7777777777777778,0.4117647058823529,0.7857142857142857,1.0,0.1322314049586777,0.625,0.3140495867768595,0.41836734693877553,0.3564356435643564,0.4638778205128206,0.47219423076923067,0.4547680672268908,0.11547344110854503,0.14331210191082802,0.12473118279569892,0.3333333333333333,12.936101083032483,25.413043478260864,0.26480836236933797,5.0,7.0,34.0,77.0,62.0,5.0,12.0,,12.0,9.0,18.0,7.0,12.0,176.0,10.0,7.0,7.0,1.0,16.0,,17.0,6.0,12.0,6.0,6.0,8.0,25.0,4.0,8.0,,2.0,2.0,11.0,1.0,,5.0,8.0,,2.0,8.0,14.0,12.0,,14.0,9.0,,,,8.0,0.3157894736842105,0.5,0.03896103896103896,,0.03219315895372234,0.005,0.024390243902439025,0.041916167664670656,0.03496503496503497,0.0213903743315508,0.006493506493506494,,0.10091743119266056,0.125,0.02830188679245283,0.6428571428571429,0.19642857142857142,0.44155844155844154,0.4594594594594595,0.20588235294117646,0.4105960264900662,0.41333333333333333,0.3064516129032258,0.030612244897959183,0.4166666666666667,0.4166666666666667,1.0,0.20588235294117646,0.7142857142857143,,,0.3157894736842105,0.006622516556291391,,2.0,,24.0,2.0,,5.0,,,,0.058823529411764705,,,,0.04201680672268908,,8.0,,,2.0,1.0,1.0,,True,
1627851,1610612752,Mindaugas Kuzminskas,Mindaugas Kuzminskas,1627851,NYK,23123.0,385,38,790,792,210,241,117,1582,29,54,8.0,12.0,2.0,14.0,46.0,1.0,1.0,11.0,34,74,17.0,56.0,27.0,146,835,3.0,3.0,32.0,8.0,15.0,13.0,13.0,47.0,34.0,45.0,46.0,14.0,12.0,14,8.0,22,5.0,10.0,4.0,52,14,14,,28,43,11.0,5.0,20.0,15,32,25.0,3.0,30.0,11.0,5.0,47.0,210,4.0,0.5,0.5862068965517241,0.8823529411764706,0.30357142857142855,1.0,0.30357142857142855,0.4594594594594595,0.5333333333333333,0.4576923076923077,0.75,0.6071428571428571,0.503448275862069,0.8,0.6911764705882353,0.4307692307692308,0.16216216216216217,0.2037037037037037,17.61546723952739,0.55,,0.06060606060606061,0.0945945945945946,0.07387862796833773,0.07766990291262135,0.056338028169014086,0.06818181818181818,0.4153846153846154,0.5370370370370371,0.6744186046511628,0.5517241379310345,0.015384615384615385,0.35384615384615387,0.30434782608695654,0.3111111111111111,0.8571428571428571,0.07142857142857142,1.0,1.0,0.42857142857142855,0.6666666666666666,0.39285714285714285,0.8461538461538461,0.30434782608695654,0.5651057692307692,0.6179545454545455,0.5782464285714285,0.07857142857142857,0.13095238095238096,0.2191780821917808,0.3219178082191781,3.0824324324324324,25.133928571428573,0.26582278481012656,5.0,10.0,5.0,18.0,,3.0,10.0,2.0,5.0,6.0,11.0,11.0,6.0,34.0,10.0,3.0,,4.0,10.0,1.0,15.0,3.0,12.0,7.0,5.0,2.0,9.0,1.0,6.0,1.0,3.0,3.0,4.0,,,5.0,2.0,,1.0,1.0,2.0,2.0,,4.0,,,,,4.0,0.46153846153846156,0.5454545454545454,,0.07142857142857142,0.0398406374501992,0.02857142857142857,0.03580562659846547,0.05217391304347826,0.05970149253731343,,0.034782608695652174,,0.03508771929824561,0.10576923076923077,0.046153846153846156,,0.13846153846153847,0.2777777777777778,0.2777777777777778,0.2,,,,0.07692307692307693,0.3,0.3,1.0,0.7142857142857143,0.5,,0.07142857142857142,0.45454545454545453,0.5,2.0,2.0,1.0,6.0,,1.0,,0.017857142857142856,,0.021739130434782608,0.14285714285714285,1.0,1.0,0.5,,1.0,,2.0,1.0,,,,1.0,True,
203124,1610612752,Kyle O'Quinn,Kyle O'Quinn,203124,NYK,9593.0,160,-23,319,323,87,104,48,642,13,21,3.0,5.0,25.0,,3.0,,,,25,49,,3.0,5.0,55,362,,,16.0,7.0,10.0,,1.0,15.0,32.0,,3.0,,1.0,7,5.0,12,5.0,5.0,1.0,29,11,22,3.0,36,54,3.0,1.0,8.0,13,20,6.0,1.0,8.0,4.0,,15.0,87,,0.64,0.8888888888888888,,,,,0.5102040816326531,0.7,0.4807692307692308,0.7777777777777778,0.7,0.49107142857142855,0.7272727272727273,0.6818181818181818,0.057692307692307696,0.02040816326530612,0.047619047619047616,16.71018276762402,0.375,0.42857142857142855,0.20952380952380953,0.1864406779661017,0.20121951219512196,0.11363636363636363,0.2903225806451613,,0.40384615384615385,0.6190476190476191,0.65,0.46153846153846156,0.4807692307692308,0.057692307692307696,,,,,,,0.5,0.6,,0.46153846153846156,,0.497921153846154,0.5667,0.51753,0.07142857142857142,0.07547169811320754,0.2909090909090909,0.2727272727272727,10.155102040816324,26.066666666666666,0.2727272727272727,7.0,9.0,2.0,3.0,10.0,,,,,7.0,9.0,2.0,,18.0,14.0,,1.0,4.0,14.0,,18.0,2.0,2.0,2.0,,,5.0,,2.0,,3.0,2.0,,,,1.0,2.0,,,,13.0,10.0,3.0,14.0,7.0,,,,2.0,,0.7777777777777778,,,0.11965811965811966,0.07692307692307693,0.10650887573964497,0.11904761904761904,0.18518518518518517,0.08333333333333333,0.06382978723404255,0.2,0.26666666666666666,0.24444444444444444,0.07692307692307693,0.5,0.057692307692307696,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,0.8,,,,,1.0,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,True,
204001,1610612752,Kristaps Porzingis,Kristaps Porzingis,204001,NYK,33460.0,558,-26,1131,1125,244,225,127,2256,31,42,7.0,8.0,61.0,18.0,54.0,1.0,7.0,11.0,89,177,20.0,62.0,59.0,297,1245,1.0,8.0,34.0,13.0,34.0,13.0,23.0,58.0,120.0,60.0,54.0,18.0,6.0,22,10.0,32,5.0,11.0,6.0,74,27,60,8.0,95,118,16.0,5.0,28.0,34,53,57.0,7.0,75.0,33.0,7.0,58.0,244,6.0,0.6741573033707865,0.7058823529411765,1.0,0.3225806451612903,0.125,0.3225806451612903,0.5028248587570622,0.38235294117647056,0.497907949790795,0.421875,0.3723404255319149,0.5422794117647058,0.4473684210526316,0.46774193548387094,0.2594142259414226,0.03389830508474576,0.07142857142857142,23.566378633150038,0.5714285714285714,0.18604651162790697,0.16901408450704225,0.135,0.15675675675675677,0.13953488372093023,0.19230769230769232,0.1509433962264151,0.17573221757322174,0.7380952380952381,0.7948717948717948,0.7741935483870968,0.25523012552301255,0.22594142259414227,0.3333333333333333,0.3333333333333333,1.0,0.21875,0.14285714285714285,1.0,0.1702127659574468,0.875,0.23404255319148937,0.4351464435146444,0.3333333333333333,0.48340188284518826,0.509438888888889,0.4731117021276595,0.12452830188679245,0.1625615763546798,0.11447811447811448,0.19528619528619529,10.287005649717512,25.267741935483865,0.21573828470380194,10.0,14.0,33.0,74.0,25.0,2.0,8.0,2.0,2.0,12.0,24.0,7.0,3.0,58.0,8.0,5.0,5.0,6.0,16.0,1.0,23.0,5.0,13.0,6.0,7.0,2.0,12.0,4.0,11.0,,,,8.0,1.0,1.0,7.0,4.0,,,7.0,31.0,22.0,9.0,33.0,23.0,4.0,,,5.0,0.23076923076923078,0.5,0.04054054054054054,0.045454545454545456,0.04481792717086835,0.037037037037037035,0.04238921001926782,0.03937007874015748,0.05555555555555555,0.040983606557377046,0.031496062992125984,0.05714285714285714,0.20253164556962025,0.1292517006802721,0.04032258064516129,0.696969696969697,0.30962343096234307,0.44594594594594594,0.4647887323943662,0.5454545454545454,0.4098360655737705,0.4098360655737705,0.72,0.03347280334728033,0.25,0.25,1.0,0.4375,0.7142857142857143,0.4,0.0425531914893617,0.18181818181818182,,,1.0,1.0,,,,,,,,0.03125,,,0.5,,1.0,2.0,2.0,,,2.0,,2.0,True,
