EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,LongMidRangePctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,Arc3PctBlocked,on
101249,1610612750,John Lucas III,John Lucas III,101249,MIN,418.0,7,5,15,13,12,13,2.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,0.3333333333333333,0.5,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,23.52941176470588,0.25,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.406575,0.4341,1.0,10.066666666666666,24.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,31334.0,522,-61,1016,1027,188,198,130.0,2043,16.0,30.0,2.0,4.0,32.0,17.0,35.0,8.0,34.0,79.0,49.0,143.0,1174,5.0,10.0,11.0,32.0,52.0,33.0,79.0,107.0,15.0,242.0,30.0,19.0,31.0,185,0.43037974683544306,0.5,0.453125,0.5952380952380952,0.5,0.64,0.3828125,14.678111587982832,0.234375,0.5333333333333333,0.5517241379310345,0.25,0.1328125,0.2734375,0.19047619047619047,0.5,0.38095238095238093,0.6171875,0.4955138888888888,0.48205749999999997,0.22377622377622378,7.975949367088607,25.493877551020404,0.18503937007874016,2.0,13.0,5.0,5.0,14.0,2.0,2.0,3.0,11.0,3.0,16.0,27.0,2.0,4.0,2.0,3.0,7.0,5.0,7.0,16.0,39.0,9.0,2.0,11.0,3.0,28.0,21.0,7.0,51.0,13.0,1.0,5.0,19.0,20.0,3.0,42.0,6.0,48.0,11.0,17.0,6.0,12.0,11.0,2.0,5.0,2.0,28.0,3.0,6.0,10.0,1.0,28.0,3.0,1.0,36.0,4.0,5.0,2.0,34.0,1.0,2.0,12.0,1.0,3.0,5.0,3.0,2.0,5.0,1.0,1.0,2.0,0.23529411764705882,0.23529411764705882,0.8125,0.32653061224489793,0.45454545454545453,0.3404255319148936,0.5,0.3333333333333333,0.4375,0.0379746835443038,0.03333333333333333,0.0625,0.6071428571428571,0.09090909090909091,0.07246376811594203,0.014285714285714285,0.10982658959537572,0.006802721088435374,0.08685968819599109,0.012072434607645875,0.025210084033613446,0.015037593984962405,0.008849557522123894,0.03508771929824561,0.06172839506172839,0.13580246913580246,0.11428571428571428,0.09090909090909091,0.2,0.375,0.40625,0.43333333333333335,0.15384615384615385,0.29411764705882354,0.29411764705882354,0.109375,0.35714285714285715,0.35714285714285715,1.0,0.3142857142857143,0.3142857142857143,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.375,0.3333333333333333,0.5687166666666666,0.09285714285714286,0.13333333333333333,0.02,0.04895104895104895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201941,1610612750,Jordan Hill,Jordan Hill,201941,MIN,2364.0,39,7,76,74,29,48,10.0,150,2.0,5.0,,,2.0,4.0,,,4.0,11.0,,10.0,70,1.0,2.0,,4.0,6.0,,,,,,,,4.0,29,0.36363636363636365,0.5,0.36363636363636365,0.5,0.4166666666666667,0.6666666666666666,,18.39080459770115,0.45454545454545453,0.4,0.5,0.18181818181818182,0.36363636363636365,,,,,0.45454545454545453,0.48862727272727274,0.3668,0.4,8.127272727272727,,0.3815789473684211,3.0,,2.0,,,,,,,,,2.0,2.0,5.0,,,4.0,,2.0,2.0,,,,,1.0,,,,,,1.0,6.0,1.0,2.0,1.0,4.0,7.0,11.0,,3.0,1.0,,1.0,,3.0,,4.0,1.0,2.0,7.0,,8.0,1.0,,3.0,,,,2.0,,,,,1.0,,,,,,,1.0,0.25,0.3333333333333333,,,,,0.4,0.4,0.4,0.09090909090909091,0.2,,0.75,0.25,0.08695652173913043,0.25,0.06666666666666667,0.09090909090909091,0.07894736842105263,0.2,0.2,0.3,,0.18181818181818182,,,0.07692307692307693,,,,,,,0.5,0.5,,,,,,,,0.6,,,,,,0.5907600000000001,,,,0.4,2.0,2.0,1.0,0.2222222222222222,0.25,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,90929.0,1515,-76,2970,2995,795,763,394.0,5965,157.0,232.0,31.0,40.0,186.0,35.0,86.0,20.0,239.0,453.0,145.0,772.0,3317,50.0,90.0,40.0,175.0,156.0,85.0,25.0,35.0,7.0,80.0,22.0,17.0,175.0,792,0.5275938189845475,0.5555555555555556,0.5225752508361204,0.5461538461538461,0.5676470588235294,0.5833333333333334,0.24247491638795987,21.45772594752187,0.3879598662207358,0.6767241379310345,0.7733990147783252,0.3110367892976589,0.05852842809364549,0.14381270903010032,0.3076923076923077,0.775,0.15384615384615385,0.6304347826086957,0.5385160234899329,0.52278203125,0.2266839378238342,5.580353200883003,24.63310344827585,0.2676767676767677,57.0,72.0,10.0,24.0,59.0,5.0,8.0,20.0,25.0,6.0,49.0,147.0,47.0,88.0,13.0,17.0,120.0,14.0,33.0,322.0,144.0,3.0,1.0,25.0,48.0,10.0,8.0,2.0,12.0,6.0,20.0,64.0,66.0,63.0,7.0,136.0,84.0,220.0,5.0,21.0,6.0,10.0,35.0,5.0,11.0,4.0,56.0,5.0,14.0,26.0,,86.0,6.0,8.0,140.0,,3.0,9.0,190.0,25.0,,96.0,1.0,10.0,6.0,5.0,,6.0,3.0,9.0,9.0,0.6736401673640168,0.7453703703703703,0.9795918367346939,0.33793103448275863,0.35,0.3402777777777778,0.5340909090909091,0.5099009900990099,0.5309734513274337,0.10596026490066225,0.125,0.10215053763440861,0.375,0.08860759493670886,0.07720588235294118,0.06477732793522267,0.132,0.04555808656036447,0.0980243161094225,0.05886475122634898,0.06707317073170732,0.06804733727810651,0.04451038575667656,0.05625,0.06882591093117409,0.11244979919678715,0.14177215189873418,0.09523809523809523,0.5,0.7261146496815286,0.3870967741935484,0.4311377245508982,0.5555555555555556,0.2857142857142857,0.2857142857142857,0.09866220735785954,0.4067796610169492,0.41379310344827586,1.0,0.29069767441860467,0.29069767441860467,0.96,0.5643564356435643,0.04950495049504951,0.15384615384615385,0.4,0.3,0.29411764705882354,0.5090948051948052,0.14477611940298507,0.183206106870229,0.00684931506849315,0.15544041450777202,31.0,46.0,8.0,0.059006211180124224,0.049019607843137254,0.7,0.543859649122807,1.0,2.0,8.0,3.0,1.0,10.0,1.0,11.0,1.0,2.0,0.23076923076923078,0.006896551724137931,0.01694915254237288,0.038910505836575876,0.2903225806451613,0.2,1.0,0.07920792079207921,0.25,1.0,,,,,,,,,,,,True
203940,1610612750,Adreian Payne,Adreian Payne,203940,MIN,4907.0,82,26,161,165,66,78,18.0,326,5.0,9.0,3.0,4.0,3.0,7.0,6.0,4.0,9.0,19.0,6.0,25.0,148,7.0,9.0,4.0,17.0,6.0,6.0,5.0,5.0,1.0,10.0,5.0,4.0,17.0,66,0.47368421052631576,0.7777777777777778,0.42,0.6538461538461539,0.46296296296296297,0.6538461538461539,0.24,17.204301075268816,0.36,0.5555555555555556,0.5555555555555556,0.12,0.28,0.24,0.3076923076923077,0.75,0.3076923076923077,0.6,0.488538,0.4688384615384616,0.68,8.278947368421052,25.150000000000002,0.40993788819875776,1.0,1.0,3.0,,,,,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,2.0,1.0,,12.0,3.0,,,1.0,,,,,4.0,,,2.0,8.0,9.0,3.0,20.0,2.0,22.0,1.0,4.0,,3.0,1.0,,1.0,,5.0,1.0,3.0,14.0,2.0,16.0,,,4.0,,,,4.0,,,2.0,,,3.0,3.0,,4.0,4.0,,,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5,0.25,0.25,,,,0.8,0.5,0.2,0.03636363636363636,0.21052631578947367,,0.20481927710843373,0.02531645569620253,0.125,,,0.23809523809523808,0.1111111111111111,0.2,0.25925925925925924,0.09090909090909091,1.0,0.8,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855,,,,,0.16666666666666666,0.16666666666666666,1.0,0.25,,,,0.25,0.16666666666666666,0.5187,0.07407407407407407,0.09523809523809523,,0.08,,,,,,0.3333333333333333,,,,2.0,,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,True
1627739,1610612750,Kris Dunn,Kris Dunn,1627739,MIN,51616.0,860,-61,1664,1701,335,363,224.0,3365,31.0,60.0,7.0,11.0,37.0,81.0,39.0,5.0,68.0,178.0,50.0,190.0,1833,17.0,34.0,8.0,47.0,102.0,39.0,76.0,114.0,19.0,266.0,46.0,19.0,46.0,332,0.38202247191011235,0.5,0.37719298245614036,0.47619047619047616,0.3941908713692946,0.4895833333333333,0.21929824561403508,15.527950310559007,0.2631578947368421,0.5166666666666667,0.62,0.16228070175438597,0.35526315789473684,0.17105263157894737,0.2619047619047619,0.6363636363636364,0.11904761904761904,0.4824561403508772,0.48781491228070156,0.4722880952380952,0.24736842105263157,10.626404494382024,24.852000000000004,0.2013221153846154,7.0,14.0,23.0,2.0,11.0,,1.0,3.0,10.0,1.0,12.0,18.0,4.0,12.0,4.0,,8.0,2.0,7.0,34.0,27.0,9.0,,10.0,12.0,38.0,26.0,12.0,45.0,12.0,3.0,9.0,37.0,49.0,1.0,87.0,12.0,99.0,27.0,31.0,8.0,19.0,28.0,5.0,12.0,5.0,59.0,6.0,9.0,72.0,3.0,114.0,,3.0,40.0,,8.0,2.0,30.0,4.0,,13.0,,4.0,23.0,17.0,5.0,24.0,10.0,3.0,2.0,0.25,0.26153846153846155,0.75,0.24,0.25,0.24,0.3333333333333333,0.25,0.25,0.06741573033707865,0.16666666666666666,0.05405405405405406,0.5254237288135594,0.018518518518518517,0.10560344827586207,0.01584507042253521,0.13028169014084506,0.012345679012345678,0.11497326203208556,0.014796547472256474,0.02564102564102564,0.015384615384615385,0.01507537688442211,0.09278350515463918,0.07746478873239436,0.15625,0.11607142857142858,0.18333333333333332,0.4166666666666667,0.3870967741935484,0.3783783783783784,0.4,0.07142857142857142,0.2839506172839506,0.2839506172839506,0.04824561403508772,0.18181818181818182,0.18181818181818182,1.0,0.2564102564102564,0.2564102564102564,0.7,0.4375,,0.07142857142857142,0.3333333333333333,0.2,0.2564102564102564,0.5105423076923077,0.05485232067510549,0.06951871657754011,,0.042105263157894736,2.0,6.0,1.0,0.0056179775280898875,,0.17391304347826086,0.2857142857142857,,,4.0,,,5.0,2.0,1.0,1.0,,,,,0.03759398496240601,,,,0.25,,,1.0,,,1.0,,,,,,,,True
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,47122.0,785,-34,1520,1537,336,334,210.0,3057,43.0,67.0,5.0,10.0,46.0,9.0,95.0,21.0,67.0,122.0,113.0,252.0,1622,8.0,21.0,25.0,49.0,70.0,95.0,43.0,59.0,10.0,134.0,27.0,24.0,49.0,336,0.5491803278688525,0.38095238095238093,0.48936170212765956,0.4673913043478261,0.5080645161290323,0.5,0.4808510638297872,16.67612024957459,0.2851063829787234,0.6417910447761194,0.671875,0.19574468085106383,0.03829787234042553,0.40425531914893614,0.21739130434782608,0.5,0.45652173913043476,0.7659574468085106,0.5080493617021277,0.4998021739130435,0.19444444444444445,4.92704918032787,25.061061946902655,0.22105263157894736,25.0,20.0,4.0,7.0,18.0,1.0,1.0,4.0,25.0,8.0,32.0,22.0,17.0,35.0,10.0,3.0,43.0,9.0,6.0,64.0,90.0,6.0,,25.0,6.0,16.0,8.0,8.0,30.0,3.0,6.0,32.0,33.0,82.0,16.0,131.0,41.0,172.0,3.0,25.0,6.0,14.0,21.0,5.0,11.0,3.0,46.0,5.0,7.0,49.0,3.0,107.0,14.0,1.0,44.0,1.0,,5.0,30.0,3.0,,13.0,1.0,2.0,11.0,10.0,1.0,11.0,7.0,4.0,2.0,0.47761194029850745,0.5614035087719298,0.9375,0.2831858407079646,0.36,0.2831858407079646,0.4857142857142857,0.4444444444444444,0.4574468085106383,0.04918032786885246,0.04477611940298507,0.06521739130434782,0.5434782608695652,0.32,0.1889400921658986,0.06037735849056604,0.12692307692307692,0.025210084033613446,0.16570605187319884,0.049479166666666664,0.08379888268156424,0.043010752688172046,0.022222222222222223,0.22340425531914893,0.18181818181818182,0.144,0.1111111111111111,0.18867924528301888,0.6363636363636364,0.4883720930232558,0.43478260869565216,0.46511627906976744,0.35,0.4444444444444444,0.4444444444444444,0.07659574468085106,0.3888888888888889,0.3888888888888889,1.0,0.2631578947368421,0.2631578947368421,0.92,0.5555555555555556,0.022222222222222223,0.08695652173913043,0.25,0.38095238095238093,0.2631578947368421,0.5276689189189189,0.056910569105691054,0.09848484848484848,0.008771929824561403,0.17063492063492064,14.0,20.0,4.0,0.05454545454545454,0.034482758620689655,1.0,0.56,,2.0,9.0,2.0,,9.0,,4.0,,,0.2,,,0.07086614173228346,0.21428571428571427,,,0.2,0.2222222222222222,1.0,,,1.0,,3.0,2.0,0.0967741935483871,,,,,True
201575,1610612750,Brandon Rush,Brandon Rush,201575,MIN,9204.0,153,-45,297,294,63,64,46.0,591,2.0,3.0,,,1.0,6.0,9.0,1.0,3.0,10.0,19.0,19.0,360,,2.0,4.0,,2.0,9.0,6.0,7.0,1.0,15.0,5.0,2.0,,63,0.3,,0.3103448275862069,,0.31666666666666665,,0.6551724137931034,10.601719197707736,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.034482758620689655,0.20689655172413793,0.3103448275862069,,,0.16666666666666666,0.7586206896551724,0.5377827586206897,0.50975,,11.349999999999998,23.857894736842105,0.21212121212121213,2.0,,1.0,2.0,10.0,1.0,,3.0,2.0,,4.0,1.0,1.0,2.0,1.0,,2.0,,,4.0,12.0,,,2.0,,1.0,,1.0,4.0,1.0,1.0,3.0,3.0,12.0,2.0,17.0,4.0,21.0,3.0,3.0,2.0,2.0,4.0,,1.0,1.0,7.0,,,4.0,1.0,7.0,,,5.0,,1.0,1.0,2.0,,,1.0,,,6.0,6.0,,6.0,2.0,1.0,,0.6666666666666666,1.0,1.0,0.21052631578947367,,0.21052631578947367,0.5,0.3333333333333333,0.3333333333333333,,,,0.42857142857142855,0.2,0.14634146341463414,0.030612244897959183,0.06818181818181818,0.02127659574468085,0.11904761904761904,0.027586206896551724,0.027777777777777776,0.0625,,0.030303030303030304,0.22727272727272727,0.2222222222222222,0.08333333333333333,,0.3333333333333333,0.5,,,,0.16666666666666666,0.16666666666666666,0.3448275862068966,0.2,0.2,1.0,0.2222222222222222,0.2222222222222222,1.0,0.6666666666666666,0.3333333333333333,0.5,,,0.2222222222222222,0.5959,0.03333333333333333,0.09090909090909091,,0.10526315789473684,1.0,2.0,,,0.06666666666666667,1.0,0.5,,,,,,2.0,,1.0,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,True
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,49599.0,827,-37,1624,1633,458,402,212.0,3257,114.0,168.0,32.0,42.0,102.0,61.0,66.0,15.0,187.0,331.0,76.0,569.0,1872,43.0,69.0,19.0,141.0,158.0,65.0,51.0,70.0,5.0,159.0,24.0,20.0,141.0,455,0.5649546827794562,0.6231884057971014,0.5552825552825553,0.625,0.6096774193548387,0.6862745098039216,0.18673218673218672,27.931769722814497,0.41277641277641275,0.6785714285714286,0.76,0.25061425061425063,0.14987714987714987,0.16216216216216217,0.4772727272727273,0.7619047619047619,0.17045454545454544,0.5995085995085995,0.5226545566502464,0.5477172413793103,0.2478031634446397,6.420543806646527,25.406578947368423,0.28201970443349755,52.0,50.0,23.0,5.0,10.0,2.0,1.0,4.0,21.0,7.0,26.0,117.0,44.0,63.0,7.0,19.0,113.0,8.0,31.0,216.0,75.0,3.0,1.0,21.0,22.0,19.0,16.0,3.0,39.0,7.0,16.0,66.0,60.0,112.0,12.0,184.0,83.0,267.0,4.0,27.0,6.0,15.0,32.0,3.0,12.0,6.0,59.0,3.0,14.0,27.0,3.0,60.0,7.0,8.0,124.0,,2.0,3.0,136.0,17.0,2.0,68.0,1.0,6.0,32.0,20.0,12.0,33.0,21.0,5.0,4.0,0.5775401069518716,0.6835443037974683,0.9615384615384616,0.34210526315789475,0.42105263157894735,0.3466666666666667,0.6984126984126984,0.6714285714285714,0.7243589743589743,0.06646525679758308,0.10714285714285714,0.029411764705882353,0.4576271186440678,0.35294117647058826,0.2398286937901499,0.12547528517110265,0.2459016393442623,0.06837606837606838,0.2419127988748242,0.10789473684210527,0.1270718232044199,0.1358695652173913,0.06382978723404255,0.1864406779661017,0.2922077922077922,0.25,0.22613065326633167,0.3333333333333333,0.6363636363636364,0.5350877192982456,0.49019607843137253,0.5050505050505051,0.56,0.3770491803278688,0.38333333333333336,0.02457002457002457,0.5,0.5,0.8,0.3181818181818182,0.3181818181818182,1.0,0.7428571428571429,0.02857142857142857,0.045454545454545456,0.25,0.4666666666666667,0.3230769230769231,0.5828691666666665,0.1503267973856209,0.17801047120418848,0.012987012987012988,0.19859402460456943,38.0,58.0,5.0,0.11180124223602485,0.08695652173913043,0.8260869565217391,0.7307692307692307,2.0,,5.0,2.0,,8.0,,4.0,,2.0,0.2857142857142857,,,0.047058823529411764,0.10526315789473684,1.0,0.5,0.07142857142857142,,,1.0,,2.0,1.0,1.0,,0.023255813953488372,0.01639344262295082,,,,True
201956,1610612750,Omri Casspi,Omri Casspi,201956,MIN,9476.0,158,-71,309,318,61,55,44.0,627,10.0,12.0,2.0,2.0,7.0,,6.0,1.0,14.0,19.0,7.0,32.0,416,3.0,3.0,2.0,9.0,4.0,6.0,8.0,10.0,3.0,22.0,8.0,3.0,9.0,61,0.7368421052631579,1.0,0.5961538461538461,0.9,0.5714285714285714,0.75,0.2692307692307692,10.497237569060774,0.46153846153846156,0.8333333333333334,0.9090909090909091,0.2692307692307692,,0.23076923076923078,0.4,1.0,0.2,0.7307692307692307,0.5343326923076923,0.53793,0.28125,2.9052631578947374,25.185714285714287,0.19741100323624594,3.0,4.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,,9.0,1.0,,24.0,3.0,,,1.0,1.0,2.0,1.0,1.0,4.0,1.0,,4.0,3.0,7.0,1.0,11.0,4.0,15.0,5.0,6.0,2.0,1.0,4.0,1.0,5.0,,10.0,1.0,1.0,9.0,,14.0,2.0,,3.0,,,,4.0,,,2.0,,,1.0,1.0,,1.0,1.0,,,0.8571428571428571,0.9230769230769231,1.0,0.14285714285714285,0.5,0.14285714285714285,0.75,0.9,0.75,0.05263157894736842,0.08333333333333333,,0.6,0.16666666666666666,0.10606060606060606,0.037037037037037035,0.07692307692307693,,0.09523809523809523,0.027586206896551724,0.029411764705882353,0.05128205128205128,,0.08333333333333333,0.125,0.1111111111111111,0.037037037037037035,0.16666666666666666,1.0,0.8,0.5714285714285714,0.5714285714285714,1.0,,,0.038461538461538464,,,,0.16666666666666666,0.16666666666666666,1.0,0.6,,0.2,,1.0,0.16666666666666666,0.4912,0.07142857142857142,0.09523809523809523,,0.28125,3.0,2.0,,0.02857142857142857,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,0.1,0.6666666666666666,,,0.2,1.0,1.0,,,,,,,,,,,,True
