EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGA,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,SecondChanceFg2Pct,LongMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LongMidRangeAssists,PenaltyTurnovers,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,DefensiveGoaltends,Corner3PctBlocked,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,3pt And 1 Free Throw Trips
1627098,1610612737,Malcolm Delaney,Malcolm Delaney,1627098,ATL,5169.0,86,-13,169,173,38.0,58.0,15,342,1.0,2.0,6.0,17.0,1.0,2.0,4.0,9.0,1.0,2.0,1.0,4.0,7.0,19,5.0,11.0,5.0,34.0,174,1.0,1.0,2.0,3.0,2.0,6.0,1.0,4.0,1.0,8.0,2.0,12.0,15.0,9.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,3.0,2.0,5.0,1.0,6.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,9.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,8.0,38.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.45454545454545453,0.5,0.25,0.45454545454545453,0.3684210526315789,0.3333333333333333,0.48333333333333334,0.5,0.35,0.5151515151515151,0.5,0.36363636363636365,0.36666666666666664,19.148936170212767,1.0,0.045454545454545456,0.022727272727272728,0.08108108108108109,0.06172839506172839,0.01098901098901099,0.1111111111111111,0.07692307692307693,0.058823529411764705,0.06451612903225806,0.16666666666666666,0.06666666666666667,0.5,0.5,0.5666666666666667,0.35294117647058826,0.35294117647058826,0.16666666666666666,0.06666666666666667,0.5,0.5,1.0,0.3,0.4444444444444444,0.4444444444444444,1.0,0.6666666666666666,0.5,1.0,0.4,0.25,0.43333333333333335,0.4444444444444444,0.45938666666666667,0.3599,0.4203,0.09375,0.1,0.08333333333333333,0.08823529411764706,0.23529411764705882,17.11578947368421,25.109090909090913,0.22485207100591717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1627752,1610612737,Taurean Prince,Taurean Prince,1627752,ATL,4934.0,82,-7,161,165,49.0,58.0,16,326,7.0,10.0,,2.0,,2.0,1.0,7.0,,,,1.0,8.0,16,1.0,9.0,13.0,32.0,149,,,,2.0,3.0,4.0,,2.0,7.0,13.0,12.0,4.0,3.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,,2.0,9.0,11.0,1.0,12.0,3.0,2.0,1.0,7.0,4.0,9.0,1.0,7.0,11.0,,1.0,15.0,1.0,8.0,,,13.0,49.0,1.0,0.75,0.75,1.0,0.1111111111111111,,,0.125,0.5,0.75,0.38,,0.5,0.5,1.0,0.65,0.36,22.905027932960895,0.7777777777777778,0.2,,0.06896551724137931,0.14864864864864866,0.011904761904761904,,0.1875,0.23529411764705882,0.043478260869565216,0.16666666666666666,0.4,0.7,0.875,0.08,,,,0.08,,,,0.28,0.14285714285714285,0.14285714285714285,1.0,,,,0.16666666666666666,,0.76,0.16666666666666666,0.5361083333333333,,0.64283,0.25,0.34782608695652173,,0.0625,0.40625,5.86875,27.322222222222223,0.30434782608695654,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,0.1875,0.2,0.25,0.02857142857142857,0.03571428571428571,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.7142857142857143,0.16,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1627761,1610612737,DeAndre' Bembry,DeAndre' Bembry,1627761,ATL,4349.0,72,-16,146,148,60.0,60.0,19,294,6.0,13.0,3.0,5.0,,1.0,,1.0,,,,,10.0,23,,2.0,4.0,24.0,152,1.0,,,2.0,2.0,7.0,,,4.0,8.0,12.0,8.0,,1.0,,4.0,5.0,9.0,2.0,2.0,2.0,23.0,2.0,5.0,3.0,8.0,3.0,11.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,8.0,,1.0,11.0,3.0,5.0,,2.0,8.0,60.0,,0.6,0.6,,,,,,0.43478260869565216,0.2857142857142857,0.4,,0.2857142857142857,0.41379310344827586,0.5,0.4,0.08,18.674698795180724,0.5,0.08333333333333333,0.046511627906976744,0.19230769230769232,0.12903225806451613,0.0379746835443038,,0.08333333333333333,0.14285714285714285,0.18181818181818182,0.25,0.52,0.46153846153846156,0.75,0.2,0.6,0.6,0.3333333333333333,0.04,,,,0.04,,,,,,,,,0.6,,0.54454,,0.5835,0.18518518518518517,0.2,,0.08333333333333333,0.3333333333333333,5.526086956521739,24.4,0.410958904109589,1.0,5.0,1.0,5.0,,2.0,,7.0,3.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,0.30434782608695654,0.38461538461538464,0.4,0.027777777777777776,0.03225806451612903,,,,0.8333333333333334,0.2,0.2,0.3333333333333333,,0.7142857142857143,0.2,,1.0,2.0,0.05,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,11697.0,195,-42,385,388,95.0,141.0,36,773,5.0,10.0,3.0,9.0,,6.0,4.0,21.0,1.0,1.0,2.0,8.0,13.0,32,4.0,27.0,7.0,45.0,409,7.0,1.0,1.0,13.0,7.0,11.0,2.0,9.0,5.0,25.0,20.0,6.0,9.0,21.0,4.0,11.0,6.0,17.0,5.0,8.0,3.0,40.0,7.0,16.0,9.0,27.0,10.0,37.0,4.0,2.0,2.0,7.0,4.0,8.0,7.0,12.0,10.0,,2.0,8.0,,,,4.0,25.0,95.0,2.0,0.7692307692307693,0.9090909090909091,0.75,0.14814814814814814,1.0,0.2222222222222222,0.14814814814814814,0.40625,0.6363636363636364,0.3220338983050847,0.6875,0.5,0.35714285714285715,0.7222222222222222,0.5434782608695652,0.4576271186440678,16.666666666666668,0.875,0.08737864077669903,0.06542056074766354,0.21621621621621623,0.14124293785310735,0.05102040816326531,,0.1388888888888889,0.07692307692307693,0.20689655172413793,0.25,0.1694915254237288,0.5,0.625,0.15254237288135594,0.3333333333333333,0.375,1.0,0.1016949152542373,,,,0.3559322033898305,0.19047619047619047,0.19047619047619047,0.75,0.125,1.0,1.0,0.4,0.25,0.6271186440677966,0.19047619047619047,0.4977516949152542,0.5096285714285714,0.530025,,,,0.28888888888888886,0.5555555555555556,8.828125,24.703703703703702,0.24675324675324675,4.0,5.0,5.0,13.0,1.0,2.0,,4.0,1.0,3.0,2.0,,1.0,,3.0,,1.0,3.0,1.0,,3.0,2.0,0.125,0.2,0.07692307692307693,0.033707865168539325,0.04054054054054054,0.03571428571428571,0.05405405405405406,0.6666666666666666,0.6,0.22033898305084745,0.38461538461538464,0.4166666666666667,0.8,0.25,0.8,0.05,5.0,3.0,0.0975609756097561,0.075,0.625,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,0.5714285714285714,0.1111111111111111,0.2857142857142857,0.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203527,1610612737,Ryan Kelly,Ryan Kelly,203527,ATL,717.0,12,-2,23,27,8.0,7.0,3,50,,,,1.0,1.0,1.0,,1.0,,,,,,1,1.0,2.0,,3.0,20,,1.0,1.0,3.0,,1.0,1.0,1.0,,3.0,,,3.0,1.0,,1.0,,1.0,,1.0,,2.0,,,3.0,3.0,,3.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,,,,1.0,0.5,1.0,1.0,0.5,,,0.5,1.5,0.75,0.5,1.5,0.75,0.6666666666666666,15.384615384615383,,0.3,,,0.21428571428571427,,,0.25,0.5,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.47961666666666664,0.55965,0.460075,,,,1.0,1.0,20.2,23.6,0.34782608695652173,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
2399,1610612737,Mike Dunleavy,Mike Dunleavy,2399,ATL,4091.0,68,-18,134,132,24.0,37.0,14,266,2.0,6.0,1.0,3.0,4.0,5.0,,8.0,,3.0,,3.0,3.0,10,4.0,13.0,2.0,20.0,135,2.0,,3.0,2.0,2.0,3.0,1.0,4.0,,7.0,2.0,4.0,12.0,8.0,,3.0,2.0,5.0,1.0,2.0,,12.0,3.0,3.0,3.0,6.0,5.0,11.0,2.0,2.0,,1.0,,1.0,3.0,4.0,3.0,,,2.0,,1.0,,,7.0,24.0,,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,,0.25,0.3076923076923077,0.3,0.6666666666666666,0.391304347826087,0.2,0.5,0.4166666666666667,0.2,0.5,0.5652173913043478,16.666666666666668,1.0,0.1,0.075,0.09375,0.0967741935483871,0.07246376811594203,0.1111111111111111,0.1,0.15384615384615385,0.07692307692307693,0.16666666666666666,0.2608695652173913,0.3333333333333333,0.4,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.21739130434782608,0.8,0.8,1.0,0.34782608695652173,,,,0.6,,,0.42857142857142855,,0.8260869565217391,,0.5325891304347826,0.5469499999999999,0.5595071428571429,0.041666666666666664,0.09090909090909091,,0.1,0.35,7.789999999999999,24.52307692307692,0.1791044776119403,2.0,3.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,0.1,0.16666666666666666,,0.06896551724137931,0.08,,0.06666666666666667,,0.5,0.043478260869565216,,,,0.42857142857142855,0.6666666666666666,0.14285714285714285,2.0,,0.13333333333333333,,0.4,1.0,1.0,,,,,,,0.5,,,0.5,,,1.0,,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,
2743,1610612737,Kris Humphries,Kris Humphries,2743,ATL,4571.0,76,-5,155,154,48.0,69.0,15,309,3.0,9.0,2.0,2.0,,1.0,2.0,6.0,,,1.0,2.0,7.0,14,2.0,7.0,15.0,35.0,140,4.0,,,5.0,1.0,4.0,1.0,3.0,7.0,12.0,8.0,6.0,6.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,,7.0,3.0,7.0,6.0,14.0,6.0,20.0,1.0,1.0,,2.0,1.0,5.0,4.0,9.0,14.0,,2.0,19.0,1.0,7.0,,3.0,12.0,48.0,2.0,0.5714285714285714,0.6666666666666666,1.0,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.5,0.25,0.47619047619047616,0.25,0.35714285714285715,0.5833333333333334,0.4166666666666667,0.5454545454545454,0.3333333333333333,20.58823529411765,0.4,0.13953488372093023,0.07317073170731707,0.22580645161290322,0.17567567567567569,0.06666666666666667,0.09090909090909091,0.125,0.23529411764705882,0.21428571428571427,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.09523809523809523,1.0,1.0,1.0,0.047619047619047616,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,,,,0.2857142857142857,0.5,0.7619047619047619,0.3333333333333333,0.5371071428571428,0.3738,0.5149071428571428,0.25925925925925924,0.35,,0.14285714285714285,0.34285714285714286,5.371428571428571,25.800000000000004,0.3096774193548387,,3.0,2.0,3.0,1.0,3.0,,,,2.0,,1.0,3.0,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.058823529411764705,0.07692307692307693,,,0.5,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.6666666666666666,,0.42857142857142855,,0.14285714285714285,4.0,2.0,,0.11764705882352941,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,0.25,,0.5,0.25,,,,,,,,,,1.0,0.25,,,,,True,,,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,2130.0,36,12,69,66,11.0,33.0,6,135,2.0,3.0,1.0,1.0,1.0,1.0,,5.0,,,,,6.0,10,1.0,6.0,4.0,19.0,67,1.0,1.0,1.0,3.0,,,1.0,1.0,,3.0,10.0,2.0,3.0,5.0,,2.0,4.0,6.0,3.0,,1.0,16.0,1.0,2.0,3.0,5.0,2.0,7.0,2.0,2.0,,1.0,,1.0,1.0,2.0,4.0,,,6.0,,3.0,,,3.0,11.0,,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.6,,0.46875,0.75,1.5,0.5,0.75,1.5,0.375,25.64102564102564,1.0,0.15789473684210525,0.05263157894736842,0.125,0.14285714285714285,0.029411764705882353,0.25,0.5,,0.15384615384615385,,0.1875,0.6666666666666666,0.6666666666666666,0.0625,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,0.3125,,,,,,,,,0.5625,,0.495753125,0.603475,0.55035,0.15789473684210525,0.23076923076923078,,0.15789473684210525,0.15789473684210525,5.680000000000001,24.63333333333333,0.15942028985507245,,,3.0,6.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,0.1,,0.16666666666666666,,,0.1,0.125,,1.0,0.375,0.5,0.6,0.6666666666666666,,,1.0,1.0,,,,0.5,,,,,,,1.0,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,True,,,,,,,,,,,,,,,,
202390,1610612737,Gary Neal,Gary Neal,202390,ATL,690.0,12,1,24,25,13.0,17.0,3,49,,,,1.0,,,,2.0,,,,1.0,,1,,2.0,4.0,4.0,20,,,,,,1.0,,1.0,2.0,2.0,,,,2.0,,,1.0,1.0,1.0,,,3.0,,1.0,,1.0,,1.0,,,,,,,,1.0,2.0,,,4.0,,1.0,,1.0,2.0,13.0,,,,,,,,,,,,,,0.4,,0.3333333333333333,0.6666666666666666,17.857142857142854,,,,0.2,0.1111111111111111,,,,,0.25,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,,,,0.5,,0.6666666666666666,,0.50035,,0.46882500000000005,0.25,0.5,,,0.5,20.4,25.35,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,3156.0,53,-20,104,103,19.0,30.0,7,207,11.0,15.0,1.0,4.0,,,2.0,4.0,,,,1.0,14.0,24,2.0,4.0,4.0,38.0,133,1.0,,,,1.0,2.0,,1.0,1.0,3.0,8.0,20.0,6.0,4.0,2.0,9.0,4.0,13.0,2.0,3.0,3.0,30.0,,,3.0,3.0,,3.0,1.0,1.0,,1.0,1.0,4.0,1.0,4.0,8.0,,1.0,5.0,3.0,4.0,,,3.0,19.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.5,,,0.5,0.5833333333333334,0.5,0.6071428571428571,,0.3333333333333333,0.6551724137931034,,0.5,0.14285714285714285,29.46428571428571,0.25,0.14285714285714285,,,0.08108108108108109,,,0.125,,,,0.5357142857142857,0.7333333333333333,0.8461538461538461,0.14285714285714285,0.25,0.25,,,,,,0.14285714285714285,0.5,0.5,1.0,,,,0.3333333333333333,,0.6785714285714286,0.5,0.5513357142857143,,0.5691833333333333,0.13793103448275862,0.16,,,0.07894736842105263,5.608333333333333,24.55,0.18269230769230768,1.0,2.0,2.0,5.0,,,,3.0,2.0,,,1.0,3.0,1.0,,,,,,,,,0.125,0.13333333333333333,0.2,,,0.4,,,0.2727272727272727,0.17857142857142858,0.4,0.5,0.5,0.6666666666666666,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,True,,,,,,,,,,,,,,,,
