EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,LostBallSteals,Charge Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG2M,PtsPutbacks,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg2Pct,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,Fg3aBlocked,Travels,BlockingFouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,Defensive 3 Seconds Violations,Technical Free Throw Trips,on,Corner3PctBlocked,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,9993.0,167,-14,341,341,69.0,57.0,24.0,682,5.0,14.0,4.0,1.0,5.0,12.0,4.0,7.0,2.0,5.0,1.0,2.0,16.0,40.0,1.0,2.0,4.0,6.0,14.0,33.0,18.0,45.0,7.0,89.0,364,6.0,1.0,2.0,2.0,5.0,2.0,5.0,8.0,15.0,28.0,54.0,1.0,39.0,16.0,1.0,4.0,4.0,8.0,2.0,2.0,2.0,1.0,1.0,20.0,3.0,5.0,8.0,11.0,4.0,23.0,8.0,31.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,14.0,25.0,3.0,3.0,16.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,15.0,69.0,2.0,1.0,1.0,1.0,0.4,0.5,0.625,0.4090909090909091,0.4242424242424242,0.5256410256410257,0.1875,0.75,0.5493827160493827,0.2777777777777778,0.75,0.5769230769230769,0.0303030303030303,0.0714285714285714,23.369565217391305,0.2,0.3636363636363636,0.1037735849056603,0.0602409638554216,0.1509433962264151,0.0441176470588235,0.1194968553459119,0.0529801324503311,0.088235294117647,0.0384615384615384,0.0434782608695652,0.0377358490566037,0.0666666666666666,0.21875,0.0571428571428571,0.0512820512820512,0.1351351351351351,0.1875,0.0697674418604651,1.0,0.1794871794871795,0.3571428571428571,0.3846153846153846,1.0,0.1538461538461538,0.4166666666666667,0.4166666666666667,1.0,0.0897435897435897,0.5714285714285714,0.5714285714285714,1.0,0.0641025641025641,0.4,0.4,1.0,0.5128205128205128,0.4,0.4,1.0,0.5,0.25,0.5,1.0,0.1,0.2,0.5,0.6,0.6666666666666666,0.7564102564102564,0.4102564102564102,0.5166318181818181,0.4989071428571429,0.552675,0.0493827160493827,0.1111111111111111,0.0561797752808988,0.1685393258426966,7.196969696969697,25.61111111111111,0.2023460410557184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627770,1610612739,Kay Felder,Kay Felder,1627770,CLE,3893.0,65,-30,132,132,34.0,63.0,10.0,264,6.0,11.0,,4.0,1.0,4.0,8.0,15.0,,1.0,,,,3.0,,,,1.0,15.0,30.0,,4.0,10.0,40.0,153,1.0,,,,,11.0,,1.0,7.0,8.0,,,3.0,,2.0,5.0,4.0,9.0,2.0,2.0,3.0,2.0,,22.0,,1.0,,6.0,,6.0,1.0,7.0,,2.0,1.0,1.0,,1.0,3.0,4.0,4.0,7.0,,,6.0,,12.0,,5.0,1.0,1.0,,1.0,,7.0,34.0,,0.2666666666666666,0.2666666666666666,,,,,,0.5,0.4411764705882353,,0.25,0.5,,0.2692307692307692,0.1176470588235294,0.0666666666666666,0.0909090909090909,30.985915492957748,0.25,,0.1333333333333333,0.0294117647058823,,,0.09375,0.0175438596491228,,,0.0769230769230769,,,,0.0666666666666666,0.3333333333333333,,,,,0.3235294117647059,0.5454545454545454,0.6,,0.1176470588235294,0.25,0.25,,0.4411764705882353,0.5333333333333333,0.5714285714285714,0.5,0.0294117647058823,,,,0.088235294117647,,,,,,,,0.3333333333333333,,,0.0833333333333333,,0.4411764705882353,,0.4694720588235294,0.4242,0.4331875,0.1282051282051282,0.1428571428571428,,0.175,10.393333333333334,24.85,0.2575757575757575,2.0,3.0,1.0,22.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.0666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,7714.0,129,-10,258,257,90.0,52.0,29.0,515,7.0,13.0,3.0,4.0,11.0,19.0,2.0,7.0,4.0,6.0,4.0,4.0,4.0,12.0,,,2.0,7.0,20.0,39.0,8.0,18.0,31.0,95.0,273,5.0,,1.0,5.0,11.0,12.0,6.0,11.0,53.0,24.0,24.0,,12.0,4.0,4.0,4.0,1.0,5.0,,1.0,3.0,,1.0,11.0,5.0,6.0,13.0,27.0,4.0,44.0,11.0,55.0,2.0,4.0,4.0,6.0,2.0,3.0,5.0,11.0,7.0,10.0,1.0,1.0,26.0,2.0,37.0,1.0,8.0,3.0,1.0,,3.0,1.0,53.0,90.0,2.0,0.6,0.6666666666666666,1.0,0.4444444444444444,,0.5454545454545454,0.4444444444444444,0.5128205128205128,0.5614035087719298,0.5,0.6521739130434783,0.6333333333333333,0.6111111111111112,0.7571428571428571,0.3157894736842105,0.1025641025641025,0.2307692307692307,29.310344827586206,0.5454545454545454,0.4444444444444444,0.36,0.0909090909090909,0.2452830188679245,0.0909090909090909,0.3125,0.0909090909090909,0.074074074074074,0.0526315789473684,0.15,0.0789473684210526,0.1176470588235294,0.3809523809523809,0.34375,0.3636363636363636,0.2727272727272727,0.1111111111111111,0.0833333333333333,0.3333333333333333,0.2280701754385964,0.5384615384615384,0.7,0.7142857142857143,0.3333333333333333,0.5789473684210527,0.6111111111111112,0.5454545454545454,0.1228070175438596,0.2857142857142857,0.2857142857142857,0.5,0.1052631578947368,0.6666666666666666,0.6666666666666666,1.0,0.2105263157894736,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,0.1739130434782608,0.1739130434782608,1.0,0.3043478260869565,0.2857142857142857,0.543859649122807,0.3333333333333333,0.4850956140350877,0.6524125000000001,0.4871652173913043,0.1384615384615384,0.1739130434782608,0.1157894736842105,0.5578947368421052,8.046153846153846,25.28333333333333,0.3488372093023256,3.0,6.0,23.0,16.0,,,10.0,9.0,0.5,,0.75,2.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,0.6,0.0526315789473684,0.6666666666666666,0.5,0.1666666666666666,0.0526315789473684,,,,,,,,,,,,,,,,,,True,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,13730.0,229,-9,460,459,102.0,82.0,28.0,919,10.0,13.0,1.0,2.0,1.0,7.0,4.0,5.0,4.0,10.0,2.0,3.0,10.0,21.0,2.0,2.0,,3.0,15.0,25.0,14.0,31.0,15.0,87.0,498,1.0,2.0,2.0,,8.0,5.0,2.0,6.0,8.0,8.0,33.0,,21.0,10.0,2.0,14.0,8.0,22.0,6.0,2.0,7.0,5.0,2.0,52.0,3.0,,9.0,11.0,2.0,22.0,3.0,25.0,1.0,12.0,6.0,8.0,4.0,7.0,11.0,19.0,8.0,20.0,,5.0,15.0,,17.0,1.0,9.0,2.0,,,2.0,2.0,8.0,102.0,1.0,0.2666666666666666,0.2857142857142857,0.7857142857142857,0.4516129032258064,1.0,0.3333333333333333,0.4516129032258064,0.6,0.6428571428571429,1.3333333333333333,0.3636363636363636,0.6796875,1.3333333333333333,0.3636363636363636,0.5535714285714286,0.08,0.0769230769230769,16.90427698574338,0.4210526315789473,0.1818181818181818,0.0748299319727891,,0.1097560975609756,0.0352941176470588,0.0873362445414847,0.0161290322580645,,,,0.0317460317460317,0.0454545454545454,0.0952380952380952,0.0769230769230769,0.0566037735849056,0.1014492753623188,0.1538461538461538,0.0434782608695652,1.0,0.2321428571428571,0.7692307692307693,0.8333333333333334,0.4,0.125,0.1428571428571428,0.1666666666666666,,0.0892857142857142,0.8,0.8,,0.1785714285714285,0.4,0.4,1.0,0.375,0.4761904761904761,0.4761904761904761,0.7,0.3333333333333333,0.6666666666666666,1.0,1.0,0.1818181818181818,0.2727272727272727,0.6666666666666666,0.2727272727272727,,0.7857142857142857,0.4761904761904761,0.5721223214285713,0.5781,0.5155090909090908,0.140625,0.2727272727272727,0.0919540229885057,0.0919540229885057,6.308,25.12903225806452,0.2217391304347826,1.0,1.0,,22.0,6.0,,,,0.2,,0.5,1.0,,1.0,2.0,1.0,1.0,,5.0,3.0,,,2.0,1.0,0.1428571428571428,1.0,,,,9.0,1.0,,,,,,,,,,,,,,,,True,,,,,,
2399,1610612739,Mike Dunleavy,Mike Dunleavy,2399,CLE,21980.0,366,-7,737,734,209.0,172.0,64.0,1471,14.0,21.0,3.0,7.0,,5.0,2.0,7.0,9.0,21.0,3.0,5.0,11.0,36.0,,4.0,2.0,8.0,16.0,33.0,20.0,57.0,14.0,106.0,780,5.0,,4.0,3.0,5.0,13.0,5.0,13.0,33.0,24.0,54.0,,36.0,11.0,3.0,9.0,11.0,20.0,6.0,5.0,9.0,,,51.0,2.0,3.0,15.0,26.0,1.0,42.0,5.0,47.0,1.0,6.0,6.0,8.0,3.0,7.0,6.0,14.0,20.0,32.0,2.0,,17.0,2.0,19.0,,6.0,2.0,1.0,,2.0,2.0,33.0,209.0,2.0,0.75,0.8,0.9,0.3508771929824561,,0.3846153846153846,0.3508771929824561,0.4848484848484848,0.5111111111111111,0.1111111111111111,0.5192307692307693,0.5353535353535354,0.2272727272727272,0.55,0.6333333333333333,0.0909090909090909,0.0476190476190476,13.967861557478368,0.5714285714285714,0.0454545454545454,0.1097046413502109,0.0161290322580645,0.1145038167938931,0.0142857142857142,0.1114130434782608,0.0153374233128834,0.0133333333333333,0.0188679245283018,0.0172413793103448,0.019047619047619,,0.0675675675675675,0.0952380952380952,0.1645569620253164,0.0970873786407767,0.1785714285714285,0.02,1.0,0.2333333333333333,0.6666666666666666,0.7,0.7857142857142857,0.0555555555555555,,,,0.0777777777777777,0.2857142857142857,0.2857142857142857,0.5,0.2333333333333333,0.4285714285714285,0.4285714285714285,1.0,0.4,0.3055555555555556,0.3142857142857143,0.8181818181818182,0.3333333333333333,0.4444444444444444,,,0.2692307692307692,0.1923076923076923,0.6,0.3076923076923077,0.25,0.8666666666666667,0.3055555555555556,0.5440129213483146,0.5421600000000001,0.5187961538461537,0.0721649484536082,0.1538461538461538,0.0471698113207547,0.3113207547169811,5.8878787878787895,24.949122807017535,0.2835820895522388,4.0,6.0,6.0,8.0,,,2.0,2.0,0.4615384615384615,,0.5714285714285714,1.0,,1.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,0.2,0.4,0.3333333333333333,,,0.0172413793103448,6.0,2.0,1.0,1.0,4.0,1.0,0.0175438596491228,0.0277777777777777,,,,,,,,,,True,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,7547.0,126,-11,257,256,47.0,28.0,29.0,513,9.0,17.0,1.0,1.0,6.0,12.0,6.0,15.0,3.0,5.0,2.0,2.0,7.0,19.0,1.0,3.0,,2.0,21.0,44.0,10.0,24.0,8.0,80.0,267,3.0,2.0,5.0,,6.0,5.0,2.0,4.0,12.0,12.0,18.0,,19.0,7.0,4.0,11.0,8.0,19.0,6.0,2.0,9.0,2.0,,46.0,1.0,1.0,6.0,4.0,2.0,12.0,2.0,14.0,,2.0,2.0,13.0,2.0,6.0,4.0,17.0,6.0,17.0,1.0,1.0,12.0,,10.0,2.0,6.0,,,,,,12.0,47.0,,0.2857142857142857,0.2857142857142857,0.6,0.4166666666666667,0.4,0.5,0.4166666666666667,0.4772727272727273,0.5294117647058824,0.375,0.5555555555555556,0.5555555555555556,0.375,0.6,0.3529411764705882,0.0909090909090909,0.2352941176470588,30.90277777777778,0.7647058823529411,0.2,0.0465116279069767,0.0163934426229508,0.12,0.0158730158730158,0.0735294117647058,0.0161290322580645,0.0384615384615384,,,0.0222222222222222,,0.0454545454545454,0.0263157894736842,0.0769230769230769,0.0975609756097561,0.2222222222222222,,,0.25,0.5294117647058824,0.6923076923076923,0.2222222222222222,0.1764705882352941,0.5,0.5,0.1666666666666666,0.2205882352941176,0.4,0.4,0.5,0.0735294117647058,0.6,0.6,1.0,0.2794117647058823,0.3684210526315789,0.3684210526315789,0.4285714285714285,0.125,0.375,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,1.0,0.2222222222222222,,0.6029411764705882,0.3684210526315789,0.4907882352941177,0.5146999999999999,0.4583055555555556,0.0833333333333333,0.125,0.075,0.15,9.01590909090909,25.6875,0.1828793774319066,1.0,2.0,2.0,30.0,,1.0,,,0.4,,1.0,,2.0,,,,7.0,1.0,3.0,,2.0,,,,,,,0.25,,12.0,,,,,,,,1.0,0.5,1.0,,,,,,,True,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,6696.0,112,3,217,222,75.0,37.0,27.0,439,6.0,7.0,4.0,2.0,2.0,5.0,,1.0,,,,,,1.0,,,,,8.0,13.0,,1.0,6.0,22.0,212,4.0,,,3.0,9.0,7.0,,,6.0,8.0,,1.0,,,,,1.0,1.0,1.0,,,,,3.0,4.0,8.0,7.0,25.0,2.0,34.0,13.0,47.0,,2.0,1.0,,,,2.0,2.0,3.0,6.0,1.0,1.0,9.0,,12.0,,6.0,4.0,4.0,,4.0,3.0,6.0,75.0,,0.5,0.8,,,,,,0.6153846153846154,0.5714285714285714,0.75,0.4285714285714285,0.55,0.75,0.375,0.0714285714285714,,,8.870967741935484,,0.4,0.3048780487804878,0.1038961038961039,0.1891891891891892,0.1111111111111111,0.2689075630252101,0.1061946902654867,0.1851851851851851,0.125,,0.1428571428571428,,0.3333333333333333,0.32,0.2592592592592592,0.2068965517241379,0.125,,0.75,0.5,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.3571428571428571,0.4,0.4,1.0,0.0714285714285714,,,,,,,,0.0714285714285714,,,,1.0,,,,0.2857142857142857,,,,,0.5714285714285714,,0.5949230769230769,0.7373333333333334,0.4735,0.3,0.3157894736842105,0.4090909090909091,0.2727272727272727,3.9538461538461536,58.9,0.3456221198156682,2.0,3.0,,8.0,1.0,,,,0.4285714285714285,,1.0,3.0,,3.0,6.0,,,,2.0,,,,,0.75,,0.75,,,,,,,,,,,,,,,1.0,1.0,1.0,0.1,,,True,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,8962.0,149,54,308,298,103.0,48.0,26.0,606,9.0,13.0,1.0,,,1.0,1.0,3.0,2.0,6.0,,1.0,4.0,12.0,1.0,1.0,2.0,6.0,10.0,17.0,6.0,18.0,6.0,44.0,288,1.0,1.0,1.0,,5.0,,2.0,7.0,8.0,12.0,15.0,,12.0,4.0,1.0,6.0,1.0,7.0,1.0,,5.0,,1.0,15.0,1.0,,6.0,14.0,1.0,21.0,1.0,22.0,1.0,5.0,2.0,,1.0,,4.0,4.0,5.0,13.0,,2.0,11.0,,9.0,1.0,4.0,,,,,,8.0,103.0,,0.6,0.6,0.8333333333333334,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.5882352941176471,0.5428571428571428,1.25,0.4285714285714285,0.5641025641025641,1.25,0.4444444444444444,0.5142857142857142,0.0588235294117647,0.0769230769230769,12.684365781710914,,0.1428571428571428,0.1505376344086021,,0.1071428571428571,0.0169491525423728,0.1342281879194631,0.0082644628099173,,,,,0.0555555555555555,0.0909090909090909,0.1379310344827586,0.1904761904761904,0.1041666666666666,0.125,0.0588235294117647,,0.3714285714285714,0.6923076923076923,0.75,0.5555555555555556,0.0285714285714285,,,,0.0857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.1714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.3428571428571428,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,1.0,1.0,,0.1428571428571428,,0.8571428571428571,0.3333333333333333,0.8857142857142857,0.3333333333333333,0.6003157142857142,0.5808,0.5011928571428571,0.1052631578947368,0.2,0.1136363636363636,0.1818181818181818,4.311764705882353,24.69444444444445,0.3344155844155844,,,2.0,8.0,3.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,,1.0,,1.0,,,,3.0,,,,2.0,1.0,,,,,,,,,,1.0,,True,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,10485.0,175,44,356,348,94.0,57.0,32.0,704,25.0,41.0,5.0,8.0,8.0,13.0,4.0,14.0,,1.0,,,2.0,12.0,,,1.0,5.0,37.0,68.0,2.0,13.0,22.0,102.0,361,6.0,,,2.0,8.0,14.0,1.0,5.0,36.0,28.0,3.0,,12.0,2.0,3.0,18.0,30.0,48.0,18.0,12.0,10.0,3.0,5.0,126.0,3.0,2.0,12.0,21.0,4.0,37.0,5.0,42.0,1.0,6.0,4.0,17.0,5.0,9.0,8.0,25.0,,8.0,,,27.0,,32.0,4.0,14.0,3.0,2.0,,3.0,1.0,36.0,94.0,,0.3783783783783784,0.3888888888888889,0.5,0.1538461538461538,,0.2,0.1538461538461538,0.5441176470588235,0.4938271604938271,0.5,0.6578947368421053,0.5319148936170213,0.5,0.7,0.1604938271604938,0.0441176470588235,0.073170731707317,30.357142857142858,0.68,0.4444444444444444,0.21,0.0294117647058823,0.1714285714285714,0.0384615384615384,0.1941176470588235,0.0342465753424657,0.0555555555555555,,,0.0555555555555555,,0.04,0.3,0.2285714285714285,0.1923076923076923,0.1111111111111111,0.0277777777777777,0.3333333333333333,0.5061728395061729,0.6097560975609756,0.6578947368421053,0.52,0.1604938271604938,0.6153846153846154,0.6153846153846154,0.125,0.1728395061728395,0.2857142857142857,0.2857142857142857,,0.0123456790123456,,,,0.1481481481481481,0.1666666666666666,0.1666666666666666,0.5,0.8333333333333334,,,,0.4210526315789473,,,0.2631578947368421,0.2,0.6666666666666666,0.1666666666666666,0.533148125,0.5898666666666667,0.5288361111111112,0.1538461538461538,0.1794871794871795,0.0784313725490196,0.3529411764705882,6.239705882352941,26.484615384615385,0.2640449438202247,7.0,11.0,11.0,46.0,2.0,2.0,3.0,4.0,0.7857142857142857,,0.875,3.0,,3.0,2.0,,8.0,1.0,6.0,1.0,,,1.0,0.5,,0.6,0.6666666666666666,,,3.0,,,,,2.0,,,,,,,,1.0,,,2.0,True,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,3340.0,56,-25,114,113,35.0,68.0,6.0,227,,,,,,1.0,,4.0,2.0,3.0,,1.0,2.0,4.0,,,1.0,2.0,,5.0,4.0,7.0,3.0,15.0,138,,,,1.0,1.0,2.0,1.0,3.0,6.0,,9.0,,4.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,4.0,,4.0,,1.0,1.0,1.0,,,,1.0,3.0,6.0,,,3.0,1.0,4.0,,,3.0,3.0,,3.0,1.0,6.0,35.0,1.0,,,0.75,0.5714285714285714,,0.3333333333333333,0.5714285714285714,,0.5,,0.3,0.5357142857142857,0.5,0.4285714285714285,0.5833333333333334,,,12.396694214876034,1.0,0.3333333333333333,0.0555555555555555,,0.0555555555555555,,0.0555555555555555,,,,,,,0.0625,0.0769230769230769,,0.0714285714285714,,,0.3333333333333333,,,,,0.0833333333333333,,,,0.3333333333333333,,,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,1.0,,,,,,0.2,,0.4,0.5,0.5833333333333334,0.5,0.4687375,,0.43078,,,0.0666666666666666,0.4,16.080000000000002,24.24285714285714,0.3070175438596491,,,3.0,,,,2.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,1.0,,,,,True,,,,,,
