EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,LongMidRangeAssists,FTDefRebounds,SelfOReb,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,HeaveAttempts,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,on
101150,1610612745,Lou Williams,Lou Williams,101150,HOU,17592.0,293,20,619,614,79.0,62.0,76.0,1233,22.0,39.0,1.0,1.0,4.0,4.0,11.0,24.0,3.0,14.0,9.0,16.0,2.0,1.0,2.0,16.0,44.0,3.0,5.0,3.0,5.0,36.0,77.0,25.0,60.0,68.0,215.0,683.0,3.0,4.0,3.0,7.0,1.0,16.0,6.0,10.0,4.0,7.0,10.0,34.0,22.0,50.0,51.0,24.0,2.0,44.0,16.0,6.0,1.0,24.0,5.0,29.0,5.0,23.0,1.0,63.0,3.0,1.0,16.0,16.0,32.0,4.0,36.0,7.0,5.0,2.0,12.0,3.0,10.0,7.0,2.0,2.0,1.0,19.0,1.0,2.0,5.0,11.0,1.0,37.0,1.0,1.0,77.0,3.0,1.0,1.0,21.0,11.0,3.0,5.0,1.0,1.0,5.0,6.0,3.0,34.0,79.0,3.0,0.3055555555555556,0.3142857142857143,0.68,0.4166666666666667,0.42857142857142855,0.5714285714285714,0.4166666666666667,0.4675324675324675,0.75,0.6,0.5364963503649635,0.6818181818181818,0.7058823529411765,0.6369047619047619,0.6666666666666666,0.7727272727272727,0.43795620437956206,0.016666666666666666,0.07792207792207792,0.1282051282051282,0.041666666666666664,0.022727272727272728,26.375176304654442,0.631578947368421,0.09248554913294797,0.006802721088435374,0.128,0.01935483870967742,0.10738255033557047,0.013245033112582781,0.012345679012345678,0.024193548387096774,0.08620689655172414,0.0967741935483871,0.09433962264150944,0.13043478260869565,0.12121212121212122,0.5,0.2846715328467153,0.5641025641025641,0.6470588235294118,0.36363636363636365,0.17518248175182483,0.4583333333333333,0.4782608695652174,0.2727272727272727,0.10218978102189781,0.21428571428571427,0.21428571428571427,0.11678832116788321,0.5625,0.5625,0.7777777777777778,0.32116788321167883,0.36363636363636365,0.37209302325581395,0.625,0.09090909090909091,1.0,0.18181818181818182,0.45454545454545453,0.6,1.0,0.23529411764705882,1.0,0.11764705882352941,0.5,0.29411764705882354,0.6,0.7226277372262774,0.36363636363636365,0.5154273722627737,0.42560000000000003,0.4811882352941177,0.19393939393939394,0.22105263157894736,0.15714285714285714,0.07441860465116279,0.15813953488372093,6.5870129870129865,25.403333333333332,0.12762520193861066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,30996.0,517,60,1051,1054,154.0,150.0,127.0,2105,89.0,120.0,16.0,22.0,11.0,14.0,15.0,33.0,8.0,16.0,,,,,,,2.0,,1.0,,1.0,112.0,169.0,,2.0,46.0,270.0,1152.0,17.0,28.0,,1.0,13.0,47.0,15.0,24.0,,1.0,7.0,37.0,172.0,52.0,,,22.0,2.0,,21.0,,14.0,22.0,36.0,13.0,11.0,1.0,94.0,13.0,31.0,23.0,32.0,60.0,44.0,104.0,15.0,9.0,6.0,11.0,2.0,8.0,10.0,3.0,3.0,,21.0,2.0,5.0,41.0,62.0,,65.0,4.0,1.0,68.0,18.0,,,40.0,,3.0,22.0,1.0,1.0,13.0,23.0,13.0,35.0,150.0,1.0,0.7678571428571429,0.8514851485148515,,,,,,0.6627218934911243,0.6071428571428571,0.625,0.6549707602339181,0.5862068965517241,0.6,0.6887755102040817,0.6527777777777778,0.6379310344827587,0.011695906432748537,,0.1242603550295858,0.125,0.18181818181818182,,18.083333333333332,0.5238095238095238,0.10561056105610561,0.13478260869565217,0.11734693877551021,0.04693140794223827,0.11022044088176353,0.08678500986193294,0.15789473684210525,0.053811659192825115,0.13978494623655913,0.125,0.06140350877192982,0.10810810810810811,0.14583333333333334,0.5652173913043478,0.7017543859649122,0.7416666666666667,0.8476190476190476,0.7752808988764045,0.19298245614035087,0.45454545454545453,0.5555555555555556,0.7333333333333333,0.0935672514619883,0.5,0.5,,,,,0.011695906432748537,,,,0.7586206896551724,0.7272727272727273,,0.034482758620689655,,,0.56,0.7857142857142857,,,0.04,,0.7134502923976608,,0.5997079411764705,0.5991305555555555,0.5834875,0.20725388601036268,0.2094240837696335,,0.17407407407407408,0.13703703703703704,3.8982248520710057,25.0,0.14652711703139867,9.0,2.0,5.0,5.0,4.0,6.0,3.0,6.0,4.0,1.0,8.0,1.0,0.23809523809523808,0.15789473684210525,0.025,0.018518518518518517,0.13513513513513514,0.75,0.25,,,,,,,,,,,,,,,,True
1626155,1610612745,Sam Dekker,Sam Dekker,1626155,HOU,40552.0,676,103,1370,1374,143.0,174.0,153.0,2744,63.0,102.0,15.0,23.0,8.0,10.0,4.0,19.0,2.0,3.0,12.0,27.0,4.0,,2.0,16.0,62.0,1.0,4.0,1.0,10.0,69.0,124.0,28.0,89.0,20.0,242.0,1466.0,15.0,24.0,2.0,8.0,4.0,40.0,8.0,12.0,1.0,12.0,1.0,20.0,98.0,40.0,84.0,,20.0,60.0,16.0,9.0,,18.0,21.0,39.0,18.0,12.0,4.0,99.0,19.0,21.0,36.0,52.0,94.0,40.0,134.0,19.0,12.0,7.0,10.0,,7.0,10.0,4.0,3.0,5.0,20.0,5.0,3.0,19.0,35.0,1.0,29.0,5.0,1.0,32.0,6.0,,,16.0,,3.0,10.0,,,7.0,10.0,4.0,20.0,143.0,1.0,0.7101449275362319,0.8305084745762712,1.0,0.3146067415730337,0.25,0.08333333333333333,0.3218390804597701,0.5564516129032258,0.625,0.6666666666666666,0.5211267605633803,0.5625,0.3958333333333333,0.5353982300884956,0.5714285714285714,0.38461538461538464,0.41784037558685444,,0.07258064516129033,0.058823529411764705,0.15789473684210525,,15.779345734445156,0.5,0.12807881773399016,0.06441717791411043,0.14173228346456693,0.05757575757575758,0.13333333333333333,0.06097560975609756,0.057803468208092484,0.05818181818181818,0.13533834586466165,0.08695652173913043,0.16296296296296298,0.13440860215053763,0.16176470588235295,0.4,0.4788732394366197,0.6176470588235294,0.65625,0.6984126984126984,0.0892018779342723,0.21052631578947367,0.25,0.75,0.014084507042253521,0.6666666666666666,0.6666666666666666,0.1267605633802817,0.4444444444444444,0.4444444444444444,1.0,0.29107981220657275,0.25806451612903225,0.25806451612903225,1.0,0.71875,0.6521739130434783,0.125,0.125,0.25,1.0,0.4166666666666667,0.8,0.08333333333333333,,0.4166666666666667,0.1,0.8967136150234741,0.26666666666666666,0.5891168246445498,0.537525,0.5936795454545455,0.07174887892376682,0.11940298507462686,,0.1652892561983471,0.08264462809917356,2.6209677419354835,25.27415730337078,0.10437956204379562,3.0,2.0,6.0,5.0,,5.0,,,3.0,1.0,2.0,,0.2222222222222222,0.06363636363636363,0.09302325581395349,0.05454545454545454,0.04807692307692308,1.0,0.2,1.0,2.0,2.0,1.0,0.25,1.0,,,,,,,,,,True
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,56696.0,945,156,1957,1944,342.0,402.0,231.0,3901,61.0,111.0,2.0,6.0,8.0,14.0,15.0,39.0,7.0,21.0,11.0,27.0,6.0,2.0,5.0,106.0,287.0,6.0,29.0,17.0,41.0,83.0,171.0,117.0,314.0,68.0,585.0,2077.0,2.0,8.0,10.0,35.0,,34.0,9.0,18.0,19.0,46.0,12.0,87.0,66.0,100.0,291.0,60.0,,286.0,106.0,19.0,5.0,51.0,32.0,83.0,21.0,43.0,4.0,198.0,5.0,6.0,25.0,37.0,65.0,11.0,76.0,23.0,14.0,9.0,35.0,6.0,21.0,19.0,3.0,14.0,4.0,54.0,4.0,8.0,28.0,51.0,,76.0,1.0,7.0,85.0,12.0,1.0,2.0,41.0,1.0,6.0,11.0,3.0,1.0,7.0,14.0,9.0,85.0,330.0,5.0,0.39759036144578314,0.39759036144578314,0.8290598290598291,0.37261146496815284,0.2857142857142857,0.41304347826086957,0.3738019169329074,0.4853801169590643,0.25,0.5,0.5329896907216495,0.3953488372093023,0.5859375,0.5615384615384615,0.3953488372093023,0.5972222222222222,0.6474226804123712,0.01592356687898089,0.1111111111111111,0.12612612612612611,0.1282051282051282,0.017421602787456445,25.739910313901344,0.6481481481481481,0.06525573192239859,0.013513513513513514,0.06443298969072164,0.010101010101010102,0.06492146596858639,0.011714589989350373,0.016597510373443983,0.007334963325183374,0.030612244897959183,0.07853403141361257,0.08888888888888889,0.07746478873239436,0.028846153846153848,0.6428571428571429,0.2288659793814433,0.5495495495495496,0.6288659793814433,0.39344262295081966,0.08041237113402062,0.38461538461538464,0.4411764705882353,0.5333333333333333,0.04329896907216495,0.3333333333333333,0.3333333333333333,0.05567010309278351,0.4074074074074074,0.4074074074074074,1.0,0.5917525773195876,0.3693379790940767,0.375886524822695,0.8113207547169812,0.13953488372093023,0.3333333333333333,0.13953488372093023,0.6744186046511628,0.20689655172413793,0.8333333333333334,0.21875,0.5714285714285714,0.078125,0.4,0.640625,0.4146341463414634,0.8762886597938144,0.3706293706293706,0.5278684917355373,0.5455078947368421,0.5215793650793651,0.08171206225680934,0.205,0.0031847133757961785,0.05811965811965812,0.14871794871794872,5.189473684210525,25.96751592356688,0.17475728155339806,11.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,,4.0,,0.058823529411764705,0.013986013986013986,,0.023255813953488372,0.015625,0.14285714285714285,0.5,4.0,1.0,1.0,3.0,0.6666666666666666,1.0,4.0,2.0,,,,,,,,True
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,123472.0,2058,354,4246,4224,627.0,669.0,498.0,8470,71.0,131.0,9.0,16.0,9.0,16.0,42.0,105.0,5.0,19.0,37.0,95.0,7.0,7.0,14.0,73.0,193.0,8.0,20.0,3.0,17.0,118.0,255.0,110.0,288.0,73.0,639.0,4603.0,16.0,30.0,12.0,27.0,14.0,82.0,14.0,28.0,10.0,31.0,22.0,80.0,70.0,166.0,276.0,54.0,8.0,192.0,73.0,28.0,2.0,161.0,120.0,281.0,92.0,130.0,19.0,682.0,75.0,18.0,137.0,158.0,298.0,95.0,393.0,99.0,41.0,58.0,58.0,15.0,46.0,42.0,6.0,12.0,9.0,100.0,9.0,12.0,95.0,222.0,2.0,164.0,39.0,8.0,95.0,8.0,,1.0,38.0,2.0,10.0,23.0,2.0,2.0,11.0,25.0,16.0,77.0,613.0,8.0,0.2966101694915254,0.30701754385964913,0.8363636363636363,0.3819444444444444,0.4444444444444444,0.3225806451612903,0.3832752613240418,0.4627450980392157,0.5333333333333333,0.5,0.5211786372007366,0.5964912280701754,0.4915254237288136,0.5461538461538461,0.640625,0.5633802816901409,0.5303867403314917,0.006944444444444444,0.10980392156862745,0.13740458015267176,0.09523809523809523,,14.217517642175176,0.58,0.1358555460017197,0.020293122886133032,0.17167919799498746,0.06818181818181818,0.15043345232024477,0.046804227478610974,0.018404907975460124,0.06950672645739911,0.09183673469387756,0.13881748071979436,0.17801047120418848,0.17717206132879046,0.15639810426540285,0.64,0.24125230202578268,0.5419847328244275,0.6283185840707964,0.29577464788732394,0.19337016574585636,0.4,0.4421052631578947,0.2857142857142857,0.034990791896869246,0.2631578947368421,0.2631578947368421,0.17495395948434622,0.3894736842105263,0.3978494623655914,0.9459459459459459,0.35543278084714547,0.37823834196891193,0.37823834196891193,0.7808219178082192,0.2807017543859649,0.5625,0.12280701754385964,0.3508771929824561,0.4,0.75,0.2711864406779661,0.5625,0.23728813559322035,0.5,0.288135593220339,0.17647058823529413,0.7716390423572744,0.3802083333333333,0.5240357407407407,0.5162783333333334,0.5155068965517242,0.06956521739130435,0.13333333333333333,0.006896551724137931,0.12832550860719874,0.12519561815336464,5.6686274509803924,24.99236111111112,0.14766839378238342,28.0,12.0,3.0,6.0,14.0,9.0,2.0,24.0,17.0,,12.0,,0.03260869565217391,0.01509433962264151,0.03759398496240601,0.0625,0.02127659574468085,0.4,0.4444444444444444,4.0,1.0,3.0,17.0,0.5714285714285714,0.75,4.0,,2.0,0.021052631578947368,0.01652892561983471,,,,,True
1627819,1610612745,Isaiah Taylor,Isaiah Taylor,1627819,HOU,627.0,10,3,22,21,2.0,4.0,3.0,43,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,24.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,8.0,,,,0.3333333333333333,,0.1111111111111111,,,,,,,0.3333333333333333,,1.0,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.518725,,,,,,,,16.8,23.6,0.09090909090909091,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True
201935,1610612745,James Harden,James Harden,201935,HOU,78209.0,1303,205,2707,2687,490.0,507.0,318.0,5394,120.0,187.0,10.0,18.0,16.0,33.0,37.0,96.0,26.0,52.0,6.0,18.0,3.0,1.0,3.0,109.0,336.0,11.0,25.0,22.0,83.0,183.0,335.0,115.0,354.0,292.0,1003.0,2996.0,18.0,33.0,13.0,28.0,13.0,88.0,29.0,70.0,23.0,86.0,83.0,210.0,40.0,326.0,108.0,237.0,8.0,335.0,109.0,41.0,4.0,234.0,166.0,400.0,124.0,205.0,21.0,966.0,15.0,16.0,95.0,125.0,244.0,33.0,277.0,49.0,35.0,14.0,148.0,32.0,100.0,61.0,5.0,48.0,3.0,209.0,12.0,32.0,33.0,85.0,8.0,200.0,5.0,3.0,351.0,14.0,2.0,16.0,77.0,51.0,23.0,24.0,,,17.0,24.0,12.0,197.0,476.0,14.0,0.1092896174863388,0.11173184357541899,0.3130434782608696,0.3248587570621469,0.4642857142857143,0.26744186046511625,0.32577903682719545,0.5462686567164179,0.5454545454545454,0.4142857142857143,0.5159651669085631,0.6147540983606558,0.40705128205128205,0.6019417475728155,0.6567164179104478,0.5201005025125628,0.5137880986937591,0.011299435028248588,0.12238805970149254,0.15508021390374332,0.11458333333333333,0.011904761904761904,33.70309951060359,0.7081339712918661,0.17882689556509299,0.031746031746031744,0.19,0.020491803278688523,0.1834862385321101,0.025080906148867314,0.020833333333333332,0.013582342954159592,0.1115702479338843,0.17937219730941703,0.24786324786324787,0.18206521739130435,0.21212121212121213,0.5,0.2714078374455733,0.6417112299465241,0.759493670886076,0.11666666666666667,0.13933236574746008,0.3854166666666667,0.43529411764705883,0.10810810810810811,0.07547169811320754,0.5,0.5098039215686274,0.026124818577648767,0.3333333333333333,0.3333333333333333,0.5,0.4876632801161103,0.3244047619047619,0.32831325301204817,0.30275229357798167,0.29508196721311475,0.5555555555555556,0.04918032786885246,0.4098360655737705,0.44,0.6363636363636364,0.21153846153846154,0.48484848484848486,0.019230769230769232,0.3333333333333333,0.532051282051282,0.26506024096385544,0.7851959361393324,0.3253731343283582,0.5163711790393013,0.49468815789473686,0.49253419354838707,0.15980024968789014,0.1934673366834171,0.12655086848635236,0.08773678963110668,0.20937188434695914,6.0110447761194035,25.670338983050847,0.1810121906169191,42.0,8.0,24.0,12.0,3.0,8.0,7.0,4.0,6.0,,7.0,,0.36363636363636365,0.06569343065693431,0.012658227848101266,0.04895104895104895,0.03571428571428571,0.07692307692307693,0.1,2.0,1.0,2.0,5.0,0.6666666666666666,0.5,,,2.0,,0.025974025974025976,0.019230769230769232,,,,True
2403,1610612745,Nene,Nene,2403,HOU,29439.0,491,46,1046,1041,277.0,292.0,109.0,2087,85.0,110.0,7.0,14.0,20.0,24.0,8.0,15.0,15.0,35.0,,,,,,2.0,5.0,,,1.0,3.0,108.0,160.0,2.0,5.0,51.0,273.0,1105.0,9.0,19.0,,,12.0,30.0,21.0,32.0,1.0,3.0,21.0,66.0,186.0,30.0,6.0,,2.0,5.0,2.0,9.0,,13.0,15.0,28.0,9.0,11.0,2.0,71.0,21.0,17.0,22.0,50.0,75.0,38.0,113.0,25.0,15.0,10.0,19.0,5.0,13.0,15.0,1.0,6.0,2.0,34.0,6.0,7.0,26.0,72.0,1.0,67.0,3.0,2.0,78.0,14.0,,,40.0,,6.0,13.0,1.0,1.0,7.0,14.0,8.0,66.0,273.0,6.0,0.8611111111111112,0.8691588785046729,1.0,0.4,,0.3333333333333333,0.4,0.675,0.47368421052631576,0.65625,0.6727272727272727,0.47368421052631576,0.6428571428571429,0.6928934010152284,0.5769230769230769,0.6470588235294118,0.030303030303030304,,0.05625,0.07272727272727272,0.06666666666666667,,19.743589743589745,0.5588235294117647,0.18796992481203006,0.08415841584158416,0.10628019323671498,0.07553956834532374,0.1522198731501057,0.07916666666666666,0.0660377358490566,0.07692307692307693,0.2413793103448276,0.11827956989247312,0.20930232558139536,0.10897435897435898,0.09803921568627451,0.5714285714285714,0.6666666666666666,0.7727272727272727,0.8333333333333334,0.8823529411764706,0.09090909090909091,0.5333333333333333,0.5714285714285714,0.625,0.21212121212121213,0.42857142857142855,0.42857142857142855,,,,,0.030303030303030304,0.4,0.4,1.0,0.7368421052631579,0.5,,,,,0.6857142857142857,0.8333333333333334,,,0.08571428571428572,0.3333333333333333,0.696969696969697,0.4,0.5885118902439025,0.5424866666666667,0.5932705882352941,0.2094240837696335,0.21505376344086022,,0.10989010989010989,0.24175824175824176,5.5375000000000005,29.360000000000003,0.26481835564053535,6.0,,3.0,2.0,3.0,10.0,3.0,5.0,4.0,,6.0,1.0,0.10714285714285714,0.1875,0.020833333333333332,0.06818181818181818,0.044444444444444446,0.8666666666666667,0.7142857142857143,,,,7.0,,,,,,,,,2.0,2.0,,True
201583,1610612745,Ryan Anderson,Ryan Anderson,201583,HOU,65419.0,1090,233,2252,2229,282.0,254.0,270.0,4481,31.0,64.0,17.0,32.0,3.0,5.0,12.0,25.0,13.0,43.0,19.0,33.0,6.0,3.0,5.0,98.0,249.0,7.0,14.0,7.0,20.0,56.0,132.0,117.0,282.0,73.0,536.0,2445.0,20.0,37.0,12.0,20.0,13.0,89.0,6.0,14.0,10.0,25.0,15.0,57.0,38.0,74.0,342.0,9.0,30.0,249.0,98.0,11.0,1.0,16.0,29.0,45.0,23.0,9.0,7.0,119.0,29.0,28.0,43.0,53.0,103.0,58.0,161.0,15.0,15.0,,12.0,2.0,4.0,12.0,3.0,8.0,1.0,24.0,3.0,2.0,43.0,71.0,1.0,78.0,6.0,2.0,85.0,6.0,,2.0,36.0,3.0,4.0,4.0,,,4.0,4.0,3.0,56.0,277.0,3.0,0.3392857142857143,0.4634146341463415,0.9743589743589743,0.4148936170212766,0.6,0.4,0.4148936170212766,0.42424242424242425,0.5405405405405406,0.42857142857142855,0.5591787439613527,0.6666666666666666,0.5384615384615384,0.5920177383592018,0.717741935483871,0.5957446808510638,0.6811594202898551,0.0035460992907801418,0.08333333333333333,0.125,0.12,,18.62014896119169,0.5,0.09090909090909091,0.06263982102908278,0.1075,0.04882154882154882,0.09766022380467955,0.05475504322766571,0.08677685950413223,0.05660377358490566,0.0748663101604278,0.08333333333333333,0.11274509803921569,0.09621993127147767,0.13761467889908258,0.75,0.15458937198067632,0.484375,0.5535714285714286,0.25806451612903225,0.06038647342995169,0.48,0.5454545454545454,0.3333333333333333,0.10386473429951691,0.3023255813953488,0.3023255813953488,0.07971014492753623,0.5757575757575758,0.59375,0.8947368421052632,0.6014492753623188,0.39357429718875503,0.39357429718875503,0.9897959183673469,0.5614035087719298,0.53125,0.10526315789473684,0.24561403508771928,0.5,1.0,0.1282051282051282,0.6,0.1282051282051282,0.6,0.5128205128205128,0.35,0.8357487922705314,0.39357429718875503,0.5262049636803873,0.5248109375000001,0.5158589743589744,0.087248322147651,0.2222222222222222,0.010526315789473684,0.166044776119403,0.10634328358208955,8.409090909090908,26.120212765957447,0.12522202486678508,6.0,,7.0,10.0,3.0,2.0,3.0,10.0,8.0,,,1.0,0.16279069767441862,0.023809523809523808,0.05063291139240506,0.017094017094017096,0.043668122270742356,0.5384615384615384,0.058823529411764705,5.0,,,3.0,0.8333333333333334,0.6,1.0,,1.0,0.030303030303030304,0.017857142857142856,,,,1.0,True
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,79421.0,1324,260,2742,2729,474.0,501.0,325.0,5471,56.0,96.0,10.0,17.0,8.0,14.0,9.0,17.0,5.0,15.0,36.0,96.0,11.0,8.0,13.0,61.0,194.0,8.0,18.0,8.0,25.0,70.0,128.0,97.0,290.0,49.0,480.0,3000.0,12.0,19.0,9.0,29.0,,51.0,8.0,17.0,16.0,38.0,15.0,79.0,84.0,56.0,282.0,9.0,10.0,193.0,61.0,10.0,,46.0,42.0,88.0,27.0,33.0,8.0,218.0,6.0,14.0,83.0,76.0,173.0,23.0,196.0,59.0,44.0,15.0,15.0,8.0,12.0,18.0,4.0,3.0,4.0,33.0,3.0,10.0,31.0,66.0,1.0,68.0,5.0,2.0,66.0,5.0,,1.0,24.0,2.0,8.0,11.0,1.0,1.0,8.0,12.0,11.0,77.0,460.0,6.0,0.6,0.6461538461538462,0.9690721649484536,0.33448275862068966,0.3103448275862069,0.42105263157894735,0.3356401384083045,0.546875,0.631578947368421,0.47058823529411764,0.5155502392344498,0.53125,0.5818181818181818,0.5369127516778524,0.53125,0.626984126984127,0.69377990430622,,0.078125,0.09375,0.058823529411764705,,15.426731078904991,0.45454545454545453,0.10511756569847856,0.02666666666666667,0.162109375,0.008141112618724558,0.12874493927125505,0.01584786053882726,0.03333333333333333,0.010186757215619695,0.09019607843137255,0.09205020920502092,0.13537117903930132,0.15915119363395225,0.17037037037037037,0.9166666666666666,0.22966507177033493,0.5833333333333334,0.6436781609195402,0.6428571428571429,0.04066985645933014,0.5294117647058824,0.5625,0.6666666666666666,0.03588516746411483,0.3333333333333333,0.3333333333333333,0.22966507177033493,0.375,0.375,1.0,0.46411483253588515,0.31443298969072164,0.31443298969072164,0.9508196721311475,0.3541666666666667,0.5882352941176471,0.22916666666666666,0.375,0.4444444444444444,1.0,0.2545454545454545,0.5714285714285714,0.23636363636363636,0.6153846153846154,0.45454545454545453,0.32,0.9234449760765551,0.3160621761658031,0.5704877403846157,0.5622347826086956,0.5349111111111112,0.05922551252847381,0.16326530612244897,0.00684931506849315,0.10625,0.16458333333333333,4.582812499999999,24.80586206896552,0.17286652078774617,15.0,5.0,14.0,9.0,11.0,1.0,,6.0,5.0,1.0,2.0,,0.20588235294117646,0.02097902097902098,0.012195121951219513,,0.03765690376569038,,0.4,1.0,1.0,1.0,6.0,0.09090909090909091,1.0,,,3.0,,0.0410958904109589,,1.0,,,True
