EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassTurnovers,ShootingFouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG3M,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsPutbacks,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,HeaveMakes,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,BlockedCorner3,3SecondViolations,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,1266.0,21,12,39,38,1,11.0,3.0,77,2.0,2.0,5.0,5.0,1.0,1.0,2.0,7,7,1.0,3.0,1.0,18,43,14.0,3.0,2.0,1.0,7.0,2.0,9.0,2.0,4.0,1.0,2.0,20.0,1.0,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1.0,0.3333333333333333,0.3333333333333333,1.0,0.85,0.85,0.3,28.571428571428573,0.5,0.1,0.05,0.3333333333333333,0.2,1.0,1.0,0.5,1.0,1.0,0.1,0.2,0.5,0.5,0.3,0.5,0.43832000000000004,14.985714285714286,25.633333333333336,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,12322.0,205,-85,406,407,76,109.0,37.0,813,3.0,8.0,2.0,17.0,4.0,7.0,19.0,21,53,9.0,23.0,8.0,77,489,34.0,12.0,18.0,7.0,16.0,12.0,28.0,8.0,10.0,4.0,2.0,68.0,9.0,24,27,8.0,6.0,2.0,10.0,,4.0,,10.0,10.0,,8.0,11.0,,76,,0.391304347826087,0.4090909090909091,0.39622641509433965,0.45394736842105265,0.47530864197530864,0.3026315789473684,20.58823529411765,1.0,0.10975609756097561,0.13253012048192772,,0.10526315789473684,0.375,0.375,0.2236842105263158,0.11764705882352941,0.11764705882352941,0.05263157894736842,0.25,0.3684210526315789,0.3684210526315789,0.6710526315789473,0.3888888888888889,0.4682546666666667,8.694339622641511,26.878260869565214,0.18719211822660098,16.0,28.0,1.0,5.0,7.0,2.0,5.0,3.0,2.0,2.0,6.0,9.0,5.0,3.0,15.0,8.0,15.0,1.0,3.0,4.0,2.0,1.0,13.0,2.0,3.0,1.0,6.0,8.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,15.0,0.19047619047619047,0.19047619047619047,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.25,0.46875,0.05660377358490566,0.10714285714285714,0.125,0.15476190476190477,0.00847457627118644,0.024691358024691357,0.01507537688442211,0.027777777777777776,0.03125,0.045454545454545456,0.10714285714285714,0.2647058823529412,0.13846153846153847,0.024390243902439025,0.5,0.3684210526315789,0.5714285714285714,0.64,0.25,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.5,0.7142857142857143,0.35714285714285715,0.395,0.4665076923076923,0.07407407407407407,0.10344827586206896,0.025974025974025976,0.19480519480519481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101187,1610612746,Alan Anderson,Alan Anderson,101187,LAC,18498.0,308,-77,605,609,121,185.0,56.0,1214,2.0,9.0,2.0,11.0,17.0,10.0,27.0,16,36,14.0,44.0,12.0,86,707,14.0,6.0,27.0,10.0,10.0,1.0,11.0,1.0,9.0,,1.0,23.0,5.0,21,24,3.0,3.0,,3.0,4.0,1.0,1.0,7.0,35.0,1.0,19.0,16.0,,121,4.0,0.3181818181818182,0.3181818181818182,0.4444444444444444,0.4625,0.5,0.55,14.04833836858006,0.42857142857142855,0.04032258064516129,0.07806691449814127,0.04,0.1125,0.2222222222222222,0.2222222222222222,0.1375,0.18181818181818182,0.18181818181818182,0.2125,0.3375,0.37037037037037035,0.37037037037037035,0.75,0.37037037037037035,0.49968749999999984,8.761111111111111,24.74772727272727,0.2,12.0,16.0,1.0,1.0,1.0,4.0,6.0,2.0,,2.0,1.0,3.0,12.0,3.0,11.0,18.0,36.0,,,,2.0,1.0,16.0,,3.0,1.0,2.0,17.0,1.0,2.0,6.0,,,,,,,,11.0,0.5625,0.5625,0.8571428571428571,0.3333333333333333,0.26666666666666666,0.25,0.34375,,,,0.1103448275862069,0.005988023952095809,0.01639344262295082,0.010380622837370242,0.017857142857142856,0.02197802197802198,0.06382978723404255,0.046511627906976744,0.2,0.04040404040404041,0.02127659574468085,,0.2,0.75,0.75,0.5,0.23529411764705882,0.23529411764705882,1.0,0.8,0.25,0.06666666666666667,1.0,0.4,0.5100375,0.4998666666666667,0.09302325581395349,0.15,0.023255813953488372,0.12790697674418605,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.5,0.25,0.5,1.0,1.0,1.0,0.5,0.4,0.3333333333333333,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,12541.0,209,-37,410,410,76,116.0,32.0,820,8.0,21.0,3.0,8.0,2.0,9.0,37.0,25,50,10.0,39.0,9.0,89,458,24.0,3.0,37.0,9.0,8.0,3.0,11.0,2.0,5.0,,3.0,25.0,20.0,48,61,2.0,2.0,,4.0,6.0,,1.0,10.0,36.0,3.0,20.0,10.0,,76,,0.2564102564102564,0.2564102564102564,0.5,0.449438202247191,0.4734042553191489,0.43820224719101125,23.476297968397294,0.4,0.23529411764705882,0.21578947368421053,0.3888888888888889,0.23595505617977527,0.38095238095238093,0.5,0.0898876404494382,0.375,0.375,0.02247191011235955,0.4157303370786517,0.24324324324324326,0.24324324324324326,0.6741573033707865,0.24324324324324326,0.4794808988764045,7.136000000000001,25.92051282051282,0.18536585365853658,14.0,21.0,10.0,4.0,5.0,1.0,5.0,14.0,,17.0,9.0,12.0,6.0,2.0,29.0,26.0,27.0,,8.0,1.0,5.0,8.0,21.0,7.0,13.0,1.0,4.0,23.0,,,4.0,6.0,1.0,1.0,,2.0,7.0,5.0,29.0,0.52,0.6190476190476191,0.9,0.75,0.75,0.5666666666666667,0.7631578947368421,0.16,0.14285714285714285,0.4117647058823529,0.2,0.07272727272727272,0.058823529411764705,0.06666666666666667,0.1111111111111111,0.06349206349206349,0.25,0.2,0.16279069767441862,0.19402985074626866,0.021739130434782608,0.7142857142857143,0.23595505617977527,0.6666666666666666,0.7777777777777778,0.5,0.5,0.5,1.0,0.8888888888888888,0.6666666666666666,0.2777777777777778,0.8,0.2777777777777778,0.4915409090909091,0.420125,0.043010752688172046,0.07407407407407407,0.19101123595505617,0.3258426966292135,6.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,2.0,,,,1.0,0.5,0.5,0.5666666666666667,0.5,0.6666666666666666,0.6,0.16666666666666666,0.06666666666666667,0.05555555555555555,1.0,,1.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,4.0,1.0,2.0,1.0,0.23809523809523808,0.03571428571428571,0.06521739130434782,0.045454545454545456,1.0,1.0,0.4,,,,,,,,,,,True,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,16133.0,269,-57,533,535,114,155.0,48.0,1068,5.0,15.0,15.0,35.0,4.0,7.0,29.0,26,66,7.0,33.0,14.0,87,596,44.0,12.0,29.0,7.0,25.0,14.0,39.0,9.0,16.0,7.0,2.0,92.0,5.0,13,15,10.0,8.0,2.0,13.0,10.0,6.0,,23.0,13.0,1.0,17.0,17.0,1.0,114,3.0,0.21212121212121213,0.21212121212121213,0.3939393939393939,0.3686868686868687,0.4056603773584906,0.3333333333333333,22.203098106712567,0.5652173913043478,0.04504504504504504,0.049586776859504134,0.045454545454545456,0.15151515151515152,0.3333333333333333,0.35714285714285715,0.35353535353535354,0.42857142857142855,0.42857142857142855,0.04040404040404041,0.29292929292929293,0.2413793103448276,0.2413793103448276,0.494949494949495,0.2413793103448276,0.45389646464646466,12.466666666666669,25.754545454545458,0.21388367729831145,6.0,16.0,1.0,1.0,2.0,,8.0,2.0,1.0,3.0,4.0,11.0,8.0,4.0,15.0,8.0,9.0,,1.0,5.0,,2.0,7.0,1.0,2.0,1.0,7.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,,1.0,2.0,1.0,15.0,0.15384615384615385,0.15384615384615385,0.42857142857142855,0.36363636363636365,0.2894736842105263,0.25,0.35714285714285715,0.015151515151515152,,0.04,0.05343511450381679,0.013605442176870748,,0.007751937984496124,0.03773584905660377,,0.023809523809523808,0.04878048780487805,0.08333333333333333,0.0449438202247191,0.016129032258064516,0.5,0.16161616161616163,0.375,0.375,0.16666666666666666,,,,0.42857142857142855,0.16666666666666666,0.10526315789473684,0.5,0.42105263157894735,0.5509333333333334,0.4142052631578947,0.06666666666666667,0.08450704225352113,0.034482758620689655,0.1724137931034483,1.0,,,3.0,1.0,4.0,1.0,6.0,1.0,,,1.0,1.0,1.0,0.125,0.5,0.16666666666666666,,0.2,1.0,,0.5,,,0.029411764705882353,,1.0,,,,7.0,,1.0,,,1.0,,,,,0.06666666666666667,,,,,,0.125,1.0,1.0,2.0,0.030303030303030304,0.25,0.16666666666666666,,,,,True,,,,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,7550.0,126,-41,247,246,40,58.0,22.0,493,6.0,8.0,4.0,9.0,,,,32,44,,,20.0,84,295,24.0,,,,1.0,6.0,7.0,5.0,,,1.0,20.0,12.0,20,32,3.0,2.0,1.0,4.0,3.0,3.0,,7.0,12.0,1.0,15.0,23.0,,40,2.0,,,0.7272727272727273,0.7272727272727273,0.7924528301886793,,22.22222222222222,0.5714285714285714,0.21428571428571427,0.1651376146788991,0.09090909090909091,0.18181818181818182,0.75,0.75,0.20454545454545456,0.4444444444444444,0.4444444444444444,,,,,0.6136363636363636,,0.5477863636363636,6.168181818181818,,0.16194331983805668,22.0,27.0,7.0,4.0,5.0,,,9.0,2.0,12.0,8.0,10.0,,3.0,19.0,40.0,,,2.0,1.0,3.0,9.0,6.0,2.0,12.0,2.0,1.0,6.0,,5.0,14.0,3.0,,,1.0,,3.0,2.0,19.0,0.625,0.7142857142857143,,0.8,0.8,0.6,0.7916666666666666,0.045454545454545456,0.07407407407407407,0.2,0.11320754716981132,0.1232876712328767,0.06666666666666667,0.1016949152542373,0.2222222222222222,0.06451612903225806,0.07142857142857142,0.17647058823529413,0.09090909090909091,0.24444444444444444,0.2,0.6666666666666666,0.6136363636363636,0.8148148148148148,0.88,0.6818181818181818,,,,,0.7777777777777778,0.5,0.8,,0.5452874999999999,0.46741,0.2641509433962264,0.2641509433962264,0.14285714285714285,0.2261904761904762,5.0,,,,5.0,,,,,,,,,,,0.5555555555555556,0.5555555555555556,0.5,0.5,0.7142857142857143,,,,,,,,,8.0,1.0,2.0,,2.0,,1.0,,2.0,,,,,0.05263157894736842,0.07407407407407407,0.07142857142857142,,,,,,1.0,,,,,,,,True,,,,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,1366.0,23,-11,43,46,7,17.0,3.0,89,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2,2,2.0,4.0,,10,70,2.0,,3.0,2.0,,,,,,,,,,6,6,,,,,2.0,,,2.0,3.0,,2.0,,,7,1.0,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,17.77777777777778,,,0.15789473684210525,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.500125,12.5,24.625,0.16279069767441862,,,,,,,1.0,,,,,,1.0,,3.0,2.0,6.0,,,,,,3.0,3.0,,,,2.0,,,,,,,,,,,3.0,0.5,0.5,1.0,,1.5,,1.5,,,0.6,0.21428571428571427,,,,,,0.2,0.2,0.25,,,,,,,,,,,1.0,,,,1.0,,0.5802,,,,0.3,,,,,,,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,1789.0,30,-4,55,55,15,18.0,8.0,110,,,2.0,4.0,2.0,3.0,6.0,2,4,4.0,8.0,2.0,18,75,,,6.0,3.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,2,2,1.0,1.0,,1.0,,1.0,,1.0,2.0,,2.0,2.0,,15,,0.5,0.5,0.5,0.6666666666666666,0.6923076923076923,0.6666666666666666,21.875,1.0,,0.07692307692307693,,,,,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.5,0.6,0.6666666666666666,0.5,0.5002791666666667,18.975,24.55,0.2727272727272727,,,,,,1.0,2.0,1.0,,9.0,1.0,1.0,3.0,2.0,10.0,4.0,12.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,10.0,1.0,1.0,1.0,1.0,1.0,1.125,1.0,,,,0.11764705882352941,,,,,,0.16666666666666666,0.25,,,,,,,,,0.5,0.5,1.0,1.0,,,,0.5,0.467175,0.48275,,,0.5,0.5555555555555556,,1.0,1.0,2.0,,3.0,2.0,,,,,1.0,,1.0,0.6666666666666666,,1.125,,1.0,,,0.5,0.25,1.0,,2.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,0.5,1.0,1.0,,0.125,,0.25,1.0,0.16666666666666666,1.0,1.0,True,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,3662.0,61,-25,122,127,30,63.0,21.0,249,,,,,,,,15,19,,,5.0,35,164,14.0,,,,1.0,2.0,3.0,1.0,,,1.0,8.0,13.0,23,35,,,,2.0,1.0,1.0,,3.0,5.0,1.0,9.0,7.0,,30,4.0,,,0.7894736842105263,0.7894736842105263,0.7954545454545454,,17.482517482517483,0.6666666666666666,0.5,0.4,0.3333333333333333,,,,,,,,,,,1.0,,0.7213842105263158,0.9157894736842106,,0.2459016393442623,15.0,19.0,9.0,4.0,4.0,,,9.0,,14.0,4.0,4.0,,4.0,12.0,16.0,,,,1.0,5.0,7.0,7.0,3.0,12.0,,1.0,1.0,,1.0,2.0,2.0,,,,,2.0,1.0,12.0,0.5333333333333333,0.8888888888888888,,1.0,1.0,0.7777777777777778,1.0,,,0.5,0.2916666666666667,0.175,0.22727272727272727,0.1935483870967742,0.15384615384615385,0.2777777777777778,0.2,0.6,0.2222222222222222,0.5217391304347826,,0.5,1.0,0.7894736842105263,0.7894736842105263,0.5333333333333333,,,,,1.0,1.0,1.0,,0.6470333333333333,0.760975,0.1,0.1,0.4,0.34285714285714286,7.0,,,,7.0,,,1.0,,,,,,,,0.7777777777777778,0.7777777777777778,,,0.7777777777777778,,,,,,,,,12.0,,2.0,,,,2.0,2.0,2.0,,,,,0.15384615384615385,0.21428571428571427,,,,,,,,,,,,,,,True,,,,,,,,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,1538.0,26,-4,51,54,17,18.0,5.0,105,,,,,1.0,,,2,3,,1.0,1.0,5,70,,,,,,1.0,1.0,1.0,,,,3.0,,2,2,1.0,1.0,,,,,,,7.0,3.0,1.0,1.0,,17,,,,0.6666666666666666,0.5,0.625,0.25,7.142857142857142,,,0.09523809523809523,,,,,,,,0.25,,,,1.0,,0.6079125000000001,1.3999999999999997,23.5,0.3333333333333333,2.0,3.0,,,,,,,,,,,1.0,,,4.0,,,,,,,2.0,,,,,4.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,0.14285714285714285,,,,,,0.125,,0.25,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.54015,0.25,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
