EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,BlockingFoulsDrawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,SecondChanceTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,LongMidRangeAssists,FTOffRebounds,PenaltyFg3Pct,OffFTReboundPct,AtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,Steals,BadPassSteals,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimAssists,LongMidRangePctAssisted,Fg2aBlocked,Loose Ball Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,BlockedCorner3
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,401.0,7,1,13,12,8.0,3.0,25,2.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,11,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.5,1.75,2.0,1.0,18.75,1.0,0.2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.572475,0.5,0.5,0.5714285714285714,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,720.0,12,2,24,23,19.0,3.0,47,,,,,,1.0,5.0,9.0,22,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,1.0,,3.0,6.0,,,,,,,0.6666666666666666,,0.75,,0.3333333333333333,25.925925925925924,,0.0909090909090909,,,,,,,,0.6666666666666666,,0.5552166666666667,0.4,,,23.3,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.75,1.0,0.1666666666666666,0.1666666666666666,0.1,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6919,0.5,0.3333333333333333,8.7,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204002,1610612739,Edy Tavares,Edy Tavares,204002,CLE,1440.0,24,4,44,44,19.0,5.0,88,,,,,,,,6.0,45,,,,4.0,,,,,1.0,1.0,,3.0,3.0,6.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,0.75,1.0,0.75,1.0,,11.76470588235294,0.2,0.217391304347826,0.2,,,,,,,0.25,,0.4462,0.25,,0.6666666666666666,,16.0,1.0,1.0,,,,,,3.0,4.0,,1.0,,,2.0,,,1.0,2.0,4.0,,1.0,1.0,,1.0,,,16.0,,0.75,,,,0.5,0.25,0.0833333333333333,0.1739130434782608,,,,0.25,1.0,1.0,,,,,,,0.3915,0.25,,4.9,0.3636363636363636,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,6.0,5.0,0.6666666666666666,1.0,1.0,1.0,0.2727272727272727,0.2857142857142857,0.5,0.2,0.25,0.5,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,1440.0,24,4,44,44,19.0,5.0,88,1.0,5.0,,1.0,1.0,8.0,1.0,6.0,45,,2.0,,,3.0,,5.0,1.0,,2.0,,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.125,,0.125,0.2272727272727272,,0.2727272727272727,,0.7272727272727273,23.52941176470588,0.1333333333333333,0.0869565217391304,0.4,0.4545454545454545,0.2,0.2,1.0,0.5,,0.9090909090909092,0.2,0.538309090909091,0.0909090909090909,,,25.1,16.0,1.0,2.0,,1.0,,,3.0,1.0,3.0,,2.0,,3.0,,2.0,,,,1.0,,,,,1.0,,3.0,16.0,,0.3333333333333333,,0.3,0.3,,,,,,,,0.1818181818181818,0.5,0.5,,,,0.2727272727272727,0.2,,0.4747199999999999,0.3333333333333333,0.5,2.5333333333333337,0.3636363636363636,,,,1.0,,,2.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.0909090909090909,,,,,,0.579525,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.6,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612739,JR Smith,JR Smith,2747,CLE,401.0,7,1,13,12,8.0,3.0,25,,1.0,,,1.0,3.0,,3.0,11,,,,,3.0,,1.0,,1.0,1.0,,3.0,,1.0,1.0,,,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3,,0.3,,0.6,31.25,,0.2,,0.2,,,,,,0.6,,0.4749,,,,26.1,,,,,,,1.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,,,,1.0,,,,,0.2,,,0.4,,,,,,11.55,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612739,Derrick Williams,Derrick Williams,202682,CLE,1039.0,17,3,31,32,11.0,2.0,63,1.0,1.0,,,1.0,1.0,,5.0,34,,,,,3.0,,1.0,1.0,,2.0,,4.0,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,0.625,,0.625,,0.25,11.428571428571429,,0.0555555555555555,,0.25,1.0,1.0,1.0,,,0.5,1.0,0.4205625,,,,24.7,16.0,,1.0,,,1.0,2.0,,1.0,3.0,,,,3.0,,2.0,,,1.0,,,,,,,,3.0,16.0,,0.3333333333333333,,1.5,1.5,,0.25,,,,0.3333333333333333,,0.25,,,0.5,0.5,0.5,,,,0.43395,,0.6,15.633333333333333,0.5161290322580645,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,1039.0,17,3,31,32,11.0,2.0,63,,1.0,,,,1.0,4.0,4.0,34,,,,,,,1.0,,,2.0,,4.0,4.0,5.0,5.0,,,,,3.0,5.0,,1.0,,,,,,,0.5,,0.5,11.428571428571429,0.2857142857142857,0.2777777777777778,0.25,0.5,,,,,,0.5,,0.4565,0.5,0.5,,25.0,16.0,,,,,,,,,1.0,,1.0,3.0,3.0,,2.0,1.0,,1.0,,,,,,1.0,,3.0,16.0,,,,,0.75,,0.25,,,,0.3333333333333333,,,,,,,,,,,0.3856,0.5,0.75,6.8,0.5161290322580645,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612739,Dahntay Jones,Dahntay Jones,2563,CLE,720.0,12,2,20,21,,2.0,41,,,,,,2.0,3.0,9.0,23,,,,,,,,,1.0,1.0,,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,0.375,,0.5,,0.25,41.66666666666667,,0.0833333333333333,,,,,,,,0.5,,0.4961125,0.3333333333333333,,,22.8,12.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,4.0,,,,1.0,1.0,1.0,,,,1.0,3.0,,4.0,12.0,,0.5,0.5,0.25,0.4,,0.5,0.1666666666666666,0.0769230769230769,0.3333333333333333,,,0.25,1.0,1.0,0.125,1.0,1.0,0.25,0.25,1.0,0.547725,0.4285714285714285,0.4444444444444444,7.35,0.6,,,,3.0,,,6.0,,1.0,,,,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,0.375,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,0.1666666666666666,0.3333333333333333,,2.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101106,1610612739,Andrew Bogut,Andrew Bogut,101106,CLE,58.0,1,-2,1,1,1.0,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,83866.0,1398,58,2793,2781,482.0,234.0,5574,104.0,257.0,9.0,15.0,137.0,335.0,63.0,676.0,3102,10.0,18.0,9.0,63.0,411.0,,256.0,104.0,22.0,45.0,10.0,112.0,158.0,253.0,290.0,7.0,32.0,53.0,138.0,87.0,74.0,,1.0,1.0,0.408955223880597,0.5555555555555556,0.4101796407185629,0.5894230769230769,0.5869565217391305,0.6112115732368897,0.6057692307692307,0.6442307692307693,19.80392156862745,0.1793416572077185,0.1704797047970479,0.1828358208955224,0.4942307692307692,0.4046692607003891,0.4046692607003891,1.0,0.3260869565217391,0.6,0.7769230769230769,0.40625,0.5359829150579151,0.0552486187845303,0.0029761904761904,0.0931952662721893,24.975223880597017,687.0,44.0,69.0,7.0,11.0,35.0,62.0,78.0,101.0,185.0,17.0,35.0,29.0,153.0,34.0,23.0,2.0,20.0,73.0,37.0,8.0,21.0,16.0,1.0,29.0,10.0,151.0,684.0,9.0,0.5459459459459459,0.4857142857142857,0.5636363636363636,0.6071428571428571,0.3962264150943396,0.1540084388185654,0.0307692307692307,0.0299837925445705,0.0406976744186046,0.1514285714285714,0.029520295202952,0.1326923076923077,0.6376811594202898,0.7213114754098361,0.1192307692307692,0.5645161290322581,0.5645161290322581,0.15,0.1,0.6363636363636364,0.5193422727272727,0.1400966183574879,0.2263313609467455,8.9172972972973,0.2459720730397422,5.0,15.0,22.0,54.0,12.0,28.0,168.0,6.0,12.0,17.0,22.0,4.0,88.0,7.0,37.0,27.0,9.0,37.0,22.0,0.8316831683168316,0.8571428571428571,0.4285714285714285,0.275,0.0291095890410958,0.0223463687150838,0.0169491525423728,0.0271966527196652,0.2142857142857142,0.1612903225806451,0.5945945945945946,0.1038461538461538,0.4074074074074074,0.4150943396226415,0.6818181818181818,0.3260869565217391,0.3333333333333333,0.5013616666666667,3.0,22.0,58.0,30.0,75.0,3.0,,0.4,,0.8636363636363636,0.0652173913043478,0.5272727272727272,0.3793103448275862,33.0,33.0,22.0,0.4230769230769231,0.4230769230769231,1.0,18.0,0.8857142857142857,9.0,10.0,0.0486486486486486,0.0185185185185185,0.1471471471471471,17.0,0.1545454545454545,False,1.0,8.0,1.0,11.0,2.0,5.0,1.0,3.0,12.0,4.0,2.0,7.0,17.0,3.0,3.0,1.0,4.0,6.0,0.1159420289855072,0.043859649122807,0.4,0.3333333333333333,1.0,1.0,0.4705882352941176,,,,,,,,,,,,
