EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,HeaveAttempts,Fg2aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChanceFg2Pct,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PtsPutbacks,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedCorner3,on,SecondChanceCorner3FGM,HeaveMakes,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,3SecondViolations,Corner3PctBlocked,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,5292.0,88,46,184,176,51.0,37,15,360,5.0,6.0,3.0,4.0,3.0,6.0,5.0,19.0,1.0,2.0,1.0,1.0,8.0,14.0,1.0,1.0,4.0,7.0,13.0,31.0,9.0,16.0,7.0,60.0,178,1.0,1.0,3.0,4.0,7.0,5.0,8.0,4.0,27.0,26.0,3.0,24.0,14.0,8.0,23.0,10.0,33.0,9.0,1.0,18.0,1.0,4.0,76.0,1.0,1.0,8.0,6.0,1.0,15,2.0,17,5.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0,10.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,27.0,51.0,2.0,0.1111111111111111,0.5625,1.0,0.625,0.5625,0.41935483870967744,0.5714285714285714,0.5638297872340425,1.5,0.7666666666666667,0.5882352941176471,1.5,0.75,0.3404255319148936,28.85572139303483,0.7142857142857143,0.25,0.11538461538461539,0.022222222222222223,0.20512820512820512,0.025,0.15384615384615385,0.023529411764705882,0.037037037037037035,0.1,0.05263157894736842,0.058823529411764705,0.25,0.21875,0.14285714285714285,0.1276595744680851,0.8333333333333334,0.8333333333333334,0.1276595744680851,0.5,0.5,0.40425531914893614,0.2631578947368421,0.2631578947368421,0.0425531914893617,0.5,0.5,1.0,0.2978723404255319,0.5714285714285714,0.5714285714285714,1.0,1.0,0.26666666666666666,0.75,0.06666666666666667,1.0,0.4666666666666667,0.5714285714285714,0.46808510638297873,0.5714285714285714,0.45351489361702135,0.4917833333333333,0.04081632653061224,0.03125,0.058823529411764705,0.05,0.45,13.174193548387096,25.131249999999998,0.27717391304347827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,10104.0,168,1,329,326,43.0,55,29,655,8.0,15.0,1.0,1.0,5.0,11.0,3.0,12.0,2.0,3.0,,,,7.0,,1.0,,2.0,16.0,38.0,2.0,10.0,3.0,41.0,351,,1.0,,2.0,2.0,,2.0,,4.0,28.0,6.0,,6.0,,15.0,6.0,21.0,5.0,1.0,8.0,1.0,6.0,48.0,1.0,3.0,7.0,9.0,1.0,17,4.0,21,5.0,2.0,3.0,5.0,,2.0,3.0,3.0,8.0,,6.0,,14.0,,11.0,,1.0,5.0,3.0,,,1.0,,1.0,4.0,43.0,,1.0,0.2,,,0.2222222222222222,0.42105263157894735,1.0,0.3958333333333333,,0.5,0.41,,0.5,0.20833333333333334,16.022099447513813,0.625,0.07692307692307693,0.08737864077669903,0.04054054054054054,0.109375,0.014084507042253521,0.09580838323353294,0.027586206896551724,,,0.037037037037037035,0.025,0.19444444444444445,0.12,0.07142857142857142,0.3125,0.5333333333333333,0.5333333333333333,0.22916666666666666,0.45454545454545453,0.5,0.25,0.25,0.25,0.0625,0.6666666666666666,0.6666666666666666,1.0,0.14583333333333334,,,1.0,,0.25,1.0,,,0.5,,0.5208333333333334,,0.4627234042553191,0.41240000000000004,0.06,0.075,,,0.0975609756097561,9.207894736842105,29.23,0.13069908814589665,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.125,0.125,0.02631578947368421,0.09090909090909091,0.041666666666666664,0.1,0.017543859649122806,0.07142857142857142,1.0,0.125,0.3333333333333333,0.5289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,1478.0,25,9,48,47,2.0,11,4,95,5.0,6.0,,,,2.0,1.0,1.0,,,,,,,,,,,6.0,9.0,,,7.0,19.0,58,,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.0,6.0,,7,2.0,9,2.0,2.0,,,,,,,,,,,,,6.0,,,8.0,5.0,,,,,,,2.0,,,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.7916666666666666,0.8333333333333334,,,22.641509433962263,,,0.375,0.2,0.16666666666666666,,0.3181818181818182,0.11764705882352941,,,,0.6666666666666666,0.2857142857142857,0.16666666666666666,,0.6666666666666666,0.8333333333333334,1.0,0.2222222222222222,,,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,0.5726555555555556,,0.4166666666666667,0.4166666666666667,,0.2631578947368421,,5.588888888888889,,0.041666666666666664,10.0,,1.0,,,,,2.0,,,,0.8333333333333334,0.8333333333333334,0.1111111111111111,,0.6666666666666666,,,,,0.8,1.0,0.5829,1.0,2.0,1.0,2.0,3.0,0.5,0.16666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,16628.0,277,28,553,545,99.0,106,51,1098,4.0,7.0,,1.0,4.0,8.0,5.0,12.0,4.0,7.0,,,11.0,36.0,2.0,7.0,2.0,6.0,13.0,27.0,15.0,43.0,10.0,81.0,585,2.0,7.0,6.0,1.0,3.0,2.0,6.0,4.0,12.0,10.0,45.0,,36.0,11.0,4.0,6.0,10.0,3.0,3.0,2.0,,2.0,26.0,,1.0,14.0,25.0,8.0,47,1.0,48,4.0,1.0,3.0,9.0,2.0,5.0,7.0,4.0,16.0,1.0,27.0,,40.0,1.0,17.0,1.0,,13.0,5.0,,2.0,4.0,2.0,5.0,12.0,99.0,1.0,1.0,0.3488372093023256,0.2857142857142857,0.3333333333333333,0.3488372093023256,0.48148148148148145,0.3333333333333333,0.5071428571428571,0.42857142857142855,0.4444444444444444,0.5328947368421053,0.42857142857142855,0.5454545454545454,0.6142857142857143,15.081967213114755,0.5625,0.34782608695652173,0.15432098765432098,0.007352941176470588,0.12173913043478261,,0.1407942238267148,0.003952569169960474,,,0.14285714285714285,0.1864406779661017,0.12962962962962962,0.13186813186813187,0.08333333333333333,0.1,0.5714285714285714,0.8,0.11428571428571428,0.5,0.5,0.17142857142857143,0.4166666666666667,0.4166666666666667,0.1,0.5714285714285714,0.5714285714285714,1.0,0.5142857142857142,0.3055555555555556,0.3055555555555556,1.0,0.2857142857142857,0.1111111111111111,,,,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.3055555555555556,0.5063321428571429,0.5012388888888889,0.06756756756756757,0.16129032258064516,,0.07407407407407407,0.14814814814814814,11.714814814814813,25.17674418604651,0.17902350813743217,16.0,,2.0,,,4.0,2.0,1.0,2.0,5.0,3.0,0.6153846153846154,0.6153846153846154,0.07407407407407407,,0.022222222222222223,,,,1.0,0.5,0.8,0.55647,,,,,,,0.2857142857142857,,,,4.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,9891.0,165,19,327,317,64.0,60,32,644,5.0,8.0,1.0,2.0,4.0,9.0,15.0,29.0,1.0,5.0,,1.0,9.0,27.0,,1.0,3.0,7.0,24.0,46.0,10.0,32.0,13.0,91.0,348,,2.0,4.0,5.0,9.0,3.0,8.0,5.0,24.0,42.0,15.0,15.0,27.0,9.0,7.0,3.0,10.0,2.0,1.0,6.0,1.0,,23.0,,1.0,4.0,4.0,1.0,9,1.0,10,3.0,2.0,1.0,5.0,3.0,2.0,4.0,3.0,9.0,2.0,2.0,,7.0,,14.0,,1.0,17.0,6.0,,2.0,,,,24.0,64.0,2.0,0.5,0.3125,,0.375,0.3125,0.5217391304347826,0.5555555555555556,0.5,0.25,0.5588235294117647,0.5232558139534884,0.4,0.5714285714285714,0.41025641025641024,26.243093922651934,0.5555555555555556,0.05555555555555555,0.042105263157894736,0.013513513513513514,0.07272727272727272,,0.05333333333333334,0.006896551724137931,,,0.06896551724137931,0.02857142857142857,0.03225806451612903,0.07142857142857142,0.07692307692307693,0.10256410256410256,0.625,0.625,0.11538461538461539,0.4444444444444444,0.5714285714285714,0.3717948717948718,0.5172413793103449,0.5357142857142857,0.0641025641025641,0.2,0.2,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.25,,0.11764705882352941,0.5,0.058823529411764705,,0.4117647058823529,0.42857142857142855,0.5128205128205128,0.3333333333333333,0.452225,0.4056705882352941,0.07142857142857142,0.11538461538461539,,0.04395604395604396,0.26373626373626374,12.834782608695651,25.921874999999996,0.19571865443425077,6.0,,3.0,1.0,1.0,,,,,,1.0,0.125,0.125,0.06521739130434782,0.2222222222222222,0.041666666666666664,,,0.02564102564102564,,,0.2,0.53205,,,1.0,2.0,2.0,0.5,,,,,1.0,,,,,,,0.5555555555555556,,1.0,1.0,1.0,0.034482758620689655,0.25,,,,,,True,,,,,,,,,,,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,7498.0,125,3,243,240,36.0,45,21,483,16.0,21.0,2.0,3.0,,3.0,3.0,6.0,3.0,4.0,2.0,2.0,6.0,14.0,,,,1.0,19.0,30.0,9.0,18.0,6.0,71.0,264,,,17.0,3.0,5.0,2.0,3.0,,12.0,16.0,27.0,,14.0,6.0,1.0,3.0,4.0,1.0,2.0,1.0,,,11.0,6.0,9.0,6.0,21.0,3.0,30,15.0,45,3.0,2.0,1.0,2.0,2.0,2.0,4.0,,6.0,,10.0,1.0,19.0,1.0,13.0,,,8.0,4.0,,,4.0,3.0,5.0,12.0,36.0,,1.0,0.5,,0.6666666666666666,0.5,0.6333333333333333,0.6,0.6770833333333334,0.875,0.75,0.6826923076923077,0.85,0.75,0.375,21.88679245283019,0.3333333333333333,0.3333333333333333,0.26582278481012656,0.1836734693877551,0.14285714285714285,0.11320754716981132,0.2231404958677686,0.14705882352941177,0.05555555555555555,0.18181818181818182,0.2608695652173913,0.27586206896551724,0.25925925925925924,0.15151515151515152,0.1111111111111111,0.4375,0.7619047619047619,0.8,0.0625,,,0.125,0.5,0.5,0.08333333333333333,0.75,0.75,1.0,0.2916666666666667,0.42857142857142855,0.42857142857142855,,,0.375,0.6666666666666666,0.25,1.0,0.125,,0.8125,0.42857142857142855,0.5252625000000001,0.47983125,0.07692307692307693,0.11764705882352941,,0.23943661971830985,0.16901408450704225,5.443333333333333,25.01111111111111,0.14814814814814814,22.0,,1.0,1.0,,,5.0,,1.0,2.0,1.0,0.5789473684210527,0.7857142857142857,0.03333333333333333,,0.25,0.26666666666666666,0.09523809523809523,0.05263157894736842,0.4,0.5625,0.6666666666666666,0.50176,6.0,7.0,7.0,8.0,3.0,0.875,0.047619047619047616,0.875,0.8571428571428571,,,,3.0,3.0,1.0,1.0,,1.0,,,,,,,10.0,1.0,,,,True,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,7292.0,122,12,251,244,58.0,48,25,495,23.0,31.0,4.0,6.0,1.0,4.0,,,,,,,,1.0,,,,1.0,24.0,35.0,,1.0,6.0,54.0,254,,,14.0,4.0,6.0,,1.0,5.0,13.0,14.0,,,1.0,,6.0,6.0,12.0,6.0,,2.0,,4.0,30.0,3.0,9.0,19.0,20.0,7.0,46,12.0,58,1.0,1.0,,3.0,2.0,3.0,3.0,,6.0,,3.0,,7.0,1.0,13.0,,,9.0,2.0,,3.0,6.0,6.0,6.0,13.0,58.0,2.0,,,,,,0.6857142857142857,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5714285714285714,0.675,0.7777777777777778,0.5909090909090909,0.027777777777777776,16.42857142857143,0.5,0.6363636363636364,0.30303030303030304,0.12,0.3064516129032258,0.05660377358490566,0.3046875,0.09375,0.1388888888888889,,0.13636363636363635,0.391304347826087,0.38095238095238093,0.2765957446808511,0.4,0.8611111111111112,0.7419354838709677,0.7666666666666667,0.1111111111111111,0.25,0.25,,,,,,,,0.027777777777777776,,,,,0.8571428571428571,0.6666666666666666,,,0.14285714285714285,,0.8888888888888888,,0.6748666666666667,0.7025,0.05405405405405406,0.05555555555555555,,0.25925925925925924,0.24074074074074073,1.5485714285714287,24.7,0.23107569721115537,34.0,,1.0,2.0,,,,1.0,,4.0,,0.7083333333333334,0.9444444444444444,0.02857142857142857,,0.11538461538461539,0.07692307692307693,0.07142857142857142,0.18181818181818182,0.6666666666666666,0.7391304347826086,,0.6329374999999999,7.0,9.0,7.0,9.0,,0.7777777777777778,0.03225806451612903,1.0,0.7777777777777778,0.14285714285714285,1.0,,3.0,4.0,,,,,,,,1.0,,,12.0,,,,,True,,,,,,,,,,,,,,
101187,1610612746,Alan Anderson,Alan Anderson,101187,LAC,1366.0,23,-11,43,46,7.0,17,3,89,2.0,2.0,,,,,,,,,,,1.0,3.0,,,,2.0,2.0,2.0,1.0,3.0,2.0,9.0,70,,,,,,,2.0,2.0,2.0,4.0,,3.0,3.0,1.0,,,,,,,,,,,,,2.0,,2,,2,,,,1.0,,1.0,,,1.0,,3.0,,4.0,,3.0,,,3.0,,1.0,,,,,2.0,7.0,1.0,,0.3333333333333333,,,0.3333333333333333,1.0,,0.7,,,0.75,,0.3333333333333333,0.6,15.555555555555555,1.0,,0.14285714285714285,,,,0.10526315789473684,,,,,,0.5,,,0.4,1.0,1.0,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,1.0,0.3333333333333333,0.44994999999999996,0.39097499999999996,0.16666666666666666,,0.25,,0.2222222222222222,1.9,25.96666666666667,0.16279069767441862,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,7101.0,118,21,244,240,41.0,40,24,484,6.0,9.0,,,,,8.0,16.0,2.0,6.0,,1.0,13.0,27.0,2.0,3.0,1.0,5.0,14.0,25.0,15.0,33.0,4.0,77.0,252,2.0,3.0,8.0,1.0,2.0,1.0,6.0,,5.0,12.0,39.0,6.0,27.0,13.0,5.0,2.0,7.0,1.0,1.0,5.0,,,16.0,,,7.0,4.0,,11,,11,5.0,4.0,1.0,2.0,,,1.0,2.0,3.0,,5.0,,8.0,,7.0,1.0,,6.0,2.0,1.0,,,,,5.0,41.0,,0.8666666666666667,0.45454545454545453,0.6666666666666666,0.16666666666666666,0.45454545454545453,0.56,0.5,0.6293103448275862,0.6666666666666666,0.3125,0.6416666666666667,0.6666666666666666,0.3125,0.5689655172413793,23.333333333333332,0.6666666666666666,,0.058823529411764705,,0.11290322580645161,,0.08461538461538462,,,,0.125,,0.05263157894736842,0.12,0.08333333333333333,0.15517241379310345,0.6666666666666666,0.6666666666666666,,,,0.27586206896551724,0.5,0.5,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.5,0.46551724137931033,0.48148148148148145,0.48148148148148145,0.5,0.6666666666666666,,,0.125,,0.625,0.2,0.7241379310344828,0.48148148148148145,0.5239758620689656,0.50851875,0.05,0.07407407407407407,0.030303030303030304,0.1038961038961039,0.06493506493506493,13.172,24.98484848484848,0.1680327868852459,16.0,,,,,,,,,,,0.5714285714285714,0.5714285714285714,,,,,,,,0.6666666666666666,0.5,0.466475,,,1.0,3.0,,0.3333333333333333,,,,,,,,,,,,0.9230769230769231,1.0,,1.0,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,9594.0,160,-17,315,316,62.0,77,30,631,19.0,28.0,1.0,4.0,5.0,8.0,,2.0,,4.0,,,6.0,20.0,,1.0,,2.0,24.0,38.0,6.0,24.0,13.0,79.0,348,,2.0,8.0,3.0,8.0,,2.0,2.0,8.0,40.0,6.0,12.0,20.0,6.0,5.0,8.0,13.0,6.0,2.0,3.0,,2.0,34.0,,2.0,7.0,6.0,1.0,14,2.0,16,,,,9.0,,6.0,3.0,3.0,12.0,1.0,7.0,,12.0,1.0,15.0,1.0,,16.0,9.0,,1.0,1.0,1.0,1.0,8.0,62.0,1.0,0.3333333333333333,0.25,,,0.25,0.631578947368421,0.375,0.532258064516129,0.6,0.3,0.5808823529411765,0.6666666666666666,0.36363636363636365,0.3870967741935484,22.92263610315186,0.75,0.0625,0.06521739130434782,0.02631578947368421,0.11290322580645161,,0.08441558441558442,0.013888888888888888,0.030303030303030304,,0.07142857142857142,,0.125,0.1276595744680851,0.06666666666666667,0.45161290322580644,0.6785714285714286,0.7307692307692307,0.12903225806451613,0.625,0.7142857142857143,0.03225806451612903,,,0.06451612903225806,,,,0.3225806451612903,0.3,0.3,0.2,,0.4,0.25,,,0.2,,0.8387096774193549,0.3,0.5049935483870968,0.454305,0.13432835820895522,0.20930232558139536,,0.10126582278481013,0.10126582278481013,4.123684210526316,25.445833333333336,0.19682539682539682,8.0,,3.0,,,1.0,1.0,4.0,,1.0,1.0,0.16666666666666666,0.17391304347826086,0.07894736842105263,0.125,,0.0625,,,1.0,0.15789473684210525,,0.4685375,2.0,2.0,3.0,3.0,2.0,1.0,0.07142857142857142,0.4,1.0,,,,,1.0,,,0.2,0.3333333333333333,,1.0,,,,0.2,2.0,,1.0,,,True,,,,,,,,,,,,,,
