EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,AtRimPctBlocked,DefFTReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,DefCorner3ReboundPct,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,Travels,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,on,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked
101123,1610612738,Gerald Green,Gerald Green,101123,BOS,2922.0,49,-14,95,94,60,47,12,189,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,8.0,3.0,3.0,3.0,7.0,2.0,11.0,1.0,13.0,117,1.0,1.0,3.0,2.0,3.0,7.0,1.0,5.0,1.0,10.0,2.0,4.0,6.0,2.0,8.0,1.0,2.0,5.0,2.0,7.0,2.0,5.0,16.0,1.0,2.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,10.0,60,2.0,2.0,0.3333333333333333,0.5,1.0,0.18181818181818182,0.2,0.18181818181818182,0.42857142857142855,1.0,0.42857142857142855,0.3333333333333333,0.25,0.375,0.325,0.2,0.35714285714285715,0.6111111111111112,0.2857142857142857,1.0,0.3333333333333333,20.909090909090907,0.3333333333333333,0.08,0.07407407407407407,0.15384615384615385,0.047619047619047616,0.10526315789473684,0.0625,0.1111111111111111,0.08333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.5,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.125,0.125,1.0,0.25,1.0,0.75,0.25,0.6666666666666666,0.16666666666666666,0.5,0.25,0.7777777777777778,0.125,0.5298361111111112,0.43012500000000004,0.5448166666666667,0.15384615384615385,0.7692307692307693,7.957142857142857,25.454545454545453,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1626175,1610612738,Jordan Mickey,Jordan Mickey,1626175,BOS,8461.0,141,-58,284,284,122,128,31,568,12.0,23.0,3.0,7.0,5.0,9.0,5.0,2.0,5.0,,1.0,,1.0,,,,,15.0,33.0,,1.0,8.0,38.0,338,3.0,9.0,,9.0,5.0,10.0,,1.0,6.0,16.0,22.0,8.0,,6.0,,,6.0,4.0,3.0,7.0,2.0,2.0,17.0,3.0,10.0,8.0,11.0,21.0,13.0,34.0,5.0,1.0,2.0,4.0,9.0,,1.0,4.0,12.0,,1.0,10.0,1.0,14.0,3.0,16.0,122,1.0,3.0,0.7333333333333333,0.9166666666666666,,,,,0.45454545454545453,0.3333333333333333,0.5,0.4411764705882353,0.3333333333333333,0.45454545454545453,0.475,0.375,0.5,0.029411764705882353,0.18181818181818182,,,15.170278637770897,0.5555555555555556,0.14864864864864866,0.12987012987012986,0.21621621621621623,0.05555555555555555,0.17117117117117117,0.09923664122137404,0.3125,,,0.2692307692307692,0.2857142857142857,0.6764705882352942,0.5217391304347826,0.7058823529411765,0.14705882352941177,0.14705882352941177,0.4,0.4,1.0,0.029411764705882353,,,,,,,,0.7777777777777778,0.42857142857142855,,0.8181818181818182,0.5555555555555556,0.09090909090909091,,,0.7058823529411765,,0.5821897058823527,0.5754285714285715,0.6622227272727274,0.23684210526315788,0.42105263157894735,4.703030303030302,23.3,0.4295774647887324,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,6.0,4.0,2.0,6.0,5.0,2.0,0.2608695652173913,0.2,0.06976744186046512,0.13043478260869565,0.04,0.07692307692307693,0.8333333333333334,0.6666666666666666,0.2,0.2,1.0,0.13513513513513514,0.1388888888888889,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,5558.0,93,-26,188,184,97,92,21,372,4.0,11.0,,,2.0,6.0,4.0,2.0,7.0,1.0,3.0,1.0,2.0,6.0,12.0,,8.0,6.0,22.0,7.0,15.0,3.0,36.0,200,,,,,3.0,8.0,5.0,10.0,3.0,24.0,,12.0,18.0,,11.0,6.0,2.0,7.0,,7.0,,2.0,14.0,1.0,,3.0,7.0,10.0,1.0,11.0,,2.0,,2.0,2.0,,1.0,2.0,4.0,,1.0,3.0,,4.0,1.0,24.0,97,,1.0,,,0.8571428571428571,0.4666666666666667,0.5,0.5,0.2727272727272727,,0.375,0.44594594594594594,,0.5833333333333334,0.46153846153846156,,0.6,0.40540540540540543,0.09090909090909091,,,19.158878504672895,,0.12962962962962962,,0.1111111111111111,0.029411764705882353,0.12345679012345678,0.011235955056179775,,,,0.05263157894736842,0.10526315789473684,0.2972972972972973,0.36363636363636365,0.4444444444444444,0.10810810810810811,0.1891891891891892,0.2857142857142857,0.2857142857142857,,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.32432432432432434,0.5,0.5,0.8333333333333334,,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5,0.4444444444444444,0.7027027027027027,0.5454545454545454,0.5061666666666667,,0.5362676470588236,,0.6666666666666666,8.645454545454546,26.086666666666662,0.5159574468085106,,,,3.0,,,3.0,3.0,,,,,1.0,,1.0,,,,,,,0.18181818181818182,,0.03571428571428571,0.0625,0.2631578947368421,,,,,,,0.02631578947368421,0.043478260869565216,4.0,3.0,1.0,2.0,0.125,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,3929.0,65,-21,136,131,68,84,14,267,6.0,9.0,2.0,3.0,3.0,3.0,1.0,,4.0,,1.0,,1.0,,3.0,1.0,2.0,6.0,14.0,,4.0,8.0,20.0,154,2.0,3.0,1.0,4.0,3.0,7.0,,3.0,4.0,10.0,8.0,4.0,,4.0,3.0,,1.0,1.0,4.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,4.0,5.0,4.0,9.0,1.0,,,1.0,2.0,,1.0,2.0,4.0,,1.0,5.0,,9.0,1.0,10.0,68,2.0,1.0,0.6666666666666666,1.0,,,,,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5,0.3,0.45454545454545453,0.5,0.4166666666666667,0.2222222222222222,0.07142857142857142,,,15.686274509803921,0.5,0.11764705882352941,0.08108108108108109,0.05555555555555555,0.05555555555555555,0.09615384615384616,0.07272727272727272,0.11764705882352941,0.08333333333333333,,0.1111111111111111,,0.5,0.6666666666666666,0.75,0.05555555555555555,0.2222222222222222,,,,0.05555555555555555,,,,0.16666666666666666,,,,0.75,0.6666666666666666,0.25,0.3,1.0,0.1,,0.2,0.7222222222222222,,0.5262833333333333,0.54335,0.510915,0.2,0.5,6.3428571428571425,26.174999999999997,0.5,,,,,,,5.0,4.0,1.0,1.0,,,,1.0,4.0,1.0,1.0,,1.0,1.0,,0.1111111111111111,,0.07142857142857142,0.09090909090909091,0.14285714285714285,,1.0,0.6666666666666666,,,,0.19047619047619047,0.23529411764705882,,,,,0.5,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,2141.0,36,-24,75,71,31,38,7,146,3.0,4.0,2.0,2.0,,,1.0,2.0,2.0,,,,,1.0,3.0,,1.0,5.0,7.0,1.0,3.0,,13.0,91,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,,5.0,6.0,4.0,3.0,4.0,3.0,1.0,1.0,,,,,,,1.0,1.0,1.0,4.0,5.0,2.0,7.0,2.0,,2.0,,2.0,,1.0,3.0,4.0,,,1.0,,,,5.0,31,,,0.6,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.7142857142857143,1.0,1.0,0.65,1.0,1.25,0.65,1.0,1.25,0.3,0.14285714285714285,,,14.634146341463415,1.0,0.25,0.045454545454545456,0.16666666666666666,0.07692307692307693,0.22727272727272727,0.05714285714285714,0.1111111111111111,,,0.3333333333333333,0.2,0.4,0.75,1.0,0.1,0.2,1.0,1.0,1.0,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,0.5,0.7,0.3333333333333333,0.57082,0.5042,0.472475,0.3076923076923077,0.38461538461538464,7.300000000000002,25.833333333333332,0.41333333333333333,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.25,,0.08333333333333333,0.2,0.2,,,0.3333333333333333,,,,,,1.0,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,3378.0,56,-32,109,115,18,30,13,224,9.0,14.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,,,4.0,15.0,,1.0,13.0,21.0,5.0,19.0,12.0,53.0,153,1.0,2.0,,2.0,3.0,5.0,,1.0,,6.0,4.0,22.0,9.0,2.0,15.0,4.0,2.0,3.0,3.0,6.0,2.0,2.0,15.0,1.0,,1.0,2.0,4.0,1.0,5.0,7.0,,1.0,1.0,8.0,1.0,1.0,,4.0,,,9.0,,13.0,,6.0,18,1.0,,0.15384615384615385,0.16666666666666666,0.6,0.2631578947368421,,0.2631578947368421,0.6190476190476191,0.5,0.6,0.5125,0.5,0.5,0.5777777777777777,0.5,0.5,0.475,0.09523809523809523,,,42.4,0.875,0.08,,0.09090909090909091,0.038461538461538464,0.08333333333333333,0.02,,,,,0.125,0.35,0.6428571428571429,0.75,0.1,0.075,0.3333333333333333,0.3333333333333333,1.0,0.1,0.25,0.25,,0.375,0.26666666666666666,0.26666666666666666,0.75,1.0,0.5,,0.6666666666666666,0.75,,,0.16666666666666666,0.825,0.26666666666666666,0.5544925,,0.5456916666666667,0.03773584905660377,0.11320754716981132,5.2,25.452631578947365,0.1651376146788991,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,,,1.0,5.0,,,,,,,0.14285714285714285,0.16666666666666666,0.05263157894736842,0.14285714285714285,0.09090909090909091,0.05,,,0.75,0.75,0.3333333333333333,0.13333333333333333,0.2,,6.0,,,,,,1.0,1.0,1.0,1.0,0.05,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203092,1610612738,Tyler Zeller,Tyler Zeller,203092,BOS,1052.0,18,-4,36,35,33,14,6,71,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,4.0,6.0,,,2.0,10.0,38,1.0,1.0,,3.0,3.0,5.0,,,1.0,7.0,6.0,2.0,,2.0,,,,1.0,1.0,2.0,1.0,,5.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,3.0,1.0,7.0,33,,1.0,0.75,1.0,,,,,0.6666666666666666,1.0,0.6,0.6666666666666666,1.0,0.6,0.7142857142857143,1.5,0.5833333333333334,,,,,15.909090909090908,,,0.1,,,,0.0625,0.2,,,,,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,0.4,0.5,,,,0.5,,0.5900666666666666,0.6099,0.5861,0.3,0.7,7.833333333333333,,0.9166666666666666,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203923,1610612738,James Young,James Young,203923,BOS,2345.0,39,-10,83,80,61,51,8,163,,,,,,,3.0,1.0,2.0,,,,,2.0,3.0,,3.0,1.0,5.0,2.0,3.0,2.0,10.0,87,,,,,1.0,4.0,2.0,3.0,,8.0,2.0,,6.0,,3.0,2.0,1.0,1.0,,1.0,,,2.0,,,1.0,2.0,4.0,,4.0,1.0,,1.0,,1.0,,1.0,2.0,3.0,,,1.0,,3.0,,8.0,61,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,,0.25,0.5,,0.5714285714285714,0.5555555555555556,,0.5714285714285714,0.375,0.2,0.3333333333333333,,10.75268817204301,1.0,0.09523809523809523,,0.08333333333333333,,0.09090909090909091,,,,,,0.1111111111111111,,,,0.375,0.25,0.5,0.5,1.0,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.42857142857142855,0.375,0.6666666666666666,0.42193749999999997,,0.4243142857142857,,0.8,11.98,25.599999999999998,0.7349397590361446,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.14285714285714285,0.14285714285714285,,,,,,,0.1111111111111111,,2.0,,,,,0.6666666666666666,,,,,1.0,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,4668.0,78,-42,160,161,47,63,15,321,4.0,6.0,1.0,1.0,1.0,2.0,7.0,1.0,4.0,1.0,3.0,,1.0,3.0,12.0,1.0,4.0,8.0,17.0,4.0,15.0,11.0,39.0,190,1.0,2.0,1.0,4.0,4.0,7.0,,5.0,5.0,13.0,6.0,10.0,12.0,2.0,12.0,3.0,2.0,4.0,5.0,9.0,5.0,3.0,23.0,1.0,3.0,1.0,5.0,6.0,4.0,10.0,5.0,3.0,4.0,4.0,9.0,,2.0,2.0,5.0,1.0,,9.0,,13.0,2.0,13.0,47,1.0,2.0,0.375,0.42857142857142855,1.0,0.26666666666666666,,0.26666666666666666,0.47058823529411764,0.5,0.5714285714285714,0.4375,0.3333333333333333,0.3333333333333333,0.5131578947368421,0.5,0.43333333333333335,0.46875,0.11764705882352941,0.14285714285714285,,26.256983240223462,0.5555555555555556,0.11904761904761904,0.06666666666666667,0.05555555555555555,0.02857142857142857,0.1,0.05,0.045454545454545456,0.07142857142857142,,0.1111111111111111,0.08333333333333333,0.1875,0.6666666666666666,0.8,0.21875,0.125,0.25,0.25,,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.25,0.2727272727272727,1.0,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.5,0.08333333333333333,,0.3333333333333333,0.65625,0.25,0.4760919354838709,0.4557833333333334,0.4659875,0.10256410256410256,0.3333333333333333,8.282352941176471,26.56666666666667,0.29375,3.0,2.0,,1.0,,,4.0,1.0,3.0,1.0,,,1.0,,3.0,,,,,,,0.16666666666666666,,0.034482758620689655,0.15384615384615385,0.09090909090909091,,,0.5,0.42857142857142855,0.5,0.3333333333333333,0.1111111111111111,0.15,,,,,,,,,1.0,,1.0,0.0625,1.0,0.06666666666666667,0.08333333333333333,0.1111111111111111,True,,,,,,,,,,,,,,,,,,,,,,,,,
203482,1610612738,Kelly Olynyk,Kelly Olynyk,203482,BOS,2284.0,38,-1,81,79,25,29,8,160,,,,,,,,1.0,2.0,,1.0,,,,2.0,,1.0,1.0,2.0,,3.0,2.0,4.0,76,,,,,,1.0,,1.0,,,2.0,,,,2.0,,,,1.0,1.0,1.0,,3.0,,,3.0,2.0,7.0,,7.0,,,,2.0,2.0,,,2.0,4.0,1.0,,3.0,2.0,2.0,,,25,,,1.0,1.0,,,,,0.5,,,0.2,,,0.3333333333333333,,,0.6,,,,8.88888888888889,,0.08,,0.25,,0.13513513513513514,,,,,0.1,0.125,,,,,0.4,0.5,0.5,1.0,0.2,,,,0.4,,,,,,,,,,,0.5,0.6,,0.47697,,0.4286,,,15.7,24.46666666666667,0.30864197530864196,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,,0.16666666666666666,,,,,,,,0.16666666666666666,0.3333333333333333,,,,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
