EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,BlockingFouls,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,OffFTReboundPct,DefensiveGoaltends,Clear Path Fouls,on
101135,1610612759,David Lee,David Lee,101135,SAS,39648.0,661,156,1353,1356,457,412,156,2709,84.0,131.0,27.0,45.0,31.0,44.0,20.0,40.0,11.0,24.0,115.0,195,44.0,274,1390,31.0,55.0,11.0,73.0,41.0,62.0,14.0,96,146.0,84.0,42.0,23.0,34.0,24.0,58.0,16.0,8.0,23.0,5.0,6.0,140.0,22.0,52.0,42.0,78.0,10.0,130.0,74.0,204.0,5.0,10.0,5.0,5.0,23.0,9.0,18.0,18.0,3.0,5.0,1.0,41.0,6.0,10.0,31.0,58,5.0,2.0,46.0,1.0,4.0,2.0,62.0,10.0,33.0,3.0,19.0,1.0,1.0,14.0,1.0,4.0,20.0,14.0,1.0,1.0,2.0,96,455,7.0,3.0,0.6347826086956522,0.776595744680851,0.5897435897435898,0.5636363636363636,0.6612903225806451,0.5897435897435898,0.5636363636363636,0.6612903225806451,0.6199095022624435,0.5887096774193549,0.6857142857142857,0.11794871794871795,0.12213740458015267,0.15,0.041666666666666664,17.146596858638745,0.5609756097560976,0.2857142857142857,0.18886198547215496,0.13,0.19534883720930232,0.11956521739130435,0.1910828025477707,0.1267123287671233,0.1564625850340136,0.13953488372093023,0.08870967741935484,0.13286713286713286,0.07317073170731707,0.2054794520547945,0.16058394160583941,0.2,0.2147239263803681,0.1346153846153846,0.08771929824561403,0.7,0.6717948717948717,0.6412213740458015,0.7304347826086957,0.6547619047619048,0.20512820512820512,0.5,0.5882352941176471,0.4,0.12307692307692308,0.4583333333333333,0.4782608695652174,0.9090909090909091,0.8181818181818182,0.6,0.1111111111111111,0.7096774193548387,0.7045454545454546,0.6717948717948717,0.5293379487179487,0.521955,0.5620354838709677,0.15137614678899083,0.15137614678899083,0.2664233576642336,0.35036496350364965,4.655897435897436,0.3377679231337768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,2356.0,39,19,83,85,30,27,8,168,1.0,3.0,,,1.0,1.0,,3.0,,,1.0,6,7.0,15,85,,,,,1.0,3.0,5.0,7,2.0,,,2.0,6.0,3.0,9.0,2.0,1.0,4.0,,2.0,21.0,,,2.0,3.0,1.0,6.0,,6.0,,1.0,,1.0,5.0,,4.0,,,1.0,,5.0,,3.0,1.0,1,,,8.0,,,,9.0,1.0,4.0,1.0,,,,,,,,,,,,7,30,,1.0,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.36363636363636365,,0.25,0.5,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,21.73913043478261,1.0,0.3333333333333333,0.13636363636363635,,0.16666666666666666,,0.14705882352941177,,,,,,,,0.125,0.25,0.1,0.5,,,0.2727272727272727,0.3333333333333333,0.5,1.0,0.2727272727272727,,,,,,,,,,,0.25,1.0,0.7272727272727273,0.4971045454545455,,0.4348875,0.2857142857142857,0.4444444444444444,,0.4666666666666667,4.583333333333333,0.3614457831325301,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,5.0,2.0,1.0,1.0,0.4,0.4,0.45454545454545453,0.45454545454545453,0.4,0.4,1.0,1.0,0.25,0.4,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,77489.0,1291,258,2639,2644,982,894,305,5283,49.0,100.0,6.0,10.0,18.0,36.0,22.0,74.0,11.0,38.0,82.0,212,86.0,517,2743,10.0,24.0,1.0,39.0,25.0,63.0,46.0,192,74.0,90.0,4.0,17.0,120.0,63.0,183.0,39.0,24.0,68.0,21.0,31.0,429.0,12.0,16.0,55.0,72.0,2.0,129.0,28.0,157.0,2.0,82.0,46.0,36.0,70.0,17.0,55.0,26.0,3.0,15.0,2.0,96.0,5.0,30.0,38.0,119,4.0,,126.0,11.0,3.0,2.0,107.0,10.0,28.0,21.0,14.0,2.0,1.0,10.0,,4.0,16.0,10.0,,,,188,969,16.0,18.0,0.45121951219512196,0.4625,0.3867924528301887,0.4166666666666667,0.3968253968253968,0.4908883826879271,0.4418604651162791,0.4965986394557823,0.5340909090909091,0.45348837209302323,0.5549132947976878,0.08018867924528301,0.06,0.14864864864864866,,19.489247311827956,0.7291666666666666,0.027777777777777776,0.09102402022756005,0.021333333333333333,0.1388888888888889,0.029339853300733496,0.10699241786015164,0.024158757549611734,0.018726591760299626,0.012345679012345678,0.03333333333333333,0.03536977491961415,0.01020408163265306,0.08633093525179857,0.06792452830188679,0.12096774193548387,0.1551155115511551,0.08602150537634409,0.008438818565400843,0.625,0.22779043280182232,0.49,0.5212765957446809,0.4897959183673469,0.16856492027334852,0.2972972972972973,0.3492063492063492,0.45454545454545453,0.08656036446469248,0.2894736842105263,0.2894736842105263,0.2727272727272727,0.23255813953488372,0.6,0.6666666666666666,0.24489795918367346,0.5,0.744874715261959,0.5090536781609193,0.49779999999999985,0.5152975862068965,0.0755939524838013,0.12173913043478261,0.07543520309477757,0.3713733075435203,6.949056603773584,0.3721106479727169,77.0,188.0,15.0,69.0,89.0,227.0,19.0,84.0,210.0,185.0,77.0,18.0,0.7865168539325843,0.3920704845814978,0.39732142857142855,0.5170842824601367,0.428246013667426,0.4095744680851064,0.4117647058823529,0.7792207792207793,0.3488372093023256,0.46938775510204084,0.41621621621621624,25.447577092511008,12.0,39.0,1.0,4.0,4.0,15.0,5.0,28.0,6.0,32.0,57.0,3.0,2.0,10.0,3.0,1.0,7.0,1.0,0.3157894736842105,0.38095238095238093,0.00881057268722467,0.02564102564102564,0.005319148936170213,0.0888382687927107,0.3076923076923077,0.3157894736842105,0.8333333333333334,0.09302325581395349,0.25,1.0,0.3333333333333333,0.6,0.10204081632653061,0.26666666666666666,0.4057971014492754,0.030042918454935622,,,,,,,True
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,35906.0,598,61,1210,1210,457,422,147,2420,58.0,81.0,19.0,26.0,20.0,31.0,33.0,69.0,50.0,107.0,141.0,257,79.0,382,1302,26.0,40.0,20.0,72.0,41.0,78.0,35.0,123,172.0,110.0,26.0,8.0,18.0,26.0,44.0,19.0,7.0,8.0,6.0,4.0,114.0,18.0,30.0,27.0,63.0,11.0,101.0,49.0,150.0,3.0,10.0,3.0,7.0,17.0,4.0,8.0,23.0,3.0,9.0,5.0,40.0,5.0,13.0,30.0,51,2.0,7.0,68.0,,8.0,2.0,100.0,5.0,37.0,15.0,29.0,,,21.0,,8.0,29.0,18.0,1.0,1.0,,121,449,5.0,14.0,0.6099290780141844,0.671875,0.5486381322957199,0.65,0.5256410256410257,0.5611111111111111,0.65,0.5365853658536586,0.6025236593059937,0.6923076923076923,0.5970873786407767,0.0311284046692607,0.07407407407407407,0.028985507246376812,,26.134699853587115,0.425,0.2894736842105263,0.1726027397260274,0.08571428571428572,0.16265060240963855,0.09090909090909091,0.1694915254237288,0.08759124087591241,0.10679611650485436,0.1,0.058394160583941604,0.08108108108108109,0.12,0.14393939393939395,0.16129032258064516,0.22018348623853212,0.14615384615384616,0.2222222222222222,0.026785714285714284,0.6206896551724138,0.3,0.7160493827160493,0.7733333333333333,0.6206896551724138,0.25555555555555554,0.4782608695652174,0.4925373134328358,0.30303030303030304,0.3962962962962963,0.4672897196261682,0.4672897196261682,0.8,0.65,0.7307692307692307,0.2631578947368421,0.3780487804878049,0.6451612903225806,0.34814814814814815,0.47300296296296296,0.5332933333333334,0.4738115853658536,0.12251655629139073,0.12802768166089964,0.18848167539267016,0.3219895287958115,10.476264591439689,0.3776859504132231,3.0,7.0,,2.0,7.0,13.0,,4.0,21.0,7.0,3.0,2.0,1.0,0.5384615384615384,0.5384615384615384,0.04814814814814815,0.025925925925925925,0.42857142857142855,0.42857142857142855,1.0,,0.024390243902439025,0.42857142857142855,24.707692307692305,4.0,6.0,,,1.0,2.0,,1.0,,2.0,,,,,1.0,,,,,0.5,,,,0.022222222222222223,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.024390243902439025,0.5,0.5,,1.0,1.0,1.0,0.023809523809523808,,,True
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,37151.0,619,103,1291,1283,518,472,156,2574,44.0,74.0,7.0,10.0,19.0,33.0,42.0,83.0,45.0,87.0,131.0,244,137.0,513,1401,9.0,14.0,10.0,43.0,60.0,105.0,84.0,234,100.0,162.0,10.0,7.0,37.0,34.0,71.0,24.0,10.0,26.0,5.0,6.0,176.0,6.0,14.0,23.0,58.0,11.0,92.0,22.0,114.0,4.0,33.0,10.0,23.0,23.0,7.0,12.0,19.0,5.0,11.0,2.0,42.0,1.0,16.0,11.0,33,2.0,2.0,114.0,,2.0,5.0,166.0,13.0,55.0,28.0,16.0,1.0,1.0,10.0,1.0,5.0,17.0,14.0,,,,225,505,8.0,22.0,0.3816793893129771,0.3968253968253968,0.5368852459016393,0.6428571428571429,0.5714285714285714,0.5280898876404494,0.6875,0.5067567567567568,0.5944055944055944,0.7413793103448276,0.5974358974358974,0.028688524590163935,0.05405405405405406,0.03614457831325301,,32.32669869595058,0.5476190476190477,0.3142857142857143,0.1514360313315927,0.038356164383561646,0.13218390804597702,0.03,0.14542190305206462,0.035398230088495575,0.08547008547008547,0.01680672268907563,0.015503875968992248,0.0273972602739726,0.037037037037037035,0.1357142857142857,0.1297709923664122,0.19642857142857142,0.12213740458015267,0.16279069767441862,0.023529411764705882,0.8235294117647058,0.20786516853932585,0.5945945945945946,0.6285714285714286,0.4318181818181818,0.23314606741573032,0.5060240963855421,0.525,0.35714285714285715,0.2443820224719101,0.5172413793103449,0.5172413793103449,0.35555555555555557,0.4166666666666667,0.7,,0.22297297297297297,0.5757575757575758,0.5224719101123596,0.4895846478873239,0.545778125,0.4760727891156462,0.14713216957605985,0.19230769230769232,0.08382066276803118,0.45614035087719296,9.645901639344263,0.40123934934159566,27.0,87.0,8.0,35.0,38.0,112.0,10.0,43.0,93.0,87.0,27.0,4.0,0.8157894736842105,0.3392857142857143,0.3392857142857143,0.3146067415730337,0.2443820224719101,0.3103448275862069,0.313953488372093,0.7407407407407407,0.3333333333333333,0.23648648648648649,0.3103448275862069,25.08303571428571,11.0,25.0,1.0,2.0,3.0,8.0,4.0,7.0,5.0,10.0,21.0,,1.0,2.0,1.0,1.0,4.0,,0.5,0.23255813953488372,0.008928571428571428,,0.011494252873563218,0.0702247191011236,0.44,0.44,1.0,0.08333333333333333,0.5,1.0,0.5,1.0,0.05405405405405406,0.375,0.2,0.034782608695652174,2.0,,3.0,0.045454545454545456,1.0,,True
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,13494.0,225,28,453,459,147,113,54,912,10.0,17.0,2.0,3.0,2.0,4.0,4.0,12.0,1.0,6.0,15.0,35,13.0,52,463,2.0,4.0,2.0,6.0,2.0,8.0,4.0,14,18.0,12.0,4.0,5.0,11.0,9.0,20.0,7.0,2.0,7.0,3.0,1.0,49.0,2.0,6.0,14.0,18.0,3.0,35.0,8.0,43.0,1.0,10.0,5.0,5.0,1.0,1.0,,5.0,,1.0,2.0,6.0,,1.0,6.0,11,,,12.0,,,,15.0,1.0,7.0,1.0,4.0,,,3.0,,1.0,4.0,2.0,,,,14,144,,1.0,0.6,0.6923076923076923,0.42857142857142855,0.5,0.25,0.4642857142857143,0.5,0.45454545454545453,0.5306122448979592,0.5,0.5384615384615384,0.14285714285714285,0.17647058823529413,0.16666666666666666,,10.721247563352827,0.16666666666666666,0.3,0.14754098360655737,0.041379310344827586,0.19718309859154928,0.03333333333333333,0.16580310880829016,0.03902439024390244,0.03773584905660377,0.05660377358490566,0.02564102564102564,0.041666666666666664,,0.15,0.05405405405405406,0.2222222222222222,0.23529411764705882,0.1,0.058823529411764705,0.5,0.40476190476190477,0.5882352941176471,0.7142857142857143,0.6,0.2857142857142857,0.3333333333333333,0.4,0.5,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,0.75,0.6666666666666666,,0.36363636363636365,0.5,0.5714285714285714,0.49971463414634143,0.49686666666666673,0.5187090909090909,0.14583333333333334,0.17073170731707318,0.11538461538461539,0.2692307692307692,6.7628571428571425,0.32450331125827814,,1.0,,,3.0,7.0,,3.0,9.0,,,,1.0,0.42857142857142855,0.5,0.16666666666666666,0.023809523809523808,,,,,,,29.142857142857142,3.0,6.0,,,2.0,3.0,,,,2.0,,1.0,,1.0,,,,,,0.6666666666666666,,,,0.14285714285714285,0.5,0.5,1.0,,,,,,0.2727272727272727,0.6666666666666666,,,,1.0,,,,,True
201980,1610612759,Danny Green,Danny Green,201980,SAS,9459.0,158,44,324,336,166,135,41,660,3.0,4.0,2.0,2.0,2.0,2.0,3.0,6.0,,1.0,6.0,11,2.0,56,335,2.0,3.0,,7.0,5.0,7.0,2.0,36,4.0,8.0,2.0,1.0,8.0,3.0,11.0,2.0,1.0,7.0,1.0,,25.0,2.0,2.0,5.0,14.0,1.0,20.0,4.0,24.0,1.0,7.0,1.0,6.0,4.0,1.0,4.0,1.0,,,,5.0,2.0,1.0,8.0,13,,,5.0,,,,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,34,155,1.0,,0.3333333333333333,0.4,0.5454545454545454,0.6666666666666666,0.7142857142857143,0.5094339622641509,0.4375,0.6538461538461539,0.5185185185185185,0.4375,0.6666666666666666,0.09090909090909091,,0.16666666666666666,,15.86021505376344,0.8,0.08333333333333333,0.1414141414141414,0.023529411764705882,0.09433962264150944,0.031746031746031744,0.125,0.02702702702702703,0.030303030303030304,,0.03333333333333333,0.025,0.043478260869565216,0.11428571428571428,0.16216216216216217,0.14814814814814814,0.1111111111111111,0.058823529411764705,0.03333333333333333,,0.07547169811320754,0.75,0.75,0.6666666666666666,0.11320754716981132,0.5,0.6,,0.018867924528301886,,,,0.25,1.0,0.5,0.07692307692307693,1.0,0.8679245283018868,0.5278313725490196,0.5179799999999999,0.5095000000000001,,,0.125,0.6428571428571429,5.963636363636365,0.5123456790123457,10.0,27.0,4.0,13.0,14.0,42.0,5.0,19.0,42.0,26.0,10.0,1.0,1.0,0.3333333333333333,0.34146341463414637,0.7924528301886793,0.5094339622641509,0.37037037037037035,0.37037037037037035,1.0,0.5,0.5,0.38461538461538464,25.361904761904764,4.0,15.0,,1.0,2.0,6.0,1.0,6.0,1.0,8.0,,1.0,,,,,,,0.2,0.42105263157894735,,,,0.2830188679245283,0.26666666666666666,0.26666666666666666,1.0,0.125,,,0.25,1.0,0.23076923076923078,0.3333333333333333,0.46153846153846156,,,,,,,,True
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,58879.0,981,226,2023,2021,757,671,235,4044,43.0,68.0,,1.0,17.0,25.0,3.0,10.0,32.0,83.0,78.0,161,37.0,418,2082,2.0,5.0,,28.0,28.0,57.0,21.0,167,92.0,64.0,,12.0,124.0,40.0,164.0,30.0,10.0,59.0,26.0,39.0,368.0,3.0,6.0,26.0,35.0,2.0,63.0,9.0,72.0,1.0,36.0,24.0,12.0,34.0,13.0,28.0,24.0,3.0,6.0,3.0,58.0,3.0,21.0,26.0,66,4.0,2.0,53.0,5.0,,1.0,41.0,2.0,9.0,6.0,,,,,,,,,,,,167,750,9.0,6.0,0.5897435897435898,0.5897435897435898,0.484472049689441,0.4,0.49122807017543857,0.5489913544668588,0.5185185185185185,0.5983606557377049,0.571625344352617,0.5185185185185185,0.6325757575757576,0.07453416149068323,0.11764705882352941,0.2,0.024096385542168676,18.424507658643325,0.5862068965517241,0.03508771929824561,0.05902192242833052,0.01020408163265306,0.08496732026143791,0.009404388714733543,0.067853170189099,0.009922822491730982,0.009523809523809525,0.005405405405405406,0.015544041450777202,0.012396694214876033,,0.05741626794258373,0.04020100502512563,0.08108108108108109,0.08333333333333333,0.09090909090909091,0.005747126436781609,,0.19596541786743515,0.6323529411764706,0.7166666666666667,0.6976744186046512,0.02881844380403458,0.3,0.375,0.6666666666666666,0.23919308357348704,0.3855421686746988,0.3950617283950617,0.4375,0.037037037037037035,,,0.20491803278688525,0.68,0.7319884726224783,0.5176436231884061,0.5039236842105262,0.5075458333333334,0.036414565826330535,0.05357142857142857,0.06698564593301436,0.39952153110047844,10.785714285714285,0.3741967375185368,51.0,134.0,16.0,48.0,75.0,186.0,22.0,65.0,195.0,134.0,51.0,14.0,0.8666666666666667,0.4032258064516129,0.4032258064516129,0.5360230547550432,0.3861671469740634,0.3805970149253731,0.38345864661654133,0.803921568627451,0.5925925925925926,0.39344262295081966,0.3805970149253731,24.95806451612903,24.0,52.0,3.0,6.0,9.0,17.0,5.0,21.0,8.0,30.0,30.0,,1.0,7.0,,1.0,4.0,,0.36363636363636365,0.46153846153846156,0.005376344086021506,,0.007462686567164179,0.14985590778097982,0.46153846153846156,0.46153846153846156,1.0,0.2222222222222222,0.5,1.0,0.3125,1.0,0.13934426229508196,0.5294117647058824,0.4375,0.021164021164021163,,2.0,3.0,,,1.0,True
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,14971.0,250,96,520,502,172,159,54,1022,8.0,10.0,,,1.0,2.0,2.0,5.0,3.0,5.0,13.0,20,9.0,122,504,,,,3.0,2.0,5.0,5.0,48,22.0,4.0,,1.0,5.0,8.0,13.0,5.0,3.0,3.0,,2.0,34.0,4.0,,8.0,11.0,,19.0,5.0,24.0,,9.0,8.0,1.0,7.0,1.0,5.0,4.0,2.0,2.0,,11.0,2.0,2.0,15.0,22,1.0,1.0,14.0,1.0,1.0,,13.0,1.0,5.0,1.0,7.0,,,2.0,2.0,3.0,7.0,2.0,,,,48,172,2.0,1.0,0.8461538461538461,0.8461538461538461,0.65,,0.4,0.7337662337662337,0.5,0.671875,0.7439024390243902,0.5,0.6666666666666666,0.05,0.1,,,15.924657534246576,0.6363636363636364,,0.07913669064748201,,0.10666666666666667,0.043478260869565216,0.08878504672897196,0.017467248908296942,,,,0.04285714285714286,0.045454545454545456,0.07142857142857142,0.07272727272727272,0.09523809523809523,0.12962962962962962,0.047619047619047616,,0.2857142857142857,0.12987012987012986,0.8,0.8888888888888888,0.875,0.06493506493506493,0.4,0.4,0.5,0.06493506493506493,0.6,0.6,1.0,,,,0.0625,0.5,0.8701298701298701,0.5482837662337662,0.50345,0.5155140625,0.08641975308641975,0.20833333333333334,0.02459016393442623,0.39344262295081966,6.58,0.33076923076923076,22.0,45.0,2.0,22.0,29.0,57.0,3.0,27.0,84.0,45.0,22.0,3.0,0.9655172413793104,0.5087719298245614,0.5087719298245614,0.7402597402597403,0.5844155844155844,0.4888888888888889,0.4888888888888889,0.9545454545454546,0.6666666666666666,0.6875,0.4888888888888889,25.219298245614038,7.0,12.0,,1.0,4.0,5.0,1.0,9.0,1.0,13.0,3.0,,,4.0,,2.0,2.0,,0.3333333333333333,0.48148148148148145,,,,0.15584415584415584,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,,,0.5,1.0,0.15625,0.8,0.4090909090909091,0.03508771929824561,1.0,,,0.06666666666666667,,,True
203473,1610612759,Dewayne Dedmon,Dewayne Dedmon,203473,SAS,23642.0,394,103,795,816,283,260,100,1611,52.0,74.0,14.0,23.0,18.0,28.0,10.0,20.0,1.0,3.0,63.0,97,21.0,147,803,16.0,29.0,5.0,37.0,23.0,39.0,7.0,53,94.0,32.0,22.0,7.0,6.0,4.0,10.0,4.0,,3.0,,3.0,24.0,7.0,29.0,33.0,64.0,11.0,108.0,38.0,146.0,2.0,16.0,9.0,7.0,4.0,1.0,2.0,12.0,,2.0,2.0,16.0,2.0,7.0,37.0,69,11.0,7.0,30.0,,6.0,1.0,31.0,6.0,15.0,4.0,16.0,,,11.0,,5.0,16.0,9.0,,2.0,2.0,53,282,4.0,4.0,0.746031746031746,0.9038461538461539,0.6494845360824743,0.5517241379310345,0.5897435897435898,0.6494845360824743,0.5517241379310345,0.5897435897435898,0.6681818181818182,0.5606060606060606,0.6022727272727273,0.07216494845360824,0.06756756756756757,0.1,,13.751375137513751,0.25,0.6470588235294118,0.25,0.1288888888888889,0.2578125,0.056910569105691054,0.2526041666666667,0.10344827586206896,0.1728395061728395,0.16666666666666666,0.030303030303030304,0.031914893617021274,0.13793103448275862,0.2375,0.2604166666666667,0.25,0.23076923076923078,0.375,0.07407407407407407,0.5625,0.7628865979381443,0.7027027027027027,0.7536231884057971,0.75,0.20618556701030927,0.5,0.5555555555555556,0.7,0.030927835051546393,0.3333333333333333,0.3333333333333333,1.0,0.7931034482758621,0.6086956521739131,0.14285714285714285,0.717948717948718,0.6428571428571429,0.7628865979381443,0.6175587628865978,0.5778760000000002,0.5932358974358974,0.14150943396226415,0.14150943396226415,0.25170068027210885,0.36054421768707484,2.7608247422680408,0.3559748427672956,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.08695652173913043,1.0,,True
