EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Charge Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,HeaveAttempts,StepOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,on,BlockedCorner3
101249,1610612750,John Lucas III,John Lucas III,101249,MIN,265.0,4,8.0,10,11,9,11,21,4,9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,20622.0,344,-28.0,675,674,198,179,1349,730,198,0.29333333333333333,84.0,10.0,18.0,2.0,2.0,3.0,8.0,21.0,3.0,10.0,4.0,15.0,2.0,3.0,6.0,7.0,23.0,2.0,6.0,21.0,49.0,11.0,38.0,18.0,93.0,2.0,2.0,3.0,3.0,4.0,9.0,5.0,12.0,4.0,27.0,10.0,32.0,27.0,6.0,23.0,7.0,39.0,18.0,57.0,11.0,7.0,28.0,6.0,5.0,132.0,2.0,2.0,11.0,12.0,1.0,24.0,4.0,28.0,1.0,15.0,9.0,6.0,11.0,2.0,8.0,5.0,2.0,3.0,1.0,16.0,1.0,4.0,5.0,1.0,24.0,2.0,24.0,3.0,5.0,1.0,19.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.23809523809523808,0.23809523809523808,0.8181818181818182,0.2894736842105263,0.4166666666666667,0.2894736842105263,0.42857142857142855,0.4444444444444444,0.43103448275862066,0.5476190476190477,0.4842105263157895,0.25,0.5869565217391305,0.4367816091954023,14.415584415584416,0.6875,0.041666666666666664,0.05853658536585366,0.008928571428571428,0.0990990990990991,0.01818181818181818,0.07278481012658228,0.011976047904191617,0.013513513513513514,0.015873015873015872,0.025,0.023255813953488372,0.05172413793103448,0.11475409836065574,0.12222222222222222,0.01818181818181818,0.20689655172413793,0.5555555555555556,0.5555555555555556,0.4,0.2413793103448276,0.38095238095238093,0.38095238095238093,0.125,0.11494252873563218,0.3,0.3,0.1724137931034483,0.26666666666666666,0.26666666666666666,1.0,0.26436781609195403,0.30434782608695654,0.30434782608695654,0.7142857142857143,0.5,0.5,0.14285714285714285,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.3333333333333333,0.6436781609195402,0.30434782608695654,0.49934310344827587,0.655725,0.5061261904761905,0.0851063829787234,0.12727272727272726,0.02564102564102564,0.03225806451612903,0.2903225806451613,7.644897959183674,24.442105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627739,1610612750,Kris Dunn,Kris Dunn,1627739,MIN,39800.0,663,-58.0,1264,1300,270,296,2564,1401,270,0.21360759493670886,173.0,17.0,37.0,7.0,3.0,6.0,11.0,28.0,19.0,57.0,2.0,9.0,,1.0,3.0,9.0,25.0,2.0,4.0,47.0,122.0,11.0,34.0,17.0,144.0,11.0,3.0,,6.0,9.0,22.0,3.0,7.0,7.0,34.0,18.0,76.0,24.0,9.0,25.0,9.0,62.0,30.0,92.0,20.0,10.0,36.0,13.0,13.0,214.0,3.0,8.0,27.0,37.0,1.0,65.0,11.0,76.0,3.0,34.0,13.0,21.0,31.0,7.0,20.0,22.0,4.0,11.0,4.0,53.0,4.0,9.0,57.0,3.0,92.0,1.0,34.0,,8.0,1.0,25.0,3.0,,11.0,,3.0,16.0,13.0,17.0,34.0,2.0,0.19148936170212766,0.2,0.7272727272727273,0.3235294117647059,0.42857142857142855,0.3235294117647059,0.38524590163934425,0.4090909090909091,0.40705128205128205,0.46551724137931033,0.4311377245508982,0.21428571428571427,0.5151515151515151,0.21794871794871795,14.945652173913043,0.5849056603773585,0.02040816326530612,0.10054347826086957,0.018648018648018648,0.125,0.01485148514851485,0.1095890410958904,0.017432646592709985,0.032467532467532464,,0.01282051282051282,0.08045977011494253,0.08247422680412371,0.15463917525773196,0.10857142857142857,0.03488372093023256,0.23717948717948717,0.4594594594594595,0.6071428571428571,0.35294117647058826,0.1794871794871795,0.39285714285714285,0.4230769230769231,0.09090909090909091,0.36538461538461536,0.3333333333333333,0.3333333333333333,0.057692307692307696,0.2222222222222222,0.2222222222222222,1.0,0.16025641025641027,0.36,0.36,0.6666666666666666,0.5,,0.20689655172413793,0.5,0.10344827586206896,0.3333333333333333,0.13793103448275862,0.5,0.4551282051282051,0.36,0.48081891025641016,0.5165909090909091,0.45428448275862066,0.06707317073170732,0.08461538461538462,,0.041666666666666664,0.2361111111111111,11.021311475409837,24.676470588235293,2.0,3.0,3.0,4.0,11.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,0.2727272727272727,0.21428571428571427,0.09016393442622951,0.24324324324324326,0.07142857142857142,0.02142857142857143,0.021739130434782608,0.1951219512195122,0.4117647058823529,0.10526315789473684,0.2857142857142857,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,True,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,71369.0,1189,-13.0,2325,2354,682,645,4679,2515,680,0.29333333333333333,314.0,66.0,103.0,34.0,13.0,24.0,24.0,65.0,5.0,11.0,14.0,37.0,2.0,4.0,12.0,42.0,140.0,14.0,38.0,95.0,179.0,56.0,177.0,45.0,403.0,44.0,18.0,7.0,67.0,16.0,45.0,18.0,50.0,23.0,109.0,100.0,90.0,162.0,6.0,140.0,42.0,55.0,24.0,79.0,14.0,10.0,36.0,12.0,7.0,182.0,9.0,44.0,47.0,115.0,25.0,187.0,57.0,244.0,11.0,40.0,31.0,9.0,32.0,7.0,18.0,27.0,8.0,14.0,3.0,59.0,6.0,13.0,74.0,5.0,154.0,20.0,68.0,2.0,,5.0,61.0,8.0,,25.0,1.0,8.0,19.0,17.0,20.0,109.0,8.0,0.5263157894736842,0.6024096385542169,0.9642857142857143,0.3163841807909605,0.36,0.3163841807909605,0.5307262569832403,0.35555555555555557,0.5028089887640449,0.45263157894736844,0.5274869109947644,0.5075757575757576,0.5046296296296297,0.49719101123595505,16.436824450242266,0.5423728813559322,0.2840909090909091,0.17371601208459214,0.05812417437252312,0.11989795918367346,0.024128686327077747,0.15370018975332067,0.046902654867256637,0.06614785992217899,0.058091286307053944,0.02142857142857143,0.2013888888888889,0.17297297297297298,0.13227513227513227,0.10725552050473186,0.05789473684210526,0.2893258426966292,0.6407766990291263,0.7021276595744681,0.5757575757575758,0.18258426966292135,0.36923076923076925,0.3870967741935484,0.3333333333333333,0.03089887640449438,0.45454545454545453,0.45454545454545453,0.10393258426966293,0.3783783783783784,0.3783783783783784,1.0,0.39325842696629215,0.3,0.3,0.9523809523809523,0.5483870967741935,0.03225806451612903,0.25263157894736843,0.5416666666666666,0.12631578947368421,0.3333333333333333,0.4,0.3684210526315789,0.7865168539325843,0.3,0.5148066011235954,0.5355255102040817,0.5043431578947369,0.06951871657754011,0.12755102040816327,0.0056179775280898875,0.1662531017369727,0.2704714640198511,4.678212290502794,25.03841807909604,18.0,16.0,21.0,24.0,12.0,2.0,6.0,1.0,1.0,,2.0,12.0,10.0,0.4772727272727273,0.4838709677419355,0.0670391061452514,0.08737864077669903,0.046153846153846156,0.05019305019305019,0.03225806451612903,0.17333333333333334,0.6,0.8,0.5294117647058824,0.25806451612903225,1.0,5.0,6.0,4.0,5.0,1.0,2.0,0.3333333333333333,0.06557377049180328,0.2222222222222222,0.5,1.0,0.3125,1.0,,,,,,,,,,,True,
203940,1610612750,Adreian Payne,Adreian Payne,203940,MIN,2276.0,38,6.0,76,78,41,34,154,73,41,0.5394736842105263,10.0,3.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,,,,,,,4.0,,2.0,6.0,12.0,,4.0,7.0,19.0,3.0,1.0,,2.0,3.0,5.0,,2.0,2.0,8.0,8.0,4.0,,,4.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,3.0,2.0,3.0,3.0,8.0,3.0,11.0,,4.0,3.0,1.0,2.0,,2.0,1.0,,,,3.0,,2.0,6.0,1.0,12.0,1.0,5.0,,,,9.0,,,3.0,1.0,,3.0,2.0,3.0,8.0,,0.6666666666666666,0.8,,,,,0.5,0.6,0.375,0.42857142857142855,0.475,0.25,0.5,0.25,25.84269662921348,0.6666666666666666,0.5,0.15789473684210525,0.13043478260869565,0.2,,0.1724137931034483,0.07692307692307693,0.2,,,0.25,,,0.2,,0.375,0.5,0.6,0.6666666666666666,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.1875,0.3333333333333333,0.3333333333333333,,,,,0.25,,,,0.5,,0.42857142857142855,0.6666666666666666,,,0.2857142857142857,,0.625,,0.49252500000000005,0.5768666666666666,0.4435214285714286,0.2,0.2,0.2,0.10526315789473684,0.42105263157894735,7.550000000000001,25.325,1.0,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,0.3333333333333333,0.25,0.08333333333333333,0.16666666666666666,,0.25,,,,,0.5,0.25,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,
202332,1610612750,Cole Aldrich,Cole Aldrich,202332,MIN,21287.0,355,10.0,683,695,95,93,1378,757,95,0.1390922401171303,87.0,22.0,34.0,7.0,4.0,4.0,8.0,20.0,,,,,,,,,,,,30.0,54.0,,,6.0,66.0,7.0,,1.0,11.0,7.0,7.0,,,1.0,15.0,44.0,16.0,,,,,11.0,7.0,18.0,6.0,1.0,4.0,2.0,5.0,43.0,12.0,22.0,29.0,38.0,10.0,77.0,34.0,111.0,1.0,18.0,6.0,12.0,4.0,,1.0,7.0,1.0,3.0,2.0,11.0,3.0,2.0,33.0,8.0,69.0,4.0,15.0,,,,11.0,1.0,,6.0,,,18.0,12.0,19.0,15.0,,0.7333333333333333,0.8461538461538461,,,,,0.5555555555555556,1.0,0.5555555555555556,1.0,0.559322033898305,0.6111111111111112,1.0714285714285714,,9.00900900900901,0.36363636363636365,0.43478260869565216,0.20765027322404372,0.10426540284360189,0.23015873015873015,0.12631578947368421,0.2168284789644013,0.1111111111111111,0.09859154929577464,0.15384615384615385,0.12857142857142856,0.16417910447761194,0.23076923076923078,0.234375,0.18085106382978725,0.045454545454545456,0.6296296296296297,0.6470588235294118,0.6875,0.7272727272727273,0.37037037037037035,0.4,0.4,0.75,,,,,,,,,,,,1.0,,0.5714285714285714,1.0,,,,,0.6296296296296297,,0.5518703703703703,0.55294,0.55,0.1016949152542373,0.1016949152542373,,0.16666666666666666,0.22727272727272727,3.1851851851851847,,5.0,,5.0,8.0,2.0,4.0,6.0,1.0,1.0,,6.0,14.0,4.0,0.7142857142857143,0.7142857142857143,0.037037037037037035,0.058823529411764705,,0.06666666666666667,0.12,0.375,0.7368421052631579,,0.7142857142857143,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,True,
203476,1610612750,Gorgui Dieng,Gorgui Dieng,203476,MIN,21533.0,359,10.0,700,708,216,183,1408,695,216,0.30857142857142855,97.0,26.0,44.0,11.0,5.0,12.0,11.0,22.0,13.0,36.0,1.0,2.0,1.0,,,,2.0,,1.0,50.0,102.0,1.0,4.0,32.0,135.0,17.0,1.0,6.0,26.0,10.0,26.0,,1.0,13.0,33.0,80.0,20.0,3.0,,1.0,,11.0,7.0,18.0,5.0,2.0,7.0,1.0,3.0,43.0,7.0,26.0,16.0,37.0,10.0,63.0,33.0,96.0,2.0,15.0,6.0,9.0,6.0,3.0,4.0,9.0,1.0,2.0,3.0,15.0,4.0,3.0,18.0,2.0,38.0,2.0,31.0,5.0,1.0,1.0,35.0,3.0,,14.0,,5.0,16.0,13.0,16.0,33.0,5.0,0.8,0.8888888888888888,1.0,0.25,,0.3333333333333333,0.49019607843137253,0.38461538461538464,0.4858490566037736,0.37037037037037035,0.5532786885245902,0.6190476190476191,0.5,0.03773584905660377,16.87192118226601,0.4,0.4166666666666667,0.17452830188679244,0.10743801652892562,0.14285714285714285,0.05511811023622047,0.16358024691358025,0.08943089430894309,0.11538461538461539,0.1411764705882353,0.03260869565217391,0.17582417582417584,0.19642857142857142,0.15384615384615385,0.1702127659574468,0.047619047619047616,0.41509433962264153,0.5909090909090909,0.7878787878787878,0.7692307692307693,0.20754716981132076,0.5,0.5,0.6363636363636364,0.33962264150943394,0.3611111111111111,0.3611111111111111,0.018867924528301886,0.5,0.5,1.0,0.018867924528301886,,,,0.6111111111111112,0.05555555555555555,0.4444444444444444,0.4166666666666667,,,0.037037037037037035,,0.4528301886792453,,0.49815714285714285,0.49733076923076924,0.49249615384615386,0.11965811965811966,0.12389380530973451,,0.1925925925925926,0.24444444444444444,8.72156862745098,33.95,7.0,,10.0,10.0,11.0,2.0,6.0,,,,3.0,9.0,2.0,0.5882352941176471,0.5555555555555556,0.10784313725490197,0.25,,0.06329113924050633,0.11428571428571428,,0.5625,1.0,0.6363636363636364,,,,,,,,1.0,,,0.14285714285714285,,,,,1.0,1.0,,,,,,,,,True,
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,47122.0,785,-34.0,1520,1537,336,334,3057,1622,336,0.22105263157894736,210.0,78.0,122.0,34.0,13.0,18.0,44.0,108.0,4.0,24.0,15.0,33.0,2.0,4.0,7.0,10.0,39.0,2.0,10.0,126.0,254.0,25.0,72.0,72.0,399.0,48.0,6.0,9.0,69.0,24.0,43.0,6.0,17.0,20.0,86.0,162.0,90.0,72.0,3.0,39.0,10.0,10.0,7.0,17.0,6.0,1.0,6.0,1.0,3.0,41.0,13.0,28.0,34.0,40.0,1.0,75.0,41.0,116.0,7.0,9.0,7.0,2.0,11.0,4.0,7.0,22.0,2.0,4.0,2.0,33.0,2.0,6.0,12.0,,48.0,4.0,69.0,,3.0,4.0,85.0,9.0,,41.0,,6.0,3.0,3.0,3.0,86.0,6.0,0.6428571428571429,0.7232142857142857,0.96,0.3472222222222222,0.35294117647058826,0.3472222222222222,0.49606299212598426,0.5581395348837209,0.5015337423312883,0.55,0.5480769230769231,0.5847457627118644,0.6142857142857143,0.22085889570552147,22.51843448667045,0.3333333333333333,0.02,0.09216589861751152,0.052830188679245285,0.13076923076923078,0.0546218487394958,0.10662824207492795,0.053385416666666664,0.055865921787709494,0.04242424242424243,0.05555555555555555,0.07446808510638298,0.09090909090909091,0.12,0.14492753623188406,0.047619047619047616,0.37423312883435583,0.639344262295082,0.75,0.7564102564102564,0.3312883435582822,0.4074074074074074,0.43564356435643564,0.45454545454545453,0.0736196319018405,0.16666666666666666,0.16666666666666666,0.10122699386503067,0.45454545454545453,0.45454545454545453,1.0,0.1196319018404908,0.2564102564102564,0.2564102564102564,0.9,0.6296296296296297,0.037037037037037035,0.3,0.7222222222222222,0.11666666666666667,0.5714285714285714,0.16666666666666666,0.2,0.5950920245398773,0.2564102564102564,0.5257353846153845,0.5353217948717949,0.5032398305084745,0.11452513966480447,0.14335664335664336,,0.17293233082706766,0.21553884711779447,5.922047244094488,24.65555555555555,19.0,4.0,27.0,28.0,25.0,6.0,4.0,,,,,1.0,4.0,0.5625,0.5555555555555556,0.0984251968503937,0.14754098360655737,0.06481481481481481,0.05913978494623656,0.05172413793103448,0.07547169811320754,0.3333333333333333,0.5,0.5588235294117647,0.07407407407407407,1.0,1.0,2.0,,7.0,,,0.3333333333333333,,0.3157894736842105,0.5,1.0,0.25,1.0,2.0,,1.0,,,,,,,,True,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,29499.0,492,-13.0,973,987,352,349,1960,1102,350,0.3617677286742035,132.0,74.0,111.0,31.0,31.0,41.0,30.0,64.0,19.0,42.0,5.0,6.0,2.0,2.0,2.0,8.0,27.0,5.0,10.0,123.0,217.0,13.0,33.0,65.0,350.0,37.0,3.0,22.0,78.0,41.0,64.0,7.0,12.0,32.0,135.0,148.0,98.0,36.0,3.0,25.0,8.0,25.0,13.0,38.0,10.0,3.0,18.0,4.0,3.0,89.0,10.0,45.0,42.0,61.0,17.0,120.0,56.0,176.0,9.0,11.0,8.0,3.0,24.0,1.0,19.0,17.0,,5.0,4.0,41.0,4.0,12.0,21.0,2.0,50.0,5.0,74.0,,2.0,4.0,82.0,11.0,1.0,38.0,,8.0,26.0,18.0,26.0,133.0,5.0,0.6016260162601627,0.7047619047619048,0.9230769230769231,0.3939393939393939,0.5833333333333334,0.41935483870967744,0.5668202764976958,0.640625,0.57,0.6776315789473685,0.612280701754386,0.7358490566037735,0.7362637362637363,0.132,28.977777777777778,0.5853658536585366,0.425,0.22181818181818183,0.1461038961038961,0.25925925925925924,0.06369426751592357,0.23569794050343248,0.11827956989247312,0.11403508771929824,0.13043478260869565,0.05785123966942149,0.17692307692307693,0.2716049382716049,0.25,0.2727272727272727,0.0989010989010989,0.444,0.6666666666666666,0.7789473684210526,0.5675675675675675,0.256,0.46875,0.4838709677419355,0.5666666666666667,0.168,0.4523809523809524,0.4634146341463415,0.024,0.8333333333333334,0.8333333333333334,0.8,0.108,0.2962962962962963,0.2962962962962963,1.0,0.775,0.05,0.5394736842105263,0.7560975609756098,0.02631578947368421,1.0,0.13157894736842105,0.5,0.576,0.32,0.5209181451612903,0.5641628571428571,0.5532366666666667,0.1371841155234657,0.1557377049180328,,0.22285714285714286,0.38571428571428573,6.298617511520736,27.35454545454546,22.0,1.0,25.0,36.0,19.0,3.0,7.0,,,1.0,7.0,17.0,7.0,0.6756756756756757,0.7,0.08755760368663594,0.14414414414414414,0.03125,0.19607843137254902,0.08333333333333333,0.2,0.6538461538461539,0.7894736842105263,0.7096774193548387,0.025,2.0,,2.0,1.0,4.0,1.0,,0.6666666666666666,0.03571428571428571,0.13636363636363635,1.0,0.5,,,2.0,2.0,2.0,1.0,0.023809523809523808,,,,,,True,
201575,1610612750,Brandon Rush,Brandon Rush,201575,MIN,12150.0,202,22.0,392,397,148,102,789,416,148,0.37755102040816324,62.0,7.0,13.0,4.0,1.0,5.0,2.0,5.0,4.0,10.0,8.0,15.0,2.0,5.0,6.0,3.0,9.0,1.0,3.0,13.0,28.0,11.0,24.0,1.0,60.0,4.0,4.0,,13.0,4.0,11.0,6.0,9.0,,26.0,22.0,4.0,33.0,,9.0,3.0,4.0,1.0,5.0,,1.0,3.0,1.0,,11.0,,6.0,5.0,8.0,,13.0,6.0,19.0,1.0,9.0,5.0,4.0,2.0,1.0,1.0,5.0,,1.0,3.0,7.0,,1.0,6.0,,9.0,,5.0,,1.0,1.0,2.0,,,1.0,,,10.0,9.0,10.0,26.0,,0.8461538461538461,1.0,1.0,0.4583333333333333,0.6666666666666666,0.4583333333333333,0.4642857142857143,0.36363636363636365,0.5673076923076923,0.65,0.5660377358490566,0.8125,0.65,0.46153846153846156,13.015184381778742,0.2857142857142857,,0.06060606060606061,0.046875,0.07692307692307693,,0.06598984771573604,0.033707865168539325,0.07142857142857142,0.02040816326530612,,0.019230769230769232,0.10526315789473684,0.07142857142857142,0.07547169811320754,0.041666666666666664,0.25,0.5384615384615384,0.7,0.7142857142857143,0.09615384615384616,0.4,0.4,1.0,0.19230769230769232,0.4,0.4,0.28846153846153844,0.5333333333333333,0.5333333333333333,1.0,0.17307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.25,0.2,0.3,0.8333333333333334,0.15,0.3333333333333333,0.7115384615384616,0.3333333333333333,0.5363423076923077,0.5281,0.529135,0.018867924528301886,0.034482758620689655,,0.21666666666666667,0.43333333333333335,8.346428571428572,23.833333333333332,2.0,2.0,2.0,4.0,3.0,,,,,1.0,,5.0,1.0,0.5,0.8125,0.10714285714285714,0.23076923076923078,,0.05405405405405406,,0.08333333333333333,0.5,1.0,0.5,0.25,1.0,2.0,3.0,,1.0,,,0.75,,,0.5,1.0,1.0,1.0,,,,,,,,,,,True,
