EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGA,FG2M,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceArc3FGA,SecondChanceFG3A,AtRimAssists,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,LongMidRangeFGM,FtPoints,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Assists,PenaltyAtRimFGM,PenaltyFG2M,PtsUnassisted2s,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyFg2Pct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,on,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,HeaveMakes,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,1455.0,24,-27.0,50,50,12.0,23.0,3.0,100,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,6.0,55.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,12.0,0.5,0.4,1.0,0.4,0.375,0.75,0.375,0.75,0.625,0.3333333333333333,0.5,20.754716981132074,1.0,0.25,0.15384615384615385,0.19047619047619047,0.5,0.16666666666666666,0.25,0.125,0.125,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.5,1.0,0.875,0.25,0.50525,0.5742,0.5,2.8000000000000003,25.16,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,1187.0,20,-25.0,39,40,3.0,13.0,3.0,79,2.0,,,,,,,,,4.0,,,4.0,48.0,,,,,,,,,,,1.0,2.0,3.0,4.0,,,,,,,3.0,,,,,0.5,,0.5,,,,,9.523809523809524,,0.3333333333333333,0.08333333333333333,0.16666666666666666,,0.09090909090909091,0.5,,,,,,,,,,,,0.5,,0.6370750000000001,,,7.6,,0.07692307692307693,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,0.045454545454545456,0.16666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101187,1610612746,Alan Anderson,Alan Anderson,101187,LAC,467.0,8,-8.0,15,16,1.0,,1.0,31,,,,,,1.0,3.0,,1.0,1.0,1.0,3.0,3.0,17.0,,,,1.0,,3.0,,3.0,1.0,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.375,,0.375,,0.75,,,25.0,,,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,1.0,,0.75,0.3333333333333333,0.474725,0.4227,,22.6,25.433333333333334,0.06666666666666667,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,0.4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627754,1610612746,Diamond Stone,Diamond Stone,1627754,LAC,1455.0,24,-27.0,50,50,12.0,23.0,3.0,100,4.0,,4.0,,,,,,,13.0,,,10.0,55.0,1.0,1.0,,,,,,,,3.0,3.0,,5.0,6.0,1.0,,1.0,2.0,2.0,,12.0,,,,,0.23076923076923078,,0.3333333333333333,,,0.23076923076923078,0.25,32.075471698113205,0.5,,0.23076923076923078,0.14285714285714285,,0.25,0.3076923076923077,0.3076923076923077,,,,,,,,,,,0.3076923076923077,,0.44025384615384616,0.4361,,10.33076923076923,,0.24,1.0,5.0,3.0,6.0,,,,,,,1.0,1.0,,,1.0,1.0,0.23076923076923078,0.05263157894736842,0.03571428571428571,0.16666666666666666,,0.25,0.3333333333333333,1.0,0.38461538461538464,,,,,,0.5367,1.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,0.25,0.2,0.5,0.4,0.5,1.0,1.0,0.13333333333333333,0.13333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,685.0,11,-16.0,24,23,9.0,13.0,1.0,47,,,,,,,2.0,,2.0,2.0,,2.0,,21.0,,,,2.0,,,,2.0,,,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,9.0,,,,,,,,,0.5,,,20.0,1.0,0.25,0.16666666666666666,0.2,0.25,0.16666666666666666,,,,,,,0.5,,,,1.0,,0.5,,0.4232625,0.553125,,20.5,24.75,0.375,,2.0,,,,,,,,,,1.0,,,,,,,0.06666666666666667,,,,,,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,798.0,13,-13.0,28,29,10.0,12.0,2.0,57,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35714285714285715,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,144.0,2,-7.0,5,5,,,1.0,10,,,,,,,1.0,,,,,1.0,,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,16.666666666666668,,,,,,,,,,,,,1.0,,,,,,1.0,,0.49935,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,240.0,4,,9,8,2.0,8.0,,17,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,9.0,,,1.0,1.0,3.0,3.0,,1.0,1.0,,,,2.0,2.0,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,,,11.11111111111111,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5259,0.5259,1.0,,24.5,0.2222222222222222,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,791.0,13,-12.0,28,27,11.0,21.0,1.0,55,2.0,1.0,,,,,1.0,,,3.0,,1.0,2.0,31.0,,2.0,,,2.0,,,1.0,,,1.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,11.0,,,,,0.25,0.5,0.25,0.5,0.25,,,24.13793103448276,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,0.5,,,,,,0.25,,,0.5,,,0.75,,0.5085375,0.48245,1.0,6.366666666666666,24.7,0.39285714285714285,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,7.0,,,1.0,,,,0.3333333333333333,,,,0.5,0.5,0.5,,0.25,,,1.0,,,,,,,,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,53.0,1,,2,2,,2.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
