EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,PenaltyArc3Frequency,Corner3Assists,OffLongMidRangeReboundPct,Arc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,AtRimAssists,Steals,BadPassSteals,DefAtRimReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,FTOffRebounds,LostBallTurnovers,BlockedAtRim,OffFTReboundPct,PenaltyArc3Accuracy,Loose Ball Fouls,FTDefRebounds,DefFTReboundPct,on,LostBallSteals,BlockingFouls,Charge Fouls Drawn,SecondChanceFtPoints,Fg2aBlocked,OffThreePtRebounds,SelfOReb,Loose Ball Fouls Drawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Travels,Charge Fouls,BlockingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,Clear Path Fouls,HeaveMakes
1627741,1610612740,Buddy Hield,Buddy Hield,1627741,NOP,155.0,3,-1.0,5,4,5,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6299,0.6299,1.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,1161.0,19,-7.0,40,39,10,5.0,79,2.0,2.0,,,5.0,9.0,10.0,56,,,,4.0,1.0,2.0,4.0,,,1.0,,,10,0.5555555555555556,,0.5555555555555556,,0.5555555555555556,,22.727272727272727,,0.1,0.1176470588235294,,0.2222222222222222,1.0,1.0,,,0.2222222222222222,0.4596888888888888,,,11.02222222222222,0.25,6.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,0.75,1.0,1.0,1.0,0.2,0.1428571428571428,0.1428571428571428,0.6666666666666666,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.25,0.25,1.0,1.0,1.0,0.8766,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,481.0,8,4.0,15,16,12,2.0,31,,,,,1.0,2.0,5.0,15,1.0,2.0,3.0,,2.0,2.0,2.0,,,,,3.0,12,0.5,0.5,0.5,0.5,0.8333333333333334,0.75,18.75,,0.2857142857142857,0.25,0.3333333333333333,,,,,,,0.3714,0.3714,0.6,11.35,0.8,1.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,3.0,1.0,2.0,3.0,1.0,2.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203462,1610612740,Archie Goodwin,Archie Goodwin,203462,NOP,1781.0,30,-2.0,60,61,19,6.0,121,,2.0,,1.0,1.0,3.0,15.0,79,,1.0,7.0,2.0,,,,,,,,7.0,19,0.3333333333333333,,0.5,0.75,0.75,0.875,15.384615384615383,,,,,0.4,,,0.5,,0.8,0.59528,0.5797749999999999,0.4666666666666667,1.7666666666666668,0.3166666666666666,11.0,,,1.0,1.0,,,,,,,,,1.0,,3.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,0.2,1.0,1.0,,,,,,,,,,10.0,4.0,8.0,10.0,,4.0,0.4444444444444444,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.4,0.2,1.0,1.0,1.0,0.2,0.5,1.0,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204025,1610612740,Tim Frazier,Tim Frazier,204025,NOP,585.0,10,-10.0,20,21,12,2.0,41,,,,,,1.0,1.0,34,,1.0,1.0,,,,,1.0,1.0,3.0,1.0,1.0,12,,,,,0.1666666666666666,0.1666666666666666,28.571428571428573,0.3333333333333333,,,,,,,,,0.5,0.473725,0.473725,1.0,15.6,0.6,11.0,,,,,,1.0,,,,,,2.0,2.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.52755,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,0.5,,,,,0.5,,,26.3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,433.0,7,-7.0,14,15,5,1.0,29,,,,,,,,28,,,,,,,1.0,,,,,,5,,,,,,,6.666666666666667,,,,,,,,,,1.0,0.5664,,,,0.3571428571428571,,,,,,,,,,,,,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,24.8,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612740,Langston Galloway,Langston Galloway,204038,NOP,1359.0,23,1.0,45,47,12,5.0,92,3.0,4.0,1.0,1.0,7.0,8.0,20.0,60,2.0,2.0,4.0,10.0,2.0,3.0,4.0,,,,,4.0,12,0.875,1.0,0.7142857142857143,0.4,0.7142857142857143,0.4,28.0,,0.1666666666666666,0.1428571428571428,,0.2857142857142857,0.75,0.75,0.2,1.0,0.7142857142857143,0.4737961538461539,0.4422125,0.2,7.925,0.2666666666666666,1.0,,,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,,3.0,4.0,,9.0,1.0,1.0,1.0,,,1.0,,,,,,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,0.1,0.1111111111111111,0.0588235294117647,,,,,0.3333333333333333,0.0714285714285714,1.0,1.0,,0.2142857142857142,1.0,1.0,0.3333333333333333,,,0.42,0.1,,,,,,,,,,,,,6.0,2.0,6.0,,3.0,3.0,5.0,1.0,,,,,,0.5,0.3333333333333333,,0.4,0.4285714285714285,,,,,0.4285714285714285,,,30.683333333333326,,3.0,,2.0,,,,,,0.6,1.0,0.25,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.5,0.4,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,267.0,4,-2.0,10,10,2,,20,,,,,1.0,2.0,2.0,13,,,,,,,,,,,,,2,0.5,,0.3333333333333333,,0.3333333333333333,,30.0,,,,,,,,,,0.3333333333333333,0.4246,0.4227,,11.15,0.2,10.0,,,1.0,1.0,,1.0,,,,2.0,,,1.0,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,26.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203093,1610612740,Terrence Jones,Terrence Jones,203093,NOP,1373.0,23,5.0,47,47,9,4.0,94,4.0,4.0,2.0,2.0,6.0,8.0,19.0,54,2.0,3.0,7.0,8.0,4.0,6.0,7.0,1.0,,1.0,,7.0,9,0.75,0.6666666666666666,0.8333333333333334,0.875,0.8636363636363636,0.875,23.52941176470588,1.0,0.3076923076923077,0.2857142857142857,0.5,0.4444444444444444,1.0,1.0,0.5,1.0,0.5555555555555556,0.4415833333333333,0.5223625000000001,0.3684210526315789,5.625,0.1914893617021276,10.0,1.0,1.0,2.0,4.0,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,1.0,,2.0,,2.0,,0.3333333333333333,0.4,1.0,1.0,1.0,,0.25,,,0.25,,,0.25,0.4444444444444444,0.5,0.5,0.5,,,,,1.0,1.0,0.3753,0.1052631578947368,4.0,,2.0,4.0,,2.0,0.1818181818181818,0.2,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,0.1111111111111111,,,29.1,,1.0,,,,,1.0,,,0.25,,,1.0,,,1.0,1.0,,,0.2,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203524,1610612740,Solomon Hill,Solomon Hill,203524,NOP,1209.0,20,7.0,40,41,7,4.0,81,,1.0,,,,2.0,3.0,47,,,,,2.0,3.0,3.0,,,,,,7,,,0.3,,0.3,,11.363636363636363,,0.1666666666666666,0.15,0.3333333333333333,0.2,,,,,0.8,0.52044,,,11.05,0.175,1.0,,,,,,1.0,,,,,,2.0,2.0,1.0,4.0,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,0.125,,,,,1.0,,,,,,0.2,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,3.0,,,3.0,1.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.6,0.4,0.5,0.5,1.0,0.2,,,23.933333333333334,,,,,,,,,,,,,,,,,1.0,,,0.1666666666666666,0.1428571428571428,,,,,,,,1.0,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
