EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,Points,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Fg3aBlocked,SelfOReb,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,OffensiveGoaltends,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,BadPassTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,PtsAssisted3s,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Arc3PctBlocked,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceArc3Accuracy,Charge Fouls,BlockedShortMidRange,Travels,2pt And 1 Free Throw Trips,3SecondViolations,on,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,HeaveAttempts,BlockedLongMidRange,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,DefensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,118.0,2,-3.0,5,4,3.0,4.0,1.0,9,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,14.285714285714285,0.2,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5282,0.5282,0.5282,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1627849,1610612764,Daniel Ochefu,Daniel Ochefu,1627849,WAS,4493.0,75,-30.0,150,149,63.0,76.0,17.0,299,20.0,5.0,9.0,27.0,175.0,6.0,11.0,2.0,5.0,22.0,62.0,18.128654970760234,0.047619047619047616,0.06944444444444445,,0.7407407407407407,0.8333333333333334,0.8181818181818182,0.7407407407407407,0.572637037037037,0.5156333333333333,0.5285181818181818,3.896296296296297,0.42,10.0,3.0,4.0,2.0,5.0,2.0,12.0,24.0,3.0,6.0,4.0,8.0,16.0,8.0,4.0,4.0,3.0,3.0,1.0,2.0,9.0,3.0,5.0,8.0,4.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,11.0,17.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,0.6666666666666666,0.8,0.4444444444444444,0.5,0.36363636363636365,0.4444444444444444,0.5,0.36363636363636365,0.42857142857142855,0.5,0.36363636363636365,0.14814814814814814,0.15,0.2,0.3333333333333333,0.4444444444444444,0.22857142857142856,0.23809523809523808,0.1,0.23214285714285715,0.10526315789473684,0.125,0.16666666666666666,0.3125,0.14285714285714285,0.23529411764705882,0.25,0.5,0.5882352941176471,0.7,0.18518518518518517,0.4,0.5,0.5,0.07407407407407407,0.6,0.3333333333333333,0.4444444444444444,0.03571428571428571,0.03571428571428571,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,478.0,8,-5.0,17,18,12.0,18.0,3.0,35,1.0,,1.0,5.0,24.0,1.0,4.0,,1.0,2.0,12.0,38.095238095238095,,,,0.16666666666666666,,0.2,0.3333333333333333,0.3668,0.2087,0.35053999999999996,12.54,0.7058823529411765,1.0,,1.0,,1.0,3.0,3.0,7.0,1.0,2.0,3.0,7.0,,6.0,2.0,,2.0,3.0,2.0,,8.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,7.0,,,,0.6,1.0,0.75,0.5,1.0,0.6,0.5,1.0,0.5833333333333334,,,,,,0.25,,,0.16666666666666666,,,,0.3333333333333333,,,,1.0,1.0,,0.16666666666666666,,,,0.5,,,1.0,,,0.2857142857142857,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,208.0,3,-4.0,8,8,3.0,8.0,1.0,16,,,,2.0,10.0,,,,,,3.0,30.0,,,,,,,0.3333333333333333,0.40343333333333337,,0.4407,13.700000000000001,0.375,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,118.0,2,-3.0,5,4,3.0,4.0,1.0,9,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,2509.0,42,-30.0,89,91,39.0,46.0,11.0,180,6.0,1.0,2.0,9.0,106.0,2.0,3.0,1.0,2.0,7.0,38.0,18.446601941747574,0.037037037037037035,0.04081632653061224,,0.4,0.3333333333333333,0.3333333333333333,0.8,0.5638966666666667,0.542075,0.438,6.4222222222222225,0.43820224719101125,4.0,1.0,,,1.0,2.0,4.0,11.0,1.0,2.0,,,4.0,4.0,2.0,2.0,,,,,,1.0,,2.0,3.0,5.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,,,4.0,6.0,3.0,,1.0,0.5,0.6666666666666666,0.4444444444444444,0.5,,0.26666666666666666,0.3333333333333333,,0.3055555555555556,0.3333333333333333,,0.2222222222222222,0.16666666666666666,1.0,1.0,0.42857142857142855,0.1,,0.045454545454545456,0.07142857142857142,0.07142857142857142,,0.14285714285714285,,0.25,,,0.6666666666666666,0.8,0.5,0.06666666666666667,,,,0.13333333333333333,1.0,,,0.16666666666666666,0.25,0.18181818181818182,,,3.0,2.0,6.0,3.0,3.0,,3.0,,,,,,,0.4,,,,0.2,0.3333333333333333,24.816666666666663,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.2,0.125,0.2,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1626191,1610612764,Chris McCullough,Chris McCullough,1626191,WAS,492.0,8,-2.0,18,18,9.0,5.0,,36,,,,,19.0,,,,,2.0,8.0,16.666666666666668,,,,,,,1.0,0.4971,,0.4971,,0.5,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,0.25,,0.25,,,,,1.0,0.25,,,0.14285714285714285,,,,,0.5,,,,,,,,,,,,,,0.5,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,24.9,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1627815,1610612764,Sheldon Mac,Sheldon Mac,1627815,WAS,3128.0,52,-8.0,106,105,52.0,49.0,11.0,211,4.0,1.0,1.0,10.0,107.0,2.0,4.0,1.0,1.0,5.0,51.0,20.0,0.03571428571428571,0.02040816326530612,,0.25,0.3333333333333333,0.125,0.625,0.4871000000000001,0.45021666666666665,0.432475,9.829999999999998,0.49056603773584906,2.0,,,1.0,1.0,5.0,5.0,23.0,1.0,3.0,1.0,10.0,4.0,6.0,,,1.0,4.0,1.0,,9.0,,2.0,2.0,,4.0,3.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,,,10.0,12.0,6.0,10.0,,0.4,0.4,0.5,0.5,0.25,0.40625,0.3333333333333333,0.3125,0.5227272727272727,0.375,0.45454545454545453,,,,1.0,,0.09090909090909091,0.11764705882352941,,0.10256410256410256,0.07142857142857142,,,0.2,,0.07142857142857142,0.3333333333333333,0.5,0.5,,0.0625,1.0,1.0,1.0,0.3125,,,,0.2727272727272727,0.375,0.13043478260869565,0.43478260869565216,2.0,4.0,4.0,6.0,10.0,4.0,5.0,4.0,3.0,2.0,,,,,0.375,,0.4,0.4,0.25,0.5,24.916666666666668,2.0,1.0,,1.0,,,,,,,0.125,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.25,0.16666666666666666,0.5,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203107,1610612764,Tomas Satoransky,Tomas Satoransky,203107,WAS,3165.0,53,-19.0,106,102,48.0,59.0,13.0,208,4.0,,4.0,10.0,118.0,,6.0,2.0,4.0,6.0,47.0,14.754098360655737,0.07407407407407407,0.08163265306122448,,0.2857142857142857,,0.5,0.5714285714285714,0.534325,0.44025,0.61643125,5.250000000000001,0.4528301886792453,3.0,,3.0,2.0,6.0,,5.0,14.0,,,4.0,12.0,4.0,6.0,,,2.0,8.0,1.0,1.0,18.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,3.0,,3.0,1.0,,2.0,,,3.0,2.0,,11.0,,0.4,0.4,0.5,,0.6666666666666666,0.4642857142857143,,0.6875,0.4666666666666667,,0.6666666666666666,,,,,,0.03571428571428571,0.06666666666666667,0.09090909090909091,0.046511627906976744,0.16666666666666666,0.05555555555555555,,0.09090909090909091,,0.07142857142857142,,0.75,0.75,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,0.75,,,,0.8571428571428571,,3.0,1.0,4.0,1.0,2.0,1.0,3.0,6.0,3.0,,,1.0,,0.2857142857142857,,,,0.21428571428571427,0.125,25.475,1.0,,1.0,1.0,1.0,,0.25,,0.25,,0.07142857142857142,,0.125,,,,1.0,,1.0,,,2.0,,1.0,,0.25,0.5,0.25,,,,,,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612764,Trey Burke,Trey Burke,203504,WAS,3802.0,63,-15.0,123,123,48.0,55.0,13.0,246,1.0,,,9.0,142.0,,4.0,,,1.0,48.0,22.302158273381295,,,,0.041666666666666664,,,0.6666666666666666,0.45931041666666667,,0.40528333333333333,13.733333333333333,0.3902439024390244,,,,2.0,2.0,6.0,6.0,41.0,,3.0,3.0,12.0,2.0,10.0,,,,3.0,,,6.0,,,1.0,,1.0,1.0,,1.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,,,2.0,2.0,1.0,12.0,,0.16666666666666666,0.16666666666666666,0.6666666666666666,,0.75,0.8125,0.75,0.6666666666666666,0.82,0.75,0.6666666666666666,,,,0.5,,0.04,,,0.022222222222222223,,,0.125,,,,,,,,0.08333333333333333,1.0,1.0,0.5,0.25,,,,0.04,0.1,0.07317073170731707,0.2926829268292683,4.0,14.0,5.0,15.0,2.0,5.0,,14.0,3.0,2.0,,1.0,,,0.625,,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5555555555555556,25.399999999999995,1.0,,,2.0,,,,,,,0.041666666666666664,,,,8.0,2.0,9.0,,2.0,12.0,8.0,,1.0,1.0,,0.6,0.4,0.6,,0.5714285714285714,0.5714285714285714,0.4,0.5714285714285714,1.0,,2.0,15.0,1.0,2.0,,,,,0.5555555555555556,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
