EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Charge Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Technical Free Throw Trips,on,Clear Path Fouls,Corner3PctBlocked
1626195,1610612752,Willy Hernangomez,Willy Hernangomez,1626195,NYK,28860.0,481,37.0,996,993,250,280,135.0,1989,76.0,116.0,31.0,48.0,13.0,21.0,13.0,33.0,6.0,19.0,2.0,2.0,6.0,1.0,4.0,95.0,168.0,2.0,8.0,39.0,235.0,1035.0,33.0,54.0,7.0,73.0,22.0,37.0,1.0,4.0,13.0,60.0,108.0,82.0,6.0,46.0,6.0,2.0,14.0,23.0,15.0,38.0,10.0,5.0,8.0,4.0,11.0,91.0,15.0,45.0,3.0,41.0,65.0,12.0,118.0,63.0,181,6.0,14.0,12.0,2.0,21.0,1.0,13.0,14.0,2.0,8.0,4.0,35.0,3.0,5.0,23.0,4.0,50.0,10.0,4.0,49.0,1.0,9.0,1.0,51.0,5.0,22.0,6.0,21.0,20.0,1.0,21.0,15.0,1.0,1.0,1.0,60.0,250,8.0,6.0,0.5684210526315789,0.75,1.0,0.25,0.25,0.25,0.5654761904761905,0.6111111111111112,0.5945945945945946,0.5568181818181818,0.6111111111111112,0.573170731707317,0.5904522613065326,0.6083333333333333,0.6,0.0454545454545454,0.0833333333333333,0.0862068965517241,0.1212121212121212,20.224719101123597,0.6,0.4137931034482758,0.1363636363636363,0.2103559870550161,0.1465798045602606,0.2169312169312169,0.081967213114754,0.2128514056224899,0.1224489795918367,0.2288135593220339,0.0985915492957746,0.0932203389830508,0.08,0.0909090909090909,0.2091503267973856,0.2631578947368421,0.1625,0.2318840579710145,0.1764705882352941,0.09375,0.7142857142857143,0.6590909090909091,0.6551724137931034,0.7169811320754716,0.5526315789473685,0.1875,0.3939393939393939,0.4482758620689655,0.4615384615384615,0.1079545454545454,0.3157894736842105,0.3157894736842105,1.0,0.0113636363636363,0.034090909090909,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,0.6458333333333334,0.1612903225806451,0.5121951219512195,0.6190476190476191,0.0975609756097561,0.25,0.7045454545454546,0.3333333333333333,0.5360167613636365,0.5463833333333333,0.4999634146341462,0.1139896373056994,0.1189189189189189,0.3106382978723404,0.2553191489361702,4.483928571428571,25.05,0.251004016064257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626254,1610612752,Maurice Ndour,Maurice Ndour,1626254,NYK,5200.0,87,-6.0,177,178,60,44,21.0,355,6.0,12.0,1.0,4.0,2.0,6.0,,2.0,4.0,8.0,1.0,,1.0,,,10.0,22.0,,2.0,5.0,25.0,188.0,1.0,4.0,,2.0,4.0,12.0,,,2.0,10.0,14.0,6.0,,2.0,1.0,,5.0,,,,,,,,,,3.0,2.0,,4.0,4.0,4.0,12.0,5.0,17,,5.0,2.0,3.0,3.0,,3.0,1.0,,,,4.0,,1.0,6.0,,9.0,,,5.0,,2.0,,6.0,,3.0,,2.0,2.0,,2.0,1.0,,,,10.0,60,,,0.7,0.7777777777777778,,,,,0.4545454545454545,0.25,0.3333333333333333,0.4166666666666667,0.2,0.3333333333333333,0.4629629629629629,0.2,0.3846153846153846,0.0833333333333333,0.2272727272727272,0.25,,15.422885572139306,0.75,0.5714285714285714,,0.0784313725490196,0.0384615384615384,0.1379310344827586,0.0909090909090909,0.1,0.0588235294117647,0.0454545454545454,,0.0555555555555555,0.0769230769230769,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.1111111111111111,0.1666666666666666,,,0.5,0.5,0.5,0.6666666666666666,0.5,0.0833333333333333,,,,0.3333333333333333,0.5,0.6666666666666666,1.0,0.0416666666666666,0.0416666666666666,,,,0.8,0.25,,0.5,0.3333333333333333,,,0.5833333333333334,,0.5402416666666666,0.5965750000000001,0.4990833333333333,0.1111111111111111,0.12,0.08,0.4,7.618181818181818,24.35,0.3389830508474576,1.0,1.0,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627758,1610612752,Ron Baker,Ron Baker,1627758,NYK,7170.0,120,12.0,253,249,83,52,30.0,502,6.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,,2.0,7.0,3.0,8.0,2.0,4.0,7.0,13.0,4.0,15.0,3.0,29.0,260.0,2.0,2.0,,4.0,2.0,4.0,2.0,5.0,1.0,11.0,10.0,4.0,9.0,2.0,8.0,3.0,1.0,7.0,4.0,11.0,3.0,1.0,7.0,,,26.0,1.0,,,4.0,9.0,,13.0,1.0,14,,6.0,3.0,3.0,3.0,,3.0,1.0,,,,4.0,,1.0,4.0,,8.0,,1.0,6.0,,,1.0,5.0,1.0,3.0,,2.0,2.0,,2.0,2.0,,,,11.0,83,,,0.7142857142857143,0.8333333333333334,0.75,0.2666666666666666,0.4,0.2666666666666666,0.5384615384615384,1.0,0.5,0.4642857142857143,1.0,0.5555555555555556,0.4833333333333333,1.0,0.55,0.5357142857142857,0.0769230769230769,,0.3333333333333333,11.971830985915494,0.75,,,0.12,,0.0909090909090909,0.0161290322580645,0.1092436974789916,0.0084033613445378,,,,0.0204081632653061,,0.15,0.0555555555555555,0.1176470588235294,0.1176470588235294,,,1.0,0.2857142857142857,0.75,0.75,0.6666666666666666,0.1071428571428571,0.3333333333333333,0.5,1.0,0.0714285714285714,,,,0.25,0.2857142857142857,0.375,0.375,0.6666666666666666,1.0,1.0,,0.2222222222222222,1.0,0.4444444444444444,0.5,0.8214285714285714,0.375,0.5524678571428572,0.7855,0.5513055555555556,0.1,0.2,0.1379310344827586,0.3793103448275862,5.246153846153846,24.91333333333333,0.3280632411067193,,,,,,,1.0,1.0,3.0,0.1428571428571428,0.1428571428571428,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201943,1610612752,Brandon Jennings,Brandon Jennings,201943,NYK,85676.0,1428,-94.0,2883,2870,684,826,359.0,5753,50.0,105.0,3.0,6.0,14.0,29.0,21.0,58.0,24.0,66.0,36.0,52.0,164.0,15.0,40.0,95.0,229.0,68.0,200.0,102.0,496.0,3210.0,8.0,23.0,2.0,27.0,19.0,50.0,17.0,48.0,45.0,134.0,38.0,152.0,99.0,,162.0,52.0,12.0,189.0,98.0,287.0,71.0,27.0,111.0,37.0,41.0,672.0,7.0,13.0,1.0,61.0,69.0,1.0,131.0,21.0,152,3.0,55.0,28.0,27.0,67.0,15.0,44.0,39.0,7.0,23.0,5.0,106.0,9.0,28.0,19.0,5.0,84.0,3.0,6.0,126.0,,4.0,11.0,135.0,9.0,48.0,16.0,3.0,3.0,,4.0,1.0,,,,133.0,678,15.0,15.0,0.2,0.2,0.4852941176470588,0.34,0.3541666666666667,0.3434343434343434,0.4148471615720524,0.3478260869565217,0.38,0.4592074592074592,0.3676470588235294,0.4540816326530612,0.5071574642126789,0.3857142857142857,0.5403225806451613,0.4662004662004662,0.0524017467248908,0.0952380952380952,0.0344827586206896,18.00302571860817,0.6320754716981132,0.0121951219512195,0.0142857142857142,0.0802325581395348,0.0146561443066516,0.1166347992351816,0.0133333333333333,0.093998553868402,0.0141643059490084,0.0095846645367412,0.0166666666666666,0.0179640718562874,0.0145278450363196,0.0089285714285714,0.075187969924812,0.0541666666666666,0.1176470588235294,0.1189873417721519,0.109375,0.0122950819672131,0.25,0.2447552447552447,0.4761904761904761,0.5263157894736842,0.28,0.1351981351981352,0.3620689655172414,0.375,0.0476190476190476,0.1538461538461538,0.3636363636363636,0.3636363636363636,0.1666666666666666,0.0839160839160839,0.3822843822843823,0.3170731707317073,0.3170731707317073,0.4230769230769231,0.1764705882352941,0.5,0.3333333333333333,0.2959183673469387,0.4827586206896552,0.4081632653061224,0.375,0.710955710955711,0.3209876543209876,0.5134834894613584,0.4718704545454545,0.4913026041666666,0.1141649048625792,0.1791044776119403,0.0544354838709677,0.2701612903225806,8.041048034934498,25.313500000000005,0.2372528616024974,10.0,11.0,,,,0.2941176470588235,16.0,8.0,105.0,0.4444444444444444,0.4444444444444444,0.6875,0.0816326530612244,1.0,2.0,3.0,3.0,2.0,3.0,7.0,1.0,6.0,1.0,1.0,0.2727272727272727,0.0294117647058823,0.3,0.3333333333333333,0.25,0.0292682926829268,,,,,,,,,,True,,
203200,1610612752,Justin Holiday,Justin Holiday,203200,NYK,45032.0,751,-4.0,1495,1502,319,381,189.0,2997,32.0,52.0,6.0,11.0,5.0,8.0,7.0,16.0,25.0,50.0,57.0,18.0,71.0,4.0,15.0,64.0,118.0,45.0,128.0,34.0,297.0,1647.0,10.0,17.0,2.0,31.0,11.0,18.0,11.0,26.0,15.0,70.0,96.0,32.0,132.0,4.0,69.0,18.0,11.0,29.0,10.0,39.0,5.0,5.0,18.0,5.0,6.0,88.0,5.0,10.0,,45.0,48.0,6.0,99.0,15.0,114,5.0,26.0,20.0,6.0,15.0,6.0,13.0,14.0,2.0,2.0,,29.0,2.0,6.0,29.0,1.0,59.0,7.0,2.0,32.0,1.0,1.0,4.0,39.0,2.0,14.0,4.0,15.0,8.0,5.0,15.0,11.0,,,,70.0,319,7.0,3.0,0.75,0.7741935483870968,0.9777777777777776,0.3515625,0.4230769230769231,0.3571428571428571,0.5423728813559322,0.5882352941176471,0.6111111111111112,0.5345528455284553,0.5,0.625,0.5625,0.5166666666666667,0.6730769230769231,0.5203252032520326,0.0932203389830508,0.1538461538461538,0.0625,16.90793283149971,0.5172413793103449,0.1132075471698113,,0.1061946902654867,0.0220264317180616,0.1642335766423357,0.0173611111111111,0.128099173553719,0.0202156334231805,0.0363636363636363,0.025,0.0059171597633136,0.0176991150442477,0.0161290322580645,0.1,0.1353383458646616,0.0840336134453781,0.1504854368932038,0.2058823529411764,0.040983606557377,0.7333333333333333,0.2113821138211382,0.6153846153846154,0.7272727272727273,0.78125,0.065040650406504,0.4375,0.4666666666666667,0.7142857142857143,0.2032520325203252,0.5,0.5208333333333334,0.72,0.2317073170731707,0.2886178861788618,0.2535211267605634,0.2571428571428571,0.9444444444444444,0.3793103448275862,0.5454545454545454,0.5,0.1818181818181818,0.625,0.3409090909090909,0.2666666666666666,0.7317073170731707,0.2608695652173913,0.5292965163934426,0.5291136363636363,0.490252380952381,0.0615384615384615,0.1076923076923077,0.1043771043771043,0.2356902356902357,9.508474576271189,25.25546875,0.2133779264214046,8.0,12.0,2.0,,0.04,0.2758620689655172,27.0,11.0,3.0,0.4736842105263157,0.4736842105263157,1.0,0.25,4.0,7.0,1.0,3.0,2.0,1.0,1.0,,2.0,,,0.25,0.1379310344827586,0.125,1.0,0.6363636363636364,0.0153846153846153,2.0,1.0,2.0,0.0078125,0.0140845070422535,0.5,1.0,,,True,,
1627851,1610612752,Mindaugas Kuzminskas,Mindaugas Kuzminskas,1627851,NYK,27041.0,451,17.0,923,910,178,247,121.0,1833,35.0,62.0,7.0,15.0,3.0,7.0,12.0,20.0,,3.0,20.0,15.0,58.0,3.0,11.0,47.0,85.0,22.0,78.0,26.0,186.0,982.0,11.0,19.0,9.0,40.0,4.0,13.0,4.0,13.0,11.0,31.0,64.0,30.0,57.0,12.0,58.0,15.0,16.0,21.0,11.0,32.0,5.0,6.0,12.0,2.0,7.0,75.0,6.0,12.0,2.0,16.0,16.0,1.0,33.0,20.0,53,3.0,16.0,10.0,6.0,11.0,2.0,6.0,16.0,1.0,5.0,6.0,27.0,4.0,2.0,22.0,,42.0,2.0,2.0,31.0,,2.0,,33.0,3.0,14.0,5.0,3.0,3.0,,4.0,1.0,,1.0,,31.0,178,3.0,4.0,0.6808510638297872,0.7804878048780488,0.8636363636363636,0.282051282051282,0.3076923076923077,0.282051282051282,0.5529411764705883,0.5789473684210527,0.3076923076923077,0.4907975460122699,0.7045454545454546,0.3846153846153846,0.5195530726256983,0.7142857142857143,0.484375,0.4785276073619632,0.188235294117647,0.2580645161290322,,19.17680074836296,0.4074074074074074,0.0357142857142857,0.0869565217391304,0.0597014925373134,0.0476190476190476,0.0941176470588235,0.0310880829015544,0.0730593607305936,0.0404494382022471,0.0818181818181818,0.046875,,0.0198675496688741,0.0714285714285714,0.0573770491803278,0.0759493670886076,0.044776119402985,0.1056910569105691,0.0638297872340425,0.0405405405405405,0.25,0.3803680981595092,0.5645161290322581,0.7608695652173914,0.7714285714285715,0.1226993865030674,0.6,0.6,0.4166666666666667,0.0184049079754601,,,,0.1226993865030674,0.3558282208588957,0.2586206896551724,0.2631578947368421,0.8,0.6818181818181818,0.4666666666666667,0.4285714285714285,0.2692307692307692,0.4285714285714285,0.4230769230769231,0.2727272727272727,0.8588957055214724,0.2586206896551724,0.5487245398773006,0.54845,0.498103846153846,0.0804597701149425,0.1458333333333333,0.2150537634408602,0.1666666666666666,3.483529411764706,25.02307692307692,0.1928494041170097,2.0,3.0,3.0,,,0.0909090909090909,7.0,2.0,9.0,0.35,0.35,1.0,0.0769230769230769,1.0,1.0,2.0,3.0,,1.0,1.0,,,1.0,,1.0,0.0454545454545454,1.0,1.0,0.5,,1.0,1.0,,0.0128205128205128,0.0172413793103448,1.0,1.0,1.0,,True,,
201584,1610612752,Courtney Lee,Courtney Lee,201584,NYK,38615.0,644,-113.0,1299,1285,353,411,155.0,2584,22.0,37.0,2.0,6.0,5.0,10.0,16.0,32.0,19.0,39.0,35.0,20.0,48.0,7.0,11.0,57.0,108.0,35.0,83.0,14.0,233.0,1471.0,5.0,12.0,2.0,36.0,9.0,19.0,10.0,19.0,4.0,52.0,72.0,42.0,90.0,,48.0,20.0,4.0,21.0,19.0,40.0,11.0,8.0,12.0,4.0,5.0,99.0,12.0,6.0,,27.0,24.0,1.0,52.0,18.0,70,5.0,17.0,11.0,6.0,9.0,4.0,7.0,5.0,1.0,2.0,,14.0,1.0,2.0,19.0,2.0,45.0,1.0,,15.0,,2.0,1.0,18.0,3.0,8.0,1.0,6.0,3.0,2.0,7.0,3.0,,,,50.0,348,9.0,,0.631578947368421,0.631578947368421,0.8571428571428571,0.4216867469879518,0.5263157894736842,0.4216867469879518,0.5277777777777778,0.4166666666666667,0.4736842105263157,0.5732984293193717,0.6296296296296297,0.631578947368421,0.583756345177665,0.6428571428571429,0.6219512195121951,0.4345549738219895,0.037037037037037,0.1081081081081081,,14.276048714479026,0.6428571428571429,0.0384615384615384,,0.0636604774535809,0.0144230769230769,0.1179039301310043,0.0526315789473684,0.0841584158415841,0.0279503105590062,0.0069930069930069,0.0176991150442477,0.01875,0.0561797752808988,0.04,0.0497237569060773,0.0306122448979591,0.1224489795918367,0.1111111111111111,0.1379310344827586,0.0561797752808988,0.4285714285714285,0.193717277486911,0.5945945945945946,0.6666666666666666,0.6818181818181818,0.1675392670157068,0.5,0.5,0.625,0.2041884816753926,0.4871794871794871,0.4871794871794871,0.5789473684210527,0.1832460732984293,0.2513089005235602,0.4166666666666667,0.4166666666666667,0.75,0.2222222222222222,0.3333333333333333,0.5,0.2631578947368421,0.5,0.2894736842105263,0.6363636363636364,0.6282722513089005,0.4166666666666667,0.5029413612565447,0.5473464285714285,0.5183618421052631,0.0408163265306122,0.0707964601769911,0.1545064377682403,0.223175965665236,10.010185185185186,24.396385542168677,0.2717474980754426,9.0,15.0,,,,0.3333333333333333,15.0,8.0,15.0,0.4285714285714285,0.4285714285714285,1.0,0.2105263157894736,6.0,3.0,5.0,8.0,,,1.0,,,1.0,1.0,0.5333333333333333,0.2222222222222222,0.5555555555555556,0.8,0.375,,3.0,,1.0,,,0.5,1.0,,3.0,True,,
2756,1610612752,Sasha Vujacic,Sasha Vujacic,2756,NYK,8066.0,134,26.0,281,279,82,78,30.0,560,,,,,,,1.0,1.0,6.0,15.0,3.0,8.0,20.0,3.0,5.0,7.0,16.0,9.0,23.0,5.0,46.0,273.0,2.0,3.0,,4.0,3.0,4.0,3.0,7.0,2.0,17.0,8.0,6.0,24.0,,19.0,8.0,1.0,10.0,3.0,13.0,2.0,1.0,4.0,,6.0,29.0,1.0,1.0,,12.0,9.0,1.0,22.0,2.0,24,,5.0,4.0,1.0,3.0,,2.0,1.0,,1.0,,4.0,,2.0,4.0,1.0,14.0,,,5.0,,,1.0,6.0,,,1.0,2.0,1.0,1.0,2.0,,,,,17.0,82,2.0,1.0,0.5714285714285714,0.5714285714285714,0.8888888888888888,0.391304347826087,0.4285714285714285,0.4090909090909091,0.4375,0.6666666666666666,0.75,0.5256410256410257,0.5,0.6818181818181818,0.55,0.5,0.7083333333333334,0.5897435897435898,0.0625,,,14.012738853503183,0.75,0.1428571428571428,,0.1,0.0131578947368421,0.2264150943396226,0.0196078431372549,0.1468531468531468,0.0157480314960629,,,0.027027027027027,0.027027027027027,,0.1363636363636363,,0.125,0.2142857142857142,0.2727272727272727,,,,,,,0.0256410256410256,1.0,1.0,,0.3846153846153846,0.4,0.4285714285714285,0.6666666666666666,0.0769230769230769,0.5128205128205128,0.4,0.4,0.875,,,,,,0.4545454545454545,0.6,0.5897435897435898,0.4210526315789473,0.4808105263157894,0.4448375,0.4941899999999999,0.0512820512820512,,0.0869565217391304,0.3695652173913043,17.612499999999997,26.11304347826087,0.2918149466192171,1.0,1.0,1.0,,0.0666666666666666,0.25,1.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.1818181818181818,,,,,1.0,,,2.0,2.0,,,,,,,,0.0869565217391304,,,,,,,,,2.0,True,,
201565,1610612752,Derrick Rose,Derrick Rose,201565,NYK,20100.0,335,-6.0,682,675,194,250,82.0,1357,39.0,68.0,3.0,8.0,13.0,20.0,18.0,46.0,15.0,31.0,1.0,3.0,11.0,1.0,5.0,72.0,145.0,4.0,12.0,44.0,200.0,826.0,8.0,18.0,1.0,20.0,21.0,37.0,1.0,5.0,11.0,56.0,32.0,112.0,9.0,8.0,11.0,3.0,15.0,25.0,22.0,47.0,12.0,10.0,16.0,5.0,4.0,116.0,6.0,7.0,,11.0,20.0,,31.0,13.0,44,6.0,9.0,7.0,2.0,20.0,6.0,11.0,13.0,4.0,9.0,,33.0,1.0,9.0,6.0,1.0,20.0,2.0,1.0,37.0,1.0,,,53.0,5.0,26.0,3.0,2.0,1.0,,2.0,1.0,,,,52.0,188,3.0,1.0,0.2222222222222222,0.2352941176470588,0.75,0.3333333333333333,0.2,0.3333333333333333,0.496551724137931,0.4444444444444444,0.5675675675675675,0.4968152866242038,0.4318181818181818,0.5357142857142857,0.5524861878453039,0.4545454545454545,0.5833333333333334,0.0764331210191082,0.1034482758620689,0.1323529411764706,0.1304347826086956,27.648578811369507,0.6060606060606061,,,0.1047120418848167,0.0376344086021505,0.0887096774193548,0.0526315789473684,0.0984126984126984,0.0433333333333333,0.0714285714285714,0.0392156862745098,,0.053763440860215,0.0476190476190476,0.0989010989010989,0.1,0.125,0.1030927835051546,0.037037037037037,0.0952380952380952,0.5,0.4331210191082802,0.5735294117647058,0.6610169491525424,0.1282051282051282,0.2929936305732484,0.391304347826087,0.45,0.2777777777777778,0.197452229299363,0.4838709677419355,0.4838709677419355,0.4,0.0063694267515923,0.0700636942675159,0.2727272727272727,0.3,1.0,0.3636363636363636,0.375,,0.4761904761904761,0.65,0.119047619047619,0.2,0.5095541401273885,0.2727272727272727,0.4968910828025477,0.4926923076923077,0.511727380952381,0.146067415730337,0.1566265060240964,0.1,0.28,7.4241379310344815,25.475,0.2844574780058651,4.0,4.0,1.0,,,0.1818181818181818,1.0,,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,4.0,,,,,0.25,,0.25,1.0,,,,1.0,1.0,0.0833333333333333,0.0909090909090909,,,,,True,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,44141.0,736,-110.0,1478,1478,459,555,179.0,2956,36.0,73.0,5.0,10.0,14.0,22.0,36.0,73.0,78.0,187.0,12.0,48.0,130.0,13.0,44.0,150.0,333.0,56.0,142.0,86.0,554.0,1713.0,18.0,31.0,8.0,68.0,47.0,98.0,14.0,47.0,43.0,179.0,90.0,210.0,135.0,10.0,127.0,48.0,10.0,28.0,21.0,49.0,12.0,9.0,15.0,7.0,6.0,119.0,5.0,15.0,,39.0,56.0,7.0,102.0,20.0,122,5.0,23.0,12.0,11.0,25.0,3.0,13.0,24.0,5.0,12.0,4.0,49.0,4.0,11.0,30.0,,72.0,10.0,10.0,71.0,,,1.0,105.0,4.0,36.0,10.0,13.0,10.0,2.0,13.0,5.0,,,1.0,177.0,453,13.0,7.0,0.3,0.3103448275862069,0.8035714285714286,0.3943661971830985,0.2978723404255319,0.4028776978417266,0.4504504504504504,0.5806451612903226,0.4795918367346938,0.4926315789473684,0.7142857142857143,0.4689655172413793,0.527831094049904,0.7391304347826086,0.5266272189349113,0.2989473684210526,0.03003003003003,0.0958904109589041,0.0410958904109589,33.72781065088758,0.5102040816326531,0.1627906976744186,,0.1308411214953271,0.0305498981670061,0.1553784860557769,0.02,0.1399116347569955,0.0269905533063427,0.0426829268292682,0.0454545454545454,0.0102564102564102,0.0253807106598984,,0.1212121212121212,0.1186440677966101,0.1607142857142857,0.1658031088082901,0.1206896551724138,0.02,0.3846153846153846,0.1536842105263157,0.4931506849315068,0.5454545454545454,0.3611111111111111,0.1536842105263157,0.4931506849315068,0.5142857142857142,0.25,0.3936842105263158,0.4171122994652406,0.4171122994652406,0.2948717948717949,0.0252631578947368,0.2736842105263158,0.3692307692307692,0.3692307692307692,0.7708333333333334,0.238095238095238,0.5,,0.1517241379310344,0.6363636363636364,0.3034482758620689,0.2954545454545454,0.4526315789473684,0.3779527559055118,0.4602813163481954,0.4801220588235294,0.4512961267605633,0.0802348336594911,0.0986301369863013,0.1227436823104693,0.3231046931407942,12.603603603603604,25.86971830985916,0.3105548037889039,10.0,11.0,,,,0.238095238095238,8.0,3.0,33.0,0.6666666666666666,0.6666666666666666,1.0,0.0206896551724137,1.0,1.0,8.0,8.0,3.0,,1.0,1.0,5.0,,,0.7272727272727273,0.0238095238095238,0.8,1.0,0.3333333333333333,0.0342465753424657,,,1.0,,,,,,4.0,True,,
